"id132_TPM"	"id334_TPM"	"id485_TPM"
"TRINITY_DN82_c0_g1_i4"	4.11832	2.72542	2.83798
"TRINITY_DN61_c0_g1_i4"	3.88019	1.32263	1.12465
"TRINITY_DN31_c0_g1_i1"	6.29657	0	0
"TRINITY_DN29_c0_g1_i8"	5769.58	1787.05	1677.97
"TRINITY_DN29_c0_g1_i7"	485.507	22.6542	309.776
"TRINITY_DN73_c0_g1_i6"	2.01161	1.38792	1.78351
"TRINITY_DN70_c0_g1_i2"	6.13868	1.09502	2.30224
"TRINITY_DN72_c0_g1_i9"	3.07164	0.985933	1.94656
"TRINITY_DN72_c0_g1_i8"	96.4632	29.3713	54.715
"TRINITY_DN55_c0_g1_i1"	5.94191	3.958	4.9237
"TRINITY_DN40_c0_g1_i3"	13.0534	11.7614	11.9334
"TRINITY_DN3873_c0_g1_i1"	10.9175	10.8308	10.855
"TRINITY_DN2902_c0_g1_i1"	7.18339	3.42264	2.73226
"TRINITY_DN429_c0_g3_i1"	14185	7235.47	8116.72
"TRINITY_DN5162_c0_g1_i1"	2220.75	1826.55	1962.66
"TRINITY_DN4288_c0_g1_i1"	3635.7	3076.77	3100.92
"TRINITY_DN4264_c0_g1_i1"	1464.66	1086.18	1322.75
"TRINITY_DN4250_c0_g1_i1"	5.55685	2.87095	3.42485
"TRINITY_DN4263_c0_g1_i1"	5502.7	1978	3224.34
"TRINITY_DN246_c0_g1_i2"	653.718	253.73	288.612
"TRINITY_DN3992_c0_g1_i1"	2.57592	1.46936	1.30391
"TRINITY_DN602_c0_g1_i1"	6.31228	2.53119	3.90587
"TRINITY_DN685_c1_g1_i1"	21.9936	19.733	19.5625
"TRINITY_DN4307_c0_g1_i1"	7679.16	2258.98	5886.18
"TRINITY_DN2556_c1_g1_i1"	4020.38	1283.49	2092.81
"TRINITY_DN3727_c0_g1_i1"	3.38722	2.75314	2.79045
"TRINITY_DN2833_c0_g1_i1"	3.51921	0.179336	2.08249
"TRINITY_DN1987_c0_g2_i2"	27.4834	11.954	20.2176
"TRINITY_DN1987_c0_g2_i1"	3829.21	1833.15	2733.42
"TRINITY_DN4145_c0_g1_i1"	5617.13	3288.76	3278.13
"TRINITY_DN4178_c0_g1_i1"	9.62146	7.09331	8.47975
"TRINITY_DN2625_c0_g1_i1"	41.4155	19.1281	32.2099
"TRINITY_DN1707_c0_g1_i1"	1285.92	413.267	959.268
"TRINITY_DN1744_c0_g2_i1"	3390.06	899.367	2462.14
"TRINITY_DN1734_c0_g2_i1"	7.64073	2.15399	3.14791
"TRINITY_DN1721_c0_g9_i1"	7573.2	1304.57	1919.75
"TRINITY_DN107_c0_g1_i1"	3.0778	2.16851	2.11449
"TRINITY_DN101_c0_g2_i1"	8.98398	6.15989	7.95307
"TRINITY_DN4876_c0_g1_i1"	1.95638	1.46667	1.75805
"TRINITY_DN4869_c0_g1_i1"	2.27902	1.96664	2.16569
"TRINITY_DN4845_c0_g1_i1"	3.07924	1.11827	1.43661
"TRINITY_DN582_c0_g1_i1"	11423.8	2781.24	6535.62
"TRINITY_DN582_c1_g2_i1"	15938.7	4744.05	6556.01
"TRINITY_DN971_c0_g1_i2"	9.2007	5.44188	5.2564
"TRINITY_DN3329_c0_g1_i1"	3.36192	0.807746	2.09861
"TRINITY_DN321_c0_g1_i3"	5.51922	1.14623e-09	0
"TRINITY_DN4939_c0_g1_i1"	8929.42	2167.41	4413.92
"TRINITY_DN756_c0_g2_i1"	646.403	90.1865	253.018
"TRINITY_DN2270_c0_g1_i3"	4.46495	2.95927	3.1696
"TRINITY_DN2251_c0_g1_i2"	2.13563	1.81841	2.00804
"TRINITY_DN1386_c0_g1_i1"	3.43973	1.7664	2.61333
"TRINITY_DN1346_c0_g1_i1"	1.83143	1.73986	1.79702
"TRINITY_DN4445_c0_g1_i1"	2.1434	1.26853	1.65344
"TRINITY_DN4476_c0_g1_i1"	4884.94	1259.18	3037.3
