"kMEblack"	"kMEbrown"	"kMEcyan"	"kMEmagenta"	"kMEpink"	"kMEred"	"kMEtan"
"TRINITY_DN5662_c12_g1_i7"	0.66248975095565	-0.289736477137844	-0.244892707040237	0.0566994761592823	-0.49964500220553	-0.0531625996783492	0.0821882368065974
"TRINITY_DN5662_c0_g2_i2"	0.804492560467853	-0.508351818087189	0.0256012893079074	0.255828707591192	-0.505923317526462	-0.45542783652457	0.190033659884957
"TRINITY_DN5662_c1_g1_i17"	0.458895187652428	-0.56157000880623	0.30530190814288	0.639335282978082	-0.588052354485988	-0.297266800886144	0.244742638891573
"TRINITY_DN5662_c21_g2_i1"	-0.673430742303904	0.48466604851981	0.0917182037826055	-0.344576593120665	0.967729355807416	-0.00770137806450399	-0.3452599970689
"TRINITY_DN5622_c0_g1_i7"	0.96404964272969	-0.613148177103124	-0.0903370778540189	0.362889559414893	-0.787421092298165	-0.467573782413238	0.385449077938652
"TRINITY_DN5637_c1_g1_i4"	0.766518150331295	-0.373563101434557	-0.143137191487818	0.142413860162418	-0.533256227889929	-0.254012329031684	0.127222885761317
"TRINITY_DN5616_c8_g1_i1"	0.936092966489509	-0.55067328506302	-0.146190951305982	0.259122535608399	-0.683018648889568	-0.454391922258124	0.350837855619001
"TRINITY_DN5616_c0_g1_i3"	0.769529300495673	-0.477420800720091	0.0890377296689015	0.428831122626572	-0.440683124900264	-0.659103420111778	0.395107357506644
"TRINITY_DN5616_c0_g1_i12"	0.800070627264243	-0.430930669885041	-0.0905299538626151	0.275628824293136	-0.594393869253131	-0.342817285632727	0.318218097097776
"TRINITY_DN5616_c11_g1_i1"	0.88153073353034	-0.503479004128715	-0.0931191458986502	0.267646328124528	-0.521082002226926	-0.561040889781578	0.403390310200468
"TRINITY_DN5616_c0_g2_i8"	0.826924963609485	-0.698453026748754	0.133733365126149	0.454557528132941	-0.598227322730338	-0.568362444029955	0.485461407264712
"TRINITY_DN5616_c0_g3_i1"	0.669459923175476	-0.611316833159212	0.101423045127911	0.328173301169927	-0.59549698212241	-0.323246905707747	0.428209176681519
"TRINITY_DN5616_c0_g3_i5"	0.822846316881913	-0.485669821869282	-0.0805127058910661	0.298902121725241	-0.57066190855566	-0.56597284956268	0.340683101409902
"TRINITY_DN5605_c6_g1_i1"	0.200409071438741	-0.336208255959433	-0.348377105896243	-0.268908681493291	-0.0686356300274004	-0.172338641640882	-0.0744674217197899
"TRINITY_DN5628_c1_g1_i17"	0.649524865444223	-0.595715790669589	0.0612913558587561	0.442290209801468	-0.625131661371465	-0.391691403602913	0.349050217459478
"TRINITY_DN5631_c0_g1_i2"	0.669955370296024	-0.412510410551115	0.172129692807117	0.59145002665376	-0.567768275786592	-0.219977807253791	0.17842227367027
"TRINITY_DN37816_c0_g1_i1"	-0.557744545210572	0.922880113693729	-0.140748146452796	-0.305570979176828	0.183283384455126	0.423351149479822	-0.311648581327769
"TRINITY_DN37868_c0_g1_i2"	-0.672522334401713	0.941525454866282	-0.0542053879624105	-0.377244785450287	0.558412852301541	0.340279454863463	-0.382724220629351
"TRINITY_DN37855_c0_g2_i3"	0.800993598407572	-0.654368883415024	0.000282810531666497	0.297244386355972	-0.649893114699285	-0.331257075985891	0.488679677489391
"TRINITY_DN37821_c0_g1_i10"	-0.640228430068781	0.966513382872039	-0.224311541163549	-0.478580699398691	0.396678675580969	0.480107392546364	-0.416544930190579
"TRINITY_DN37814_c0_g1_i3"	-0.539214815954446	0.394985144019906	-0.199502509305074	-0.337730432627821	0.0105781289309468	0.975670516579187	-0.359074691249807
"TRINITY_DN37883_c1_g2_i7"	-0.682028687630551	0.819478766354061	0.160269246970075	-0.16861931328733	0.449439815795991	0.368393747896164	-0.228679072446243
"TRINITY_DN37810_c0_g1_i7"	0.770748732198357	-0.425207890461289	0.123137285263756	0.544445818818937	-0.693719829677405	-0.321320332757562	0.295447172641234
"TRINITY_DN37828_c1_g1_i1"	-0.73999484756337	0.363336405930747	0.117931420077198	-0.272631291383377	0.951030176795307	0.0553625787854299	-0.265963410298587
"TRINITY_DN79355_c0_g1_i7"	-0.638392756280503	0.973581389483149	-0.117265171736655	-0.324973543959545	0.424866316885077	0.359940472983257	-0.42122341522689
"TRINITY_DN79315_c0_g2_i1"	-0.654078905439384	0.440623450701628	0.0939107268186387	-0.355041496068678	0.964561942634235	-0.0439395257284294	-0.362956913501995
"TRINITY_DN63083_c3_g1_i1"	-0.659354634064941	0.242104898236416	0.179880091940612	-0.171060442490732	0.883699577624357	-0.0378701039023867	-0.177297533764968
"TRINITY_DN63081_c0_g1_i5"	-0.538316560300924	0.945537316137576	-0.121369795491164	-0.350964166503491	0.335357857369459	0.343267221340059	-0.361110349067462
"TRINITY_DN63028_c0_g1_i2"	-0.66926271937056	0.9440595341953	-0.0260615309056261	-0.325723737768978	0.604961521448784	0.25592929004309	-0.543721764994284
"TRINITY_DN28797_c0_g3_i7"	0.586920373613272	-0.301865443862135	-0.113797360886033	0.108325137633825	-0.528968098189732	0.0423344910686318	0.0729918348641566
"TRINITY_DN28742_c0_g1_i10"	0.917725308914291	-0.60253306475054	-0.268342994915354	0.0780209545518906	-0.494006531479345	-0.608199644144825	0.288775463251002
"TRINITY_DN28742_c0_g1_i2"	0.471887096007431	-0.337993528208345	0.165675784910977	0.560458257047499	-0.529635789513485	-0.128455835526353	0.165093909841527
"TRINITY_DN28708_c1_g1_i6"	-0.748933630432546	0.369372346993795	0.183512975423741	-0.271082916654931	0.940691563340583	0.0473574131222151	-0.266840474986618
"TRINITY_DN28708_c2_g2_i1"	-0.605037652078326	0.4624957611048	0.16029298471127	-0.276463946657582	0.882376107500581	0.054154426127624	-0.2762572976212
"TRINITY_DN28708_c2_g1_i3"	-0.501351326136224	0.340828781235641	0.200690933529141	-0.187454318335603	0.859559976117257	-0.0754560367418268	-0.189737836912586
"TRINITY_DN28779_c0_g1_i3"	0.705409449921482	-0.356719419393439	0.160566200940238	0.502702429523507	-0.471924495640562	-0.527301270947318	0.242304517610744
"TRINITY_DN28779_c0_g1_i9"	0.743702152669119	-0.524518489786986	-0.0506162339525301	0.161787629366914	-0.551433669182596	-0.299332412636311	0.281554810655182
"TRINITY_DN28721_c2_g2_i1"	-0.658489377309852	0.469657548531641	0.188523112168422	-0.259588774120012	0.905589970130522	0.0906771995900117	-0.258134411411234
"TRINITY_DN28760_c7_g1_i1"	-0.707384152562697	0.76259350836043	0.0109824201805226	-0.418669340281476	0.863095762701195	0.133146111495777	-0.378206757429246
"TRINITY_DN28791_c8_g1_i1"	-0.59608186700698	0.956760308426804	-0.200717632572625	-0.337150873204298	0.320815359020366	0.416864041828312	-0.411994302772877
"TRINITY_DN28777_c0_g2_i1"	-0.702922914122082	0.589766812552145	0.0182903829743139	-0.476582799731484	0.953895614015647	0.0231710511794103	-0.392832888057878
"TRINITY_DN28777_c1_g1_i1"	-0.85733290187404	0.796879439213505	-0.0142718721001948	-0.40308078788038	0.870670800804759	0.258788288094554	-0.397250879870622
"TRINITY_DN28710_c0_g1_i8"	-0.613964118838556	0.342426221760413	0.278504590877146	-0.260132997465648	0.816802185707981	-0.00648496801695809	-0.264174202818168
"TRINITY_DN28710_c0_g1_i2"	-0.662829236776982	0.374139382688153	0.12805231473304	-0.310537282493237	0.971886173630686	-0.016954111130757	-0.305975319828785
"TRINITY_DN28769_c0_g1_i1"	-0.676466892655184	0.467174171386015	0.101325498292809	-0.37977434966895	0.985786417754271	-0.0404964253096105	-0.347934219360018
"TRINITY_DN28722_c2_g1_i1"	0.848197820647464	-0.469638761088089	-0.107441975082058	0.254441137343864	-0.592972291959362	-0.429693698900708	0.40716940155665
"TRINITY_DN28783_c1_g1_i5"	-0.781025416997648	0.64501462194774	0.0146124471120045	-0.400552103497389	0.953729982286894	0.110822156277289	-0.397542585278546
"TRINITY_DN28729_c0_g1_i3"	-0.66195042051317	0.963049084816721	-0.126457776516329	-0.344459130797653	0.333791720299969	0.420614604267875	-0.347953676964275
"TRINITY_DN28789_c2_g1_i24"	0.709145566333533	-0.745293237088259	0.0479058700001287	0.225546668146023	-0.455694234506983	-0.563162532507209	0.389733752277761
"TRINITY_DN28789_c2_g1_i13"	0.776355819672441	-0.681127207049915	0.349572330634054	0.721902366108995	-0.561281330664631	-0.584503877853583	0.197078289400389
"TRINITY_DN28789_c1_g1_i1"	-0.529996771845437	0.735865292344462	-0.0672745401369342	-0.33712711189109	0.655201781947151	0.14691965300561	-0.312731025277127
"TRINITY_DN79407_c0_g1_i7"	-0.610144257675711	0.923455811201542	-0.10694184481868	-0.273753000536199	0.294755309520479	0.392485213121938	-0.398308577802317
"TRINITY_DN79422_c1_g1_i1"	-0.706485967342293	0.529704655798661	0.124819860013898	-0.355792175363395	0.935832750153397	0.0246794893858682	-0.369113053733959
"TRINITY_DN79491_c0_g1_i17"	-0.552601934149505	0.884850677585699	-0.141845825491695	-0.314565395025534	0.137710897008892	0.463011690370619	-0.278592547115435
"TRINITY_DN79478_c0_g1_i2"	0.593578804751578	-0.708511261111215	-0.241450583633149	0.20632252332221	-0.271471646421786	-0.580929640174992	0.363941005674893
"TRINITY_DN79478_c1_g1_i1"	0.893283959411651	-0.669107412085831	-0.117404516254268	0.375854578258733	-0.756260853995824	-0.40921291275014	0.306751139914023
"TRINITY_DN12483_c0_g1_i3"	0.837265502545985	-0.444654582237166	-0.367519097980576	-0.137923917876506	-0.491837060152241	-0.424257790680734	0.26250127660699
"TRINITY_DN12483_c2_g1_i1"	-0.766960666122281	0.793173124408713	-0.00235497148134223	-0.436515504687894	0.846644979402954	0.151047758895134	-0.438754920655825
"TRINITY_DN12440_c0_g2_i1"	0.811194694485496	-0.524290144370229	-0.0550737850286263	0.253491807944316	-0.66049608305927	-0.28025968083051	0.417119140331228
"TRINITY_DN12479_c0_g1_i17"	0.598927464813948	-0.44681884608726	0.261406780082668	0.568175073299537	-0.428045826093986	-0.452992588686474	0.487780580537424
"TRINITY_DN12479_c0_g1_i14"	0.56100222983885	-0.498392697511629	0.454561904850205	0.808987084013981	-0.412679304598546	-0.567536092844757	0.0910934038222107
"TRINITY_DN12479_c0_g1_i1"	0.376786002271787	-0.314020716051549	-0.0804901976388268	0.0334539943926007	-0.167345114664633	-0.427437275307797	0.341795942390618
"TRINITY_DN12400_c5_g1_i1"	-0.329721459274835	0.465812843888874	0.0977655207021063	-0.244166153437609	0.703040264416035	-0.148120364131284	-0.266709508263177
"TRINITY_DN12487_c0_g1_i1"	0.916225608337169	-0.646889408391488	-0.161761009557709	0.148695981672961	-0.612895433244924	-0.549201022720222	0.310548505640526
"TRINITY_DN12487_c0_g1_i5"	0.81102191237609	-0.660236545934166	-0.0302226996446487	0.184462873571979	-0.506257176490936	-0.677480243917181	0.430211150868801
"TRINITY_DN12416_c0_g1_i2"	0.947502457236448	-0.663176882421449	-0.00707630579159336	0.42878530689022	-0.844043572857559	-0.44176757444593	0.369176209931983
"TRINITY_DN12416_c0_g1_i4"	0.898817818316709	-0.678858246823319	-0.149417674481774	0.409151289073141	-0.769661778090598	-0.475254876364321	0.353350818749699
"TRINITY_DN96656_c1_g2_i2"	0.743702860940296	-0.531548426899731	0.0718914643390657	0.423667571073147	-0.8790144432177	-0.247506277149121	0.447285223482604
"TRINITY_DN96656_c1_g3_i1"	0.765224536267712	-0.740018952241287	0.117531972947913	0.497703095803421	-0.811962215458827	-0.226979943808209	0.359832906227652
"TRINITY_DN96701_c0_g1_i1"	-0.765610170334315	0.597106036869192	0.0865862370223166	-0.34591736160356	0.931390194522034	0.106691683012776	-0.342796993712191
"TRINITY_DN96678_c2_g1_i1"	0.648574628296082	-0.563322683774431	0.0177869348658687	0.232995216506474	-0.405863322671211	-0.512969409996679	0.0944699997989598
"TRINITY_DN96677_c6_g1_i1"	-0.548819529454732	0.535128180567525	0.0143715103220073	-0.431337671533517	0.823329663012703	0.0431393876169764	-0.348883227572595
"TRINITY_DN4795_c0_g1_i22"	0.215813269077549	-0.348579643041507	0.699080514574921	0.978021372883912	-0.31228317430753	-0.264791059747798	0.0534902632515016
"TRINITY_DN4715_c0_g1_i19"	0.94543081285341	-0.770146613974177	-0.0808280315617165	0.414598836461666	-0.666125247497865	-0.577113748604095	0.431378012729857
"TRINITY_DN4775_c4_g1_i1"	0.518165401184469	-0.556252160167538	0.21363136447375	0.41327992084036	-0.321400633748638	-0.540478826764625	0.0755557267368901
"TRINITY_DN4775_c2_g3_i2"	0.812968361232288	-0.479484495868049	-0.104402906819645	0.267458179205966	-0.439603776529011	-0.4675089641876	0.0576646298996356
"TRINITY_DN4791_c0_g1_i1"	0.779982327575902	-0.370481014991537	-0.0737522199726439	0.299894308524454	-0.570611339541014	-0.321830781019142	0.20735467521926
"TRINITY_DN4727_c0_g1_i10"	0.758117410931812	-0.412769686692312	-0.298988192056377	-0.00607441698088111	-0.516116738656571	-0.21620626849831	0.320127035254535
"TRINITY_DN4727_c0_g1_i6"	0.651791296529432	-0.260958196867168	-0.322649214524033	-0.105596711628158	-0.433170514738424	-0.158322014973111	0.158387800441631
"TRINITY_DN4778_c1_g1_i2"	-0.577947663887107	0.370733791668951	-0.128786731477804	-0.251564862224857	0.0892077250365538	0.941253691238868	-0.409106413511564
"TRINITY_DN4766_c0_g2_i1"	0.765677632774401	-0.618683337491097	-0.0263039820606187	0.262723826484042	-0.56322129308573	-0.445462466643429	0.442992981284016
"TRINITY_DN4776_c5_g1_i2"	0.718691199832881	-0.471322220098545	-0.311735926481577	-0.190266949885955	-0.363526136120777	-0.445058046868345	0.480383412240965
"TRINITY_DN4776_c5_g1_i7"	0.211401242401853	-0.306136824218086	0.211576485189868	0.299936663185644	-0.042871443236795	-0.356192286929219	-0.212012336950294
"TRINITY_DN4796_c0_g1_i5"	0.710864383845144	-0.408439058695544	0.00645801985694536	0.336346464739574	-0.462627641415719	-0.367564611073403	0.0225753995005836
"TRINITY_DN4789_c16_g1_i4"	0.400537175364668	-0.441073034143908	-0.0267224523988063	0.287602686545603	-0.310700718073642	-0.306932583997171	0.455473836643941
"TRINITY_DN4789_c3_g3_i1"	0.940381661092942	-0.669669228272291	-0.142890926363144	0.291923507764381	-0.657033467947898	-0.520094458028707	0.411089718119693
"TRINITY_DN4789_c0_g1_i2"	0.840569951231148	-0.626589613988628	-0.0209738660054108	0.437738561387911	-0.726508899266571	-0.425510035418046	0.255965156908415
"TRINITY_DN4789_c16_g2_i1"	0.308601413938957	-0.322631058173133	0.362947954895578	0.376950574876391	-0.144727174415154	-0.194155103159438	0.208724860354854
"TRINITY_DN4789_c6_g1_i1"	0.942247777413514	-0.642069096004578	-0.133897675074796	0.32321751299662	-0.760483443244206	-0.431563500580293	0.430676933455901
"TRINITY_DN4714_c2_g1_i1"	0.896224313406728	-0.701000115604903	-0.0829328590475425	0.299814554993681	-0.672539398388935	-0.582384170770896	0.456095338978227
"TRINITY_DN4739_c0_g2_i8"	0.96768395591271	-0.632078081572218	-0.172706492146645	0.2169240604864	-0.778872087306766	-0.472866146513798	0.402116204345728
"TRINITY_DN4739_c0_g3_i7"	0.936920476610293	-0.627524342151399	-0.275849564617412	0.196390091640244	-0.68787084027015	-0.524282803109689	0.405893009263014
"TRINITY_DN4739_c0_g1_i5"	0.968286044269221	-0.61148428471912	-0.192116765282982	0.170537269901794	-0.705472363922958	-0.495731756301151	0.417985465125379
"TRINITY_DN4739_c0_g1_i13"	0.940204727964704	-0.66943530097223	-0.22134927209722	0.101700279283056	-0.578561703039437	-0.578156476957356	0.394064356869551
"TRINITY_DN4739_c0_g1_i35"	0.97813758101906	-0.63933787891715	-0.195916034062348	0.185811327569096	-0.687566346179437	-0.544605721231347	0.385191117887009
"TRINITY_DN4739_c0_g1_i17"	0.81391305456486	-0.361399864434185	-0.0976673681773863	0.246428723529397	-0.642452116879814	-0.274209319755776	0.0246297291456228
"TRINITY_DN4739_c0_g1_i10"	0.936131168641599	-0.55227833955455	-0.265485111077987	0.170418065850428	-0.650292012517871	-0.519838261130447	0.349920092469784
"TRINITY_DN4739_c3_g3_i3"	0.922991353831555	-0.598980808174921	-0.245919573410431	0.026102253360893	-0.590378914810189	-0.574653006764258	0.430814847209132
"TRINITY_DN4701_c1_g1_i23"	0.822091217468057	-0.618261503776119	0.0560971064311881	0.429502311222191	-0.658675120134436	-0.449659613360311	0.467984333261001
"TRINITY_DN4738_c0_g1_i52"	-0.65503685568561	0.539571968272194	0.143598903475681	-0.271995951874764	0.875508763650013	0.106425258150526	-0.275409791610537
"TRINITY_DN4738_c2_g1_i5"	0.174046489119149	-0.262776173053617	-0.0433006845291896	0.125685111615423	-0.07330508424625	-0.304047771896781	0.805467392252498
"TRINITY_DN4797_c0_g1_i5"	0.417193700969885	-0.496584377425382	0.0601828120261616	0.334988300436124	-0.113327836354341	-0.443747234651095	-0.182653599453285
"TRINITY_DN4702_c1_g1_i13"	0.673713607785426	-0.680037644425348	0.10038806438267	0.211416204506373	-0.607436968692494	-0.286849667483957	0.442907265953524
"TRINITY_DN4712_c0_g1_i4"	0.82103490882527	-0.393491789867098	-0.272524198751782	0.0530367657509518	-0.525731464737541	-0.319482995850736	0.182835279692846
"TRINITY_DN4712_c0_g1_i12"	0.936347417748878	-0.646453793591373	-0.130720684934268	0.25045433464905	-0.69404914856669	-0.581720807171228	0.480888234100648
"TRINITY_DN4740_c0_g1_i4"	0.645450282097763	-0.266097459728099	-0.271336420820329	0.00779628977818938	-0.43675370083644	-0.0900865501176564	0.149806938552519
"TRINITY_DN4740_c0_g1_i3"	0.721782699767453	-0.654485955364739	0.0473661090679075	0.440423371238637	-0.542757637800022	-0.487166725556769	0.44676931808426
"TRINITY_DN4750_c0_g1_i5"	0.562119516899434	-0.572501215965408	0.276965047458686	0.568540879384046	-0.537840378203823	-0.431852972450197	0.41291050010586
"TRINITY_DN4750_c0_g1_i8"	0.737284831939328	-0.469970681271443	-0.335746198027746	-0.121967895935206	-0.558066921117485	-0.256326603719574	0.308087035529586
"TRINITY_DN80318_c0_g1_i10"	-0.675110817189627	0.923612198863732	-0.00913351238573953	-0.353713593121831	0.36858176049268	0.452687295992954	-0.311459893585514
"TRINITY_DN28878_c0_g1_i1"	0.712488397367138	-0.617367712698947	0.0279694131879518	0.491036807804033	-0.72300203512109	-0.253566108797867	0.223800835047252
"TRINITY_DN28871_c4_g1_i2"	0.791675915800742	-0.419051974141426	-0.342966270553672	-0.0840222502509053	-0.457829382215816	-0.357833208324781	0.128011715066154
"TRINITY_DN28802_c1_g1_i2"	-0.484360361038287	0.419890280335837	-0.24024472152775	-0.360604795956283	0.0072256829807489	0.951815094763372	-0.482022764133688
"TRINITY_DN28829_c0_g1_i7"	0.609898055967654	-0.23333786213003	-0.052264780331456	-0.0121409246354867	-0.262149891827687	-0.333474116618695	-0.0500452209749658
"TRINITY_DN28844_c0_g1_i4"	0.551431896910464	-0.463088123226101	-0.171501543894	0.111316940809865	-0.377968959886859	-0.192186883871793	0.41220408533502
"TRINITY_DN28844_c0_g2_i1"	0.668194897672882	-0.397745516000451	-0.300090712081824	0.0288976565052668	-0.459086943340933	-0.143839508997986	0.345537004610919
"TRINITY_DN28872_c0_g1_i12"	-0.21598045419372	0.267476574423867	-0.360605445214895	-0.332762802127593	-0.197481594989228	0.817606319929183	-0.00989296426391879
"TRINITY_DN28872_c0_g1_i14"	0.887112428345968	-0.623784051334021	-0.0387288462921297	0.414166905694593	-0.710871498319181	-0.490424828367337	0.318750617466529
"TRINITY_DN28872_c3_g1_i4"	0.84535972089236	-0.760298189935196	0.298384466362226	0.666781282422966	-0.651079286851822	-0.604108870131446	0.346710104156406
"TRINITY_DN28877_c0_g1_i5"	-0.774368262801574	0.651850588048963	-0.0672466542924934	-0.346499790513485	0.789712678212217	0.187497054066917	-0.206005476353076
"TRINITY_DN28800_c2_g1_i1"	0.523505919191791	-0.54014059744836	0.241461206081142	0.579076422812787	-0.609821661547836	-0.223218193524718	0.385013129577247
"TRINITY_DN54014_c0_g1_i2"	-0.490598692981407	0.764770187676819	0.0427818027171656	-0.36785588281543	0.555358421099112	0.0986044293114375	-0.255680042155231
"TRINITY_DN54093_c2_g1_i4"	0.895499973960507	-0.687964093509756	-0.196243332633392	0.411263844299125	-0.737257899221675	-0.483182790950713	0.318259066553817
"TRINITY_DN54071_c1_g1_i6"	-0.4340688885392	0.3397773424758	0.181415142797461	-0.209190314956142	0.767059292836006	-0.245527717881491	-0.0691059977476403
"TRINITY_DN54005_c0_g1_i1"	-0.925087259217953	0.703272073759784	-0.131927175790647	-0.508683025683793	0.772937710701649	0.46438200368863	-0.303020952997843
"TRINITY_DN54047_c0_g1_i1"	-0.61835061760691	0.975154194106434	-0.186175959905094	-0.361433684979185	0.334075944475672	0.39530811573099	-0.36709730387238
"TRINITY_DN54098_c0_g1_i3"	0.925626291981456	-0.66664872315936	-0.10071660876053	0.370212084418505	-0.787554551343356	-0.425651284075499	0.330819714783103
"TRINITY_DN54027_c3_g1_i12"	-0.414037056358869	0.291782993377731	-0.20152584103513	-0.311835636892423	0.0601761511013676	0.823260373311652	-0.102013337077596
"TRINITY_DN54027_c3_g1_i2"	-0.261105619998522	0.245674745923837	0.025440509109413	-0.0574426058861832	-0.276179989148555	0.834972530595059	-0.171878843297328
