"kMEblack"	"kMEcyan"	"kMEdarkgreen"	"kMEdarkorange"	"kMEdarkred"	"kMEdarkturquoise"	"kMElightcyan"	"kMElightyellow"	"kMEred"	"kMEroyalblue"
"TRINITY_DN40265_c0_g1_i10"	-0.554230295107906	0.47858373000899	0.796217813176796	0.267248547267574	0.567128025871971	0.477970780366125	0.477715527414636	-0.272166771103838	-0.429053701135006	0.101076651921501
"TRINITY_DN40209_c0_g1_i3"	-0.590318502262052	0.374888132100642	0.465162415541466	0.0566800037535848	0.576340813369692	0.500063413532084	0.127756755950733	0.206209108720527	-0.35871364042303	-0.128921478284044
"TRINITY_DN40209_c0_g1_i6"	-0.612366902223774	0.0613703996588615	0.0587402438607152	0.0418660756441598	0.523932724635664	-0.0955081884758317	0.341746849330656	0.500055126771291	0.0203980405576736	0.0257708093303024
"TRINITY_DN40283_c0_g2_i2"	-0.847675781468557	0.513412788989948	0.610307794561492	0.121286956220156	0.801820263675945	0.301159508693548	0.506280817554449	0.233518197211778	-0.331742103140626	-0.0502576249061698
"TRINITY_DN40294_c2_g2_i1"	0.0427824593235661	0.0834629956802696	0.2720701039633	0.0357234807599474	0.157774745948274	0.0717803835754028	0.0292341942159493	-0.141312293893323	0.197146185641228	-0.320323709394886
"TRINITY_DN40294_c2_g1_i4"	-0.620740564918339	0.395451532219789	0.484393008297924	0.326028990976051	0.676891991533241	0.144455345427981	0.464462733912144	0.220648663319192	-0.478800224060809	-0.0697557549563829
"TRINITY_DN40203_c2_g2_i1"	0.272235932067811	-0.0183539788868946	-0.254110213168414	0.0330788079616186	-0.374988195186445	-0.0670800126407792	-0.408245985657649	-0.218266903220989	0.934111345128616	-0.232089896320142
"TRINITY_DN47409_c4_g1_i11"	-0.820105172647068	0.538102991374703	0.795376287451682	0.0494069286676627	0.816144646101602	0.267914737111596	0.668067518796999	-0.0178441286591351	-0.326725779203568	-0.0440070845407557
"TRINITY_DN47418_c0_g2_i2"	-0.433297258234899	0.0506374032573086	0.528680651075433	-0.553056659803662	0.759708026227794	0.541863666637692	0.197222825500918	0.233633858929144	-0.242489468306224	-0.270050134591186
"TRINITY_DN47418_c0_g2_i1"	-0.631715170480143	0.408239296640016	0.500379966764364	0.0752128325668314	0.844793743066753	0.511153471046099	0.158766522970386	0.393199890605501	-0.580247809349371	-0.309252716998311
"TRINITY_DN9252_c0_g1_i3"	-0.591669285277385	0.0254510238293282	0.632041734068214	-0.448630719619805	0.85707110966131	0.623750052805685	0.349081405146709	0.296260190119755	-0.420760159861733	-0.131223028115892
"TRINITY_DN9214_c0_g1_i7"	0.838811960800786	-0.524769880314399	-0.346441064732354	-0.25014436529974	-0.563989035075774	-0.299686177058286	-0.273897739136919	-0.310231822487977	0.290475482116131	0.0184238463171945
"TRINITY_DN9214_c1_g1_i2"	-0.583417986585595	0.433624004536801	0.551951279157999	-0.0867402263160577	0.849597501178252	0.613908763080975	0.0910925831026567	0.302623924979223	-0.474546885711384	-0.269174606971542
"TRINITY_DN9282_c0_g1_i1"	-0.384719395524508	-0.0692609052578287	0.489639208324909	-0.135993036092474	0.262317194267871	-0.319374120897818	0.974806391751298	-0.280129389928222	-0.208974978179595	0.588742813736625
"TRINITY_DN9264_c5_g1_i8"	-0.163691996312634	-0.039110289853531	0.198906584601862	-0.170216892613395	0.54653829658046	0.201777133409581	0.197625338620771	0.415429302438689	-0.367177188925036	0.169464066949358
"TRINITY_DN9259_c0_g1_i1"	-0.44150574702992	0.221417430715148	0.929352005750318	-0.427642324013991	0.559830784328502	0.584445198160896	0.503786795536817	-0.454599918229638	-0.125850116809508	0.0962774921171072
"TRINITY_DN9259_c0_g1_i8"	-0.735082850942273	0.420024756871999	0.537322967814374	0.180904898702029	0.956012992037571	0.44283731814444	0.266547757686561	0.459167603693703	-0.462764294119218	-0.354466951222873
"TRINITY_DN9259_c0_g1_i15"	-0.325387771095046	0.0630650170081617	0.263428611476678	-0.310657457391637	0.575127450889585	0.864067207251571	-0.374726984468132	0.413714400273886	-0.160789157084892	-0.484963225384724
"TRINITY_DN9215_c0_g2_i7"	-0.506995339374458	0.301490749948226	0.109024124806851	0.283941537053084	0.569259525025869	-0.213095734429374	0.472006205447596	0.527115164622097	-0.518106479107106	0.00232698632732151
"TRINITY_DN9249_c1_g1_i16"	0.848117679026282	-0.368784484526754	-0.43914904887618	-0.116860777384126	-0.658149437238467	-0.299407258058683	-0.437526163546676	-0.302690609850946	0.466148782765064	-0.180439039051971
"TRINITY_DN9249_c1_g1_i23"	0.971588799386941	-0.436389599554889	-0.553850901781218	-0.000846483908539614	-0.844834282421314	-0.357320476683252	-0.458345892523129	-0.339961532125359	0.331970604103799	0.0313215276644341
"TRINITY_DN9249_c1_g1_i1"	0.908381159566412	-0.46551582974617	-0.592836553178876	0.00076973971760716	-0.908853870255152	-0.373460816623517	-0.440703329624738	-0.354323715992102	0.371730967519058	0.0676888104926527
"TRINITY_DN9265_c0_g1_i1"	-0.434398066720859	0.96624561853684	0.401782294598005	0.421260129499631	0.362667944398158	0.371940621658263	-0.0591708194857636	-0.0915323152785151	-0.158260138682178	-0.25223748070646
"TRINITY_DN9208_c4_g1_i3"	-0.569645592299686	0.120839018282969	0.691824248402755	-0.390430808543786	0.737151544526057	0.751987817225495	0.286626409698148	0.0874570924442073	-0.466565603730406	-0.0553136353861663
"TRINITY_DN9208_c4_g1_i6"	-0.228090420707852	0.104040757540855	0.418320144874156	-0.251081542004655	0.534982629623567	0.664671677370535	-0.193714905647908	0.066463855036251	-0.0480611318351232	-0.444432852344673
"TRINITY_DN9208_c3_g1_i6"	-0.541017821931443	0.214226176960244	0.577001440502507	-0.198100156848996	0.822804340414448	0.253838265815217	0.413761036768986	0.219137795599289	-0.243948863307213	-0.274271730199613
"TRINITY_DN9234_c5_g2_i1"	-0.437994706998959	0.0352293846165716	0.73182971764124	-0.541835284696002	0.637924467796261	0.363037103351347	0.490603774893247	-0.160317946121692	-0.0777831085482765	-0.0560281396341044
"TRINITY_DN9234_c0_g1_i14"	-0.405863735317926	0.22520525094079	0.172739823157613	-0.348523314127094	0.596036660338746	0.216788473122371	0.074869722368906	0.489133289473144	-0.216694947672826	-0.313773365539133
"TRINITY_DN9203_c2_g1_i5"	0.764490731646204	-0.386504940550917	-0.45018300982598	-0.0720515081034415	-0.833724091687635	-0.258340613232137	-0.463176073013485	-0.449673314257324	0.66891965522047	-0.031953678521328
"TRINITY_DN9203_c0_g1_i6"	0.824055688947643	-0.414559291412758	-0.484152335001293	0.105374322670935	-0.835260540376931	-0.205860654829185	-0.437268386727782	-0.347836425692597	0.141529150021418	0.232253970739143
"TRINITY_DN9203_c0_g1_i17"	0.871308561702308	-0.47023428733185	-0.709941955956755	0.0887142581868964	-0.811248336532635	-0.36955841571747	-0.493908106057587	-0.0589288189774451	0.144430153836096	0.17406451153964
"TRINITY_DN9203_c0_g1_i18"	0.839121830468557	-0.466521660274754	-0.601285979802097	-0.120890347061176	-0.813366873028804	-0.242220314036313	-0.478103475303089	-0.187688055182165	0.150756263017319	0.190526319512269
"TRINITY_DN9203_c0_g1_i10"	0.78502566599944	-0.253799240941612	-0.545076645725943	0.241097248689811	-0.887442637855228	-0.266317614967515	-0.493513751566066	-0.360306424294593	0.12146014994924	0.169339729379351
"TRINITY_DN9262_c1_g1_i2"	-0.749208485941243	0.362152675195008	0.304521776465328	0.317287941539042	0.789219896562822	0.118726991012684	0.373900135986283	0.564922316078337	-0.360158473974305	-0.111418551443883
"TRINITY_DN9206_c0_g1_i8"	-0.808502110954537	0.41942286124655	0.443994065433427	0.168196643669615	0.866713485143075	0.441917038230423	0.258009783538766	0.510423935091377	-0.43819163570366	-0.225588165850142
"TRINITY_DN9256_c0_g1_i4"	0.809975922468454	-0.344885443288931	-0.284927091029912	-0.062581451171681	-0.697968734350026	-0.310684325736696	-0.123077906246958	-0.451063153201312	0.0486330737572595	0.51480040539477
"TRINITY_DN98166_c1_g1_i6"	-0.458102370814673	-0.0767970064102556	0.180921418250168	-0.287696438759201	0.523205911512711	-0.260136083656197	0.675128593323252	0.419126636464422	-0.592565947015443	0.236557959853578
"TRINITY_DN98166_c1_g1_i4"	-0.455443105192159	0.17966982918789	0.0790840999700241	0.274573292669715	0.475968130273143	-0.348637018240876	0.538826214990761	0.464212349052145	-0.621682221247082	0.104353283784841
"TRINITY_DN98159_c1_g1_i3"	-0.443524649482026	0.996342368704058	0.381738685246372	0.431924082783095	0.341378578324354	0.224993678746375	0.0350294568614237	-0.0993505246976904	-0.177375399678233	-0.207006478071535
"TRINITY_DN98110_c0_g1_i11"	-0.600648778195245	0.191954295001834	0.565775644396272	-0.00212468009432708	0.416917214137623	-0.159692122423741	0.911961275165347	-0.21595853249946	-0.225027408938805	0.492394104848248
"TRINITY_DN98110_c0_g1_i2"	-0.259518774221607	-0.0829902655507794	0.172485618335441	-0.191825419857981	0.0798751051319038	-0.297867547169526	0.573036634524847	-0.0912676713749998	0.0305209510717598	0.454662940602556
"TRINITY_DN98110_c0_g1_i12"	-0.505225609099225	-0.115033131818499	0.525221570964978	-0.283401012801776	0.397255172118982	-0.136774901925856	0.900952080651867	-0.133312521521237	-0.254296232626879	0.485345266913116
"TRINITY_DN98110_c0_g1_i9"	0.0339744838164725	-0.216523344080577	0.13226211017741	-0.189711492512729	-0.18847168578603	-0.391066310352089	0.650603414448917	-0.35554850971183	-0.0801869789893173	0.9778177465036
"TRINITY_DN98110_c0_g1_i5"	0.0238787525468891	0.0155713557549689	0.178854145699635	-0.000293572155933099	-0.185010143796489	-0.177150791079595	0.457083304758045	-0.403155398443209	-0.141750316848721	0.938237810683121
"TRINITY_DN98207_c0_g1_i8"	0.963315787870626	-0.54099431870716	-0.514504741505986	-0.0713108581932635	-0.706989529104926	-0.305048812239993	-0.462122421306357	-0.248596298348436	0.287611746497565	-0.0140969788097405
"TRINITY_DN98117_c0_g1_i2"	-0.757193215140944	0.391005788336475	0.7976405418005	-0.132684902654152	0.893640830567455	0.733071533620039	0.336528091559443	0.13579447753367	-0.423693277493773	-0.163988819416762
"TRINITY_DN98117_c0_g1_i1"	-0.81871621351156	0.273947323960926	0.646510015785293	-0.134038714425397	0.913208543153396	0.228012296880519	0.674417072022904	0.299975501852016	-0.464642735663522	-0.0487660604094463
"TRINITY_DN73898_c0_g1_i3"	-0.277468079560679	0.212608160038049	0.621808508500966	-0.192061881793769	0.427120028637944	0.975667373335093	-0.185426837110322	-0.185683864012107	-0.238138593335767	-0.22720314168961
"TRINITY_DN73845_c0_g1_i1"	0.874328370091791	-0.34707139506988	-0.438129779533783	-0.00719472557148709	-0.663321763742311	-0.297320186035945	-0.353084458994791	-0.267327559481473	0.223815350279224	0.333099475043464
"TRINITY_DN73869_c1_g1_i10"	0.720542115698096	-0.29585134461359	-0.277468901026738	-0.197246650815568	-0.40438014742051	-0.212156879935856	-0.29888269049497	-0.21677026767485	0.335951437883958	-0.0647283269907085
"TRINITY_DN73870_c0_g1_i1"	0.848188105903908	-0.523981293738063	-0.352832178286102	-0.258134560745191	-0.566318914772583	-0.191941720388123	-0.349678246407671	-0.299573730711835	0.335318897253905	-0.0573326664908329
"TRINITY_DN73893_c0_g1_i2"	-0.770367738068249	0.611799749390424	0.341247800325962	0.380095834367013	0.633280820661045	0.11927449340584	0.309184080283758	0.328597313003815	-0.321708079484747	-0.117229840942819
"TRINITY_DN73823_c0_g2_i1"	-0.769602575099924	0.36958692985684	0.498343416759016	0.142649348861159	0.858782963843341	0.294120965998541	0.426144856435627	0.424913609933597	-0.398678710428981	-0.158903553968788
"TRINITY_DN73816_c0_g1_i2"	0.634518977914208	-0.34602207744495	-0.431880760326339	-0.215321151673335	-0.744440488349096	-0.477508525926113	-0.0201285885253606	-0.296085829505611	-0.0223463352820311	0.526016322875607
"TRINITY_DN31174_c0_g1_i10"	-0.347653908886821	0.317727932009432	0.539080025129486	-0.227824725319735	0.644426558966964	0.562114796012603	0.030245485651749	0.0410245641121399	-0.224148176550791	-0.382935003044598
"TRINITY_DN31177_c1_g1_i5"	-0.0658648763831946	-0.0468775330893968	0.518111109923151	-0.177615693182026	0.230307651735789	0.231971040368416	0.179216770147624	-0.391180166003939	0.255966598558329	-0.186159625665496
"TRINITY_DN31172_c0_g1_i1"	0.622214288735004	-0.304980061821041	-0.515074880818628	0.148154542262005	-0.813688647793286	-0.289579338251928	-0.332966893937775	-0.268801662808336	0.0977226948358956	0.23326360739872
"TRINITY_DN47552_c0_g1_i1"	0.901746220414718	-0.513183070214495	-0.630061287853597	-0.0855008802110208	-0.822004408422122	-0.243954382369495	-0.535227547383076	-0.193266559825438	0.124905622209545	0.139953610382858
"TRINITY_DN47544_c0_g1_i3"	0.733986613513563	-0.125344279236642	-0.72439363871125	0.292575705278896	-0.718893081744802	-0.360230045327599	-0.595127677087411	0.0191214825526471	-0.0294745090524827	0.019597722797221
"TRINITY_DN47563_c0_g1_i3"	0.892314407842305	-0.359792621807694	-0.385546948660839	0.0071382098614878	-0.566298571263301	-0.284480956253354	-0.369963188937334	-0.252483154709388	0.347467478894158	0.0203609810880961
"TRINITY_DN47596_c0_g1_i5"	0.149331562270418	-0.0261272370766187	-0.269456027120668	0.0075292483605815	-0.357701465845018	-0.284585936881968	-0.147292641268518	-0.132264489863661	0.866697418812803	-0.0407249315345705
"TRINITY_DN47581_c0_g1_i2"	0.878647452060748	-0.408355562696411	-0.41092682187632	-0.108265989880603	-0.572399586299254	-0.388092077847518	-0.284977933363094	-0.238065257622567	0.240134761391272	-0.0565814028622818
"TRINITY_DN47581_c0_g1_i3"	0.862925796397354	-0.537625554699908	-0.513739609418081	-0.225294502539074	-0.653850782084706	-0.376033904622261	-0.403995389062668	-0.205749832275819	0.535869464890084	-0.0777595042842851
"TRINITY_DN47526_c1_g1_i3"	-0.618144142159357	0.236101984239449	0.642806310269778	-0.169585627602762	0.891978970853093	0.436866185653807	0.443978326483357	0.258035837269596	-0.479791117614473	-0.0421264955171557
"TRINITY_DN47529_c0_g1_i1"	0.808249585224893	-0.377495836541253	-0.584640228105253	0.0503361781055962	-0.917156672156432	-0.342063623392282	-0.404798838454911	-0.328463181592241	0.181145203229804	0.26655967117026
"TRINITY_DN89059_c0_g1_i1"	0.816233806193092	-0.442607403912859	-0.333650037052558	0.0710286146521079	-0.685473312230052	-0.235314461651199	-0.270256301924307	-0.378166822773867	0.13320316565204	0.361218972172651
"TRINITY_DN89056_c0_g1_i30"	0.873916043357837	-0.42328954310779	-0.422904443226397	-0.109223731632692	-0.702029718153639	-0.369637957158675	-0.354783517945785	-0.366914462439937	0.443821243781065	-0.0611185467628257
"TRINITY_DN89036_c2_g1_i6"	0.977132386295122	-0.43086228804818	-0.564415539287845	0.0629307674054721	-0.861888399103393	-0.363340853835465	-0.45307999179568	-0.334424605533133	0.301959012723407	0.114538290936954
"TRINITY_DN89048_c1_g1_i1"	-0.367665182903444	-0.0405880474113765	0.512376237483305	-0.139055795467351	0.277123349738971	-0.322819458624766	0.978891842163185	-0.28867884046033	-0.288923220491979	0.565736076734569
"TRINITY_DN64711_c1_g1_i20"	0.966468631980759	-0.419232014810037	-0.497393809458533	-0.0295592921608598	-0.749824729721985	-0.335158827856187	-0.434679414722391	-0.315975290080545	0.343417051513767	0.0273798758735816
"TRINITY_DN64711_c1_g1_i10"	0.898552437585378	-0.40394139896876	-0.46980881629382	-0.0551087807191183	-0.537125377988446	-0.292100023320377	-0.412142333500858	-0.124824276206564	0.273774193909526	0.042351073411757
"TRINITY_DN64711_c1_g1_i2"	0.943138162139475	-0.462601924106404	-0.50635276503604	-0.0417545127429137	-0.655880337452701	-0.365298374639357	-0.394923151164917	-0.2130924951797	0.332100179090505	0.0398114249966783
"TRINITY_DN64782_c0_g2_i4"	0.183609547428175	-0.0550629950750446	-0.347012389383171	0.173484872085431	-0.403255823485827	-0.238687634436016	-0.325749453481448	-0.109124662551696	0.964944992540725	-0.212204362973296
"TRINITY_DN64763_c0_g1_i1"	0.625398628122084	-0.232212759190647	-0.386466602129385	0.189711960577853	-0.599738894235569	-0.244446169107673	-0.247993426090697	-0.194245748167149	0.0871592188574947	0.503376452115279
"TRINITY_DN38414_c0_g1_i2"	0.968571078322977	-0.469768910721929	-0.630595291657046	-0.00885609564238898	-0.733353632904349	-0.353445281984474	-0.487431601198053	-0.127340479212374	0.218415624068593	0.131268343246042
"TRINITY_DN38402_c0_g1_i1"	0.898771398390325	-0.4219440620761	-0.535556387838516	-0.16282401172946	-0.649863941060328	-0.318874360944475	-0.482158655211466	-0.182566308716712	0.398998993264821	-0.0939744470468143
"TRINITY_DN38494_c3_g1_i6"	-0.00450501104223303	0.33598332483123	0.314667854514914	0.0572084320529776	0.0201767541300403	-0.18931817799669	0.286468510139724	-0.458090595616529	0.328360676246151	0.107990723499363
"TRINITY_DN38494_c3_g1_i4"	0.931056294244001	-0.394116013572751	-0.444068718699796	-0.0338204694362544	-0.662560218308167	-0.310731549078538	-0.408031969882276	-0.289819754964894	0.361125469384545	-0.008839182908529
"TRINITY_DN38497_c1_g1_i11"	0.920083471093424	-0.389964821104292	-0.435021063165624	-0.0555674230435241	-0.648775683035491	-0.305049263146285	-0.402898630440145	-0.287611175975116	0.361056386225298	-0.0149298903658311
"TRINITY_DN38497_c0_g1_i14"	0.248291364260346	-0.0244596260634331	-0.238543708269044	0.195692723568396	-0.46820795861691	-0.264710413980427	-0.234086327345604	-0.325704791266727	0.944534194552088	-0.0691336861444303
"TRINITY_DN38411_c0_g1_i1"	0.233490017954919	-0.08584148993498	-0.317748973195363	0.0593338509892629	-0.374422992225809	-0.131611964385966	-0.420128144044494	-0.127039165463681	0.969621563828279	-0.281421779450462
"TRINITY_DN38454_c1_g1_i2"	0.938700300941544	-0.502740623091172	-0.563302475039083	-0.136180470075595	-0.792162770375282	-0.19389542812644	-0.592393139081735	-0.263705503426312	0.309322505956312	0.0670048296810594
"TRINITY_DN38474_c1_g1_i10"	0.835448938490442	-0.339822567145003	-0.340087917771165	-0.0434007044136335	-0.494615619038769	-0.257920494683926	-0.348193445067996	-0.235562469828444	0.359178183855907	-0.0634070030800878
"TRINITY_DN38440_c4_g1_i1"	-0.659619097786426	0.224597708868677	0.693946074150233	-0.0389849052878289	0.489563415964359	0.026239873539516	0.887223927966541	-0.249806652992291	-0.340744780827899	0.424442795437429
"TRINITY_DN8302_c0_g1_i2"	-0.549307921964438	0.289675979408513	0.686654831367137	-0.202290420853168	0.879819280057106	0.662990602903875	0.182882699566447	0.178876306663632	-0.385980597462552	-0.364151513005272
"TRINITY_DN8339_c0_g1_i6"	0.00401332891220228	0.44355592570038	0.172221371975783	0.251574237570356	0.0996138881797822	0.33381665259451	-0.331515433237735	-0.16631838037186	0.418184852506444	-0.419503184107301
"TRINITY_DN8339_c0_g1_i13"	-0.427624826698167	-0.103636108691699	0.0936299815534811	-0.284902062982733	0.528714526778882	-0.231632833068683	0.559541966620249	0.521210431779741	-0.581873104269162	0.150305298615648
"TRINITY_DN8339_c0_g1_i8"	-0.41121744724172	0.0604196414011179	0.287079517840933	-0.382318203250867	0.639887817840999	0.310320056742788	0.12383954721681	0.389699940034269	-0.310204829660424	-0.27106273602831
"TRINITY_DN8339_c0_g1_i15"	-0.279860430392314	-0.0469353609511662	-0.000941795622043169	0.000689954807587184	0.419662174593835	-0.35659038332677	0.466654246259482	0.435436508327478	-0.388105461160071	0.0467847217589693
"TRINITY_DN8339_c0_g1_i10"	-0.27011371278025	0.0270339690642101	0.473774567933889	-0.454499834632436	0.588153533376918	0.631524309270061	-0.0623405987455833	0.091587971017014	-0.0446940885000824	-0.412903317517958
"TRINITY_DN8329_c3_g1_i3"	-0.648226171697864	0.508087059005661	0.155551694131202	0.351130069237585	0.664693485974176	0.386169370798988	-0.0752690866000083	0.607525896582056	-0.194385250901066	-0.381950779956405
"TRINITY_DN8330_c3_g2_i4"	0.788105549314315	-0.344021181609056	-0.544329583027919	0.101914586755518	-0.851931550916329	-0.326452289793954	-0.372456252902021	-0.299610218761177	0.185868336684706	0.347031616037133
"TRINITY_DN8330_c3_g2_i1"	0.740776898156237	-0.403185847910302	-0.640691500313245	-0.0483990483081469	-0.808319275975298	-0.320736359767823	-0.421819064449155	-0.146337265584707	0.0477773223918577	0.274963202825489
"TRINITY_DN8330_c3_g1_i1"	0.732385309699979	-0.343137289481083	-0.554906273428303	0.0503968386137157	-0.875032963660843	-0.317841260608971	-0.36555241245222	-0.304953810832524	0.112271366940662	0.346520496625239
"TRINITY_DN8308_c0_g1_i6"	-0.383840516284001	0.17584343037486	0.247776581641765	0.095918100472476	0.69502664214986	0.076994925588943	0.219099033986209	0.473865584510729	-0.523645279588721	-0.334068206101074
"TRINITY_DN8320_c0_g1_i6"	0.978046062883226	-0.494576779975937	-0.614309818785219	0.00693758305803518	-0.796990482086634	-0.373959031933294	-0.475880740259548	-0.225971194926685	0.371978126714082	0.0445117588286419
"TRINITY_DN8371_c0_g1_i14"	-0.540275109990031	0.331916015213802	0.634667825009999	-0.117567565217519	0.687962859340773	0.765449825302469	0.0684581922465816	0.0480003384841527	-0.431049604337245	-0.224014654244986
"TRINITY_DN8371_c0_g1_i8"	-0.696784663678589	0.351092963596768	0.726044960921579	-0.11571157598426	0.964938934454251	0.58247694559595	0.339709164865498	0.240591758828407	-0.407112160932138	-0.301416404893781
"TRINITY_DN8371_c0_g1_i11"	-0.300379242996809	-0.0354725614974801	0.340004564592492	-0.476533835033503	0.626554517185562	0.481026771418844	-0.0126353740147674	0.297997439300332	-0.119763666345958	-0.41092648370982
"TRINITY_DN8325_c6_g1_i1"	0.753860393291696	-0.19772035150929	-0.609522665311622	0.314808012858169	-0.782643680262067	-0.474115934793517	-0.364721978714404	-0.212692051264894	0.125342708408218	0.321187239989095
"TRINITY_DN8325_c0_g1_i2"	-0.727386382678475	0.350630818919531	0.612322362922303	-0.142577001568864	0.975335132165862	0.583889911339656	0.275455416687717	0.409426848500122	-0.487321148274737	-0.292140322252543
"TRINITY_DN8317_c1_g1_i2"	-0.594393005627182	-0.0627561468421202	0.690919479502158	-0.501435896465045	0.654231760077257	0.247252483177328	0.714081871311442	-0.0626682569035134	-0.161903145719079	0.204134763694795
"TRINITY_DN8321_c1_g1_i7"	0.871445178043889	-0.366465503052303	-0.333895709399166	0.0293889262668962	-0.550449815241458	-0.186198596821955	-0.434428260910328	-0.289237757430549	0.415314986580382	-0.0249710524045175
"TRINITY_DN8385_c1_g2_i2"	-0.72293652751803	0.352950889946499	0.608432353429292	-0.0686845341393537	0.982053639730117	0.486524368277222	0.329609009116058	0.400399629837529	-0.474501401551444	-0.302846597730253
"TRINITY_DN8372_c3_g1_i1"	0.821571428890913	-0.419354742807554	-0.279622107243235	-0.0674269763120902	-0.462104428923635	-0.411436753008281	-0.0867733255113266	-0.26390876688288	0.166277272222616	0.199994320783738
"TRINITY_DN8360_c1_g1_i6"	-0.597278584512203	0.234989599236634	0.601130608825863	-0.238610925643879	0.922868063887761	0.613892989217406	0.197926308558287	0.347207395757945	-0.414076706250639	-0.365343907416067
"TRINITY_DN8379_c1_g1_i11"	0.407094523547261	-0.171268518375072	-0.356091520017324	0.00138091776938888	-0.499955672490003	-0.1604848361538	-0.442710216751216	-0.21894169360935	0.95651429476666	-0.12027724152876
"TRINITY_DN8355_c3_g1_i1"	0.940665224164003	-0.409798636904028	-0.488234229601709	-0.113556732362083	-0.740241777628401	-0.325591022130032	-0.425343867796467	-0.320753373044436	0.351936081049512	0.0401624530574567
"TRINITY_DN8355_c3_g1_i3"	0.945159375592364	-0.450812762570239	-0.546521617962485	-0.10764349610649	-0.698221330504375	-0.330315341022177	-0.465319758268035	-0.210709972460765	0.304927851898489	-0.0446900263558407
"TRINITY_DN8361_c0_g1_i2"	-0.798014766159488	0.322106693078299	0.510989539449448	-0.032464112277067	0.969255530263741	0.463551284649993	0.310382143559313	0.524951216850272	-0.425393765647903	-0.271055046220153
"TRINITY_DN8331_c6_g2_i5"	0.161516340637546	-0.0728306492262871	0.0306010436188173	-0.0818193171528409	0.129851485704156	-0.0789592493670355	-0.0577988744497522	-0.00275794382471423	0.210219648996348	-0.321684751089473
"TRINITY_DN8331_c7_g1_i5"	-0.710779316036812	0.567328662142972	0.532134655391588	0.212522054152617	0.898798958916424	0.573088708936504	0.0630223055170563	0.393912757738558	-0.400701738055374	-0.476856186129366
"TRINITY_DN8331_c7_g1_i2"	-0.78020860814873	0.433746236130109	0.604153877986783	-0.234006205119686	0.853678064096275	0.410910044199907	0.430508037633511	0.297336846770959	-0.308978077718444	-0.113182531042177
"TRINITY_DN8331_c17_g1_i4"	-0.398566437356168	0.512257798741578	0.700251031368178	0.24769905064173	0.422371252212854	0.543155697422364	0.133166686480408	-0.390496270768333	0.226213719596788	-0.188987627242851
"TRINITY_DN89199_c1_g1_i3"	0.963860198893399	-0.438339696433565	-0.558046471297223	-0.0116998035602055	-0.852585031497998	-0.357088461163647	-0.459948515202403	-0.34290109634854	0.32496211602223	0.0195012464570841
"TRINITY_DN89199_c1_g1_i8"	0.856132856400205	-0.401905406964601	-0.488661492364649	-0.149762718189238	-0.536584534469001	-0.291744761370416	-0.464813488898119	-0.121611979923395	0.391944131398811	-0.150406863096392
"TRINITY_DN89183_c1_g1_i5"	-0.770927834855482	0.382246046644159	0.656754034236934	0.00570410181574683	0.962947821685484	0.464105925871679	0.396798178204175	0.338018933321195	-0.320106808814688	-0.273326301963777
"TRINITY_DN89183_c2_g1_i6"	0.722749687768656	0.0881038861752488	-0.213082697973747	0.144102862611763	-0.426397680409295	-0.149120796152654	-0.393793256977914	-0.318898197885699	0.299572769781127	-0.0665386494995579
"TRINITY_DN89183_c16_g1_i1"	-0.694359765201355	0.377760344583676	0.576874366369525	-0.0356229665841155	0.969484990835975	0.516902050608795	0.233572744602068	0.413739484630456	-0.335916859884689	-0.37639395777359
"TRINITY_DN89181_c3_g1_i5"	-0.302475472581365	0.0928403057294009	0.249902179084746	-0.307505341475352	0.529326251261018	0.790339107853758	-0.393151744937835	0.3583734592023	-0.0630279272229881	-0.504237032294467
"TRINITY_DN89181_c3_g2_i1"	-0.268117520421823	0.220899267027369	0.359671551282061	-0.0300148952329929	0.185787603057464	-0.383295367924964	0.579918452837081	-0.323944166156598	0.300079078752253	0.137235983144161
"TRINITY_DN89135_c1_g1_i1"	-0.369042737602606	-0.0393556342023269	0.462254042199818	-0.227296105110753	0.247151229019054	-0.315376440020255	0.931053960243219	-0.282036123151215	-0.110909413944545	0.550185334664456
"TRINITY_DN64879_c3_g1_i10"	0.874729388217938	-0.371998209576362	-0.407485290895733	-0.145457078168613	-0.609417338995415	-0.284745777630796	-0.380581702576674	-0.281647890119622	0.344027722406609	0.00651540175735818
"TRINITY_DN64842_c0_g1_i1"	-0.425509459620047	-0.072494802044184	0.569533000640131	-0.166836156176194	0.31061311880183	-0.205009431029826	0.96507882379145	-0.3103605709243	-0.237039602144154	0.573781589560447
"TRINITY_DN64867_c0_g1_i2"	-0.349271432315263	-0.00733579947690023	0.156490074100873	-0.34747140854143	0.560570245701195	-0.144730756251845	0.411546267696924	0.44633048656342	-0.285910927026693	-0.0868062656067968
"TRINITY_DN64867_c0_g1_i3"	-0.0597674939847328	0.158985381224548	0.505054747533935	-0.161012096542337	0.289417372888703	0.856480926098648	-0.327181006435494	-0.254478772301799	0.14391728936333	-0.390222405699283
"TRINITY_DN64865_c1_g1_i1"	-0.490679528965765	0.280895935561277	0.900971884730814	-0.409219860421079	0.636273356622628	0.589206578166065	0.499116737218981	-0.315379393542604	-0.379630356128597	0.0982809224662261
