"kMEblue"	"kMEcyan"	"kMEgreenyellow"	"kMEmagenta"	"kMEpurple"	"kMEtan"
"TRINITY_DN0_c2_g1_i18"	-0.12442593937962	-0.00289625959039258	-0.0291201395585525	-0.017221154333103	0.141314990936173	0.226401221401471
"TRINITY_DN0_c2_g1_i2"	-0.636318622805439	0.267314773834888	-0.236472805976163	-0.50395861575469	0.620298789125745	-0.0728123728835791
"TRINITY_DN0_c2_g1_i24"	-0.323246635868496	0.0290131803914824	-0.65060524676125	-0.0018687736987211	0.566722643541404	-0.795540330801811
"TRINITY_DN0_c2_g1_i28"	-0.622670422994332	-0.0272032673688976	-0.142411577617165	0.188379781244692	0.372389672621409	0.071935222629137
"TRINITY_DN0_c2_g1_i29"	-0.295768307829067	0.0508463047896748	-0.420073522727918	-0.205363588399475	0.510809123803591	-0.276265845823642
"TRINITY_DN0_c2_g1_i31"	-0.316061380998817	0.266728550681089	-0.231544144371831	-0.317509940397204	0.661822889253106	-0.453062692344613
"TRINITY_DN0_c2_g1_i33"	-0.118135934606353	-0.0185723465176438	-0.0483350011059247	0.223596321132284	-0.0685384207498214	0.248781873599873
"TRINITY_DN0_c2_g1_i35"	-0.117482975412571	-0.238164774571696	-0.137839806379697	0.31071713542144	-0.300638226189095	0.312341503264395
"TRINITY_DN0_c2_g1_i37"	-0.603909341987853	0.0802645527323805	-0.352813349836998	-0.342614520051508	0.737148250369009	-0.64640798561652
"TRINITY_DN0_c2_g1_i39"	-0.580342302168085	0.127311950560148	-0.339496062410616	-0.354699933384045	0.878426309281077	-0.535041322699096
