"kMEgreen"	"kMEgreenyellow"	"kMEpink"	"kMEpurple"	"kMEtan"	"kMEturquoise"
"TRINITY_DN5695_c0_g1_i1"	-0.399857507475702	0.076393107493654	0.698777661016048	0.185096835355482	-0.576419564475507	0.404647841088138
"TRINITY_DN5695_c0_g1_i2"	-0.0299511706294913	-0.00917048809276606	-0.292071251509429	-0.258650967124452	0.466612002289982	0.210331142538018
"TRINITY_DN5695_c1_g1_i1"	-0.501345386295935	0.368091735151611	0.400394615800559	0.0457628433721244	-0.0319288299349827	0.478735640786503
"TRINITY_DN5695_c0_g3_i1"	-0.605338581097798	0.115705443744097	0.263637644284552	0.244385588969886	-0.237850795171029	0.935060696619637
"TRINITY_DN5634_c0_g1_i1"	-0.708141767396278	0.277293851668571	0.215359433706378	0.343316975259188	-0.142187896624178	0.98427404905295
"TRINITY_DN5649_c0_g1_i21"	-0.61588175550181	0.0065601797666055	0.24216514604841	0.127916283991664	-0.316387002526803	0.804588225458429
"TRINITY_DN5649_c0_g1_i23"	-0.215677127595275	-0.134112023562369	0.0490119210184901	-0.258440459903271	-0.00938160723120803	0.252654055816408
"TRINITY_DN5649_c0_g1_i26"	0.489588353190852	-0.207910514712735	0.0801031473190853	-0.478753778467246	0.00729355376491539	-0.545720995344389
"TRINITY_DN5617_c0_g1_i1"	-0.372850855071916	-0.0446254833862761	0.309780335389745	-0.00539204341702016	-0.178516755808026	0.809028475121566
"TRINITY_DN5677_c0_g1_i2"	0.712873241677174	-0.581097301821788	-0.414183262627418	-0.284307365441821	0.279636497963465	-0.304871911584912
"TRINITY_DN5677_c0_g1_i3"	-0.602557052301424	0.611644202648125	0.0446067598834123	0.375829407318007	0.413703036832114	0.540513781849436
"TRINITY_DN5677_c0_g1_i4"	0.678611693124046	-0.542455867789176	-0.284958829023713	-0.377557057239692	0.520232757189859	-0.30176212033811
"TRINITY_DN5696_c0_g1_i2"	-0.622267421181244	0.138283660653829	0.227189993091014	0.342283438075239	-0.0678499423749485	0.799213883144522
"TRINITY_DN5624_c0_g1_i1"	-0.358344528874382	-0.225248684017197	0.108690530236579	0.145829516839079	-0.0984230893039016	0.751333670164517
"TRINITY_DN5660_c1_g2_i1"	-0.512323013186846	0.612222287596199	0.194250700991559	0.540976140132658	-0.308031283872432	0.528985754265431
"TRINITY_DN5660_c1_g1_i2"	-0.589291824155874	0.181632285167166	0.420812484945944	0.281899890630138	-0.442118737138771	0.850656463876465
"TRINITY_DN5660_c2_g1_i1"	-0.385647576339763	-0.026590585909541	0.395791947680764	0.0783824577898135	-0.381842890818361	0.737229355750003
"TRINITY_DN5660_c2_g1_i2"	-0.301955717620231	0.269648789250348	0.0768129193993863	0.209721584064884	0.210844896222268	0.553026664159536
"TRINITY_DN5671_c0_g1_i1"	0.721079992597315	-0.611035773899688	-0.352523506675249	-0.520060789574661	0.216277631669602	-0.295258131896863
"TRINITY_DN5671_c0_g1_i12"	0.670523604006082	-0.40137005397971	-0.487506661065807	-0.196377364047569	0.303950091442289	-0.284109745716732
"TRINITY_DN5671_c0_g1_i14"	0.910578875147269	-0.65154715356877	-0.489112609160013	-0.455917403142444	0.127937109138607	-0.824525436316108
"TRINITY_DN5671_c0_g1_i8"	0.875463827517939	-0.707229681695345	-0.292793483890771	-0.425060265051473	0.13912514940017	-0.630275290226652
"TRINITY_DN5683_c0_g1_i1"	-0.663108533466673	0.260832772890821	0.134284776086065	0.317760642995088	-0.347986776987157	0.929925474312413
"TRINITY_DN5658_c1_g1_i2"	-0.0806098045123467	-0.0276398328661025	0.129192026276853	0.0445245995349825	0.847642671647334	0.116183875475858
"TRINITY_DN5642_c0_g1_i1"	0.772213565989976	-0.43306498567684	-0.544449776685487	-0.638086769903212	0.115887601608856	-0.746927981491503
"TRINITY_DN5642_c0_g1_i2"	0.828670774470908	-0.55663390400302	-0.413680762304741	-0.381525371792926	-0.0575032043936072	-0.548280505073682
"TRINITY_DN5642_c0_g1_i3"	0.761256410560293	-0.479137439953868	-0.406375736020471	-0.378891367322765	-0.043656024905067	-0.804436949249764
"TRINITY_DN5638_c1_g2_i1"	-0.359010613908233	0.238167187098431	-0.100974884818638	0.277226699750393	-0.287515651571043	0.482638593365292
"TRINITY_DN5662_c0_g1_i4"	0.167019979651926	-0.409309668005914	-0.055114106780417	-0.105007137763186	0.00296060582767098	-0.269287760257832
"TRINITY_DN5681_c0_g1_i1"	0.285160455603933	-0.275566911639554	-0.10202598451423	0.198307620834706	0.208495312496317	-0.0664702327655237
"TRINITY_DN5622_c0_g1_i1"	-0.744841536535865	0.291611464804463	0.345629709027246	0.506860060096066	-0.287104550678713	0.9283501886691
"TRINITY_DN5616_c0_g1_i5"	0.759229296083588	-0.709727328045072	-0.535561020846218	-0.382887792856401	0.133002374142208	-0.258905975219798
"TRINITY_DN5616_c0_g1_i7"	0.759229296083588	-0.709727328045072	-0.535561020846218	-0.382887792856401	0.133002374142208	-0.258905975219798
"TRINITY_DN5699_c0_g1_i3"	0.350130281495836	-0.00065523504787672	-0.144920954644799	-0.219314539982762	-0.192693431794781	-0.208086826226713
"TRINITY_DN5635_c0_g1_i1"	-0.752079181610895	0.363660105965643	0.347968502310889	0.352347106634246	-0.221196043198779	0.984741849860469
"TRINITY_DN5611_c0_g2_i2"	-0.584971924816135	0.162011664295233	0.39670404367621	0.350970836593406	-0.236370538303435	0.868045095436522
"TRINITY_DN37977_c0_g1_i1"	0.760535884222234	-0.883165958704594	-0.138464485115643	-0.483100171364825	0.207485527914113	-0.399542210794787
"TRINITY_DN37897_c0_g1_i1"	0.429662775176875	-0.537490372884105	-0.12258591293041	-0.199668910811338	0.335999599283091	-0.0543273391960337
"TRINITY_DN37941_c0_g1_i1"	-0.493663623533731	0.173055369233003	0.944553562191231	-0.00902442691226343	-0.25753069227497	0.360200430334447
"TRINITY_DN28830_c0_g1_i1"	-0.758123384946465	0.413795952406262	0.304315721638264	0.318912228982212	-0.050813408369594	0.971483698866486
"TRINITY_DN28802_c0_g1_i1"	-0.840649715563256	0.552092204391749	0.308605797974301	0.560616757513417	-0.0228881657102305	0.919642378122661
"TRINITY_DN28816_c0_g1_i1"	-0.387663428259443	-0.296470820722022	0.33800240068831	-0.012386489573961	0.0121353639367531	0.720809384656411
"TRINITY_DN12423_c0_g2_i1"	0.190912997668141	-0.666464669918029	-0.0639530371382201	-0.463716684609807	-0.0437431078160102	0.28143833679604
"TRINITY_DN12473_c0_g1_i2"	0.917973481776998	-0.61692549254132	-0.431049477301116	-0.402628417792654	0.217589313595175	-0.809698278816908
"TRINITY_DN12428_c0_g1_i1"	-0.276513308792601	-0.334257734676467	0.15050690722097	0.0724634662402852	0.202916139384527	0.653614513982091
"TRINITY_DN12499_c0_g1_i1"	-0.792061940597987	0.468996044596628	0.253670333864614	0.369774873947925	-0.197003007042144	0.92936570848476
"TRINITY_DN12451_c0_g1_i1"	-0.584829726895398	0.199189542457885	0.101900301087331	0.352266827442149	-0.280376236616065	0.894581075682406
"TRINITY_DN12437_c0_g2_i1"	0.74612879237526	-0.592986164215559	-0.437293813792837	-0.554357125401214	0.156788501966883	-0.732641149113289
"TRINITY_DN12462_c0_g1_i1"	0.689875807423357	-0.211785967639695	-0.514793146123247	-0.35159630033016	-0.152012541727299	-0.779499337721038
"TRINITY_DN12415_c1_g1_i1"	-0.408829756797886	-0.148871022742319	0.120648847489169	0.141220765763294	-0.0842915346771714	0.826747922128708
"TRINITY_DN12415_c2_g1_i3"	-0.346377814624625	-0.10671796058276	-0.108318404967777	0.189390064875968	0.125531247427653	0.750318413424023
"TRINITY_DN12415_c2_g1_i4"	-0.282264497760164	-0.123582904469723	0.554894360157398	-0.0915638135459625	-0.612498594459922	0.325705522993236
"TRINITY_DN12415_c0_g1_i13"	0.333216234117691	0.115515585588787	-0.177880549321038	0.139172041628819	0.025280571439225	-0.545042469670963
"TRINITY_DN12416_c0_g1_i1"	0.265790914609553	-0.353648231721676	0.125863650402774	-0.568511323311374	-0.538500770278996	0.0348156364070144
"TRINITY_DN12405_c0_g3_i1"	0.863576736495743	-0.585049458400509	-0.404599974612114	-0.391423605858725	0.0392178749566537	-0.523046570282891
"TRINITY_DN12405_c0_g2_i3"	0.945969205477669	-0.74191750656239	-0.600801685142954	-0.471689877022203	0.114532816809888	-0.801252325052617
"TRINITY_DN4725_c0_g1_i1"	-0.316681322195548	0.508196327875533	-0.247271421790781	0.298157315512185	-0.306501779292486	0.114516254025732
"TRINITY_DN4725_c0_g1_i4"	-0.801561011818337	0.647366713708558	0.314083673799795	0.499038895252713	-0.0152871568540161	0.861299338427053
"TRINITY_DN4706_c0_g4_i1"	-0.0037931149335345	-0.0673311255862927	-0.0176194371232783	-0.0435189561891043	0.953408561270197	0.00152503497149721
"TRINITY_DN4706_c1_g1_i3"	0.46789604879626	-0.405144551802507	-0.398158077795987	-0.374083534233288	0.867161818649458	-0.434047604725358
"TRINITY_DN4706_c0_g1_i1"	0.871639797210145	-0.427536665247825	-0.491476790638441	-0.451991796096649	0.134900066562469	-0.902514773298049
"TRINITY_DN4706_c0_g1_i2"	0.701388983607577	-0.716198205672201	-0.0099097601566396	-0.438751537290837	-0.0796909647753763	-0.667645630290365
"TRINITY_DN4715_c3_g1_i3"	0.46155569740465	-0.471334005890104	-0.104551204328861	-0.0650572219582834	0.0998518733634526	-0.12321560558546
"TRINITY_DN4715_c1_g1_i1"	-0.522587331381628	-0.0757514758898482	0.279684615381508	0.209743079261775	-0.145514918630263	0.847098025751383
"TRINITY_DN4715_c2_g1_i1"	-0.643895391134841	0.188093216184355	0.0643560464506035	0.32910923945842	-0.15029674700035	0.924640324712621
"TRINITY_DN4703_c0_g1_i1"	0.930012428386985	-0.734979612305188	-0.554676796508495	-0.518849966340118	0.0274972183826538	-0.707452827946179
"TRINITY_DN4749_c0_g1_i1"	-0.389183484038721	-0.112402575331121	0.0258811910730954	0.276434092800554	-0.0989864306573731	0.726187684944373
"TRINITY_DN4718_c0_g1_i1"	0.813141233133032	-0.768383846070799	-0.439347781428158	-0.555928983017908	0.237131801416962	-0.667628028553373
"TRINITY_DN4718_c0_g1_i2"	-0.638571131980069	0.682915771519589	0.319009633190562	0.643501819342798	-0.350084643481804	0.587551723579659
"TRINITY_DN4766_c0_g1_i1"	-0.791695764151082	0.764036007465645	0.288996694136533	0.573299817155289	-0.0099154570571134	0.698601689136619
"TRINITY_DN4781_c0_g1_i1"	-0.562068275054225	0.261316260865594	0.966977106890996	0.12681952441959	-0.200233992934089	0.390175950103908
"TRINITY_DN4743_c0_g1_i14"	0.820776968164805	-0.64993333060202	-0.0698162743479074	-0.540612969597414	0.25701091658589	-0.630101548045075
"TRINITY_DN4707_c0_g1_i2"	-0.128346501108892	-0.316393012661602	0.00781935500733633	-0.0258696765219275	0.374312364576188	0.431345079989674
"TRINITY_DN4780_c0_g1_i2"	0.299209950615723	-0.442241371132266	-0.460538232591969	-0.0634633509788755	0.209817341533581	-0.146244029604139
"TRINITY_DN4780_c0_g3_i3"	0.92631165723172	-0.558415146487155	-0.423549170298077	-0.390815185848225	0.122573063405185	-0.917728759348792
"TRINITY_DN4714_c2_g1_i1"	-0.639567210866889	0.672932560152078	0.236500879914601	0.43638016515752	-0.215635354210853	0.735610842032875
"TRINITY_DN4714_c0_g1_i17"	0.76587549862643	-0.527936768410598	-0.50244855925279	-0.189735949377296	-0.0961287626699128	-0.696351211535093
"TRINITY_DN4714_c0_g1_i2"	0.359827626387872	-0.314392306825771	0.149941306445336	-0.168153177832941	0.0939884869949867	-0.0978205402428967
"TRINITY_DN4714_c0_g1_i4"	0.762553028296672	-0.481603511460352	-0.66396747064448	-0.616482738977806	-0.0780503322078323	-0.577054251747521
"TRINITY_DN4714_c0_g1_i5"	-0.834333327941927	0.522802302647419	0.472023610128958	0.416134064287277	-0.129680652744078	0.938023394665636
"TRINITY_DN4714_c0_g1_i6"	-0.494787531828087	0.0863854732888909	0.360223717495362	0.507250261399125	-0.285445420020444	0.662300849293552
"TRINITY_DN4730_c0_g1_i7"	0.879759315011535	-0.545500677725049	-0.353647070331504	-0.34057855335111	0.130799510182196	-0.58645123803648
"TRINITY_DN4730_c0_g2_i1"	0.942201284081527	-0.735530607892471	-0.552868002441063	-0.511239991834631	0.0705839151138777	-0.765465079687957
"TRINITY_DN4735_c0_g1_i1"	-0.763375411999339	0.424699259953896	0.397500864830591	0.318891892999969	-0.0945603076097015	0.939485094123328
"TRINITY_DN4754_c0_g1_i2"	0.335392443111765	-0.58100226713746	0.0735418385526725	0.0107805602200806	0.0948367987550457	-0.148373811603794
"TRINITY_DN4739_c0_g1_i1"	-0.830325057877136	0.85934574208698	0.209190890661204	0.516508371100515	-0.155503571511689	0.734562953960542
"TRINITY_DN4742_c0_g1_i1"	-0.55515702212292	-0.0146282964533297	0.33026248194079	0.173066649737401	-0.0958451313438301	0.891860982696842
"TRINITY_DN4744_c0_g1_i12"	0.61960472875596	-0.204113322356265	-0.515403779456534	-0.0695780927669759	0.0416337557051241	-0.828857111623274
"TRINITY_DN4744_c0_g1_i5"	0.0729424380623321	-0.42696766781747	0.218313910995075	-0.289242032717549	0.335870688473564	-0.0285369438492267
"TRINITY_DN4757_c0_g1_i1"	-0.823227947875083	0.676408762244977	0.207728318052475	0.555943134667222	-0.0768557376477013	0.865752667535034
"TRINITY_DN4701_c0_g1_i2"	-0.198597070611519	-0.393423139004518	0.167730113937032	-0.130316453050837	0.0720048054230214	0.509366074193321
"TRINITY_DN4711_c2_g1_i2"	0.678559758295823	-0.621011107356466	-0.426143184391055	-0.165659683649379	0.0969700156297999	-0.522557371297936
"TRINITY_DN4711_c8_g1_i1"	-0.3622549918983	0.391495157768698	-0.0596831247166472	0.46344537955726	-0.121947868484817	0.624316087653381
"TRINITY_DN4711_c4_g1_i2"	-0.148372358986776	-0.224333317779454	-0.208703733982307	0.0506457531792689	0.0340362941626089	0.574835541451921
"TRINITY_DN4704_c4_g1_i1"	-0.520832240848868	0.677576970789557	0.28215526014319	0.529806228359028	-0.152722844301765	0.521398883402503
"TRINITY_DN4704_c4_g1_i2"	-0.331517329218779	0.517769259831467	0.0246260035611213	0.53170394204203	-0.445741623177261	0.119520030954593
"TRINITY_DN4704_c4_g1_i3"	-0.884536811768236	0.851875662110676	0.35892964698666	0.515905165225305	-0.167974819650928	0.769421439659084
"TRINITY_DN4704_c0_g1_i10"	-0.856147506258229	0.53811179295879	0.470844394785776	0.376912056308315	-0.0637325680689355	0.934199816008756
"TRINITY_DN4704_c0_g1_i16"	-0.842863015281592	0.522009618330839	0.468168616249065	0.366892228350862	-0.0543918531703806	0.93516014534788
"TRINITY_DN4704_c0_g1_i4"	-0.840283172098343	0.531978090867824	0.467682879891613	0.327969400766964	-0.0391113244737834	0.927051660019527
"TRINITY_DN4704_c14_g1_i1"	-0.630676844237618	0.279485038360037	0.381761876330874	0.288585438062464	-0.281461858080723	0.90338038763359
"TRINITY_DN4704_c1_g1_i2"	-0.471282114759553	0.0741340140677112	0.135067056812962	-0.0576318948674255	-0.15080131662778	0.784173452311956
"TRINITY_DN4704_c2_g2_i1"	0.674509035314639	-0.703907748291805	-1.45316221151839e-05	-0.45436783328833	0.0660358492316015	-0.258593841111457
"TRINITY_DN4704_c2_g1_i1"	-0.115945600124128	0.268211588147387	0.171075862740791	-0.172513462066513	0.116841245711129	-0.130543264519244
"TRINITY_DN4704_c2_g1_i4"	-0.074261221855348	0.316927168754181	-0.244065530269374	0.436629284331643	-0.165723671205617	0.223731556299622
"TRINITY_DN4704_c2_g1_i5"	-0.853003091709129	0.46645107713266	0.358347778120832	0.342923848528648	-0.334764065591327	0.9050763520018
"TRINITY_DN4704_c2_g1_i6"	0.196456341945062	0.36130840943373	-0.00126753693562878	-0.0384095841145306	-0.149905871011944	-0.357393562132699
"TRINITY_DN4733_c0_g1_i1"	-0.830219472952175	0.563525586408598	0.259049399321529	0.513663330795482	-0.131075307679614	0.920970582649226
"TRINITY_DN4736_c1_g1_i2"	-0.440967732390659	0.494736901009399	0.486139632440779	-0.14833753070455	-0.0162443611110117	0.152198764903414
"TRINITY_DN4708_c0_g1_i1"	-0.675728671734105	0.181265744736559	0.112066725950419	0.368546350505105	-0.107717068995695	0.937332494443161
"TRINITY_DN4702_c0_g1_i6"	-0.343293852460785	0.358186700652325	0.340518914536669	0.0863225281690752	-0.13301561175104	0.575209570398043
"TRINITY_DN4712_c0_g4_i1"	-0.902783685228165	0.730020347460402	0.388662511015303	0.586641040310192	-0.11165021578708	0.823237730716791
"TRINITY_DN4712_c0_g2_i1"	0.800390126369933	-0.55323352825045	-0.570711807436295	-0.304245869841733	0.397484567095027	-0.530562221045787
"TRINITY_DN4712_c0_g1_i1"	0.871772860673099	-0.796238609379026	-0.2181785210579	-0.706572370795477	0.159275936485912	-0.666454945471721
"TRINITY_DN4712_c0_g1_i2"	0.502621911824387	-0.636634265344822	-0.0666818299250131	-0.524533187048972	0.373243656393804	-0.132388125543336
"TRINITY_DN4712_c0_g3_i1"	0.526147084150429	-0.408085081433059	-0.268287855728683	-0.261928491377558	0.157319816924612	-0.160200181755525
"TRINITY_DN4712_c0_g3_i3"	0.420344710678619	-0.196092634627148	0.0975458979617153	-0.0416990869579276	-0.228425093152635	-0.521134865074528
"TRINITY_DN4712_c4_g1_i1"	0.833357439611983	-0.796548132876632	-0.200976758054347	-0.687765603316134	0.240965726768201	-0.58822217172507
"TRINITY_DN4741_c2_g2_i1"	-0.665053901384767	0.329985052670973	0.523231127947757	0.258724563301659	-0.45273756831279	0.809075762876972
"TRINITY_DN4792_c0_g1_i1"	-0.83039356867039	0.62674529381778	0.239112347924373	0.409355615640276	-0.089522949249221	0.891221105752658
"TRINITY_DN4792_c0_g2_i1"	-0.845543200476564	0.700777200508012	0.183787523993904	0.489791833920701	-0.0908285101385116	0.86761140173948
"TRINITY_DN4740_c0_g2_i8"	-0.612099958868935	0.545045766710343	0.60693996812805	0.130139227603469	-0.268395869027345	0.569167999274102
"TRINITY_DN4740_c0_g1_i1"	-0.5905212174378	0.804079992503797	0.0448812026042523	0.576869577340044	0.0762995522068753	0.549658083736213
"TRINITY_DN4783_c0_g1_i13"	0.481423738311163	-0.214522358561671	-0.521444734950544	0.116163933183845	-0.197237307409251	-0.134334394658474
"TRINITY_DN4783_c0_g1_i24"	0.532992160505293	-0.27646061404742	-0.233611144501636	0.0421345237421229	-0.210085730225593	-0.607382184092482
"TRINITY_DN4774_c0_g1_i1"	-0.845238119112123	0.690548698524335	0.241934227960419	0.493287148349483	-0.165733897178802	0.88150149175783
"TRINITY_DN4767_c0_g1_i1"	-0.723133100203268	0.880765687395174	0.247359353618876	0.524637038580477	0.0244101671891399	0.354279645041486
"TRINITY_DN28940_c0_g1_i1"	-0.722168345470428	0.294121756997325	0.186442014301303	0.247739424515828	-0.211305798385655	0.892757365728782
"TRINITY_DN28946_c0_g1_i1"	0.215746775281909	-0.16225822551526	-0.201382416320017	-0.0829013809502202	0.981590237032894	-0.215143382984646
"TRINITY_DN19767_c0_g1_i1"	0.927317511651788	-0.567460857450734	-0.423839791032313	-0.393846874332995	0.129209359762811	-0.904798735829561
"TRINITY_DN19730_c2_g1_i1"	0.564169286241692	-0.605730888452243	-0.0524334766523762	-0.457474624776498	0.14752835248461	-0.249850156343636
"TRINITY_DN19730_c3_g1_i1"	-0.88383185641325	0.547573223821265	0.421452018103782	0.457231393403342	-0.161904909239271	0.850352922649107
"TRINITY_DN19757_c1_g1_i1"	-0.460686591847272	0.23601108666403	0.32445394558357	0.364000796477193	-0.134881201585263	0.712094589022066
"TRINITY_DN19786_c0_g2_i1"	0.662953431189536	-0.637904535924351	-0.161846732054378	-0.51570967100794	-0.0915139054992756	-0.42745474760783
"TRINITY_DN19747_c0_g1_i4"	0.492155492904086	-0.807567058177096	0.179421937476256	-0.368201724018943	0.0326896571124139	-0.182423350071977
"TRINITY_DN19747_c0_g1_i7"	0.627123289928397	-0.498138088844049	-0.358825842202249	-0.242488257831084	-0.0922070775020997	-0.415073139723842
"TRINITY_DN0_c4_g1_i4"	0.652498623252274	-0.506749805784315	-0.426599820139443	-0.189319009368454	-0.0318090900650166	-0.250939912881859
"TRINITY_DN0_c0_g1_i12"	-0.107241767711218	0.664960997957172	0.108920084722684	0.236977776731613	0.0159189814892746	-0.0814275253946973
"TRINITY_DN0_c0_g1_i28"	0.040167100682665	0.133377927876791	0.194577860458164	0.240791176542311	-0.0604097419757824	0.071822941668744
"TRINITY_DN0_c0_g1_i34"	-0.501308019388823	0.748560589775575	0.24302646010794	0.329488026891681	-0.11308632658263	0.0311862954052887
"TRINITY_DN0_c0_g1_i39"	-0.590906278640795	0.443410531455635	0.388476494526711	0.269843469394802	-0.158901013986112	0.787267408956984
"TRINITY_DN0_c0_g1_i4"	0.59769624356671	-0.700951232600851	-0.168771701110462	-0.273612002767879	0.307724952048732	-0.146434158885943
"TRINITY_DN0_c2_g1_i1"	0.855784413921268	-0.697334694022304	-0.368621721614287	-0.418420874625733	0.343697009819713	-0.595431799786056
"TRINITY_DN0_c2_g1_i14"	0.579479792241937	-0.59971526236973	-0.160631629559614	-0.389089761215696	0.0446758849112982	-0.163505358677748
"TRINITY_DN0_c2_g1_i16"	0.0365773429206084	0.244247816186218	-0.204435131286111	-0.106634468267437	0.122656969301618	-0.219486577627036
"TRINITY_DN0_c2_g1_i17"	0.653459315454333	-0.622441225242241	-0.505525030353121	-0.42999700484455	0.15092818416701	-0.46041612104534
"TRINITY_DN0_c2_g1_i18"	0.141386435231799	0.219786761334742	-0.0160589673837639	-0.030025462185246	-0.00291403521939049	-0.124829150621184
"TRINITY_DN0_c2_g1_i2"	0.619900997522891	-0.0855345379480247	-0.503394966353253	-0.238755921284582	0.267346830261147	-0.636507303125317
"TRINITY_DN0_c2_g1_i24"	0.567229923005755	-0.796454256405839	-0.00230689614030075	-0.649832700401243	0.0290130694560454	-0.323083150828339
"TRINITY_DN0_c2_g1_i28"	0.372179230664301	0.0566389544424825	0.189604472745256	-0.142159066050743	-0.0271541610524807	-0.62306492407673
"TRINITY_DN0_c2_g1_i29"	0.511087406604478	-0.284796564297631	-0.204434555245252	-0.420701917259401	0.0508353211437399	-0.295971386687045
"TRINITY_DN0_c2_g1_i31"	0.662136221628147	-0.461025451148035	-0.317084976343419	-0.232589794176864	0.266699115996979	-0.31616731929246
"TRINITY_DN0_c2_g1_i33"	-0.0687624353288223	0.250146984928337	0.224698676820561	-0.0463675689933294	-0.0185686883032317	-0.118418511197946
"TRINITY_DN0_c2_g1_i35"	-0.301061750763303	0.310349230325741	0.310317116918287	-0.137426816569372	-0.23816648101265	-0.117420896987562
"TRINITY_DN0_c2_g1_i37"	0.737123424336987	-0.653991659622901	-0.343226268576279	-0.352974249005299	0.0803143334651193	-0.603706280143183
"TRINITY_DN0_c2_g1_i39"	0.878635133445765	-0.550802320147102	-0.354344953245835	-0.341336883260824	0.12729174342377	-0.580374522101491
"TRINITY_DN0_c2_g1_i4"	0.849036074422495	-0.660041830855783	-0.447558186015338	-0.396508207695889	0.280581331056283	-0.594325870798037
"TRINITY_DN0_c2_g1_i40"	-0.24658084523293	0.339416538210989	0.164385373838593	-0.213729985917368	-0.115544764807827	0.430151180503277
