"id178_TPM"	"id359_TPM"	"id463_TPM"
"TRINITY_DN4715_c0_g1_i1"	0	0	5.42734
"TRINITY_DN4751_c0_g1_i1"	0	0	12.2955
"TRINITY_DN4757_c0_g1_i1"	395.546	1623.5	14198.4
"TRINITY_DN58_c0_g1_i1"	2.42491	1.92143	3.92728
"TRINITY_DN85_c0_g1_i1"	1.29665	2.56455	183.025
"TRINITY_DN85_c0_g2_i1"	2.40509	0.930821	4.48367
"TRINITY_DN41_c0_g2_i1"	59.4258	157.561	18946.9
"TRINITY_DN31_c0_g1_i5"	0.921202	0.5745	5.37143
"TRINITY_DN21_c0_g1_i7"	2.6871	1.77097	5.78731
"TRINITY_DN21_c0_g1_i8"	2.04361	0.874544	12.1467
"TRINITY_DN29_c0_g1_i11"	149.597	71.8985	254.901
"TRINITY_DN29_c0_g1_i1"	1.01673	2.0749	5.93167
"TRINITY_DN29_c0_g1_i7"	0.00026417	3.86433	707.346
"TRINITY_DN8_c0_g1_i1"	2.72585	1.98151	21.8012
"TRINITY_DN8_c0_g1_i5"	0.752786	0.288122	4.63727
"TRINITY_DN74_c0_g1_i1"	0.740422	0.771741	6.0034
"TRINITY_DN72_c0_g1_i12"	52.7807	102.347	1723.74
"TRINITY_DN72_c0_g1_i8"	60.312	49.7183	10302.6
"TRINITY_DN55_c0_g1_i1"	1.96974	7.42226	40.3309
"TRINITY_DN51_c0_g2_i1"	3.63641	2.04049	4.96985
"TRINITY_DN51_c0_g1_i1"	2.28444	0.483779	2.48704
"TRINITY_DN81_c0_g1_i7"	12.3206	29.4148	437.15
"TRINITY_DN81_c0_g1_i19"	0.949602	1.27411	37.2339
"TRINITY_DN81_c0_g1_i13"	0.102002	0.298793	130.626
"TRINITY_DN81_c0_g1_i28"	1.34362	4.5756	145.823
"TRINITY_DN81_c0_g1_i1"	18.9121	41.0056	1041.58
"TRINITY_DN3800_c0_g1_i1"	0	0	6.40738
"TRINITY_DN3810_c0_g1_i1"	433.069	222.612	2341.45
"TRINITY_DN3844_c0_g1_i1"	7152.42	5879.72	33801.2
"TRINITY_DN2069_c0_g1_i1"	0.659154	0	4.76963
"TRINITY_DN429_c0_g3_i1"	5105.61	6482.83	45644.2
"TRINITY_DN404_c0_g1_i7"	3.52225	2.84395e-07	26.0163
"TRINITY_DN404_c0_g1_i5"	4.86857	5.43066	26.0163
"TRINITY_DN1127_c1_g1_i1"	0.257535	3.41106	404.356
"TRINITY_DN805_c0_g2_i1"	779.53	1144.84	7708.89
"TRINITY_DN5139_c0_g1_i1"	0.367132	0	9.78665
"TRINITY_DN5195_c0_g1_i1"	1.27277	0	8.62542
"TRINITY_DN4224_c0_g1_i1"	0	0	5.69363
"TRINITY_DN4273_c0_g1_i1"	0.166654	0.938071	8.03023
"TRINITY_DN3627_c0_g1_i1"	0.103941	0	5.44147
"TRINITY_DN2745_c0_g1_i1"	0	0	8.91829
"TRINITY_DN2791_c0_g1_i1"	0	0	11.3151
"TRINITY_DN282_c0_g1_i8"	0.0575111	0	51.8255
"TRINITY_DN3990_c0_g1_i1"	0.159096	0.179007	7.7337
"TRINITY_DN3932_c0_g1_i1"	0.20523	0.138206	4.75335
"TRINITY_DN3908_c0_g1_i1"	0.492966	0.924529	785.928
"TRINITY_DN4090_c0_g1_i1"	0.906163	0.813765	67.7225
"TRINITY_DN618_c0_g1_i2"	0.0632586	0.355061	102.345
"TRINITY_DN5265_c0_g1_i1"	0	0	7.84917
"TRINITY_DN4362_c0_g1_i2"	19.5738	19.2305	1924.42
"TRINITY_DN3484_c0_g1_i1"	2.09047	3.69771	324.666
"TRINITY_DN2581_c0_g1_i1"	1568.79	914.09	9332.65
"TRINITY_DN2523_c0_g1_i2"	0.778392	0.726563	65.6597
"TRINITY_DN2523_c0_g1_i1"	0.424423	0	31.7111
"TRINITY_DN3796_c0_g1_i1"	0	0	12.0893
"TRINITY_DN3751_c0_g1_i1"	1.63855	1.8676	12.0893
"TRINITY_DN3746_c0_g1_i1"	0	0	14.9765
"TRINITY_DN1998_c0_g1_i1"	0	0	8.84278
"TRINITY_DN1987_c0_g2_i1"	3258.3	3815.84	8115.2
"TRINITY_DN4155_c0_g1_i1"	0	0	5.7883
"TRINITY_DN4178_c0_g1_i1"	0	0.740348	13.9922
"TRINITY_DN3261_c0_g1_i1"	0	0	13.1316
"TRINITY_DN2679_c0_g1_i2"	2.82283	0.47535	7.78141
"TRINITY_DN2625_c0_g1_i1"	17.3813	47.175	171.534
"TRINITY_DN1719_c0_g1_i1"	0.778947	0	6.54798
"TRINITY_DN151_c0_g1_i1"	465.917	221.184	3155.61
"TRINITY_DN158_c1_g1_i1"	11.5964	29.7663	884.543
"TRINITY_DN189_c0_g2_i1"	0.781144	0.175343	4.25532
"TRINITY_DN118_c0_g2_i1"	1.32885	0.49723	4.04909
"TRINITY_DN106_c0_g1_i5"	12.451	6.79274	22.2264
"TRINITY_DN166_c0_g2_i2"	1.18251	3.05969	146.58
"TRINITY_DN4873_c0_g1_i1"	7286.26	6920.18	7487.97
"TRINITY_DN4895_c0_g1_i1"	0	0	5.172
"TRINITY_DN4898_c0_g1_i1"	1531.95	757.798	9602.06
"TRINITY_DN3058_c0_g1_i1"	0	0	9.70059
"TRINITY_DN3078_c0_g1_i1"	0	0	5.57212
"TRINITY_DN590_c0_g1_i1"	0.491797	0.551862	91.2407
"TRINITY_DN520_c0_g1_i1"	0.292861	0.219121	5.15923
"TRINITY_DN2179_c1_g1_i1"	432.913	260.999	3558.02
"TRINITY_DN1255_c0_g1_i3"	0.658297	2.67692	9.95899
"TRINITY_DN929_c0_g1_i1"	0.18556	0.312441	4.93961
"TRINITY_DN3340_c0_g1_i1"	0	0	12.0221
"TRINITY_DN3337_c0_g1_i1"	2.42101	4.7557	1159.97
"TRINITY_DN3356_c0_g1_i1"	0	0	8.48526
"TRINITY_DN1510_c0_g1_i1"	0.345858	0	2658.2
