"kMEblack"	"kMEblue"	"kMEbrown"	"kMEcyan"	"kMEgreen"	"kMEmagenta"	"kMEpink"	"kMEsalmon"
"TRINITY_DN28710_c0_g1_i2"	-0.525366550832087	0.395393153889108	-0.660485784840537	0.129311918177818	-0.0177654648793137	-0.307544604310501	0.976198019360002	-0.305425821656673
"TRINITY_DN28769_c0_g1_i1"	-0.504299403369467	0.488525721942874	-0.681473662690635	0.103299213403525	-0.0411113908528234	-0.376444195271666	0.984921048627697	-0.347298431372036
"TRINITY_DN28722_c2_g1_i1"	0.900373187217214	-0.478286591353875	0.798168674931357	-0.10827868407228	-0.429903501291539	0.250783962334628	-0.590899672831119	0.406283478612701
"TRINITY_DN28783_c1_g1_i5"	-0.583539497306521	0.66121512170047	-0.786288087980733	0.016151245624541	0.109196105016745	-0.397400946216416	0.94920377371671	-0.396866764610121
"TRINITY_DN28729_c0_g1_i3"	-0.430246457291292	0.958400365998589	-0.680237773995962	-0.126336196671743	0.420054035885198	-0.342723681879507	0.307651416321661	-0.347129103650188
"TRINITY_DN28789_c2_g1_i24"	0.302133034469938	-0.744974217774728	0.762636890345976	0.0483939783989112	-0.562773686278197	0.225449918174716	-0.442837081500829	0.389830917961025
"TRINITY_DN28789_c2_g1_i13"	0.527710422747364	-0.685882986061642	0.791450518574622	0.350055950847962	-0.583911295975605	0.721548625598353	-0.549063518548449	0.197617711580751
"TRINITY_DN28789_c1_g1_i1"	-0.279205987895233	0.743221204185599	-0.559768934561715	-0.0661422167712522	0.146990145688038	-0.335994650849682	0.645046514089593	-0.312637719135574
"TRINITY_DN79407_c0_g1_i7"	-0.334063038968328	0.919135411233356	-0.641102725916402	-0.107104357670385	0.392167210986445	-0.273032682599647	0.268927662575451	-0.397545017499073
"TRINITY_DN79422_c1_g1_i1"	-0.487859774987092	0.548977339978612	-0.720051011772817	0.126585503377883	0.023339690320746	-0.353775181204445	0.931634269425357	-0.368522012136858
"TRINITY_DN79491_c0_g1_i17"	-0.320167396489396	0.875705816770256	-0.576804257469093	-0.141656939487638	0.462608040509165	-0.313460634269417	0.112443586140412	-0.278243832477618
"TRINITY_DN79478_c0_g1_i2"	0.288188194434513	-0.705446136014801	0.630928298592878	-0.241254444987862	-0.581374521781166	0.206206615912687	-0.255916879962931	0.364158861387701
"TRINITY_DN79478_c1_g1_i1"	0.610712940049357	-0.683052527538629	0.911905324029701	-0.117188953601133	-0.409593521766791	0.374543567354375	-0.745719206928485	0.306692474221025
"TRINITY_DN12483_c0_g1_i3"	0.764370616429766	-0.44951971367388	0.813451915668357	-0.367426307423264	-0.424433349689913	-0.140978258777332	-0.489740545665196	0.261347898739549
"TRINITY_DN12483_c2_g1_i1"	-0.523535262433393	0.805280526839828	-0.783541682093345	-0.000464240505554589	0.149515712258524	-0.433916185976355	0.835198894412123	-0.438448795837494
"TRINITY_DN12440_c0_g2_i1"	0.851935159287422	-0.534178166820564	0.764928595558176	-0.0557417945067429	-0.279788234423145	0.248978867372853	-0.657736592444289	0.416209311862172
"TRINITY_DN12479_c0_g1_i17"	0.515720316733454	-0.450950657219772	0.588306878263432	0.260442744134811	-0.452301330961559	0.565470787280616	-0.424418625516859	0.487164640137567
"TRINITY_DN12479_c0_g1_i14"	0.287276831537189	-0.502639634150655	0.590256006057242	0.455642849177291	-0.566246222592447	0.810548276107768	-0.401547785012438	0.0913061235686561
"TRINITY_DN12479_c0_g1_i1"	0.0866946555437115	-0.314295146736606	0.420841976327059	-0.0815185181936361	-0.426811833782625	0.0344219713634675	-0.159219693498755	0.341078701458559
"TRINITY_DN12400_c5_g1_i1"	-0.0662098330877758	0.479533683084136	-0.370136411120426	0.0993679083816397	-0.148819915701617	-0.244093838421785	0.697939562978871	-0.267432351305983
"TRINITY_DN12487_c0_g1_i1"	0.716794273422045	-0.652078748653248	0.914993398668996	-0.162455263684141	-0.548791293859575	0.145108484818646	-0.605384025995811	0.308733477692085
"TRINITY_DN12487_c0_g1_i5"	0.489359604559642	-0.662044629542362	0.841556133636685	-0.0315854379857291	-0.676521187203005	0.181294830217728	-0.497230791573354	0.428937565113195
"TRINITY_DN12416_c0_g1_i2"	0.725841460745414	-0.677672159885286	0.950144298235664	-0.00663548245564146	-0.441948887040604	0.426729985496708	-0.837758306142396	0.369214697148521
"TRINITY_DN12416_c0_g1_i4"	0.604846518957341	-0.691618252188793	0.91962228823238	-0.148504201972725	-0.475349986606208	0.407490676524367	-0.760608990088951	0.353556123824429
"TRINITY_DN96656_c1_g2_i2"	0.458036631969205	-0.549726970261269	0.768818011970208	0.0714028444942824	-0.246795421864169	0.422817227328124	-0.874191398992233	0.448451795529984
"TRINITY_DN96656_c1_g3_i1"	0.56754743800549	-0.752536255717067	0.770590589699154	0.117717355485353	-0.225667141127924	0.495437391773006	-0.800144303848738	0.359303914113558
"TRINITY_DN96701_c0_g1_i1"	-0.554669590621129	0.613739023923043	-0.774426302884994	0.0881028852285563	0.105121457942113	-0.343437893069175	0.927422035363056	-0.342152285431167
"TRINITY_DN96678_c2_g1_i1"	0.299722454915634	-0.56501581698766	0.691703162842473	0.0160376413586921	-0.512007478771781	0.231496278477139	-0.394908066479506	0.094496148430345
"TRINITY_DN96677_c6_g1_i1"	-0.317215171205687	0.550797505895341	-0.571780187462621	0.0166125053449655	0.0421290445224284	-0.429108012902354	0.819223181603415	-0.348996316581531
"TRINITY_DN4795_c0_g1_i22"	0.0364971370041434	-0.35371735801809	0.242789555236888	0.698224365435012	-0.264577449691871	0.978264354382845	-0.303147661358177	0.0538492908638392
"TRINITY_DN4715_c0_g1_i19"	0.697318711101956	-0.777539665583512	0.954195045394705	-0.0805952075660635	-0.577021751362134	0.413114596878344	-0.654612081123787	0.431383079106973
"TRINITY_DN4775_c4_g1_i1"	0.165031200336732	-0.557308759893847	0.569739451674594	0.212558666805135	-0.539989479938566	0.413816332485167	-0.310835879666222	0.0756662886921814
"TRINITY_DN4775_c2_g3_i2"	0.847630246809256	-0.483295659951517	0.768160901297787	-0.104901376173325	-0.467629557751353	0.263821644733117	-0.435115814176179	0.0568241461912585
"TRINITY_DN4791_c0_g1_i1"	0.948496358822668	-0.379522638202113	0.707659140228408	-0.0744378611370889	-0.3216743935556	0.295965691525245	-0.571253866355063	0.20568701172231
"TRINITY_DN4727_c0_g1_i10"	0.954551112835188	-0.419970003645354	0.68224332937199	-0.299311650306689	-0.215978122841817	-0.00976428631686372	-0.515155972146104	0.318517364979618
"TRINITY_DN4727_c0_g1_i6"	0.920527641245575	-0.267766201164661	0.565718384028666	-0.322531952434706	-0.158886633039406	-0.108630879524537	-0.436414441218116	0.156698888054168
"TRINITY_DN4778_c1_g1_i2"	-0.291409161031779	0.363871353070621	-0.610275663085164	-0.128967975723333	0.941560438384445	-0.251623984883768	0.0836352645006517	-0.408226586044743
"TRINITY_DN4766_c0_g2_i1"	0.641811343224	-0.624154951955939	0.756535725244455	-0.02688150081549	-0.445073921349463	0.260012874215145	-0.555440383986431	0.441773488427046
"TRINITY_DN4776_c5_g1_i2"	0.595736254804953	-0.47203323508049	0.711997558310673	-0.311815949528682	-0.444950211052644	-0.192476105543248	-0.358679259423641	0.479657494535195
"TRINITY_DN4776_c5_g1_i7"	-0.0951746539755735	-0.30512277270645	0.267696040999546	0.210170633361162	-0.35652015018987	0.300980735273472	-0.0315625708500517	-0.210596918216761
"TRINITY_DN4796_c0_g1_i5"	0.76691954944437	-0.415234532864294	0.66547849828948	0.00606924126316769	-0.367439103147278	0.333313826160227	-0.457867805088244	0.0212639438568049
"TRINITY_DN4789_c16_g1_i4"	0.165615820565678	-0.443675676748138	0.43026603150339	-0.026380806817519	-0.306533220284452	0.287338302651119	-0.300698515446405	0.455970602134284
"TRINITY_DN4789_c3_g3_i1"	0.80776171322048	-0.677318197714133	0.924776936472783	-0.143252292176937	-0.519896578027048	0.289401965812141	-0.649055488726963	0.410371561713169
"TRINITY_DN4789_c0_g1_i2"	0.574469154549386	-0.63945231549879	0.857208163667682	-0.0203092590898149	-0.425384112526179	0.436577529060483	-0.715135277639964	0.255444834700756
"TRINITY_DN4789_c16_g2_i1"	0.297264428161661	-0.320557680823681	0.297889597075465	0.360846285669216	-0.19486016332819	0.373759539900811	-0.140439357434742	0.210656295837702
"TRINITY_DN4789_c6_g1_i1"	0.697072907525412	-0.655217522985447	0.950567427006973	-0.13389769217935	-0.431888849569399	0.320875391834176	-0.752317886024576	0.430907808035195
"TRINITY_DN4714_c2_g1_i1"	0.545637444258873	-0.709907047468548	0.928918783797173	-0.0830462270513107	-0.582641673404084	0.298227831906805	-0.660977294970818	0.456745790230801
"TRINITY_DN4739_c0_g2_i8"	0.751217142562972	-0.644034788532153	0.968586956906569	-0.173142078028065	-0.47301757015267	0.214058044064014	-0.774117435132045	0.401920955537392
"TRINITY_DN4739_c0_g3_i7"	0.688176924269587	-0.637636665726287	0.946228398827769	-0.275972314403864	-0.523685191977703	0.194291359128112	-0.680350594728147	0.405526058816161
"TRINITY_DN4739_c0_g1_i5"	0.780545422115747	-0.621584771085484	0.962911920259068	-0.192724502888273	-0.495270510959585	0.167542008721234	-0.70034895158811	0.417502610690082
"TRINITY_DN4739_c0_g1_i13"	0.73968643778754	-0.674065323132308	0.938797601497637	-0.221976667480683	-0.577742375659008	0.0979316880808334	-0.568597658283694	0.393041204945374
"TRINITY_DN4739_c0_g1_i35"	0.786368807883553	-0.648341766316436	0.973108748588871	-0.196407320184652	-0.544615848024675	0.182702623609364	-0.680795068710228	0.384746389222921
"TRINITY_DN4739_c0_g1_i17"	0.812199308146769	-0.374024982427968	0.777167160064447	-0.0984194272074601	-0.274329032106386	0.242796595330983	-0.644908834118433	0.0248204115357244
"TRINITY_DN4739_c0_g1_i10"	0.74955534698106	-0.562567200238407	0.932126665142012	-0.265779018388572	-0.519506093403943	0.168046750016228	-0.644484334029714	0.349364921578712
"TRINITY_DN4739_c3_g3_i3"	0.708864615156324	-0.604354329285177	0.924967943731261	-0.246455059786791	-0.5742473687696	0.0227983476232684	-0.584261405383512	0.430168355385222
"TRINITY_DN4701_c1_g1_i23"	0.721717229932972	-0.628375647582424	0.805320925528329	0.0559824983673671	-0.449673679462354	0.427638197580457	-0.648783756255533	0.467467592442553
"TRINITY_DN4738_c0_g1_i52"	-0.508139227582243	0.555273036886014	-0.655494046037422	0.144773674944667	0.104941397169697	-0.27003598980997	0.874193197594276	-0.275026411462993
"TRINITY_DN4738_c2_g1_i5"	-0.0198511919067439	-0.262542361661789	0.207331154701166	-0.0437322186863521	-0.303899485252475	0.12596179258923	-0.0640058536582301	0.806944900822064
"TRINITY_DN4797_c0_g1_i5"	0.117615706866549	-0.493014693985133	0.461783666841954	0.0596964069149754	-0.443836381841099	0.334552782597905	-0.1001066329152	-0.182036525525633
"TRINITY_DN4702_c1_g1_i13"	0.299403417063765	-0.687341611472584	0.720278667635062	0.0991510003686754	-0.286239838131817	0.209486222253872	-0.594743885192717	0.443907263116098
"TRINITY_DN4712_c0_g1_i4"	0.921160856528346	-0.401262260754708	0.762102467804024	-0.272646988428883	-0.31985645974172	0.0497967277738248	-0.525641071120321	0.183006805057129
"TRINITY_DN4712_c0_g1_i12"	0.673859209488577	-0.655856130316193	0.947716965383417	-0.131364049738405	-0.581816379743417	0.248435305152041	-0.685965501033797	0.481291782931015
"TRINITY_DN4740_c0_g1_i4"	0.932487693968751	-0.273575246464825	0.555328035185471	-0.271747202118758	-0.0898615890105556	0.00382329103642169	-0.439372491647069	0.148685658051423
"TRINITY_DN4740_c0_g1_i3"	0.386923963510032	-0.662346559508422	0.758996664172515	0.0474924485384947	-0.487414964513471	0.441140414453647	-0.526995341649467	0.446772096432068
"TRINITY_DN4750_c0_g1_i5"	0.177246510061753	-0.579009693691269	0.616014615045796	0.276588562388375	-0.432077670188822	0.569397186310956	-0.528596220381819	0.415743132964995
"TRINITY_DN4750_c0_g1_i8"	0.689021751967313	-0.477795034933092	0.713896601873135	-0.335603847645318	-0.257081824000978	-0.123673982873314	-0.555746933080245	0.308418747974439
"TRINITY_DN80318_c0_g1_i10"	-0.419302960703096	0.921565332871431	-0.698659183804378	-0.00838667433496323	0.451789556544082	-0.352291638381388	0.344216650103261	-0.311368819154913
"TRINITY_DN28878_c0_g1_i1"	0.436563260095824	-0.630160110899062	0.736900529089652	0.0285681345933764	-0.253423625883128	0.490772905990796	-0.714305328972684	0.223780871228805
"TRINITY_DN28871_c4_g1_i2"	0.814938717859806	-0.424090807003244	0.750397230495019	-0.342846288016344	-0.358226229876942	-0.087407963244196	-0.455742742793448	0.127713630287596
"TRINITY_DN28802_c1_g1_i2"	-0.195402886429857	0.410648812728406	-0.52216340333559	-0.240081896292806	0.952320452580359	-0.361352966837772	-0.00269362779450591	-0.480616447514522
