"kMEblue"	"kMEgreen"	"kMEgrey"	"kMEturquoise"	"kMEyellow"
"TRINITY_DN140_c0_g1_i4"	-0.279021184445344	0.0464756623311288	-0.0680588947641529	0.983006366738525	0.598197055968439
"TRINITY_DN110_c0_g1_i1"	-0.0860643789593292	-0.081312676143087	-0.276517184465121	0.947514242032842	0.809686962593161
"TRINITY_DN191_c1_g1_i1"	-0.26894150087302	0.0193896333718678	-0.118725280133387	0.988394813699886	0.605871419267228
"TRINITY_DN118_c0_g2_i1"	-0.177383255159037	-0.0646151308328789	-0.105519846193621	0.960870968059122	0.587953944409609
"TRINITY_DN106_c0_g1_i3"	-0.0422047930897914	-0.158773899721082	-0.206563930370892	0.933656099036735	0.781857056397428
"TRINITY_DN106_c0_g1_i5"	-0.213136137323487	-0.0363600285515731	-0.108218609344301	0.869146676848887	0.500545705668457
"TRINITY_DN146_c0_g1_i1"	-0.309184369848393	0.074510948517802	-0.117765389470311	0.986863376800211	0.586117506013638
"TRINITY_DN166_c0_g2_i2"	0.953371751094712	-0.814525766290602	-0.119586192017807	-0.434496664047247	0.211401172506955
"TRINITY_DN117_c0_g1_i1"	-0.297931590355191	0.0480003571504727	-0.139181141031486	0.981895302461702	0.596384155636538
"TRINITY_DN156_c0_g1_i1"	-0.727599879898326	0.914796140122499	-0.109089384595555	-0.10821110559346	-0.241030456212014
"TRINITY_DN184_c0_g1_i2"	0.111949182493477	-0.185029572177126	-0.494828359720991	0.80808003536293	0.944333409178926
"TRINITY_DN4873_c0_g1_i1"	0.47599439652453	-0.247099623320426	-0.160821045972045	-0.221346674390869	0.298772679223923
"TRINITY_DN4853_c0_g1_i1"	-0.360179265957548	0.108093346721117	-0.198399555642462	0.966852962344331	0.562240465099553
"TRINITY_DN4899_c0_g1_i1"	-0.490178558431117	0.253768491265605	0.542918556540994	0.606997833331378	-0.0494325184528254
"TRINITY_DN4847_c0_g1_i1"	-0.268657064546742	0.0186068032757657	-0.137302662870963	0.985977109264282	0.603926375832625
"TRINITY_DN4862_c0_g1_i1"	-0.319195777285119	0.0707332974279497	-0.101416546844667	0.958204546841	0.556609749804265
"TRINITY_DN4898_c0_g1_i1"	0.912083639491596	-0.922334369337298	-0.131738734863512	-0.0597219521551094	0.416612338754641
"TRINITY_DN582_c0_g1_i1"	-0.696925382080722	0.812031231870694	0.124981566821306	-0.23911408286341	-0.52747214825372
"TRINITY_DN582_c1_g2_i1"	0.493470521743337	-0.374564837124131	-0.237747933225406	-0.418893281157325	0.0918296706262653
"TRINITY_DN577_c0_g1_i1"	-0.318248101104784	0.0727037320370171	-0.135641731188903	0.989911013580111	0.582853847044311
"TRINITY_DN590_c0_g1_i1"	0.895222230953657	-0.757232504793346	-0.151004818859243	-0.396925649047805	0.220996685892194
"TRINITY_DN599_c0_g2_i1"	-0.236682376255219	-0.0347191275610141	-0.0179869342202675	0.957936112460945	0.550872005266821
"TRINITY_DN538_c0_g1_i3"	-0.28388464219842	0.0586708717581195	-0.0216612427703166	0.956599336510713	0.574370060594603
"TRINITY_DN561_c0_g1_i1"	-0.215622731668639	-0.050924441502186	-0.00752127639863601	0.974049416595801	0.582891289320072
"TRINITY_DN520_c0_g1_i1"	-0.0900394146495276	-0.167478859961868	-0.00780579115068789	0.921548289499203	0.569166231609646
"TRINITY_DN527_c0_g1_i1"	-0.280023491998085	0.042442017984855	-0.0689537342978012	0.985065152383383	0.598139581361944
"TRINITY_DN2140_c0_g1_i1"	0.231776186262106	-0.248230666677422	-0.554061042754969	0.666309958029743	0.965191550721267
"TRINITY_DN2179_c1_g1_i1"	0.946096558315687	-0.870331598971585	-0.313423746774171	-0.0814826336189738	0.56016653428307
"TRINITY_DN2150_c0_g1_i1"	-0.284744933509554	0.0506505426683184	-0.0520043228145352	0.976626304235008	0.587807635787768
"TRINITY_DN1215_c0_g1_i1"	0.0489146353220242	-0.155441156129835	-0.387741872686251	0.869610127211643	0.903727689327702
"TRINITY_DN1276_c0_g1_i1"	-0.298250178154099	0.0553630343252647	-0.18088057270648	0.982020550504638	0.589575925610521
"TRINITY_DN1235_c0_g1_i1"	-0.168976077431868	-0.10926467674371	-0.0321594737307104	0.945651571684023	0.560017402371379
"TRINITY_DN1255_c0_g1_i2"	0.379858966255575	-0.43970427070767	-0.413500969559185	0.710065963834533	0.968359232689374
"TRINITY_DN1255_c0_g1_i3"	0.53574356515695	-0.416567159906219	-0.627513536607835	0.319085614072372	0.920099919500897
"TRINITY_DN999_c0_g1_i1"	-0.330874396889647	0.0929311827767421	-0.125335371867231	0.987786806047287	0.585439803924373
"TRINITY_DN937_c0_g1_i1"	0.26105897033855	-0.321124397068577	-0.186739135845344	0.243407061318903	0.426167920962284
"TRINITY_DN957_c0_g2_i1"	-0.788294534158224	0.743106336330521	-0.203272411079086	0.227072035553629	-0.198052650352901
"TRINITY_DN3345_c0_g1_i1"	0.292633658376567	-0.288081659090413	-0.545160540489759	0.620785894637577	0.977123661886457
"TRINITY_DN3319_c0_g1_i1"	-0.289346795708804	0.0103533836351559	-0.0444412198312322	0.959085028072382	0.536783920457677
"TRINITY_DN3323_c0_g1_i1"	-0.300782410083248	0.0663740640963213	-0.138654136700679	0.988008600510639	0.591595713169872
"TRINITY_DN3367_c0_g1_i1"	-0.300417139797931	0.0566659665525305	-0.138246009999396	0.975655857708673	0.593606003384325
"TRINITY_DN3337_c0_g1_i1"	0.958306371170019	-0.861710049473358	-0.0339940800353649	-0.233133714808734	0.313322218246625
"TRINITY_DN3356_c0_g1_i1"	-0.129173674289583	-0.0813962516020291	-0.00604780046363837	0.933348152486909	0.581781576030389
"TRINITY_DN2487_c0_g1_i1"	-0.254004076631171	-0.0235582129474724	-0.0501302593618748	0.97146235906639	0.56130702429259
"TRINITY_DN2445_c0_g1_i1"	-0.269822171360304	0.0209222771170705	-0.127135107678363	0.987947013261086	0.605511057921178
"TRINITY_DN1596_c0_g1_i1"	-0.280375222744381	0.0531049059877381	-0.16432788104899	0.956280388698076	0.577174403899336
"TRINITY_DN1583_c0_g1_i1"	-0.316252910817265	0.0816456367027464	-0.0910446988752738	0.979691903614188	0.588470299695707
"TRINITY_DN1563_c0_g1_i1"	-0.266473881693136	0.0376992830117726	-0.05593351518436	0.971939356857507	0.595080521883171
"TRINITY_DN1572_c0_g1_i1"	0.100577673571397	-0.264281927435483	-0.271127358725102	0.865232136448787	0.845117932380938
"TRINITY_DN1510_c0_g1_i1"	0.807377379164571	-0.824530277620786	0.370578784801844	-0.192740104798544	0.0968441923467548
"TRINITY_DN1510_c0_g1_i2"	0.911699181679892	-0.874728176625793	0.200416251055068	-0.350178202095745	0.10709101505875
"TRINITY_DN1545_c0_g2_i1"	-0.652469824121308	0.836073256922952	0.0887971714224173	-0.15860086449027	-0.317677417504929
"TRINITY_DN4646_c0_g1_i1"	-0.903813215812531	0.924228149802958	-0.125859133185846	0.267794087556193	-0.216125828620164
"TRINITY_DN4683_c0_g1_i1"	0.909809317157621	-0.882215504377072	-0.307062963239245	0.00971165467678138	0.555946014660911
"TRINITY_DN4667_c0_g1_i1"	-0.312689315869179	0.075928944374341	-0.119434946020168	0.990468261881152	0.586793422935056
"TRINITY_DN1812_c0_g1_i1"	0.844108752080803	-0.746532971390852	-0.0351287977425078	-0.217946472039362	0.232767527388704
"TRINITY_DN1833_c0_g1_i1"	-0.26588585609279	0.0146282738128303	-0.113936901120104	0.986350092923297	0.604552159228392
"TRINITY_DN1052_c0_g1_i1"	-0.314331246370526	0.0824485537464292	-0.090100689314466	0.979379677485287	0.587596694538099
"TRINITY_DN1082_c1_g1_i1"	-0.0367428300254018	-0.177109674391531	-0.172508835686714	0.900241414950099	0.639682052622277
"TRINITY_DN1061_c1_g1_i1"	-0.212590239346958	-0.0554938201543972	-0.0290036550953589	0.968588276368104	0.567820124150218
"TRINITY_DN1023_c0_g1_i1"	-0.307712757393042	0.0666627255429128	-0.115902929792893	0.98756582401654	0.585605531652122
"TRINITY_DN373_c0_g1_i1"	-0.273542949587231	0.0474556349167528	-0.0894571883498781	0.981412843446066	0.60048924757344
"TRINITY_DN336_c0_g1_i1"	-0.344084977704218	0.0980238290848561	-0.162176656249476	0.989670689844318	0.578992645689543
"TRINITY_DN397_c0_g1_i1"	-0.304475652561428	0.0491317308436051	-0.183487143371287	0.986632245967361	0.586944201304329
"TRINITY_DN387_c0_g1_i1"	0.787238029965496	-0.64397821105006	-0.29955415229755	-0.194109236772931	0.388504667735525
"TRINITY_DN387_c0_g2_i1"	0.796201889245661	-0.734313665824528	-0.322426052073936	0.0869558676672146	0.558530084805544
"TRINITY_DN354_c0_g1_i2"	0.967185421405535	-0.836554309724048	-0.0730059347414937	-0.373800023475805	0.310167066964381
"TRINITY_DN389_c0_g2_i1"	0.481726207712486	-0.399291254609979	0.293280634846033	-0.369156134208362	-0.0367004913759308
"TRINITY_DN320_c0_g1_i2"	0.565787825309922	-0.493702524682235	-0.552466886684169	0.42398781784189	0.92803769232345
"TRINITY_DN320_c0_g1_i1"	0.650918106832929	-0.613139965698589	-0.349178695049103	0.427164915536019	0.908713016433231
"TRINITY_DN331_c0_g1_i1"	-0.267248265711605	0.017980921450402	-0.119867898862992	0.988130829283405	0.606249832906819
"TRINITY_DN4971_c0_g1_i1"	-0.281999106103948	0.0353052459410132	-0.0428757692094612	0.945208465445305	0.562730250389018
"TRINITY_DN4943_c0_g1_i1"	-0.314714743888237	0.0840387936800325	-0.0945891500655819	0.978578333257491	0.575797838110746
"TRINITY_DN4928_c0_g1_i1"	0.948821578261986	-0.876050334229506	-0.315996324858706	-0.0876949888795268	0.540477192725559
"TRINITY_DN4963_c0_g1_i1"	-0.113828360887756	-0.0672939490600535	-0.00747775242126841	0.874093746900627	0.533986230978942
"TRINITY_DN4910_c0_g1_i1"	-0.408844821623401	0.165967517789561	-0.152484978111351	0.951581684322959	0.531152236291671
"TRINITY_DN4939_c0_g1_i1"	0.777598659754888	-0.677867813058409	-0.313143925187994	-0.352047222952698	0.279870225483487
"TRINITY_DN4901_c0_g1_i1"	0.13225049209353	-0.222027936961064	-0.477141393269983	0.805231232144048	0.941430319220915
"TRINITY_DN5033_c0_g1_i1"	0.101871365261048	-0.191177801439898	-0.417133721303923	0.818033124574415	0.926789805598764
"TRINITY_DN5024_c0_g1_i1"	0.890360570686216	-0.885442675280583	0.199681802937841	-0.286488753408017	0.0967409941630823
"TRINITY_DN5074_c0_g1_i1"	-0.314992244200898	0.0748190351030568	-0.142660168031415	0.990616688496897	0.586147908214714
"TRINITY_DN5040_c0_g1_i1"	-0.299572321653694	0.0446896683197816	-0.163737011643901	0.990933756501003	0.592481228482595
"TRINITY_DN5079_c0_g1_i1"	-0.345806636835182	0.0961637513341033	-0.148017247190102	0.988678605193121	0.575984893690222
"TRINITY_DN5075_c0_g1_i1"	-0.136660826834251	-0.144431377910775	0.0988400041028294	0.903817997159649	0.529462839902196
"TRINITY_DN795_c1_g1_i1"	0.642494183191165	-0.571800141851432	-0.491796150314046	0.388475607811488	0.913403424199741
"TRINITY_DN795_c0_g1_i1"	0.317844686245976	-0.335233081375191	-0.463977840738067	0.659066474025909	0.948441043906298
"TRINITY_DN753_c0_g2_i1"	0.948310762108189	-0.887547849642194	-0.199409835568019	-0.261457524916544	0.300770359087838
"TRINITY_DN712_c0_g1_i1"	-0.365294670543791	0.157359174392294	-0.100155825396211	0.951562332414111	0.535091952616253
"TRINITY_DN756_c0_g2_i1"	0.629012047730401	-0.618047480718345	-0.19479539933725	-0.161671024788316	0.277946846943086
"TRINITY_DN756_c0_g1_i1"	0.496290903034187	-0.627102460150954	-0.251526359109815	0.464508906719806	0.69129896612052
"TRINITY_DN728_c0_g1_i1"	-0.316989607826853	0.0762312241443387	-0.13615088506156	0.985991408193821	0.580579120634279
"TRINITY_DN2292_c0_g1_i1"	-0.249232062954377	-0.0218363319821558	-0.157000710457762	0.931319370024697	0.54231562851675
"TRINITY_DN2238_c0_g1_i1"	-0.703684201241628	0.474802371847859	0.0981917505617131	0.428879454289755	-0.208488663490593
"TRINITY_DN2241_c1_g1_i1"	0.415878731084056	-0.352691064051493	-0.653070400571508	0.445303303987979	0.953324721780969
"TRINITY_DN2241_c0_g1_i1"	0.625346574911171	-0.545538112016956	-0.508216632529246	0.344835980774752	0.892017048253848
"TRINITY_DN2241_c0_g1_i2"	0.486115264167516	-0.492554313497677	-0.410273577277032	0.597678919496319	0.954450155315728
"TRINITY_DN2225_c0_g1_i1"	-0.27849186616348	0.043197112257834	-0.0774871833596431	0.986757153149886	0.599684847471415
"TRINITY_DN2252_c0_g1_i1"	0.0833365908127571	-0.184456814139105	-0.299082697884949	0.87253132147912	0.820694905679299
"TRINITY_DN1393_c0_g1_i1"	-0.727569639005437	0.904968469641693	0.0215622760178138	-0.180443734638295	-0.380877581395344
"TRINITY_DN1319_c0_g1_i1"	-0.104202382461426	-0.0814468660832381	-0.3477317312433	0.945657852281781	0.798718358806271
"TRINITY_DN1316_c0_g1_i1"	-0.0705358462674388	-0.138771657466796	0.61476569310547	0.424791544343749	-0.0905246999539919
"TRINITY_DN1376_c0_g1_i1"	0.252512370921529	-0.261130027458724	-0.497869313070083	0.677768957168403	0.976260658324922
"TRINITY_DN4439_c0_g1_i1"	-0.29640143907462	0.047522020648634	-0.160742159044475	0.988595682511399	0.593454387069065
"TRINITY_DN4440_c0_g1_i1"	-0.32647719870781	0.107983625109105	-0.127441226357731	0.983887164267376	0.574861373668551
"TRINITY_DN4455_c0_g1_i1"	-0.0485993263944013	-0.161929639534372	-0.0358078223274571	0.87928303471526	0.562245048071493
"TRINITY_DN4476_c0_g1_i1"	-0.789969349825804	0.959030316208679	-0.136717920013021	-0.0469381815195474	-0.304120718233478
"TRINITY_DN4467_c0_g1_i1"	-0.333048983477414	0.0977180591031225	-0.138230899402925	0.984140890069296	0.582341709654203
"TRINITY_DN4457_c0_g1_i1"	-0.317047246461504	0.0697637421191628	-0.126064781424125	0.985007938076286	0.577694241585123
"TRINITY_DN1685_c0_g1_i1"	-0.311906204901124	0.0609429679975743	-0.19310548809891	0.982302529358943	0.581454212142926
"TRINITY_DN1674_c0_g1_i1"	-0.171209246043837	-0.0650254915665268	-0.089112798040121	0.949712004074581	0.583984638843659
"TRINITY_DN1606_c0_g1_i1"	-0.807093065427088	0.909631760138419	0.186146297756015	-0.12437198817359	-0.427136038967772
