"kMEblue"	"kMEgreen"	"kMEgrey"	"kMEturquoise"	"kMEyellow"
"TRINITY_DN85_c0_g2_i1"	-0.220417260953468	-0.00454613994117837	-0.118535756066609	0.960089326293299	0.578412367604484
"TRINITY_DN41_c0_g2_i1"	0.791026054683822	-0.630329445087275	-0.0687054864497089	-0.37784150048439	0.141659725203915
"TRINITY_DN62_c0_g1_i1"	-0.232361504291807	-0.0304347519003825	-0.0389600482597572	0.976615610308763	0.573181664030378
"TRINITY_DN88_c0_g1_i4"	-0.276955372900908	0.0105400723539846	-0.0665957261913909	0.975638367470092	0.562243633449698
"TRINITY_DN88_c0_g2_i3"	-0.372248963621944	0.170614373239914	-0.16000207796822	0.955221543774401	0.542078259759513
"TRINITY_DN38_c0_g2_i1"	-0.335673040184936	0.0855221093376044	-0.203583475036164	0.977638677393832	0.575675764541761
"TRINITY_DN10_c0_g1_i10"	-0.353031843554378	0.123833543453871	-0.189184438910627	0.957428336565901	0.554621256386245
"TRINITY_DN10_c0_g1_i9"	0.101506269195272	-0.169638243202019	-0.55452070538146	0.751261824840398	0.874853054098005
"TRINITY_DN10_c2_g1_i1"	0.291827249866118	-0.252152713593105	-0.685718877755553	0.492802484819594	0.93165244357865
"TRINITY_DN10_c2_g1_i2"	0.199884341243963	-0.226416351803319	-0.454478528844351	0.704414632532958	0.958179508141998
"TRINITY_DN42_c0_g1_i4"	-0.32566123408523	0.0787326044086611	-0.0860346349591559	0.972984758664651	0.576027095071376
"TRINITY_DN12_c0_g3_i1"	-0.274196255960452	0.0419795120499774	-0.105254494435275	0.982621740963562	0.599779666719718
"TRINITY_DN31_c0_g1_i2"	-0.235375879702247	-0.0186679567627488	-0.0778076128371898	0.806017718328961	0.471901722849375
"TRINITY_DN21_c0_g1_i14"	0.0836509490479556	-0.170768904579886	-0.459824485803309	0.836025974296661	0.93115111891807
"TRINITY_DN21_c0_g1_i2"	-0.32448239612193	0.0624312651806126	-0.148860811491536	0.983213479950118	0.56798301942154
"TRINITY_DN21_c0_g1_i7"	-0.247145408059526	0.0129767232978763	-0.0886497590709368	0.977927671348719	0.583922121388596
"TRINITY_DN21_c0_g1_i3"	-0.210934940867891	-0.0488645525055334	-0.00839014291178475	0.959978760108047	0.560730298616612
"TRINITY_DN21_c0_g1_i8"	-0.186511841179477	-0.0281965389339401	-0.063357154956188	0.946986214042127	0.573416083263032
"TRINITY_DN29_c0_g1_i11"	0.143588660740144	0.0396327978410508	-0.38535825924301	-0.0680368711688999	0.116682403745665
"TRINITY_DN29_c0_g1_i8"	-0.099541093116416	0.110818569699384	-0.575261054369802	0.179375069668911	0.195846634662162
"TRINITY_DN29_c0_g1_i1"	0.117546887351975	-0.282147946103382	-0.34927822470055	0.881978030246241	0.851910257233055
"TRINITY_DN29_c0_g1_i7"	0.541831675534141	-0.557846098683189	0.160830311673199	0.123762714801405	0.44788363282583
"TRINITY_DN29_c0_g1_i2"	0.194716113149266	-0.385260423429367	0.104096739520225	0.681441057538552	0.568571538272431
"TRINITY_DN64_c0_g1_i5"	-0.303741309485006	0.0415462463507863	-0.131186041467533	0.977606372603974	0.586921093500657
"TRINITY_DN8_c0_g2_i2"	-0.325349440259443	0.0932875421894827	-0.155493691920651	0.979027269318657	0.567124082011271
"TRINITY_DN8_c0_g1_i1"	-0.111806542015006	-0.126134377401899	0.0868058184816424	0.92622202099909	0.542340068916155
"TRINITY_DN8_c0_g1_i8"	-0.215253650291816	-0.0188981554811073	-0.0742797137745387	0.967298191387355	0.587724788054332
"TRINITY_DN8_c0_g1_i3"	-0.302304904931006	0.0644155061703063	-0.146532277578162	0.983490366115625	0.581608678257333
"TRINITY_DN8_c0_g1_i5"	-0.159933395705708	-0.0454701718602076	-0.0814909017380916	0.929246368524874	0.569787259878123
"TRINITY_DN86_c0_g2_i1"	-0.026389836305486	-0.177270536240217	-0.190665765743164	0.938855019746223	0.770695917360325
"TRINITY_DN86_c0_g1_i1"	-0.315325937117731	0.0250141522304499	-0.144249183842032	0.964174591033217	0.550269583207178
"TRINITY_DN43_c0_g2_i1"	-0.342616752224993	0.099024248783771	-0.147158643257188	0.987307179785458	0.578843511882298
"TRINITY_DN63_c0_g1_i3"	-0.335504843592217	0.0751538549759521	-0.158071353222394	0.981276826960237	0.576688838400791
"TRINITY_DN63_c0_g1_i2"	-0.26425833846686	0.0206250583033896	-0.15543591778154	0.973205255476615	0.597500459779465
"TRINITY_DN22_c0_g1_i6"	-0.283661440934509	0.0379246018591763	-0.0701914464669543	0.974041269343749	0.58684335524054
"TRINITY_DN74_c0_g1_i1"	-0.151070155193404	-0.0791562414932944	-0.0988498181793238	0.913738137738857	0.556467337125258
"TRINITY_DN15_c0_g1_i1"	-0.121568734383098	-0.071592932103474	-0.291521465933993	0.944927593682239	0.786440482922253
"TRINITY_DN72_c0_g1_i5"	0.131894347177462	-0.261699471893246	-0.215638068352226	0.280187779885934	0.330951619695464
"TRINITY_DN72_c0_g1_i13"	-0.0587345707332903	0.158053075788855	-0.260863290999513	-0.185680015599945	-0.0231991220052361
"TRINITY_DN72_c0_g1_i7"	0.118602105368577	-0.217847002723879	-0.175153674203982	0.167500813593799	0.242168037824243
"TRINITY_DN72_c0_g1_i12"	0.487999203388118	-0.662424938594442	-0.273312997827015	0.526779185837996	0.627790105584206
"TRINITY_DN72_c0_g1_i8"	0.957425882622491	-0.862626068038432	-0.0319077326095497	-0.243672266534066	0.305181157220264
"TRINITY_DN55_c0_g1_i1"	0.870108895947021	-0.782219265117939	-0.0988945681963617	-0.0151492771601616	0.546334533604261
"TRINITY_DN51_c0_g2_i1"	-0.0482404366267481	-0.151254914192563	-0.184583491160983	0.950634631033465	0.732221552152562
"TRINITY_DN51_c0_g1_i1"	-0.0079246560983938	-0.186094581904689	-0.144414446314724	0.928003723767324	0.74353456924036
"TRINITY_DN91_c0_g2_i1"	-0.826147117612381	0.892092764097455	-0.0884162416239371	-0.0913880730821346	-0.512940825491485
"TRINITY_DN40_c0_g1_i3"	-0.273953675762654	0.0151191300180588	-0.131505050508605	0.983069633929806	0.59709066323499
"TRINITY_DN40_c0_g1_i2"	-0.268143617894097	0.0176223953453295	-0.131656178002427	0.987370063985204	0.604984586938303
"TRINITY_DN50_c0_g1_i4"	-0.243199711663767	-0.02894635400317	-0.0335365803204183	0.968241989064141	0.560888405053519
"TRINITY_DN60_c0_g1_i2"	0.0828216526017576	-0.186889871330808	-0.388301178895818	0.831970624411252	0.911024666486648
"TRINITY_DN81_c0_g1_i7"	0.499169177516278	-0.492343610443103	-0.4593881380767	0.573333419062165	0.955974297840631
"TRINITY_DN81_c0_g1_i19"	0.566202379364553	-0.459248334016217	-0.603000055593275	0.360199776449571	0.929189253865246
"TRINITY_DN81_c0_g1_i28"	0.554955496372002	-0.496113046922408	-0.482401126634875	0.461657875725465	0.95392340810263
"TRINITY_DN81_c0_g1_i1"	0.567285964861584	-0.513128396540393	-0.500839436165098	0.42421773357364	0.898337397674242
"TRINITY_DN81_c0_g1_i10"	-0.151763374925531	-0.0292746671966214	-0.309849670040288	0.877840098028471	0.744358189967686
"TRINITY_DN81_c0_g1_i20"	0.416438372269793	-0.396393359283375	-0.493154169063386	0.522235092461493	0.965966000622402
"TRINITY_DN3882_c0_g1_i1"	-0.296466942917626	0.0419769122074227	-0.147711185152964	0.989656089331462	0.592835364435448
"TRINITY_DN3810_c0_g1_i1"	0.937227045703548	-0.891865169183052	-0.307696353308644	-0.0896133647256168	0.484824478544398
"TRINITY_DN3814_c0_g1_i1"	-0.33114577115387	0.0770982997279655	-0.184018070746165	0.985912480033816	0.582310545450338
"TRINITY_DN3852_c0_g1_i2"	-0.262709193767984	0.0200876462770998	-0.139178098877947	0.980869294918999	0.604233394832406
"TRINITY_DN3844_c0_g1_i1"	0.681197009227271	-0.752389150194143	-0.33953352192158	0.458464550199538	0.797557651088256
"TRINITY_DN3873_c0_g1_i1"	-0.373275008456745	0.130810760564964	-0.155913598315496	0.972845911330441	0.559880633651956
"TRINITY_DN2969_c0_g1_i2"	0.515546017872054	-0.356631706521721	-0.60059985199434	0.211229281931742	0.868655758683121
"TRINITY_DN2969_c0_g1_i3"	0.486694609802803	-0.39234765651978	-0.611789101212754	0.327347320977676	0.917533535986825
"TRINITY_DN2987_c0_g1_i1"	-0.655286498398448	0.603295784322526	0.186796274930822	-0.0270036210461128	-0.315697222708222
"TRINITY_DN2092_c0_g1_i1"	-0.274150473061707	0.0443913967375214	-0.0782839941450097	0.983889721927398	0.600915461298016
"TRINITY_DN2099_c0_g1_i1"	-0.33427106513053	0.0734848523772966	-0.181654524840174	0.972949847433345	0.564788204191007
"TRINITY_DN412_c0_g1_i1"	-0.101387940676418	0.266070244415995	-0.180102251442772	0.116916826709709	0.35811145227879
"TRINITY_DN429_c0_g3_i1"	0.913991493069576	-0.84875376224331	-0.0300442848307883	-0.0539187011174851	0.466636326143883
"TRINITY_DN438_c0_g1_i1"	0.0332335757846561	-0.13278276723683	-0.487613717456685	0.848059209647775	0.90010650425377
"TRINITY_DN404_c0_g1_i7"	0.148874549805304	-0.36703148258867	-0.085320338004303	0.696687166088567	0.57663249623579
"TRINITY_DN404_c0_g1_i5"	-0.0766899280867843	-0.0880059728809597	-0.21516637847899	0.940423158809985	0.723798540196236
"TRINITY_DN404_c0_g1_i3"	-0.242151453672808	-0.0156627020677796	-0.121377560940948	0.982034016009655	0.592201409158598
"TRINITY_DN1188_c0_g1_i1"	0.0766122325914992	-0.263789725908528	-0.267658810582966	0.885651613341491	0.815600313258387
"TRINITY_DN1127_c1_g1_i1"	0.839909302960319	-0.687652331974433	-0.0940900767574604	-0.346901464898766	0.202160914461617
"TRINITY_DN1167_c0_g1_i1"	-0.277536529761745	0.0258368731765211	-0.0627017239060624	0.941757301041829	0.559558297927702
"TRINITY_DN804_c0_g1_i1"	-0.316581528436364	0.0790334510694847	-0.1411007067226	0.989360668100539	0.584794691443757
"TRINITY_DN825_c1_g1_i1"	0.454910510452402	-0.353780643604829	-0.632218237831463	0.351211100225456	0.932034140000046
"TRINITY_DN805_c0_g2_i1"	0.685263325361191	-0.499827406960845	-0.00717939481975435	-0.443557829080859	0.19136145882345
"TRINITY_DN836_c0_g1_i2"	-0.661501201222141	0.819109859169806	-0.171209507182964	0.0815798486853939	-0.0946029561640807
"TRINITY_DN836_c0_g1_i1"	-0.644730128592356	0.83691013715686	-0.226581461658796	0.116716473298232	-0.106627452656192
"TRINITY_DN868_c0_g1_i1"	0.382620654553488	-0.299284695263666	-0.664229717790813	0.413201883050669	0.936111205023003
"TRINITY_DN5114_c0_g1_i1"	-0.280120333853074	0.0404894468571232	-0.073906844824506	0.987562774794485	0.598996113644362
"TRINITY_DN5198_c0_g1_i1"	0.135153888345419	-0.188549472760866	-0.470380248899246	0.775041063181079	0.945614396317637
"TRINITY_DN5162_c0_g1_i1"	-0.834322964472794	0.831622197879503	-0.271387221639989	0.344556736451922	-0.124209100888364
"TRINITY_DN5174_c0_g1_i1"	0.38953179797381	-0.313438483132971	-0.613642939884867	0.461956600511332	0.96105719247848
"TRINITY_DN5195_c0_g1_i1"	-0.0815886117381819	-0.130710735328298	-0.06625213181142	0.888340796911087	0.554304360513481
"TRINITY_DN4288_c0_g1_i1"	-0.894642473119695	0.909805284035111	-0.00253056467571952	0.296388627032848	-0.225643115294546
"TRINITY_DN4200_c0_g1_i1"	-0.34802983563233	0.104855478911409	-0.163956428360648	0.986630679592795	0.575787909306147
"TRINITY_DN4264_c0_g1_i1"	-0.891261271794784	0.80288238186835	-0.0215413421817157	0.192677014289617	-0.399151250129162
"TRINITY_DN4233_c0_g1_i1"	-0.308668125821034	0.0676301415592952	-0.128522038355779	0.989592276240055	0.586884882836403
"TRINITY_DN4238_c0_g1_i1"	0.485003109452753	-0.574434478137015	-0.198898532189869	0.499084656071728	0.832597564764103
"TRINITY_DN4263_c0_g1_i1"	0.709451301162024	-0.545390503193883	-0.0399533778947224	-0.624879684894197	-0.0411756045317565
"TRINITY_DN4279_c0_g1_i1"	-0.177825271044657	-0.0943856575788043	-0.021465658589592	0.943136353975777	0.559306041257416
"TRINITY_DN4518_c0_g1_i1"	0.0653703002202931	-0.218096933341592	-0.424488195490524	0.850924307247126	0.872185784040548
"TRINITY_DN4534_c0_g1_i1"	-0.311431765292682	0.0709409306181207	-0.129516873526022	0.992678037524228	0.588804244769419
"TRINITY_DN4541_c0_g1_i1"	-0.270373365643835	0.0195535266044792	-0.117655832634105	0.988315718228193	0.604958959067711
"TRINITY_DN4548_c0_g1_i1"	-0.810714699354881	0.934293919994761	-0.0459531016811993	-0.00498736304266676	-0.321373469707751
"TRINITY_DN3614_c0_g1_i1"	-0.276823810566451	-0.0134155666583334	-0.130291981963161	0.955259201222618	0.545594223786343
"TRINITY_DN3640_c0_g1_i1"	-0.294468393304092	0.0503808064452207	-0.173911698800622	0.983532902827829	0.591441742710381
"TRINITY_DN2745_c0_g1_i1"	-0.0658609300804451	-0.154272555128187	-0.0405106337817755	0.895619043752734	0.569427707779956
"TRINITY_DN2788_c0_g1_i1"	-0.266270371893072	0.0181362438040584	-0.131539920110978	0.986468150088125	0.605646692774499
"TRINITY_DN2735_c0_g1_i1"	-0.0370448816781777	-0.11071215055719	-0.292390575518143	0.917440198532295	0.843278702825332
"TRINITY_DN2791_c0_g1_i1"	0.452722388579946	-0.448688996111417	-0.402595523130039	0.560291484050859	0.89936988710853
"TRINITY_DN2747_c0_g1_i1"	-0.361757785056657	0.118920126052851	-0.157168875131432	0.982148518884731	0.567102550644606
"TRINITY_DN2789_c1_g1_i1"	0.101177175766148	-0.16980951108521	-0.507956074836704	0.793764491325104	0.934488961671735
"TRINITY_DN285_c0_g1_i1"	-0.325370008647696	0.0775836514644438	-0.1055185686352	0.916070359627908	0.520193278820683
"TRINITY_DN220_c0_g3_i3"	-0.133829890124778	0.0594191888463059	0.0591135771210472	0.449008719108021	0.22876169765562
"TRINITY_DN220_c0_g3_i4"	-0.853328908206965	0.804989355983699	0.010451866598441	0.29083099493319	-0.277612423580898
"TRINITY_DN246_c0_g1_i2"	-0.774965590755753	0.63174770522747	-0.0793049634210181	0.206698362969062	-0.385637155733612
"TRINITY_DN273_c0_g1_i1"	-0.268832861541547	0.0225204273281582	-0.128499095609173	0.986485375252606	0.605557224983192
"TRINITY_DN237_c0_g1_i1"	-0.5015324835572	0.52548424846193	-0.196683554634154	0.327598518455347	0.104418350756234
"TRINITY_DN237_c0_g1_i2"	-0.474296841414432	0.377443101959922	-0.0763180409170046	0.530117215309085	0.1063365357213
"TRINITY_DN207_c0_g2_i1"	-0.319002287705087	0.0587188348228692	-0.110879277506312	0.976084656276064	0.584110092639575
"TRINITY_DN214_c0_g1_i1"	-0.325870420622012	0.0768180932267174	-0.197953149929449	0.974827617273656	0.578421981385402
"TRINITY_DN272_c0_g1_i2"	-0.288251376601419	0.0535570309962193	-0.191499239989978	0.968099223539376	0.584616484354596
"TRINITY_DN3913_c0_g1_i1"	-0.0593344736149482	-0.10690501631112	-0.377946329199015	0.908850076978927	0.801398918190666
"TRINITY_DN3920_c0_g1_i1"	-0.873047736776617	0.754995749055847	-0.0809390767688295	0.318909451848252	-0.268009818049662
"TRINITY_DN3993_c0_g1_i1"	-0.181594525086176	-0.0911926317755428	0.0122369928674138	0.955889604889513	0.56201707540364
"TRINITY_DN3983_c0_g1_i1"	-0.133442599487221	-0.118079747682745	-0.0119121677970916	0.88188769049123	0.518596989938212
"TRINITY_DN3990_c0_g1_i1"	0.360140704243671	-0.437216362604022	-0.322213884478557	0.716701975661332	0.905985650335373
"TRINITY_DN3908_c0_g1_i1"	0.785690852372144	-0.75294392455059	0.323120879302387	-0.298360234379956	0.0213269824742694
"TRINITY_DN3974_c0_g1_i1"	-0.0867232151524635	-0.0995682209764144	-0.204352850209074	0.940173468404523	0.760822400711947
"TRINITY_DN3964_c0_g1_i1"	-0.315763208055309	0.0961646038266308	-0.106657165560489	0.971824467080642	0.574452230381671
"TRINITY_DN4095_c0_g1_i1"	-0.32183260383653	0.0914225951804975	-0.15967258138278	0.975624643239245	0.568145896279597
"TRINITY_DN4012_c0_g1_i1"	-0.272724748212571	0.0128338869698518	-0.0952196134192984	0.969965904061165	0.586821490390761
"TRINITY_DN4091_c0_g1_i1"	-0.321955139824276	0.0610675773744698	-0.117033532856611	0.974838732181392	0.582496820979185
"TRINITY_DN4090_c0_g1_i1"	0.749021336444345	-0.591595757848938	-0.56846789605485	0.0976830985477978	0.820478870477702
"TRINITY_DN4099_c0_g1_i1"	-0.762935788992781	0.902682025880756	0.185862878382727	-0.0566564138257668	-0.320828461809147
"TRINITY_DN660_c0_g1_i1"	-0.24094102469986	0.00337307392042743	-0.0751239959643474	0.957977046545606	0.565879611006596
"TRINITY_DN642_c0_g1_i1"	-0.290299933592333	0.0522721492770686	-0.0635778952851368	0.97430533864369	0.583388680266185
"TRINITY_DN605_c0_g2_i1"	-0.317176283160428	0.0559880823587102	-0.0986914692639756	0.951180357165343	0.535657521853965
"TRINITY_DN602_c0_g1_i1"	-0.751869103181556	0.749260679012297	-0.0475867600969955	0.140698913411888	-0.262591471476558
"TRINITY_DN685_c1_g1_i1"	-0.28590071007828	0.0400780893966565	-0.127193981395841	0.975213884351045	0.587768390790534
"TRINITY_DN637_c0_g1_i2"	-0.316130274587652	0.0712734798796809	-0.120697742891856	0.990198501808044	0.583595813015826
"TRINITY_DN648_c0_g1_i1"	-0.58483947649925	0.71061175968148	0.306391868515212	-0.114143127457391	-0.340430502332162
"TRINITY_DN629_c0_g1_i2"	-0.364080646020787	0.160412267403102	-0.119219867558909	0.970254742605511	0.551590448202777
"TRINITY_DN629_c0_g1_i1"	-0.273442341529967	0.0216197986417885	-0.126586765541961	0.986383954590405	0.602245047757729
"TRINITY_DN5225_c0_g1_i1"	-0.326360046089856	0.0862828404825323	-0.117517742106364	0.98115313692507	0.578312028298032
"TRINITY_DN5288_c0_g1_i1"	-0.630550001837493	0.781694126027701	-0.180863937414446	0.0992306827265297	-0.0563799216726356
"TRINITY_DN5245_c0_g1_i1"	-0.338299282125782	0.0848753102002194	-0.183828177496308	0.981891269282026	0.576247190399824
"TRINITY_DN4362_c0_g1_i2"	0.949983527770198	-0.874539374723997	-0.120606889891088	-0.257249345639469	0.322063545606272
"TRINITY_DN4315_c0_g1_i1"	0.00939054259070165	-0.15248355374748	-0.374228637597786	0.900710832438831	0.874919408598457
"TRINITY_DN4307_c0_g1_i1"	-0.651698261765561	0.779490052704973	0.0168071373527918	-0.286766752445605	-0.5186671853123
"TRINITY_DN4396_c0_g1_i2"	-0.305771010195069	0.0636016232712827	-0.104614772413626	0.982402729307775	0.588599238221205
"TRINITY_DN4343_c0_g1_i1"	-0.384956382741691	0.157566118602305	-0.113242705946253	0.9618597497183	0.533967278117216
"TRINITY_DN3425_c0_g1_i1"	-0.298443576385756	0.0526491080814272	-0.134101720613174	0.977119806133486	0.594607361686366
"TRINITY_DN3458_c0_g1_i1"	-0.29837933030712	0.504489065772718	-0.187248731294916	-0.12212965237239	-0.102584144649185
"TRINITY_DN3484_c0_g1_i1"	0.581972792030728	-0.529383532216005	-0.408453840646523	0.463833885081935	0.934475100523942
"TRINITY_DN3480_c0_g1_i1"	-0.1853972279243	-0.0866111325200099	-0.00528608764152398	0.952923361821056	0.55663953791271
"TRINITY_DN2569_c0_g1_i2"	0.445638303360576	-0.362455676383945	-0.64058122981223	0.397683542511531	0.945459532968054
"TRINITY_DN2581_c0_g1_i1"	0.942366867872673	-0.893022433661837	-0.278942098669416	-0.0557913784275677	0.527436157045862
"TRINITY_DN2556_c1_g1_i1"	0.587847831800442	-0.317434747262893	-0.031113811208157	-0.747054915965574	-0.107780560957078
"TRINITY_DN2523_c0_g1_i2"	0.776698354548114	-0.621326966806596	-0.378356246436279	-0.274959974789518	0.33923670847214
"TRINITY_DN2578_c0_g2_i1"	-0.690350297320693	0.834823593260516	0.226090534313637	-0.0808744293306869	-0.35507890831533
"TRINITY_DN3751_c0_g1_i1"	-0.173285382910914	-0.040048499282431	-0.0129890931951089	0.872862032670432	0.513032098823938
"TRINITY_DN3720_c0_g1_i1"	-0.319896685559696	0.0654340891446191	-0.0980884128757342	0.969419282304644	0.581459205488907
"TRINITY_DN3761_c0_g1_i1"	-0.344505869104053	0.0968298548385322	-0.162625030590472	0.986578403914028	0.575957990806604
"TRINITY_DN3739_c0_g1_i1"	-0.287972023397198	0.0537913774412279	-0.123731005999676	0.975191233965251	0.583066741739032
"TRINITY_DN3762_c0_g1_i1"	-0.317114143828119	0.0625561413291427	-0.173736989332606	0.97766089795086	0.574788053475417
"TRINITY_DN2870_c0_g1_i1"	0.080214015735321	-0.16824946368391	-0.512454543020541	0.809239380338305	0.932197187094607
"TRINITY_DN2802_c0_g1_i1"	-0.588691853465583	0.717804816953758	0.423267484751421	-0.234049850708515	-0.590534266222715
"TRINITY_DN2817_c0_g1_i1"	0.122672726718198	-0.143502206902643	-0.247492154558154	0.202649571546273	0.350836432541827
"TRINITY_DN1976_c0_g1_i1"	-0.619441064595646	0.700956667854451	0.314392115915591	-0.253463600917998	-0.574243157930525
"TRINITY_DN1987_c0_g2_i2"	-0.155266109568845	0.0114903571102033	0.681760607162412	-0.160692274725772	-0.620808372530929
"TRINITY_DN1987_c0_g2_i1"	-0.263660653317559	0.209867941768756	0.758802812203514	-0.271687341103514	-0.672182657278544
"TRINITY_DN1912_c0_g1_i1"	-0.281128313026976	0.0370644642003035	-0.102091460561567	0.990794022855001	0.601302607302895
"TRINITY_DN1915_c0_g1_i1"	0.130568352709337	-0.241035850903679	-0.345359514437126	0.836405611239537	0.87629742776171
"TRINITY_DN1941_c0_g3_i1"	-0.701967758358254	0.558831251932439	0.168591824641324	0.368024955827072	-0.153758850479395
"TRINITY_DN1920_c0_g1_i1"	-0.276671067946763	0.0511378749595261	-0.094751570684518	0.980133318634895	0.598496211813159
"TRINITY_DN4153_c0_g1_i1"	-0.0702415100574538	-0.101745418286028	-0.38052223814009	0.932507852236756	0.82879696253482
"TRINITY_DN4145_c0_g1_i1"	0.476740272344905	-0.408812280389619	0.00979047288138618	-0.118834403295991	0.343825418801842
"TRINITY_DN4197_c0_g1_i1"	-0.310913721464682	0.0570598322267421	-0.0926789381844532	0.973728067118923	0.564938656353462
"TRINITY_DN4123_c0_g1_i1"	0.144797377617333	-0.23437261262843	-0.475343844724594	0.785065738420012	0.939193390830328
"TRINITY_DN4121_c0_g1_i1"	0.209379124378732	-0.235944161827941	-0.49100036962123	0.677234636742097	0.95786077282782
"TRINITY_DN3270_c0_g1_i1"	-0.0977243100056309	-0.0777969082096573	-0.351041101587169	0.943469590678561	0.805542654137305
"TRINITY_DN3215_c0_g1_i1"	-0.314558245853889	0.584603881033104	-0.31531856910343	-0.105782120953802	0.0621740596782262
"TRINITY_DN3250_c0_g1_i1"	-0.129959825813929	-0.0827101024285601	-0.238473344712588	0.967511806659978	0.749682240334612
"TRINITY_DN2302_c0_g1_i1"	0.0646509409827702	-0.191285647063196	-0.405260439348263	0.844878238750378	0.89616259885474
"TRINITY_DN1474_c1_g2_i1"	-0.106756256925325	-0.191099815008155	0.43636489685608	0.668690481390721	0.164775888600126
"TRINITY_DN3557_c0_g1_i1"	-0.297157304812215	0.0431957611301112	-0.138675919338833	0.985222549446938	0.589182249739897
"TRINITY_DN2689_c0_g1_i2"	-0.353216739800823	0.110881074172276	-0.122222566003093	0.971840255221434	0.557675091147412
"TRINITY_DN2679_c0_g1_i2"	-0.177905981647748	-0.044609740467798	-0.0564771497565305	0.949597966132195	0.575018013388441
"TRINITY_DN2625_c0_g1_i1"	0.921826927863433	-0.77756786644036	-0.257776974555069	-0.282538297066666	0.470284731449963
"TRINITY_DN2618_c0_g1_i1"	-0.33171231843812	0.113292152389676	-0.0900965355669168	0.976413154955821	0.564879411087957
"TRINITY_DN2695_c0_g1_i1"	-0.283358978662898	0.0454112524615479	-0.0916491093811565	0.988129394472935	0.598831304917945
"TRINITY_DN2638_c0_g1_i1"	-0.0112103584652444	-0.139981050125135	-0.345045690986313	0.912157697411749	0.856061536470618
"TRINITY_DN1752_c0_g1_i1"	-0.338473787697684	0.0930607687158712	-0.12416971967213	0.986867610794696	0.579362559582066
"TRINITY_DN1707_c0_g1_i1"	-0.567215737211465	0.65181720201934	0.392295572385233	-0.50006167492697	-0.77052317965563
"TRINITY_DN1719_c0_g1_i1"	0.150871102214082	-0.225218865578704	-0.310930426269884	0.831948554821775	0.849488101513266
"TRINITY_DN1728_c0_g1_i1"	-0.882310643103347	0.950033982864283	-0.0974421658794178	0.181511671641944	-0.215348310235374
"TRINITY_DN1744_c0_g2_i1"	-0.852776460834025	0.927228652371377	0.125485751916029	-0.0143031480861339	-0.430197357762469
"TRINITY_DN1770_c0_g1_i1"	-0.268085234177877	0.0153980616897715	-0.093162706256442	0.978889588164936	0.59759016100333
"TRINITY_DN1710_c0_g1_i1"	-0.647002037778474	0.476329966148533	0.276613028157362	0.662271736002652	-0.0205991008274912
"TRINITY_DN1721_c0_g9_i1"	0.273444152613735	-0.21025903553387	-0.526519396720727	-0.360488291457123	-0.0570245791602192
"TRINITY_DN151_c0_g1_i1"	0.929332495726538	-0.927096232347981	-0.201779669785726	-0.0485879611070478	0.460090641498871
"TRINITY_DN104_c0_g1_i1"	-0.0921739017118688	-0.141494144097982	0.0122431902950225	0.923380504489947	0.570948000210757
"TRINITY_DN158_c1_g1_i1"	0.901477130276149	-0.799470214157008	-0.218012714117318	-0.0918337330761875	0.529921996341079
"TRINITY_DN173_c0_g1_i3"	-0.315787568911319	0.0730233698332214	-0.131904303212339	0.989265407706226	0.582933760653613
