"kMEblack"	"kMEblue"	"kMEbrown"	"kMEpink"	"kMEred"	"kMEyellow"
"TRINITY_DN4739_c0_g1_i1"	0.459243430212818	0.797695825877299	-0.795947300711257	-0.296491647833485	0.249757466457962	-0.737848526377753
"TRINITY_DN4742_c0_g1_i1"	0.263089674654097	0.945780087216387	-0.544594952073653	-0.211625824595845	0.247406590193626	-0.710084363301219
"TRINITY_DN4744_c0_g1_i12"	-0.0206694816310727	-0.735486861568381	0.272121895728654	-0.160749383248626	-0.335103601970088	0.784245193433991
"TRINITY_DN4744_c0_g1_i5"	-0.146473369215917	0.222502796412546	-0.418205819932115	-0.0261064220568976	0.0709348607254505	-0.0858332640095593
"TRINITY_DN4757_c0_g1_i1"	0.441694081085637	0.865572883325451	-0.662339787971447	-0.0877584573237098	0.173212115342	-0.853195069070863
"TRINITY_DN4701_c0_g1_i2"	0.0234792880734477	0.641688634265847	-0.175689868811576	0.0547950450778115	0.0549389180506765	-0.38762577578701
"TRINITY_DN4711_c2_g1_i2"	-0.136314939289305	-0.436092498887369	0.600626066900397	0.172243532507509	-0.231299515246945	0.437594567398217
"TRINITY_DN4711_c8_g1_i1"	0.437672739730477	0.617508988106311	-0.382870367483784	-0.093369012301891	-0.0209124081101127	-0.464043869507757
"TRINITY_DN4711_c4_g1_i2"	0.174802476902887	0.568549230326301	-0.00463609240120066	0.163607807533219	-0.15055532707701	-0.380955458888012
"TRINITY_DN4704_c4_g1_i1"	0.460495104194042	0.4695868915979	-0.458748313193196	-0.0655652516589156	0.310521024343459	-0.609606468890215
"TRINITY_DN4704_c4_g1_i2"	0.421507521471585	-0.0926493662471386	-0.051001495489882	-0.162839044841327	0.182243707931254	0.0871616625292505
"TRINITY_DN4704_c4_g1_i3"	0.44897734322374	0.779960274220024	-0.755158886191935	-0.109720505073446	0.323014577588536	-0.876766406638699
"TRINITY_DN4704_c0_g1_i10"	0.358485450915206	0.87175090882879	-0.64812300418124	-0.12459345833106	0.386370960443777	-0.864238272341685
"TRINITY_DN4704_c0_g1_i16"	0.352526997501909	0.872709369897607	-0.636368428451941	-0.12367651353676	0.386003572100469	-0.864419837479374
"TRINITY_DN4704_c0_g1_i4"	0.294670715011573	0.853336827036165	-0.585806430862659	-0.0809206059297558	0.327083207794972	-0.854649325267773
"TRINITY_DN4704_c14_g1_i1"	0.348899062912091	0.886487267544005	-0.5386426216512	-0.243294325214273	0.323620082326046	-0.664776040858555
"TRINITY_DN4704_c1_g1_i2"	0.0663740907452969	0.851280346403301	-0.547459308140474	-0.243917215585413	0.0861050294003797	-0.586460557908
"TRINITY_DN4704_c2_g2_i1"	-0.343130204569683	-0.32694928106359	0.839716888222857	0.243818828318681	-0.0264098447503799	0.32595609275063
"TRINITY_DN4704_c2_g1_i1"	0.0318973803607269	0.070524798200844	-0.503110061561705	-0.188466285945268	0.17741213395704	-0.0433691162887666
"TRINITY_DN4704_c2_g1_i4"	0.365620725936091	0.0822728350416705	-0.155700909625286	-0.258014960634435	-0.0460405322494472	0.179839200375708
"TRINITY_DN4704_c2_g1_i5"	0.403209927571192	0.908882923800663	-0.784003231498232	-0.329879830008651	0.33922872423875	-0.724174687419604
"TRINITY_DN4704_c2_g1_i6"	-0.106869455542847	-0.399962107806985	-0.126530946738816	-0.204900441894746	-0.0384293386595324	0.418244027248165
"TRINITY_DN4733_c0_g1_i1"	0.470142758669483	0.922553552654351	-0.678665206039318	-0.201797886195948	0.219582002425982	-0.758862241346244
"TRINITY_DN4790_c0_g1_i1"	-0.225270120197697	-0.751134723257884	0.213033850724754	-0.00751874423235501	-0.218111605580256	0.743256566624651
"TRINITY_DN4708_c0_g1_i1"	0.414630926421427	0.888762368868198	-0.472460505609865	-0.149663090549772	0.176026449768926	-0.641392965199089
"TRINITY_DN4702_c0_g1_i6"	0.143688388743441	0.525074109408272	-0.184197505802512	0.00908173264834641	0.263069625132839	-0.599600235822691
"TRINITY_DN4712_c0_g4_i1"	0.447249891268427	0.780066932454476	-0.72360676844733	-0.0908160281852004	0.299042156996097	-0.875848677903497
"TRINITY_DN4712_c0_g2_i1"	-0.363825492275249	-0.555758667878147	0.895039166035558	0.493456851048548	-0.444587284450246	0.434624875897115
"TRINITY_DN4712_c0_g1_i1"	-0.350459024556185	-0.479032428356983	0.787600310587308	0.285170157707012	-0.0894690058196423	0.45889191560239
"TRINITY_DN4712_c0_g1_i2"	-0.133368602655325	-0.151126617060703	0.586539263044159	0.360432568158729	-0.0204776381952669	0.140883660694534
"TRINITY_DN4712_c0_g3_i3"	0.00657115167328619	-0.339537439712721	0.165711622310141	-0.429566621055291	0.15555833292423	0.528832203824513
"TRINITY_DN4712_c4_g1_i1"	-0.563594196004543	-0.562005183234228	0.88338471509943	0.291593605243899	-0.13035930902564	0.493446084506206
"TRINITY_DN4741_c2_g2_i1"	0.3893912523266	0.766085403269614	-0.426410681536663	-0.385131616524509	0.443913939168618	-0.556838257403079
"TRINITY_DN4792_c0_g1_i1"	0.451610695037332	0.878572899949845	-0.745736420411487	-0.249330309897536	0.286068838484953	-0.719920672079019
"TRINITY_DN4792_c0_g2_i1"	0.51730656627907	0.896895240678688	-0.732383798567085	-0.207133827946081	0.266918505783562	-0.772030403491713
"TRINITY_DN4740_c0_g2_i8"	0.241267600283968	0.707547879903818	-0.631088532715687	-0.260897324011686	0.525517051446998	-0.759098282265765
"TRINITY_DN4783_c0_g1_i13"	0.0227732346046853	-0.192778632120955	0.40332222620213	-0.224473645538053	-0.526247645095988	0.381266218795164
"TRINITY_DN4783_c0_g1_i22"	0.37177012434505	0.525236111746099	-0.301024447518906	0.143024326493114	0.325466006225563	-0.612402564612902
"TRINITY_DN4783_c0_g1_i24"	-0.00609769042759589	-0.556555837541246	0.227604465334463	-0.390985269599819	-0.0632637777174526	0.64392982545308
"TRINITY_DN4774_c0_g1_i1"	0.437192455284968	0.872443799924287	-0.678746312607988	-0.171824389113654	0.212564659122063	-0.846051839180501
"TRINITY_DN4767_c0_g1_i1"	0.505852256456464	0.337932399191526	-0.487378264870853	0.076465926387715	0.336661558008687	-0.486297894620837
"TRINITY_DN28940_c0_g1_i1"	0.24129839204357	0.890265181470319	-0.688635607674218	-0.157612423837061	0.156002736770741	-0.742660891537382
"TRINITY_DN28946_c0_g1_i1"	-0.224308870246573	-0.216345869327054	0.28558901495698	0.974909407363373	-0.212160514737143	-0.0850597993598723
"TRINITY_DN19767_c0_g1_i1"	-0.343223925332177	-0.763601219851937	0.507718284991242	-0.142714706327547	-0.310282597468895	0.933221812291548
"TRINITY_DN19730_c2_g1_i1"	-0.399024755392339	-0.279740956692532	0.702830819271241	0.266884862498063	-0.128389344715564	0.15447941527455
"TRINITY_DN19730_c3_g1_i1"	0.477539240034108	0.839793378421168	-0.801056767509194	-0.269608357318025	0.386533501739156	-0.74381410973008
"TRINITY_DN19757_c1_g1_i1"	0.398718760574975	0.718028102261417	-0.537952587788577	-0.217166883270245	0.287292454616154	-0.513257628223266
"TRINITY_DN19786_c0_g2_i1"	-0.473442135019861	-0.387141934863042	0.718288851737284	0.0476081264669078	-0.222173919313199	0.389136254501838
"TRINITY_DN19747_c0_g1_i4"	-0.137655411845392	0.0245355136543439	0.423448933740507	0.11524725361541	0.228629546364091	0.0739515513137979
"TRINITY_DN19747_c0_g1_i7"	-0.120893599956381	-0.291791250496165	0.487176560005196	0.113874541393374	-0.196942423571947	0.329437044519451
"TRINITY_DN0_c4_g1_i4"	-0.0451955681892619	-0.226849367185359	0.487846362090423	-0.181865814744494	-0.270775351518242	0.474312299631516
"TRINITY_DN0_c0_g1_i12"	0.102925132685165	-0.261441554709073	-0.12728155175603	0.0289426441572007	0.15004348737471	0.0264467185654346
"TRINITY_DN0_c0_g1_i28"	0.174758684155656	-0.0543854317330645	0.0859192167290563	-0.0809319686138395	0.127435604447533	0.0681636406975829
"TRINITY_DN0_c0_g1_i34"	0.33451221774738	0.245311101457374	-0.674483426793663	-0.136242402006522	0.317884024160359	-0.354903743103998
"TRINITY_DN0_c0_g1_i39"	0.295822982067581	0.770752695580134	-0.487473016447956	-0.0946199771414743	0.329277616141131	-0.748789973418655
"TRINITY_DN0_c0_g1_i4"	-0.113470814478069	-0.275192792673813	0.77394006605028	0.375204609160926	-0.0589284073378015	0.186426134239849
"TRINITY_DN0_c2_g1_i1"	-0.361302319218766	-0.595054814505219	0.931602350092492	0.479240732889987	-0.273665878919543	0.386408371496657
"TRINITY_DN0_c2_g1_i14"	-0.310772698905726	-0.229527488964023	0.77002130006693	0.279966064384857	-0.120493470843321	0.0912045210156946
"TRINITY_DN0_c2_g1_i16"	0.00294607275461829	-0.258430978452225	-0.18284995474461	-0.265815058419328	0.0226787792580477	0.208349463330312
"TRINITY_DN0_c2_g1_i18"	0.18153811211473	-0.134102324017004	0.021919483284825	-0.191421428025832	0.182394775808365	0.223903606600875
"TRINITY_DN0_c2_g1_i2"	-0.201018518229208	-0.630438683283924	0.672690457788754	0.203087688688534	-0.369445190901911	0.555260267696498
"TRINITY_DN0_c2_g1_i24"	-0.505372806360714	-0.247650670792325	0.551870665287064	0.0655523973798144	-0.0365086026231972	0.385325301490137
"TRINITY_DN0_c2_g1_i28"	-0.111588793998226	-0.643999085708401	0.135114142656487	-0.0702820686163554	0.244815368786825	0.420700886310304
"TRINITY_DN0_c2_g1_i29"	-0.292193873620611	-0.201312427161645	0.340678713274482	0.00420414939732188	-0.0664259373194548	0.297401997308585
"TRINITY_DN0_c2_g1_i31"	-0.146037219968209	-0.19242007166323	0.618332778094774	0.374979798824742	-0.270648394434973	0.208718697615155
"TRINITY_DN0_c2_g1_i33"	0.0533990415076736	-0.188597863416439	-0.10781067861237	-0.245621674917117	0.224305258077672	0.0599916617867038
"TRINITY_DN0_c2_g1_i35"	0.0553497290231046	0.227383823933624	-0.310736749848294	-0.0362292617389689	0.294122465061123	-0.304378915360027
"TRINITY_DN0_c2_g1_i37"	-0.303176592940269	-0.51134797712707	0.789546028790119	0.363426797988611	-0.233908031252172	0.312583744091553
"TRINITY_DN0_c2_g1_i39"	-0.380743888913725	-0.723687694694002	0.861248907239993	0.134003759051792	-0.338351064134566	0.718689883509738
"TRINITY_DN0_c2_g1_i4"	-0.337182791330329	-0.571019389951982	0.883783574023673	0.323212696469644	-0.343407900593043	0.575947074411204
"TRINITY_DN0_c2_g1_i40"	-0.110264807714339	0.0242566548164585	-0.0386838244953691	-0.249919825896859	0.255451204707491	-0.0684463857149029
"TRINITY_DN0_c2_g1_i43"	-0.0304711690301965	0.231596322091549	-0.209460282387856	-0.15316565930678	-0.213794110928583	-0.222615925799869
"TRINITY_DN0_c2_g1_i6"	0.351982667220736	0.749181458699388	-0.594465176810471	-0.3587546912195	0.311599123505928	-0.687339345148385
"TRINITY_DN0_c2_g1_i7"	-0.074603577018379	-0.311364423236425	0.417909610911697	0.0115660751876895	-0.411393376466242	0.355239073997867
"TRINITY_DN0_c2_g1_i9"	-0.541417172252566	-0.207187394113605	0.659128918925152	0.224148036356798	-0.0816292905258333	0.282243756919231
"TRINITY_DN0_c235_g1_i1"	0.428695788072082	0.935499600474864	-0.763831127568317	-0.197691290686756	0.230997372075872	-0.812731629849222
"TRINITY_DN0_c5_g3_i2"	-0.476824548113091	-0.824062965229491	0.587030620580895	0.0153633510935666	-0.248164162661707	0.712164920465925
"TRINITY_DN0_c162_g1_i1"	-0.225343815859717	-0.487841005595741	0.736383805858864	0.343708448742247	-0.520978360485586	0.420568556328273
