"id173_TPM"	"id272_TPM"
"TRINITY_DN12479_c0_g1_i1"	81.7211	54.9664
"TRINITY_DN4789_c16_g1_i4"	68.0121	42.8211
"TRINITY_DN4739_c0_g2_i8"	157.012	31.0723
"TRINITY_DN4739_c0_g3_i7"	565.461	196.57
"TRINITY_DN4739_c0_g1_i5"	273.723	68.8077
"TRINITY_DN4739_c0_g1_i10"	409.073	143.228
"TRINITY_DN54093_c2_g1_i4"	132.685	98.7838
"TRINITY_DN19754_c7_g1_i1"	342.697	138.117
"TRINITY_DN4_c9_g2_i3"	75.0955	84.1751
"TRINITY_DN10_c739_g1_i1"	110.563	112.093
"TRINITY_DN96_c12_g1_i1"	125.111	173.7
"TRINITY_DN3_c0_g1_i22"	55.4903	116.387
"TRINITY_DN3_c0_g1_i19"	76.7797	74.398
"TRINITY_DN40_c1_g1_i2"	123.923	38.9148
"TRINITY_DN3831_c8_g1_i5"	101.02	58.3125
"TRINITY_DN95829_c0_g1_i1"	58.1865	55.2082
"TRINITY_DN2992_c22_g1_i1"	49.623	42.1905
"TRINITY_DN2917_c11_g1_i11"	42.5979	171.552
"TRINITY_DN2910_c1_g1_i1"	73.8791	99.0186
"TRINITY_DN53114_c0_g1_i16"	92.3549	37.6202
"TRINITY_DN53114_c0_g1_i10"	92.3549	37.6202
"TRINITY_DN10847_c0_g1_i3"	36.3799	93.7132
"TRINITY_DN26056_c6_g1_i1"	56.9831	39.753
"TRINITY_DN407_c50_g1_i1"	67.1478	37.1631
"TRINITY_DN7818_c2_g1_i8"	50.7386	50.9169
"TRINITY_DN6903_c1_g1_i3"	89.5056	54.6056
"TRINITY_DN24576_c1_g1_i1"	28.7817	76.3762
"TRINITY_DN6005_c0_g2_i2"	97.7962	63.1618
"TRINITY_DN41812_c1_g1_i7"	133.03	57.1572
"TRINITY_DN41826_c1_g1_i2"	37.9966	229.044
"TRINITY_DN57098_c0_g1_i2"	48.6586	432.108
"TRINITY_DN32734_c2_g1_i1"	92.7526	551.931
"TRINITY_DN817_c0_g1_i7"	214.315	149.209
"TRINITY_DN896_c12_g1_i21"	15.2445	159.189
"TRINITY_DN48033_c2_g3_i1"	70.639	39.8489
"TRINITY_DN23703_c0_g2_i1"	62.5579	39.9284
"TRINITY_DN4283_c0_g1_i12"	100.955	39.0148
"TRINITY_DN4295_c2_g1_i1"	249.344	34.5072
"TRINITY_DN4261_c0_g1_i10"	28.4732	427.595
"TRINITY_DN39062_c0_g1_i12"	16.9478	89.9841
"TRINITY_DN14793_c0_g1_i4"	23.0438	180.536
"TRINITY_DN14718_c1_g1_i29"	63.3709	142.037
"TRINITY_DN56245_c0_g1_i1"	62.9953	56.565
"TRINITY_DN13873_c0_g1_i5"	81.5774	34.4553
"TRINITY_DN80915_c2_g1_i3"	45.1617	39.9006
"TRINITY_DN80941_c0_g2_i1"	110.491	44.1228
"TRINITY_DN8273_c7_g1_i3"	153.368	56.237
"TRINITY_DN8212_c6_g1_i2"	416.204	173.731
"TRINITY_DN36693_c0_g1_i8"	27.9356	201.4
"TRINITY_DN53854_c17_g1_i2"	603.997	348.409
"TRINITY_DN27569_c2_g2_i1"	82.2076	42.2458
"TRINITY_DN11237_c0_g1_i59"	68.8654	37.8563
"TRINITY_DN11244_c0_g1_i9"	48.7418	98.3232
"TRINITY_DN5455_c0_g2_i5"	100.037	60.6792
