"kMEblack"	"kMEblue"	"kMEbrown"	"kMEgreen"	"kMEgrey60"	"kMElightgreen"
"TRINITY_DN5605_c6_g1_i1"	0.0985040325104082	0.0114984600722661	-0.200847608304326	0.0750587331052166	-0.296443538559509	-0.250442621769093
"TRINITY_DN5631_c0_g1_i2"	-0.304567075825895	0.789361673518375	-0.556273071864665	-0.640207428486248	0.62825118891951	0.51498874316634
"TRINITY_DN37816_c0_g1_i1"	0.228216184834937	-0.609306063075247	0.889304716581104	0.247135088733069	-0.349328126294119	-0.306443659849132
"TRINITY_DN37868_c0_g1_i2"	0.134988160683958	-0.655285369068356	0.914053219819341	0.589938094608315	-0.423298241545866	-0.363165466901853
"TRINITY_DN37821_c0_g1_i10"	0.334832167522656	-0.681662934744089	0.920800177688236	0.480111345661058	-0.585723143982742	-0.339781189262732
"TRINITY_DN37814_c0_g1_i3"	0.92120017964456	-0.446755437766186	0.119697437108137	-0.0720254323626915	-0.254274573364601	-0.583674337736903
"TRINITY_DN37883_c1_g2_i7"	0.0848972412572219	-0.54067400199911	0.585120396711574	0.326065948670933	0.0261215328454792	0.00604838293326856
"TRINITY_DN37810_c0_g1_i7"	-0.366218905308502	0.827958051021253	-0.554872017689659	-0.693470870774635	0.593516821783537	0.494494079399335
"TRINITY_DN37828_c1_g1_i1"	0.080701006790364	-0.748132311560147	0.48542823795795	0.956603711678881	-0.296032706527507	-0.255500517127779
"TRINITY_DN79355_c0_g1_i7"	0.104149392996042	-0.686902187788642	0.943572176179029	0.493902575641077	-0.311195073865402	-0.425856531468679
"TRINITY_DN79315_c0_g2_i1"	-0.0320849731187124	-0.647918941609726	0.523054387158794	0.96246013399646	-0.353378353544108	-0.325797536234227
"TRINITY_DN63083_c3_g1_i1"	-0.0892067640857623	-0.549771444330369	0.271922280636351	0.821526366662339	-0.119986177824648	-0.0600964990600531
"TRINITY_DN63081_c0_g1_i5"	0.10006303912509	-0.51156371571601	0.911876342109926	0.391022697209542	-0.406583148476607	-0.348314584757385
"TRINITY_DN63028_c0_g1_i2"	-0.11371214053013	-0.649688315029493	0.928326362557036	0.656512999786333	-0.319928301887315	-0.332616807028564
"TRINITY_DN28797_c0_g3_i7"	-0.127977612067376	0.779508476215446	-0.496888777642289	-0.59802856329476	0.193943220421164	0.344643061911796
"TRINITY_DN28742_c0_g1_i10"	-0.512864014207406	0.940548896992499	-0.645068252461028	-0.51518297899852	0.160684868389767	0.504554185659978
"TRINITY_DN28742_c0_g1_i2"	-0.208462438319448	0.515203721201411	-0.507350586929239	-0.56320451564928	0.649204565099352	0.361224689930798
"TRINITY_DN28708_c1_g1_i6"	0.0738995007705619	-0.749459616333206	0.498371780856331	0.946961269611929	-0.286758178247056	-0.256807447711665
"TRINITY_DN28708_c2_g2_i1"	0.0523944729184691	-0.593335828396082	0.611317259275067	0.860644000057744	-0.311470302764019	-0.274661661515183
"TRINITY_DN28708_c2_g1_i3"	-0.0595424806224075	-0.482237933589876	0.445781920289672	0.809826936071746	-0.111966793014339	-0.0408903688495774
"TRINITY_DN28779_c0_g1_i3"	-0.675756208258369	0.786960369037605	-0.486683229066261	-0.489189160859502	0.564423130765087	0.572063786775154
"TRINITY_DN28779_c0_g1_i9"	-0.396766012763557	0.839698401905379	-0.626134614197862	-0.570550990089053	0.197667788173973	0.562522328144042
"TRINITY_DN28721_c2_g2_i1"	0.0921738236538819	-0.623228063946807	0.520392132588684	0.878919432178326	-0.241624784952773	-0.22496227951686
"TRINITY_DN28760_c7_g1_i1"	-0.0776675408093724	-0.557421897127568	0.727646745708543	0.864996885275757	-0.487464572640235	-0.248918451074489
"TRINITY_DN28791_c8_g1_i1"	0.2110078546047	-0.68568375914429	0.933278429053896	0.399845908312042	-0.346137037591683	-0.437578795870964
"TRINITY_DN28777_c0_g2_i1"	-0.0234199986469082	-0.630191147128457	0.583687459678199	0.932856704757651	-0.539754499777279	-0.209785600062843
"TRINITY_DN28777_c1_g1_i1"	0.113708917497165	-0.824962443300222	0.794792459209644	0.911653312865693	-0.439243351952215	-0.367632516197352
"TRINITY_DN28710_c0_g1_i8"	0.0814822696043798	-0.674649196592193	0.477506226920012	0.815400468642602	-0.226140417596498	-0.231781368371712
"TRINITY_DN28710_c0_g1_i2"	0.0379755481609191	-0.705679171942982	0.532493400891344	0.984355238372217	-0.325049846971366	-0.282058593092949
"TRINITY_DN28769_c0_g1_i1"	-0.0522831736129623	-0.63385170640501	0.572250294045795	0.980109891391297	-0.403431016602124	-0.230515333344275
"TRINITY_DN28722_c2_g1_i1"	-0.36860499274688	0.864119423818169	-0.498217189319468	-0.595879367593295	0.335634104065299	0.530369998904601
"TRINITY_DN28783_c1_g1_i5"	0.0614824361240698	-0.777359265528082	0.692612041300031	0.956188100931437	-0.407851725182528	-0.345566353749689
"TRINITY_DN28729_c0_g1_i3"	0.228396851497654	-0.735081900132068	0.949627909154031	0.445041952536173	-0.400292688793217	-0.344902077145628
"TRINITY_DN28789_c2_g1_i24"	-0.441090722724852	0.74944229527609	-0.764416690066178	-0.459384706463362	0.271025689727729	0.484239809710179
"TRINITY_DN28789_c2_g1_i13"	-0.592419671617831	0.876592240567936	-0.808253542714148	-0.628905389536198	0.696899340682857	0.489970074204826
"TRINITY_DN28789_c1_g1_i1"	-0.123546050622676	-0.335701661341023	0.575430005531935	0.573557633877548	-0.385085864825382	-0.0368100519298504
"TRINITY_DN79407_c0_g1_i7"	0.176504276349915	-0.61456800265465	0.861708923167435	0.330338438438743	-0.305760105669141	-0.423675964081491
"TRINITY_DN79422_c1_g1_i1"	-0.0409150881964625	-0.621416002641658	0.593526306562869	0.933244913797686	-0.386050638417562	-0.361087960135849
"TRINITY_DN79478_c0_g1_i2"	-0.485845496794969	0.734001923006494	-0.707805300167001	-0.325654804313067	0.309627941107811	0.448316339272946
"TRINITY_DN79478_c1_g1_i1"	-0.358348641145556	0.929532706876874	-0.725429749306995	-0.73529193374387	0.431732774726221	0.407284813456418
"TRINITY_DN12483_c0_g1_i3"	-0.361534349059681	0.831278561652404	-0.49688546155521	-0.516096884433057	-0.0993455964828339	0.464753022381513
"TRINITY_DN12483_c2_g1_i1"	0.0545020373269454	-0.757165453289187	0.799292510791642	0.872671547067998	-0.436045768330812	-0.374782378279752
"TRINITY_DN12440_c0_g2_i1"	-0.313434428040099	0.861201936399014	-0.559880460859988	-0.623012930257154	0.346912155297127	0.462746306469324
"TRINITY_DN12479_c0_g1_i17"	-0.585413112473662	0.801395363248916	-0.581745824986061	-0.453472527351176	0.596529223071382	0.499257944257729
"TRINITY_DN12479_c0_g1_i14"	-0.59300550830732	0.606578720346368	-0.560511236171365	-0.454325205426832	0.844441321773763	0.293111788009917
"TRINITY_DN12400_c5_g1_i1"	-0.348601361001816	-0.15055228438505	0.379156610719491	0.604370895729376	-0.150850332286569	0.0245772714516028
"TRINITY_DN12487_c0_g1_i1"	-0.480128300951632	0.945072757303474	-0.700197601964028	-0.630156137505557	0.241350043629852	0.42063429183092
"TRINITY_DN12487_c0_g1_i5"	-0.691558559809286	0.836527378699445	-0.637462905490769	-0.452536619330656	0.281512310814666	0.487085927079795
"TRINITY_DN12416_c0_g1_i2"	-0.396351186100907	0.970862748420942	-0.723212028857942	-0.777212939839801	0.454910541689822	0.430271423899318
"TRINITY_DN12416_c0_g1_i4"	-0.442447509795949	0.929333334675298	-0.761054283757113	-0.700686078355358	0.422627863641282	0.45042936930938
"TRINITY_DN96656_c1_g2_i2"	-0.289852357383443	0.832743447306245	-0.685733357540259	-0.872907736767714	0.50580707123187	0.467728181671415
"TRINITY_DN96656_c1_g3_i1"	-0.274797435372574	0.894737046846058	-0.807280364257197	-0.795594394498024	0.503147348265731	0.403464737431074
"TRINITY_DN96701_c0_g1_i1"	0.0707773545256336	-0.7305450856656	0.672124562766147	0.965757815652294	-0.366637914322342	-0.319747291520223
"TRINITY_DN96677_c6_g1_i1"	-0.0718181379647989	-0.425586716077598	0.41569457301141	0.765490161995641	-0.459956455334823	-0.131841980597119
"TRINITY_DN4795_c0_g1_i22"	-0.30504820065506	0.321655030711119	-0.450585817198478	-0.381907692642115	0.979676224401068	0.153641230290478
"TRINITY_DN4715_c0_g1_i19"	-0.495753216670245	0.9666774035321	-0.791268848541209	-0.646627946290294	0.470527031963954	0.533366533960605
"TRINITY_DN4775_c4_g1_i1"	-0.351512146205508	0.563194648065109	-0.561409970702891	-0.376538584947054	0.573978640852344	0.189488432677745
"TRINITY_DN4775_c2_g3_i2"	-0.485073163948851	0.916828277223348	-0.629429990628304	-0.552768503033042	0.361503255481556	0.488828788904437
"TRINITY_DN4791_c0_g1_i1"	-0.338739809522981	0.836689735948436	-0.45900161556765	-0.59587296921678	0.357413979909242	0.433043986743403
"TRINITY_DN4727_c0_g1_i10"	-0.182671319123134	0.764610090972468	-0.442399980426799	-0.507688667791092	0.0360467795368938	0.500351200409467
"TRINITY_DN4727_c0_g1_i6"	-0.122825838172725	0.661458469171421	-0.299875979400653	-0.416355159603416	-0.136462871679093	0.256138996250711
"TRINITY_DN4778_c1_g1_i2"	0.915070150565103	-0.546290613917164	0.22453796219426	0.0883105058811253	-0.22605695365201	-0.508945038100827
"TRINITY_DN4776_c5_g1_i2"	-0.354233784089649	0.728861632496933	-0.464863486689744	-0.379412550539652	-0.181631096529337	0.534720637155839
"TRINITY_DN4796_c0_g1_i5"	-0.337427764207112	0.788056025463524	-0.511983898775	-0.565626415126143	0.461034827771748	0.420605244503287
"TRINITY_DN4789_c0_g1_i2"	-0.423175894861703	0.908966069211027	-0.763468732133791	-0.722843106814793	0.521890426492624	0.533823362850151
"TRINITY_DN4789_c16_g2_i1"	-0.251189671101389	0.464845260347043	-0.452189981991966	-0.272316317787537	0.454771676730623	0.342895494183565
"TRINITY_DN4789_c6_g1_i1"	-0.412724763774654	0.976535570996163	-0.743439562527515	-0.754088755967483	0.38981435026584	0.540103060447498
"TRINITY_DN4714_c2_g1_i1"	-0.481194276743832	0.963706181827202	-0.71739273536386	-0.697055127223356	0.376209994062734	0.519577191023895
"TRINITY_DN4739_c0_g2_i8"	-0.416323670134835	0.974252034857763	-0.693463891067992	-0.755059442172492	0.298450127224284	0.47499849871813
"TRINITY_DN4739_c0_g3_i7"	-0.489051882772849	0.952001851945096	-0.703825461616437	-0.62202425366763	0.274942920776417	0.527430519675788
"TRINITY_DN4739_c0_g1_i5"	-0.454870630273957	0.976739710857991	-0.666562848889277	-0.648644655905091	0.256037565756548	0.507599777028379
"TRINITY_DN4739_c0_g1_i13"	-0.499976768368089	0.95621200583731	-0.701017830466643	-0.578021875825944	0.187915007426632	0.537421347200645
"TRINITY_DN4739_c0_g1_i35"	-0.473293280904805	0.983117302021949	-0.679792545978613	-0.671880776493434	0.270808704361733	0.491601683975325
"TRINITY_DN4739_c0_g1_i17"	-0.382950430724271	0.940083996359018	-0.612516110315846	-0.739963571725592	0.315381146617593	0.463626796263216
"TRINITY_DN4739_c0_g1_i10"	-0.480348210592195	0.945779492472431	-0.622132438104884	-0.601438643933973	0.241729613116506	0.475567120093035
"TRINITY_DN4739_c3_g3_i3"	-0.522126377948979	0.942581800144768	-0.651997860088448	-0.589759555001386	0.146145955787403	0.55778100684735
"TRINITY_DN4738_c0_g1_i52"	0.0990453617151026	-0.60912422984352	0.578409182743916	0.852389656492877	-0.252766678581188	-0.236714827876451
"TRINITY_DN4702_c1_g1_i13"	-0.228958817373251	0.805349346061667	-0.716906685421755	-0.628135492277591	0.39127672115069	0.389685464109961
"TRINITY_DN4712_c0_g1_i4"	-0.32670801435064	0.867545755459089	-0.527469586598835	-0.582861904880012	0.063172132815585	0.537549383768185
"TRINITY_DN4712_c0_g1_i12"	-0.480993913442293	0.97411720477873	-0.662817667310571	-0.707084869549222	0.34460152392198	0.512143165483726
"TRINITY_DN4740_c0_g1_i4"	-0.167214124203183	0.744847474157912	-0.410113180237571	-0.51063973656967	0.0712980295632097	0.504105642716047
"TRINITY_DN4750_c0_g1_i5"	-0.260773147127613	0.664854520176164	-0.62510078988159	-0.64901115257111	0.674613940903499	0.243363043659328
"TRINITY_DN4750_c0_g1_i8"	-0.0994412830374419	0.721443391383037	-0.43039812754064	-0.515802123074234	-0.123753378356786	0.196920608235469
"TRINITY_DN28878_c0_g1_i1"	-0.243412296526314	0.833558164623033	-0.737733037117355	-0.747568748323206	0.556595067103165	0.238537258983544
"TRINITY_DN28871_c4_g1_i2"	-0.354338515242299	0.826998344194173	-0.520421987152717	-0.485572975252595	-0.0891635843860532	0.466374410702781
"TRINITY_DN28802_c1_g1_i2"	0.896250494971081	-0.429464424456969	0.224897014066797	-0.0161709307287766	-0.436168960129809	-0.692766895811951
"TRINITY_DN28844_c0_g1_i4"	-0.375846794664583	0.851399669978906	-0.7029440267273	-0.516390205653102	0.165358555394331	0.522963633789234
"TRINITY_DN28844_c0_g2_i1"	-0.223953402042477	0.82503809865683	-0.542437592761449	-0.541742314317875	0.044934474112091	0.489031105274989
"TRINITY_DN28872_c0_g1_i12"	0.724771586025067	-0.0233491536158971	-0.033192351915828	-0.302238425445142	-0.335457157234923	-0.125792767856022
"TRINITY_DN28872_c0_g1_i14"	-0.439413999053518	0.951027863446189	-0.717755876725974	-0.747632496060155	0.471197269950604	0.500383402921909
"TRINITY_DN28872_c3_g1_i4"	-0.548873525196196	0.91680487686911	-0.798682902095076	-0.65932055466411	0.646072194422783	0.443966227398682
"TRINITY_DN28877_c0_g1_i5"	-0.129369822425409	-0.554012183982886	0.531700054605195	0.766802860741745	-0.30390391839514	0.0695471865074843
"TRINITY_DN54014_c0_g1_i2"	-0.0851107842018328	-0.308554254018201	0.60433628256469	0.550612494193707	-0.372905493210614	-0.133236714637759
"TRINITY_DN54093_c2_g1_i4"	-0.440828535391671	0.915862827614647	-0.762885069063737	-0.672848650664994	0.408758485991488	0.43126588485672
"TRINITY_DN54071_c1_g1_i6"	-0.486607988474715	0.0173152886689602	-0.00507314248275597	0.549146491744677	0.0395664780373065	0.264455835229235
"TRINITY_DN54005_c0_g1_i1"	0.397427236908046	-0.861065511547181	0.671564774463776	0.797077506272774	-0.527011118240893	-0.451271883201315
"TRINITY_DN54047_c0_g1_i1"	0.168063132032088	-0.664384282843718	0.977407098999959	0.440561072446734	-0.449793633235706	-0.376859237260313
"TRINITY_DN54098_c0_g1_i3"	-0.421736869779072	0.959554210141603	-0.770845168367018	-0.752440924416695	0.437503271341344	0.458715324043883
"TRINITY_DN54027_c3_g1_i12"	0.742925463886118	-0.286363791120984	0.181318909271115	0.0760074384611701	-0.333709535416011	-0.360259327234691
"TRINITY_DN54027_c3_g1_i2"	0.664912088948107	-0.0730420404433501	-0.0692819746934847	-0.337672438329244	0.0722180703495554	-0.0636328736871625
"TRINITY_DN71273_c0_g1_i10"	0.118059816090969	-0.35788870566804	0.70608825366088	0.0110582867749912	-0.256397078855327	-0.366745130379005
"TRINITY_DN71273_c0_g1_i8"	0.188911549763705	-0.746677843925801	0.953027026113882	0.565905961353356	-0.481319026303869	-0.464829698639976
"TRINITY_DN71258_c0_g1_i5"	-0.414531319841818	0.768250432099321	-0.541389106595474	-0.65967871850706	0.704343101965341	0.434508993749958
"TRINITY_DN71257_c1_g2_i5"	0.164669610965774	-0.733765764456322	0.979745529592683	0.519393488009076	-0.451643435330505	-0.386188188266978
"TRINITY_DN71291_c1_g1_i12"	-0.018032585919174	-0.66313945663394	0.537367606324749	0.967801631058409	-0.355636214224042	-0.325199651271615
"TRINITY_DN71291_c1_g1_i6"	0.015424373305236	-0.539058945724158	0.464856955393955	0.843443380162163	-0.313371771273751	-0.280290170685215
"TRINITY_DN71291_c1_g1_i1"	-0.059956221132037	-0.531188489729077	0.439809273762829	0.903183940404998	-0.331684979747772	-0.131545501139717
"TRINITY_DN71291_c1_g1_i4"	0.0224382939616223	-0.709305566972966	0.530447856733352	0.970218553952421	-0.334061620208321	-0.290710801183516
"TRINITY_DN19748_c0_g2_i3"	-0.101072549625166	0.580765473708008	-0.282337837969455	-0.262436125550308	-0.351418266367076	0.337989069022435
"TRINITY_DN19737_c0_g1_i17"	0.0053117870758521	0.485521857872044	-0.474541589382671	-0.4398656068576	0.347624289299839	0.172647617809835
"TRINITY_DN19737_c0_g1_i10"	-0.320982435719404	0.931254421319229	-0.571252800550784	-0.669505626153676	0.233985587213447	0.424184657550436
"TRINITY_DN19726_c0_g1_i1"	-0.532364340031986	0.943146401408628	-0.717511442068852	-0.572424282104977	0.438963841213729	0.489882146065343
"TRINITY_DN19736_c0_g2_i2"	0.182244554206857	-0.702723249416069	0.984310729778467	0.466210840976888	-0.435846447438048	-0.375097236378038
"TRINITY_DN19754_c7_g1_i1"	-0.500480179627888	0.937200303296445	-0.73699390176376	-0.573347546992317	0.248447867426583	0.544970490996685
"TRINITY_DN19771_c0_g1_i3"	-0.296743122611036	0.842208737013007	-0.481465515673012	-0.592655651605145	0.263675719308142	0.493099449382107
"TRINITY_DN0_c1330_g1_i1"	-0.306293175530746	0.900588645931394	-0.709869042447482	-0.868901621136896	0.499557138565373	0.408337280926763
"TRINITY_DN0_c65_g1_i6"	-0.195689328257825	-0.400707203760934	0.337929364702037	0.585294968071635	0.0535406894512415	-0.17881522891869
"TRINITY_DN0_c65_g1_i8"	0.0645147837642709	-0.587648973180549	0.249330062740957	0.719807670259885	-0.271025948512523	-0.189130760670516
"TRINITY_DN0_c1334_g2_i3"	-0.00143649094568687	-0.682810395928761	0.714608246739493	0.788134981298252	-0.516343638480073	-0.471975300555054
"TRINITY_DN0_c4137_g2_i1"	-0.302103522333032	0.731532397895727	-0.710334111701351	-0.512675497980897	0.604028375220001	0.322041977406784
"TRINITY_DN0_c3848_g1_i4"	0.207670494620318	-0.883167665588642	0.66123692272625	0.906871382935084	-0.357136524923634	-0.342185364775291
"TRINITY_DN0_c693_g1_i2"	-0.10359303623593	-0.588201111182372	0.735782930121189	0.826024434576087	-0.621409761846834	-0.211595730996952
"TRINITY_DN0_c943_g1_i1"	-0.455648542378191	0.705792618738867	-0.406723015940521	-0.466898217136124	0.564423632655309	0.442549250819747
"TRINITY_DN0_c952_g2_i1"	-0.0952323305218637	-0.591268271255717	0.702617922753068	0.859182184455276	-0.519070521233233	-0.253667882747793
"TRINITY_DN0_c109_g1_i6"	0.0765118719022319	-0.657833779715604	0.372133445682431	0.797968224655667	-0.200690388746468	-0.204470430940758
"TRINITY_DN0_c489_g1_i2"	0.0261507830109978	-0.72151354713684	0.860214870138706	0.770060669440445	-0.34347379932416	-0.23234294064389
"TRINITY_DN0_c2183_g1_i1"	-0.413467251295308	0.955766845154057	-0.744370943229507	-0.765477120224988	0.493705410444319	0.4674553166218
"TRINITY_DN0_c1545_g2_i1"	-0.401432514468492	0.960094410051436	-0.715805788344567	-0.691175225933976	0.330782686732263	0.514567528876869
"TRINITY_DN0_c525_g9_i1"	-0.129716581320596	-0.493782101390571	0.698938867315388	0.386354659878794	-0.00193147642772828	-0.266520234939461
"TRINITY_DN0_c0_g5_i1"	0.162383195043309	-0.722350914698483	0.602943415471275	0.856684007982967	-0.471781756686405	-0.171881822543545
"TRINITY_DN0_c576_g1_i1"	-0.481697242054265	0.779581282290777	-0.695041441922399	-0.445142257850532	0.187947489281566	0.504165962639976
"TRINITY_DN0_c10636_g1_i1"	0.189770482781761	0.65004731759117	-0.602890132452158	-0.850440984153748	0.119684983366376	0.197650313701474
"TRINITY_DN0_c2715_g4_i1"	0.166117980143875	0.635282516834485	-0.637870563254375	-0.804096992348055	0.136733298812276	0.149932171235576
"TRINITY_DN0_c718_g1_i1"	-0.685523923106768	0.286887396024359	-0.309545474397709	0.336431102863452	0.15576448350199	0.321797798730934
"TRINITY_DN0_c2926_g4_i1"	-0.340895310214226	0.921383457498948	-0.693531842546692	-0.791886441622813	0.546728686927725	0.429379186588551
"TRINITY_DN0_c2037_g1_i3"	0.049535143212989	-0.724045430472607	0.613383504939872	0.901488300137504	-0.371302892120068	-0.34973272142239
"TRINITY_DN0_c0_g4_i1"	-0.381459316093096	0.961406051492492	-0.760640505422983	-0.71333737272422	0.388757876779932	0.47283895878225
"TRINITY_DN0_c8931_g2_i1"	0.119664494065072	-0.667412225086432	0.830985798615767	0.760743840429486	-0.393306211952563	-0.338817868494688
"TRINITY_DN0_c10644_g1_i2"	0.0236173973010543	-0.688344698483573	0.875675442873539	0.783430400898634	-0.467740861008791	-0.42827074609315
"TRINITY_DN16_c3_g1_i1"	0.064988166589868	-0.606849401596317	0.895046785714797	0.508695012509679	-0.426421958136795	-0.287200760692114
"TRINITY_DN4_c5_g2_i1"	0.0843940831034256	-0.756846759665742	0.497492837807835	0.952504662980557	-0.302317997340903	-0.261585558860554
"TRINITY_DN4_c1_g1_i5"	-0.367148758191032	0.332718708220949	-0.291115120454805	0.129171914758751	-0.173436222193999	0.437308982426049
"TRINITY_DN4_c1_g1_i8"	0.0764903379389709	-0.707921822697325	0.752481299336001	0.835083488507926	-0.485043177113101	-0.44925786074326
"TRINITY_DN4_c1_g1_i35"	0.0791969699026082	-0.658556878288957	0.355709432841377	0.790090181388704	-0.210837978995923	-0.204801640525155
"TRINITY_DN4_c1_g1_i30"	-0.522997426182939	0.892074791726817	-0.73044488396063	-0.674893164867048	0.402232889295317	0.461649964103564
"TRINITY_DN4_c1_g1_i19"	-0.597531170989606	0.84817699244193	-0.708388555969232	-0.387718043213407	0.334758251847348	0.510013398328249
