"kMEblack"	"kMEbrown"	"kMEgreenyellow"	"kMEgrey"	"kMEmagenta"	"kMEpurple"	"kMEred"	"kMEsalmon"	"kMEtan"
"TRINITY_DN5695_c0_g3_i1"	0.940318041277147	-0.643967005372709	-0.319665962311063	0.0119852541284746	0.243804591651496	-0.280130758089242	-0.720045093224036	0.112465369007529	0.321668764350865
"TRINITY_DN5634_c0_g1_i1"	0.983663373384983	-0.567880449448045	-0.209839279808363	-0.133262550027253	0.288832022165143	-0.211718006349689	-0.783657803514194	0.158212196344382	0.43800900201353
"TRINITY_DN5649_c0_g1_i21"	0.913020248103531	-0.675968391910605	-0.31279839289048	-0.142233440911634	0.249693939062926	-0.31561236689523	-0.743995775235751	-0.111945056874307	0.457435907586521
"TRINITY_DN5617_c0_g1_i1"	0.81896149723424	-0.233765045280314	-0.439254181369733	-0.0273443013970224	0.131372746100597	0.0195824554174019	-0.762068625598836	0.281374730676149	0.22355330457867
"TRINITY_DN5677_c0_g1_i3"	0.55128241126995	-0.217822064537538	-0.541439550889523	-0.203595987871517	0.137401358113232	0.607923210151385	-0.787828743379861	-0.154046002288735	0.0509213700969716
"TRINITY_DN5696_c0_g1_i1"	0.703234251064049	-0.257618187273133	0.102536776213655	-0.150931272848994	-0.107630022858755	0.0792099965107525	-0.429881356957762	0.291306947834962	0.180345562073788
"TRINITY_DN5624_c0_g1_i1"	0.888998847777629	-0.495727506114862	-0.375935998307165	-0.180544056215398	0.040385063755064	-0.127281770118048	-0.672574654174205	-0.0245195069249923	0.390567371312543
"TRINITY_DN5660_c1_g1_i2"	0.849400535949029	-0.643034375925733	-0.208307484856183	0.0372961277993789	0.283183264065977	-0.366843915849851	-0.627759017301196	0.213813283853053	0.399240203242292
"TRINITY_DN5660_c2_g1_i1"	0.705488502791611	-0.677514104858752	-0.097835689783045	0.10510523342361	0.292857626810504	-0.434315018615857	-0.477621461164163	0.308686812181829	0.373678954874335
"TRINITY_DN5660_c2_g1_i2"	0.433530272900093	-0.0982006870131883	0.484652392729835	0.0574142375453035	0.220879910692488	0.151431484465271	-0.329493070423259	0.821576782249963	0.21955313251876
"TRINITY_DN5671_c0_g1_i1"	-0.25807199360379	0.690935646134636	0.128621354276755	-0.0437855716489837	-0.396608874830466	0.290651703565696	0.327725772746341	0.445338482241983	-0.304768895377484
"TRINITY_DN5671_c0_g1_i12"	-0.166333566965046	0.698094000160958	0.156084017765601	0.0559269157222097	-0.376703543872572	0.321227164623564	0.221045557007523	0.540586362916477	-0.178756265292042
"TRINITY_DN5671_c0_g1_i8"	-0.596851788002089	0.916038878195064	0.345713319100756	0.168820533366555	-0.331447323550318	0.213197171793224	0.56153366146178	0.349651711565323	-0.440179625557272
"TRINITY_DN5683_c0_g1_i1"	0.935520350664542	-0.660127495647232	-0.469090743783119	-0.163751640470183	0.1579856415049	-0.243532287325753	-0.752385864744276	-0.0816618403159968	0.413835840330367
"TRINITY_DN5658_c1_g1_i2"	0.162600724260008	0.301518599950118	0.128481052092376	0.0350670007023809	0.0542264135279448	0.860497845682358	-0.385277970183821	0.291048230410723	-0.197935113531384
"TRINITY_DN5642_c0_g1_i1"	-0.603605700338948	0.125263251728329	0.0224073097065969	0.192554522485044	-0.600649033765931	-0.0545431048022866	0.807845785471841	-0.348216890619856	-0.460504422519565
"TRINITY_DN5681_c0_g1_i1"	0.119407849527567	-0.296574020093489	-0.451124271476845	0.00286902894751141	-0.25133152470092	-0.344551125905672	0.133566689093673	-0.12689491010078	0.0416749488216849
"TRINITY_DN5622_c0_g1_i1"	0.871394069040211	-0.467257294913014	-0.508952858439522	-0.165465637106831	0.164099269117537	-0.15994153708249	-0.780590093184434	-0.0195427086592331	0.40726012410001
"TRINITY_DN5635_c0_g1_i1"	0.973305997494239	-0.545950372410847	-0.381048583516182	-0.0779859885735028	0.323877878225519	-0.15629909970192	-0.864990278274872	0.114353435932363	0.375257441630093
"TRINITY_DN5611_c0_g2_i2"	0.792776922484757	-0.253598473012702	0.234940335507703	-0.0881158924602938	0.376892367561629	0.0157389683177598	-0.733159619615442	0.546956506010667	0.446637331354477
"TRINITY_DN37977_c0_g1_i1"	-0.398194661340688	0.904216098668981	-0.100810424567624	-0.205563501744762	-0.273894549876513	0.4548901887268	0.180592055410338	0.0860792073262972	-0.33241194494605
"TRINITY_DN37897_c0_g1_i1"	0.272316986676222	0.0562272088769919	-0.496937373872995	-0.199325371648324	-0.26831729396873	0.307505612645894	-0.284270188448434	0.00431917497650253	-0.0935206895993115
"TRINITY_DN37941_c0_g1_i1"	0.338132320296512	-0.41791706887483	0.165006758695487	0.0288833461357159	0.979412030853642	-0.189863329478566	-0.545959312706065	0.186971896809346	0.30158569475942
"TRINITY_DN28830_c0_g1_i1"	0.968831080217844	-0.512963033503465	-0.319162027499465	-0.0444832862994993	0.350024890027259	-0.0531883062762891	-0.875291074550042	0.20726618272048	0.344891044183028
"TRINITY_DN28802_c0_g1_i1"	0.883945251827031	-0.507344206993032	0.20483109173466	-0.097925940673828	0.471386089730858	-0.0654560058717578	-0.760696400516975	0.40497646352555	0.465861785323949
"TRINITY_DN28816_c0_g1_i1"	0.850946636256608	-0.394165880454518	0.192654042440782	0.0102385648708265	0.304182044865002	0.0116081415258723	-0.69979014161394	0.400087232618561	0.283772529347753
"TRINITY_DN12423_c0_g2_i1"	0.348220124137864	0.141791324337486	0.486738899696729	-0.0768581408444788	0.203900780687126	0.0390751458229701	-0.294970601112826	0.514649444375745	0.218194795936799
"TRINITY_DN12428_c0_g1_i1"	0.719105597442409	-0.14666550486559	0.128948729784377	-0.153053282966782	0.0735275090895124	0.248901707939386	-0.597830834236637	0.411750057213191	0.317762708668709
"TRINITY_DN12499_c0_g1_i1"	0.895579541508925	-0.569448352924619	-0.435320541178391	-0.232550942441782	0.261736714108165	-0.106665547414348	-0.831753162075303	0.0392969115406156	0.50552487869887
"TRINITY_DN12451_c0_g1_i1"	0.906742382455337	-0.593089214639909	-0.179684613331317	-0.00819877502424166	0.217202998735106	-0.243184174995226	-0.689186893344603	0.188285570366648	0.36984002004513
"TRINITY_DN12437_c0_g2_i1"	-0.660326141198698	0.175944094240027	0.387489565250866	0.211215542354394	-0.349192027160963	-0.0622266587252619	0.812694754359121	-0.194574654476263	-0.404200564271928
"TRINITY_DN12415_c1_g1_i1"	0.921558539513694	-0.480522977071081	-0.113985473360383	-0.073701436688058	0.148228816212449	-0.147691654843156	-0.681804262202794	0.255495757835081	0.296676252922608
"TRINITY_DN12415_c2_g1_i3"	0.84242263660297	-0.442894018671306	-0.351207501174661	-0.211090031151223	-0.0700239335322729	-0.0200488067829522	-0.600015881287833	0.0236318210191968	0.266117472807188
"TRINITY_DN12415_c2_g1_i4"	0.332508982400302	-0.268960908578587	0.153175846385293	0.1706018499202	0.476026803875428	-0.593694673782708	-0.255268345123045	0.210403719969968	0.365682437090956
"TRINITY_DN12415_c0_g1_i13"	-0.586077596160844	0.266711548678199	0.570860837222572	0.134459251318779	-0.237606083113243	-0.200816882116373	0.63641891046931	0.181288160384264	0.0724249490247953
"TRINITY_DN12416_c0_g1_i1"	0.179394949747195	-0.171059582479464	0.389297798528586	0.466672295910115	0.354966887060695	-0.277830537750556	-0.15014561131049	0.563731382483471	0.146305619093452
"TRINITY_DN12405_c0_g2_i3"	-0.828308658166882	0.666558352840432	0.294925546102848	0.00797964641908359	-0.576298090184333	-0.117340350374369	0.94953557174405	-0.061031866220791	-0.358912995684857
"TRINITY_DN4725_c0_g1_i4"	0.891262309987124	-0.576654386279563	-0.451694371962706	-0.11863896799169	0.349636078325085	-0.00516348919770897	-0.872495674871521	0.0375209201900409	0.402903840223182
"TRINITY_DN4706_c0_g4_i1"	-0.011945484430971	0.266588520222644	-0.0609187767114353	-0.0196011513790113	-0.0854951300178797	0.97975837450974	-0.281287397683477	0.0735995597784836	-0.304329297652985
"TRINITY_DN4706_c1_g1_i3"	-0.317008353767037	0.377019224330499	-0.140782376229579	-0.0131549866587347	-0.510996069012031	0.875083944282742	0.136279531553116	-0.20517336502871	-0.457037478010229
"TRINITY_DN4706_c0_g1_i2"	-0.785314478866922	0.147218567189381	0.325368740030927	0.0794374912618168	-0.127386906145965	-0.284004086048677	0.807393970805691	-0.196765390243289	-0.219854818004805
"TRINITY_DN4715_c3_g1_i3"	-0.224647490405934	0.583347619201929	-0.161965518101094	0.274546700486972	-0.230485427050119	0.205696760449143	0.163131092398087	0.342295358347927	-0.256259795553468
"TRINITY_DN4715_c1_g1_i1"	0.818255957719819	-0.404667793221674	0.245140151281326	-0.0044982304212416	0.350830054986208	-0.0315381166727131	-0.69282662070907	0.440248136916473	0.354373702183705
"TRINITY_DN4715_c2_g1_i1"	0.86324755153187	-0.419427183567389	0.165636991587243	-0.197697703477098	0.21013646652942	-0.132732120320976	-0.638954755747095	0.375013760497901	0.418881762310892
"TRINITY_DN4703_c0_g1_i1"	-0.650123752365104	0.707232112720225	0.289283697771597	0.039399502820584	-0.558192260338794	-0.0973946830732787	0.805290341017694	0.0294141479260329	-0.339282801560037
"TRINITY_DN4749_c0_g1_i1"	0.762981827155777	-0.281066265028384	0.16925428234046	-0.134302477785334	0.102685068086831	-0.0443800532776725	-0.538233766531508	0.358179359070379	0.362740194966766
"TRINITY_DN4718_c0_g1_i1"	-0.68855611340536	0.41855205795446	0.215095104857741	-0.0386044276422141	-0.569523695229018	-0.00303286332242084	0.834914600716123	-0.257571664923304	-0.255687360134585
"TRINITY_DN4718_c0_g1_i2"	0.450687557441019	-0.476006630703961	-0.338725839180031	-0.0633310707361593	0.397140646869425	-0.128483576460847	-0.52555574646576	0.0294515128618496	0.191575496644626
"TRINITY_DN4724_c0_g1_i1"	0.614480311597954	-0.425466908951103	0.44325043639863	-0.175027805217925	0.243318110179316	-0.223817144111755	-0.383644873668934	0.273468222921669	0.472418110081125
"TRINITY_DN4758_c0_g1_i2"	0.808698647721165	-0.304128117840532	0.128397669739797	-0.238025625127736	0.0870937083408879	-0.0551412774373926	-0.565935361055052	0.318976466088342	0.419885425619893
"TRINITY_DN4743_c0_g1_i14"	-0.62842572441838	0.864031613661389	-0.173055540044155	-0.0404890161761883	-0.208739402512815	0.238444858083636	0.408212738674796	0.0213352641737778	-0.455175006808378
"TRINITY_DN4720_c0_g1_i1"	0.843987914197475	-0.504600471555974	-0.46663171093583	-0.158742697653456	-0.017366397489808	-0.0144017390106974	-0.669999226412547	-0.0932008115952628	0.33781357641577
"TRINITY_DN4780_c0_g1_i2"	-0.250922942368316	0.0895032018752708	0.245161525781246	-0.190030765446881	-0.497854677331785	-0.0519419021527858	0.469473993735576	-0.0283249021703317	-0.280448490418856
"TRINITY_DN4714_c2_g1_i1"	0.828829391449762	-0.560630873339489	-0.455231687960292	-0.0138545379320286	0.356180185044272	-0.15696768402567	-0.762872512797319	0.205696464234212	0.320287012548078
"TRINITY_DN4714_c0_g1_i17"	-0.671544316653837	0.466317534903257	0.472251876389602	0.312740651604138	-0.378796062755122	-0.318903269842698	0.842323061406571	0.130082308147406	-0.202306829757508
"TRINITY_DN4714_c0_g1_i2"	-0.263764387219248	0.425563762368022	0.284728401801724	-0.312533457753674	0.0261660576315422	0.1950836019997	0.227067155584837	0.442359944118733	-0.0179611238480253
"TRINITY_DN4714_c0_g1_i4"	-0.531818070302293	0.213317193697418	-0.152515770444424	0.116536212919965	-0.554136204147057	-0.0815203885697713	0.675916318538311	-0.382602136185995	-0.443830378854889
"TRINITY_DN4714_c0_g1_i5"	0.904581624821879	-0.548848711872607	-0.434805850262103	0.0207466469753593	0.42874561286449	-0.0191106377325744	-0.914331746040433	0.149021798277203	0.341181359865781
"TRINITY_DN4714_c0_g1_i6"	0.767637215457635	-0.431506105259452	0.324859091289446	-0.0375498427901943	0.410152066459305	-0.0766521775173824	-0.635232755274241	0.501213391834548	0.360675272966287
"TRINITY_DN4730_c0_g2_i1"	-0.834180967495876	0.807132987153651	0.24439201695826	-0.0412005204955185	-0.527368127387575	0.0804715023659071	0.854959694764355	-0.061703482177421	-0.435187055208916
"TRINITY_DN4735_c0_g1_i1"	0.907919935583704	-0.535910087559215	-0.44269068413922	-0.0514084540640742	0.380830070919016	-0.0625729848491358	-0.888661571771386	0.067517643850984	0.371303211879356
"TRINITY_DN4754_c0_g1_i2"	-0.124371558178525	0.600333509565081	0.484200794301242	-0.22043754619018	0.0949469914260705	0.192309324768208	0.0229668620153183	0.395329171374177	0.0308847793276682
"TRINITY_DN4739_c0_g1_i1"	0.906565420244563	-0.736234037033239	-0.430028540287542	-0.163035372287518	0.375278485242459	-0.237113678716285	-0.797787848801292	-0.0446871164700715	0.456834222114222
"TRINITY_DN4742_c0_g1_i1"	0.986497070065164	-0.642905825392199	-0.279144984842129	-0.0388663164419465	0.291028953481949	-0.220113559577443	-0.805055128302996	0.0873482411724526	0.386159432430976
"TRINITY_DN4744_c0_g1_i12"	-0.747692101289976	0.182126583470696	0.422030931772413	0.18773630727526	-0.392090432824412	-0.230916631660345	0.87741267163889	-0.167549708076688	-0.180242320914578
"TRINITY_DN4744_c0_g1_i5"	0.353778580556929	-0.798474950655571	-0.334130973802132	0.389271263618773	0.100556342653897	-0.166845853466464	-0.236504001855782	-0.376003909830111	-0.0574970593448103
"TRINITY_DN4757_c0_g1_i1"	0.929181549391809	-0.557897196600094	-0.507324902079324	-0.17112371377425	0.249864321954941	-0.0342297219467052	-0.863767253294702	0.0139086505200023	0.350891088037667
"TRINITY_DN4711_c2_g1_i2"	-0.4729195858866	0.534640369140525	0.293472637195289	-0.501863456856358	-0.199397717388315	0.0763397044072713	0.432991728704126	0.0217520067235728	-0.00967376976697869
"TRINITY_DN4711_c8_g1_i1"	0.63938721686811	-0.386047930686413	-0.0617978341746692	-0.0341961583444373	0.0927733051647837	-0.0722743900964616	-0.492744841878422	0.585558272650971	0.408522570162159
"TRINITY_DN4711_c4_g1_i2"	0.53248729333383	0.035693222563053	0.233731068663532	-0.128614643332494	-0.0840570663404197	0.155538532626194	-0.382652986165715	0.546026071679989	0.249054380188202
"TRINITY_DN4704_c4_g1_i1"	0.603953299227815	-0.403130056828923	-0.298606922224568	0.0191460707381579	0.476505359576882	-0.0127662169308625	-0.697852570263102	0.413584208057997	0.343370694908107
"TRINITY_DN4704_c4_g1_i3"	0.85414918295949	-0.64640499924739	-0.464440555381381	-0.042595930353843	0.456403642763463	-0.0176967725549539	-0.923171575954567	-0.0171751289799092	0.420174932376754
"TRINITY_DN4704_c0_g1_i10"	0.880387258275024	-0.538333936831473	-0.479688414416987	-0.145332032366519	0.437889610402285	-0.0536920174636391	-0.880222199749679	0.0121656809783195	0.377165539648832
"TRINITY_DN4704_c0_g1_i16"	0.87998384104942	-0.538524543592836	-0.479547984730171	-0.137734707111737	0.43974572319324	-0.054337445410244	-0.880054106843454	0.0127897224224009	0.372441737323452
"TRINITY_DN4704_c0_g1_i4"	0.857824123477065	-0.473859966610964	-0.535056813897069	-0.118187578519464	0.382383156199996	-0.00946160626355047	-0.882081996877331	0.00791869248494687	0.334970583157104
"TRINITY_DN4704_c14_g1_i1"	0.89313025824767	-0.544886562998886	-0.0729527091769057	-0.0344605348355729	0.393415508075009	-0.173804030078805	-0.761528561044328	0.480357232155764	0.489001394434018
"TRINITY_DN4704_c1_g1_i2"	0.916152612808978	-0.653636221531119	-0.444717429690167	-0.115889219938933	0.102244524431861	-0.188841701551542	-0.70773727852777	-0.028018552233278	0.342710357353542
"TRINITY_DN4704_c2_g2_i1"	-0.263375981824688	0.808746660314802	0.420525962562648	-0.159073078251062	-0.0822274821921739	0.220884156400517	0.198510480753376	0.676216983255036	-0.0838963244620898
"TRINITY_DN4704_c2_g1_i1"	0.0692099524659595	-0.633412136681985	-0.0685497306471001	0.453727450784461	0.319908513247029	-0.255420115461802	-0.072569134579787	-0.20027912212477	0.14964139449866
"TRINITY_DN4704_c2_g1_i5"	0.935711328898221	-0.746953584936541	-0.0913368965697128	-0.0113958911415144	0.466917471487961	-0.272789055990801	-0.79465364262553	0.149804869526618	0.47388047465285
"TRINITY_DN4704_c2_g1_i6"	-0.341841627539996	-0.225842579081325	-0.0368476894646949	0.234925510723084	-0.0177270366279673	-0.0982458237631111	0.34653788031653	0.00983391840832294	-0.0685761486866204
"TRINITY_DN4733_c0_g1_i1"	0.959361665100573	-0.585577666537105	-0.156529831810329	-0.0103302843609152	0.307099337749176	-0.175730958813324	-0.771534232590055	0.197496778151845	0.400766867110682
"TRINITY_DN4790_c0_g1_i1"	-0.752766312314132	0.130415950813243	0.316289817535139	0.0599860696364046	-0.282699908050518	-0.0498501222763511	0.75987908193293	-0.424233314526642	-0.220533928790782
"TRINITY_DN4708_c0_g1_i1"	0.873612545171658	-0.424281222539426	0.16863937839226	-0.191808225094636	0.267185359647547	-0.147945620764698	-0.653201041632175	0.367953734287451	0.448672169561349
"TRINITY_DN4702_c0_g1_i6"	0.59373922103772	-0.207846574967657	-0.288447468865458	0.0559086655977906	0.346890483752008	0.0576224701053599	-0.668492763480624	0.424135587018263	0.205403517822678
"TRINITY_DN4712_c0_g2_i1"	-0.568399818029608	0.941249799969596	0.0780947851306621	-0.0584658755435277	-0.498314602170752	0.502226933403227	0.474052945454304	0.181442849305446	-0.514718584247816
"TRINITY_DN4712_c0_g1_i1"	-0.442963987766803	0.713704892770142	0.716864891523068	0.0193695046814063	-0.0796267826449678	0.281209166393445	0.369993881499288	0.445165981000365	-0.183968327155657
"TRINITY_DN4712_c0_g1_i2"	-0.118986640261872	0.565161345580448	0.598569308398049	-0.0135788119317083	0.017241430533361	0.362597717466483	0.0557278719230713	0.61124343470994	-0.0710300266940121
"TRINITY_DN4712_c0_g3_i3"	-0.268621285573424	0.00258498912926658	0.554677638631368	0.0766392622334261	0.158776228536261	-0.495320339192884	0.471095892788118	0.180595282481248	-0.0034849285186437
"TRINITY_DN4712_c4_g1_i1"	-0.602477183233051	0.855773335346126	0.207742123777145	-0.01755983530522	-0.155091808216282	0.250064344900959	0.468952737164935	0.170366248695341	-0.607078880651179
"TRINITY_DN4741_c2_g2_i1"	0.750576970896718	-0.364843614365216	0.302980864149322	0.133856429690513	0.559535875432755	-0.359930487412875	-0.592958395840396	0.531710310141107	0.412805680899452
"TRINITY_DN4792_c0_g1_i1"	0.894407585729885	-0.687461006187866	-0.144562177459516	-0.0895807566092645	0.396982089228274	-0.186440510024535	-0.753394703500235	0.166782988198716	0.477353657646092
"TRINITY_DN4792_c0_g2_i1"	0.942247271557995	-0.672986253027845	-0.109995635089946	-0.148729822709379	0.404582685005732	-0.140037369099033	-0.814308100424345	0.196808950755379	0.534499702619696
"TRINITY_DN4740_c0_g2_i8"	0.794395325008278	-0.644478720217277	-0.183728857831779	0.352435278941764	0.630338600681005	-0.248620009110274	-0.796786125606761	0.202785641390559	0.224330028174122
"TRINITY_DN4783_c0_g1_i13"	-0.149860351238388	0.3746613001421	-0.239503134793976	-0.173426470309564	-0.521591396533293	-0.233278004363652	0.360714925566187	0.190813092279304	-0.0212845984950748
"TRINITY_DN4783_c0_g1_i24"	-0.656749079634453	0.178221480351912	0.156282885932327	0.178442889355783	0.0129926323421688	-0.472577253273474	0.706352325056124	-0.235377008892906	-0.21895669249924
"TRINITY_DN4774_c0_g1_i1"	0.901079822665786	-0.576815150983361	-0.474477245245344	-0.111197362795749	0.325978523691764	-0.0997318161188504	-0.874031946003296	0.0357834219998196	0.445882710002944
"TRINITY_DN28940_c0_g1_i1"	0.899616651615349	-0.632040957913212	-0.399610946102433	-0.0704439122203665	0.191954145903542	-0.0863077183580918	-0.76468500997518	-0.0184790353573603	0.248559220190979
"TRINITY_DN28946_c0_g1_i1"	-0.187458649732736	0.276608219583418	-0.0338787689482824	0.0217726327972685	-0.208275092552165	0.973462457620717	-0.0927802916898497	0.0161680945116571	-0.376558367045924
"TRINITY_DN19730_c2_g1_i1"	-0.27545481777999	0.699349199521751	-0.262567979643053	0.0947138303563331	-0.0645225691814787	0.218028737600068	0.0676101586559657	0.0989928007451828	-0.359939703909507
"TRINITY_DN19730_c3_g1_i1"	0.852744152019326	-0.787941066327183	-0.166595495376575	-0.0829776561288789	0.476547292825683	-0.27586169030759	-0.747935891188571	0.130048408430469	0.525801326828374
"TRINITY_DN19757_c1_g1_i1"	0.734780368490761	-0.627135835375015	0.015687645548945	0.115012661645135	0.414931311172288	-0.195772590823361	-0.613242707059472	0.40076704612952	0.437221693912305
"TRINITY_DN19786_c0_g2_i1"	-0.464874933142682	0.670676506824555	0.101821072434517	0.305154865827188	-0.239748732332422	-0.0582783094280283	0.42273531145664	0.106786615090089	-0.352912934287586
"TRINITY_DN0_c0_g1_i12"	-0.216477315632705	-0.106576655648381	-0.118336927371489	0.0505602946761578	0.220867887796407	0.119541125718044	0.0291961367869328	0.13537823270295	0.0619242504316049
