baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TRINITY_DN17711_c0_g1_i5	442.807604753978	-8.07712099215121	1.86392015836567	-4.33340503127206	1.46820631729885e-05	0.00317241320560056
TRINITY_DN13019_c0_g1_i1	357.519671661139	-8.38417805912314	1.80411271979443	-4.64725843742097	3.36375639087414e-06	0.000868325432936272
TRINITY_DN7371_c0_g1_i2	198.795155435825	-8.03183169146192	1.78149724314709	-4.50847270314791	6.52959680053205e-06	0.00156121589075016
TRINITY_DN1698_c1_g1_i1	2540.99163632178	-8.63220831364487	1.13548148293219	-7.60224490086235	2.91037292234368e-14	1.11704708085217e-11
TRINITY_DN10044_c0_g1_i1	21.6146012245506	-22.5702694787218	2.51474892647744	-8.97515821205152	2.82944855418767e-19	2.17197406120143e-16
TRINITY_DN630_c1_g3_i1	16.5909399685537	-5.42881623437101	1.25182802374849	-4.33671089908572	1.44630651852006e-05	0.00314841501083807
TRINITY_DN2467_c0_g1_i4	80.0680588101167	-4.94365071254377	1.1687537252429	-4.22984809012381	2.33849171765172e-05	0.00448775022394084
TRINITY_DN611_c0_g1_i3	18.1828621428678	-22.330263244096	2.71384411723671	-8.22827777847207	1.89924246095409e-16	8.65639102906731e-14
TRINITY_DN8364_c0_g1_i3	396.55936900981	3.99092946372817	0.918529427151901	4.34491192743047	1.39331553351187e-05	0.00307901622064706
TRINITY_DN620_c2_g1_i3	92.0377427753473	-24.5388737945555	2.11348064280354	-11.6106451592594	3.63859797119975e-31	2.65344757049742e-27
TRINITY_DN3528_c0_g1_i1	23.0963368520245	-21.8434230370505	2.27967805095541	-9.58180170568204	9.5366561536251e-22	1.32468695238688e-18
TRINITY_DN1207_c0_g1_i11	183.380973215606	-9.95179016245677	1.84614269672644	-5.39058555988287	7.02284688329323e-08	2.15638361669119e-05
TRINITY_DN11096_c0_g1_i1	26.9201602424954	-22.8654157130144	2.51858199800179	-9.07868623342639	1.0989323870923e-19	9.71389628226742e-17
