Accession_ID,log2FoldChange
Q7MYI0,5.64393890175377
P46952,1.60143405525085
Q8T191,-2.85879695500853
Q39493,NA
Q9SRH6,NA
Q5JKF2,NA
Q9ZGI5,NA
Q9ZGI5,NA
Q9ZGI5,NA
Q9ZGI5,NA
Q9ZGI5,NA
Q9ZGI5,NA
P29356,NA
A7KAL8,NA
Q18409,1.60143405525085
O59922,NA
P62282,NA
Q6PBF0,-3.4375128484544
O64642,NA
P42644,NA
Q8CF82,NA
Q9JHW4,NA
P10982,NA
P80067,NA
F4I6M1,NA
O82528,NA
Q9LKB9,NA
Q9JKA9,NA
Q93VG8,NA
Q94BT9,2.62868230417999
Q80X82,5.1023516144853
P12955,NA
Q942P9,NA
Q99MB4,3.96096137333589
Q90WU3,4.22517921106366
P0CL18,NA
Q54WA3,NA
Q5XII5,NA
Q1JQ66,NA
Q9FKB0,4.3817143564782
Q08942,NA
Q63421,NA
P00504,NA
Q9NSD9,NA
O74945,1.66666688517992
Q9LFT9,NA
P39993,NA
Q9T029,2.37353157567403
Q9SA73,NA
P11503,NA
Q9FJL3,NA
Q9UTI0,1.66666688517992
Q9LFE0,NA
P41041,NA
A0A1B4XBG9,NA
Q8VWI1,-6.47375538034384
Q9LFN6,3.21933279090699
Q0IUU4,NA
B0CPJ0,NA
P21825,-0.354425349706535
Q42290,4.22517921106366
P52285,NA
B3EWZ8,NA
Q54DU9,3.96096137333589
P27323,3.0270502920819
P11144,NA
Q5HZV9,-3.46927592942362
Q05746,NA
Q9D180,NA
Q5R573,NA
Q0U1G2,4.81212134203718
F1LNJ2,-5.39063053242742
F1LNJ2,-5.39063053242742
Q9CWH5,5.89222041973
Q63170,NA
Q4HY71,NA
A4QNG5,NA
Q9M9W1,4.64170245169703
Q3E793,NA
Q8T1E3,NA
Q9D9T8,NA
Q6DGG0,2.62868230417999
Q7DBF3,NA
Q5XIP1,NA
Q9ZR37,NA
Q42560,NA
B9EJR8,NA
Q5CG95,NA
Q6GQN0,NA
Q50KB1,NA
P27085,5.1023516144853
P43332,NA
P0CT84,NA
Q43848,-0.354425349706535
D3ZLY0,NA
O57683,5.1023516144853
Q94BR4,-3.75685790841405
P70704,NA
Q99572,NA
Q95PJ8,NA
Q27178,NA
O65426,NA
P50651,NA
Q9SJD4,-4.13082639633423
Q8VWI1,NA
Q09841,-0.354425349706535
Q9LPX2,NA
Q9LPX2,NA
Q9LPX2,NA
Q9LS40,NA
Q9LIS2,NA
Q5T4D3,NA
P35447,NA
P35447,NA
P35447,NA
P22202,0.174862169279566
Q9JLG8,NA
Q86TL2,1.60143405525086
Q86IZ9,NA
O13755,1.66593718349296
Q9FT73,NA
Q7MGG3,NA
A5FUH4,NA
Q96RW7,NA
Q96RW7,NA
Q96RW7,NA
Q96RW7,NA
Q96RW7,NA
Q8ZKH4,NA
Q04006,3.21933279090699
Q15782,NA
Q8TD08,NA
P27798,6.1229006196165
O12944,NA
Q04656,NA
Q5ZI11,NA
Q9XG77,5.22815380782668
Q54IJ1,NA
Q5QJE6,4.64170245169703
P97390,6.22964850860762
Q9S9Z8,3.63727246708615
Q3SZH6,NA
P0C0L0,NA
Q68CZ2,NA
Q3U2U7,0.456683470603458
Q24F59,3.96096137333589
Q9C0G6,NA
P41001,NA
Q63342,NA
P22543,2.62868230417999
Q8WXX0,NA
A2AWA9,2.62868230417999
O80642,NA
Q940B0,4.48885210385609
Q869Y7,2.62868230417999
Q8CG64,3.21933279090699
Q18409,NA
Q9XHS0,NA
O08759,3.63727246708615
Q9SRH6,-4.28024644934602
Q4JIJ3,NA
P46588,NA
Q75XW3,NA
P50265,NA
P23098,NA
F4I0P8,NA
P45951,1.66666688517992
O14594,NA
Q96PY6,NA
Q86AQ5,NA
Q8L7M4,NA
O14218,NA
Q86A88,NA
P0C6F1,NA
Q9P2D7,NA
Q9QZM6,NA
Q9DBR1,3.21933279090699
Q54PV7,NA
O64629,NA
Q3UIR3,4.64170245169703
Q62559,NA
P54641,-3.12156812307698
Q0IMS9,NA
Q8FDE1,NA
Q96UF2,-3.12901907757266
Q6A4L0,NA
Q8GW48,5.9663164611091
Q95ZQ4,NA
Q6BIJ5,NA
Q3T0U2,2.55001079715062
Q84ZC0,3.96096137333589
P11144,NA
Q8IZN3,-1.77117803320944
Q8IVF4,NA
Q6ZMV9,NA
O44411,NA
Q9HD20,1.60143405525085
Q8K354,NA
Q949R9,-0.354425349706535
Q9VHS8,5.82551047265324
Q56XY2,NA
Q84JF5,NA
Q55AX0,NA
Q9S9N1,NA
Q9ZJF1,NA
P0CS11,NA
P12759,NA
Q9P6P3,NA
D3YXG0,NA
D3YXG0,NA
D3YXG0,NA
P0DKK0,NA
P48510,NA
Q9UVH3,NA
Q968X7,NA
P0CN18,NA
Q54XM0,NA
Q61WR2,NA
Q12874,NA
Q9S7Q2,NA
Q9S7Q2,NA
Q9S7Q2,NA
P36774,NA
Q84WW3,1.60143405525086
Q9Y2D2,-0.354425349706535
Q11120,NA
P40513,0.639664233121726
Q95JL1,NA
Q5EA50,NA
Q5EA50,NA
Q5EA50,NA
Q5EA50,NA
Q54VV7,NA
Q7Z4T9,NA
Q08114,-1.77117803320944
O82201,NA
Q9SZX9,-1.47114747500155
Q9T079,NA
Q9UKM7,5.14199492916692
Q5RD06,NA
Q5RD06,NA
Q1QLI8,3.63727246708615
Q9FX86,NA
Q9FT73,NA
Q8WPW2,NA
Q63486,NA
P34893,4.22517921106366
Q14692,NA
Q9M907,3.21933279090699
Q9M907,3.21933279090699
Q9M907,3.21933279090699
Q6ZQ08,0.639664233121726
Q12874,5.34386164997216
O14327,NA
O88587,NA
Q6AY53,NA
Q54MZ4,NA
Q11KL2,NA
Q8JZK9,NA
O59790,NA
Q9SQN2,NA
C0QTL9,4.96452202123177
A5GW34,3.21933279090699
Q9SFB8,NA
Q9SFB8,NA
Q9SFB8,NA
Q9UFE4,NA
Q9CQL0,NA
Q3E9A4,NA
A6NMK7,NA
Q6I587,NA
A8IHT2,NA
Q6Z437,-0.354425349706535
Q498K9,NA
O09452,2.01643690143153
P46873,NA
P49596,NA
E1C3P4,NA
Q54GX5,NA
O94477,NA
Q5REW0,NA
Q9P7J8,NA
Q5VST6,NA
P41826,5.22815380782668
O95985,NA
Q7M3S9,NA
Q7M3S9,NA
Q7M3S9,NA
P54609,NA
P54609,NA
Q9NJU9,4.22517921106366
Q8N5J2,NA
Q9LTW5,NA
Q9SXD1,NA
Q9SXD1,NA
Q9SXD1,NA
Q9SXD1,NA
Q9SXD1,NA
Q9SXD1,NA
Q9SXD1,NA
B8B2R4,1.60143405525086
Q06827,0.230414199931102
Q06827,0.230414199931102
Q9P2D7,NA
P54676,NA
Q54JE4,NA
O04928,NA
Q9C5M0,4.22517921106366
P79051,NA
O14218,NA
Q29RB1,NA
Q9SJ44,NA
Q6DRC4,2.62868230417999
Q6PAV2,NA
P52427,1.66666688517992
P50991,5.1023516144853
Q54RJ1,-0.354425349706535
Q39584,2.62868230417999
P15088,NA
Q9SFU0,NA
C0QQL8,NA
Q6DHL4,4.93021055030037
Q45FA5,-5.82845556984893
Q54MI3,NA
Q9SMH3,NA
P50265,NA
Q9LNW3,1.60143405525085
Q52JK6,5.22815380782668
Q54BM1,3.21933279090699
P62944,NA
Q0V9S9,NA
O60306,NA
Q55BF2,NA
Q9MA96,NA
Q8BMB3,3.63727246708615
O23717,-21.1728167088848
Q9SMH3,NA
P31674,4.22517921106366
Q08114,4.47676580840325
P45975,NA
P46872,NA
P32911,NA
Q9BX74,1.60143405525085
F4I0P8,NA
P42339,NA
P51954,NA
P9WQE6,NA
P40318,NA
O94653,4.2580206324592
C0KJQ4,-0.391531091527808
Q6P7B0,4.44841738082535
B2RV13,NA
Q9D964,-1.53037996478933
P11144,4.44841738082535
O99252,4.41871192391881
O99252,4.41871192391881
Q7KQM6,NA
Q8KZT5,2.62868230417999
O77783,NA
P59271,-0.187455195794009
Q2HJD7,NA
Q9SMV6,NA
D4AVD4,6.39973924049807
Q03685,NA
P87131,NA
Q8IJN7,3.38538222730567
Q05746,NA
Q66KC4,NA
P41001,NA
Q42438,NA
Q90512,4.64170245169703
Q7XPJ0,NA
Q5R632,NA
Q7ZTZ2,3.63727246708615
P53470,NA
Q5Z8Q9,2.62868230417999
Q38922,NA
Q54JM9,NA
P38542,NA
O59713,NA
A8J1V4,NA
P83877,3.96096137333589
Q99JH1,3.63727246708615
P0DMW1,NA
A8I9E8,NA
Q8LSN3,NA
Q3V384,NA
Q28DH9,1.60143405525086
Q8W117,NA
Q8VZE7,NA
O35231,4.44841738082535
Q54RV6,3.96096137333589
Q9LYK7,2.62868230417999
Q9M1K2,2.62868230417999
Q9M1K2,2.62868230417999
Q9M1K2,2.62868230417999
Q9M1K2,2.62868230417999
Q9SLA2,NA
Q8GYD7,NA
Q9ALA2,NA
Q6ICB0,NA
P0C1J7,2.8071070751714
Q5XH14,-0.665385155392166
Q7XJ96,NA
Q8AB53,NA
Q9ZSK4,NA
Q9DE27,NA
P61129,NA
P28734,NA
P90726,-0.354425349706535
Q5ATG5,1.60143405525086
P0CR38,2.53893752106175
P0CR38,1.60143405525085
Q4A054,1.26204276953787
Q8T2Q0,NA
P21342,-0.354425349706535
Q9TXQ1,4.22517921106366
Q8N5P1,NA
Q54ED4,1.60143405525086
Q8AWF2,NA
A8IQE0,NA
F4IN58,NA
Q08114,NA
Q5R673,0.639664233121726
Q54RV6,NA
P43524,NA
Q9SIC9,NA
Q9SIC9,NA
Q9SIC9,NA
Q9SIC9,NA
Q9SIC9,NA
Q9SIC9,NA
