Accession_ID,log2FoldChange
Q9SZ69,-0.133359269828438
Q54M94,-1.04893907337842
O74918,1.57057434650604
Q55DY8,0.167888900245156
Q86W74,-0.238409894451195
P29610,-0.263172471765916
Q9Y7M7,1.78910310839907
Q6INF3,-0.721569326576292
Q9LV35,2.38842893782005
Q7XZU3,NA
Q9LKB9,-1.49149692150679
Q8CFW7,1.45749640364454
Q61371,0.571681044998019
P35267,-0.285557041144249
Q72VB8,1.5397055218629
Q0JB88,0.582281330618036
O94256,1.50618353413671
Q3E793,0.61574727898181
F4IRU3,0.380180170261231
Q55E45,-0.98492960161693
Q55E45,-0.98492960161693
Q6BTA4,-0.818950073358292
Q0IMS9,1.29462422889013
P54278,1.45749640364454
Q9HDW8,0.61921654430847
Q64M78,-0.459483769069784
Q54VQ7,1.12503162319173
Q9Y810,-1.36778325804038
Q9DCM4,0.350923101758301
P49605,2.18406642530354
Q5XI50,1.56529286011785
Q0J2L7,0.422294145210054
P54870,0.0104492635724336
Q9CQS8,0.00125332371453395
Q0IMS9,6.09795034846287
Q03685,NA
Q3EAR7,0.582281330618036
P32911,0.59291505681923
Q0ILQ6,-0.221712968697216
Q500Z2,-1.7600319429244
O14980,0.703554683567159
Q54WA3,0.615202400364348
P34117,0.71920054857741
Q0IHR1,0.24631281625944
P22694,2.93583751778355
P20902,0.399480632445274
Q80UY1,1.90313665995565
Q2A865,2.50596878611501
Q9SGA6,-1.29658714696947
Q2TCH3,2.91906932197603
O60306,1.67686188489105
O60306,1.67686188489105
Q43362,NA
Q7SXW4,-0.325329042487045
P38994,0.629374251536089
P48166,-2.7450410646453
Q9SMH3,NA
A4RBS3,3.8352706248663
Q8IJN7,0.699992905544206
O84345,1.87792591521074
B6F209,NA
P07276,2.38842893782005
Q9L4Q7,-0.882403784695183
P35684,-0.271930539866998
Q9ZGI5,NA
Q9ZGI5,NA
Q9ZGI5,NA
P50265,2.33443230394127
Q9VP76,0.703554683567159
Q9VP76,0.703554683567159
P42644,-0.389899648001789
Q8CFK2,-2.03113805350389
Q3ZBR5,-0.257496385487902
Q9DBT5,1.90260468005865
P14099,0.856569115999246
Q8LPJ4,2.13490233697939
A8HQ54,-3.57866138966609
Q6CLS8,1.45872053558684
Q28EN2,1.6614510251537
Q8VZM1,0.950383347194266
Q7Z4T9,1.50263962586594
Q9I4V0,-0.563039673174554
A2Q9T6,1.5062831485161
P24044,1.00982946693387
Q03685,-0.193320085450525
Q9VQX4,1.95766660108092
Q9URZ1,2.76820658951699
Q9XGM2,2.74990185703468
