Accession_ID,log2FoldChange
Q54MB4,NA
Q642C0,NA
Q9P4X3,-1.86751350465681
A9UMS3,NA
Q9FHN8,NA
Q12056,NA
Q43362,NA
P90519,NA
Q5UQ62,NA
Q7T3H1,NA
Q8VWI1,NA
O75001,NA
O84348,NA
P48166,NA
Q0JHZ2,NA
Q7KWX9,-1.68185886506329
P42795,NA
Q9R279,NA
P48166,NA
Q43362,2.70291196051627
P05124,NA
Q8NFJ9,NA
Q86HD3,NA
Q9R1S8,NA
Q940B0,NA
Q5RA42,NA
O02773,NA
Q8RWS8,NA
Q6PBF0,NA
Q23917,NA
Q9FGZ9,NA
P22953,NA
Q9P289,NA
Q9SFB8,NA
Q9SFB8,NA
Q0VCX2,-1.13700760661353
Q5R6E0,NA
Q5R978,NA
Q2HJ10,NA
P49596,NA
A8XA58,NA
O94565,NA
Q7ZWD4,NA
Q5ZK92,NA
Q42560,NA
Q5FWF4,NA
Q6H4N0,NA
P11139,NA
Q54IJ1,NA
O94387,NA
P41001,NA
O75386,NA
Q9IAL7,NA
P51817,NA
Q6U7I1,NA
Q40522,NA
Q9P2H3,NA
Q6P656,-2.83541165738299
Q8NEY3,NA
Q7ZUH1,NA
O94553,NA
Q39592,NA
P48765,NA
Q04013,NA
Q9UVH3,NA
P9WQ35,NA
P29356,NA
Q9LHE5,NA
P22817,NA
A8IQE0,NA
P21269,NA
Q9LU44,NA
Q8NA54,NA
Q5ZIM5,NA
Q55ED4,-2.12484176606307
P54319,NA
Q9HCB6,NA
Q9HCB6,NA
Q9HCB6,NA
Q9HCB6,NA
Q9HCB6,NA
P39197,0.709124522511939
P51794,NA
B2RYG6,-1.73665834125932
Q99460,NA
Q9SIP7,NA
P30666,NA
Q9FT73,NA
Q852N6,NA
P47816,NA
Q0IIF7,NA
Q08853,NA
P54860,1.69780055515565
Q10NQ9,NA
Q5FWF4,NA
Q94IN5,NA
Q9QZ67,NA
Q6NMM8,NA
O99256,1.84740179085895
Q96JB1,NA
Q6EX42,-1.06042654774756
Q6EX42,-1.06042654774756
Q6EX42,-1.06042654774756
Q6PBF0,NA
O23894,NA
Q553S2,NA
Q9SZA4,-1.13700760661353
Q9CY21,0.709124522511939
C1A6R5,NA
Q8N5P1,NA
Q54DD7,-1.73665834125932
P34600,NA
O80925,NA
P52427,NA
Q86L99,NA
Q86L99,NA
Q86L99,NA
Q10NQ9,NA
Q869E1,NA
Q5RA75,NA
Q7UHU7,NA
P9WQE6,NA
Q8R977,NA
Q08603,NA
Q9NYC9,NA
Q9LYU8,NA
Q9P2H3,NA
P11144,NA
Q8W4I9,NA
Q39575,NA
P26182,NA
P0CT61,NA
O60306,NA
O60306,NA
Q9P2L0,NA
Q2TGJ4,NA
P70269,NA
Q653S3,NA
Q14204,NA
Q8VZM1,NA
Q6IUY1,NA
Q7XJS0,NA
Q9JI38,NA
Q56Y85,NA
Q54YD4,NA
Q8BW94,NA
Q5RC80,NA
P48542,NA
Q12344,NA
Q8BGC0,NA
Q04960,NA
Q04960,NA
Q2KJJ0,NA
Q39211,NA
Q9P2D7,NA
O23617,-2.12484176606307
Q9JI13,NA
Q9HEH1,NA
Q8R519,NA
P44121,NA
Q8IVF4,NA
P54278,NA
Q755Y0,NA
Q9Y810,NA
Q54TA3,NA
O81635,NA
Q9C7F5,NA
Q94A97,NA
P42649,NA
A8HUA1,NA
Q9DB85,-0.544095856991272
Q2QM47,NA
Q54I10,NA
Q6N075,NA
C0ZIY1,NA
I6XHI4,NA
Q8N6T3,NA
O21042,NA
P62783,-0.322151879980153
Q9M291,NA
Q84MD8,NA
P72188,NA
F4I3B3,NA
Q5ZIM5,NA
Q5JKF2,NA
B2RR83,NA
Q5ZJ24,NA
Q9JLI7,NA
Q9VNA0,NA
Q6NRV8,NA
Q550K8,NA
Q8LLD4,NA
Q39230,NA
P70704,NA
Q10N20,NA
Q4FZT9,NA
Q504N0,NA
P33188,NA
Q6AVI8,NA
Q6DDZ9,NA
Q9SUR9,NA
Q03042,NA
Q81QK2,NA
Q6ZMV9,NA
P29356,NA
Q3UGF1,NA
Q4VAE3,NA
P35728,NA
P56820,-1.86751350465681
O61394,NA
Q9Y485,NA
Q6DHJ1,NA
Q5SNN4,NA
Q86A88,NA
Q8R0Y8,NA
Q3TFK5,NA
Q653S3,NA
Q8TD57,NA
Q9XWH0,NA
Q8H0V6,NA
Q22235,NA
O74351,NA
Q9FXA2,NA
Q9FXA2,NA
Q9FXA2,NA
O99252,0.147914700157131
O99252,0.147914700157131
Q1QLI8,NA
O61613,NA
P50851,NA
Q54D08,NA
Q54QG0,NA
Q8BKE9,NA
P54703,NA
O13823,NA
P02402,NA
P0CN18,NA
Q6DD70,NA
O14048,NA
Q9P0U3,NA
Q55AX0,-2.41341883224346
Q08CG8,NA
Q42438,NA
Q641Z6,NA
Q5R407,NA
Q9SZ69,NA
Q9VQX4,NA
P46875,NA
P34797,NA
P37518,NA
P29356,NA
