"kMEblack"	"kMEbrown"	"kMEgreen"	"kMEmagenta"	"kMEpink"	"kMEyellow"
"TRINITY_DN4704_c0_g1_i4"	0.325828976720254	-0.583924757644816	0.853784075850137	-0.0770009993916126	0.29402156173416	-0.847785283652632
"TRINITY_DN4704_c14_g1_i1"	0.321834326689862	-0.526764355658562	0.879234313939027	-0.240202509591033	0.34379164075062	-0.652966661548712
"TRINITY_DN4704_c1_g1_i2"	0.101913905093328	-0.540438641427628	0.852424566488752	-0.244510983759361	0.0674581098540988	-0.579640062684253
"TRINITY_DN4704_c2_g2_i1"	-0.0171992727437865	0.828797774879567	-0.30959605427751	0.241044916139916	-0.342175618703683	0.329380344416624
"TRINITY_DN4704_c2_g1_i1"	0.176331174154695	-0.496731137768181	0.0649216448618178	-0.190204562273968	0.0359818884387011	-0.0446290656112311
"TRINITY_DN4704_c2_g1_i4"	-0.045967978226308	-0.143521846714499	0.0961512149573217	-0.249747373547821	0.356240068978144	0.177284957498608
"TRINITY_DN4704_c2_g1_i5"	0.340625361104785	-0.785106579651134	0.904711899388393	-0.332243782621088	0.401183905458366	-0.719885544089927
"TRINITY_DN4704_c2_g1_i6"	-0.0369643044498727	-0.124321964481569	-0.400289082924913	-0.205156673505854	-0.110680048756887	0.415353263632734
"TRINITY_DN4733_c0_g1_i1"	0.224833918568411	-0.676899228120875	0.923301580839833	-0.204743204244361	0.458095028984324	-0.749661718824109
"TRINITY_DN4790_c0_g1_i1"	-0.221099257044366	0.230517411423462	-0.764701801209259	-0.00829097891850425	-0.230089597614695	0.745184973443876
"TRINITY_DN4708_c0_g1_i1"	0.187232631949113	-0.470048403200673	0.890667831426889	-0.147775362514818	0.411539165908759	-0.641556435577416
"TRINITY_DN4702_c0_g1_i6"	0.259006599197271	-0.188370118890079	0.533969927979373	0.00680204171283307	0.149097283893273	-0.591377218413571
"TRINITY_DN4712_c0_g4_i1"	0.303745017044857	-0.723942488550019	0.790882996047493	-0.084528078643447	0.442488448328494	-0.88270839411655
"TRINITY_DN4712_c0_g2_i1"	-0.456614754284397	0.886236359705577	-0.550921932485503	0.497815512531751	-0.369095373792159	0.451418393666056
"TRINITY_DN4712_c0_g1_i1"	-0.0796960544764814	0.773127588189563	-0.455718040598791	0.279795941716955	-0.333384889080676	0.44874829214895
"TRINITY_DN4712_c0_g1_i2"	-0.0133500536417737	0.577952446063937	-0.143224222624533	0.349611310558532	-0.122332092485554	0.145645760914221
"TRINITY_DN4712_c0_g3_i3"	0.164406543765396	0.170948711374323	-0.32489245253578	-0.43216344022778	0.00422240143391672	0.523043495628328
"TRINITY_DN4712_c4_g1_i1"	-0.124080308965815	0.872473051874364	-0.550835057007548	0.288185881865741	-0.570980909096683	0.49940301859067
"TRINITY_DN4741_c2_g2_i1"	0.436124682104287	-0.418713020881741	0.769495155363166	-0.376349928639891	0.384659567045589	-0.545311754125154
"TRINITY_DN4792_c0_g1_i1"	0.289070580444872	-0.743295343723603	0.882680775269867	-0.250410044463424	0.444167597447731	-0.715140347010298
"TRINITY_DN4792_c0_g2_i1"	0.273341218114731	-0.730982743193268	0.905540247737524	-0.207887462544452	0.506889769082669	-0.771504162706991
"TRINITY_DN4740_c0_g2_i8"	0.523294360209139	-0.637974495792874	0.709147524967988	-0.262785750754478	0.241264882475023	-0.757238811575514
"TRINITY_DN4783_c0_g1_i13"	-0.526896198638371	0.391956543956295	-0.169252714907268	-0.220982271450954	0.0303974135033836	0.373354124570602
"TRINITY_DN4783_c0_g1_i22"	0.324567129113432	-0.288072404492659	0.520020045406213	0.146950154507439	0.367499016287061	-0.604508241109208
"TRINITY_DN4783_c0_g1_i24"	-0.0554900830178958	0.233832712541923	-0.546909266108181	-0.393881089488647	-0.0151533928871614	0.637075386171178
"TRINITY_DN4774_c0_g1_i1"	0.219430520961071	-0.671229317083339	0.875171475196149	-0.164284073878552	0.431550495377499	-0.845303004832571
"TRINITY_DN4767_c0_g1_i1"	0.336882166678462	-0.472349386502303	0.331902240016072	0.0805580817233781	0.493555143612061	-0.478439472933998
"TRINITY_DN28940_c0_g1_i1"	0.168219910333675	-0.694435930923021	0.893668354777189	-0.160875100756443	0.248095697462589	-0.745885893397214
"TRINITY_DN28946_c0_g1_i1"	-0.215428173376442	0.283009517103827	-0.214590657923053	0.97490999412143	-0.224278388548861	-0.0894468229189184
"TRINITY_DN19767_c0_g1_i1"	-0.312414659212569	0.522313791165372	-0.7608982857677	-0.140368287130611	-0.345176130637312	0.933398802138508
"TRINITY_DN19730_c2_g1_i1"	-0.130404759783144	0.696230638883897	-0.271643046678887	0.264724994378024	-0.396966879023577	0.160620656221799
"TRINITY_DN19730_c3_g1_i1"	0.383116780143483	-0.797449840106777	0.832083187260716	-0.269958919407635	0.4703688727546	-0.73830733418952
"TRINITY_DN19757_c1_g1_i1"	0.285166228646974	-0.532947014926511	0.714939791682861	-0.228130668235643	0.38998508819708	-0.49519030459029
"TRINITY_DN19786_c0_g2_i1"	-0.228090231995058	0.707717948416432	-0.37698618390324	0.0379046999804801	-0.478203036483477	0.394547522513045
"TRINITY_DN19747_c0_g1_i4"	0.227809187690626	0.423276310458327	0.0335052583140115	0.11753373580514	-0.133395389130132	0.0734887913903492
"TRINITY_DN19747_c0_g1_i7"	-0.203156685124286	0.487196525495211	-0.28518596264338	0.116233106508455	-0.11442251552827	0.327481159907588
"TRINITY_DN0_c4_g1_i4"	-0.26735421663283	0.492199432694027	-0.217658011870004	-0.181078381392046	-0.0379420358421909	0.473897541300789
"TRINITY_DN0_c0_g1_i12"	0.150074711599073	-0.121783021859435	-0.265494663050188	0.0345650003993053	0.0976579848461763	0.0299802172048012
"TRINITY_DN0_c0_g1_i28"	0.12655351225641	0.0765219345692053	-0.0330999576526318	-0.0698345167438478	0.17383558705515	0.053053609632431
"TRINITY_DN0_c0_g1_i34"	0.314975921880367	-0.679841230377586	0.248266132045031	-0.14018833710752	0.331338987452185	-0.358491369357421
"TRINITY_DN0_c0_g1_i39"	0.321421683887729	-0.47500204085027	0.761627170673996	-0.0942764301172191	0.290295495049388	-0.728055670644204
"TRINITY_DN0_c0_g1_i4"	-0.0507121302271578	0.758851313310486	-0.261094387892542	0.368891123240335	-0.104186437626687	0.189261949469186
"TRINITY_DN0_c2_g1_i1"	-0.275593429730653	0.926749503309062	-0.586620718525033	0.480453027371879	-0.361333946127123	0.387029933310598
"TRINITY_DN0_c2_g1_i14"	-0.115085929279724	0.755249839503497	-0.213196207035778	0.268790200518979	-0.313109962991872	0.0993642613875786
"TRINITY_DN0_c2_g1_i16"	0.0281775974062076	-0.185127081116078	-0.264646949724838	-0.2658802714372	0.00177087099296407	0.206786902957027
"TRINITY_DN0_c2_g1_i18"	0.185016844506009	0.0291344594592233	-0.131170102483186	-0.188305699881393	0.181618247456879	0.220889525250476
"TRINITY_DN0_c2_g1_i2"	-0.370286575277909	0.664047044425965	-0.614233772623927	0.194028045294689	-0.200364969892187	0.558518985153881
"TRINITY_DN0_c2_g1_i24"	-0.0321536608366397	0.55050192809855	-0.235611030266355	0.0656184978424256	-0.506130082454224	0.37888766060445
"TRINITY_DN0_c2_g1_i28"	0.249582825226428	0.124198416367022	-0.631564916518491	-0.0693221223163405	-0.112553574397809	0.400880518292924
"TRINITY_DN0_c2_g1_i29"	-0.0768349502130655	0.344286022533546	-0.19019326817563	0.00938967771401492	-0.291130693533371	0.300961974171013
"TRINITY_DN0_c2_g1_i31"	-0.267160725082085	0.608758946803318	-0.180115773908149	0.379039843151109	-0.143591874184878	0.208669799669411
"TRINITY_DN0_c2_g1_i33"	0.228065163271752	-0.113027280607186	-0.193392321111894	-0.246309613600244	0.054599598364964	0.0580982500348515
"TRINITY_DN0_c2_g1_i35"	0.284084307369278	-0.301804117048599	0.236248955470285	-0.0340513522489745	0.0556697530812107	-0.31435414653419
"TRINITY_DN0_c2_g1_i37"	-0.230770995151815	0.779673621163845	-0.505346875015219	0.354089426448103	-0.304107553957086	0.318422533620235
"TRINITY_DN0_c2_g1_i39"	-0.341160733940077	0.864219731869177	-0.713826304684305	0.134956144274098	-0.381648940021133	0.722506450257458
"TRINITY_DN0_c2_g1_i4"	-0.339804080222164	0.87397906925635	-0.551145932092591	0.323206246524114	-0.331525158902329	0.574794669146503
"TRINITY_DN0_c2_g1_i40"	0.259186620938167	-0.0449373661501637	0.0272110028334121	-0.25137113864625	-0.109683220745883	-0.0648656304653863
"TRINITY_DN0_c2_g1_i43"	-0.211387070149991	-0.211536498818127	0.225460538386252	-0.151669757948247	-0.0308229453668901	-0.21685794122026
"TRINITY_DN0_c2_g1_i6"	0.313659040675848	-0.585887190835862	0.749904946740282	-0.34933165791063	0.351254605667509	-0.68238249831897
"TRINITY_DN0_c2_g1_i7"	-0.413285478728009	0.408896365230509	-0.291723520179167	0.014232430269991	-0.0714350546074571	0.348038228941397
"TRINITY_DN0_c2_g1_i9"	-0.0734557274984757	0.647645879066834	-0.196120774521711	0.216222524544332	-0.539424224082437	0.281601635537469
"TRINITY_DN0_c235_g1_i1"	0.238833950286321	-0.75886400242753	0.939404188075388	-0.199154868063928	0.421946684047049	-0.806342461255388
"TRINITY_DN0_c5_g3_i2"	-0.250462296952699	0.597110044152029	-0.82032430190661	0.014561876542335	-0.480911729130873	0.707829724556109
