"kMEblack"	"kMEblue"	"kMEgreen"	"kMEgrey"	"kMEturquoise"	"kMEyellow"
"TRINITY_DN4725_c0_g1_i1"	-0.0634212861786079	0.894062032489613	0.213164457029396	-0.356978845857213	0.866093795201439	-0.329050533441724
"TRINITY_DN4773_c0_g1_i1"	0.275991395649613	0.609907649586629	-0.243270976372872	-0.204536887955253	0.961719315571888	-0.107036350395336
"TRINITY_DN4727_c0_g1_i1"	0.365947044313426	0.558090422694528	-0.22845380276881	-0.148020139466125	0.937926741026627	-0.107850742686642
"TRINITY_DN4757_c0_g1_i1"	-0.319919651701645	-0.145024670730668	0.130223986838613	0.696431317305714	-0.0323643639587688	-0.121592094646286
"TRINITY_DN4752_c0_g1_i1"	0.299950579704404	0.616885722316648	-0.209959151791063	-0.17541229067523	0.987992045470531	-0.150316770765964
"TRINITY_DN44_c0_g2_i2"	-0.471354812732966	0.80402844385024	0.646892226973444	-0.459812194472457	0.299271491785745	-0.514419261408226
"TRINITY_DN16_c0_g1_i2"	0.316374249172182	0.595813491576854	-0.23786052549106	-0.161170819510823	0.976048320281577	-0.101152722888508
"TRINITY_DN4_c0_g1_i3"	0.313122934014626	-0.595417784880172	-0.518066760310973	0.0437114278080506	-0.533384047712078	0.821532633143503
"TRINITY_DN32_c0_g1_i6"	0.128072857131162	0.593245966404612	-0.0746644514977114	-0.0401055447907356	0.945582561471511	-0.276906904913717
"TRINITY_DN49_c0_g1_i1"	0.0939152555389679	0.886239354080075	0.035030317270556	-0.469745270041504	0.901799867652846	-0.222325504533652
"TRINITY_DN58_c0_g1_i1"	0.229204054413004	0.596854658284962	-0.110830431728389	-0.140600706322272	0.954482809966485	-0.232075266817056
"TRINITY_DN37_c0_g1_i1"	0.281095960436507	0.595527866865805	-0.171815307900011	-0.144912261271497	0.94963193630059	-0.193007894547931
"TRINITY_DN11_c0_g1_i9"	0.307587339100347	0.57432267690761	-0.182758082714693	-0.141789364685626	0.936473542362293	-0.157022357490392
"TRINITY_DN11_c0_g1_i11"	0.308373866267931	0.599131174967401	-0.245941563723808	-0.20085183529094	0.976762123035242	-0.116450861013871
"TRINITY_DN85_c0_g1_i1"	-0.674022231814411	0.673091852793233	0.781106516317513	-0.172075848424464	0.378280389715543	-0.813103853521235
"TRINITY_DN85_c0_g2_i1"	0.227634950014409	0.60711952247106	-0.11591665561519	-0.0905155483048475	0.955807741574612	-0.201286872188138
"TRINITY_DN41_c0_g2_i1"	-0.605895688163879	0.177897646425633	0.75411259657885	-0.172214405384531	-0.263745029677972	-0.452528449815382
"TRINITY_DN62_c0_g1_i1"	0.190654901159522	0.599812845327993	-0.141616517206374	-0.0698480719222981	0.973466259074781	-0.204991672079453
"TRINITY_DN88_c0_g1_i4"	0.244626379521267	0.558439472882614	-0.161680016144343	-0.0532556399693475	0.939809436261409	-0.193793815575015
"TRINITY_DN88_c0_g2_i3"	0.39142799236209	0.533586017610815	-0.229639282092324	-0.0744056483249232	0.907166790619265	-0.0998055626310861
"TRINITY_DN38_c0_g2_i1"	0.332646010778669	0.596326686770036	-0.236113458718692	-0.195310351892603	0.973830677329521	-0.125842332444809
"TRINITY_DN10_c0_g1_i10"	0.375356342664308	0.564404411463871	-0.258163095639301	-0.120473281215046	0.942303518525763	-0.126638549123004
"TRINITY_DN10_c0_g1_i9"	0.0717321166594912	0.758806006239479	0.170309122977979	-0.421725693414206	0.678964449661897	-0.340084949303321
"TRINITY_DN10_c2_g1_i1"	-0.091826667077033	0.90151968859341	0.313175761283167	-0.623457886407158	0.567683969697493	-0.322694667335914
"TRINITY_DN10_c2_g1_i2"	-0.0886727593721287	0.941712719293545	0.205185446373898	-0.508432699957903	0.73280980514833	-0.25337921636276
"TRINITY_DN42_c0_g1_i4"	0.282873997684706	0.608771464366208	-0.23826198543012	-0.155386554648839	0.974050889189008	-0.0972191112514821
"TRINITY_DN12_c0_g3_i1"	0.294033222494233	0.615177249766467	-0.173155427552918	-0.105751426591801	0.973718271889424	-0.165642104403145
"TRINITY_DN31_c0_g1_i2"	0.139892430630692	0.502292771013119	-0.198802272440471	-0.18238083461335	0.802263493657056	-0.11488533980232
"TRINITY_DN21_c0_g1_i14"	0.00152149145445259	0.91787020381924	0.113414066790847	-0.510891264657905	0.836476350093763	-0.242175138472935
"TRINITY_DN21_c0_g1_i2"	0.307729580296903	0.592936912995222	-0.221939193572065	-0.185201472951368	0.977206777172319	-0.152460965118417
"TRINITY_DN21_c0_g1_i7"	0.216162214852187	0.609675269240886	-0.173105310433576	-0.128229206862672	0.967666236568282	-0.137791403536994
"TRINITY_DN21_c0_g1_i3"	0.165309706589118	0.576730179038557	-0.128572789413809	-0.000862374698025845	0.950201626849277	-0.230613131085597
"TRINITY_DN21_c0_g1_i8"	0.183381908583004	0.601671585841501	-0.091127787160905	-0.0600832058008894	0.941536906109754	-0.213445472793175
"TRINITY_DN29_c0_g1_i11"	0.0340390559711835	0.0722371721483133	0.125034712232668	-0.0755721628151638	-0.0704748512744056	0.120314524066817
"TRINITY_DN29_c0_g1_i8"	0.186900126618074	0.145904978102511	-0.0935605443706056	-0.134688326304002	0.137876497307998	0.0556956882198905
"TRINITY_DN29_c0_g1_i1"	-0.105884009061943	0.842329565574	0.19788175164222	-0.359636174448077	0.858260066067799	-0.384518685870562
"TRINITY_DN29_c0_g1_i7"	-0.582619812200512	0.450974668783993	0.368379716803922	-0.111660936616411	0.197537782146735	-0.251490223405327
"TRINITY_DN29_c0_g1_i2"	-0.275372861515011	0.58575563010988	0.194577854455269	-0.132532644838762	0.648348410846826	-0.373017182188347
"TRINITY_DN64_c0_g1_i5"	0.278540865389456	0.611153654880688	-0.21372715740199	-0.171756422308389	0.976418604872271	-0.140943605532247
"TRINITY_DN8_c0_g2_i2"	0.325402074300522	0.575913535454461	-0.206752085312046	-0.168592616983343	0.957979466022346	-0.13275573356342
"TRINITY_DN8_c0_g1_i1"	0.0169003874372098	0.563406997393009	-0.0588524676253236	0.0290601521795639	0.896732977742659	-0.232373022887545
"TRINITY_DN8_c0_g1_i8"	0.207235648719861	0.615675909815338	-0.104517258056751	-0.0855024862797331	0.961287094643082	-0.204397636832375
"TRINITY_DN8_c0_g1_i3"	0.303379820022526	0.593130969639685	-0.183242312662444	-0.139891425065563	0.969522261374982	-0.15349899936513
"TRINITY_DN8_c0_g1_i5"	0.175924681965972	0.601559864981636	-0.0731894447242652	-0.0826669533141619	0.931279973728216	-0.211418512817402
"TRINITY_DN86_c0_g2_i1"	0.0281367504198949	0.78236950383577	0.0465600261345928	-0.206639563534573	0.930827084415995	-0.322111586929287
"TRINITY_DN86_c0_g1_i1"	0.266032406234315	0.584965440882427	-0.231361125158498	-0.232512175438624	0.965300116711909	-0.164419141326577
"TRINITY_DN43_c0_g2_i1"	0.331884710803889	0.600546807458324	-0.232493687842022	-0.155571186997884	0.977551907575161	-0.117011812266127
"TRINITY_DN63_c0_g1_i3"	0.305315504144348	0.603303660009904	-0.244444139708671	-0.198659604985061	0.980797489206202	-0.11290507583621
"TRINITY_DN63_c0_g1_i2"	0.260506483933255	0.611412613196795	-0.211405392269732	-0.187563427698326	0.958501079993953	-0.139714051340835
"TRINITY_DN22_c0_g1_i6"	0.2288948496585	0.608047825492438	-0.22519810516863	-0.166199968523534	0.9601853884248	-0.0928955853400494
"TRINITY_DN74_c0_g1_i1"	0.153434627771176	0.591873585006186	-0.0602545784773784	-0.0795125693711168	0.917627908255347	-0.244751098018409
"TRINITY_DN15_c0_g1_i1"	0.119219273871009	0.799588481412762	-0.0606854239114436	-0.391585334367347	0.925604525277786	-0.186515193470086
"TRINITY_DN72_c0_g1_i5"	-0.206881225361015	0.304702035988096	0.109492890875614	-0.364218602990767	0.279078039483087	-0.0779405292779305
"TRINITY_DN72_c0_g1_i13"	0.00353976891329373	-0.053016336269628	-0.0452477549411701	-0.207649656026487	-0.169169219947139	0.283102118267815
"TRINITY_DN72_c0_g1_i7"	-0.190449938011255	0.231295925549326	0.0956018343846536	-0.293021149075066	0.190181012935812	-0.0668350702010556
"TRINITY_DN72_c0_g1_i9"	0.0270821694091318	-0.102307948311284	-0.0511844793364723	-0.160318351409527	0.0246808331531343	-0.175380348035621
"TRINITY_DN72_c0_g1_i12"	-0.411885321999988	0.619266483931608	0.452629483324965	-0.334000213299431	0.540855705209383	-0.539665624581558
"TRINITY_DN72_c0_g1_i8"	-0.784903343110959	0.279885169974612	0.851173196840353	-0.0878474483276104	-0.187894959283486	-0.673583772240087
"TRINITY_DN55_c0_g1_i1"	-0.76557525626247	0.577254291703054	0.838306447939019	-0.208018891890696	0.0979492208288809	-0.631348821665338
"TRINITY_DN51_c0_g2_i1"	0.0358449557645147	0.761465647572111	0.0585591040261544	-0.196769256040596	0.940607204957129	-0.300477120068464
"TRINITY_DN51_c0_g1_i1"	-0.00608191056100354	0.763416166399309	0.0682614035702387	-0.178575215860806	0.919940593753906	-0.272578721769417
"TRINITY_DN91_c0_g2_i1"	0.891095939788704	-0.463020728133373	-0.763441549049462	0.103920797277382	-0.0641261999991871	0.729285777293412
"TRINITY_DN40_c0_g1_i3"	0.259140442602533	0.620488205182113	-0.194692891573539	-0.163866364143003	0.983468759524524	-0.159857491598457
"TRINITY_DN40_c0_g1_i2"	0.27711008875164	0.623395477531687	-0.182202004284208	-0.147548718476613	0.984733415559242	-0.173455026201612
"TRINITY_DN50_c0_g1_i4"	0.179268820920286	0.589354437850338	-0.149901050181958	-0.0733569452616391	0.964577162353632	-0.198173136486949
"TRINITY_DN50_c0_g1_i1"	0.108261432614591	0.788773802779776	0.0846620896900263	-0.300741307979847	0.868887064431779	-0.296013018526827
"TRINITY_DN60_c0_g1_i2"	-0.0291448953281972	0.906805930538596	0.114639284317555	-0.480581121008372	0.834216659129922	-0.243649869849982
"TRINITY_DN81_c0_g1_i7"	-0.349933791554875	0.943616114142907	0.527175166313902	-0.468607628406478	0.619353989913393	-0.537910150888346
"TRINITY_DN81_c0_g1_i19"	-0.334442193495784	0.937160592460681	0.579601609585305	-0.564162122338087	0.45370097189022	-0.47540757862397
"TRINITY_DN81_c0_g1_i13"	-0.531429495665852	0.65514047531907	0.773251560060119	-0.334746486488441	0.0320403180325879	-0.491523700885887
"TRINITY_DN81_c0_g1_i28"	-0.380398096691109	0.958501676700918	0.571107479964719	-0.468536862648213	0.539858080078241	-0.502477089966448
"TRINITY_DN81_c0_g1_i1"	-0.396845404703255	0.897655507455655	0.583050312624206	-0.434873746343223	0.496420833782731	-0.529682169817568
