baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TRINITY_DN7959_c0_g1_i1	36.9599473061894	-9.0369863127324	2.35553805931948	-3.8364849495759	0.000124807840912702	0.0305670681678804
TRINITY_DN2718_c0_g1_i8	56.0890545043831	-9.63874921330594	2.3445707093882	-4.11109341881231	3.93789821159998e-05	0.021296585650552
TRINITY_DN887_c0_g1_i20	67.5767791867737	-9.90786776629476	2.3400247179057	-4.2340867985199	2.29482303743442e-05	0.0200778874560976
TRINITY_DN10044_c0_g1_i3	26.192837849596	-8.54052521392863	2.34209188464086	-3.64653721313681	0.000265798000344302	0.04277828959827
TRINITY_DN293_c0_g1_i1	38.9855606090878	-9.11394146944748	2.35737998461656	-3.86613169235418	0.000110575245275276	0.0287478626139522
TRINITY_DN33686_c0_g1_i1	38.3700628548695	-9.09129817176849	2.3303096388385	-3.90132625306391	9.56671137428429e-05	0.0277903695680603
TRINITY_DN211_c0_g1_i1	53.5222950520402	-8.60692411002812	2.19121318662826	-3.92792639372168	8.5681423807524e-05	0.0258558996593455
TRINITY_DN270_c0_g1_i5	64.0460370418139	-9.83087841727659	2.67515734801374	-3.67487857287193	0.000237962561767816	0.0415772342496239
TRINITY_DN27061_c0_g1_i1	80.3859411192809	-9.19489634244671	2.27279617535637	-4.04563173862476	5.21822101346392e-05	0.0238331667314937
TRINITY_DN38536_c0_g1_i1	53.4401705988955	-9.56868812311583	2.38329077145143	-4.01490587625129	5.94695226773563e-05	0.0241703248217433
TRINITY_DN12711_c0_g1_i11	101.162344723351	-10.4903295740895	2.40764317940412	-4.35709479869263	1.31800192532301e-05	0.0152837102259473
TRINITY_DN2718_c0_g1_i13	136.555180032909	-10.9225634878717	2.46975009196036	-4.42253794156232	9.7548212007066e-06	0.012680517190057
TRINITY_DN256_c0_g1_i7	64.7693736690403	-7.68483812708565	2.14492101793198	-3.58280704176929	0.000339921704671379	0.0490968964721508
TRINITY_DN37136_c0_g1_i1	30.017948217132	-8.73662126403804	2.38573619789253	-3.66202318251097	0.000250231208855926	0.0415772342496239
TRINITY_DN28617_c0_g1_i1	47.204282900361	-9.38983862426662	2.41716378732542	-3.88465137261403	0.000102476829561189	0.0277903695680603
TRINITY_DN33615_c0_g1_i1	32.109991350538	-8.83446448814246	2.31398205881029	-3.81786213704898	0.000134613108664137	0.0312141053728691
TRINITY_DN5009_c0_g1_i1	127.318222171648	-9.85784140981329	2.4010740755035	-4.10559653714395	4.03272821360829e-05	0.021296585650552
TRINITY_DN17525_c0_g1_i1	120.659863207578	-10.7443523505973	2.72621105603485	-3.94113006284425	8.10986352171618e-05	0.0249179243006331
TRINITY_DN887_c0_g1_i6	44.4754954358439	-9.30456600643133	2.3358756509621	-3.98333104872212	6.79559881518838e-05	0.0241703248217433
TRINITY_DN192_c0_g1_i1	42.9295994581184	-8.28822538581015	2.25759445515745	-3.67126406023712	0.00024135382099883	0.0415772342496239
TRINITY_DN6205_c0_g1_i1	36.4716553516964	-9.01803798736501	2.43086735239725	-3.70980258485584	0.000207420922484212	0.0402897260811574
TRINITY_DN32929_c0_g1_i1	38.7383154811142	-9.10497281483082	2.43192217922946	-3.74394085986571	0.00018115631027643	0.0371699955871078
TRINITY_DN30376_c0_g1_i1	56.4522596462319	-9.64796554402369	2.40891066630859	-4.00511553996655	6.19871754258274e-05	0.0241703248217433
TRINITY_DN30056_c0_g1_i1	41.8830640792518	-9.2171604740746	2.37417934376316	-3.88225114429017	0.000103493908095722	0.0277903695680603
