baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TRINITY_DN312706_c1_g1_i1	15.4718087155025	20.8279096875055	3.90980759904491	5.32709325456153	9.97969330316098e-08	2.75315531779356e-05
TRINITY_DN2992_c6_g1_i3	15.4718087155025	20.8279096875055	3.90980759904491	5.32709325456153	9.97969330316098e-08	2.75315531779356e-05
TRINITY_DN3256_c1_g1_i16	14.2001532046393	20.7025152710115	3.91008069837772	5.29465166271401	1.19243490087836e-07	2.75315531779356e-05
TRINITY_DN1669_c2_g1_i5	14.2001532046393	20.7025152710115	3.91008069837772	5.29465166271401	1.19243490087836e-07	2.75315531779356e-05
TRINITY_DN151450_c0_g1_i2	15.2598661303586	20.8068045975975	3.90984994016473	5.32163763725441	1.02837260402925e-07	2.75315531779356e-05
TRINITY_DN60_c0_g1_i49	14.4120957897831	20.7261718653703	3.91003183216483	5.3007680640531	1.1531651118678e-07	2.75315531779356e-05
TRINITY_DN133029_c0_g1_i1	14.2001532046393	20.7025152710115	3.91008069837772	5.29465166271401	1.19243490087836e-07	2.75315531779356e-05
TRINITY_DN58597_c1_g2_i10	14.624038374927	20.7472740033842	3.90998428135751	5.30622951665189	1.11916026394668e-07	2.75315531779356e-05
TRINITY_DN35638_c0_g1_i12	15.6837513006463	20.8440827926849	3.90976640091357	5.33128597857264	9.75197049840324e-08	2.75315531779356e-05
TRINITY_DN17692_c2_g1_i1	15.0479235452147	20.788320954584	3.90989347575063	5.31685097906485	1.05578465832073e-07	2.75315531779356e-05
TRINITY_DN3070_c0_g1_i4	14.624038374927	20.7472740033842	3.90998428135751	5.30622951665189	1.11916026394668e-07	2.75315531779356e-05
TRINITY_DN21154_c1_g1_i4	14.8359809600709	20.7687975949019	3.90993825522523	5.31179682112538	1.08549589443494e-07	2.75315531779356e-05
TRINITY_DN909_c0_g1_i55	14.8359809600709	20.7687975949019	3.90993825522523	5.31179682112538	1.08549589443494e-07	2.75315531779356e-05
TRINITY_DN742_c1_g3_i7	14.2001532046393	20.7025152710115	3.91008069837772	5.29465166271401	1.19243490087836e-07	2.75315531779356e-05
TRINITY_DN3849_c0_g1_i1	14.624038374927	20.7472740033842	3.90998428135751	5.30622951665189	1.11916026394668e-07	2.75315531779356e-05
TRINITY_DN6400_c0_g1_i16	15.4718087155025	20.8279096875055	3.90980759904491	5.32709325456153	9.97969330316098e-08	2.75315531779356e-05
TRINITY_DN138215_c0_g1_i6	15.6837513006463	20.8440827926849	3.90976640091357	5.33128597857264	9.75197049840324e-08	2.75315531779356e-05
TRINITY_DN26959_c0_g1_i2	15.2598661303586	20.8068045975975	3.90984994016473	5.32163763725441	1.02837260402925e-07	2.75315531779356e-05
TRINITY_DN72323_c0_g2_i1	14.624038374927	20.7472740033842	3.90998428135751	5.30622951665189	1.11916026394668e-07	2.75315531779356e-05
TRINITY_DN12216_c0_g1_i6	15.0479235452147	20.788320954584	3.90989347575063	5.31685097906485	1.05578465832073e-07	2.75315531779356e-05
TRINITY_DN33506_c0_g1_i1	15.2598661303586	20.8068045975975	3.90984994016473	5.32163763725441	1.02837260402925e-07	2.75315531779356e-05
TRINITY_DN32899_c0_g1_i2	14.2001532046393	20.7025152710115	3.91008069837772	5.29465166271401	1.19243490087836e-07	2.75315531779356e-05
TRINITY_DN1849_c0_g1_i4	15.0479235452147	20.788320954584	3.90989347575063	5.31685097906485	1.05578465832073e-07	2.75315531779356e-05
TRINITY_DN4281_c2_g1_i4	15.0479235452147	20.788320954584	3.90989347575063	5.31685097906485	1.05578465832073e-07	2.75315531779356e-05
TRINITY_DN55751_c0_g1_i1	15.4718087155025	20.8279096875055	3.90980759904491	5.32709325456153	9.97969330316098e-08	2.75315531779356e-05
TRINITY_DN6131_c3_g2_i1	15.2598661303586	20.8068045975975	3.90984994016473	5.32163763725441	1.02837260402925e-07	2.75315531779356e-05
TRINITY_DN183372_c0_g2_i1	14.8359809600709	20.7687975949019	3.90993825522523	5.31179682112538	1.08549589443494e-07	2.75315531779356e-05
TRINITY_DN742_c0_g1_i7	14.2001532046393	20.7025152710115	3.91008069837772	5.29465166271401	1.19243490087836e-07	2.75315531779356e-05
TRINITY_DN72217_c0_g1_i1	15.0479235452147	20.788320954584	3.90989347575063	5.31685097906485	1.05578465832073e-07	2.75315531779356e-05
TRINITY_DN28850_c0_g1_i2	14.8359809600709	20.7687975949019	3.90993825522523	5.31179682112538	1.08549589443494e-07	2.75315531779356e-05
TRINITY_DN37798_c0_g1_i2	14.8359809600709	20.7687975949019	3.90993825522523	5.31179682112538	1.08549589443494e-07	2.75315531779356e-05
TRINITY_DN20417_c0_g1_i11	15.6837513006463	20.8440827926849	3.90976640091357	5.33128597857264	9.75197049840324e-08	2.75315531779356e-05
