"kMEblack"	"kMEblue"	"kMEbrown"	"kMEcyan"	"kMEgreenyellow"	"kMEred"	"kMEsalmon"	"kMEyellow"
"TRINITY_DN28708_c2_g2_i1"	-0.479947701944514	-0.602344538610954	0.885099539050346	0.168098144400978	-0.274714943796346	0.0491169929969404	-0.274520968283018	0.46089979144989
"TRINITY_DN28708_c2_g1_i3"	-0.405970919608341	-0.498754343605924	0.864125540659275	0.2067568372632	-0.18764495905479	-0.0770043638827316	-0.189691339060488	0.341591309980426
"TRINITY_DN28779_c0_g1_i3"	0.733512392624887	0.666623067055398	-0.471642421126591	0.157414861344065	0.502379295299737	-0.527595404929926	0.241569722909842	-0.360058115756261
"TRINITY_DN28779_c0_g1_i9"	0.598548308948746	0.74166072059913	-0.548374433300173	-0.0515351243511035	0.159896791956607	-0.298879459926698	0.283178853830511	-0.526190378084578
"TRINITY_DN28721_c2_g2_i1"	-0.538533602251908	-0.650881862946767	0.907883350004764	0.195984384395115	-0.258231294383593	0.0848941478849107	-0.256515073454125	0.468425191072698
"TRINITY_DN28760_c7_g1_i1"	-0.459663711869231	-0.727382104417172	0.861463002241221	0.020753388697824	-0.416372704035214	0.1277085700644	-0.376919140108374	0.760681257311752
"TRINITY_DN28791_c8_g1_i1"	-0.30755183708169	-0.629139176092527	0.302164544375636	-0.198872010354	-0.333806625776155	0.414801399439637	-0.408036744863443	0.95558562682055
"TRINITY_DN28777_c0_g2_i1"	-0.558505034882697	-0.701237922206079	0.954529399144456	0.0309804160629219	-0.470868527414567	0.0182768958759946	-0.38923190676146	0.589109505648505
"TRINITY_DN28777_c1_g1_i1"	-0.647777130905856	-0.860804997093509	0.869004053680217	-0.00668628604812284	-0.400718382016093	0.252529167773742	-0.394711545982309	0.794151458313953
"TRINITY_DN28710_c0_g1_i8"	-0.456533193867476	-0.616390827834056	0.81681242953899	0.287627794251479	-0.258133735778938	-0.00980851450578596	-0.262322057097471	0.34433305097353
"TRINITY_DN28710_c0_g1_i2"	-0.526164265513768	-0.658620762501867	0.973895133347664	0.135464187835644	-0.308469402322938	-0.0200473489947033	-0.303853366137944	0.375173831979682
"TRINITY_DN28769_c0_g1_i1"	-0.507627346142133	-0.680906148802934	0.986403367703848	0.111873255089928	-0.375825511985579	-0.0429193875701039	-0.345022992171069	0.466972374737664
"TRINITY_DN28722_c2_g1_i1"	0.899502924511455	0.79698501507843	-0.590411402651307	-0.113000324674645	0.250471928607062	-0.430575793306835	0.405616986788102	-0.472537854809894
"TRINITY_DN28783_c1_g1_i5"	-0.585469861523982	-0.784211530588504	0.953261697996974	0.023250484761647	-0.397380008046008	0.104511509783188	-0.394379335068144	0.641331938077993
"TRINITY_DN28729_c0_g1_i3"	-0.429825437199199	-0.67771112273577	0.315194856155221	-0.124658478051117	-0.340957313708876	0.418147149332433	-0.344932834628782	0.961902247025311
"TRINITY_DN28789_c2_g1_i24"	0.303733134057831	0.765152121308129	-0.45029712246019	0.0501346866815969	0.226760341174853	-0.561293221370613	0.389374066177953	-0.74104229963947
"TRINITY_DN28789_c2_g1_i13"	0.526198986468501	0.789648831916554	-0.5533036603187	0.347937668719254	0.726199839568116	-0.582021639277086	0.197255771875271	-0.678246241718452
"TRINITY_DN28789_c1_g1_i1"	-0.286025805293605	-0.562215843957171	0.654052932885437	-0.0619339482801762	-0.336257909816467	0.14714994884284	-0.312099925869537	0.736250831077826
"TRINITY_DN79407_c0_g1_i7"	-0.33630366718488	-0.640572784650531	0.278177729617149	-0.107012402161557	-0.272761532819533	0.391012023151076	-0.394830870857055	0.923875080460123
"TRINITY_DN79422_c1_g1_i1"	-0.490316316514834	-0.718883236526288	0.935516780530659	0.134259761889562	-0.354227475981769	0.0194277496972286	-0.36623379487605	0.528539788074072
"TRINITY_DN79491_c0_g1_i17"	-0.321627990396343	-0.575928997182846	0.122784110621699	-0.140218181408656	-0.311463967437477	0.461091674027668	-0.277353127599285	0.88384191919189
"TRINITY_DN79478_c0_g1_i2"	0.287639192570027	0.631605940603675	-0.266049256318686	-0.242215836747841	0.205728863458646	-0.582389628470061	0.365609528598079	-0.708672316198467
"TRINITY_DN79478_c1_g1_i1"	0.611857168495983	0.912168816310114	-0.750997000324789	-0.1196462870092	0.377501366486399	-0.410622710705437	0.306694805513238	-0.676759544652344
"TRINITY_DN12483_c0_g1_i3"	0.765148362941668	0.812215671600793	-0.488136975677312	-0.367967085644184	-0.141191054517944	-0.424900042583766	0.258980670166712	-0.444521264357582
"TRINITY_DN12483_c2_g1_i1"	-0.526208762944823	-0.782891839598557	0.842920661317677	0.00777537238987683	-0.43400586411441	0.144917648252285	-0.436613341011655	0.791627292864366
"TRINITY_DN12440_c0_g2_i1"	0.849714579794699	0.762846079285651	-0.657458954842931	-0.059368667183573	0.248113753641272	-0.278502044235438	0.415477300888643	-0.527654947431258
"TRINITY_DN12479_c0_g1_i17"	0.51459521783522	0.587245880678515	-0.427776538336229	0.255523266036085	0.565617611866618	-0.450504251324626	0.486619442008415	-0.447392697738192
"TRINITY_DN12479_c0_g1_i14"	0.283450937514413	0.587043556835207	-0.404996629268679	0.455024153246093	0.81487127702083	-0.562336016203231	0.0894407166419323	-0.49534953056541
"TRINITY_DN12479_c0_g1_i1"	0.0860520799664955	0.422239228357478	-0.163702987681073	-0.0839717308043124	0.029746865161385	-0.424764538446841	0.338119808481844	-0.312309361680371
"TRINITY_DN12400_c5_g1_i1"	-0.0694249626815388	-0.370620241627792	0.705478631865379	0.10471094594835	-0.245529219908661	-0.150951025860515	-0.268163132564743	0.463655030859596
"TRINITY_DN12487_c0_g1_i1"	0.718369579984657	0.912344459346826	-0.605269493818824	-0.166190827116025	0.142498294225271	-0.547515412128763	0.305925515763713	-0.644683717749427
"TRINITY_DN12487_c0_g1_i5"	0.492163969222023	0.842843376884072	-0.50028826186982	-0.036435202693136	0.176671297881423	-0.673619430551678	0.427257805753788	-0.65674698999092
"TRINITY_DN12416_c0_g1_i2"	0.726330678026043	0.949726853489034	-0.839677869492294	-0.00814820985189443	0.429753268912344	-0.442519716967023	0.36966493360046	-0.668719344958877
"TRINITY_DN12416_c0_g1_i4"	0.606679920815531	0.920828735979045	-0.765867608056704	-0.148839022684685	0.409997260498692	-0.475544074019893	0.354242448978235	-0.683494939670767
"TRINITY_DN96656_c1_g2_i2"	0.455995913334141	0.768223840691875	-0.873875842366198	0.0675629305679445	0.425126414956855	-0.244664604560119	0.450513021063924	-0.535465492279245
"TRINITY_DN96656_c1_g3_i1"	0.56697998339164	0.766584642209659	-0.802104346191904	0.115352325698402	0.498278251778393	-0.221724147532912	0.357620665445418	-0.741737776517248
"TRINITY_DN96701_c0_g1_i1"	-0.555913869110235	-0.772472977487952	0.929980854142293	0.0948450446265852	-0.343644728834506	0.100460885465832	-0.340040151891039	0.594804427857835
"TRINITY_DN96678_c2_g1_i1"	0.299277297219158	0.691439667805966	-0.398528892813931	0.00969772517904012	0.225414476246117	-0.509030622002063	0.0919271701460286	-0.558554299814446
"TRINITY_DN96677_c6_g1_i1"	-0.319757953644648	-0.570662532138852	0.824988267713236	0.0253980718919804	-0.428008877140431	0.0392751289046815	-0.347576746156917	0.534526247780636
"TRINITY_DN4795_c0_g1_i22"	0.0354088290738041	0.242260762156733	-0.306862698578877	0.692186150607792	0.978511231232192	-0.263985900471715	0.0527237587262232	-0.348805171024273
"TRINITY_DN4715_c0_g1_i19"	0.698504940350469	0.954541236449209	-0.66268847519616	-0.0827813898625282	0.415526832300062	-0.576639754570766	0.431962661545135	-0.772214154549197
"TRINITY_DN4775_c4_g1_i1"	0.167498800290452	0.572391003759884	-0.320928722504065	0.208002120471702	0.413599818862195	-0.53845835365511	0.0768018582840161	-0.556699131258964
"TRINITY_DN4775_c2_g3_i2"	0.848441774386916	0.766587516700679	-0.436780222159391	-0.109284772570424	0.263840898819301	-0.467908645623355	0.0554221480983248	-0.480415315635348
"TRINITY_DN4791_c0_g1_i1"	0.947449994560522	0.704084068954176	-0.568419195944031	-0.0796361522497445	0.296969016401098	-0.321432460613278	0.202020541408433	-0.372417835767652
"TRINITY_DN4727_c0_g1_i10"	0.954311460186529	0.680211201799977	-0.514532982253364	-0.302299263264114	-0.00899107305597746	-0.215352134697887	0.315624785100993	-0.415753197776416
"TRINITY_DN4727_c0_g1_i6"	0.920925251833821	0.564791623440725	-0.43362213044047	-0.323989938273287	-0.106528097278875	-0.160648131532369	0.154443134637194	-0.264561204565867
"TRINITY_DN4778_c1_g1_i2"	-0.291594280240558	-0.610585545645614	0.0825176344421507	-0.128850204288401	-0.250530941679866	0.942483535396508	-0.40672584160415	0.365381689030476
"TRINITY_DN4766_c0_g2_i1"	0.638573122148185	0.755182950560166	-0.558034880998138	-0.0298679771007096	0.258429909407567	-0.443922620339988	0.440498151384474	-0.61887424165681
"TRINITY_DN4776_c5_g1_i2"	0.59789307167311	0.712729517665111	-0.360320449767959	-0.31135913638162	-0.192324946102351	-0.444380598621354	0.479975192303204	-0.469294815731371
"TRINITY_DN4776_c5_g1_i7"	-0.0886387877139406	0.272534979154477	-0.0414639456499955	0.204488128936137	0.297826861150436	-0.357384091004175	-0.209349343999554	-0.307232830640096
"TRINITY_DN4796_c0_g1_i5"	0.763636510519834	0.662518857484529	-0.458122085028437	0.00228822837515714	0.333505624062084	-0.367096393226432	0.0188364926840543	-0.410330198051371
"TRINITY_DN4789_c16_g1_i4"	0.160222966533995	0.426735386585492	-0.304191180693223	-0.027238183394341	0.287016165327238	-0.305179694800378	0.460613846789605	-0.440797507364416
"TRINITY_DN4789_c3_g3_i1"	0.810470969224278	0.923388107905343	-0.652279282100395	-0.147316115129832	0.290189411371889	-0.519218859195232	0.409781610296284	-0.67096597804455
"TRINITY_DN4789_c0_g1_i2"	0.574123057348323	0.855685227328664	-0.717774760771913	-0.0214350900027238	0.439308531818661	-0.424913511914337	0.253539046173095	-0.629255565134549
"TRINITY_DN4789_c16_g2_i1"	0.297826976347119	0.301438745037241	-0.143464501480027	0.354163335096584	0.369652944674584	-0.196690413220238	0.212238018880982	-0.322164163610364
"TRINITY_DN4789_c6_g1_i1"	0.698654307397701	0.950777567116876	-0.755216266768722	-0.136292098116085	0.322633549341223	-0.43272484828066	0.432163099144515	-0.648025061264301
"TRINITY_DN4714_c2_g1_i1"	0.546325705943462	0.930112576700135	-0.666062013880169	-0.0852729088258777	0.297671127781407	-0.583170333868431	0.458602445247966	-0.702289821974023
"TRINITY_DN4739_c0_g2_i8"	0.752450385148682	0.968926193918794	-0.774846181463914	-0.176290539390369	0.214071528747252	-0.473451857242876	0.402394671548485	-0.636150010609019
"TRINITY_DN4739_c0_g3_i7"	0.69035882151613	0.946580218800454	-0.685266023407542	-0.278541497054453	0.195137597047779	-0.521965749466663	0.405239891479821	-0.629707066742156
"TRINITY_DN4739_c0_g1_i5"	0.781923384800684	0.962494934633481	-0.703593580090772	-0.196297127764749	0.167847607752045	-0.493998813280797	0.417283832361593	-0.613990037993998
"TRINITY_DN4739_c0_g1_i13"	0.740929530444179	0.937687009548238	-0.57115509288266	-0.225314916021234	0.0949453839699322	-0.576397690384286	0.391748191232072	-0.66702926449299
"TRINITY_DN4739_c0_g1_i35"	0.787898699615114	0.972687938869929	-0.683074764187238	-0.199980961825121	0.181709982419341	-0.544628130235493	0.384466692439839	-0.640961113117229
"TRINITY_DN4739_c0_g1_i17"	0.815147276015863	0.778171943171271	-0.645416279586889	-0.103081814135442	0.245177419817942	-0.274809198801816	0.0251970506347721	-0.367750759809102
"TRINITY_DN4739_c0_g1_i10"	0.751913704968045	0.931911358968715	-0.648117372798135	-0.269086297352888	0.169148764414333	-0.518633767174075	0.348981460131703	-0.555316863272959
"TRINITY_DN4739_c3_g3_i3"	0.709505612099753	0.924102280317056	-0.584161847984581	-0.248822546949658	0.0201027312873401	-0.572952896124358	0.429693994166639	-0.597491639946197
"TRINITY_DN4701_c1_g1_i23"	0.718612907671223	0.805027108467817	-0.651787339384926	0.0532351128868078	0.428734179528294	-0.44967299552151	0.466932769997776	-0.620337426476828
"TRINITY_DN4738_c0_g1_i52"	-0.509165917307858	-0.654809555037377	0.876343747933531	0.150375431261727	-0.271011253219469	0.100517692725786	-0.27407752794383	0.538994298967248
"TRINITY_DN4738_c2_g1_i5"	-0.0214327484185118	0.210145532150532	-0.0704193171371125	-0.0449651576507279	0.124156809179602	-0.303242806271573	0.810380184286951	-0.263351095156646
"TRINITY_DN4797_c0_g1_i5"	0.118814823112608	0.463067893512915	-0.109696576488248	0.0563030664338094	0.334303538352584	-0.443833100396193	-0.180868800811581	-0.496841806125522
"TRINITY_DN4702_c1_g1_i13"	0.294036317676051	0.71832725680941	-0.598970485416077	0.0957900041286039	0.206780958856962	-0.284404495084271	0.445622990221043	-0.679795835852513
"TRINITY_DN4712_c0_g1_i4"	0.92263288314382	0.761098161521575	-0.525063313217313	-0.275470077609211	0.0518297105709616	-0.321006767570301	0.183187584978954	-0.396745888929783
"TRINITY_DN4712_c0_g1_i12"	0.67312564546869	0.947031050249011	-0.688044565763311	-0.135369294837731	0.247566355372094	-0.581959167856647	0.48334522723369	-0.64766266085473
"TRINITY_DN4740_c0_g1_i4"	0.93159770006632	0.552126718297085	-0.43768854788732	-0.27513460922292	0.0049075294352055	-0.0894211391873209	0.146765208711157	-0.270650325501464
"TRINITY_DN4740_c0_g1_i3"	0.386632611553983	0.759279134772442	-0.535347315635546	0.0455734193136127	0.442292793404802	-0.4878939575565	0.447067210604306	-0.655564505172503
"TRINITY_DN4750_c0_g1_i5"	0.175093151862852	0.615056493061454	-0.531816312711432	0.273626158336475	0.570094101957322	-0.432455597812015	0.421585932511179	-0.572616774829119
"TRINITY_DN4750_c0_g1_i8"	0.687626181522277	0.713317203879906	-0.556756029697612	-0.336045538579789	-0.122287179376454	-0.259242313265921	0.31183549025669	-0.473287419171861
"TRINITY_DN80318_c0_g1_i10"	-0.421322627531671	-0.698126133762588	0.355445377058886	-0.00423596874444759	-0.351310506595486	0.448901723835847	-0.310937260835245	0.92437190163742
"TRINITY_DN28878_c0_g1_i1"	0.434781871837703	0.734470897285423	-0.717782079980998	0.0270756216877345	0.494966940123539	-0.252779089455642	0.224200962885325	-0.62297410310397
"TRINITY_DN28871_c4_g1_i2"	0.816608816818534	0.750519025958332	-0.455608875226202	-0.344183923703895	-0.0870306040841644	-0.359358518006906	0.127186750711775	-0.420384570128687
"TRINITY_DN28802_c1_g1_i2"	-0.194665003946805	-0.523163228809312	-0.00300971020120619	-0.238915085340506	-0.358412210403832	0.953735207120349	-0.476546218091382	0.414264018342241
