"kMEblue"	"kMEbrown"	"kMEgrey"	"kMEpink"	"kMEturquoise"	"kMEyellow"
"TRINITY_DN1920_c0_g1_i1"	-0.157157652121868	-0.159526073068916	-0.0976870019108872	0.299711896316921	0.961699768735594	0.535982466464952
"TRINITY_DN4153_c0_g1_i1"	0.0133666861121365	-0.24130889287699	-0.387260204643626	0.124956910533197	0.946867979864302	0.781756428246939
"TRINITY_DN4145_c0_g1_i1"	0.409712919396735	-0.337219767475655	-0.270372884294346	-0.448873726267445	-0.0382565070950502	0.440488207627441
"TRINITY_DN4197_c0_g1_i1"	-0.229981614820452	-0.129516456247939	-0.201927080024019	0.289202211440934	0.9582502355493	0.528162130543254
"TRINITY_DN4123_c0_g1_i1"	0.191778474619637	-0.282535760254377	-0.537313805108642	-0.076556685598846	0.795904220451046	0.910162825277067
"TRINITY_DN4121_c0_g1_i1"	0.25575688332074	-0.268138392415273	-0.579848328646385	-0.132584343207309	0.694088290826881	0.943051690745846
"TRINITY_DN3270_c0_g1_i1"	-0.017980228483802	-0.22184222961283	-0.368912526992536	0.153836702517477	0.955753459176737	0.759917244537937
"TRINITY_DN3215_c0_g1_i1"	-0.31157167615215	0.679639090513867	-0.422146902731535	0.2634120188763	-0.124508330122508	0.0288092403845372
"TRINITY_DN3250_c0_g1_i1"	-0.0564152333528889	-0.256739440630082	-0.213842081182486	0.16298253985802	0.959864909371657	0.684697604395337
"TRINITY_DN2302_c0_g1_i1"	0.13613239862471	-0.298877802050602	-0.431613638225401	-0.00954263717678141	0.81256466289379	0.802209039148914
"TRINITY_DN1474_c1_g2_i1"	-0.127205223150984	-0.268243454231041	0.195920599496735	-0.0125763155764865	0.57472574303395	0.124999219630824
"TRINITY_DN3557_c0_g1_i1"	-0.212602853967397	-0.157435543681023	-0.139973776831685	0.298617445385981	0.977138576984755	0.533206862248909
"TRINITY_DN2689_c0_g1_i2"	-0.260824080150659	-0.103314151056425	-0.129961756778003	0.287344554149227	0.882485314880681	0.45337648617535
"TRINITY_DN2679_c0_g1_i2"	-0.097987410239405	-0.193767014373407	-0.0988676425981144	0.172137113567497	0.952837096762596	0.553387078122737
"TRINITY_DN2625_c0_g1_i1"	0.915925637743137	-0.651679201563339	-0.257960665687241	-0.749843649487375	-0.177603200046526	0.573905828540646
"TRINITY_DN2618_c0_g1_i1"	-0.249951158510128	-0.0592694511637931	-0.175247607746626	0.291160604495239	0.961552265272852	0.528776310972067
"TRINITY_DN2695_c0_g1_i1"	-0.164248850700303	-0.158341326815786	-0.106060923967979	0.285161238649834	0.968792871149286	0.537522243977631
"TRINITY_DN2638_c0_g1_i1"	0.0472841137358273	-0.283934077626537	-0.338691276228511	0.111562651240917	0.918988155558642	0.800538328430316
"TRINITY_DN1752_c0_g1_i1"	-0.24002457202298	-0.103667403241057	-0.185311233566386	0.310450902914583	0.985935338412547	0.542641003272566
"TRINITY_DN1707_c0_g1_i1"	-0.591329873053849	0.694998340805385	0.385603394541555	0.40344595849646	-0.451536856074631	-0.648182905264152
"TRINITY_DN1719_c0_g1_i1"	0.225454896476354	-0.330591553547202	-0.286220610839045	-0.0323845395401391	0.857871416943338	0.82530945457044
"TRINITY_DN1728_c0_g1_i1"	-0.756428624973369	0.749125716694405	-0.0992192229723809	0.84886762751306	0.184352032062549	-0.221650454392056
"TRINITY_DN1744_c0_g2_i1"	-0.821015565731194	0.856615414897057	-0.0383732690756404	0.684193281742788	-0.102601886333621	-0.471460818139826
"TRINITY_DN1770_c0_g1_i1"	-0.201693508425686	-0.11411148676682	-0.198994343549447	0.242897936676184	0.958960877153801	0.541831167135614
"TRINITY_DN1710_c0_g1_i1"	-0.658588310101192	0.394310511380212	0.258795964401884	0.593464463703194	0.485027174636198	-0.155538567599204
"TRINITY_DN1721_c0_g9_i1"	0.285967057836845	-0.282536329056662	-0.170141799856409	0.0116042312780671	-0.192915745289728	0.0660138876295634
"TRINITY_DN151_c0_g1_i1"	0.861477395782552	-0.884171181899522	-0.115696078851391	-0.682278229636702	0.0208246591417055	0.478028368821373
"TRINITY_DN104_c0_g1_i1"	-0.0405642823030494	-0.273093566807583	-0.082611431778836	0.117991415740587	0.918126737813355	0.54851685024407
"TRINITY_DN158_c1_g1_i1"	0.88043639701601	-0.616770026622504	-0.343901787841212	-0.772845666922821	0.00712933796452493	0.598544202110701
"TRINITY_DN173_c0_g1_i3"	-0.236853365343092	-0.0997745772855562	-0.195572303781673	0.283530356735625	0.97275414232636	0.539788791181151
"TRINITY_DN140_c0_g1_i4"	-0.18820857678347	-0.158810675613477	-0.0746419401360992	0.295461866592923	0.970126111316358	0.535581834401351
"TRINITY_DN110_c0_g1_i1"	-0.0106698857185296	-0.216318891622355	-0.323116899064932	0.134088410602116	0.958902664115399	0.764413523275287
"TRINITY_DN191_c1_g1_i1"	-0.200190576346341	-0.136569556776155	-0.185776081511462	0.26056912606447	0.975671715979742	0.555494885195642
"TRINITY_DN118_c0_g2_i1"	-0.111013288881601	-0.196861502473604	-0.145865334678275	0.165850425195115	0.95066849187963	0.554366832014054
"TRINITY_DN106_c0_g1_i3"	0.0328889284235564	-0.310596260142784	-0.2435859761128	0.0756391467949241	0.934708502000269	0.728237372074976
"TRINITY_DN106_c0_g1_i5"	-0.142813183798697	-0.178170159293164	-0.153085190813588	0.13806895872604	0.834626670804365	0.454863086831466
"TRINITY_DN146_c0_g1_i1"	-0.229779092132214	-0.0992221804239184	-0.184353709716372	0.28950841452237	0.970924487193837	0.541999474642091
"TRINITY_DN166_c0_g2_i2"	0.940628389829696	-0.659441070879436	-0.161666071018552	-0.86345837619933	-0.318192554391676	0.368669056163133
"TRINITY_DN117_c0_g1_i1"	-0.196506694442615	-0.135099236572801	-0.187211777981573	0.305793938559377	0.976552680625514	0.540701110464109
"TRINITY_DN156_c0_g1_i1"	-0.72007737780191	0.96635785244	-0.139036041646922	0.640064934193595	-0.145810306971483	-0.278787746007548
"TRINITY_DN184_c0_g1_i2"	0.192730263843984	-0.292490332383924	-0.496280050980456	-0.00328718920118082	0.832318027641337	0.913030522779745
"TRINITY_DN4873_c0_g1_i1"	0.314418919119057	0.0441830968015017	-0.255443074531703	-0.377589502819036	-0.0945595425975136	0.365870794953706
"TRINITY_DN4853_c0_g1_i1"	-0.228823975582581	-0.110559537215704	-0.198152351930269	0.33443636536434	0.961775273191614	0.514795148969993
"TRINITY_DN4899_c0_g1_i1"	-0.41507718492984	0.0643085992970271	0.443785439813847	0.323664412916658	0.612884236947053	-0.0223969484726915
"TRINITY_DN4847_c0_g1_i1"	-0.168452725744285	-0.177502478527576	-0.146687333157175	0.285940934837059	0.98147950707601	0.5496169642828
"TRINITY_DN4862_c0_g1_i1"	-0.218804486579312	-0.0941915341024389	-0.166290130709584	0.252118587008622	0.957594976144542	0.519569464225271
"TRINITY_DN4898_c0_g1_i1"	0.826672195903415	-0.87853203905504	-0.065283427495536	-0.670930482979132	0.00983777273763897	0.434242167924727
"TRINITY_DN582_c0_g1_i1"	-0.676718632423273	0.826513008755142	-0.0650639720215537	0.571902074987735	-0.200756818734534	-0.466565771871072
"TRINITY_DN582_c1_g2_i1"	0.43700924036083	-0.279659312782294	-0.388010275978964	-0.367503080687843	-0.250595582202306	0.218387499870766
"TRINITY_DN577_c0_g1_i1"	-0.21032688564299	-0.123667042085971	-0.162461281290693	0.294054923690091	0.987802801479477	0.539201263353965
"TRINITY_DN590_c0_g1_i1"	0.886763388765404	-0.567550202633934	-0.164322367835113	-0.77181419336229	-0.28046278545831	0.332851926639441
"TRINITY_DN599_c0_g2_i1"	-0.138265286802958	-0.20213615393389	-0.0698748991271024	0.184989029033072	0.96150397151323	0.51906042254991
"TRINITY_DN538_c0_g1_i3"	-0.212689791528404	-0.0803091184668118	-0.140134094373378	0.234730335433013	0.944475303805268	0.534514820863918
"TRINITY_DN561_c0_g1_i1"	-0.136391922311085	-0.238174108874198	-0.0332396932032935	0.192907970968726	0.952737035877476	0.512582685846559
"TRINITY_DN520_c0_g1_i1"	-0.0228042707874463	-0.30567451955142	-0.0808148974640363	0.104630480445893	0.936162065186449	0.551496843145024
"TRINITY_DN527_c0_g1_i1"	-0.208200815089226	-0.108977781171574	-0.161704336826889	0.253904264595705	0.970872527011448	0.551523503597834
"TRINITY_DN2140_c0_g1_i1"	0.30795271862823	-0.299167546931901	-0.572513743807881	-0.135082109458786	0.696000805436904	0.950112145038131
"TRINITY_DN2179_c1_g1_i1"	0.907859846188655	-0.817013685199476	-0.236659123045623	-0.710423726828224	-0.00558251031606198	0.597194332277816
"TRINITY_DN2150_c0_g1_i1"	-0.211077483305613	-0.147758509231087	-0.0951239666192671	0.276493417015887	0.965363789998163	0.530075710950727
"TRINITY_DN1215_c0_g1_i1"	0.102152345278989	-0.246780546285684	-0.441302356464919	0.0326481060727408	0.873495746778978	0.861022491837902
"TRINITY_DN1276_c0_g1_i1"	-0.217874652831098	-0.131482415985045	-0.213954152121515	0.291052924429548	0.951209110590117	0.522205943985523
"TRINITY_DN1235_c0_g1_i1"	-0.119964515772842	-0.230799265379731	-0.101599092031599	0.13314284085903	0.940439132468948	0.52502362226021
"TRINITY_DN1255_c0_g1_i2"	0.418019429958299	-0.474496582085336	-0.465786171232002	-0.283066487158519	0.721583302130845	0.939000862989784
"TRINITY_DN1255_c0_g1_i3"	0.588373481076528	-0.408920618876502	-0.613990404224613	-0.344160387049038	0.349048778092609	0.929536674169547
"TRINITY_DN999_c0_g1_i1"	-0.211385094577361	-0.122793888869726	-0.153011907376025	0.3250236732191	0.982448622176768	0.538885338076742
"TRINITY_DN937_c0_g1_i1"	0.269815090821744	-0.142653587293693	-0.319779894140572	-0.331103600730201	0.24888211860595	0.390631216184021
"TRINITY_DN957_c0_g2_i1"	-0.738564646363242	0.45131769426367	-0.0692295961626919	0.918985812815648	0.189191571934431	-0.24997693012722
"TRINITY_DN3345_c0_g1_i1"	0.359489167583828	-0.3274160454426	-0.573346060465793	-0.176015527447108	0.652266573370342	0.96907547287198
"TRINITY_DN3319_c0_g1_i1"	-0.206379307321665	-0.173441443082015	-0.074803367542007	0.222887961811539	0.961037525032984	0.493791316921163
"TRINITY_DN3323_c0_g1_i1"	-0.209406550641615	-0.131860421507335	-0.168251186488191	0.310005028279912	0.98633056443559	0.549018223766761
"TRINITY_DN3367_c0_g1_i1"	-0.221812706257942	-0.112453925667156	-0.202496404892862	0.292020315973712	0.963382095093559	0.544526104162907
"TRINITY_DN3337_c0_g1_i1"	0.945406348314989	-0.738119723184676	-0.0770904713782308	-0.843883814440592	-0.1367309491913	0.435783089499406
"TRINITY_DN3356_c0_g1_i1"	-0.0244064354736646	-0.244414155285685	-0.0105390634809057	0.153877997126766	0.925668645472876	0.542290343263953
"TRINITY_DN2487_c0_g1_i1"	-0.17585208317117	-0.175939081904661	-0.127898986363073	0.193981326697043	0.972559285165487	0.531364964758555
"TRINITY_DN2445_c0_g1_i1"	-0.173926567660136	-0.166806622816271	-0.150916565994173	0.281752069586772	0.987165007385683	0.554179391642295
"TRINITY_DN1596_c0_g1_i1"	-0.181163270973114	-0.167558371037947	-0.147942679928858	0.321327657458551	0.953209223120318	0.530144970702494
"TRINITY_DN1583_c0_g1_i1"	-0.194347629481036	-0.124798597708296	-0.127613998496211	0.306444069289279	0.970714652407127	0.536392258288714
"TRINITY_DN1563_c0_g1_i1"	-0.198429639309408	-0.121185311942213	-0.147960745097955	0.262459018509711	0.959132386363604	0.549737882228037
"TRINITY_DN1572_c0_g1_i1"	0.13294153930317	-0.307154170842866	-0.350695061832832	-0.0923994451069658	0.86874768451599	0.80914415360385
"TRINITY_DN1510_c0_g1_i1"	0.775889235687711	-0.700485592709425	0.262289778792684	-0.819303596456734	-0.123091778775891	0.189489583707197
"TRINITY_DN1510_c0_g1_i2"	0.867305617824226	-0.746035839788857	0.0912285636821183	-0.890178799610207	-0.251922034159499	0.239738083470379
"TRINITY_DN1545_c0_g2_i1"	-0.610603789102007	0.901594067807952	-0.0876334673907183	0.490553871107452	-0.148067729574461	-0.291351332426061
"TRINITY_DN4646_c0_g1_i1"	-0.867415038462086	0.749497021415088	-0.050209459281357	0.937379568484252	0.224221050625686	-0.261078515612272
"TRINITY_DN4683_c0_g1_i1"	0.822186753295384	-0.831334191615201	-0.177096076697992	-0.608941306151073	0.0679268863149119	0.540166461171791
"TRINITY_DN4667_c0_g1_i1"	-0.20432451304119	-0.127839449884334	-0.146331931628903	0.303577883913768	0.988415345563162	0.54302847441062
"TRINITY_DN4685_c0_g1_i1"	0.0288944191623899	-0.295683057958367	-0.0168989232327677	0.127801946672613	0.856470841197328	0.494385129695028
"TRINITY_DN1812_c0_g1_i1"	0.817046678528549	-0.553258389988782	0.00204236275126904	-0.745508728444294	-0.155640290220185	0.321519225549325
"TRINITY_DN1833_c0_g1_i1"	-0.199610173650733	-0.143571511003557	-0.183789191365451	0.259316112081615	0.973598719781098	0.555486327055456
"TRINITY_DN1052_c0_g1_i1"	-0.207115009020524	-0.117947743538723	-0.13943265176532	0.305783459512039	0.980524367794594	0.544880144009928
"TRINITY_DN1082_c1_g1_i1"	0.0384802709949093	-0.348534500082001	-0.178485064580287	0.0466441984873132	0.868195276979855	0.581982408054051
"TRINITY_DN1061_c1_g1_i1"	-0.124694029843922	-0.215418837524388	-0.070937625236111	0.181006414714823	0.97210667311078	0.531391880988123
"TRINITY_DN1023_c0_g1_i1"	-0.198901592350847	-0.140549579030117	-0.142836641287153	0.302163152295334	0.98251216136805	0.54044825106038
"TRINITY_DN373_c0_g1_i1"	-0.184799819904877	-0.142107376307922	-0.132518553943123	0.293417107780328	0.98239653753675	0.555665977431642
"TRINITY_DN336_c0_g1_i1"	-0.234355814649832	-0.110782892199947	-0.189557065612238	0.323309035821381	0.989652056392262	0.538839819959353
"TRINITY_DN397_c0_g1_i1"	-0.198229219479378	-0.154136108471097	-0.181231701813011	0.302426617464476	0.984009974085002	0.538331095261379
"TRINITY_DN387_c0_g1_i1"	0.791307934627538	-0.472469936885464	-0.281104004106658	-0.638388189615302	-0.11947980076847	0.450134718363807
"TRINITY_DN387_c0_g2_i1"	0.771449628155878	-0.573806199357115	-0.372675214737212	-0.584302536516934	0.148970681564574	0.594686533530015
"TRINITY_DN354_c0_g1_i2"	0.933385936852311	-0.619524913692138	-0.148403928691528	-0.8654597575629	-0.257697234231725	0.42397064526303
"TRINITY_DN389_c0_g2_i1"	0.451773525199389	-0.268876176071142	0.175719327166917	-0.503061302260222	-0.225242642616866	0.109042991221308
"TRINITY_DN320_c0_g1_i2"	0.619527730971514	-0.505293220649058	-0.506528384468299	-0.361576119027909	0.479334535293656	0.94787735179807
"TRINITY_DN320_c0_g1_i1"	0.66590709165107	-0.554553605696852	-0.386178507652706	-0.496655825156343	0.485126294241571	0.939091703203247
"TRINITY_DN331_c0_g1_i1"	-0.185727103915358	-0.159165418375861	-0.165021709581601	0.275683087339614	0.989096640243931	0.559799211480857
"TRINITY_DN4971_c0_g1_i1"	-0.215764340854757	-0.0882207269802106	-0.165469272154761	0.204596356526945	0.931149842030792	0.52326999824662
"TRINITY_DN4943_c0_g1_i1"	-0.207381056381848	-0.119468857493952	-0.132738611906141	0.298679393276631	0.978277053961937	0.53671384665307
"TRINITY_DN4928_c0_g1_i1"	0.887802191639574	-0.819089975299409	-0.193084599646172	-0.683317164824621	-0.018784849842056	0.554082794981891
"TRINITY_DN4963_c0_g1_i1"	0.00570023995087002	-0.246236496984877	0.0204676301625528	0.149908208349529	0.854773753291135	0.498265004630739
"TRINITY_DN4910_c0_g1_i1"	-0.266462776146988	-0.0740370934169663	-0.17201734055755	0.350084344912247	0.948248819908083	0.490787955669004
"TRINITY_DN4939_c0_g1_i1"	0.74138949258872	-0.594760672669329	-0.141368942704507	-0.596014528000338	-0.203453951065137	0.425821897149495
"TRINITY_DN4901_c0_g1_i1"	0.215737366819515	-0.334133904611931	-0.468043119316512	-0.0200778186672799	0.817220714229828	0.88756953066436
"TRINITY_DN5033_c0_g1_i1"	0.153729311206777	-0.245835475567411	-0.492502181194918	-0.0449258328111169	0.82514694422676	0.89175062965878
"TRINITY_DN5024_c0_g1_i1"	0.8669296598581	-0.770118913276141	0.148376189841873	-0.8706386794827	-0.196583706039938	0.214410219071544
"TRINITY_DN5074_c0_g1_i1"	-0.233060974978409	-0.0722740079951106	-0.22584151080337	0.288052942603521	0.960097849531822	0.52590780465012
"TRINITY_DN5040_c0_g1_i1"	-0.203982332888397	-0.148001182663877	-0.185214682071067	0.295456949854202	0.99187713016802	0.547874050673798
"TRINITY_DN5079_c0_g1_i1"	-0.225618545129707	-0.114257195283264	-0.17512031015317	0.315356210016377	0.984460291240348	0.532819325663119
"TRINITY_DN5075_c0_g1_i1"	-0.0598216701828443	-0.2605259158438	0.013680233296739	0.065534522172088	0.904511599340887	0.496411811258792
"TRINITY_DN795_c1_g1_i1"	0.680558338589834	-0.565033207392871	-0.408284475840773	-0.442535157176515	0.444913699414482	0.931969796768016
"TRINITY_DN795_c0_g1_i1"	0.37431550956621	-0.417795113468359	-0.4745587804904	-0.201040364245271	0.673708516926673	0.927601862244919
"TRINITY_DN753_c0_g2_i1"	0.884559237063231	-0.822597345062414	-0.0975847154092748	-0.702039743938391	-0.178287753584636	0.344621749708882
"TRINITY_DN712_c0_g1_i1"	-0.273629697905492	-0.0370871544892231	-0.151097305641538	0.325718962125118	0.938139266298467	0.505615978264953
"TRINITY_DN756_c0_g2_i1"	0.623673466284184	-0.425626706850281	-0.151551820965323	-0.599533265587415	-0.0680785574172163	0.333834343158126
"TRINITY_DN756_c0_g1_i1"	0.508096856345948	-0.467654120031123	-0.326429058522402	-0.494608272315833	0.49514929028866	0.675214584139073
"TRINITY_DN728_c0_g1_i1"	-0.220647557000298	-0.123510778084935	-0.189582504250407	0.263298394007852	0.878463494186615	0.468419623689658
"TRINITY_DN2292_c0_g1_i1"	-0.159442714729571	-0.262042038069024	-0.134755328139065	0.3012557528016	0.922043069371026	0.485826461939741
"TRINITY_DN2238_c0_g1_i1"	-0.693150540643703	0.287908224022793	-0.0326096068543586	0.664422035986613	0.44038718903208	-0.237939064146251
"TRINITY_DN2241_c1_g1_i1"	0.471815736614263	-0.355162428942195	-0.672280944774972	-0.262572106177348	0.478322257795342	0.964314736750965
"TRINITY_DN2241_c0_g1_i1"	0.654019222701741	-0.524074178817674	-0.439331781771748	-0.4174686972789	0.401512640201589	0.913164882962698
"TRINITY_DN2241_c0_g1_i2"	0.52900194387569	-0.503805029766568	-0.436688441678203	-0.357183388830708	0.642076643203196	0.958271453263325
"TRINITY_DN2225_c0_g1_i1"	-0.196164577933534	-0.135711259207491	-0.142572489587378	0.276920888610079	0.986487461667943	0.557908733543314
"TRINITY_DN2252_c0_g1_i1"	0.16795768649131	-0.321989276484931	-0.26399267716258	0.0433628758237313	0.88285542890417	0.777234567553681
"TRINITY_DN1393_c0_g1_i1"	-0.670292255775907	0.949548934710726	-0.0687457263286759	0.579948851563747	-0.156733855560104	-0.338697670825254
"TRINITY_DN1319_c0_g1_i1"	-0.0365852611966307	-0.244183009669434	-0.328334818760395	0.1630753242952	0.946742950320631	0.741341157084676
"TRINITY_DN1316_c0_g1_i1"	-0.0960058380103783	-0.260080150758281	0.559334399461304	0.0296376223527057	0.452119707314658	-0.0254390022900302
"TRINITY_DN1376_c0_g1_i1"	0.299305043216261	-0.296728003722663	-0.56299208697274	-0.139164798950996	0.691447519368032	0.960238422546612
"TRINITY_DN4439_c0_g1_i1"	-0.220415682228503	-0.123268542027354	-0.208620208382245	0.286807085990288	0.974417355513422	0.545367053123309
"TRINITY_DN4440_c0_g1_i1"	-0.225764937293005	-0.0981767591767724	-0.159346093223082	0.325188171934373	0.98566491878211	0.538363898722299
"TRINITY_DN4455_c0_g1_i1"	0.0351073462048185	-0.300806656751854	-0.0197583616508492	0.089287261475637	0.89294224760702	0.541329785498261
"TRINITY_DN4476_c0_g1_i1"	-0.787036857700873	0.930200796330872	-0.147418108743358	0.784637809779318	-0.108573101693359	-0.355716441367519
"TRINITY_DN4467_c0_g1_i1"	-0.216841455915709	-0.124144652437823	-0.159558086714275	0.335614095712838	0.981152571144044	0.538270991409072
"TRINITY_DN4457_c0_g1_i1"	-0.23965610102005	-0.0974312456378407	-0.19787262424891	0.272444392166691	0.968525508456201	0.536239128686633
"TRINITY_DN1685_c0_g1_i1"	-0.205492286224652	-0.142560211707441	-0.189313244000869	0.310411571226444	0.982376652773099	0.535244921371343
"TRINITY_DN1674_c0_g1_i1"	-0.0646383006108493	-0.233606345089806	-0.0840911903967169	0.182876165468492	0.948694782218457	0.547070844475118
"TRINITY_DN1679_c0_g1_i1"	-0.0125612944253387	-0.26224369407822	-0.0231008938645684	0.1308188981442	0.887125689250715	0.514851885075312
"TRINITY_DN1606_c0_g1_i1"	-0.732837477186199	0.885313265397485	0.0121816717566656	0.573287368445244	-0.130673356788303	-0.377491812280066
