"kMEblue"	"kMEbrown"	"kMEgrey"	"kMEpink"	"kMEturquoise"	"kMEyellow"
"TRINITY_DN51_c0_g2_i1"	0.0352576844615165	-0.284576358357597	-0.196357148167139	0.0742422488151252	0.957004864856662	0.695761122714246
"TRINITY_DN51_c0_g1_i1"	0.0403510785887528	-0.254903408295419	-0.181906231678803	0.0221316023440708	0.932515381475498	0.700359185087325
"TRINITY_DN91_c0_g2_i1"	-0.766372057421614	0.732522461429083	0.0714211677227856	0.881459097568565	-0.0703515093116015	-0.498767154278538
"TRINITY_DN40_c0_g1_i3"	-0.189188737506969	-0.158517458526077	-0.172478304137994	0.261833617134452	0.984872705427501	0.551670920152644
"TRINITY_DN40_c0_g1_i2"	-0.176632235982974	-0.171525865072182	-0.155772773706666	0.28239520950868	0.987744761608647	0.555527351827923
"TRINITY_DN50_c0_g1_i4"	-0.147472727648098	-0.197308762340296	-0.0862398337226322	0.198464520016946	0.971446146527335	0.527110066949536
"TRINITY_DN50_c0_g1_i1"	0.0757253480859388	-0.283028520135594	-0.281661537068945	0.110274024742296	0.870452869568446	0.725886906676145
"TRINITY_DN60_c0_g1_i2"	0.129884764896375	-0.249406132974804	-0.472618944301357	-0.0319218508726448	0.838730539995126	0.876917418752933
"TRINITY_DN81_c0_g1_i7"	0.543113983704551	-0.516929810608213	-0.471083819677254	-0.354585337861612	0.609137377980349	0.955700537268369
"TRINITY_DN81_c0_g1_i19"	0.614828195362774	-0.458850725321255	-0.565777599317853	-0.368753283482003	0.401414730296119	0.950265877616439
"TRINITY_DN81_c0_g1_i13"	0.789250560687828	-0.471224578927549	-0.346389297431457	-0.562489639970851	0.010702367279128	0.711283858137355
"TRINITY_DN81_c0_g1_i28"	0.600369147836915	-0.486831880892668	-0.483638710782621	-0.397567285481395	0.503400063551258	0.97199348155641
"TRINITY_DN81_c0_g1_i1"	0.616493443709706	-0.520324494085448	-0.443347884725434	-0.419775110832157	0.468988366083676	0.917528172918468
"TRINITY_DN81_c0_g1_i10"	-0.0886453798240771	-0.144104562138693	-0.405308437093115	0.103792642072663	0.853749456251444	0.68147951472097
"TRINITY_DN81_c0_g1_i20"	0.443660132835381	-0.371454362739574	-0.579815982242417	-0.325985605802159	0.537073442422877	0.957291266171422
"TRINITY_DN3882_c0_g1_i1"	-0.222003253920588	-0.121100722734357	-0.208354803011233	0.272827338332872	0.975376971193335	0.545855988717304
"TRINITY_DN3810_c0_g1_i1"	0.874709002074643	-0.83996048780937	-0.16851014715771	-0.662244081678088	-0.018442481479287	0.499047015165739
"TRINITY_DN3814_c0_g1_i1"	-0.21076063549809	-0.139992314839051	-0.183376121625595	0.324673550142323	0.979943744320459	0.532755188690526
"TRINITY_DN3852_c0_g1_i2"	-0.194111657049537	-0.147545023786808	-0.184690250062579	0.276301105219709	0.967944688236326	0.552464915364604
"TRINITY_DN3844_c0_g1_i1"	0.649607285616142	-0.776729225215792	-0.257609616799689	-0.435729687270309	0.467747295482833	0.744036838998242
"TRINITY_DN3873_c0_g1_i1"	-0.246025442522093	-0.0912002523990412	-0.182185612001644	0.337652335862029	0.97057133037279	0.520339762601817
"TRINITY_DN2969_c0_g1_i2"	0.557381223938484	-0.333232534262403	-0.598071661509564	-0.333530722272895	0.254456619485608	0.897339715209879
"TRINITY_DN2969_c0_g1_i3"	0.533662562497128	-0.406282744143654	-0.621656483842908	-0.301852548838931	0.360866780066799	0.926246537588964
"TRINITY_DN2987_c0_g1_i1"	-0.557880151499948	0.56230577410012	0.15579477279323	0.464428910406983	-0.0229648167162073	-0.28370000132571
"TRINITY_DN2092_c0_g1_i1"	-0.142303787487333	-0.17296925141795	-0.0764184829819014	0.29385893412042	0.942322644689598	0.524119779331533
"TRINITY_DN2099_c0_g1_i1"	-0.231895652903525	-0.122725557299815	-0.200958262158088	0.302719482263368	0.977217092621918	0.527569983716992
"TRINITY_DN412_c0_g1_i1"	-0.0900559249179169	0.433836305729329	-0.38073349131125	0.010464887823347	0.126460000057828	0.340064784989552
"TRINITY_DN429_c0_g3_i1"	0.861830742802108	-0.700728352184522	-0.00269776239550027	-0.785024990605647	0.0190688406401051	0.529960864753689
"TRINITY_DN438_c0_g1_i1"	0.131166460536297	-0.290198543274602	-0.448405099573254	0.0611804247415568	0.839212370401521	0.825138146274325
"TRINITY_DN404_c0_g1_i7"	0.180221461842495	-0.436851363858687	-0.103062079662052	-0.156494973856894	0.711504526522203	0.549953681266577
"TRINITY_DN404_c0_g1_i5"	0.0204251598878878	-0.247077457337975	-0.237609750156191	0.129277737486732	0.94625572809953	0.689797782095076
"TRINITY_DN404_c0_g1_i3"	-0.174500502925952	-0.158364887727141	-0.183041938100489	0.210837460530494	0.967898897825171	0.551546497950717
"TRINITY_DN1188_c0_g1_i1"	0.130358866064366	-0.35439803913267	-0.293444529054041	-0.0267490362729379	0.910577279181813	0.781962449843218
"TRINITY_DN1127_c1_g1_i1"	0.797650585078113	-0.474936102781504	-0.204585160838405	-0.676822348125257	-0.2419627650133	0.284821297767682
"TRINITY_DN1167_c0_g1_i1"	-0.216042729515903	-0.0917724986957167	-0.192736745640363	0.212190482466258	0.919285433922725	0.512209255198682
"TRINITY_DN804_c0_g1_i1"	-0.210168577137183	-0.12669990980199	-0.157894531873329	0.312610954211596	0.979945920074346	0.5273359071297
"TRINITY_DN825_c1_g1_i1"	0.496956952161649	-0.350563281434347	-0.635576368128038	-0.291027042044689	0.376903712048984	0.942890114095086
"TRINITY_DN805_c0_g2_i1"	0.629622201723044	-0.223629166558482	-0.0575463795881869	-0.71493260112792	-0.343975018882519	0.316115933986278
"TRINITY_DN836_c0_g1_i2"	-0.632289204148308	0.699589490474507	-0.28221641425895	0.620946439083248	-0.020883839813942	-0.161402405711118
"TRINITY_DN836_c0_g1_i1"	-0.619222357185452	0.76786619085682	-0.130508505912237	0.669169382662099	0.0191289179029901	-0.18407270872622
"TRINITY_DN868_c0_g1_i1"	0.436602235391851	-0.336664390601119	-0.640268574836288	-0.216512015802592	0.433701184839017	0.937782368315958
"TRINITY_DN5114_c0_g1_i1"	-0.209557412798113	-0.11560075546253	-0.163144332581403	0.256757628752906	0.973348674143997	0.553053381294724
"TRINITY_DN5198_c0_g1_i1"	0.189185145699388	-0.250897336364195	-0.530608819530315	-0.0523355364316459	0.784431739234235	0.917374183477697
"TRINITY_DN5162_c0_g1_i1"	-0.78467439601649	0.626707830665114	-0.124472346235652	0.9285993260287	0.305330421026975	-0.178710485065949
"TRINITY_DN5174_c0_g1_i1"	0.450053178968044	-0.330738086712809	-0.644622650538122	-0.22924110843627	0.488748642658696	0.962775462570963
"TRINITY_DN5195_c0_g1_i1"	-0.0195216810105186	-0.246532229294369	-0.0847570122680997	0.0927179307215189	0.886181325139712	0.53580345899599
"TRINITY_DN4288_c0_g1_i1"	-0.846628538770945	0.754316051952426	0.10229528837401	0.913384025296142	0.258638124255448	-0.278597271297137
"TRINITY_DN4200_c0_g1_i1"	-0.223687580241752	-0.119602229964548	-0.171857967226076	0.334235259009413	0.980586246390085	0.530342393626796
"TRINITY_DN4264_c0_g1_i1"	-0.841780014732014	0.626584284334175	-0.106232990782494	0.868920448106375	0.198425873630527	-0.372515392591618
"TRINITY_DN4233_c0_g1_i1"	-0.179040388933805	-0.156282860969797	-0.121712427576542	0.308939963272671	0.9629227900262	0.525402837342123
"TRINITY_DN4238_c0_g1_i1"	0.495974072000701	-0.471893648330821	-0.39830389256777	-0.480465603077781	0.534451112821081	0.843273204305131
"TRINITY_DN4263_c0_g1_i1"	0.595353362367505	-0.351116031685273	0.067509343948006	-0.58321835876904	-0.564276947733211	0.0379160957312852
"TRINITY_DN4279_c0_g1_i1"	-0.127779520505082	-0.215449727566462	-0.103068275765212	0.143035647396734	0.937748557096587	0.524677734372024
"TRINITY_DN4518_c0_g1_i1"	0.13547137773869	-0.354443430932611	-0.459329572195257	0.0167737941592007	0.816357432541451	0.776539927519889
"TRINITY_DN4534_c0_g1_i1"	-0.231712398175486	-0.101594265033103	-0.192122907524082	0.286101584952149	0.976118851022184	0.54374123859528
"TRINITY_DN4541_c0_g1_i1"	-0.188646196520593	-0.151651171133471	-0.168179833098679	0.269412565253039	0.989180470624961	0.558681886802741
"TRINITY_DN4548_c0_g1_i1"	-0.756547464588523	0.918133515640847	-0.0774635934256639	0.697002734785921	-0.0146791730427804	-0.304531958351132
"TRINITY_DN3614_c0_g1_i1"	-0.209657573236806	-0.173879109432979	-0.244410810818659	0.234295229767638	0.947264561114847	0.51266694512686
"TRINITY_DN3640_c0_g1_i1"	-0.218017620897419	-0.127084711353274	-0.20893824739808	0.297178788707266	0.969370911168353	0.542625570191088
"TRINITY_DN2745_c0_g1_i1"	0.0245492251402027	-0.306061555098641	-0.0176764240677384	0.110012590369468	0.897117497072584	0.537728540069131
"TRINITY_DN2788_c0_g1_i1"	-0.198136777008386	-0.145156919555448	-0.186995693429849	0.268597143210205	0.973570368058949	0.554885500840813
"TRINITY_DN2735_c0_g1_i1"	0.0105277388755937	-0.221651422365751	-0.343902479434332	0.0845609948384785	0.909363284349543	0.787416738750819
"TRINITY_DN2791_c0_g1_i1"	0.480036045621657	-0.405113924133586	-0.440230947764958	-0.348818169227004	0.589602937604016	0.909086983586227
"TRINITY_DN2747_c0_g1_i1"	-0.26941002690079	-0.0638145031310026	-0.223658033842209	0.311382495744537	0.965122778823033	0.526598803800868
"TRINITY_DN2789_c1_g1_i1"	0.187892768820563	-0.274055921371623	-0.507406563072605	-0.0106719406586329	0.818514510641873	0.904977147921482
"TRINITY_DN285_c0_g1_i1"	-0.216962885880906	-0.0961383872663981	-0.164474385842543	0.239279581327062	0.909394847051954	0.478370201739729
"TRINITY_DN220_c0_g3_i3"	-0.144304050048693	0.000929197037960267	0.00249706345960728	0.202172649237842	0.413846653458823	0.176515549071499
"TRINITY_DN220_c0_g3_i4"	-0.816255290349504	0.594002865652285	0.0623607993971665	0.870926722859655	0.266196833849378	-0.289140434925844
"TRINITY_DN246_c0_g1_i2"	-0.644580236027042	0.298069672193117	0.0814527790268081	0.834405966420552	0.23713631345243	-0.359210804886042
"TRINITY_DN273_c0_g1_i1"	-0.198603636376987	-0.135580283740645	-0.186820612770294	0.265912902155781	0.973641361108911	0.553956220206922
"TRINITY_DN237_c0_g1_i1"	-0.405363567018029	0.243266974526795	0.10958121013188	0.634144796809053	0.228447625838138	-0.00321225006771284
"TRINITY_DN237_c0_g1_i2"	-0.360345400939639	0.0529045903005117	0.123664610613577	0.609929432549087	0.509045786521016	0.0824870101434918
"TRINITY_DN207_c0_g2_i1"	-0.237421026362686	-0.0987658710353537	-0.183823375609155	0.272001796159841	0.964318792885075	0.53923138053653
"TRINITY_DN214_c0_g1_i1"	-0.221393697685561	-0.137146094740096	-0.201940098850365	0.331855987658757	0.976363520802453	0.535154816473995
"TRINITY_DN272_c0_g1_i2"	-0.166996664753375	-0.172134344758781	-0.146479630684793	0.327634394582452	0.951398912072736	0.522321739068162
"TRINITY_DN3913_c0_g1_i1"	0.0297724982193517	-0.243005305322434	-0.382708934462161	0.112551828304277	0.923888518739528	0.759278472811588
"TRINITY_DN3920_c0_g1_i1"	-0.834829987026363	0.508612148148254	-0.0477198730548394	0.937633928604379	0.312199503598461	-0.303310216195351
"TRINITY_DN3993_c0_g1_i1"	-0.138228872814574	-0.225359238171577	-0.0485918411853091	0.141107979906505	0.940378329172079	0.5178700357844
"TRINITY_DN3983_c0_g1_i1"	-0.0400330416886051	-0.289722757517521	0.0130906780959889	0.146842930059858	0.870885027758522	0.472452038079725
"TRINITY_DN3990_c0_g1_i1"	0.376129458519893	-0.454135224866851	-0.411656017122883	-0.237301036759357	0.737793777026264	0.899558548128031
"TRINITY_DN3908_c0_g1_i1"	0.754251905840214	-0.648986496093978	0.274757757707664	-0.765589150970372	-0.191800619025542	0.147037110918881
"TRINITY_DN3974_c0_g1_i1"	-0.010243741333678	-0.265370711465714	-0.264444386674989	0.167346649593552	0.951665437244164	0.714339655490993
"TRINITY_DN3964_c0_g1_i1"	-0.192298096342045	-0.112766985383506	-0.119865143183888	0.309483511445092	0.963388655088896	0.525184665316312
"TRINITY_DN4095_c0_g1_i1"	-0.241578813775686	-0.0860588283162063	-0.223333710187752	0.308035689415575	0.963047133516645	0.527283639711996
"TRINITY_DN4012_c0_g1_i1"	-0.222873521439072	-0.098763889051752	-0.202898378508717	0.223125764533182	0.946887962066969	0.52886123780843
"TRINITY_DN4091_c0_g1_i1"	-0.239825974668329	-0.0990299585890224	-0.185223298326649	0.275717806458234	0.963178005136317	0.537791160401884
"TRINITY_DN4090_c0_g1_i1"	0.761237730918204	-0.504096838679052	-0.513273400879142	-0.559886983660515	0.159313774603081	0.871886342432754
"TRINITY_DN4099_c0_g1_i1"	-0.770659299585538	0.929928194373268	0.135657767951724	0.671952476592933	-0.10453116847657	-0.359782687536979
"TRINITY_DN660_c0_g1_i1"	-0.12265797382177	-0.179123957361478	-0.0982433035001891	0.211855560046969	0.952266144113936	0.534123788834888
"TRINITY_DN642_c0_g1_i1"	-0.218366422695386	-0.0932968858868224	-0.162255506648535	0.240540988892904	0.960784903438462	0.540888691500023
"TRINITY_DN605_c0_g2_i1"	-0.220345173895569	-0.156114234461256	-0.199445240015712	0.30163911892868	0.957608942704138	0.51210153546132
"TRINITY_DN665_c0_g1_i1"	-0.178508590565089	-0.129941772714309	-0.144824487687639	0.210575688162085	0.793856805149602	0.425471084930656
"TRINITY_DN602_c0_g1_i1"	-0.632398598906992	0.584050689924174	0.152043723037637	0.727786636122989	0.136775947699258	-0.265345591366934
"TRINITY_DN685_c1_g1_i1"	-0.212494220841761	-0.117828568509581	-0.192642479340359	0.264686859177694	0.964004348372421	0.540793774190799
"TRINITY_DN637_c0_g1_i2"	-0.224356073147771	-0.104363042770494	-0.168056523625241	0.294507179526766	0.980600632711908	0.530179585669589
"TRINITY_DN648_c0_g1_i1"	-0.561561901810027	0.815973315356311	0.0392666816121883	0.381555061241961	-0.105953521176762	-0.305543478750012
"TRINITY_DN629_c0_g1_i2"	-0.248646471713752	-0.115783134302534	-0.0666127364437189	0.36317288383798	0.839717629899627	0.398639510639241
"TRINITY_DN629_c0_g1_i1"	-0.151269383838944	-0.17666785093737	-0.121768231153523	0.27720104776138	0.958522191701173	0.531042366305877
"TRINITY_DN5225_c0_g1_i1"	-0.252481177586454	-0.11782090611347	-0.104383385601361	0.320254007536193	0.945214737905206	0.512122709746162
"TRINITY_DN5288_c0_g1_i1"	-0.510718557920018	0.669750204108883	-0.121494298500852	0.572858574779479	0.0733185627037887	-0.110700005670021
"TRINITY_DN5245_c0_g1_i1"	-0.231103058136083	-0.11457890143222	-0.207515093935947	0.317208766619931	0.984425113197721	0.535243417743645
"TRINITY_DN4362_c0_g1_i2"	0.950352930824492	-0.737921033328475	-0.137163176687566	-0.826888529314974	-0.162859698307283	0.408002624609415
"TRINITY_DN4315_c0_g1_i1"	0.062224142444404	-0.247021869843438	-0.426438013793819	0.0595877067468637	0.903656480974152	0.827623365693046
"TRINITY_DN4307_c0_g1_i1"	-0.706361989088317	0.72430983142419	-0.0263323772722732	0.698681052154771	-0.317842780079185	-0.532723983253628
"TRINITY_DN4396_c0_g1_i2"	-0.183702743444353	-0.131253073244994	-0.14045810472751	0.293828031455926	0.962944203859546	0.52646770191254
"TRINITY_DN4343_c0_g1_i1"	-0.246729838250658	-0.0667731606832307	-0.165151515978531	0.329629062878097	0.951572310322936	0.498208676314962
"TRINITY_DN3425_c0_g1_i1"	-0.185744984237253	-0.157360435345272	-0.150987817810764	0.313177837392646	0.971265369359337	0.540934057658344
"TRINITY_DN3458_c0_g1_i1"	-0.272421915435429	0.293833634011461	0.0786340766054662	0.538960289906995	-0.0565081013107549	-0.0710761391694192
"TRINITY_DN3484_c0_g1_i1"	0.61677196278295	-0.509663573486074	-0.404399224246692	-0.438962355741744	0.511249608790558	0.956860167261293
"TRINITY_DN3480_c0_g1_i1"	-0.0871732190380372	-0.27459310460454	0.0239553587592502	0.177474772100015	0.921775970525008	0.490189664465276
"TRINITY_DN2569_c0_g1_i2"	0.491263947419089	-0.352492194544421	-0.653435765727897	-0.291207518587992	0.424513395123234	0.957140952936488
"TRINITY_DN2581_c0_g1_i1"	0.890034580504002	-0.835685148457611	-0.20886863317613	-0.703702420704983	0.0218183884269441	0.55861039236249
"TRINITY_DN2556_c1_g1_i1"	0.465288704493029	-0.0700585999332148	0.0341597382216761	-0.468292623306747	-0.69411026211143	-0.0285073785678814
"TRINITY_DN2523_c0_g1_i2"	0.796638187544751	-0.556940096611747	-0.355876415096114	-0.620877985826323	-0.152547881217102	0.474018709489997
"TRINITY_DN2578_c0_g2_i1"	-0.70042929099849	0.877813555297328	0.19936478649728	0.582966489338454	-0.114186751924557	-0.359286263933187
"TRINITY_DN3751_c0_g1_i1"	-0.0886444392895648	-0.151433631665047	-0.0716131325903535	0.102784572131511	0.86468260050262	0.504484114878201
"TRINITY_DN3720_c0_g1_i1"	-0.207645789587916	-0.141505360689147	-0.141611552489895	0.280461974695225	0.919328420409764	0.494418771520003
"TRINITY_DN3761_c0_g1_i1"	-0.222505653464613	-0.12555628906239	-0.181807041237891	0.310850627165696	0.967724700169122	0.513493383321828
"TRINITY_DN3739_c0_g1_i1"	-0.177632544722166	-0.163203986868601	-0.145442438916374	0.303801377480179	0.96329667093186	0.524614872726439
"TRINITY_DN3762_c0_g1_i1"	-0.23721622234036	-0.0955698493906976	-0.227855962457414	0.273053711143219	0.96400703764119	0.529842765559718
"TRINITY_DN2870_c0_g1_i1"	0.174621567830075	-0.292952229543647	-0.505267659798284	0.0198440181749381	0.82857368277976	0.886698158439475
"TRINITY_DN2802_c0_g1_i1"	-0.576719153601	0.806508396923612	0.195751309370943	0.38304574588678	-0.1708294033552	-0.458313945563616
"TRINITY_DN2817_c0_g1_i1"	0.149106730552622	-0.010070892605464	-0.267221661765133	-0.195758203221656	0.177137423864796	0.291781600309265
"TRINITY_DN1976_c0_g1_i1"	-0.66187490881925	0.798375717426181	0.247425410075746	0.417439998860704	-0.300050140391569	-0.596396292196001
"TRINITY_DN1987_c0_g2_i2"	-0.156787689502238	-0.0758884846693059	0.854218934534311	0.0342478145205796	-0.159278293611543	-0.577025966853149
"TRINITY_DN1987_c0_g2_i1"	-0.298435675041483	0.132780638416371	0.817920613231731	0.230135044583283	-0.240657909931649	-0.611207105386278
"TRINITY_DN1912_c0_g1_i1"	-0.193712185157431	-0.142156894102577	-0.153297329889259	0.274532438180986	0.991511360214229	0.557069491033467
"TRINITY_DN1909_c0_g1_i1"	0.523464519581907	-0.284901606979972	-0.673201139995728	-0.300163824985042	0.123866123753599	0.65031119714148
"TRINITY_DN1915_c0_g1_i1"	0.16938358607574	-0.272554518900324	-0.373055219142239	-0.0636383704699623	0.848182208435258	0.841883910095341
"TRINITY_DN1941_c0_g3_i1"	-0.733697361689139	0.424086757087003	-0.103787164423181	0.697782437419636	0.339601592252208	-0.197645374435381
