Accession_ID,pvalue
Q8BGV9,0.870414896853728
Q6DKJ4,0.890172428123112
Q5EAU9,0.451772837524594
P0C1J5,NA
Q9SKC3,0.27049809263039
Q04831,0.0111651895877202
Q1HQK8,0.417063039306753
O43292,0.142172307996985
Q96EQ9,0.600994298912094
P30432,0.659310166600608
P48223,NA
Q5ACM4,0.734045084916569
P35130,0.163566606186187
Q3SX41,0.362853754961432
A8XGH1,0.804109293463353
Q5ZKA2,0.0914278852172567
Q38869,NA
Q9VTE0,0.7392181044345
Q6S7B0,0.890172428123112
A1L504,NA
Q3SZ63,NA
Q8I3H7,NA
F4JY37,NA
P50528,NA
Q4N4N8,NA
Q502M6,0.236729542430149
A0CDD4,0.0643378043955745
Q9CTY5,0.671126276150497
Q503Y4,NA
P36863,0.064525430583829
Q96JB1,0.874023963091093
P79101,NA
A8KBL7,NA
Q9DBY1,0.558215919168226
O60337,NA
Q6Z8P4,0.595654565151989
Q27874,NA
P50830,NA
Q6P798,NA
O60318,0.967736315040982
P42567,NA
Q9SJN2,NA
Q09YI1,NA
O04486,NA
Q7ZUV2,0.599068750234913
Q5R816,0.756489347679165
Q84RR0,NA
P37039,0.397787070386285
Q6P597,0.983595473030296
P14681,0.053747851645903
P83564,NA
D9IVE5,0.80436007784627
O30409,0.754943578032345
Q9NBK4,0.890172428123112
Q9H165,0.476972197636038
A5FRY4,0.382988842967355
Q8IYN0,0.679849505424809
Q851Y7,0.20557238895215
B4K5S6,0.00931159569268971
Q942P9,0.595654565151989
O34507,NA
P46872,NA
Q6Z8B9,0.350756384055087
P14574,0.890172428123112
Q4YBG7,NA
Q15751,0.27049809263039
Q08BY5,0.143139718824796
Q03455,NA
Q8LFQ6,NA
P48506,0.553973760903932
Q6PAX2,0.296656063329995
P17032,0.274790022308649
Q21920,0.955645275537689
Q3T0U2,0.537544059787887
Q9Y2L8,0.953276465642581
Q26365,NA
Q03455,NA
Q5E9R3,0.194170184497601
Q12901,0.581644456725158
P83094,0.947076155259657
Q9FL12,NA
Q869L3,0.523246042164817
Q3T0D0,NA
P25387,NA
P31353,NA
Q56JX8,0.957431732339918
Q6AY62,0.555296374368747
Q3T106,0.131784355039637
Q9ZMP2,0.199436076850396
Q8N6D5,NA
Q8VWF5,0.54674348418059
Q9SII9,NA
Q9SII9,NA
P41115,0.0983793707560038
P41115,0.0983793707560038
Q9FHN8,0.365571910247306
Q99797,0.432214307275482
P18067,0.342276429648699
Q5ZL13,NA
P90648,NA
P29374,0.696593994331257
O80725,0.724837656259183
Q54V55,0.984324805095209
Q54R82,0.866977691200734
Q9KUX9,0.314675975355329
Q9W4T4,0.830059735580658
Q3TYG6,0.425564471064895
P15336,0.902724437841599
O43772,0.888146035225817
Q5ATG5,0.214311605156426
P54366,NA
Q642H9,0.800208101380669
Q7QCK2,0.890172428123112
Q5M974,0.0987124004750108
Q70DU8,NA
Q9FGI1,NA
Q99426,NA
P15479,0.0565488279651289
Q7Z2H8,NA
Q9H2K2,NA
Q8VD75,NA
Q56Y85,0.249863716748847
Q96I24,0.704347705814589
Q09727,0.958566665498329
C0HBB2,0.890172428123112
Q8BVQ5,0.890172428123112
O75832,NA
Q29L50,NA
Q29L50,NA
Q13889,0.642805574732418
P56255,0.840881481097947
Q8CH18,0.811985053051854
Q8CH18,0.811985053051854
O55057,0.822802655032949
Q8CFZ5,0.64268927607271
Q3BAI2,NA
P62924,0.346056873722388
G5EBQ8,0.160094570474788
Q9NR11,0.625570420296221
P18722,0.208264452498535
P47813,0.738490039452126
Q5E987,0.666357445311212
A0A1X9QDU4,NA
A0A1X9QDU4,NA
P42283,0.342796457820892
Q99NF1,0.151969632376531
Q08DH5,0.26044336756722
P26686,0.279936448976657
P26686,0.279936448976657
Q90YU1,0.915896407952741
Q55GN6,NA
Q9BUU2,NA
Q6A4L1,0.971601518247199
Q9WX37,0.20557238895215
Q8BYF6,0.0514195482779752
Q56K03,0.153828424950426
D3ZHR2,0.946423814133942
Q95083,0.818133298127393
Q552J0,0.947973728891512
Q8SRP9,0.890172428123112
Q10437,NA
P0CG71,NA
P0CG71,NA
Q5ZJR8,0.79146299758893
Q6DKI1,0.121344291277909
Q9C0F3,0.519932462009455
A8GG79,NA
A7IQW5,0.755840508419626
Q5I0A0,0.252449552059623
P0C218,0.804284252730509
Q3TJZ6,0.135467215777437
O35459,0.854492424600889
Q5ZLC8,NA
Q05B17,0.607969385636254
Q9SVA6,NA
F4I907,0.447477809984791
Q8K2U2,NA
P50580,0.069644878868685
Q9BY31,0.679849505424809
Q9BY31,0.679849505424809
B3DHU2,0.516277948862042
Q9U2X0,0.219994562554978
A2V735,0.0767060559885113
A2V735,0.0767060559885113
P81900,0.956283338477425
O60739,0.219994562554978
Q91Z38,NA
P54802,0.168572187157014
P48605,0.11069808241119
P18722,0.60608314235273
Q11DD7,0.205709517862379
P80193,NA
Q99536,0.679849505424809
P04634,0.210985973804097
P36428,NA
Q3SX43,0.207311148189808
Q9N4V4,0.934979340396622
Q3KPV4,0.0871587149581243
Q9NZ45,0.528752798745504
O32210,0.60608314235273
Q0U199,0.194170184497601
Q92734,0.251078823924137
Q9URY3,0.283745148255999
Q23FE2,NA
Q9FL12,0.053747851645903
Q2KIA9,0.848330930745442
A1Z7K9,0.790448334406012
Q9SLK2,NA
Q86A72,NA
P39981,0.28834986432767
Q7SXS7,0.0615739320916005
Q13188,0.916461640009324
Q6NZQ0,0.765140786123963
Q9VBP3,0.437660513043703
Q4V8G4,0.182074593547142
P42824,0.30836765588135
Q9UMQ6,NA
B7Z0W9,0.124270688747452
P82116,0.847945147880344
Q6GNT7,NA
Q9VZX9,0.0699482544864683
