baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TRINITY_DN1366_c0_g2_i1	21.9484102199287	-22.3769905813201	3.14219756808399	-7.12144608875272	1.06800509724557e-12	6.11462584981348e-10
TRINITY_DN40383_c0_g1_i1	31.2342760822062	-22.8443036229872	3.15589383935836	-7.23861599464697	4.53286439827211e-13	4.94888502255411e-10
TRINITY_DN34363_c0_g1_i1	37.9876330729535	-23.1161331187429	3.16501365641297	-7.30364403701857	2.80076745793785e-13	4.94888502255411e-10
TRINITY_DN37136_c0_g1_i1	41.7863963802489	-22.7315970691492	3.170051172685	-7.17073505469495	7.45961469806715e-13	5.59419217741173e-10
TRINITY_DN1214_c0_g1_i1	22.3704950318504	-20.4497299801594	3.142809014372	-6.50683190949346	7.67522106024394e-11	3.76652336363543e-08
TRINITY_DN7649_c0_g1_i2	695.407583774799	26.0560759816702	2.91403245113452	8.94158744578351	3.83619367573257e-19	7.90677878505239e-15
TRINITY_DN25486_c0_g1_i1	35.0330393895016	-23.0069678426887	3.16112304842135	-7.27809942551217	3.38555790538468e-13	4.94888502255411e-10
TRINITY_DN31940_c0_g1_i1	32.9226153298931	-22.9228515045079	3.15824831926912	-7.25809030425215	3.92593433085747e-13	4.94888502255411e-10
TRINITY_DN610_c0_g1_i3	22.7925798437721	-22.4281214907214	3.14365551574741	-7.13440813676082	9.72045076008767e-13	5.89259442988727e-10
TRINITY_DN16910_c0_g1_i1	24.0588342795372	-22.495083359405	3.14545789169229	-7.15160848880492	8.57668959216538e-13	5.71317759070823e-10
TRINITY_DN37258_c0_g1_i1	42.2084811921706	-23.2650308114015	3.17057049234819	-7.33780588305766	2.17123762613263e-13	4.94888502255411e-10
TRINITY_DN33684_c0_g1_i1	29.1238520225977	-22.7554139088449	3.15266722890764	-7.21782930345282	5.28239631731553e-13	4.94888502255411e-10
TRINITY_DN38377_c0_g1_i1	32.5005305179713	-22.9088559104253	3.15766411082379	-7.25500088242404	4.01659216800001e-13	4.94888502255411e-10
TRINITY_DN14892_c0_g2_i1	21.1042405960853	-22.3239262130374	3.14098905543464	-7.10729194500435	1.18341937272373e-12	6.25421966441251e-10
TRINITY_DN8968_c0_g2_i1	36.2992938252667	-23.0524026596685	3.16280982270045	-7.28858323830106	3.13231347556548e-13	4.94888502255411e-10
