"kMEblue"	"kMEbrown"	"kMEgreen"	"kMEgrey"	"kMEturquoise"
"TRINITY_DN2788_c0_g1_i1"	-0.269866208734281	0.651092797632616	0.0205713981585918	-0.130647281204091	0.984083381237594
"TRINITY_DN2735_c0_g1_i1"	-0.0280290166934656	0.881020819374681	-0.113987186133938	-0.310145665831817	0.905851791776267
"TRINITY_DN2791_c0_g1_i1"	0.42495788593438	0.895411617421547	-0.440773211941623	-0.402568813108139	0.585568598149635
"TRINITY_DN2747_c0_g1_i1"	-0.373260947704972	0.610687482246573	0.132141322652287	-0.158875759721328	0.979566455243985
"TRINITY_DN2789_c1_g1_i1"	0.0793181521682829	0.941344063084924	-0.159215113381083	-0.512662587733495	0.799087687817794
"TRINITY_DN285_c0_g1_i1"	-0.334816291725376	0.571709926783349	0.0920760142035708	-0.116460642565895	0.928437291903271
"TRINITY_DN220_c0_g3_i3"	-0.133274914923698	0.257642853565852	0.0367476689816128	0.0540810272724594	0.456048504613165
"TRINITY_DN220_c0_g3_i4"	-0.855355656824166	-0.240446156850892	0.7965234938861	0.023398812786188	0.295522221302132
"TRINITY_DN246_c0_g1_i2"	-0.774853136594185	-0.352025052094543	0.633415085992135	-0.0516486680464374	0.207695748248208
"TRINITY_DN273_c0_g1_i1"	-0.271641033998805	0.650961966444913	0.0246116511155465	-0.127795834681003	0.984061548325171
"TRINITY_DN237_c0_g1_i1"	-0.509233380955208	0.123459431349597	0.496297889390636	-0.194462467324042	0.329769170362432
"TRINITY_DN237_c0_g1_i2"	-0.47848323436919	0.142328669232289	0.353434327420566	-0.0693537331997705	0.533113150861767
"TRINITY_DN207_c0_g2_i1"	-0.328058853826959	0.626460157523701	0.0699749775764518	-0.110751637156965	0.969731096761975
"TRINITY_DN214_c0_g1_i1"	-0.338967579892707	0.621982583501256	0.0857774063347885	-0.200823654844051	0.974054567296947
"TRINITY_DN272_c0_g1_i2"	-0.297980139040495	0.629449574906625	0.0560853790132711	-0.192676373868456	0.970916508894391
"TRINITY_DN3913_c0_g1_i1"	-0.0492303802221502	0.842224547042884	-0.110141250143395	-0.413716199378909	0.89872197452903
"TRINITY_DN3920_c0_g1_i1"	-0.871727401581885	-0.229385309261839	0.754998653532474	-0.0601120247555013	0.319420367974955
"TRINITY_DN3993_c0_g1_i1"	-0.177772107195476	0.600492850528393	-0.0965578203059659	0.0175352931253448	0.948699649696243
"TRINITY_DN3983_c0_g1_i1"	-0.132288835302739	0.556460822603271	-0.12569571509987	-0.00184277520932257	0.880389161437003
"TRINITY_DN3990_c0_g1_i1"	0.354728533893967	0.904929997410863	-0.442047573292716	-0.313349935326479	0.712799314187041
"TRINITY_DN3908_c0_g1_i1"	0.795110443387213	-0.00803730292272563	-0.756757608826145	0.309245414249436	-0.323512268805279
"TRINITY_DN3974_c0_g1_i1"	-0.0692756021571772	0.808887939183503	-0.115085588115653	-0.21633614435368	0.928228795514604
"TRINITY_DN3964_c0_g1_i1"	-0.321530548019818	0.619487523397744	0.104354383579168	-0.104963381328824	0.97188133160232
"TRINITY_DN4095_c0_g1_i1"	-0.330901496540087	0.607793245060925	0.0989538385444636	-0.162101478179997	0.970390684816702
"TRINITY_DN4012_c0_g1_i1"	-0.275421399486807	0.63548299707599	0.0187465151131614	-0.100970676172396	0.971387995495659
"TRINITY_DN4091_c0_g1_i1"	-0.330869346067728	0.624694071093104	0.0723115409790756	-0.115791779161781	0.968204826839618
"TRINITY_DN4090_c0_g1_i1"	0.744106262671617	0.804934582258523	-0.616157782491418	-0.580040642023363	0.138762646164314
"TRINITY_DN4099_c0_g1_i1"	-0.764756119673816	-0.305522751867218	0.902487937701483	0.188477316783832	-0.0508403934259644
"TRINITY_DN660_c0_g1_i1"	-0.242435104775085	0.607556154124846	0.0106427524527119	-0.0727537951174615	0.953938184204464
"TRINITY_DN642_c0_g1_i1"	-0.290773948175354	0.630925533513904	0.0611276045357683	-0.060598263454986	0.972619930809429
"TRINITY_DN605_c0_g2_i1"	-0.323082495072674	0.574103832384873	0.0609558024550299	-0.0922756490185267	0.944369842757171
"TRINITY_DN602_c0_g1_i1"	-0.770375662447141	-0.231332528735144	0.77497130651901	-0.0403087540094815	0.157456210718829
"TRINITY_DN685_c1_g1_i1"	-0.289273703826837	0.630695092994581	0.0473009154074686	-0.123365768898859	0.97027958570576
"TRINITY_DN637_c0_g1_i2"	-0.322862251650467	0.629465298416702	0.0811436570540961	-0.12273313386877	0.989503413659494
"TRINITY_DN648_c0_g1_i1"	-0.580215830146522	-0.323680373187416	0.726478424441824	0.307210434246078	-0.103261040695692
"TRINITY_DN629_c0_g1_i2"	-0.381443033339091	0.590381994607089	0.185246731140115	-0.112433134598026	0.966129808913061
"TRINITY_DN629_c0_g1_i1"	-0.275413997886964	0.648036769540219	0.0248753290052607	-0.12670320066629	0.983843338036942
"TRINITY_DN5225_c0_g1_i1"	-0.337592705821846	0.621046304141664	0.0977992567237739	-0.113946751979204	0.978832608999564
"TRINITY_DN5288_c0_g1_i1"	-0.623667118954369	-0.019315530430129	0.792604267740808	-0.206578287021652	0.115009381854695
"TRINITY_DN5245_c0_g1_i1"	-0.350617878419581	0.617901889281734	0.0952126438746288	-0.191556196085282	0.978380834054584
"TRINITY_DN4362_c0_g1_i2"	0.951048540825196	0.28183679889888	-0.871247278853742	-0.127266350509569	-0.263520885601503
"TRINITY_DN4315_c0_g1_i1"	0.0135923194354314	0.904571926834093	-0.159148230090334	-0.390826348999289	0.88904565815526
"TRINITY_DN4307_c0_g1_i1"	-0.652850497537307	-0.513708213370824	0.765767768313421	0.0243262448149353	-0.281052652235174
"TRINITY_DN4396_c0_g1_i2"	-0.311776926999697	0.634631175098483	0.0764001661139511	-0.0972918467921645	0.979747785068355
"TRINITY_DN4343_c0_g1_i1"	-0.398289209574079	0.575785593406931	0.177165490244765	-0.116635682889089	0.958553843224303
"TRINITY_DN3425_c0_g1_i1"	-0.306452265199554	0.638647961867269	0.0587545267864065	-0.134832134633264	0.97338987373611
"TRINITY_DN3458_c0_g1_i1"	-0.303894085804554	-0.11268141624097	0.470198161155942	-0.188399220443317	-0.127360436461887
"TRINITY_DN3484_c0_g1_i1"	0.557567842602882	0.920513035206718	-0.52950041608807	-0.400028237381648	0.486851267835741
"TRINITY_DN3480_c0_g1_i1"	-0.181791574184785	0.595544818679343	-0.0911140257643256	0.00189766727164059	0.946174391118465
"TRINITY_DN2569_c0_g1_i2"	0.404365875062822	0.946497189276953	-0.356280708227289	-0.647788728733386	0.452562608901432
"TRINITY_DN2581_c0_g1_i1"	0.940650875883646	0.490948960171742	-0.903885516312278	-0.29365007607987	-0.0645050890456698
"TRINITY_DN2556_c1_g1_i1"	0.584328013124562	-0.166412568634266	-0.332751099848132	-0.0460070058445644	-0.752931278756503
"TRINITY_DN2523_c0_g1_i2"	0.755213326961581	0.277396520420554	-0.599430053735643	-0.380496334780204	-0.284202253948848
"TRINITY_DN2578_c0_g2_i1"	-0.692483819426157	-0.338176807899538	0.829123243986818	0.226848219726521	-0.0708601388052063
"TRINITY_DN3751_c0_g1_i1"	-0.185112584631273	0.54856935770002	-0.0221542945860699	-0.0104224125507267	0.870321462043675
"TRINITY_DN3720_c0_g1_i1"	-0.329640670700531	0.623321028021415	0.0759278031164045	-0.0988879583958509	0.963147271955224
"TRINITY_DN3761_c0_g1_i1"	-0.356808605478291	0.620115916546155	0.111398440805988	-0.165000203440787	0.985878863169862
"TRINITY_DN3739_c0_g1_i1"	-0.292824698417629	0.624330581250021	0.0599197308311331	-0.121336962524042	0.968943418599823
"TRINITY_DN3762_c0_g1_i1"	-0.323638709418513	0.618677680006702	0.0686940795977802	-0.180300905109704	0.976253260275902
"TRINITY_DN2870_c0_g1_i1"	0.0596405738283944	0.942391988251237	-0.161699002411101	-0.526777895791296	0.810100926919703
"TRINITY_DN2802_c0_g1_i1"	-0.586532566648831	-0.575559395203611	0.728324772642467	0.431790884384222	-0.22426263284234
"TRINITY_DN2817_c0_g1_i1"	0.124529778176022	0.353382987768235	-0.116540866941884	-0.248185773393658	0.20202106724205
"TRINITY_DN1976_c0_g1_i1"	-0.642699005302693	-0.546810685819394	0.712927986854166	0.303404962693319	-0.207983189389187
"TRINITY_DN1987_c0_g2_i2"	-0.216449596269961	-0.631433641156084	0.0629198766904364	0.702493162269327	-0.132001742487886
"TRINITY_DN1987_c0_g2_i1"	-0.262418532985785	-0.663503233343344	0.209907308467414	0.772103281232275	-0.269646607877547
"TRINITY_DN1912_c0_g1_i1"	-0.283719598343502	0.647820591961697	0.0438998906342872	-0.0972983659033346	0.988583001414446
"TRINITY_DN1915_c0_g1_i1"	0.134879922418932	0.898949577057036	-0.244317412322073	-0.358409649766831	0.832218326436552
"TRINITY_DN1941_c0_g3_i1"	-0.700552027308241	-0.117189626016502	0.55170779309159	0.177593652949532	0.368399476245911
"TRINITY_DN1920_c0_g1_i1"	-0.279739517599221	0.645066877491882	0.0555778905260919	-0.0885178024187018	0.979556275318245
"TRINITY_DN4153_c0_g1_i1"	-0.0647015258627197	0.866136802241483	-0.107126374875732	-0.404405991229676	0.921180703867509
"TRINITY_DN4145_c0_g1_i1"	0.474659739700868	0.314535549305474	-0.415733122196395	-0.00292306936113416	-0.123634039985329
"TRINITY_DN4197_c0_g1_i1"	-0.31946799347019	0.606149306100608	0.0639106666639353	-0.0879844197178391	0.969925630052357
"TRINITY_DN4123_c0_g1_i1"	0.129660939482168	0.949634198672734	-0.229598744729712	-0.482303657745317	0.789345659168619
"TRINITY_DN4121_c0_g1_i1"	0.177720300208354	0.961301932610802	-0.220374691859881	-0.494197366708657	0.69626920153359
"TRINITY_DN3270_c0_g1_i1"	-0.0920416768729203	0.845995049376494	-0.0851589594422763	-0.375961113911819	0.932815400473495
"TRINITY_DN3215_c0_g1_i1"	-0.323377716170683	0.0581288992295408	0.595047122309343	-0.330694676531578	-0.0931751793590254
"TRINITY_DN3250_c0_g1_i1"	-0.116081325492072	0.797813299616845	-0.0951832417368984	-0.255750219788321	0.956740681298489
"TRINITY_DN2302_c0_g1_i1"	0.0617938190417427	0.9188667293324	-0.191420867624615	-0.421233438290792	0.84080666728302
"TRINITY_DN1474_c1_g2_i1"	-0.10151550968762	0.212171611723764	-0.185810965022315	0.440217352859841	0.672534325306917
"TRINITY_DN3557_c0_g1_i1"	-0.304942332754951	0.634028995588346	0.0495655225713343	-0.147281760469187	0.984553233454461
"TRINITY_DN2689_c0_g1_i2"	-0.361391350579909	0.59990303571414	0.124174693345317	-0.118204537113951	0.967727422481938
"TRINITY_DN2679_c0_g1_i2"	-0.176352329400858	0.611857250240666	-0.0424253377822331	-0.0527601429887471	0.942239481138954
"TRINITY_DN2625_c0_g1_i1"	0.920003785069307	0.416442563157616	-0.786678276049142	-0.268752755436552	-0.292449997032465
"TRINITY_DN2618_c0_g1_i1"	-0.342699486374267	0.606644048608225	0.130082662803984	-0.0911628143282401	0.972867784186266
"TRINITY_DN2695_c0_g1_i1"	-0.285286193249569	0.645345374048267	0.0518231890992959	-0.0868462844410361	0.985726194756863
"TRINITY_DN2638_c0_g1_i1"	-0.00421634284178139	0.890900919994581	-0.148920478117091	-0.365196944817297	0.899671976928943
"TRINITY_DN1752_c0_g1_i1"	-0.351686443835059	0.624448533875187	0.107581186051097	-0.128033241744836	0.986091159079902
"TRINITY_DN1707_c0_g1_i1"	-0.56542547463065	-0.768460350919698	0.654138823348638	0.402649902300547	-0.494017832405533
"TRINITY_DN1719_c0_g1_i1"	0.150807680393495	0.866278276897259	-0.225795976528912	-0.320159610738632	0.818176848616182
"TRINITY_DN1728_c0_g1_i1"	-0.88274218184344	-0.186167544988808	0.953127650184209	-0.0873638202835712	0.18500423416539
"TRINITY_DN1744_c0_g2_i1"	-0.853107752359798	-0.404374270152169	0.929718542869219	0.133578943902921	-0.00407586302652943
"TRINITY_DN1770_c0_g1_i1"	-0.271467530972786	0.644509320456546	0.0195824674176635	-0.0984170764938979	0.978158278743987
"TRINITY_DN1710_c0_g1_i1"	-0.649795002280944	0.0308352060988952	0.47214223445425	0.28533419948183	0.665146206247481
"TRINITY_DN1721_c0_g9_i1"	0.269420457818171	-0.0829871994257789	-0.218202598016945	-0.515245202402874	-0.35876524534795
"TRINITY_DN151_c0_g1_i1"	0.927477480674147	0.426849193378578	-0.937779486390261	-0.213789845025189	-0.0567332745777046
"TRINITY_DN104_c0_g1_i1"	-0.0821242533381606	0.606161056273076	-0.149948946871676	0.0291339274118657	0.91295930841515
"TRINITY_DN158_c1_g1_i1"	0.901763410219843	0.496427417414755	-0.793634780872408	-0.229140526911908	-0.0923059557561919
"TRINITY_DN173_c0_g1_i3"	-0.322966880206656	0.628586917308908	0.0823917773819117	-0.132057035933944	0.9884664504867
