"kMEblue"	"kMEbrown"	"kMEgreen"	"kMEgrey"	"kMEturquoise"
"TRINITY_DN140_c0_g1_i4"	-0.281674288518943	0.644825343588115	0.0523819043996247	-0.0662996786764825	0.981599583123672
"TRINITY_DN110_c0_g1_i1"	-0.0750199610052876	0.853183906199969	-0.0866355592016321	-0.291899981169358	0.936333382432364
"TRINITY_DN191_c1_g1_i1"	-0.271832056473991	0.651246554228859	0.0221566929150862	-0.119521278485211	0.9854133352403
"TRINITY_DN118_c0_g2_i1"	-0.17350846782914	0.626028597723579	-0.0669153239609514	-0.103285398656663	0.953201340214278
"TRINITY_DN106_c0_g1_i3"	-0.0287388851704456	0.815452994722368	-0.17014268830808	-0.210322878829105	0.916721672698836
"TRINITY_DN106_c0_g1_i5"	-0.223421228876135	0.5353714128022	-0.022891343347111	-0.110102143451237	0.864558168685879
"TRINITY_DN146_c0_g1_i1"	-0.317294439267758	0.631094389420337	0.0827627775903023	-0.119033531977074	0.98618769574053
"TRINITY_DN166_c0_g2_i2"	0.940249450219425	0.120153890583846	-0.801872652680461	-0.112414291349667	-0.471988648557032
"TRINITY_DN117_c0_g1_i1"	-0.305403817724387	0.640618520441887	0.0547680152273112	-0.139490982644604	0.978009854734669
"TRINITY_DN156_c0_g1_i1"	-0.730764033559157	-0.193012829939255	0.912794400313184	-0.149646372133502	-0.068864854319116
"TRINITY_DN184_c0_g1_i2"	0.0933366411212567	0.954896747053526	-0.17825686969082	-0.501261226291591	0.811934415019719
"TRINITY_DN4873_c0_g1_i1"	0.475561968874659	0.26383063542351	-0.24381837179544	-0.180753206630906	-0.22754852751431
"TRINITY_DN4853_c0_g1_i1"	-0.372288212408752	0.603262973275172	0.119169909608396	-0.20370951591422	0.962345614358082
"TRINITY_DN4899_c0_g1_i1"	-0.485437579347538	0.00433227554247306	0.260668480951674	0.547464674071427	0.610745746670456
"TRINITY_DN4847_c0_g1_i1"	-0.271719739366398	0.649541153595612	0.0213759595441999	-0.135684878182995	0.983608429177742
"TRINITY_DN4862_c0_g1_i1"	-0.325664538923518	0.607262409677183	0.0831133003310157	-0.107963095121921	0.965410611237901
"TRINITY_DN4898_c0_g1_i1"	0.910464889573012	0.384504688621723	-0.934616345578241	-0.14399953663027	-0.067742006494777
"TRINITY_DN582_c0_g1_i1"	-0.69991968430585	-0.518183957377959	0.811314792684058	0.132887102210246	-0.231854730813808
"TRINITY_DN582_c1_g2_i1"	0.49190155981803	0.0514694285090413	-0.386145026802293	-0.250968964103455	-0.423712163303247
"TRINITY_DN577_c0_g1_i1"	-0.324161541059481	0.628919782294352	0.0824214394031024	-0.135487838472171	0.989415246940901
"TRINITY_DN590_c0_g1_i1"	0.883297725020833	0.148295291255006	-0.736244365266974	-0.124600769692547	-0.419733334741621
"TRINITY_DN599_c0_g2_i1"	-0.237210629974816	0.588110517620819	-0.0334009815373903	-0.00984157406627173	0.949205754165925
"TRINITY_DN538_c0_g1_i3"	-0.285437199811325	0.621982344238711	0.067638092311029	-0.0223995784605131	0.956603131170505
"TRINITY_DN561_c0_g1_i1"	-0.207925374004604	0.626879051696795	-0.0549944467627366	0.00194581397950989	0.969069547112803
"TRINITY_DN520_c0_g1_i1"	-0.0794981423884312	0.604057813493374	-0.175985305069228	0.000540184895765538	0.910040030335658
"TRINITY_DN527_c0_g1_i1"	-0.282721790025792	0.64497888517413	0.0491365610912343	-0.0678213383714303	0.983533433830127
"TRINITY_DN2140_c0_g1_i1"	0.195508221163675	0.967272948282647	-0.232300413431454	-0.557045894943733	0.696033104612387
"TRINITY_DN2179_c1_g1_i1"	0.943838822905114	0.52058378156189	-0.881751862535101	-0.329325232997797	-0.0899134618718624
"TRINITY_DN2150_c0_g1_i1"	-0.286569725173933	0.634041392889952	0.0595021927820932	-0.0492357346948034	0.973532166618574
"TRINITY_DN1215_c0_g1_i1"	0.0478515125533242	0.92742866661559	-0.157185162332004	-0.395935863531892	0.861853750409127
"TRINITY_DN1276_c0_g1_i1"	-0.306125560471021	0.63375832442852	0.0588484478386738	-0.183074557488531	0.982029973255841
"TRINITY_DN1235_c0_g1_i1"	-0.166216318686441	0.596950229436387	-0.118094945996587	-0.0298701712253666	0.937817831680578
"TRINITY_DN1255_c0_g1_i2"	0.381647197547668	0.969369195636263	-0.451698872403781	-0.420098130014727	0.70727712252465
"TRINITY_DN1255_c0_g1_i3"	0.505277663750987	0.911351982296007	-0.419966040665157	-0.637211546275081	0.361134961679798
"TRINITY_DN999_c0_g1_i1"	-0.344330102742887	0.629841656926301	0.105928925006955	-0.128354430037393	0.987118703779121
"TRINITY_DN937_c0_g1_i1"	0.263242278311167	0.427793156404559	-0.296270287532259	-0.187687118517152	0.245138860092588
"TRINITY_DN957_c0_g2_i1"	-0.788591258077579	-0.170382481800532	0.734942803390824	-0.186410487971715	0.225685213875899
"TRINITY_DN3345_c0_g1_i1"	0.255462491663545	0.977417122364633	-0.273289617681383	-0.540184401617514	0.655309074057735
"TRINITY_DN3319_c0_g1_i1"	-0.293293426583305	0.572519455771207	0.0159414311589375	-0.0346049772825851	0.949283655840964
"TRINITY_DN3323_c0_g1_i1"	-0.310007427784364	0.63680467487173	0.0743092438344763	-0.137497370961205	0.988596694398526
"TRINITY_DN3367_c0_g1_i1"	-0.307886322898909	0.637853742045523	0.0623470248299815	-0.138361089624826	0.972523831150779
"TRINITY_DN3337_c0_g1_i1"	0.957508620160063	0.274979151455984	-0.861836174807279	-0.0396299413204268	-0.234073681081846
"TRINITY_DN3356_c0_g1_i1"	-0.122305069853902	0.619255179965187	-0.0806615477063042	0.0061882557184554	0.924014860395519
"TRINITY_DN2487_c0_g1_i1"	-0.255501583593495	0.599836990092328	-0.0230266941922034	-0.0441354120926724	0.964011048234045
"TRINITY_DN2445_c0_g1_i1"	-0.272558344833286	0.650862357772297	0.0234977087508488	-0.12684784665846	0.985130488269234
"TRINITY_DN1596_c0_g1_i1"	-0.292054308365916	0.624001374679481	0.0605853003263071	-0.161171358483357	0.962122258142606
"TRINITY_DN1583_c0_g1_i1"	-0.322573849789391	0.634086808528959	0.0916008142734868	-0.0884267264892043	0.976843160416348
"TRINITY_DN1563_c0_g1_i1"	-0.271306842120319	0.641607834010821	0.0434958532456854	-0.054573009691035	0.971522341523354
"TRINITY_DN1572_c0_g1_i1"	0.107080252358619	0.868082490824623	-0.273384324820272	-0.282441679769277	0.85415413921731
"TRINITY_DN1510_c0_g1_i1"	0.813373689870563	0.0951347682293468	-0.829454531071649	0.355882374015875	-0.187264499985915
"TRINITY_DN1510_c0_g1_i2"	0.915989020919163	0.0615266820103494	-0.868349721775787	0.184903962137255	-0.372150194524093
"TRINITY_DN1545_c0_g2_i1"	-0.656200971853513	-0.310021464974739	0.837061919948376	0.0898889718742776	-0.149061807637204
"TRINITY_DN4646_c0_g1_i1"	-0.90465955152689	-0.182858007094434	0.923165221235994	-0.110497265408148	0.26911845265697
"TRINITY_DN4683_c0_g1_i1"	0.906193840517589	0.522489504653658	-0.893207403034977	-0.319303069610376	0.00287845306941703
"TRINITY_DN4667_c0_g1_i1"	-0.319408615704615	0.631529046125897	0.0857043189211272	-0.118356137366216	0.988602840410303
"TRINITY_DN1812_c0_g1_i1"	0.861603549393998	0.204821636402335	-0.767397063489638	-0.0459329628451432	-0.226903040875063
"TRINITY_DN1833_c0_g1_i1"	-0.269717964237023	0.650351792442474	0.0179227545795772	-0.115605474939212	0.984014628607421
"TRINITY_DN1052_c0_g1_i1"	-0.320594465844138	0.63254534886074	0.0933053254703389	-0.0850524083094073	0.975499580792043
"TRINITY_DN1082_c1_g1_i1"	-0.0254053630191687	0.679820709542248	-0.185914516594291	-0.178021932440081	0.896119579111098
"TRINITY_DN1061_c1_g1_i1"	-0.208375787103432	0.608064491902852	-0.0604039641989449	-0.0209839789430163	0.962838428136243
"TRINITY_DN1023_c0_g1_i1"	-0.316322920275004	0.631315133327101	0.0762628022103704	-0.118153054400256	0.987565230670448
"TRINITY_DN373_c0_g1_i1"	-0.277303349337202	0.646762302031095	0.0519858304701067	-0.0838783598040827	0.98044736578139
"TRINITY_DN336_c0_g1_i1"	-0.35690444801635	0.622827679788967	0.112136670824254	-0.163105927906127	0.988016160811369
"TRINITY_DN397_c0_g1_i1"	-0.311286474638661	0.631402923179708	0.0547038368922135	-0.18588924085196	0.9852174608039
"TRINITY_DN387_c0_g1_i1"	0.7802342483632	0.345566077117226	-0.634437337522294	-0.280812401518879	-0.185531517434387
"TRINITY_DN387_c0_g2_i1"	0.783209338956534	0.537415379543779	-0.728865418894202	-0.290990362442124	0.115811407001193
"TRINITY_DN354_c0_g1_i2"	0.962480468171269	0.220630439976405	-0.832842355796007	-0.059795157080668	-0.406691649948555
"TRINITY_DN389_c0_g2_i1"	0.491241632144506	-0.061922105847596	-0.388376380458816	0.282018331550667	-0.375432027700937
"TRINITY_DN320_c0_g1_i2"	0.542724513910595	0.913388790525614	-0.491867399842675	-0.561312675237034	0.444682825258374
"TRINITY_DN320_c0_g1_i1"	0.635755857491559	0.892782193688041	-0.626229604399096	-0.334617659237382	0.447039391802183
"TRINITY_DN331_c0_g1_i1"	-0.270659066030411	0.651596745017377	0.0207221185003079	-0.120626252581525	0.985303085375053
"TRINITY_DN4971_c0_g1_i1"	-0.285037152286444	0.614954077453695	0.0459949060983255	-0.0467174390203282	0.952221661885191
"TRINITY_DN4943_c0_g1_i1"	-0.3207189484124	0.620183440124206	0.094818125010382	-0.0940968938839475	0.975875626675351
"TRINITY_DN4928_c0_g1_i1"	0.945650640350559	0.499983881222485	-0.887992107403437	-0.329562555449006	-0.0954317021503663
"TRINITY_DN4963_c0_g1_i1"	-0.121598912047973	0.567183636241711	-0.0537239313011602	0.0039549254581952	0.866929139333022
"TRINITY_DN4910_c0_g1_i1"	-0.425443680814881	0.568669354284153	0.186163349182165	-0.152548769888284	0.943348115379314
"TRINITY_DN4939_c0_g1_i1"	0.770677385977129	0.233572982645019	-0.691078237004248	-0.322867513358815	-0.356148070563569
"TRINITY_DN4901_c0_g1_i1"	0.118973127951823	0.952208817621125	-0.219873717356525	-0.482769104077823	0.805988889792903
"TRINITY_DN5033_c0_g1_i1"	0.0922354397811591	0.942766188181854	-0.186266009163895	-0.423759411083361	0.819138288104244
"TRINITY_DN5024_c0_g1_i1"	0.893572507867057	0.0693401031421284	-0.88366474443034	0.175225517458792	-0.29354707099815
"TRINITY_DN5074_c0_g1_i1"	-0.321567794744526	0.631589172041832	0.0834108720111741	-0.141095342718665	0.989956170867181
"TRINITY_DN5040_c0_g1_i1"	-0.306978392648304	0.636607434959443	0.0505469838211047	-0.168604849079041	0.988979087895926
"TRINITY_DN5079_c0_g1_i1"	-0.358975792177332	0.619539974987517	0.111311928556014	-0.152898890757366	0.98675547236184
"TRINITY_DN5075_c0_g1_i1"	-0.129711917321217	0.572542000617057	-0.145641886650314	0.101163624152072	0.900887108283881
"TRINITY_DN795_c1_g1_i1"	0.62730209424349	0.898414351483222	-0.581081160558887	-0.49493275330678	0.409136409986278
"TRINITY_DN795_c0_g1_i1"	0.294259028541126	0.939847402536456	-0.324999058006442	-0.460632763349233	0.661660760387991
"TRINITY_DN753_c0_g2_i1"	0.94811976915603	0.259306264361166	-0.897090994899338	-0.209612092246889	-0.269943448307006
"TRINITY_DN712_c0_g1_i1"	-0.380161177430276	0.57281054033827	0.176675909165692	-0.0945051220658401	0.94521575091398
"TRINITY_DN756_c0_g2_i1"	0.626495460126611	0.250194338891169	-0.604992704190352	-0.197937176687681	-0.163976671800576
"TRINITY_DN756_c0_g1_i1"	0.486117958910492	0.682753703596884	-0.601076567832302	-0.250980369848256	0.457648713908375
"TRINITY_DN728_c0_g1_i1"	-0.326008565940806	0.624775351111432	0.0857833328983511	-0.13830604101956	0.98477173005968
"TRINITY_DN2292_c0_g1_i1"	-0.25094318071945	0.582013456797951	-0.0265631551695612	-0.15037014515178	0.928693713008661
"TRINITY_DN2238_c0_g1_i1"	-0.701622299674803	-0.164462728186978	0.475128048732792	0.112060635844925	0.429310142423301
"TRINITY_DN2241_c1_g1_i1"	0.379093109360642	0.949534062046041	-0.341226541606446	-0.668416378917191	0.484535024852897
"TRINITY_DN2241_c0_g1_i1"	0.605697445878553	0.879851294996146	-0.555902423504417	-0.512433888514612	0.372617417853318
"TRINITY_DN2241_c0_g1_i2"	0.480129238386699	0.944521484576477	-0.499558992477756	-0.41433970265863	0.598837119698852
"TRINITY_DN2225_c0_g1_i1"	-0.281873958287554	0.645523713743447	0.0504564969171284	-0.0728677915198999	0.983934659154058
"TRINITY_DN2252_c0_g1_i1"	0.0920292454925076	0.846933591620463	-0.193050103766635	-0.308976359594034	0.857011865285445
"TRINITY_DN1393_c0_g1_i1"	-0.728870281408248	-0.366476534463398	0.910281633944415	0.023172698253425	-0.167498194561257
"TRINITY_DN1319_c0_g1_i1"	-0.0981701622907946	0.8406447089318	-0.0871865289447642	-0.37342291599346	0.935412962835985
"TRINITY_DN1316_c0_g1_i1"	-0.0698768232894139	-0.0551687437883779	-0.148658065006528	0.620165060913681	0.427598983022981
"TRINITY_DN1376_c0_g1_i1"	0.222839993913805	0.977177137791539	-0.250122380211556	-0.494780988350993	0.697720903025864
"TRINITY_DN4439_c0_g1_i1"	-0.304546087763835	0.637229132795689	0.0523188223338174	-0.165734432151615	0.986970985697643
"TRINITY_DN4440_c0_g1_i1"	-0.338064623424786	0.616067948634664	0.122371246380983	-0.125625841989253	0.98040712760367
"TRINITY_DN4455_c0_g1_i1"	-0.0501777734860064	0.598033857988887	-0.15998691375147	-0.0300470293090593	0.875015594965028
"TRINITY_DN4476_c0_g1_i1"	-0.791007313043558	-0.287775250264494	0.957585437566361	-0.127999734414763	-0.0395936547982317
"TRINITY_DN4467_c0_g1_i1"	-0.347083691069005	0.626736960618657	0.110311894595686	-0.139372123559592	0.983818755459374
"TRINITY_DN4457_c0_g1_i1"	-0.324222457783551	0.624265175026962	0.0803024412845884	-0.127438649857443	0.985256018756011
"TRINITY_DN1685_c0_g1_i1"	-0.31930174265185	0.624368295636233	0.0660813813480146	-0.196150127694281	0.980020607483178
"TRINITY_DN1674_c0_g1_i1"	-0.171275821547533	0.620755211169673	-0.0636898504864763	-0.0883056911871316	0.941870466302424
"TRINITY_DN1606_c0_g1_i1"	-0.826959052180182	-0.393764270900393	0.921168846292245	0.18442365633101	-0.0840878186182966
