,Data Set,Target,Sample,Control,Relative Quantity,Relative Quantity(lg),Relative Quantity SD,Corrected Relative Quantity SD,SD RQ(lg),Relative Quantity SEM,Corrected Relative Quantity SEM,SEM RQ(lg),Relative Quantity 95% CI Low,Relative Quantity 95% CI High,Unscaled Expression,Unscaled Expression(lg),Unscaled Expression SD,Corrected Unscaled Expression SD,SD Unscaled Expression(lg),Unscaled Expression SEM,Corrected Unscaled Expression SEM,SEM Unscaled Expression(lg),Expression,Expression(lg),Expression SD,Corrected Expression SD,SD Expression(lg),Expression SEM,Corrected Expression SEM,SEM Expression(lg),Expression 95% CI Low,Expression 95% CI High,Wells,Mean Cq,Cq SD,Cq SEM,P-Value
,1-FAM,Hemato,31-B07,,9.0746109403232E-06,-16.7497327781715,3.46431559230778E-07,1.56108503397875E-06,NaN,2.44964104749112E-07,1.1038538135352E-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,36.5481839631376,0.0532971648860232,0.0376867867089246,NaN
,1-FAM,Hemato,31-B08,,0.00172652884814061,-9.1779098446372,0.000148835042952891,0.000217562680208042,NaN,0.00010524226815018,0.000153840046508226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,29.2209411434574,0.120349982468024,0.0851002887188219,NaN
,1-FAM,Hemato,31-C02,,0.000168206547624726,-12.5374785143734,9.66832843547765E-05,9.89630147405934E-05,NaN,6.83654059946497E-05,6.99774188097378E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,32.4719912048007,0.802459589640192,0.567424617462754,NaN
,1-FAM,Hemato,31-C03,,0.000322374107579867,-11.5989765053058,2.61747460609004E-05,4.56871189222609E-05,NaN,1.85083404354985E-05,3.23056716028069E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,31.5638040789845,0.113354038519684,0.0801534093121496,NaN
,1-FAM,Hemato,31-C11,,6.03383270265449E-06,-17.3384938732368,3.21294711650482E-06,3.37944741044118E-06,NaN,2.27189669367432E-06,2.38963018058628E-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,37.1179272791386,0.743404158755473,0.525666121818276,NaN
,1-FAM,Hemato,31-D01,,0.00173642203001279,-9.16966665334855,0.000717370537860209,0.000734878097724425,NaN,0.000507257571944395,0.000519637286246412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,29.2129642183878,0.576770345000021,0.407838222136819,NaN
,1-FAM,Hemato,31-D02,,0.000300853485127106,-11.6986513103121,5.54611674425669E-05,6.57134149458271E-05,NaN,3.92169675911616E-05,4.64664013231197E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,31.6602592530814,0.257364495404819,0.181984179937402,NaN
,1-FAM,Hemato,31-D04,,0.00458634738738611,-7.76843865039791,0.000711110983733236,0.000795603701558572,NaN,0.000502831398774008,0.000562576772509185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,27.8569977736519,0.216463717909519,0.153062962814673,NaN
,1-FAM,Hemato,31-D05,,2.78029570704038E-05,-15.134402140987,6.18183038651313E-06,7.48142323949782E-06,NaN,4.37121418644849E-06,5.29016510557553E-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,34.9850306886071,0.310413620577467,0.219495576082995,NaN
,1-FAM,Hemato,31-D06,,0.000152214417259343,-12.6816073668086,2.05519819151087E-05,2.82147466051945E-05,NaN,1.45324457789967E-05,1.99508386539931E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,32.6114645005163,0.188500537632084,0.133290008416957,NaN
