Accession_ID,log2FoldChange
Q06732,-0.660507245243667
Q06732,-0.660507245243667
Q06732,-0.660507245243667
Q06732,-0.660507245243667
Q06732,-0.660507245243667
Q06732,-0.660507245243667
Q06732,-0.660507245243667
Q06732,-0.660507245243667
Q06732,-0.660507245243667
Q06732,-0.660507245243667
Q06732,-0.660507245243667
Q06732,-0.660507245243667
Q06732,-0.660507245243667
Q06732,-0.660507245243667
Q06732,-0.660507245243667
P53367,-1.31571191977653
Q9H7D0,-1.58317378907487
Q98KK0,-0.178578493194898
P54399,-0.321088517517567
P54399,-0.321088517517567
Q1RMS2,0.362854714610982
Q9QXW9,-2.16195473195624
O75001,3.49294565836325
Q5ZI25,-1.63163790034861
Q2KID9,-0.195659755517659
Q5M8F7,-2.45868133842932
Q86YS6,-2.48112620266597
Q86YS6,-2.48112620266597
Q90Z10,-1.39650703176196
Q4R628,0.159802418530851
O95613,-1.58609865221675
Q9UL12,-1.26343584647685
Q6DG32,1.03752810023154
Q5TH69,-1.01659041512135
Q99700,0.712988214722403
A9ZSY3,0.540048388744492
Q9ZRZ8,1.31028374806514
Q9D600,-2.27911168533498
Q9Y4J8,-2.50647087118415
Q9DBH0,0.652648228445051
Q588U8,0.604392623122464
Q8BPP0,0.734904003648929
Q8BPP0,0.734904003648929
Q8BPP0,0.734904003648929
Q8BPP0,0.734904003648929
Q8BPP0,0.734904003648929
Q8BPP0,0.734904003648929
Q8BPP0,0.734904003648929
Q8BPP0,0.734904003648929
Q8BPP0,0.734904003648929
Q8BPP0,0.734904003648929
Q8BPP0,0.734904003648929
Q6DE37,-0.954674840021511
P16423,2.82436968816188
Q9H3E2,-2.45146673291839
P35072,-0.655081162599027
Q06732,-0.945005446778548
Q06732,-0.945005446778548
Q06732,-0.945005446778548
Q06732,-0.945005446778548
Q06732,-0.945005446778548
Q06732,-0.945005446778548
Q06732,-0.945005446778548
Q06732,-0.945005446778548
Q06732,-0.945005446778548
Q06732,-0.945005446778548
Q06732,-0.945005446778548
Q06732,-0.945005446778548
Q06732,-0.945005446778548
Q06732,-0.945005446778548
Q06732,-0.945005446778548
Q06732,-0.945005446778548
P0C8Z3,-0.864743059249639
Q93084,-0.864743059249639
Q6DFC0,-1.08737829615498
Q8BLB7,-0.864743059249639
Q8BLB7,-0.864743059249639
Q8BLB7,-0.864743059249639
Q8SQZ7,NA
Q14584,-1.83280177582652
Q14584,-1.83280177582652
Q14584,-1.83280177582652
Q14584,-1.83280177582652
P63031,0.145917684174545
Q9Y5Z4,-2.18077958887381
Q5RC71,-0.0309463836514549
Q5RC71,-0.0309463836514549
Q71R50,4.75540819948563
P28765,NA
P62840,-0.990431614472608
Q5R8Z8,-0.929655973607031
O75366,-5.93575308215849
P82147,-3.5585353957437
P82147,-3.5585353957437
Q8SR18,-0.449042363988479
Q68HB4,-4.87564849584919
P21328,0.444367672255907
P59328,-1.46925143964261
