,Data Set,Target,Sample,Control,Relative Quantity,Relative Quantity(lg),Relative Quantity SD,Corrected Relative Quantity SD,SD RQ(lg),Relative Quantity SEM,Corrected Relative Quantity SEM,SEM RQ(lg),Relative Quantity 95% CI Low,Relative Quantity 95% CI High,Unscaled Expression,Unscaled Expression(lg),Unscaled Expression SD,Corrected Unscaled Expression SD,SD Unscaled Expression(lg),Unscaled Expression SEM,Corrected Unscaled Expression SEM,SEM Unscaled Expression(lg),Expression,Expression(lg),Expression SD,Corrected Expression SD,SD Expression(lg),Expression SEM,Corrected Expression SEM,SEM Expression(lg),Expression 95% CI Low,Expression 95% CI High,Wells,Mean Cq,Cq SD,Cq SEM,P-Value
,1-FAM,Hemato,31-E03,,0.775577738381562,-0.366656700915899,0.00512212129933945,0.00560512633263597,NaN,0.00362188670482297,0.00396342283921418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,20.7139439434601,0.00913706077220533,0.00646087763213998,NaN
,1-FAM,Hemato,31-E04,,1.02804453842534E-05,-16.5697377060398,3.66360090893647E-06,3.90911340116504E-06,NaN,2.59055704627017E-06,2.76416059439101E-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,36.2522994533247,0.493035530014966,0.348628766639486,NaN
,1-FAM,Hemato,31-E06,,0.00125456748329413,-9.63859420913596,0.00024467103328639,0.000263121164677283,NaN,0.000173008546796726,0.000186054759817009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,29.605503593283,0.269817751290787,0.190789961622221,NaN
,1-FAM,Hemato,31-E07,,0.00733062715512508,-7.09184765453166,0.000394009070312464,0.000573072879985729,NaN,0.00027860648546695,0.000405223719552013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,27.1632363882711,0.0743613178354441,0.0525813920994107,NaN
,1-FAM,Hemato,31-E10,,0.00433053820373967,-7.85123794894465,0.00092864562609426,0.000967703779619579,NaN,0.000656651619530479,0.000684269904748857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,27.8914729725108,0.296681272239294,0.209785339451457,NaN
,1-FAM,Hemato,31-E12,,0.0252978098390359,-5.30484370094743,0.016950849131794,0.0169848526800166,NaN,0.0119860603679617,0.0120101045074942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,25.4495436208558,0.927023031710858,0.655504272038859,NaN
,1-FAM,Hemato,31-F01,,0.000363123840733598,-11.4272507268032,0.00046269009766878,0.000463880748577705,NaN,0.00032717130564946,0.000328013222981187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,31.3207811289418,1.76285840710871,1.24652913393828,NaN
,1-FAM,Hemato,31-F02,,7.91004544219779E-06,-16.9478825865041,8.05729857954475E-06,8.1284406256212E-06,NaN,5.69737046364083E-06,5.74767548684897E-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,36.6149310778306,1.40926435903627,0.996500384759063,NaN
,1-FAM,Hemato,31-F07,,0.00133142742733499,-9.55281049154528,0.000301681515060067,0.000318397063652129,NaN,0.000213321045057605,0.000225140722818305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,29.5232391214544,0.313482419982147,0.221665544952145,NaN
,1-FAM,Hemato,31-F11,,0.00636176323370437,-7.29635760469236,9.69245084051273E-06,0.000371677569187739,NaN,6.8535977156438E-06,0.000262815729587583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,27.3593563922319,0.00210784219733172,0.00149046951140441,NaN
