"kMEblack"	"kMEblue"	"kMEgreen"	"kMEgrey"	"kMEturquoise"	"kMEyellow"
"TRINITY_DN4725_c0_g1_i1"	-0.0632131295754474	0.893845247437611	0.212933402779514	-0.357011557353183	0.866307542493708	-0.329094109824767
"TRINITY_DN4773_c0_g1_i1"	0.275989459129626	0.609508012384966	-0.243132025688005	-0.204564441800528	0.961841344069263	-0.107289490788985
"TRINITY_DN4727_c0_g1_i1"	0.365839608928411	0.557706356129045	-0.228300761361659	-0.148068602959757	0.938003181658495	-0.108293599356094
"TRINITY_DN4757_c0_g1_i1"	-0.319894347064448	-0.145068968058956	0.130204779405566	0.696533609580987	-0.0322672318523962	-0.121530662959338
"TRINITY_DN4752_c0_g1_i1"	0.299913945431736	0.616458839734978	-0.20990922978077	-0.175484685395206	0.988017432941652	-0.150512526816287
"TRINITY_DN44_c0_g2_i2"	-0.471726474170425	0.804275453110364	0.647301654514928	-0.459916570086341	0.29854586686038	-0.514386929950616
"TRINITY_DN16_c0_g1_i2"	0.316265968251023	0.595355841885549	-0.237798533341507	-0.161298157284056	0.9760904617226	-0.101450644391735
"TRINITY_DN4_c0_g1_i3"	0.313202205924952	-0.594967319361838	-0.518119010650993	0.0432526310373085	-0.533130204789733	0.821667246338447
"TRINITY_DN32_c0_g1_i6"	0.128393204021476	0.592858353421678	-0.0748927763884657	-0.0403228523471242	0.94572629160929	-0.276879651154804
"TRINITY_DN49_c0_g1_i1"	0.0939049613854612	0.885937240453479	0.0350848054771639	-0.469563474935713	0.901880321296895	-0.222589759956087
"TRINITY_DN58_c0_g1_i1"	0.229297071791813	0.596509704890935	-0.110993197252525	-0.140813571445201	0.954700897355045	-0.23215017095121
"TRINITY_DN37_c0_g1_i1"	0.281160910756765	0.595103423099991	-0.17186358292122	-0.145048006397045	0.949727388991724	-0.193140044861611
"TRINITY_DN11_c0_g1_i9"	0.307600875068589	0.573990442796331	-0.182805902294139	-0.141927542956949	0.93667262703588	-0.157230793958564
"TRINITY_DN11_c0_g1_i11"	0.308244287310851	0.598706368205272	-0.245843750826693	-0.200910462773547	0.976810139821953	-0.116704701813116
"TRINITY_DN85_c0_g1_i1"	-0.674247624612098	0.673073043159065	0.781394785954852	-0.171847692561166	0.37796816254192	-0.813003342027595
"TRINITY_DN85_c0_g2_i1"	0.227755747658722	0.606713483779094	-0.115990972093564	-0.0907843261718514	0.955925464377861	-0.201461218278742
"TRINITY_DN41_c0_g2_i1"	-0.605889104717276	0.178151026172257	0.753973395095568	-0.172036135865281	-0.263747842338127	-0.452461229817577
"TRINITY_DN62_c0_g1_i1"	0.190872672822989	0.599409682990971	-0.1417529525073	-0.0700804974575259	0.973561675200522	-0.205087793158875
"TRINITY_DN88_c0_g1_i4"	0.244794582003363	0.558098210250631	-0.161709753755087	-0.0534806986841148	0.939964006790237	-0.193997891086683
"TRINITY_DN88_c0_g2_i3"	0.391298361631823	0.533189566808064	-0.22940056203986	-0.0745327084202229	0.907185842779936	-0.100264283279289
