"kMEblue"	"kMEbrown"	"kMEcyan"	"kMEgreenyellow"	"kMEgrey"	"kMEmagenta"	"kMEmidnightblue"	"kMEpurple"	"kMEsalmon"	"kMEyellow"
"TRINITY_DN5653_c0_g1_i1"	0.531570462358651	-0.792927772050178	-0.415560597125962	-0.382987529488681	0.464863711267328	0.189872952466875	-0.0926298764183674	-0.168269542756116	0.107671339230608	-0.322979649163338
"TRINITY_DN5653_c0_g4_i1"	-0.098500047933281	-0.21470236977783	-0.0564069158677614	0.289167314126219	0.494478835078885	-0.232000586910883	0.801711344010434	-0.265440776049376	0.210761318928112	0.44945937557657
"TRINITY_DN5653_c0_g2_i1"	0.223536167594888	-0.314368772431887	0.196296624665612	0.102687375402257	0.0198070484583316	0.812738030004745	-0.436888233137827	-0.298902000926171	0.121062961415975	-0.275185065648676
"TRINITY_DN5653_c0_g2_i2"	0.0718874151167171	-0.151708339752342	0.598824196712667	0.549197465157347	0.3462915954081	0.0695497188121362	0.421582746282633	-0.004497012829188	0.349548844823808	0.0881233767080609
"TRINITY_DN5653_c0_g2_i3"	0.444329435950521	-0.225600343520902	-0.356961237962627	-0.333527592861812	-0.218483266634463	-0.436363759403283	0.187037912367137	0.369567377783549	0.0589783467448076	-0.331920872155684
"TRINITY_DN5633_c0_g1_i1"	0.770236661011826	-0.567155276544119	0.338375633794419	-0.339469915372472	0.0400746425222492	0.137630903808035	-0.136635555950734	-0.117633582206995	0.330650172761799	-0.563847614910623
"TRINITY_DN5633_c0_g1_i2"	0.500064446152813	-0.45675126125791	0.389530003110816	0.358367711758443	0.134040632724611	0.669991287562454	-0.394727991948339	0.0970520038726806	0.329791543914112	-0.616749349718928
"TRINITY_DN5661_c0_g1_i1"	-0.57336215584932	0.831720379034337	0.355630702837092	0.162292703237969	-0.201530358205578	-0.345605515775112	0.172621237946711	0.205986499087421	-0.294689228547216	0.417126663369469
"TRINITY_DN5661_c0_g1_i4"	-0.782986072073191	0.930862930148451	0.0483718120315991	0.223551107331865	-0.306362173307733	-0.501970983623414	0.258552902275989	0.118174129111588	-0.417835041367975	0.701203385014047
"TRINITY_DN5661_c0_g1_i5"	-0.630590867300945	0.898487033844393	0.347365691387233	0.148448710434591	-0.324174043208925	-0.434852053975173	0.174817660411994	0.135541371261884	-0.365951156143444	0.553935369550721
"TRINITY_DN5661_c0_g4_i3"	-0.804475599777677	0.912142658407271	-0.0130683596802593	0.272421903944456	-0.258065461320169	-0.536012968847975	0.315813208422471	0.0865308697352039	-0.447154182485778	0.74953833596586
"TRINITY_DN5614_c0_g1_i1"	0.77230040093746	-0.49773653400269	0.475238352321815	0.261681747275406	-0.225736920935461	0.352110471221787	-0.392419669574419	-0.0288419850280212	0.352352923577102	-0.573605060660487
"TRINITY_DN5651_c0_g1_i1"	-0.221861062068471	0.354870165070175	0.638839858116672	0.43042929276575	0.120595010067438	-0.0996131306444801	0.368019354245617	-0.0526007476117285	-0.0828506078793251	0.298940309176055
"TRINITY_DN5692_c0_g1_i2"	0.880290719118995	-0.452663654044091	0.38400735388482	0.156693552164857	-0.43104731991685	0.310999675702471	-0.428646752073782	-0.114514791238373	0.454404501738931	-0.674186578615169
"TRINITY_DN5654_c0_g1_i7"	0.926571789189878	-0.560150877461579	0.281781675990797	-0.285227281772489	-0.228394535292247	0.381204643915859	-0.425751219770265	-0.0179415640249755	0.330161599911384	-0.86978952408297
"TRINITY_DN5608_c0_g1_i1"	0.956321344531455	-0.597039463105796	0.26161229771088	-0.242190997843092	-0.233135003227796	0.313898454117809	-0.368267777319608	-0.0391839224886478	0.385765311646389	-0.819651849676278
"TRINITY_DN5697_c1_g2_i1"	0.9650823157693	-0.696201722244052	-0.00246919700264175	-0.402921445333532	-0.167337919685353	0.269260396116824	-0.377823467992382	-0.225731463432824	0.450249715983832	-0.758577263966334
"TRINITY_DN5695_c0_g2_i1"	0.726967390955654	-0.738530264700884	-0.23828700216439	-0.337779464760224	0.102054142199399	0.219024723009123	-0.20039498467856	-0.417550296198263	0.357876971582957	-0.43508084692738
"TRINITY_DN5695_c0_g1_i1"	0.723679192911051	-0.681575627148911	0.00329201788127463	-0.305088905259787	0.00522084999300129	0.300659835393159	-0.356071043386007	-0.444903767430364	0.405015029085422	-0.542823918361915
"TRINITY_DN5695_c1_g1_i1"	0.392458303051578	-0.509371706186356	0.428000237413011	0.438079553076582	0.228113271471213	0.564167529031019	-0.130576953806791	-0.107024983108704	0.22337964523976	-0.238779602249448
"TRINITY_DN5695_c0_g3_i1"	0.933121005948786	-0.694217167640042	0.122336998577338	-0.349536213055888	-0.0754083445714593	0.251413073572702	-0.369102815054428	-0.292879893901847	0.326955501768202	-0.643559599630156
"TRINITY_DN5634_c0_g1_i1"	0.985329312396496	-0.635574633470324	0.147126926896438	-0.226327298876314	-0.247689411726555	0.299610244951185	-0.345815679854164	-0.209269887773858	0.432240757714452	-0.755163931156955
"TRINITY_DN5649_c0_g1_i21"	0.907416712350466	-0.723312835336126	-0.131616494344718	-0.353007932167414	-0.159972929961387	0.250916936043191	-0.410002932628829	-0.318206982991957	0.463260093716759	-0.698668593583319
"TRINITY_DN5617_c0_g1_i1"	0.814478050544724	-0.336273493350462	0.337482211575796	-0.446655720238763	-0.365329684902485	0.139886392482187	-0.482378628462271	0.0135131305439488	0.23075924732561	-0.757110227010203
"TRINITY_DN5677_c0_g1_i3"	0.554215932157465	-0.35392272612033	-0.130587251513011	-0.525211297299551	-0.133152041939493	0.144659108053926	-0.279668448036773	0.596545496533721	0.0533363201892925	-0.799335931173533
"TRINITY_DN5696_c0_g1_i1"	0.707547650259498	-0.282888891547777	0.276661059747136	0.101386364127636	-0.468604523248754	-0.0957167488270847	-0.251453498848717	0.0841710559650729	0.178526856404064	-0.427321220782635
"TRINITY_DN5624_c0_g1_i1"	0.888478591527823	-0.541482899916735	-0.0214555643923077	-0.398157101558097	-0.25321747069679	0.0488025110223244	-0.366710176945784	-0.122472414088687	0.390958875827846	-0.63906924053631
"TRINITY_DN5660_c1_g1_i2"	0.838222649566754	-0.674877710254042	0.218854984433211	-0.245730361027769	-0.0077173663659037	0.282075276951018	-0.316809844516676	-0.377130202330743	0.394396574341446	-0.536057450114086
"TRINITY_DN5660_c2_g1_i1"	0.691234595716398	-0.672539158412618	0.296794054993843	-0.147929341406495	0.198578586315808	0.28891810360081	-0.194921876935374	-0.435534395697764	0.363581066433642	-0.371747076759108
"TRINITY_DN5660_c2_g1_i2"	0.422555794211756	-0.114649258490864	0.835646269954175	0.494746126120899	-0.277379016769271	0.229701228216331	-0.191880380978265	0.144504541282741	0.22606624276202	-0.322399077917581
"TRINITY_DN5671_c0_g1_i1"	-0.228241415976754	0.675703190636659	0.468201533716679	0.20244721693096	-0.486554446599842	-0.396296635561023	0.156906859783973	0.293612950071336	-0.297381108855399	0.216195626187954
"TRINITY_DN5671_c0_g1_i12"	-0.126878686917606	0.650747091140556	0.569216510774561	0.241054398583311	-0.469198483054381	-0.368016675356761	0.145458907762206	0.328800992169386	-0.162392974478097	0.0984245752994096
"TRINITY_DN5671_c0_g1_i8"	-0.571674132316493	0.905317105972929	0.404309460829634	0.41642485849532	-0.457523821471154	-0.309934939347784	0.036452672991628	0.218311206853842	-0.444009937835515	0.451260678933675
"TRINITY_DN5683_c0_g1_i1"	0.944208089098997	-0.710970217305718	-0.070722784741287	-0.47024184253967	-0.0952325771295559	0.183922913730488	-0.300965053620517	-0.242747834164004	0.412517831213265	-0.716909080719774
"TRINITY_DN5658_c1_g1_i2"	0.175740260898266	0.198563345939167	0.324072936222149	0.18146869025729	-0.327389254160417	0.0663577952836621	-0.192873063595448	0.852214680456725	-0.187219732018213	-0.457405603761807
"TRINITY_DN5642_c0_g1_i1"	-0.574425469524873	0.253834937379431	-0.348813521466707	0.0314678538840309	0.246207701157864	-0.615791356682753	0.559202812603616	-0.0363206050825066	-0.470611371499486	0.836452588324694
"TRINITY_DN5681_c0_g1_i1"	0.146148068181717	-0.249356807023727	-0.0853331947294126	-0.438659742320115	0.24305143354488	-0.235411606119001	0.11131100128302	-0.342210261052666	0.0647625777312112	0.201172424569995
"TRINITY_DN5622_c0_g1_i1"	0.86912896596749	-0.542163517869214	0.0247519243300368	-0.530018023484546	-0.263168222422272	0.178452180025287	-0.459224007455098	-0.144570277278356	0.398954625279037	-0.758867746428271
"TRINITY_DN5635_c0_g1_i1"	0.969106914402421	-0.622262688312824	0.132466198291808	-0.400313422428421	-0.188842591198692	0.327364559559524	-0.408786511580639	-0.149165677196247	0.373687262416591	-0.839986444981836
"TRINITY_DN5611_c0_g2_i2"	0.787150436504153	-0.322278264620439	0.553291758173821	0.219011906787237	-0.422561193595108	0.376930599804359	-0.460427142260541	0.0234883862798868	0.438452931413968	-0.750711014973546
"TRINITY_DN37977_c0_g1_i1"	-0.385725473554645	0.840043852483414	0.143782859942627	-0.0576253987991421	-0.543443859486341	-0.273727572876275	-0.157023273532227	0.459690006747178	-0.33770262496236	0.0437676999969476
"TRINITY_DN37897_c0_g1_i1"	0.272722077790281	0.017038684633786	0.0226801859731394	-0.4760797819718	-0.0479431969659669	-0.262536027989095	-0.172382547567996	0.318637035836901	-0.0884323676743474	-0.326297191604353
"TRINITY_DN37941_c0_g1_i1"	0.339205718031242	-0.493982457821085	0.184557719351983	0.110300722133943	0.212184460016198	0.975333142158484	-0.456037836252656	-0.192508269952832	0.320729077900756	-0.498009543365793
"TRINITY_DN28830_c0_g1_i1"	0.96596259163653	-0.600968174498505	0.226745427095496	-0.336864324731854	-0.197865492719916	0.351838747280841	-0.409251924217871	-0.0525540396491468	0.347009560108636	-0.847677886000864
"TRINITY_DN28802_c0_g1_i1"	0.886901187950399	-0.568789012632307	0.392550401373761	0.189562397872746	-0.272604222819903	0.471773142096734	-0.373463290971955	-0.068001904442967	0.461340404519705	-0.735295506012444
"TRINITY_DN28816_c0_g1_i1"	0.860499120848724	-0.461713421679169	0.391255905381768	0.153209105991386	-0.362737611365822	0.319420738111119	-0.483402752374458	0.00220293767341997	0.301930735657708	-0.694454374473099
"TRINITY_DN12423_c0_g2_i1"	0.339542047915827	0.102849127873242	0.497032132135074	0.506655489010624	-0.543492354083265	0.203157220092906	-0.344024082733055	0.0536437750076441	0.222804260961022	-0.356207323495614
"TRINITY_DN12428_c0_g1_i1"	0.712068075105467	-0.20165380276449	0.423061489993849	0.122928374501052	-0.554245909850509	0.0758360096087879	-0.416347883872526	0.25200197785361	0.326676341816095	-0.612401143045009
"TRINITY_DN12499_c0_g1_i1"	0.89433203199769	-0.640754652990013	0.0654318691900709	-0.422912569040158	-0.154285105411258	0.27329556107712	-0.253062353663134	-0.0957242957619956	0.487241068192441	-0.80742634342913
"TRINITY_DN12451_c0_g1_i1"	0.896556882832758	-0.641335328795138	0.186345906477886	-0.228911177733761	-0.12241419306289	0.229237026739881	-0.375038840978289	-0.255173602816861	0.366469984302442	-0.619921568950471
"TRINITY_DN12437_c0_g2_i1"	-0.643649674144208	0.304036517824121	-0.186667814389614	0.406333551781142	0.203293954304887	-0.345867600096749	0.468903950432594	-0.0488316417307774	-0.415517886733806	0.837120860739954
"TRINITY_DN12415_c1_g1_i1"	0.924966984167076	-0.541536675463185	0.242868682665854	-0.152489245165842	-0.280422359522932	0.166825661415687	-0.390800418942551	-0.161069362475318	0.30620572897557	-0.658322849261853
"TRINITY_DN12415_c2_g1_i3"	0.83719980625127	-0.48176857118193	0.0263641001916868	-0.363182256517195	-0.261672202617037	-0.058643127285688	-0.303610066710112	-0.0308671011161405	0.276997202538807	-0.560793111513935
"TRINITY_DN12415_c2_g1_i4"	0.315225380659444	-0.281116547908139	0.225570478754163	0.093520680508039	-0.190084960916654	0.472096486994916	-0.495580387582388	-0.604926050506763	0.373671185880053	-0.196747740313607
"TRINITY_DN12415_c0_g1_i13"	-0.585232258830131	0.370191713626817	0.14872262705265	0.611732507642883	0.287019910094986	-0.24381393052566	0.584799085078137	-0.192279426411185	0.0682874686258297	0.597002031083884
"TRINITY_DN12416_c0_g1_i1"	0.178527763708	-0.153771560135395	0.510071676792297	0.342609978702423	0.306662166993618	0.351408061208864	-0.0742549346279078	-0.266808364053387	0.154100986381137	-0.176622224335241
"TRINITY_DN12405_c0_g2_i3"	-0.810404945415337	0.784287503836495	-0.0271341524590151	0.333648726922712	-0.207197490490687	-0.58879860099054	0.390120767315521	-0.113411098389567	-0.358151313006062	0.896304556500419
"TRINITY_DN4725_c0_g1_i4"	0.888361251438919	-0.656034556536329	0.0664610069847607	-0.447229092059713	-0.066850656437659	0.351864748446961	-0.291243369539011	-0.00406135548167172	0.391530862024707	-0.830564810671819
"TRINITY_DN4706_c0_g4_i1"	-0.00576986666156139	0.17360605524144	0.0936256194764569	-0.0369658626622668	-0.132289628848034	-0.0817613509767081	-0.0688362012893861	0.979475575253378	-0.307352842224718	-0.335130020826879
"TRINITY_DN4706_c1_g1_i3"	-0.31754424607502	0.360166219948942	-0.193157644205151	-0.108225354906143	-0.0965232136921478	-0.512882445440558	0.163435833209457	0.872200471167698	-0.460141397638037	0.0871689997242434
"TRINITY_DN4706_c0_g1_i2"	-0.784071517364126	0.258154663266031	-0.206125260716027	0.318235680698154	0.388528606459336	-0.121543205274451	0.409559507080864	-0.283667643329976	-0.22382636914089	0.850267471492091
"TRINITY_DN4715_c3_g1_i3"	-0.186249046303718	0.521355622561742	0.38520077665285	-0.181760241929564	-0.220580497745295	-0.229762215603902	-0.196408941541581	0.202457938889903	-0.252091761402983	0.0919731534264357
"TRINITY_DN4715_c1_g1_i1"	0.825314868024863	-0.465371385791571	0.428514470640768	0.200099888965056	-0.264384008174147	0.36247604451104	-0.47463312239466	-0.040478194832387	0.366662991767939	-0.687759388877721
"TRINITY_DN4715_c2_g1_i1"	0.870269124539851	-0.472067711343496	0.369159003662927	0.160343920874764	-0.424509154533178	0.236354771603159	-0.358803528386349	-0.128555216003296	0.418537774480234	-0.635746225897089
"TRINITY_DN4703_c0_g1_i1"	-0.645203646282069	0.810346343353142	0.0397631393063602	0.339401309465615	-0.259017398688977	-0.571290700165892	0.364914475719213	-0.0927435123253033	-0.337740796507771	0.721208696230709
"TRINITY_DN4749_c0_g1_i1"	0.76573573458028	-0.324610252592089	0.354352884145256	0.131611272148349	-0.464422589194699	0.106346879322754	-0.468530794294826	-0.0435742480946833	0.373426118410832	-0.524195506848522
"TRINITY_DN4718_c0_g1_i1"	-0.658742425882378	0.520443535775211	-0.249918720073875	0.191119031551092	-0.0981852433076246	-0.581423317931182	0.251307650571158	0.0183193467595022	-0.23929180413935	0.810727333971889
"TRINITY_DN4718_c0_g1_i2"	0.437641051149352	-0.50377577549646	0.0412574256803048	-0.319572977403064	0.264604467838245	0.398203062290486	-0.0880883045840044	-0.109482849621797	0.167276687867855	-0.487935731571709
"TRINITY_DN4724_c0_g1_i1"	0.598011353633167	-0.415814390490532	0.243572777328908	0.460273405065612	-0.280235188896535	0.249117789917622	-0.149860928857656	-0.223934181176761	0.457310607629609	-0.340914555153435
"TRINITY_DN4758_c0_g1_i2"	0.811019996573986	-0.351686261132939	0.317117420667751	0.104568491312643	-0.529503460347906	0.0972598518458309	-0.431484236339581	-0.04771800237846	0.423059059364659	-0.557459006009162
"TRINITY_DN4743_c0_g1_i14"	-0.616869281052073	0.830293651334743	0.0810870081460205	-0.131697677731683	-0.278039122348176	-0.207993155317947	0.00581155986895054	0.237910632983968	-0.461155491755573	0.313771606915979
"TRINITY_DN4720_c0_g1_i1"	0.851850644838831	-0.553022515831511	-0.0835579236376414	-0.478506615812778	-0.170774831982294	-0.00113160486323885	-0.311038646924379	-0.0220908142719373	0.346768674187439	-0.639668318882581
"TRINITY_DN4780_c0_g1_i2"	-0.26040017320658	0.189082112458842	-0.056039042590556	0.250262629080368	-0.130758535995284	-0.503490237120891	0.272857800256432	-0.0251812346256933	-0.314175732654351	0.460006252074936
"TRINITY_DN4714_c2_g1_i1"	0.822219910220759	-0.616689741992222	0.246279644357124	-0.446704010997166	0.0808269291040795	0.35453952013982	-0.21789677114215	-0.156077251397324	0.316493482623778	-0.708662242489004
"TRINITY_DN4714_c0_g1_i17"	-0.653265530070871	0.587324556569974	0.142421834040206	0.514788850868841	0.0127099694099396	-0.377852664019305	0.481344388526067	-0.305812975341845	-0.196864227771225	0.793287592279243
"TRINITY_DN4714_c0_g1_i2"	-0.231914822912657	0.395536358146046	0.490430035078498	0.276655668116268	-0.28489131565882	0.029935032277398	-0.195738189936392	0.212078675161862	-0.0239906185610087	0.191749007749344
"TRINITY_DN4714_c0_g1_i4"	-0.529310114136183	0.329207454100997	-0.379222604068777	-0.136235303878565	0.278136782574168	-0.555798672468195	0.454310433605772	-0.0708824108500007	-0.451939005241427	0.674111138500803
"TRINITY_DN4714_c0_g1_i5"	0.899348986142664	-0.641192028518598	0.186412183118397	-0.449798823028807	-0.0650903545866527	0.423287876693833	-0.402369366295571	-0.0206983047553339	0.340568507908177	-0.87155663966259
"TRINITY_DN4714_c0_g1_i6"	0.765289722883666	-0.473149345134659	0.494477884729819	0.284608803664296	-0.214011512646925	0.411509334907157	-0.456492955376102	-0.08664374746197	0.368371150973516	-0.604154377865017
"TRINITY_DN4730_c0_g2_i1"	-0.821356238591579	0.888384678960422	-0.0321816203411347	0.290915134892994	-0.204964582492617	-0.534535903212319	0.339779192065471	0.0780525365182928	-0.446673168007273	0.772415164120393
"TRINITY_DN4735_c0_g1_i1"	0.901686698225436	-0.623028323296179	0.096401972259827	-0.449206532260292	-0.139704148602233	0.378262947351201	-0.377673930643887	-0.0565763985352806	0.365479359201779	-0.852129608061692
"TRINITY_DN4754_c0_g1_i2"	-0.11709544044031	0.53017173631805	0.463073292098088	0.515375168335815	-0.722991274225987	0.0991200322041526	-0.492679051467996	0.195230660707868	0.0434698729032965	-0.0467539402828745
"TRINITY_DN4739_c0_g1_i1"	0.915931676298536	-0.791617175562594	-0.0353265936863125	-0.416001721613343	0.0458771619061241	0.385102007492058	-0.223584080864348	-0.243259391202875	0.450907092790085	-0.742961127887628
"TRINITY_DN4742_c0_g1_i1"	0.987140984070019	-0.699869342738494	0.0778981054012304	-0.304012017402575	-0.146145545412229	0.302404143003561	-0.366871116614654	-0.217632008514435	0.387124644360763	-0.768694295052997
"TRINITY_DN4744_c0_g1_i12"	-0.742358212137766	0.334077107668132	-0.175749046936388	0.424103530180945	0.309058411822091	-0.400224419716163	0.498723125400011	-0.238360051611816	-0.175680943217622	0.895067992781498
"TRINITY_DN4744_c0_g1_i5"	0.343933094946643	-0.754032887103121	-0.418284500067853	-0.359314127028708	0.653570740092929	0.10212316359899	0.212026091090494	-0.17830364814554	-0.0519457572820622	-0.122247086735406
"TRINITY_DN4757_c0_g1_i1"	0.928107539185661	-0.625668643290805	0.0383109003916151	-0.488250825386733	-0.132076645072082	0.262569237157151	-0.300464899676209	-0.026251287801993	0.349181242368543	-0.851597579768944
"TRINITY_DN4711_c2_g1_i2"	-0.447836311945501	0.55160895857494	0.0308396549677479	0.290258970304766	-0.355925753517652	-0.192358523066283	-0.0632159273665656	0.0774467675224536	-0.00350505005557147	0.34549849866573
"TRINITY_DN4711_c8_g1_i1"	0.633149433093302	-0.403569614961203	0.579224730623691	-0.0585271510051929	0.0400668950614853	0.106153434195386	0.00399555242707561	-0.0714720645881942	0.391650031332926	-0.477512192137373
"TRINITY_DN4711_c4_g1_i2"	0.521668589794765	0.00555453656669737	0.551612732256719	0.217960734685636	-0.547693170388944	-0.0812586355166064	-0.404978170327225	0.163919232475304	0.26075524226158	-0.416292039152196
"TRINITY_DN4704_c4_g1_i1"	0.599024777556216	-0.465484294338593	0.442966253710717	-0.317530428603764	0.197642614983776	0.459040246609109	-0.282374871646351	-0.0146416878763861	0.33098986952818	-0.660694641198794
"TRINITY_DN4704_c4_g1_i3"	0.852395146661594	-0.742723066629132	-0.0223945886385486	-0.467687307003631	0.10606053211244	0.458290772054498	-0.266241173752507	-0.0240608597984478	0.422543624027437	-0.890514160009483
"TRINITY_DN4704_c0_g1_i10"	0.880706594860358	-0.644880600443048	0.026921246283134	-0.4778867346873	-0.100061334118839	0.441221421558559	-0.340551201064708	-0.0581452809636746	0.379796783193634	-0.846250721986627
"TRINITY_DN4704_c0_g1_i16"	0.880353618134423	-0.644875844549724	0.0274872273087074	-0.477826253227619	-0.097622475335667	0.443019496791675	-0.339948489243329	-0.0587448718801841	0.375181926679849	-0.846202726846492
"TRINITY_DN4704_c0_g1_i4"	0.859220545714108	-0.574374758237658	0.0501251408365781	-0.522031039616551	-0.178634881717832	0.380738293924259	-0.37185693838273	-0.00770935272487729	0.332882264942404	-0.855904068591089
"TRINITY_DN4704_c14_g1_i1"	0.87944835435514	-0.599049833684289	0.496230988336955	-0.0978023385784376	-0.105055987655892	0.387260941056537	-0.281810294517455	-0.17060985337573	0.475721831727282	-0.710564566153885
"TRINITY_DN4704_c1_g1_i2"	0.922102743452689	-0.695956675379356	-0.0206588467766912	-0.421249426933773	-0.0686085953536368	0.132070432879842	-0.158993582468313	-0.198861714429267	0.347101150035735	-0.669427063570624
"TRINITY_DN4704_c2_g2_i1"	-0.238772668996419	0.740967820660683	0.728130246110701	0.52477168960463	-0.59156866960522	-0.0631144799664332	-0.0792390510559736	0.223951842553504	-0.0695823863240902	0.0785824314456937
"TRINITY_DN4704_c2_g1_i1"	0.0595138599491833	-0.583370282741601	-0.242022970203809	-0.0976912413913794	0.702770009244468	0.31518735764456	0.226701031864087	-0.262699533510377	0.150602930916433	0.0300235757092257
"TRINITY_DN4704_c2_g1_i5"	0.931260540261402	-0.808071981353334	0.124923651359285	-0.137170500202987	-0.0135415793915444	0.467110489994953	-0.373240809943372	-0.279541532794818	0.478634295309134	-0.721540824018276
"TRINITY_DN4704_c2_g1_i6"	-0.342830381503956	-0.168098063362233	0.00064500725677704	-0.0449156158678999	0.618464810995795	-0.0135920426845134	0.40792626134267	-0.101600487328447	-0.0695333650459471	0.436954957712768
"TRINITY_DN4733_c0_g1_i1"	0.954419487026975	-0.652441491591336	0.187511080346007	-0.198075199957804	-0.181966903373842	0.314070211229673	-0.370847660537302	-0.18124013479351	0.39420005410873	-0.717266982122249
"TRINITY_DN4790_c0_g1_i1"	-0.771957754620377	0.256103797928673	-0.42019923766564	0.311667977052157	0.31426521071984	-0.288601625272061	0.40002242104806	-0.0519931845785059	-0.229828448870876	0.808726772118066
"TRINITY_DN4708_c0_g1_i1"	0.87910294066125	-0.479203751502303	0.365334126772338	0.157801664948647	-0.428090984852708	0.287505851472613	-0.395503600500426	-0.141705477125816	0.447524929068273	-0.644484906868162
"TRINITY_DN4702_c0_g1_i6"	0.599659422788586	-0.284126206232017	0.422114631785364	-0.271788167036729	0.0033019711690576	0.337106148838374	-0.24576739381369	0.0542357698605293	0.21031709891123	-0.696740336216023
"TRINITY_DN4712_c0_g2_i1"	-0.564983175022487	0.919414384024664	0.222005951660871	0.170563271024443	-0.450477651697963	-0.512382915666149	0.172627339520375	0.516160065159189	-0.543140631980391	0.383229660551466
"TRINITY_DN4712_c0_g1_i1"	-0.403560466252061	0.677515140428086	0.488883580217143	0.770102159169792	-0.502929649654768	-0.0581011443948314	-0.0729368004620402	0.274451204315644	-0.155171789294616	0.259240091876358
"TRINITY_DN4712_c0_g1_i2"	-0.110735161623443	0.506113172967099	0.650426933115187	0.664535654238955	-0.62668034084723	0.0310175949246267	-0.183579168674883	0.346642808179636	-0.0498484073242507	-0.0175514134674008
"TRINITY_DN4712_c0_g3_i3"	-0.240701497671456	0.0690591160417633	0.188146126601975	0.565520312705012	0.0407187211500587	0.175827156179783	0.123490382013583	-0.494387806840021	0.0200355473884252	0.507084753065852
"TRINITY_DN4712_c4_g1_i1"	-0.58688466444122	0.828644927681882	0.208730742711305	0.249424603929	-0.430245250133029	-0.142178579684545	-0.0800715826932483	0.249631372563077	-0.628338468406535	0.3730898170327
"TRINITY_DN4741_c2_g2_i1"	0.75739602421472	-0.41180896772416	0.53331683797024	0.272725080659013	-0.279379000626182	0.541870889254941	-0.46923438220284	-0.341174796705967	0.415311550537053	-0.572922873672364
"TRINITY_DN4792_c0_g1_i1"	0.900104990999617	-0.745344804313872	0.153399860573204	-0.152614622888478	-0.0317777507920255	0.399533146134293	-0.16089414672168	-0.19310209679415	0.465693192757523	-0.696135781527995
"TRINITY_DN4792_c0_g2_i1"	0.952325949487117	-0.737900479893608	0.169326266873616	-0.121496892104178	-0.083509247176444	0.410268856692359	-0.208604967908742	-0.144965613909322	0.519651665740768	-0.783199597139092
"TRINITY_DN4740_c0_g2_i8"	0.79463923207068	-0.715895136086619	0.181805315978396	-0.237673296163968	0.178688143059301	0.628357396758547	-0.420735799244914	-0.252503491955802	0.233723387015358	-0.750147806472712
