"kMEblack"	"kMEbrown"	"kMEmagenta"	"kMEpink"	"kMEred"	"kMEturquoise"
"TRINITY_DN37941_c0_g1_i1"	0.953720094775466	-0.377691633490696	-0.261479264171516	0.126639848313056	-0.37298684616398	0.28900935264949
"TRINITY_DN28830_c0_g1_i1"	0.265675381678551	-0.848509486603327	-0.104984607030875	0.350145928718149	-0.610386805846965	0.963442570356435
"TRINITY_DN28802_c0_g1_i1"	0.348515531627102	-0.714760128042898	-0.0866678368851688	0.520121751538517	-0.582779843053825	0.858317921328111
"TRINITY_DN28816_c0_g1_i1"	0.250118726176603	-0.551896396769806	0.0339327406378179	0.138909809201481	-0.274192759312215	0.773902641419737
"TRINITY_DN12423_c0_g2_i1"	0.105984457058277	-0.234198687560454	0.0414260583517904	0.0519271914069009	0.178617705251554	0.35251228880975
"TRINITY_DN12473_c0_g1_i2"	-0.372948326381733	0.62863551056402	0.277959667271074	-0.408975173750399	0.926905488966331	-0.757304809604226
"TRINITY_DN12428_c0_g1_i1"	0.0663100373298085	-0.480933653270566	0.244732131198062	0.143321565999585	-0.0679798311451627	0.643635091058523
"TRINITY_DN12499_c0_g1_i1"	0.200564483901737	-0.795464809851167	-0.174126210834817	0.364505358204288	-0.649943025577101	0.885936629560469
"TRINITY_DN12451_c0_g1_i1"	0.12860570760326	-0.619784814721992	-0.29533750987952	0.3564564281084	-0.605890128910411	0.898539555643279
"TRINITY_DN12437_c0_g2_i1"	-0.277210543626288	0.862203130367159	-0.0911154265103035	-0.451618325335014	0.376179724139506	-0.636270552685899
"TRINITY_DN12462_c0_g1_i1"	-0.360527234959791	0.768093226330839	-0.0700931881332301	-0.372280803666198	0.54863280071257	-0.759235575096019
"TRINITY_DN12415_c1_g1_i1"	0.0935018683652439	-0.594455195220757	-0.151589464091022	0.242363937241568	-0.410808824261839	0.896076521715233
"TRINITY_DN12415_c2_g1_i3"	-0.100682457595867	-0.56119000634796	-0.0219305277058138	0.202314576558534	-0.408359695285366	0.836467229941481
"TRINITY_DN12415_c2_g1_i4"	0.401917048175582	-0.134727929413902	-0.604471322291933	0.124369413837556	-0.222585489464735	0.342339838697073
"TRINITY_DN12415_c0_g1_i13"	-0.127685102744422	0.365956416275925	0.0615394768393956	0.120314956776318	0.290803942809309	-0.53834214794195
"TRINITY_DN12416_c0_g1_i1"	0.225742526847228	0.0310261523885523	-0.315048233036469	-0.217602344492962	0.0873540012906777	0.0956626300745264
"TRINITY_DN12405_c0_g2_i3"	-0.498535995247223	0.915673811483838	-0.0296474067722448	-0.397482082342107	0.791849844194093	-0.771249527565686
"TRINITY_DN4725_c0_g1_i1"	-0.121362274804005	-0.065867324375537	-0.404220326032557	0.172874191416044	-0.428353395833262	0.0973028616485233
"TRINITY_DN4725_c0_g1_i4"	0.264267710078045	-0.817727008442964	-0.0648986447775654	0.41102810970596	-0.677824149534923	0.844681245415215
"TRINITY_DN4706_c0_g4_i1"	-0.104133367325505	-0.280153571776792	0.974161648672394	-0.16888487368808	0.207578886293528	-0.0249927491245469
"TRINITY_DN4706_c1_g1_i3"	-0.448341856162383	0.152699198560696	0.873731549638978	-0.395444738250666	0.44130958484994	-0.360341926147608
"TRINITY_DN4706_c0_g1_i1"	-0.436479416032537	0.821841870483581	0.087176172587944	-0.47227259053698	0.542878063206302	-0.711752198869247
"TRINITY_DN4706_c0_g1_i2"	-0.0144311324474972	0.778973191791239	-0.154833481817958	-0.3986620368081	0.440884946287413	-0.653981306670986
"TRINITY_DN4715_c3_g1_i3"	-0.202830904297369	0.218907969461095	0.233283412275475	-0.144716296161332	0.603183001688788	-0.283865390265018
"TRINITY_DN4715_c1_g1_i1"	0.263150179266231	-0.636507268762373	-0.0208909567779608	0.306011538362741	-0.384013012469056	0.821312636188026
"TRINITY_DN4715_c2_g1_i1"	0.133889283252535	-0.609296008360871	-0.163541710685816	0.386368344641726	-0.46657209244683	0.881938516416226
"TRINITY_DN4703_c0_g1_i1"	-0.452052202085809	0.765425933013063	-0.0384903130255801	-0.423411311735334	0.849809897144227	-0.642687240053384
"TRINITY_DN4749_c0_g1_i1"	0.0527380639502495	-0.501872426736462	-0.0663273195364006	0.333670261213119	-0.334662087914947	0.785815477265479
"TRINITY_DN4718_c0_g1_i1"	-0.425520954108141	0.808324840081029	0.0474375807381028	-0.473858274661762	0.611364531409926	-0.615641979193146
"TRINITY_DN4718_c0_g1_i2"	0.309341018474234	-0.504838920513787	-0.145768363582969	0.328104231786521	-0.539289129623372	0.40631487511427
"TRINITY_DN4724_c0_g1_i1"	0.186757623648227	-0.25904743976083	-0.199573386724465	0.135924632779111	-0.274386147613468	0.573728058172199
"TRINITY_DN4758_c0_g1_i2"	0.0240932136978283	-0.544569989373551	-0.0897373708315902	0.323588848118145	-0.367880225710157	0.833745769190794
"TRINITY_DN4743_c0_g1_i14"	-0.146004533445669	0.439968477940021	0.28623826986453	-0.489432144376018	0.879238131281613	-0.636460560173735
"TRINITY_DN4707_c0_g1_i2"	-0.0010238495183101	-0.420677780252538	0.336520202417605	0.0773660367241202	-0.110482180272358	0.541256530466814
"TRINITY_DN4720_c0_g1_i1"	-0.0252706183482674	-0.519280608122742	0.0187539058451899	0.18896945254652	-0.341528570280521	0.752096052650986
"TRINITY_DN4780_c0_g1_i2"	-0.379079952881992	0.425733650853272	0.0869924884009063	-0.0827492006178282	0.248989291137545	-0.246863049899202
"TRINITY_DN4780_c0_g3_i3"	-0.335962394005573	0.892445479919625	-0.0524690186618304	-0.374106975949853	0.524111111007528	-0.739842182367242
"TRINITY_DN4714_c2_g1_i1"	0.236628397340913	-0.705044252739051	-0.240023365221938	0.363085055435325	-0.641440081419594	0.770476925199274
"TRINITY_DN4714_c0_g1_i17"	-0.368598989534014	0.782782994907931	-0.225551685467275	-0.116513735657912	0.57478089532571	-0.606783141481391
"TRINITY_DN4714_c0_g1_i2"	0.0915450845941411	0.355556774457488	0.185625080379635	-0.248998642528729	0.519577366872742	-0.376118299963797
"TRINITY_DN4714_c0_g1_i4"	-0.500089288824458	0.651385261491389	-0.128954559900435	-0.5383115923828	0.359009113799462	-0.486859617779894
"TRINITY_DN4714_c0_g1_i5"	0.34813770649399	-0.884917110614904	-0.0795950051285034	0.367600772446237	-0.664530999753999	0.896727995083786
"TRINITY_DN4714_c0_g1_i6"	0.332789880494908	-0.514281874441348	-0.0946343113372956	0.440065703489315	-0.386255016274903	0.678953102434712
"TRINITY_DN4730_c0_g2_i1"	-0.438428073828465	0.805831632139112	0.102378158756885	-0.479644412098304	0.8951077279513	-0.787514024360295
"TRINITY_DN4735_c0_g1_i1"	0.306069493760282	-0.82686416568536	-0.112099926632892	0.307284946316599	-0.601492428736219	0.890736234746296
"TRINITY_DN4754_c0_g1_i2"	0.0677721373719125	0.0879810706410535	0.261578948587546	0.0345478165419573	0.586535414057035	-0.189960918008931
"TRINITY_DN4739_c0_g1_i1"	0.254904515419411	-0.728862629745511	-0.296933051432626	0.459139082634861	-0.804234353154176	0.801261493095309
"TRINITY_DN4742_c0_g1_i1"	0.250601474296313	-0.707762453934449	-0.211844776130067	0.264181331532906	-0.554542013144905	0.946708645624419
"TRINITY_DN4744_c0_g1_i12"	-0.337323380495888	0.786170390981762	-0.161466626838836	-0.0218564849028728	0.298156906805494	-0.734762440114174
"TRINITY_DN4744_c0_g1_i5"	0.0711980362153434	-0.0745160192078	-0.0270240577773675	-0.14579106639806	-0.409028252962196	0.220820552397056
"TRINITY_DN4757_c0_g1_i1"	0.178483773479565	-0.849889773699093	-0.0862180457667705	0.440621590026751	-0.674690227705105	0.866664986787247
"TRINITY_DN4701_c0_g1_i2"	0.0562788568656603	-0.389367207044169	0.0549219629264406	0.0221087079891248	-0.178891920454446	0.642141648492576
"TRINITY_DN4711_c2_g1_i2"	-0.231851907997588	0.425393173204271	0.171297711476868	-0.135473380669343	0.600287651268979	-0.431428988167222
"TRINITY_DN4711_c8_g1_i1"	-0.0169446316661703	-0.466845350674075	-0.0932539338733616	0.435414083090755	-0.381067616052561	0.617078313205442
"TRINITY_DN4711_c4_g1_i2"	-0.150056170497665	-0.390634938193839	0.163846603146731	0.176025096379534	-0.00898231314755153	0.567138324830732
"TRINITY_DN4704_c4_g1_i1"	0.311948097787587	-0.607766132235221	-0.0653363111283414	0.458349621219514	-0.467042940202654	0.471590052068141
"TRINITY_DN4704_c4_g1_i2"	0.180669610410444	0.0861164150816296	-0.159063153004445	0.417738715210341	-0.0394363408729801	-0.0936367208629859
"TRINITY_DN4704_c4_g1_i3"	0.326251388158119	-0.870620353228203	-0.109915792489699	0.450021115048604	-0.770646916755028	0.780122009014934
"TRINITY_DN4704_c0_g1_i10"	0.38919571104914	-0.857679962893209	-0.124702918709209	0.359619680832345	-0.666334944161157	0.871655052355958
"TRINITY_DN4704_c0_g1_i16"	0.388806026486427	-0.858169983865571	-0.123777763608923	0.353680667415681	-0.654835744994375	0.872694985070317
"TRINITY_DN4704_c0_g1_i4"	0.329087029240034	-0.849063294644505	-0.0798769409264997	0.295784818163695	-0.602717801343807	0.85346726959807
"TRINITY_DN4704_c14_g1_i1"	0.324026782111565	-0.661345086971395	-0.242540164259663	0.348396912403934	-0.543012167446117	0.884638875735365
"TRINITY_DN4704_c1_g1_i2"	0.0916127299924469	-0.580845620424516	-0.244050203048658	0.0671202063841672	-0.551457674791651	0.851634159434597
"TRINITY_DN4704_c2_g2_i1"	-0.0263018746069437	0.306786463540382	0.243061317062101	-0.342342485439779	0.831390743928631	-0.322379739807846
"TRINITY_DN4704_c2_g1_i1"	0.176957801154498	-0.0308668204359498	-0.188962943711241	0.0337022498524557	-0.491320800852472	0.0690479853065905
"TRINITY_DN4704_c2_g1_i4"	-0.0462840183739036	0.179833260878613	-0.255844176245103	0.363486824637984	-0.138441028085359	0.0859919667921616
"TRINITY_DN4704_c2_g1_i5"	0.341097150481463	-0.714761044425637	-0.330532155776896	0.402937388336394	-0.790261738006612	0.907831255275976
"TRINITY_DN4704_c2_g1_i6"	-0.0381883160907225	0.429843360846421	-0.204994533108114	-0.107257800566892	-0.110164464567078	-0.399995790181802
"TRINITY_DN4733_c0_g1_i1"	0.223171327655041	-0.75231030412209	-0.202596139645942	0.467165566866042	-0.68758592587108	0.922864629052989
"TRINITY_DN4790_c0_g1_i1"	-0.220926077068063	0.753160221299258	-0.0076958074628888	-0.227843974937877	0.235795741632523	-0.754728219703236
"TRINITY_DN4708_c0_g1_i1"	0.180337480396436	-0.643124234257328	-0.149156256299096	0.413625421596639	-0.480091042935368	0.889337604474645
"TRINITY_DN4702_c0_g1_i6"	0.263364375058095	-0.607276945663074	0.00846617251429313	0.14696300201324	-0.197841531934363	0.52742337001651
"TRINITY_DN4712_c0_g4_i1"	0.303464154935333	-0.870390294793244	-0.0891369726658672	0.447062543271694	-0.739563479412944	0.783009226217324
"TRINITY_DN4712_c0_g2_i1"	-0.448445127199329	0.420739043512576	0.494574725139581	-0.365728072796315	0.888346425504146	-0.554686354966133
"TRINITY_DN4712_c0_g1_i1"	-0.0893474570436414	0.439476527655196	0.28372903025693	-0.346277359077801	0.783552987162505	-0.472873959111626
"TRINITY_DN4712_c0_g1_i2"	-0.0199372500033556	0.125099432055031	0.357503703779643	-0.130602959336855	0.578403807658219	-0.149066833454596
"TRINITY_DN4712_c0_g3_i3"	0.157297477173318	0.532570832884029	-0.430257022660213	0.00521013242468631	0.180871007082662	-0.33568991010223
"TRINITY_DN4712_c4_g1_i1"	-0.130531399588548	0.479725911452701	0.290645434620773	-0.565768602344838	0.877618798773693	-0.559173851877509
"TRINITY_DN4741_c2_g2_i1"	0.442439023159956	-0.556403918112655	-0.382775697215123	0.388693709442721	-0.43004717344798	0.767161561464629
"TRINITY_DN4792_c0_g1_i1"	0.28874989314288	-0.712292812755571	-0.249626269806496	0.450634624662423	-0.75191027894452	0.87976759360546
"TRINITY_DN4792_c0_g2_i1"	0.270820275849637	-0.767892792297277	-0.20732831045302	0.515463757882714	-0.740357649961592	0.899300939895508
"TRINITY_DN4740_c0_g2_i8"	0.526888782669627	-0.756358305125875	-0.261410630727584	0.242674636791458	-0.643016892514208	0.708012479969855
"TRINITY_DN4783_c0_g1_i13"	-0.526752581201448	0.372397845400114	-0.223585342797045	0.0244515973350029	0.406843543836448	-0.186581079596781
"TRINITY_DN4783_c0_g1_i22"	0.326723121013844	-0.615709029341887	0.144078371129737	0.371499651702515	-0.310084130502347	0.523929518704062
"TRINITY_DN4783_c0_g1_i24"	-0.0618288827023556	0.649213700029878	-0.391805708639646	-0.00941714927086321	0.244489846953429	-0.554046288495926
"TRINITY_DN4774_c0_g1_i1"	0.217088697061971	-0.842655171715609	-0.169795306072409	0.436918206301634	-0.689871729086709	0.873229617507944
"TRINITY_DN4767_c0_g1_i1"	0.338151363594724	-0.480948964764062	0.0775771126725099	0.503284051459879	-0.489934291136985	0.336630979422286
"TRINITY_DN28940_c0_g1_i1"	0.161465000204308	-0.738246021085663	-0.158488903554893	0.24332439190901	-0.698850475398463	0.891265055650693
"TRINITY_DN28946_c0_g1_i1"	-0.212481055886785	-0.0939004773731312	0.974907585131774	-0.224858776929191	0.273400533630416	-0.215913709640167
"TRINITY_DN19767_c0_g1_i1"	-0.312707834540526	0.936441697273981	-0.14208953647614	-0.344637511355813	0.531463031503153	-0.762937587709009
"TRINITY_DN19730_c2_g1_i1"	-0.130177430613281	0.141309056667356	0.266241994352544	-0.398099531162337	0.689964365219228	-0.277706544756261
"TRINITY_DN19730_c3_g1_i1"	0.387336322774491	-0.735159598396384	-0.269715602103364	0.476225719659449	-0.80577729047621	0.837873115523085
"TRINITY_DN19757_c1_g1_i1"	0.287379379763158	-0.505488054364986	-0.220085868489036	0.396690776392647	-0.539187818443115	0.71724842372504
"TRINITY_DN19786_c0_g2_i1"	-0.226356887700866	0.375650250880891	0.0450278655802369	-0.474625556415136	0.714685037136742	-0.384547615659914
"TRINITY_DN19747_c0_g1_i4"	0.226875817720167	0.061227851775804	0.115877338128106	-0.136995291953945	0.418741527087937	0.0269292915598395
"TRINITY_DN19747_c0_g1_i7"	-0.201502229545466	0.314252423760991	0.114566398433366	-0.1187950752483	0.491730410212566	-0.29000398848623
"TRINITY_DN0_c4_g1_i4"	-0.271422527453165	0.461723994852129	-0.181632152088731	-0.0433399859121983	0.500135980009013	-0.224445812627247
"TRINITY_DN0_c0_g1_i12"	0.150849853899041	0.0317762581934414	0.0304854435158987	0.103485264384303	-0.12369000109834	-0.262618106482086
"TRINITY_DN0_c0_g1_i28"	0.1266686685094	0.0645399638978651	-0.0779738595597771	0.175501602852893	0.0829654315605569	-0.0486900561797324
"TRINITY_DN0_c0_g1_i34"	0.318841132578801	-0.342471398334393	-0.137226148143612	0.334424678276127	-0.674785008277551	0.246236153193217
"TRINITY_DN0_c0_g1_i39"	0.328638615287136	-0.745314533369302	-0.094549671633638	0.295888855310902	-0.496164876285069	0.768314338912959
"TRINITY_DN0_c0_g1_i4"	-0.0584911175166627	0.166372615293499	0.373539186140812	-0.110884899924663	0.760673968048485	-0.271486961547172
"TRINITY_DN0_c2_g1_i1"	-0.275656287822384	0.367042757172761	0.479573235008436	-0.361310798459716	0.922506023314974	-0.592899304523945
"TRINITY_DN0_c2_g1_i14"	-0.119963913551727	0.0743794277067168	0.276964814083648	-0.311037361007395	0.751746132435886	-0.225288036423756
"TRINITY_DN0_c2_g1_i16"	0.0245517155419594	0.220307493939838	-0.265851202353285	0.00328038056598054	-0.175510570434858	-0.260120768574639
"TRINITY_DN0_c2_g1_i18"	0.181739742043574	0.218424206584382	-0.190536916244839	0.182494334573528	0.0358408912769744	-0.133287092439064
"TRINITY_DN0_c2_g1_i2"	-0.370230160553234	0.545182668218237	0.200656962701901	-0.200774915342534	0.67487072492788	-0.626203735947173
"TRINITY_DN0_c2_g1_i24"	-0.0385841596421411	0.372856253687978	0.0655854038902433	-0.506196903595872	0.554877340607255	-0.244477041362327
"TRINITY_DN0_c2_g1_i28"	0.245358410785126	0.423119074419152	-0.0699999317881128	-0.110966332487241	0.1392936096543	-0.640691279380727
"TRINITY_DN0_c2_g1_i29"	-0.0712311870952521	0.290117733623988	0.00559918041696778	-0.290936476178087	0.347105162869131	-0.198414632346396
"TRINITY_DN0_c2_g1_i31"	-0.270400701584248	0.191316473041083	0.376079971779638	-0.145320432793124	0.612163614704854	-0.189188157461744
"TRINITY_DN0_c2_g1_i33"	0.225357684393634	0.0667789667600659	-0.245821705720757	0.0553228616691138	-0.107591929197745	-0.18994399223952
"TRINITY_DN0_c2_g1_i35"	0.292614177905745	-0.306347469438111	-0.0356428274269734	0.0553733793306142	-0.310680803899414	0.229814636119267
"TRINITY_DN0_c2_g1_i37"	-0.234645650134666	0.297695392928745	0.36091433843096	-0.303694434289101	0.779779325442164	-0.509892952038514
"TRINITY_DN0_c2_g1_i39"	-0.341073716973634	0.70808838705826	0.134284536553901	-0.380791001495318	0.867703274954286	-0.721204470760688
"TRINITY_DN0_c2_g1_i4"	-0.344785041883961	0.558952332958621	0.323228860911759	-0.335676513271494	0.882384334024197	-0.565835549536482
"TRINITY_DN0_c2_g1_i40"	0.255923062945468	-0.0682123010733173	-0.250343159669574	-0.107780886720905	-0.0415540553591818	0.0249749964836175
"TRINITY_DN0_c2_g1_i43"	-0.212677815456359	-0.217185107052408	-0.152767929794711	-0.0292522803917859	-0.214280856700191	0.229926435154425
"TRINITY_DN0_c2_g1_i6"	0.31441994681881	-0.683178488124312	-0.356344600662117	0.353432147044968	-0.600800816857516	0.749398802214013
"TRINITY_DN0_c2_g1_i7"	-0.412488045386962	0.348865067275177	0.0123047054934896	-0.0740280195341664	0.418233859389753	-0.306168542586429
"TRINITY_DN0_c2_g1_i9"	-0.0825522478929311	0.267479945669042	0.222002919634998	-0.54098010354274	0.652895888218011	-0.204278543942321
"TRINITY_DN0_c235_g1_i1"	0.235769336324549	-0.805171787208434	-0.198092174783781	0.427562100558195	-0.772304143391134	0.936607831746146
"TRINITY_DN0_c5_g3_i2"	-0.250450428776164	0.71190905593739	0.0151398551149541	-0.478829979671477	0.597597834155706	-0.823212113429375
"TRINITY_DN0_c162_g1_i1"	-0.523343884017107	0.405532153251255	0.344757931570436	-0.226078300928105	0.732535458091079	-0.484484450149603
