"073"	"221"	"427"
"TRINITY_DN0_c150_g1_i1"	5.9478	5.78756	0.15576
"TRINITY_DN91_c8_g1_i5"	5.38152	6.32728	4.02226
"TRINITY_DN2944_c0_g1_i1"	228.399	374.651	31.5929
"TRINITY_DN1150_c0_g1_i2"	28.7145	35.8443	17.7268
"TRINITY_DN5168_c0_g1_i1"	0.244564	0.438919	9.60766e-09
"TRINITY_DN4246_c1_g1_i1"	234.527	413.58	18.7876
"TRINITY_DN8280_c0_g1_i3"	0.155001	0.216601	0
"TRINITY_DN2704_c0_g1_i11"	6.91126	12.2996	0
"TRINITY_DN273_c0_g1_i13"	0.0644945	0.082731	0
"TRINITY_DN16583_c0_g1_i1"	35.4269	42.3538	3.59816
"TRINITY_DN6533_c0_g1_i2"	0.184132	0.192541	0.155557
"TRINITY_DN12303_c2_g1_i1"	61.8485	89.0158	17.7073
"TRINITY_DN11580_c0_g2_i1"	7.42727	12.707	0
"TRINITY_DN32710_c0_g1_i1"	252.59	399.379	31.5483
"TRINITY_DN19202_c0_g1_i1"	44.0741	65.264	0
"TRINITY_DN3552_c0_g1_i5"	3.84052	4.05549	3.48173
"TRINITY_DN13370_c0_g1_i3"	48.8362	54.2575	1.08973
"TRINITY_DN2148_c0_g1_i2"	0.369096	0.515527	0
"TRINITY_DN10906_c0_g1_i1"	3.28667	4.67338	0
"TRINITY_DN930_c0_g1_i1"	0.194187	0.227434	0
"TRINITY_DN3359_c0_g1_i9"	0.000314131	0.000524373	0
"TRINITY_DN14448_c1_g1_i1"	1.37757	1.3853	0
"TRINITY_DN736_c0_g3_i1"	6.82351	7.14946	4.02964
"TRINITY_DN21839_c2_g1_i3"	1.91917	2.48149	0.18761
"TRINITY_DN22302_c0_g1_i1"	9.82357	16.0809	0
