"kMEcyan"	"kMEgreen"	"kMEmagenta"	"kMEpink"	"kMEsalmon"	"kMEtan"	"kMEturquoise"
"TRINITY_DN5617_c0_g1_i1"	0.541105932769574	-0.372966093108736	-0.00228649713236009	0.308739972866487	-0.181256149515997	-0.122379837499519	0.807938387850362
"TRINITY_DN5677_c0_g1_i2"	0.347156827176359	0.712782071707005	-0.282361127399498	-0.416911518215078	0.279971119459119	-0.46303328039457	-0.30615224724241
"TRINITY_DN5677_c0_g1_i3"	-0.115247280363717	-0.602567551037863	0.375503589452572	0.0459486136846434	0.410682955961889	0.606048516577256	0.54414367475296
"TRINITY_DN5677_c0_g1_i4"	0.39100495187539	0.678250439807223	-0.376096217438813	-0.288072846068642	0.521557499573752	-0.419389929227972	-0.303374767467467
"TRINITY_DN5696_c0_g1_i2"	0.19722530124675	-0.622342021549138	0.345316082925597	0.224588613806788	-0.0677465157684531	0.0466684647449598	0.799248046278892
"TRINITY_DN5624_c0_g1_i1"	0.379037230724521	-0.356770932316285	0.147304163635445	0.107376337282809	-0.097197829134279	-0.301630019246469	0.74755644424615
"TRINITY_DN5660_c1_g2_i1"	0.147104292589083	-0.511640135646042	0.538048727036204	0.196048205848121	-0.310362801681613	0.57861989854702	0.534056422606201
"TRINITY_DN5660_c1_g1_i2"	0.494085342797276	-0.588241749508308	0.28339320412647	0.419502279620047	-0.442936687629818	0.0840040767990284	0.850017219493281
"TRINITY_DN5660_c2_g1_i1"	0.724132295788066	-0.384960769622902	0.0808368673619815	0.393012412702299	-0.381342890948833	-0.0964142622422148	0.734624411981375
"TRINITY_DN5660_c2_g1_i2"	0.347881926133043	-0.301809295427776	0.210103231378781	0.0770646943340067	0.204541211200251	0.2986648689988	0.555194502267775
"TRINITY_DN5671_c0_g1_i1"	0.340811884126393	0.720665783687606	-0.519839578893899	-0.354402572274573	0.215239340395029	-0.515458312468015	-0.29694597157111
"TRINITY_DN5671_c0_g1_i12"	0.342115547626544	0.667496445240237	-0.192327170589473	-0.489925493384219	0.302707480947377	-0.246739878045184	-0.282674364072364
"TRINITY_DN5671_c0_g1_i14"	-0.102790873160476	0.911112156372456	-0.456339201319497	-0.490194428741126	0.129993285613576	-0.553153074102812	-0.825600605971305
"TRINITY_DN5671_c0_g1_i8"	0.0793324342306081	0.873759198455145	-0.424166824973525	-0.29087175384261	0.138470391143953	-0.62389495971081	-0.63093493305933
"TRINITY_DN5683_c0_g1_i1"	0.179517998089761	-0.663824024318598	0.318666461171257	0.137310920725092	-0.348403023608552	0.160882134571047	0.930876682578015
"TRINITY_DN5658_c1_g1_i2"	0.129421823995323	-0.0815232267564918	0.0475940670760666	0.128902155780439	0.846485345162248	0.0303426618781655	0.116270538680034
"TRINITY_DN5642_c0_g1_i1"	-0.079675959171053	0.772483269608548	-0.639848835321634	-0.546421472446938	0.118169182807474	-0.343902010124053	-0.746256968413423
"TRINITY_DN5642_c0_g1_i2"	0.277602048452433	0.828991572309031	-0.381145059552079	-0.41568817062176	-0.0579947690221297	-0.463721968454347	-0.549147838776955
"TRINITY_DN5642_c0_g1_i3"	-0.116639258833493	0.761605528942347	-0.379609081298775	-0.407749605077259	-0.0403816357817435	-0.39416707899284	-0.80555301909839
"TRINITY_DN5638_c1_g2_i1"	0.122629615057918	-0.359845784035931	0.277572898135686	-0.0998286428928744	-0.286425444374722	0.223559417101852	0.481269809453204
"TRINITY_DN5662_c0_g1_i4"	-0.21785749126389	0.165791144401337	-0.102534831013406	-0.053081325375215	0.00549707503933174	-0.444429334877479	-0.269089169411993
"TRINITY_DN5681_c0_g1_i1"	0.300511936045744	0.282512557183107	0.20255083957277	-0.101853709916762	0.210809485542918	-0.197764256612693	-0.0659151987792422
"TRINITY_DN5622_c0_g1_i1"	0.133945535391084	-0.745126648693108	0.50607914680957	0.347055658871051	-0.287085946904744	0.179376081355234	0.929827532360958
"TRINITY_DN5616_c0_g1_i5"	0.350825286696066	0.759297564423595	-0.38079543915553	-0.538328030787598	0.131186948782346	-0.604248616610016	-0.261573345209418
"TRINITY_DN5616_c0_g1_i7"	0.350825286696066	0.759297564423595	-0.38079543915553	-0.538328030787598	0.131186948782346	-0.604248616610016	-0.261573345209418
"TRINITY_DN5699_c0_g1_i3"	0.153259099865644	0.3487133624725	-0.222792424266999	-0.144268253893524	-0.19453794355961	0.0519006376921119	-0.206311273934102
"TRINITY_DN5635_c0_g1_i1"	0.300644097654633	-0.750633070174605	0.352277344079285	0.348233605232587	-0.22236851428576	0.273409678943995	0.984729163450944
"TRINITY_DN5611_c0_g2_i2"	0.558828299790999	-0.584075409367695	0.352306780791643	0.395194599349806	-0.237589361758124	0.095320177166915	0.867030626885515
"TRINITY_DN37977_c0_g1_i1"	0.316511326928047	0.759699715735751	-0.481287005946431	-0.138808237595221	0.208142308871997	-0.841803633469184	-0.402210243895341
"TRINITY_DN37897_c0_g1_i1"	0.483789681632894	0.427736732476065	-0.197804129441138	-0.124743528719351	0.338210760136801	-0.490150909091762	-0.0564273959132574
"TRINITY_DN37941_c0_g1_i1"	0.316455491632872	-0.493874778568756	-0.00879127566387136	0.943510627868676	-0.257320608660983	0.0394279924732316	0.361364814090843
"TRINITY_DN28830_c0_g1_i1"	0.241451848802497	-0.756641244783162	0.319006853558656	0.304644519125463	-0.0541224264386164	0.334963013361795	0.972089583466136
"TRINITY_DN28802_c0_g1_i1"	0.0678652483122885	-0.839007226473943	0.558210218276783	0.310484629584153	-0.0252200141125702	0.484049106720004	0.921877369272341
"TRINITY_DN28816_c0_g1_i1"	0.377480056072802	-0.387066212837956	-0.00957509254702912	0.338603197436857	0.0108347384292838	-0.395433296845849	0.717791283153117
"TRINITY_DN12423_c0_g2_i1"	0.503874267479181	0.191418696307901	-0.460888167625333	-0.0659600496226513	-0.0459477713853011	-0.71249136183445	0.276640389460632
"TRINITY_DN12473_c0_g1_i2"	-0.036685990167119	0.91844258896352	-0.402580143668393	-0.432033171323942	0.21889836685893	-0.516022898533974	-0.811595751820988
"TRINITY_DN12428_c0_g1_i1"	0.322283111063553	-0.275075126563345	0.0757651729478101	0.14976770154396	0.20080307391996	-0.391518883640462	0.649845452037452
"TRINITY_DN12499_c0_g1_i1"	0.210486947780167	-0.792510793807302	0.370083158037023	0.255825828209212	-0.197949352333015	0.387423079824021	0.931169853286644
"TRINITY_DN12451_c0_g1_i1"	0.226405771101282	-0.583751911877407	0.353063664019862	0.103778514283681	-0.282863739716169	0.119903433217826	0.894076650300338
"TRINITY_DN12437_c0_g2_i1"	-0.254656857683013	0.747996741046833	-0.556154421502818	-0.438004795991042	0.159350171512048	-0.529999128462721	-0.733032465375017
"TRINITY_DN12462_c0_g1_i1"	-0.373828295080093	0.689355468932071	-0.355005563213375	-0.514265889685593	-0.153047170091608	-0.131656441090923	-0.776067129767944
"TRINITY_DN12415_c1_g1_i1"	0.339528956216482	-0.409366357287475	0.14446519714533	0.121879321760502	-0.0870335199628788	-0.22649749726413	0.825692468292059
"TRINITY_DN12415_c2_g1_i3"	0.303565072051635	-0.345065198561895	0.192802415279625	-0.109896437418387	0.123740735469205	-0.143662750598815	0.747240422264426
"TRINITY_DN12415_c2_g1_i4"	0.187557270577515	-0.282114805651052	-0.0907591640075023	0.557094839566123	-0.615298930914858	-0.274251335518066	0.324012538564653
"TRINITY_DN12415_c0_g1_i13"	-0.0862553492570432	0.329980614382312	0.139072699135356	-0.175262728050734	0.0314623429867534	0.223538707416911	-0.541624866655995
"TRINITY_DN12416_c0_g1_i1"	0.639148021310277	0.26567161687283	-0.567925134473349	0.123685238983626	-0.538453809039488	-0.367901156253222	0.0321731544630404
"TRINITY_DN12405_c0_g3_i1"	0.368018636931099	0.862703108414921	-0.390816526737409	-0.406765599630076	0.0400460818387091	-0.462822551310585	-0.524185617626102
"TRINITY_DN12405_c0_g2_i3"	-0.0900853173597837	0.946320383265207	-0.470996327648804	-0.603106495679357	0.11595445630618	-0.6453511914093	-0.801733179099134
"TRINITY_DN4725_c0_g1_i1"	-0.420187840433087	-0.313870436314318	0.293152647784986	-0.246210730752007	-0.308412899924112	0.452632488629662	0.113991761250782
"TRINITY_DN4725_c0_g1_i4"	0.15463686358584	-0.799893881629392	0.496820841787788	0.315263757154267	-0.0175535090990411	0.593770014340141	0.864457814119011
"TRINITY_DN4706_c0_g4_i1"	0.0632311663330353	-0.00356889625809587	-0.0410572469605624	-0.0194254319918515	0.952726368355757	0.00127916114666732	0.00136412710901143
"TRINITY_DN4706_c1_g1_i3"	-0.0751659451672344	0.468690850250902	-0.372441747319822	-0.400956096865811	0.867883038910668	-0.3061482844503	-0.435579961452271
"TRINITY_DN4706_c0_g1_i1"	-0.0368402143882281	0.871195147189631	-0.452436190952422	-0.493292901743612	0.137389358893722	-0.316156037961571	-0.902333129127328
"TRINITY_DN4706_c0_g1_i2"	0.117531423014287	0.699492791379317	-0.437900208756579	-0.00779446059266958	-0.076282818967835	-0.69783914984395	-0.66651392361838
"TRINITY_DN4715_c3_g1_i3"	0.267036851447544	0.459340313801272	-0.0621726629476117	-0.104836779750213	0.0991496164895162	-0.410613148880461	-0.122284715531701
"TRINITY_DN4715_c1_g1_i1"	0.374447399062763	-0.523570553693197	0.213028342023065	0.280087508573389	-0.147614326169837	-0.168893176392862	0.84664032444512
"TRINITY_DN4715_c2_g1_i1"	0.114937817122216	-0.6448844237983	0.329862593027914	0.0678654277023517	-0.152223116049487	0.101956732736276	0.925276868038687
"TRINITY_DN4703_c0_g1_i1"	-0.0269438759811316	0.930207650899745	-0.519138117566456	-0.556145772455595	0.0279933128804068	-0.642038296737703	-0.709196030279241
"TRINITY_DN4749_c0_g1_i1"	0.175426813903724	-0.38839974310606	0.280336373204698	0.0242287768597557	-0.100256313213265	-0.190938436127304	0.724432888948689
"TRINITY_DN4718_c0_g1_i1"	0.0552055686965591	0.811271477131999	-0.553438648239289	-0.440655451113345	0.23933374459609	-0.705592579693584	-0.667003093469822
"TRINITY_DN4718_c0_g1_i2"	0.141488239983929	-0.638103297530004	0.640528586377723	0.320141879042137	-0.350239533917517	0.666228248189195	0.591808925806004
"TRINITY_DN4766_c0_g1_i1"	-0.048534181301303	-0.791681685685267	0.570699825483765	0.291742836419794	-0.0140802794434426	0.715628130577272	0.705064016552782
"TRINITY_DN4781_c0_g1_i1"	0.297108995283666	-0.563620915998487	0.127307542990575	0.966775791926795	-0.19786216675621	0.139161700472244	0.392214269923593
"TRINITY_DN4743_c0_g1_i14"	0.376104050482512	0.819708876314957	-0.540148191009067	-0.0711270171590139	0.258276461262117	-0.570114534723202	-0.631339228628101
"TRINITY_DN4707_c0_g1_i2"	0.309480990758144	-0.126735890533835	-0.0242327271272507	0.00626595598043993	0.376031284022565	-0.329269951711546	0.427537897650952
"TRINITY_DN4780_c0_g1_i2"	-0.212697858063916	0.300960771737503	-0.0646576004986172	-0.459183716794643	0.212470797088836	-0.403251605224352	-0.150638991311283
"TRINITY_DN4780_c0_g3_i3"	-0.0461630764776241	0.926822839352796	-0.391046294381084	-0.424881846407406	0.125657089318178	-0.453198721729999	-0.918894672959387
"TRINITY_DN4714_c2_g1_i1"	0.265950727996997	-0.637238528884552	0.433709940738758	0.237106811177909	-0.218332935039798	0.64432449477802	0.738416644082152
"TRINITY_DN4714_c0_g1_i17"	-0.260655902179117	0.764735579687431	-0.1876859916849	-0.500490004424595	-0.0969225239298653	-0.436370734172361	-0.695151767595305
"TRINITY_DN4714_c0_g1_i2"	0.570993547997546	0.357480255313306	-0.167019324150832	0.147799911765647	0.0950759402683184	-0.280255484940994	-0.0979847123987795
"TRINITY_DN4714_c0_g1_i4"	-0.0117123912718356	0.763226077253611	-0.616573989278531	-0.665465611280026	-0.0782086795117664	-0.399507173052502	-0.578494521983777
"TRINITY_DN4714_c0_g1_i5"	0.224796556421882	-0.832360797194303	0.415341258805332	0.471712981645914	-0.132237486772426	0.434733715655242	0.939846229032849
"TRINITY_DN4714_c0_g1_i6"	0.0340822305770675	-0.492350128304322	0.506197270067311	0.362236112208382	-0.285212869939117	-0.0101920742831917	0.661969890625276
"TRINITY_DN4730_c0_g1_i7"	0.353596527450393	0.879216803037744	-0.339694403975352	-0.355582384662195	0.131174551873293	-0.424473062456683	-0.587706512975192
"TRINITY_DN4730_c0_g2_i1"	-0.0993333878954122	0.942740014450002	-0.511789127069158	-0.554214377487649	0.0702951992655124	-0.649549301421716	-0.766497724093871
"TRINITY_DN4735_c0_g1_i1"	0.314594481031215	-0.761734181080341	0.319140115594317	0.397119044991874	-0.0962407448185261	0.347035214894536	0.940061806177371
"TRINITY_DN4754_c0_g1_i2"	0.0296800593135405	0.335490553947829	0.0128804230124094	0.0734126579362462	0.0959203123077748	-0.611058839318838	-0.150133390434629
"TRINITY_DN4739_c0_g1_i1"	-0.0192009370337983	-0.830995093865346	0.514356095779045	0.212431055739004	-0.157523873602731	0.808033232053045	0.740623862965387
"TRINITY_DN4742_c0_g1_i1"	0.418441319899436	-0.555676264923671	0.175281111431076	0.330567757699972	-0.0962395181555084	-0.0989022617897702	0.891012842505015
"TRINITY_DN4744_c0_g1_i12"	-0.585746760705219	0.62188673353873	-0.0723938648052509	-0.514955385552203	0.043908832356562	-0.118991185996765	-0.827569590381556
"TRINITY_DN4744_c0_g1_i5"	0.288555387142004	0.073716848227836	-0.286918888053595	0.216289755678412	0.337205368930834	-0.415413396355158	-0.0323205556073687
"TRINITY_DN4757_c0_g1_i1"	-0.0167456275958756	-0.822214082445189	0.552681417238034	0.210893023753752	-0.0786592401026029	0.617037869271027	0.869826942228614
"TRINITY_DN4701_c0_g1_i2"	0.245966581342915	-0.196951594506981	-0.127265200666997	0.167437984158564	0.0705727134298133	-0.473163305404208	0.506454676040943
"TRINITY_DN4711_c2_g1_i2"	0.175341500881193	0.675968905173566	-0.161724792069063	-0.426809332771164	0.0961797662374951	-0.558943670251555	-0.523178111448146
"TRINITY_DN4711_c8_g1_i1"	0.387105949289239	-0.361320062778109	0.46145363583696	-0.0574031859156609	-0.124915487705103	0.427409946528627	0.62495227662806
"TRINITY_DN4711_c4_g1_i2"	0.388628475065667	-0.147221493779687	0.0556400737720053	-0.211307586144876	0.0313669752849262	-0.243481652025536	0.571378355440542
"TRINITY_DN4704_c4_g1_i1"	0.218857696739345	-0.519754058584089	0.525839842403566	0.282832994218934	-0.15469466043052	0.67249644627612	0.526713686368127
"TRINITY_DN4704_c4_g1_i2"	-0.153263228304534	-0.330788636567507	0.530124930364107	0.0264475710118438	-0.446896247555632	0.483104520834798	0.120631770006848
"TRINITY_DN4704_c4_g1_i3"	0.0157173135174078	-0.884582544275515	0.514428132007832	0.360396223655995	-0.170253449940238	0.790745217718213	0.773459250010706
"TRINITY_DN4704_c0_g1_i10"	0.168442511533866	-0.855836463750483	0.376499292852591	0.471390539370068	-0.0658364598864497	0.445934736515996	0.935935772816166
"TRINITY_DN4704_c0_g1_i16"	0.179053555054234	-0.842557613073166	0.366497314214236	0.468706415243683	-0.0565663297596968	0.43134861698823	0.936855542050991
"TRINITY_DN4704_c0_g1_i4"	0.233541006638358	-0.838620086730147	0.327864993241175	0.467091857908309	-0.0415893073107314	0.443671032908835	0.929045275795259
"TRINITY_DN4704_c14_g1_i1"	0.482926048361458	-0.628677561829688	0.289230661010267	0.380752133791559	-0.282915050006388	0.210285127308406	0.901951322581027
"TRINITY_DN4704_c1_g1_i2"	0.493205161420287	-0.469840560580571	-0.0577986313304154	0.136228422581923	-0.15132067327213	0.0101977840275379	0.781543858021902
"TRINITY_DN4704_c2_g2_i1"	0.685678425532686	0.671985238761636	-0.454184386787431	-0.000741413183722443	0.0671623852482491	-0.642287307015569	-0.260185069946231
"TRINITY_DN4704_c2_g1_i1"	0.22868172764055	-0.115390244084844	-0.171417020789038	0.168946679109268	0.116739575521808	0.301784844400982	-0.130594974807363
"TRINITY_DN4704_c2_g1_i4"	0.0706340296710014	-0.0732821671179093	0.434547640816643	-0.243116240712901	-0.165857551599987	0.389966998075887	0.225926989823072
"TRINITY_DN4704_c2_g1_i5"	0.10806986230611	-0.852813186537211	0.343153133338555	0.35920006541334	-0.337449186236382	0.34560902163975	0.905393001504742
"TRINITY_DN4704_c2_g1_i6"	0.0428410661030209	0.195963557890328	-0.0406858040870879	-0.000778816500559873	-0.150919168417251	0.429126431100941	-0.354018675913326
"TRINITY_DN4733_c0_g1_i1"	0.0211208607954371	-0.829059017775324	0.511212805076564	0.261603589621045	-0.133076252873353	0.483583620213956	0.923856843622247
"TRINITY_DN4736_c1_g1_i2"	0.14755386132397	-0.441339179826885	-0.149580785787984	0.485784216599032	-0.0149119577491219	0.445928816995791	0.153459438083806
"TRINITY_DN4708_c0_g1_i1"	0.135499496426451	-0.676570710177797	0.369687786170779	0.115051913429783	-0.109688631140265	0.0967755078411058	0.937021087342755
"TRINITY_DN4702_c0_g1_i6"	0.661236524846376	-0.343170950179082	0.0878109337878513	0.337434250973831	-0.13487598784553	0.360721106391975	0.576968457352955
"TRINITY_DN4712_c0_g4_i1"	-0.0323425608905383	-0.902740722740012	0.584227356225431	0.391182597876396	-0.114037393464015	0.641974453927761	0.82837718541626
"TRINITY_DN4712_c0_g2_i1"	-0.0585848425621946	0.800314897366583	-0.303691083920322	-0.57326566791043	0.398215531113893	-0.426949895408296	-0.532079699381782
"TRINITY_DN4712_c0_g1_i1"	0.201312228044913	0.871289275043511	-0.706492165656953	-0.218986890259639	0.160385818633509	-0.738112711999985	-0.668158741335929
"TRINITY_DN4712_c0_g1_i2"	0.262001522160579	0.503034964483037	-0.523018073304504	-0.0676976162278776	0.370902170479475	-0.593992024115371	-0.134255322694603
"TRINITY_DN4712_c0_g3_i1"	0.514298253375076	0.525300662926298	-0.259397297023157	-0.27138712331244	0.157128970861848	-0.29375028823633	-0.160965485601005
"TRINITY_DN4712_c0_g3_i3"	-0.26715379957734	0.418944620325922	-0.0453128862011773	0.101563245684232	-0.227599020040576	-0.195873713484112	-0.517192309323139
"TRINITY_DN4712_c4_g1_i1"	0.261666465871547	0.831256868199787	-0.688624105224267	-0.201319299277232	0.241808445242969	-0.736738537451042	-0.58940244261461
"TRINITY_DN4741_c2_g2_i1"	0.309360648141341	-0.66454807862702	0.259439437712403	0.522001375622778	-0.453569918292678	0.221680858091432	0.811659491638565
"TRINITY_DN4792_c0_g1_i1"	0.0830072588502965	-0.829775623930275	0.408506933919309	0.241268874068377	-0.0913704313663075	0.566381675318079	0.894196415405304
"TRINITY_DN4792_c0_g2_i1"	0.0145857275065061	-0.845122956399328	0.487982289372226	0.187020650288127	-0.0927316624241435	0.644836841501049	0.871352187140956
"TRINITY_DN4740_c0_g2_i8"	0.345110447888136	-0.61294319020646	0.129014119210448	0.606441734660035	-0.269568787249638	0.480967265255982	0.571845331616355
"TRINITY_DN4740_c0_g1_i1"	0.0613065373193474	-0.59018151756372	0.57419992379032	0.0474691347658984	0.0734461880279051	0.82285022086581	0.555557601441593
"TRINITY_DN4783_c0_g1_i13"	0.128807514659237	0.478444751464783	0.118447705051587	-0.521026598678004	-0.201598733041855	-0.139162340053166	-0.13074385192222
"TRINITY_DN4783_c0_g1_i24"	-0.382640533347954	0.533150518183644	0.0404928861281845	-0.228819262668413	-0.21171640152459	-0.246915684794298	-0.605334534249881
"TRINITY_DN4774_c0_g1_i1"	0.104460092137771	-0.844113569418324	0.491977966780741	0.244298225719158	-0.168435764420056	0.62899026288577	0.884758155831532
"TRINITY_DN4767_c0_g1_i1"	-0.34110401043752	-0.724048219206382	0.522547406304411	0.250831710535196	0.0225577844087888	0.843995658884373	0.359875437055076
"TRINITY_DN28940_c0_g1_i1"	0.100495823343706	-0.723665559819785	0.248872259018352	0.189096741931453	-0.212779161632881	0.191101477787811	0.892762115582581
"TRINITY_DN28946_c0_g1_i1"	-0.0122865021307049	0.216108244847927	-0.0807390267031832	-0.203352435990567	0.981582002683958	-0.055961180750136	-0.215635480471325
"TRINITY_DN19767_c0_g1_i1"	-0.0482091920478969	0.927666997655749	-0.393938043897745	-0.425092837922153	0.131969813266543	-0.463181531445068	-0.906008061401463
"TRINITY_DN19730_c2_g1_i1"	0.487465091698744	0.563715963183532	-0.454910902237704	-0.0545393548013653	0.14524611724205	-0.560139506273835	-0.251850956289134
"TRINITY_DN19730_c3_g1_i1"	0.175271716317833	-0.883645305560433	0.45673346931481	0.421772814085501	-0.162871010755754	0.462663463686135	0.850112270509488
"TRINITY_DN19757_c1_g1_i1"	0.536804872592454	-0.459459526539027	0.364126677877195	0.323046942902997	-0.138177459666291	0.206775720164672	0.71170691761562
"TRINITY_DN19786_c0_g2_i1"	0.348447763394979	0.661620281292197	-0.514950253838784	-0.16281567115279	-0.094828142223981	-0.598424050980938	-0.429288564323082
"TRINITY_DN19747_c0_g1_i4"	0.485444964886148	0.490491844633565	-0.365336947380145	0.178791050540297	0.0335703598949497	-0.815737631874473	-0.185668396268715
"TRINITY_DN19747_c0_g1_i7"	0.312948444260463	0.625079627409633	-0.239662653442203	-0.361273215514483	-0.0923063507574702	-0.400869780765432	-0.416129940288591
"TRINITY_DN0_c4_g1_i4"	0.34682150062414	0.651929821446279	-0.188478935462412	-0.42800790548949	-0.0299810902789827	-0.410111155863553	-0.253733089748503
"TRINITY_DN0_c0_g1_i12"	0.107268196609095	-0.105829107659565	0.234619216704212	0.109203814266362	0.016742382207741	0.73252717598597	-0.0780176910819094
