"TRINITY_DN18717_c0_g1_i1"	0	0	0	0.244317	0	0	0	0	0	0	0	0	0	0	0.527616	0.120864	0	0	0	0	0	0	0	0
"TRINITY_DN11983_c0_g1_i2"	0	0	0	0	0.157434	0.04204	0	0	0	0	0	0	0.0481615	0	0	0	0	0	0	0.23472	0	0	0	0
"TRINITY_DN31232_c0_g1_i1"	0.233938	0.517121	0	0.230928	0	0.845452	0	0	0	0	0	0	0	1.22064	0	0	0	0	0	0	0	0	0	0
"TRINITY_DN24911_c0_g1_i1"	0.545673	3.62937	0	0	0	0.765327	0	0	0.636113	0	0	0	6.3579	0.474391	7.62964	4.41861	0.626886	0	0	0.25417	0	0.307659	3.99219	0
"TRINITY_DN17854_c0_g2_i1"	0.618806	0	0	0	0	0	0.110095	0	0.237402	0	0	0	0	0	0.439919	0	0	0	0	0	0	0	0.125358	0.0855401
"TRINITY_DN2902_c0_g1_i1"	1.8877	4.31682	0	0.461285	0.163585	0.643427	0.33998	0	0.364505	0	0	0	0.839965	0.529573	1.68162	3.93849	2.21035	0	0	0.817293	0.145312	1.51929	3.00649	0.672562
"TRINITY_DN36526_c0_g1_i1"	0	0	0	0	0	0	0	0	0	0	0.222433	0	0	0	0	0.208593	0	0.135228	0	0	0	0	0	0
"TRINITY_DN18056_c1_g1_i2"	0.176466	0	0	0	0.0759232	0	0.125502	0.067891	0	0	0	0	0	0	0	0.0672421	0.117362	0	0	0	0	0	0.071089	0.208485
"TRINITY_DN18056_c1_g1_i3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308904	0	0	0	0	0	0	0	0	0
"TRINITY_DN12611_c0_g3_i1"	0	0.155964	0	0	0	0	0.151751	0	0	0	0	0	0	0	0.916201	0.165211	0	0	0	0	0	0	0	0
"TRINITY_DN12611_c0_g2_i2"	0.0167873	0.0547975	0	0.090736	0.0234314	0.0759991	0	0.0201188	0	0	0	0	0	0.0553624	0.197532	0.214309	0.018278	0	0	0.0431745	0	0	0.191674	0.0981476
"TRINITY_DN38421_c0_g1_i1"	0	0	0	0	0	0.473144	0.228109	0	2.74417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TRINITY_DN24918_c0_g1_i1"	0.864363	0	0	0	0.399478	0.196987	1.09886	0	0	0	0	0.0777786	0.912103	0	0	0	0	0	0.363102	1.71624	0	0	0.192035	0.272097
"TRINITY_DN38896_c0_g1_i2"	0	0	0	0	0.154421	0.283738	0.0757324	0	0	0	0	1.62567	0.067327	0.427065	0	0	0	0	0	0.140255	0	0	0.247852	0.00995467
"TRINITY_DN21121_c0_g1_i2"	0	0.120682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TRINITY_DN21618_c0_g1_i1"	0	0.660207	0	0	0.634126	0.409494	0	0.336203	0.691735	0.562245	0.370828	0	0	0	0.955092	0.68359	0.665854	0	0.936849	0	0.31757	0.334327	0	0
"TRINITY_DN51_c0_g1_i6"	0.514519	1.24297	0	1.07537	0	0	1.57439	1.99651	0	0	2.08254	0	0.857761	1.57243	0.8374	0.632137	0	0.0573161	3.93075	0.483146	2.31797	0.227165	1.14371	0.102586
"TRINITY_DN26134_c0_g1_i1"	0	0.152881	0	0	0.180612	0.059279	0	0	0.162541	0.0333643	0	0	0.0625762	0.118393	0.0750519	0	0.0696089	0.130315	0.108235	0	0	0.0739989	0	0
"TRINITY_DN33408_c0_g1_i1"	0.109755	0	0	0	0	0	0	0	0	0	0.134774	0	0.0987785	0	0.117051	0	0	0.0933095	0	0.119977	0.244547	0	0	0.0900771
"TRINITY_DN32773_c0_g1_i1"	128.025	101.267	0	3.68002	0	5.27751	0	0	0.330281	0	0.355931	0	0.263228	0.49086	76.0793	0.328138	0	0	8.987	18.3769	70.9959	109.936	0	0.188876
"TRINITY_DN34964_c0_g1_i1"	0.716945	1.05641	0.347389	0	0.783611	0.515507	0	0.536359	0.832828	0.0934634	0.297541	0.200339	0.444063	0	1.02802	0.277053	0.189318	0.499741	0	0.227489	1.27799	0.536629	0.290499	0.333082
"TRINITY_DN3560_c0_g1_i2"	0.860629	0.078715	0	2.01966	0.69008	0.02373	1.22064	1.47686	0	0	0	0	1.67449	5.2187	3.32955	2.80226	0.360363	0	0	0	3.44523	0	3.80169	0.661383
"TRINITY_DN24378_c0_g1_i1"	0	0.80805	0.386157	0	0.652076	0.288322	0.614537	0.432663	0.327763	0.176622	0.854551	0.167163	0.177897	0.670831	0.207644	0.435724	0	0.285345	0.888444	0.382636	0.207938	0.214929	0.234981	0
"TRINITY_DN31476_c0_g1_i1"	0.240628	1.33008	0.465931	0	0.788279	0.690731	0.510761	0	0.279579	0.376006	0.599535	0.201481	0.446826	0	0	0.557566	0.380522	0	0.750566	0.457522	0.257279	0.540769	0.585059	0.334808
"TRINITY_DN38617_c1_g1_i1"	66.0655	61.2506	0.0632432	9.27674	0.0946784	20.7877	34.9389	3.22911	74.2624	0.0176441	3.20064	0.0741611	197.29	37.2864	56.6303	140.824	64.7268	0.706996	4.21495	0.563693	2.84762	54.7033	176.462	39.8858
"TRINITY_DN32741_c0_g1_i1"	0.167876	1.2854	2.31027	0	0.577185	0	0	0	0	0.905687	0.968056	0.148319	0.251056	0	0	0.388941	0.144137	0.241802	0	0	0	0.184712	0.20383	0
"TRINITY_DN32741_c0_g1_i2"	0	0	0	0	0.142058	0	0.250466	0.267391	0.135344	0	0.19273	0	0.145186	0.403147	0.125572	0	0.108269	0.307212	0.180857	0	0.391404	0	0	0.190802
"TRINITY_DN31497_c0_g1_i1"	0	0.558029	0	0	0.274141	0.358895	0	0.283901	0.293671	0	0.314276	0.209966	0.47006	0	0.27146	0	0	0.173406	0.395097	0	0.540367	0	0.307294	0
"TRINITY_DN31296_c0_g1_i1"	0.30546	0.340787	0.431409	0	0	0	0.653828	0.695039	0	0	0	0	0.286233	1.58866	0	0.705714	0	0.199985	0.970788	0	0	0	0	0
"TRINITY_DN29585_c0_g1_i1"	0	0	0	0.23565	0.783611	0.171836	0.253618	0	0.832828	0	0.297541	0.200339	0.222031	0.415186	0	0.277053	0.189318	0.499741	0	0.227489	0.511197	0	0	0
"TRINITY_DN3050_c0_g1_i1"	0.537416	0	0	0.887226	0	0	1.3264	1.00081	8.46035	0	0	0	0	0	0	0	0	0	0	2.69101	0	0	0	0
"TRINITY_DN26040_c0_g1_i1"	0.0968957	0.210809	0	0.0992825	0	0.0791771	0	0.222245	0.111677	0.132259	0.118856	0	0.0869252	0	0	0	0	0	0	0	0	0	0.117924	0.162444
"TRINITY_DN24310_c0_g1_i1"	0	0	0	0	0.107545	0	0.0917065	0	0.0986304	0	0.104707	0	0.229333	0	0.091249	0	0.124691	0.229676	0.131512	0.466353	0.387572	0	0	0
"TRINITY_DN37599_c0_g1_i1"	0.272414	0.0988351	0.151508	0.186811	0.453804	0.22427	0.0973203	0.313384	0	0.208601	0.111339	0.264652	0.0813667	0.154097	0.193869	0.315048	0.261036	0.16079	0.139687	0.204561	0.205103	0.0966191	0.110678	0.076929
"TRINITY_DN28653_c0_g1_i1"	0.866569	10.0339	0	0.641932	0	0.158543	0.459225	0.971312	13.5632	0	0	0	4.81278	0	2.09944	17.6164	3.34141	0	0	0.84003	0	1.2135	16.8475	1.38985
"TRINITY_DN4573_c1_g1_i1"	3.65276	5.96479	0.035313	0.961682	0.437023	1.7317	4.5645	3.33088	5.16826	0	5.89664	0.219329	8.80323	6.14525	4.64	6.33394	2.52728	0.108688	4.53393	0.321257	1.59162	2.8202	5.99837	1.92874
"TRINITY_DN30369_c0_g1_i1"	0.14529	0	0.0755574	0.145279	0.339637	0.450722	0.153825	0	0	0	0.178734	0	0	0	0	0.167492	0	0	0	0.15108	0	0	0	0
"TRINITY_DN24911_c0_g2_i1"	1.22496	0.847885	0	0.226306	0	1.16343	0	0	0.384289	0	0	0	5.01431	0.380408	2.8496	3.33916	0.723663	0	0	0.36428	0	0.478446	1.89236	0.0911536
"TRINITY_DN12080_c0_g1_i1"	0	0.310959	0	0	0.14975	0	0	0.195553	0	0.0555042	0	0	0	0	0.0610514	0.0643052	0	0	0	0	0.132518	0	0.069368	0.102837
"TRINITY_DN39111_c0_g1_i1"	0.350862	0.81189	0.731559	1.07022	0.93875	0.689483	1.71564	1.1388	1.78325	0.436357	0.590203	1.05573	0.69812	1.68524	0.656684	0.610755	0.454875	0.868243	3.12023	0.482349	0.720497	0.227931	0.48521	0.850606
"TRINITY_DN859_c0_g1_i4"	0	0	0	0	2.89604	0	0	0	0	0	0	0	0.285197	0	0	0	0.353449	0	0	0.844358	0	0	0	0
"TRINITY_DN24310_c0_g1_i2"	0.167574	0.547146	0.141175	0.346314	0	0.208682	0	0.0967302	0	0.0778686	0	0	0	0.141894	0	0	0.364758	0	0	0.114268	2.31483e-09	0	0	0
"TRINITY_DN8002_c0_g2_i1"	0	0	0.0451686	0	0.710012	1.45473	0.0408668	0	0	0.0188895	0	0.158842	0.066237	0	0	0.217841	0.787531	0.415437	0	0.881892	0	0	0.0461844	1.75514
"TRINITY_DN8439_c0_g1_i2"	0.0469925	0	0	0	0	0	0.102036	0	0	0	0	0	0.0483402	0	0	0.0656717	0	0	0	0.0570963	0	0	0.180276	0.0451398
