"072"	"294"
"TRINITY_DN0_c2_g4_i1"	1595.28	5098.8
"TRINITY_DN20674_c0_g1_i1"	4924.72	1806.77
"TRINITY_DN18929_c0_g1_i2"	2037.89	5125.47
"TRINITY_DN2088_c1_g1_i11"	8890.22	19755.5
"TRINITY_DN461_c0_g1_i46"	4937.63	1580.27
"TRINITY_DN25384_c7_g1_i1"	8243.59	6625.7
"TRINITY_DN882_c2_g1_i11"	60087.6	13061.1
"TRINITY_DN882_c2_g1_i8"	30615.9	22554.8
"TRINITY_DN11215_c0_g2_i3"	2663.99	10691
"TRINITY_DN7679_c0_g1_i3"	724.014	2994.14
"TRINITY_DN14298_c0_g1_i4"	81718.2	60469
"TRINITY_DN14298_c0_g1_i6"	48777.4	40907.5
"TRINITY_DN14367_c0_g2_i1"	60048.6	118469
"TRINITY_DN14367_c0_g3_i1"	12773.2	20146.2
"TRINITY_DN13470_c0_g1_i8"	2101.61	4026.08
"TRINITY_DN26464_c20_g1_i1"	972.578	8450.41
"TRINITY_DN26475_c9_g1_i1"	5758.53	8828.32
"TRINITY_DN26475_c0_g1_i1"	3404.37	6059.09
"TRINITY_DN23997_c0_g1_i1"	5164.21	2054.82
"TRINITY_DN38529_c8_g1_i1"	682.004	4159.39
"TRINITY_DN21428_c1_g1_i1"	1020.93	5367.71
"TRINITY_DN21428_c0_g1_i1"	623.383	3995.01
"TRINITY_DN21367_c0_g1_i2"	4970.2	11670.5
"TRINITY_DN5913_c0_g2_i4"	630.067	46742.4
"TRINITY_DN32756_c5_g1_i1"	874.044	4070.66
"TRINITY_DN23640_c0_g2_i1"	8295.7	1824.29
"TRINITY_DN22004_c0_g1_i1"	5945.22	11108.4
"TRINITY_DN10204_c2_g1_i1"	1041.03	3944.51
"TRINITY_DN16905_c2_g1_i10"	239.863	3879.85
"TRINITY_DN2663_c1_g1_i1"	11865.4	3630.88
"TRINITY_DN2663_c1_g1_i2"	5967.89	3646.37
"TRINITY_DN21562_c1_g1_i1"	1935.68	4795.1
"TRINITY_DN21562_c0_g1_i1"	1577.72	9332.98
"TRINITY_DN548_c0_g1_i1"	25422.6	6320.05
"TRINITY_DN548_c0_g1_i3"	39730.5	13231.2
"TRINITY_DN568_c0_g1_i24"	11448.1	1574.95
"TRINITY_DN35324_c5_g1_i1"	4541.54	4225.29
"TRINITY_DN35334_c0_g1_i1"	4232.61	3011.7
"TRINITY_DN32986_c1_g1_i1"	7453.75	1608.44
"TRINITY_DN21226_c12_g1_i1"	24039.6	18653.1
"TRINITY_DN21323_c0_g1_i6"	5278.55	3200.12
"TRINITY_DN21312_c1_g1_i1"	12804.8	6090.73
"TRINITY_DN7378_c0_g1_i2"	1712.94	6158.82
"TRINITY_DN10107_c0_g1_i2"	6965.35	2830.47
"TRINITY_DN10107_c0_g2_i1"	9764.38	5489.7
"TRINITY_DN26653_c0_g1_i1"	27537.4	647.762
"TRINITY_DN40403_c0_g1_i1"	382.898	5956.62
"TRINITY_DN38625_c12_g1_i1"	4297.02	6803
