"072"	"294"
"TRINITY_DN8226_c0_g1_i1"	13.8686	81.4567
"TRINITY_DN8271_c0_g1_i2"	77.6871	148.972
"TRINITY_DN8271_c0_g1_i6"	112.701	150.984
"TRINITY_DN28403_c0_g1_i1"	74.4837	219.621
"TRINITY_DN12074_c0_g1_i2"	55.739	45.259
"TRINITY_DN12036_c0_g1_i1"	13.1773	28.4561
"TRINITY_DN19385_c0_g1_i1"	72.0043	18.0481
"TRINITY_DN19384_c0_g1_i1"	20.6109	90.6239
"TRINITY_DN19375_c0_g1_i8"	40.7674	39.15
"TRINITY_DN19396_c0_g1_i3"	16.0107	27.7369
"TRINITY_DN36776_c0_g1_i1"	12.2807	23.0349
"TRINITY_DN11212_c0_g1_i1"	13.7284	22.5598
"TRINITY_DN27751_c0_g1_i1"	11.1838	23.1963
"TRINITY_DN5415_c0_g1_i19"	134.188	78.6024
"TRINITY_DN5428_c0_g1_i1"	285.13	52.3066
"TRINITY_DN5485_c0_g1_i4"	63.6123	30.9283
"TRINITY_DN5427_c0_g1_i1"	147.428	15.1814
"TRINITY_DN5461_c1_g1_i1"	13.5539	60.8729
"TRINITY_DN5461_c0_g1_i4"	31.5231	26.3157
"TRINITY_DN5471_c2_g1_i1"	23.3846	32.3496
"TRINITY_DN5462_c0_g1_i1"	26.2607	108.328
"TRINITY_DN5444_c0_g1_i11"	50.0296	81.3893
"TRINITY_DN26815_c0_g1_i1"	70.2823	209.526
"TRINITY_DN26782_c0_g1_i1"	23.9178	32.367
"TRINITY_DN26765_c0_g1_i1"	27.6638	41.2416
"TRINITY_DN26764_c0_g1_i1"	52.7271	139.802
"TRINITY_DN10431_c0_g1_i2"	276.021	3.23248
"TRINITY_DN10429_c0_g1_i1"	50.0492	113.722
"TRINITY_DN10491_c0_g1_i1"	60.8608	11.4164
"TRINITY_DN4572_c0_g1_i1"	142.714	4.03226
"TRINITY_DN4554_c0_g2_i1"	17.0766	36.9276
"TRINITY_DN4570_c0_g1_i1"	36.7689	0
"TRINITY_DN4511_c2_g1_i1"	62.2766	28.3822
"TRINITY_DN4542_c0_g1_i3"	35.2621	17.1534
"TRINITY_DN4528_c0_g1_i1"	130.129	150.324
"TRINITY_DN4507_c0_g1_i2"	19.4194	26.3283
"TRINITY_DN4507_c0_g2_i1"	33.7466	1.00477
"TRINITY_DN4507_c0_g3_i1"	13.7749	33.9272
"TRINITY_DN4507_c0_g3_i2"	13.7749	33.9272
"TRINITY_DN4578_c7_g1_i1"	56.1366	13.6378
"TRINITY_DN4521_c0_g2_i1"	12.9295	77.2678
"TRINITY_DN4573_c0_g1_i2"	16.9738	30.8613
"TRINITY_DN26904_c0_g1_i1"	70.5642	23.2756
"TRINITY_DN26925_c2_g1_i1"	128.528	49.8667
"TRINITY_DN17742_c0_g1_i1"	48.9362	5.61142
"TRINITY_DN3664_c3_g1_i1"	36.5873	6.89171
"TRINITY_DN3668_c0_g1_i1"	23.4749	89.187
