"072"	"294"
"TRINITY_DN21505_c1_g1_i1"	1503	275.868
"TRINITY_DN5677_c0_g1_i3"	1686.38	130.239
"TRINITY_DN28830_c0_g1_i1"	399.811	560.682
"TRINITY_DN4704_c0_g1_i10"	986.366	860.106
"TRINITY_DN4704_c0_g1_i16"	923.866	912.491
"TRINITY_DN0_c55_g1_i4"	365.473	62.6984
"TRINITY_DN1_c559_g1_i1"	761.857	92.8211
"TRINITY_DN54_c7_g1_i1"	852.009	682.969
"TRINITY_DN20674_c1_g1_i1"	818.33	281.234
"TRINITY_DN3893_c0_g1_i1"	337.325	158.788
"TRINITY_DN11686_c0_g1_i10"	527.682	770.346
"TRINITY_DN2944_c0_g1_i1"	268.198	143.857
"TRINITY_DN2904_c0_g1_i10"	587.84	198.685
"TRINITY_DN2904_c0_g1_i19"	340.833	94.7596
"TRINITY_DN2904_c0_g1_i6"	479.026	125.119
"TRINITY_DN18923_c2_g1_i1"	1544.75	2798.74
"TRINITY_DN18929_c0_g1_i3"	248.666	367.286
"TRINITY_DN18926_c1_g1_i1"	390.913	345.096
"TRINITY_DN18985_c0_g1_i1"	608.018	302.797
"TRINITY_DN18985_c6_g1_i1"	987.143	2852.7
"TRINITY_DN9657_c0_g1_i1"	377.017	355.162
"TRINITY_DN10889_c0_g1_i10"	478.89	1903.11
"TRINITY_DN10889_c0_g1_i14"	110.951	435.762
"TRINITY_DN10889_c0_g1_i15"	264.076	1575.12
"TRINITY_DN10824_c0_g2_i1"	441.775	95.9992
"TRINITY_DN8792_c0_g1_i15"	192.441	164.408
"TRINITY_DN8775_c0_g1_i2"	366.418	244.92
"TRINITY_DN2004_c8_g1_i1"	274.352	270.521
"TRINITY_DN17102_c0_g1_i1"	310.029	185.141
"TRINITY_DN451_c0_g1_i2"	283.375	165.855
"TRINITY_DN473_c1_g1_i2"	471.644	76.4934
"TRINITY_DN462_c2_g1_i1"	360.622	1864.05
"TRINITY_DN495_c55_g1_i2"	3539.77	842.147
"TRINITY_DN479_c0_g3_i3"	2820.48	2401.73
"TRINITY_DN1196_c0_g1_i46"	1114.36	1239.87
"TRINITY_DN1196_c69_g1_i2"	369.07	313.598
"TRINITY_DN17138_c0_g3_i1"	643.583	1365.99
"TRINITY_DN16400_c0_g1_i12"	3080.63	1894.5
"TRINITY_DN16400_c0_g1_i3"	249.887	213.666
"TRINITY_DN24601_c0_g1_i1"	2024.79	2865.8
"TRINITY_DN24583_c0_g1_i1"	183.738	722.97
"TRINITY_DN15530_c0_g1_i2"	1083.97	803.176
"TRINITY_DN32839_c0_g1_i1"	1169.47	188.329
"TRINITY_DN882_c2_g1_i9"	2359.48	483.413
"TRINITY_DN820_c0_g1_i1"	261.211	127.687
"TRINITY_DN892_c2_g1_i1"	260.75	494.999
"TRINITY_DN819_c0_g1_i1"	438.976	63.6019
"TRINITY_DN5127_c0_g1_i10"	605.945	312.566
"TRINITY_DN5115_c1_g1_i2"	153.81	368.06
"TRINITY_DN4246_c1_g1_i1"	455.77	332.22
"TRINITY_DN4275_c0_g1_i1"	135.448	290.307
"TRINITY_DN14671_c5_g1_i1"	1038.45	286.171
"TRINITY_DN23009_c0_g1_i1"	254.352	168.591
"TRINITY_DN22976_c0_g1_i1"	383.754	107.461
"TRINITY_DN13942_c0_g1_i1"	756.679	2203.48
"TRINITY_DN13915_c0_g1_i1"	316.182	102.303
"TRINITY_DN30075_c1_g1_i1"	1113.97	258.855
"TRINITY_DN30075_c0_g1_i1"	576.083	210.759
"TRINITY_DN9195_c1_g1_i1"	533.23	133.339
"TRINITY_DN21132_c0_g1_i1"	754.132	477.882
"TRINITY_DN21132_c0_g1_i3"	698.023	335.376
"TRINITY_DN37483_c0_g1_i1"	314.369	170.64
"TRINITY_DN12092_c3_g1_i1"	341.939	787.541
"TRINITY_DN19405_c0_g2_i1"	357.383	877.135
"TRINITY_DN20297_c0_g1_i1"	221.375	385.137
"TRINITY_DN20297_c0_g1_i2"	962.552	565.388
"TRINITY_DN11215_c0_g2_i2"	286.775	181.587
"TRINITY_DN11219_c0_g1_i2"	390.672	265.511
"TRINITY_DN5478_c0_g1_i1"	328.512	256.321
"TRINITY_DN4588_c0_g1_i2"	220.363	474.628
"TRINITY_DN4597_c3_g1_i1"	266.501	201.563
"TRINITY_DN4527_c0_g1_i1"	625.368	225.572
"TRINITY_DN26899_c0_g1_i1"	500.999	1532.47
"TRINITY_DN3614_c1_g1_i2"	1507.71	1044.02
"TRINITY_DN3627_c0_g1_i1"	876.304	137.174
"TRINITY_DN3627_c0_g1_i2"	781.558	124.718
"TRINITY_DN3653_c0_g1_i2"	721.879	429.6
"TRINITY_DN3653_c0_g1_i4"	396.475	294.919
"TRINITY_DN24244_c0_g1_i1"	875.429	399.208
"TRINITY_DN24247_c0_g2_i1"	502.467	136.574
"TRINITY_DN24189_c0_g1_i1"	460.612	172.986
"TRINITY_DN7649_c0_g1_i1"	379.328	107.74
"TRINITY_DN7649_c0_g1_i2"	866.66	277.191
"TRINITY_DN15167_c0_g1_i1"	1293.3	2723.15
"TRINITY_DN6773_c0_g1_i1"	889.397	295.525
"TRINITY_DN23359_c5_g1_i4"	1250.31	1503.73
"TRINITY_DN14298_c11_g2_i1"	473.706	224.144
"TRINITY_DN14237_c0_g1_i2"	818.721	472.101
"TRINITY_DN203_c0_g1_i1"	241.054	150.691
"TRINITY_DN276_c0_g1_i19"	434.449	183.506
"TRINITY_DN14396_c0_g1_i3"	243.595	1778.75
"TRINITY_DN14396_c0_g1_i4"	318.905	2129.77
"TRINITY_DN22634_c0_g1_i2"	200.166	412.122
"TRINITY_DN22634_c0_g1_i6"	377.453	110.249
"TRINITY_DN39055_c0_g1_i1"	160.613	1220.03
"TRINITY_DN13470_c0_g1_i14"	977.693	1516.12
"TRINITY_DN13470_c0_g1_i4"	306.245	164.276
"TRINITY_DN13591_c0_g1_i1"	541.752	190.887
"TRINITY_DN30842_c0_g1_i1"	435.109	235.39
"TRINITY_DN3924_c0_g1_i4"	785.212	149.562
"TRINITY_DN3992_c1_g1_i3"	312.137	87.5192
"TRINITY_DN12608_c0_g3_i1"	503.132	164.341
"TRINITY_DN12750_c0_g3_i2"	756.23	778.101
"TRINITY_DN604_c0_g1_i10"	219.348	451.762
"TRINITY_DN604_c0_g1_i4"	680.593	1091.47
"TRINITY_DN641_c0_g2_i2"	581.325	72.907
"TRINITY_DN691_c1_g1_i3"	3178.16	1960.85
"TRINITY_DN3161_c1_g3_i1"	325.787	280.14
"TRINITY_DN3101_c0_g1_i1"	290.218	117.83
"TRINITY_DN3128_c3_g1_i1"	168.63	778.212
"TRINITY_DN11916_c1_g1_i1"	665.342	84.8333
"TRINITY_DN10093_c0_g1_i2"	269.091	496.798
"TRINITY_DN10053_c1_g1_i1"	212.946	129.288
"TRINITY_DN26475_c6_g1_i1"	712.843	793.433
"TRINITY_DN26512_c2_g1_i1"	487.14	220.994
"TRINITY_DN26508_c9_g1_i1"	1180.41	1290.76
"TRINITY_DN17350_c0_g1_i1"	801.26	360.255
"TRINITY_DN17357_c1_g1_i1"	551.432	116.508
"TRINITY_DN34768_c0_g1_i1"	91.7599	489.137
"TRINITY_DN16565_c0_g1_i1"	1051.45	336.247
"TRINITY_DN5267_c0_g1_i1"	3313.71	867.897
"TRINITY_DN24785_c0_g1_i1"	1076.3	231.015
"TRINITY_DN3461_c0_g5_i1"	592.415	255.829
"TRINITY_DN3499_c0_g1_i1"	428.208	620.496
"TRINITY_DN3435_c0_g1_i1"	351.283	100.267
"TRINITY_DN3464_c2_g1_i3"	378.904	182.535
"TRINITY_DN2519_c0_g1_i1"	232.782	189.935
"TRINITY_DN2540_c0_g1_i2"	119.368	456.935
"TRINITY_DN14976_c0_g1_i1"	501.575	132.302
"TRINITY_DN14966_c0_g1_i1"	2309.66	695.266
"TRINITY_DN38529_c0_g1_i1"	187.285	1277.68
"TRINITY_DN38537_c0_g1_i1"	1012.36	225.244
"TRINITY_DN38556_c4_g1_i1"	226.082	152.148
"TRINITY_DN38546_c0_g1_i1"	841.154	610.218
"TRINITY_DN21368_c0_g1_i1"	340.851	3129.4
"TRINITY_DN20543_c0_g1_i3"	220.659	130.759
"TRINITY_DN11420_c1_g1_i3"	5122.56	483.15
"TRINITY_DN3711_c2_g1_i1"	109.431	810.337
"TRINITY_DN3711_c2_g1_i2"	191.685	386.663
"TRINITY_DN3763_c0_g1_i6"	1085.99	181.465
"TRINITY_DN2869_c0_g1_i6"	268.603	604.089
"TRINITY_DN2875_c0_g1_i9"	619.234	148.318
"TRINITY_DN2870_c0_g1_i2"	251.366	321.011
"TRINITY_DN2870_c0_g1_i3"	550.917	793.489
"TRINITY_DN2874_c0_g1_i2"	962.805	604.233
"TRINITY_DN1903_c3_g1_i1"	399.27	58.096
"TRINITY_DN1940_c0_g1_i1"	271.937	550.668
"TRINITY_DN7776_c0_g1_i3"	165.336	531.154
"TRINITY_DN5930_c0_g1_i1"	173.019	303.746
"TRINITY_DN5930_c0_g1_i4"	173.019	303.746
"TRINITY_DN5930_c0_g1_i5"	173.019	303.746
"TRINITY_DN5906_c2_g1_i3"	1070.17	961.568
"TRINITY_DN15388_c0_g3_i2"	222.417	157.933
"TRINITY_DN15325_c0_g1_i10"	1055.4	956.88
"TRINITY_DN32710_c0_g1_i1"	455.986	265.67
"TRINITY_DN32713_c2_g1_i1"	160.666	266.47
"TRINITY_DN32702_c12_g1_i1"	532	1024.64
"TRINITY_DN32768_c2_g1_i1"	141.327	1213.02
"TRINITY_DN22800_c0_g1_i1"	4113.24	1051.34
"TRINITY_DN4105_c0_g1_i1"	140.124	557.922
"TRINITY_DN9915_c3_g1_i1"	1761.3	2806.12
"TRINITY_DN21976_c0_g1_i5"	597.376	388.264
"TRINITY_DN21976_c0_g1_i7"	528.206	302.253
"TRINITY_DN21969_c0_g1_i1"	369.642	155.243
"TRINITY_DN2319_c0_g1_i1"	2342.98	1175.49
"TRINITY_DN12907_c0_g1_i4"	212.003	239.521
"TRINITY_DN12907_c0_g1_i5"	210.317	161.949
"TRINITY_DN1460_c4_g1_i1"	341.174	1280.14
"TRINITY_DN1441_c0_g1_i1"	455.756	399.95
"TRINITY_DN9043_c1_g1_i1"	1660.93	448.398
"TRINITY_DN9043_c0_g2_i3"	444.524	519.975
"TRINITY_DN8124_c0_g1_i1"	383.389	70.2592
