"kMEblack"	"kMEblue"	"kMEgreen"	"kMEgrey"	"kMEmagenta"
"TRINITY_DN804_c0_g1_i1"	-0.156763943931674	0.94134521957714	0.366849132230001	-0.199934138065628	-0.356111306786079
"TRINITY_DN825_c1_g1_i1"	-0.593288692680261	0.444276888866688	-0.486354540135007	0.09859333772181	0.517964076837819
"TRINITY_DN805_c0_g2_i1"	-0.309995733119614	-0.413694316750691	-0.889789356188005	0.426919367467362	0.783758302877325
"TRINITY_DN836_c0_g1_i2"	0.532069658079767	0.0262826144093241	0.492316612640938	-0.547813972504723	-0.553331700315633
"TRINITY_DN836_c0_g1_i1"	0.616356201122291	-0.043088555857331	0.614310233619848	-0.496945942911606	-0.667987872360459
"TRINITY_DN868_c0_g1_i1"	-0.555009712143419	0.456015172996173	-0.394186998043382	0.173982528639095	0.44484273343695
"TRINITY_DN5114_c0_g1_i1"	-0.15790736910187	0.967222703089128	0.284624869444804	-0.459016267702364	-0.332444200304345
"TRINITY_DN5198_c0_g1_i1"	-0.383655401997661	0.820776123409122	-0.173248510541164	-0.184245359763604	0.131698765601906
"TRINITY_DN5180_c0_g1_i1"	-0.452278645848727	0.628900246807753	-0.412223805594167	-0.196013364409982	0.350885457330763
"TRINITY_DN5162_c0_g1_i1"	0.558434968951949	0.31055872244037	0.941879605325668	-0.356074554064637	-0.891280496563268
"TRINITY_DN5174_c0_g1_i1"	-0.543053851068202	0.520007128354212	-0.437729575186088	0.075993007335138	0.489432634660792
"TRINITY_DN5195_c0_g1_i1"	-0.368198267658535	0.851713290056656	0.0442890045630676	-0.257390555522184	-0.106175651009101
"TRINITY_DN5161_c0_g1_i1"	-0.16803744801145	0.926819735085014	0.326572557714561	-0.165230879970113	-0.323978980748218
"TRINITY_DN5118_c0_g1_i1"	-0.232353946586396	0.754557014183955	0.196053940135642	-0.0758474774856173	-0.179827627843915
"TRINITY_DN4288_c0_g1_i1"	0.608867534292409	0.195421453731502	0.970387183900848	-0.332354616937978	-0.926578102255435
"TRINITY_DN4200_c0_g1_i1"	-0.132119765413885	0.945653776997399	0.388199685651817	-0.162926575724467	-0.380388741948952
"TRINITY_DN4264_c0_g1_i1"	0.728952581798404	0.282498167442988	0.890005847795492	-0.389960742939113	-0.93186769257493
"TRINITY_DN4233_c0_g1_i1"	-0.204402636378767	0.933020788280298	0.335984631054905	-0.13329062419472	-0.306126174504807
"TRINITY_DN4238_c0_g1_i1"	-0.419211721910339	0.679409960561984	-0.336429495020242	-0.133273426901971	0.30484826995448
"TRINITY_DN4254_c0_g1_i1"	-0.125471338909108	0.951993582593351	0.338752510688243	-0.341611400791017	-0.370046063715091
"TRINITY_DN4243_c0_g1_i1"	-0.0900289638308804	0.949574555277814	0.290772531505996	-0.421009222483661	-0.380665651411287
"TRINITY_DN4263_c0_g1_i1"	-0.141406076617621	-0.610386592743579	-0.459117541859398	0.529208546976026	0.526578418548197
"TRINITY_DN4279_c0_g1_i1"	-0.166996781062129	0.955474684884945	0.319277417600985	-0.378495119084002	-0.353269748782135
"TRINITY_DN4273_c0_g1_i1"	-0.446748249055186	0.724131299447388	0.0577818945219875	0.0232119763429982	-0.000182288022563371
"TRINITY_DN4533_c0_g1_i1"	-0.444088078314147	0.599215917292306	-0.441089313669608	-0.173103613069345	0.374975054708136
"TRINITY_DN4518_c0_g1_i1"	-0.468955615751459	0.802558518034312	-0.0359184810314263	-0.172908683380682	0.080517680089851
"TRINITY_DN4562_c0_g1_i1"	-0.163832175320579	0.925468040583583	0.371764994258719	-0.230687985400081	-0.36745073300862
"TRINITY_DN4534_c0_g1_i1"	-0.122141801365223	0.960354782651326	0.325778619449311	-0.364020513559132	-0.372199092835695
"TRINITY_DN4541_c0_g1_i1"	-0.23115265989217	0.984400245889144	0.288742820295408	-0.346464556677566	-0.305024591043134
"TRINITY_DN4548_c0_g1_i1"	0.90193744984888	-0.0327736359668538	0.623199832416995	-0.480934568925373	-0.770162975590838
"TRINITY_DN3634_c0_g1_i1"	-0.406396686388534	0.909076122425257	-0.074653247813718	-0.323931035620383	0.0223719820428193
"TRINITY_DN3614_c0_g1_i1"	-0.133094769759014	0.94981808253575	0.308649936887532	-0.318413057810489	-0.378645706346492
"TRINITY_DN3640_c0_g1_i1"	-0.175246601065586	0.956566634880806	0.331289180408836	-0.319304855995003	-0.352887749251303
"TRINITY_DN3633_c0_g1_i1"	-0.421980648405925	0.44722722041622	-0.549227596869237	-0.0893634969208172	0.416092814438165
"TRINITY_DN3609_c0_g1_i1"	-0.225130778731812	0.960554765673306	0.345385463362133	-0.17463553644285	-0.324739515789845
"TRINITY_DN2745_c0_g1_i1"	-0.472646373531261	0.855692208660405	0.042313683816882	-0.11392801965737	-0.0318448829018589
"TRINITY_DN2788_c0_g1_i1"	-0.214802790987096	0.970069206406269	0.29163909023793	-0.392953465387848	-0.316057400371792
"TRINITY_DN2735_c0_g1_i1"	-0.365953233878223	0.912696194841514	0.00833514333709828	-0.351684348401975	-0.055060629501982
"TRINITY_DN2791_c0_g1_i1"	-0.665529000326801	0.634954993630951	-0.585114732387069	-0.0875839106375953	0.50069330153259
"TRINITY_DN2747_c0_g1_i1"	-0.040468539558023	0.93316498867839	0.373148059125706	-0.353667042820676	-0.436781700835732
"TRINITY_DN2720_c0_g1_i1"	-0.194525479804089	0.973882533685153	0.305577628202471	-0.318533632130941	-0.310539159699728
"TRINITY_DN2789_c1_g1_i1"	-0.425949443298633	0.841694693023721	-0.13929713604733	0.049860485567044	0.13901571631232
"TRINITY_DN285_c0_g1_i1"	-0.116598270761218	0.889204590624964	0.285363045356667	-0.279786265444381	-0.35546300444439
"TRINITY_DN220_c0_g3_i3"	0.390791534069793	0.56073509706778	0.662977683612613	-0.321047262999169	-0.675822708466044
"TRINITY_DN220_c0_g3_i4"	0.588860469212025	0.197784637202384	0.885423110336888	-0.160529816851137	-0.856382679781251
"TRINITY_DN246_c0_g1_i2"	0.392433698451716	0.284113449272162	0.897494745012065	-0.0501208836027015	-0.790252105945831
"TRINITY_DN268_c0_g1_i2"	-0.190454279972435	0.962010496216638	0.282021588085045	-0.308858333473794	-0.299425492012606
"TRINITY_DN205_c0_g1_i1"	-0.211061020571887	0.958817743631199	0.324954339571691	-0.21603266233504	-0.322094249801054
"TRINITY_DN248_c0_g1_i1"	-0.19681117010027	0.961077624388648	0.250602476041367	-0.47646386958259	-0.322691162015188
"TRINITY_DN282_c0_g1_i8"	-0.750144808960369	0.233465727448	-0.852226477658029	0.172800674043076	0.819039836130283
"TRINITY_DN263_c0_g1_i1"	-0.564230437922367	0.615292432527039	-0.451234320426084	0.00169542141842933	0.436783357003862
"TRINITY_DN273_c0_g1_i1"	-0.203774810244724	0.969914105426009	0.287826412766944	-0.398427307613898	-0.31774708532209
"TRINITY_DN211_c0_g1_i2"	-0.182943190989165	0.968889904884273	0.258215930806151	-0.452922472937283	-0.326310562074388
"TRINITY_DN226_c0_g1_i1"	-0.466788579913344	0.880915520810092	0.172833208350794	-0.341043042107762	-0.153566392085275
"TRINITY_DN244_c0_g1_i1"	-0.359439215854997	0.913049107288379	-0.0218571378718922	-0.198074231542077	-0.0299929195529569
"TRINITY_DN267_c0_g1_i1"	-0.195114446411641	0.971513917432337	0.278194677109215	-0.417444871604758	-0.321497648164693
"TRINITY_DN237_c0_g1_i1"	0.165551865807767	0.0252804298921285	0.661584752512165	0.256504809185225	-0.454601877931089
"TRINITY_DN237_c0_g1_i2"	0.0598093765619568	0.514761966673973	0.694149892048492	0.0716174962092663	-0.54006386712546
"TRINITY_DN227_c0_g1_i2"	-0.356710318414264	0.904557290996678	-0.0058959666242422	-0.285543215956799	-0.0333762020524068
"TRINITY_DN207_c0_g2_i1"	-0.150927688526175	0.958639543083394	0.306864230373382	-0.440228957623741	-0.361614106150085
"TRINITY_DN214_c0_g1_i1"	-0.175666345827989	0.948863000964657	0.382174284797396	-0.18736698289872	-0.369848966673939
"TRINITY_DN272_c0_g1_i2"	-0.247936679110167	0.921693814702582	0.350494438726032	-0.0653338532543942	-0.287647903845732
"TRINITY_DN3913_c0_g1_i1"	-0.333776564448129	0.950549473452696	0.0304302151943959	-0.197853636268243	-0.0651717156575588
"TRINITY_DN3920_c0_g1_i1"	0.540561032619683	0.341425727310792	0.971734191057417	-0.290300190161383	-0.920957127650333
"TRINITY_DN3993_c0_g1_i1"	-0.17044241076248	0.946126230516288	0.349238539415517	-0.390084497536381	-0.386936186180983
"TRINITY_DN3983_c0_g1_i1"	-0.231156096046028	0.86987052079717	0.360475335949939	0.0193945904465334	-0.269189717966973
"TRINITY_DN3949_c0_g1_i1"	-0.195821877061574	0.723635593757315	0.213788535823089	-0.633221608985177	-0.25451542402258
"TRINITY_DN3990_c0_g1_i1"	-0.626937262287149	0.768121642590751	-0.410208810021032	-0.150664988855486	0.363056183776486
"TRINITY_DN3937_c0_g1_i1"	-0.440976897695057	0.855086922028606	-0.18622679080175	-0.170651400197642	0.148424061595855
"TRINITY_DN3905_c0_g1_i1"	-0.342582571866421	0.923795029200005	-0.0337057647711004	-0.349172276830065	-0.0179177769650538
"TRINITY_DN3974_c0_g1_i1"	-0.355309577193975	0.956130683423821	0.123705700485602	-0.216613362451721	-0.0839692837517993
"TRINITY_DN3964_c0_g1_i1"	-0.141438936967141	0.930701369822767	0.339673993620757	-0.169293092818449	-0.32461969519136
"TRINITY_DN4095_c0_g1_i1"	-0.163227256330703	0.962082444916457	0.31765617798385	-0.327583679669857	-0.358822320033571
"TRINITY_DN4012_c0_g1_i1"	-0.142360669555214	0.942268501845915	0.256034414487516	-0.46191913315987	-0.354056984935519
"TRINITY_DN4091_c0_g1_i1"	-0.151479185246762	0.956576105671427	0.31122194603371	-0.428358502352895	-0.363036753208121
"TRINITY_DN4055_c0_g1_i1"	-0.190690973292697	0.959770493232388	0.278377274363897	-0.400673203744713	-0.308291270164245
"TRINITY_DN4075_c0_g1_i1"	-0.134196952349028	0.94485450344035	0.292715115690887	-0.37851298381759	-0.374947978228687
"TRINITY_DN4090_c0_g1_i1"	-0.725285078241389	0.196605206155012	-0.801043178794204	0.341682505473283	0.815697750501189
"TRINITY_DN4029_c0_g1_i1"	-0.199114973427219	0.973927678365307	0.296159174381684	-0.332639690091686	-0.303882119888809
"TRINITY_DN4099_c0_g1_i1"	0.915485176912224	-0.280936875821903	0.671293808674623	-0.370844503217697	-0.744803876355648
"TRINITY_DN660_c0_g1_i1"	-0.244170228259175	0.915918804675121	0.204722926893323	-0.174695018515796	-0.244010423806198
"TRINITY_DN642_c0_g1_i1"	-0.120667337686405	0.949946076354216	0.269700445427333	-0.447116225616742	-0.3408379881457
"TRINITY_DN605_c0_g2_i1"	-0.069482844280761	0.939865197315011	0.404285339029956	-0.254482181225055	-0.415070212851917
"TRINITY_DN665_c0_g1_i1"	-0.175464354710195	0.74054589477714	0.267576107398531	-0.59172728409282	-0.263167204658229
"TRINITY_DN602_c0_g1_i1"	0.560089717613855	0.22621366194138	0.713827556998519	-0.0797722122628448	-0.680669200271311
"TRINITY_DN685_c1_g1_i1"	-0.200043746181996	0.96715415206046	0.281962216768685	-0.37863063063088	-0.32108124860671
