"SPNO","Species_Name","Sex","Size","Chela","Shell_Condition","Egg_Color","Egg_Cond","Clutch","Random","Collection_Comments","VISUAL","BCS_PCR_results","Year","Specific_Location","General_Location","Collected_By","ReferenceNO","Plate","DNA_Well_No","Host_Tissue","Preservative","Sample_Status","C_V_H","Cruise","Vessel","Haul","Date","Stratum","Latitude","Longitude","StationID","Depth","Surface_Temp","Bottom_Temp","Haul_Date"
20140101,"Chionoecetes bairdi",2,83,NA,3,4,1,6,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","A1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140102,"Chionoecetes bairdi",2,78,NA,3,4,1,6,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","B1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140103,"Chionoecetes bairdi",2,75,NA,3,4,1,5,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","C1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140104,"Chionoecetes bairdi",2,82,NA,3,4,1,5,NA,NA,NA,1,2014,"2014Index2","BS","SAP",NA,"1","D1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140105,"Chionoecetes bairdi",2,73,NA,3,4,1,5,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","E1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140106,"Chionoecetes bairdi",2,81,NA,3,4,1,5,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","F1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140107,"Chionoecetes bairdi",1,32,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","G1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140108,"Chionoecetes bairdi",2,84,NA,3,4,1,5,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","H1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140109,"Chionoecetes bairdi",1,101,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","A2","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140110,"Chionoecetes bairdi",1,92,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","B2","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140111,"Chionoecetes bairdi",2,80,NA,3,4,1,6,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","C2","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140112,"Chionoecetes bairdi",1,97,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","D2","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140113,"Chionoecetes bairdi",2,76,NA,3,4,1,6,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","E2","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140114,"Chionoecetes bairdi",2,65,NA,3,4,1,6,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","F2","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140115,"Chionoecetes bairdi",1,103,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","G2","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140116,"Chionoecetes bairdi",2,77,NA,3,4,1,6,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","H2","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140117,"Chionoecetes bairdi",2,80,NA,3,4,1,5,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","A3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140118,"Chionoecetes bairdi",2,74,NA,3,4,1,5,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","B3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140119,"Chionoecetes bairdi",1,110,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","C3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140121,"Chionoecetes bairdi",2,79,NA,3,4,1,5,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","E3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140122,"Chionoecetes bairdi",1,110,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","F3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140123,"Chionoecetes bairdi",2,81,NA,3,4,1,5,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","G3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140124,"Chionoecetes bairdi",1,110,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","H3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140125,"Chionoecetes bairdi",2,74,NA,3,4,1,6,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","A4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140126,"Chionoecetes bairdi",1,106,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","B4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140127,"Chionoecetes bairdi",1,95,NA,3,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","C4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140128,"Chionoecetes bairdi",1,102,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","D4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140129,"Chionoecetes bairdi",2,85,NA,3,4,1,2,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","E4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140130,"Chionoecetes bairdi",2,70,NA,3,4,1,2,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","F4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140131,"Chionoecetes bairdi",1,107,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","G4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140132,"Chionoecetes bairdi",2,79,NA,3,4,1,6,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","H4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140133,"Chionoecetes bairdi",1,109,NA,3,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","A5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140134,"Chionoecetes bairdi",2,82,NA,3,4,1,5,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","B5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140135,"Chionoecetes bairdi",2,82,NA,3,4,1,4,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","C5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140136,"Chionoecetes bairdi",2,70,NA,3,4,1,6,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","D5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140137,"Chionoecetes bairdi",2,75,NA,3,4,1,5,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","E5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140138,"Chionoecetes bairdi",1,107,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","F5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_110",201401,94,110,2014-07-06 15:47:44,32,56.64976,-168.91079,"F-19",101,9.4,3.2,2014-07-06 15:47:44
20140140,"Chionoecetes bairdi",1,51,NA,3,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","H5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140141,"Chionoecetes bairdi",1,32,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","A6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140142,"Chionoecetes bairdi",2,75,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","B6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140143,"Chionoecetes bairdi",2,57,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","C6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140144,"Chionoecetes bairdi",1,75,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","D6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140145,"Chionoecetes bairdi",2,31,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","E6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140146,"Chionoecetes bairdi",1,32,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","F6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140147,"Chionoecetes bairdi",1,31,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","G6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140148,"Chionoecetes bairdi",2,32,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","H6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140149,"Chionoecetes bairdi",1,31,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","A7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140150,"Chionoecetes bairdi",2,37,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","B7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140151,"Chionoecetes bairdi",2,31,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","C7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140152,"Chionoecetes bairdi",2,32,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","D7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140153,"Chionoecetes bairdi",2,32,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","E7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140154,"Chionoecetes bairdi",1,28,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","F7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140155,"Chionoecetes bairdi",1,31,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","G7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140156,"Chionoecetes bairdi",1,29,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","H7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140157,"Chionoecetes bairdi",2,35,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","A8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140158,"Chionoecetes bairdi",2,32,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","B8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140159,"Chionoecetes bairdi",1,31,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","C8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140160,"Chionoecetes bairdi",1,32,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","D8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140161,"Chionoecetes bairdi",1,34,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","E8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140163,"Chionoecetes bairdi",2,50,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","G8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_116",201401,94,116,2014-07-08 18:48:58,32,56.84016,-169.28849,"GF2019",81,9.3,3.8,2014-07-08 18:48:58
20140164,"Chionoecetes bairdi",1,33,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","H8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,2014-07-09 07:24:45,32,56.67659,-169.48468,"F-20",80,6.8,5,2014-07-09 07:24:45
20140165,"Chionoecetes bairdi",2,32,NA,2,0,0,0,NA,NA,NA,3,2014,"2014Index2","BS","SAP",NA,"1","A9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,2014-07-09 07:24:45,32,56.67659,-169.48468,"F-20",80,6.8,5,2014-07-09 07:24:45
20140166,"Chionoecetes bairdi",1,90,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","B9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,2014-07-09 07:24:45,32,56.67659,-169.48468,"F-20",80,6.8,5,2014-07-09 07:24:45
20140167,"Chionoecetes bairdi",1,98,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","C9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,2014-07-09 07:24:45,32,56.67659,-169.48468,"F-20",80,6.8,5,2014-07-09 07:24:45
20140168,"Chionoecetes bairdi",1,103,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","D9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,2014-07-09 07:24:45,32,56.67659,-169.48468,"F-20",80,6.8,5,2014-07-09 07:24:45
20140169,"Chionoecetes bairdi",2,81,NA,3,4,1,5,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","E9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,2014-07-09 07:24:45,32,56.67659,-169.48468,"F-20",80,6.8,5,2014-07-09 07:24:45
20140170,"Chionoecetes bairdi",1,76,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","F9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,2014-07-09 07:24:45,32,56.67659,-169.48468,"F-20",80,6.8,5,2014-07-09 07:24:45
20140171,"Chionoecetes bairdi",1,29,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","G9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,2014-07-09 07:24:45,32,56.67659,-169.48468,"F-20",80,6.8,5,2014-07-09 07:24:45
20140172,"Chionoecetes bairdi",1,28,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","H9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,2014-07-09 07:24:45,32,56.67659,-169.48468,"F-20",80,6.8,5,2014-07-09 07:24:45
20140173,"Chionoecetes bairdi",1,28,NA,2,NA,NA,NA,NA,NA,NA,3,2014,"2014Index2","BS","SAP",NA,"1","A10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,2014-07-09 07:24:45,32,56.67659,-169.48468,"F-20",80,6.8,5,2014-07-09 07:24:45
20140175,"Chionoecetes bairdi",1,29,NA,2,NA,NA,NA,NA,NA,NA,1,2014,"2014Index2","BS","SAP",NA,"1","C10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,2014-07-09 07:24:45,32,56.67659,-169.48468,"F-20",80,6.8,5,2014-07-09 07:24:45
20140176,"Chionoecetes bairdi",1,27,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","D10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,2014-07-09 07:24:45,32,56.67659,-169.48468,"F-20",80,6.8,5,2014-07-09 07:24:45
20140177,"Chionoecetes bairdi",2,25,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","E10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,2014-07-09 07:24:45,32,56.67659,-169.48468,"F-20",80,6.8,5,2014-07-09 07:24:45
20140178,"Chionoecetes bairdi",1,28,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","F10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,2014-07-09 07:24:45,32,56.67659,-169.48468,"F-20",80,6.8,5,2014-07-09 07:24:45
20140179,"Chionoecetes bairdi",1,32,NA,2,NA,NA,NA,NA,NA,NA,3,2014,"2014Index2","BS","SAP",NA,"1","G10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,2014-07-09 07:24:45,32,56.67659,-169.48468,"F-20",80,6.8,5,2014-07-09 07:24:45
20140180,"Chionoecetes bairdi",1,32,NA,2,NA,NA,NA,NA,NA,NA,3,2014,"2014Index2","BS","SAP",NA,"1","H10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,2014-07-09 07:24:45,32,56.67659,-169.48468,"F-20",80,6.8,5,2014-07-09 07:24:45
20140181,"Chionoecetes bairdi",1,24,NA,2,NA,NA,NA,NA,NA,NA,3,2014,"2014Index2","BS","SAP",NA,"1","A11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,2014-07-09 07:24:45,32,56.67659,-169.48468,"F-20",80,6.8,5,2014-07-09 07:24:45
