"SPNO","Species_Name","Sex","Size","Chela","Shell_Condition","Egg_Color","Egg_Cond","Clutch","Random","Collection_Comments","VISUAL","BCS_PCR_results","Year","Specific_Location","General_Location","Collected_By","ReferenceNO","Plate","DNA_Well_No","Host_Tissue","Preservative","Sample_Status","C_V_H","Cruise","Vessel","Haul","Date","Stratum","Latitude","Longitude","StationID","Depth","Surface_Temp","Bottom_Temp","Haul_Date"
20188704,"Chionoecetes opilio",2,34.09,NA,2,0,0,0,NA,NA,NA,1,2018,"NBS","BS","SAP",NA,"87","D1","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188633,"Chionoecetes opilio",2,34.25,NA,2,0,0,0,NA,"0.1 mL blood","387",1,2018,"NBS","BS","SAP",NA,"86","A5","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188660,"Chionoecetes opilio",2,34.57,NA,2,0,0,0,NA,NA,NA,1,2018,"NBS","BS","SAP",NA,"86","D8","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188659,"Chionoecetes opilio",2,34.65,NA,2,0,0,0,NA,NA,NA,1,2018,"NBS","BS","SAP",NA,"86","C8","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188630,"Chionoecetes opilio",2,35.32,NA,2,0,0,0,NA,"0.1 mL blood","387",1,2018,"NBS","BS","SAP",NA,"86","F4","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188607,"Chionoecetes opilio",2,35.33,NA,2,0,0,0,NA,NA,"387",1,2018,"NBS","BS","SAP",NA,"86","G1","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188612,"Chionoecetes opilio",2,35.36,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"86","D2","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188635,"Chionoecetes opilio",2,35.55,NA,2,0,0,0,NA,NA,"387",1,2018,"NBS","BS","SAP",NA,"86","C5","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188605,"Chionoecetes opilio",2,35.59,NA,2,0,0,0,NA,"0.1 mL blood","387",1,2018,"NBS","BS","SAP",NA,"86","E1","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188644,"Chionoecetes opilio",2,35.74,NA,2,0,0,0,NA,NA,NA,0,2018,"NBS","BS","SAP",NA,"86","D6","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188705,"Chionoecetes opilio",2,35.88,NA,2,0,0,0,NA,NA,NA,1,2018,"NBS","BS","SAP",NA,"87","E1","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188619,"Chionoecetes opilio",2,35.89,NA,2,0,0,0,NA,NA,"387",3,2018,"NBS","BS","SAP",NA,"86","C3","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188654,"Chionoecetes opilio",2,36.32,NA,2,0,0,0,NA,NA,"387",1,2018,"NBS","BS","SAP",NA,"86","F7","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188667,"Chionoecetes opilio",2,36.36,NA,2,0,0,0,NA,NA,NA,1,2018,"NBS","BS","SAP",NA,"86","C9","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188603,"Chionoecetes opilio",2,36.61,NA,2,0,0,0,NA,NA,"387",1,2018,"NBS","BS","SAP",NA,"86","C1","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188609,"Chionoecetes opilio",2,36.63,NA,2,0,0,0,NA,NA,"387",1,2018,"NBS","BS","SAP",NA,"86","A2","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188706,"Chionoecetes opilio",2,36.83,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"87","F1","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188695,"Chionoecetes opilio",2,36.86,NA,2,0,0,0,NA,NA,NA,1,2018,"NBS","BS","SAP",NA,"86","G12","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188653,"Chionoecetes opilio",2,36.98,NA,2,0,0,0,NA,NA,"387",1,2018,"NBS","BS","SAP",NA,"86","E7","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188651,"Chionoecetes opilio",2,37.11,NA,2,0,0,0,NA,NA,NA,1,2018,"NBS","BS","SAP",NA,"86","C7","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188656,"Chionoecetes opilio",2,37.11,NA,2,0,0,0,NA,NA,NA,1,2018,"NBS","BS","SAP",NA,"86","H7","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188616,"Chionoecetes opilio",2,37.16,NA,2,0,0,0,NA,NA,"387",1,2018,"NBS","BS","SAP",NA,"86","H2","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188634,"Chionoecetes opilio",2,37.33,NA,2,0,0,0,NA,"0.1 mL blood","387",1,2018,"NBS","BS","SAP",NA,"86","B5","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188655,"Chionoecetes opilio",2,37.4,NA,2,0,0,0,NA,NA,NA,0,2018,"NBS","BS","SAP",NA,"86","G7","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188625,"Chionoecetes opilio",2,37.44,NA,2,0,0,0,NA,NA,"387",1,2018,"NBS","BS","SAP",NA,"86","A4","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188663,"Chionoecetes opilio",2,37.59,NA,2,0,0,0,NA,"0.1 mL blood",NA,1,2018,"NBS","BS","SAP",NA,"86","G8","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188702,"Chionoecetes opilio",2,37.71,NA,2,0,0,0,NA,NA,NA,1,2018,"NBS","BS","SAP",NA,"87","B1","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188638,"Chionoecetes opilio",2,37.95,NA,2,0,0,0,NA,NA,"387",1,2018,"NBS","BS","SAP",NA,"86","F5","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188626,"Chionoecetes opilio",2,38,NA,2,0,0,0,NA,NA,"387",1,2018,"NBS","BS","SAP",NA,"86","B4","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188606,"Chionoecetes opilio",2,38.05,NA,2,0,0,0,NA,NA,"387",1,2018,"NBS","BS","SAP",NA,"86","F1","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188628,"Chionoecetes opilio",2,38.46,NA,2,0,0,0,NA,NA,"387",1,2018,"NBS","BS","SAP",NA,"86","D4","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188686,"Chionoecetes opilio",2,38.48,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"86","F11","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188710,"Chionoecetes opilio",2,38.59,NA,2,0,0,0,NA,"0.1 mL blood",NA,0,2018,"NBS","BS","SAP",NA,"87","B2","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188709,"Chionoecetes opilio",2,38.64,NA,2,0,0,0,NA,NA,NA,0,2018,"NBS","BS","SAP",NA,"87","A2","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188703,"Chionoecetes opilio",2,38.91,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"87","C1","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188640,"Chionoecetes opilio",2,38.94,NA,2,0,0,0,NA,NA,NA,1,2018,"NBS","BS","SAP",NA,"86","H5","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188643,"Chionoecetes opilio",2,39.09,NA,2,0,0,0,NA,NA,"387",1,2018,"NBS","BS","SAP",NA,"86","C6","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188622,"Chionoecetes opilio",2,39.11,NA,2,0,0,0,NA,NA,"387",1,2018,"NBS","BS","SAP",NA,"86","F3","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188707,"Chionoecetes opilio",2,39.18,NA,2,0,0,0,NA,"0.1 mL blood",NA,3,2018,"NBS","BS","SAP",NA,"87","G1","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188669,"Chionoecetes opilio",2,39.26,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"86","E9","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188623,"Chionoecetes opilio",2,39.28,NA,2,0,0,0,NA,NA,"387",1,2018,"NBS","BS","SAP",NA,"86","G3","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188690,"Chionoecetes opilio",2,39.28,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"86","B12","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188636,"Chionoecetes opilio",2,39.44,NA,2,0,0,0,NA,NA,"387",1,2018,"NBS","BS","SAP",NA,"86","D5","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188615,"Chionoecetes opilio",2,39.52,NA,2,0,0,0,NA,NA,"387",1,2018,"NBS","BS","SAP",NA,"86","G2","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188664,"Chionoecetes opilio",2,39.6,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"86","H8","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20187236,"Chionoecetes opilio",2,39.7,NA,2,0,0,0,NA,NA,NA,1,2018,"IndexSite5","BS","SAP",NA,"72","D5","Blood","EtOH 100%","Available","201801_94_149",201801,94,149,2018-07-10 00:00:00,NA,60.00807,-172.62498,"P-24",66,6.6,3.5,2018-07-10 00:00:00
20188708,"Chionoecetes opilio",2,39.7,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"87","H1","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20187282,"Chionoecetes opilio",2,39.8,NA,2,0,0,0,NA,NA,NA,3,2018,"IndexSite5","BS","SAP",NA,"72","B11","Blood","EtOH 100%","Available","201801_94_183",201801,94,183,2018-07-22 00:00:00,NA,60.9965,-171.45419,"S-22",60,8.3,2.8,2018-07-22 00:00:00
20188685,"Chionoecetes opilio",2,39.83,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"86","E11","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188694,"Chionoecetes opilio",2,39.89,NA,2,0,0,0,NA,NA,NA,1,2018,"NBS","BS","SAP",NA,"86","F12","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188692,"Chionoecetes opilio",2,39.97,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"86","D12","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188608,"Chionoecetes opilio",2,40,NA,2,0,0,0,NA,NA,NA,1,2018,"NBS","BS","SAP",NA,"86","H1","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20187272,"Chionoecetes opilio",2,40.03,NA,2,0,0,0,NA,NA,NA,3,2018,"IndexSite5","BS","SAP",NA,"72","H9","Blood","EtOH 100%","Available","201801_94_182",201801,94,182,2018-07-21 00:00:00,NA,60.64729,-171.43667,"R-22",63,5.7,3,2018-07-21 00:00:00
20188642,"Chionoecetes opilio",2,40.04,NA,2,0,0,0,NA,NA,"387",3,2018,"NBS","BS","SAP",NA,"86","B6","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188682,"Chionoecetes opilio",2,40.14,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"86","B11","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20187363,"Chionoecetes opilio",2,40.15,NA,2,0,0,0,NA,NA,NA,NA,2018,"IndexSite6","BS","SAP",NA,"73","G8","Blood","EtOH 100%","Available","201801_94_141",201801,94,141,2018-07-07 00:00:00,NA,58.32065,-170.9965,"K-22",84,8,3.6,2018-07-07 00:00:00
20188604,"Chionoecetes opilio",2,40.22,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"86","D1","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188668,"Chionoecetes opilio",2,40.27,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"86","D9","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188649,"Chionoecetes opilio",2,40.3,NA,2,0,0,0,NA,"0.1 mL blood","387",1,2018,"NBS","BS","SAP",NA,"86","A7","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188617,"Chionoecetes opilio",2,40.33,NA,2,0,0,0,NA,NA,NA,1,2018,"NBS","BS","SAP",NA,"86","A3","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188693,"Chionoecetes opilio",2,40.57,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"86","E12","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188658,"Chionoecetes opilio",2,40.72,NA,2,0,0,0,NA,NA,NA,1,2018,"NBS","BS","SAP",NA,"86","B8","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188670,"Chionoecetes opilio",2,40.73,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"86","F9","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20187263,"Chionoecetes opilio",2,40.81,NA,2,0,0,0,NA,NA,NA,3,2018,"IndexSite5","BS","SAP",NA,"72","G8","Blood","EtOH 100%","Available","201801_94_182",201801,94,182,2018-07-21 00:00:00,NA,60.64729,-171.43667,"R-22",63,5.7,3,2018-07-21 00:00:00
20188618,"Chionoecetes opilio",2,40.99,NA,2,0,0,0,NA,NA,NA,1,2018,"NBS","BS","SAP",NA,"86","B3","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188687,"Chionoecetes opilio",2,41.13,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"86","G11","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188613,"Chionoecetes opilio",2,41.24,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"86","E2","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20187056,"Chionoecetes opilio",2,41.35,NA,2,0,0,0,NA,NA,NA,3,2018,"IndexSite5","BS","SAP",NA,"70","H7","Blood","EtOH 100%","Available","201801_94_103",201801,94,103,2018-06-26 00:00:00,NA,60.33445,-169.99934,"Q-20",52,7.5,3.2,2018-06-26 00:00:00
20187270,"Chionoecetes opilio",2,41.37,NA,2,0,0,0,NA,NA,NA,3,2018,"IndexSite5","BS","SAP",NA,"72","F9","Blood","EtOH 100%","Available","201801_94_182",201801,94,182,2018-07-21 00:00:00,NA,60.64729,-171.43667,"R-22",63,5.7,3,2018-07-21 00:00:00
20187287,"Chionoecetes opilio",2,41.51,NA,2,0,0,0,NA,NA,NA,3,2018,"IndexSite5","BS","SAP",NA,"72","G11","Blood","EtOH 100%","Available","201801_94_183",201801,94,183,2018-07-22 00:00:00,NA,60.9965,-171.45419,"S-22",60,8.3,2.8,2018-07-22 00:00:00
20188629,"Chionoecetes opilio",2,41.58,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"86","E4","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188688,"Chionoecetes opilio",2,41.59,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"86","H11","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20187502,"Chionoecetes opilio",2,41.62,NA,2,0,0,0,NA,NA,NA,NA,2018,"IndexSite5","BS","SAP",NA,"75","B1","Blood","EtOH 100%","Available","201801_94_183",201801,94,183,2018-07-22 00:00:00,NA,60.9965,-171.45419,"S-22",60,8.3,2.8,2018-07-22 00:00:00
20188637,"Chionoecetes opilio",2,41.62,NA,2,0,0,0,NA,NA,NA,0,2018,"NBS","BS","SAP",NA,"86","E5","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20187275,"Chionoecetes opilio",2,41.73,NA,2,0,0,0,NA,NA,NA,1,2018,"IndexSite5","BS","SAP",NA,"72","C10","Blood","EtOH 100%","Available","201801_94_182",201801,94,182,2018-07-21 00:00:00,NA,60.64729,-171.43667,"R-22",63,5.7,3,2018-07-21 00:00:00
20188683,"Chionoecetes opilio",2,41.92,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"86","C11","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188679,"Chionoecetes opilio",2,41.93,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"86","G10","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188624,"Chionoecetes opilio",2,41.95,NA,2,0,0,0,NA,NA,"387",1,2018,"NBS","BS","SAP",NA,"86","H3","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20187291,"Chionoecetes opilio",2,42.04,NA,2,0,0,0,NA,NA,NA,3,2018,"IndexSite5","BS","SAP",NA,"72","C12","Blood","EtOH 100%","Available","201801_94_183",201801,94,183,2018-07-22 00:00:00,NA,60.9965,-171.45419,"S-22",60,8.3,2.8,2018-07-22 00:00:00
20187260,"Chionoecetes opilio",2,42.13,NA,2,0,0,0,NA,NA,NA,3,2018,"IndexSite5","BS","SAP",NA,"72","D8","Blood","EtOH 100%","Available","201801_94_182",201801,94,182,2018-07-21 00:00:00,NA,60.64729,-171.43667,"R-22",63,5.7,3,2018-07-21 00:00:00
20188621,"Chionoecetes opilio",2,42.22,NA,2,0,0,0,NA,NA,NA,1,2018,"NBS","BS","SAP",NA,"86","E3","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188632,"Chionoecetes opilio",2,42.29,NA,2,0,0,0,NA,NA,"387",1,2018,"NBS","BS","SAP",NA,"86","H4","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188678,"Chionoecetes opilio",2,42.3,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"86","F10","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188672,"Chionoecetes opilio",2,42.31,NA,2,0,0,0,NA,NA,NA,3,2018,"NBS","BS","SAP",NA,"86","H9","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20187293,"Chionoecetes opilio",2,42.44,NA,2,NA,NA,NA,NA,NA,NA,3,2018,"IndexSite5","BS","SAP",NA,"72","E12","Blood","EtOH 100%","Available","201801_94_183",201801,94,183,2018-07-22 00:00:00,NA,60.9965,-171.45419,"S-22",60,8.3,2.8,2018-07-22 00:00:00
20188602,"Chionoecetes opilio",2,42.48,NA,2,0,0,0,NA,NA,NA,3,2018,"IndexSite4","BS","SAP",NA,"86","B1","Blood","EtOH 100%","Available","201801_162_195",201801,162,195,2018-07-31 00:00:00,NA,62.00208,-174.43979,"V-26",72,9.1,1.6,2018-07-31 00:00:00
20188648,"Chionoecetes opilio",2,42.49,NA,2,0,0,0,NA,NA,NA,1,2018,"NBS","BS","SAP",NA,"86","H6","Blood","EtOH 100%","Available","201801_162_219",201801,162,219,2018-08-10 00:00:00,999,64.24945,-169.94654,"NBS-24",39,11.3,4.6,2018-08-10 00:00:00
20188666,"Chionoecetes opilio",2,42.49,NA,2,0,0,0,NA,NA,NA,1,2018,"NBS","BS","SAP",NA,"86","B9","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20188696,"Chionoecetes opilio",2,42.49,NA,2,0,0,0,NA,NA,NA,1,2018,"NBS","BS","SAP",NA,"86","H12","Blood","EtOH 100%","Available","201801_162_222",201801,162,222,2018-08-11 00:00:00,999,63.75308,-169.96419,"NBS-25",43,10,9,2018-08-11 00:00:00
20187223,"Chionoecetes opilio",2,42.54,NA,2,0,0,0,NA,NA,NA,3,2018,"IndexSite5","BS","SAP",NA,"72","G3","Blood","EtOH 100%","Available","201801_94_149",201801,94,149,2018-07-10 00:00:00,NA,60.00807,-172.62498,"P-24",66,6.6,3.5,2018-07-10 00:00:00
