"id178_TPM"	"id359_TPM"	"id463_TPM"
"TRINITY_DN4_c0_g1_i3"	14.6331	56.4117	0
"TRINITY_DN72_c0_g1_i5"	381.074	1214.88	493.35
"TRINITY_DN72_c0_g1_i13"	1277.07	2298.02	12.8721
"TRINITY_DN72_c0_g1_i7"	1262.48	2078.75	1228.66
"TRINITY_DN81_c0_g1_i10"	3.16473	6.76632	0
"TRINITY_DN836_c0_g1_i2"	38.8352	75.3206	0
"TRINITY_DN5162_c0_g1_i1"	2875.51	3855.89	193.301
"TRINITY_DN4288_c0_g1_i1"	3841.45	6958.57	728.041
"TRINITY_DN4264_c0_g1_i1"	1870.51	3939.3	123.2
"TRINITY_DN4263_c0_g1_i1"	8631.79	9975.02	7792.57
"TRINITY_DN4548_c0_g1_i1"	631.451	2239.18	88.3325
"TRINITY_DN246_c0_g1_i2"	330.019	568.612	43.6311
"TRINITY_DN3920_c0_g1_i1"	1603.23	2582.71	64.4556
"TRINITY_DN4099_c0_g1_i1"	3832.77	11516.4	675.26
"TRINITY_DN648_c0_g1_i1"	271.242	414.744	61.1858
"TRINITY_DN5288_c0_g1_i1"	66.9209	166.137	14.5676
"TRINITY_DN2802_c0_g1_i1"	2818.38	4007.65	1478.57
"TRINITY_DN2817_c0_g1_i1"	533.299	11959.2	2590.94
"TRINITY_DN1976_c0_g1_i1"	48.6801	62.3154	0
"TRINITY_DN1987_c0_g2_i2"	25.0417	28.3646	21.7291
"TRINITY_DN1941_c0_g3_i1"	15837.3	38611.4	1782.03
"TRINITY_DN3215_c0_g1_i1"	8.03277	23.6587	0
"TRINITY_DN1728_c0_g1_i1"	828.468	2414.62	118.151
"TRINITY_DN1744_c0_g2_i1"	4356.11	6746.37	346.792
"TRINITY_DN1710_c0_g1_i1"	18201.9	24320.4	10880.5
"TRINITY_DN156_c0_g1_i1"	39.1163	55.5333	0
"TRINITY_DN4899_c0_g1_i1"	1705.75	4201.96	1799.74
"TRINITY_DN582_c0_g1_i1"	18771	49111.7	4013.19
"TRINITY_DN582_c1_g2_i1"	19889.6	39582.8	7868.39
"TRINITY_DN957_c0_g2_i1"	4208.93	5276.14	212.695
"TRINITY_DN1545_c0_g2_i1"	15600.3	60702.5	1843.41
"TRINITY_DN4646_c0_g1_i1"	1937.72	3389.93	140.837
"TRINITY_DN2238_c0_g1_i1"	11225.3	17679.2	874.321
"TRINITY_DN1393_c0_g1_i1"	1530.87	3408.62	86.7049
"TRINITY_DN1606_c0_g1_i1"	8.21256	17.9141	0
