"kMEblack"	"kMEcyan"	"kMEdarkgreen"	"kMEdarkgrey"	"kMEdarkorange"	"kMEdarkred"	"kMEgrey60"	"kMElightcyan"	"kMEroyalblue"	"kMEsaddlebrown"	"kMEskyblue"
"TRINITY_DN79315_c0_g2_i1"	0.0963585675936865	-0.478935296374524	0.151300362969319	-0.284059877138695	-0.632116430316038	-0.817064884274098	-0.507314213448226	0.838988197057708	-0.144383044560144	-0.00278916180993083	-0.319718186344102
"TRINITY_DN63028_c0_g1_i2"	0.293147455489308	-0.634525795730704	0.127540264008585	-0.384666545448762	-0.450965553437547	-0.700750734959984	-0.318626507595133	0.945208805514663	-0.216004517277645	-0.264135984431587	-0.59330568588737
"TRINITY_DN28797_c0_g3_i7"	0.134194190108833	-0.0753422093522103	-0.190523811040031	0.50366543449694	0.608748169708809	0.498950573727723	0.126445114006096	-0.280332962581161	-0.101448684322077	-0.468174309982886	-0.419355161963426
"TRINITY_DN28742_c0_g1_i10"	-0.498895432962068	0.266200845827609	-0.396958903248762	0.700647186026535	0.47407736632826	0.922042540830277	0.0950233909777555	-0.633836480535091	0.501944228107488	-0.116728373698697	0.350914861740728
"TRINITY_DN28742_c0_g1_i2"	-0.289492737737993	0.183935538679909	0.106610080048742	-0.03078220979867	0.52543245533648	0.578540181470119	0.637730054109918	-0.467261377727288	0.119307765670444	-0.400408172041525	-0.136276459406435
"TRINITY_DN28708_c1_g1_i6"	0.115200772591189	-0.341083060397516	0.272831820879956	-0.362792744883489	-0.559147366929803	-0.876489632272371	-0.369023433277968	0.708099044740245	-0.293522865823767	0.0624719507030369	-0.294194316620259
"TRINITY_DN28708_c2_g2_i1"	0.114595715841362	-0.274864813400666	0.446162330912549	-0.292889718201021	-0.413982637629583	-0.630801290367105	-0.287894624808425	0.71540149504588	-0.229688692567251	0.178208372801627	-0.179168108692075
"TRINITY_DN28779_c0_g1_i3"	-0.287348441525988	0.0466234487835258	0.0247603363859477	0.32024613457933	0.724605853952489	0.724285379700863	0.594432634472045	-0.547236431908207	0.0794693538338789	-0.539086667541645	-0.287160500678963
"TRINITY_DN28779_c0_g1_i9"	-0.190413762448598	0.229090876148044	-0.149019598501931	0.656249077805305	0.594371300009179	0.668108593148527	0.169569761545316	-0.540944102713409	0.162503792301626	-0.359126382449725	-0.0253360025754569
"TRINITY_DN28779_c0_g1_i2"	-0.297979322758275	0.228197836171834	-0.20583336662025	0.940889512226594	0.607791979638788	0.422381047975812	-0.168074096996329	-0.262689197866695	-0.183658333250227	-0.180865239167252	-0.0933708268245792
"TRINITY_DN28721_c2_g2_i1"	0.202920121433537	-0.322615107859525	0.383381598187706	-0.329155836462532	-0.446835398064006	-0.679812410203761	-0.338869282788489	0.833620349053124	-0.254248511810483	0.139665810328836	-0.234398065687855
"TRINITY_DN28760_c7_g1_i1"	0.253349540940741	-0.436769869619148	0.197245977781385	-0.277125835945624	-0.452846960976105	-0.758759273740511	-0.453744113162283	0.958385985250812	-0.328611294730717	0.0320976798223309	-0.371810650957058
"TRINITY_DN28770_c0_g1_i2"	-0.225381566428942	-0.064433537648159	0.607643006794664	-0.345729384179554	0.513111881737805	0.301611062740936	0.981756295015737	-0.42716424070572	-0.227853764562858	-0.210630441835843	-0.296197018998921
"TRINITY_DN28791_c8_g1_i1"	0.370670698598192	-0.441494358041668	-0.150120155427744	-0.358044581686625	-0.419920241141514	-0.498124562848176	-0.368911492483413	0.830497470053785	-0.0951009527755974	-0.144278836269004	-0.380899773145249
"TRINITY_DN28777_c0_g2_i1"	0.17321140426407	-0.468437976975302	0.126617121515455	-0.236274680712357	-0.651041546398205	-0.823088823857501	-0.56797702424962	0.894340186937218	-0.119432623562667	-0.0152309399208056	-0.258214407350099
"TRINITY_DN28777_c1_g1_i1"	0.297401212008666	-0.421502813798654	0.192786307290896	-0.413380129942936	-0.573845355009729	-0.885113150813319	-0.449023423206211	0.968341088838646	-0.321695952783821	0.0343811414622445	-0.367329623762102
"TRINITY_DN28710_c0_g1_i8"	0.0370179475858982	-0.386797697045	0.305034685766292	-0.342479469793108	-0.645088078847929	-0.80332363199036	-0.412164414925859	0.710150498329281	-0.102285316240672	-0.0405167484051323	-0.270150871875377
"TRINITY_DN28710_c0_g1_i2"	0.0490958569347162	-0.383704988837132	0.316532720573606	-0.340952622319916	-0.628324966800668	-0.779626141966461	-0.408303178594356	0.740841006451443	-0.110123587256755	0.0541083587783921	-0.233635981450401
"TRINITY_DN28769_c0_g1_i1"	0.0990915316386952	-0.480072467805776	0.211692449870602	-0.310653640879645	-0.662469994449686	-0.832395877356997	-0.50556447193636	0.847968774047465	-0.115633841999349	0.0264798059015264	-0.240104193869138
"TRINITY_DN28722_c2_g1_i1"	-0.451227639250325	0.3624668792258	-0.358945688406682	0.532629124629631	0.611808756698723	0.941619001329334	0.277976752392874	-0.631967518689393	0.304356595499559	-0.0184488457003359	0.253024885749817
"TRINITY_DN28767_c1_g1_i8"	0.192585652379039	-0.345692702963002	0.284502399893867	-0.169860988586743	-0.297391611962728	-0.533430788696155	-0.346199024917723	0.766138097276	-0.242928725001565	-0.241625679982281	-0.392230244866255
"TRINITY_DN28767_c1_g1_i5"	0.267118494749924	-0.357992227163693	0.302333909325207	-0.345491190273205	-0.452217691032972	-0.68606396610483	-0.371860296993789	0.91064154016782	-0.261244757589347	0.0451795274668778	-0.299537531750358
"TRINITY_DN28783_c1_g1_i5"	0.177896725788804	-0.448961325908156	0.13897382882256	-0.391865694558514	-0.662246854789804	-0.854636911939123	-0.47863304078968	0.893935269268474	-0.172502023278868	0.0681490170686208	-0.298193698091686
"TRINITY_DN28729_c0_g1_i3"	0.363479518712131	-0.384148085263181	-0.0735292161410464	-0.33107628084055	-0.415634814048154	-0.629582509037679	-0.398202587273403	0.885663505312499	-0.246502081350557	-0.104631638591165	-0.37837395082566
"TRINITY_DN28789_c2_g1_i24"	-0.495079629909483	0.358383832259981	-0.0608075403385498	0.595820524051823	0.429639999979685	0.660989548943884	0.213770756898593	-0.706143232373672	0.257023372422891	0.0669095691502024	0.40492498445729
"TRINITY_DN28789_c2_g1_i13"	-0.528983069991915	0.124285379453328	0.312924185054833	0.219901892748565	0.736136166727728	0.736738101326577	0.815189619836129	-0.707975757222849	0.075013392543315	-0.409634338498125	-0.140176563575726
"TRINITY_DN79407_c0_g1_i7"	0.318517862400661	-0.436532534768288	-0.0298552879526629	-0.399431215931128	-0.376050711289623	-0.642789314404625	-0.299076130595004	0.864751666345196	-0.298791027617916	-0.134046238025526	-0.443844414576795
"TRINITY_DN79422_c1_g1_i1"	0.180966502658812	-0.447577228912472	0.26963591687885	-0.249648956150589	-0.492098890048475	-0.873335027006201	-0.471720117040944	0.875739098998634	-0.364741223889124	-0.097643734938283	-0.437883431408582
"TRINITY_DN79478_c0_g1_i2"	-0.447638394364718	0.365010281180241	-0.445971313078938	0.137408971444634	0.220084720110375	0.557004316366533	0.25334366885627	-0.637414171533943	0.327754778289345	0.355299258206029	0.567238135661707
"TRINITY_DN79478_c1_g1_i1"	-0.368500824675975	0.300859326103249	-0.228804870388023	0.319994338274616	0.523987689221251	0.934684555079954	0.463833279629267	-0.791574105678209	0.426118368710683	0.0773882782326425	0.459711894402459
"TRINITY_DN12483_c0_g1_i3"	-0.240818122574115	0.238178994543199	-0.572228397579855	0.830428986637906	0.365689565116022	0.712858482019692	-0.258444159035992	-0.399565675112191	0.392524489335178	-0.126684741371589	0.227484094922518
"TRINITY_DN12483_c2_g1_i1"	0.225020763423817	-0.476997298569488	0.0996391535618537	-0.40597699882616	-0.673220354966166	-0.86582945418253	-0.505161730835959	0.952237132343719	-0.172629503882485	-0.0347219969659456	-0.357746602903367
"TRINITY_DN12440_c0_g2_i1"	-0.0997802364430121	0.379170817534628	-0.276287973013719	0.624505812789863	0.717065693578389	0.854040579293489	0.251227267208737	-0.716202363751411	0.0827388807169612	-0.0433334150004283	0.149435825918803
"TRINITY_DN12479_c0_g1_i17"	-0.108935633360805	0.43535079911735	0.052734232111019	0.246859512831007	0.889528246301178	0.554792912238718	0.60404872018809	-0.477857038102211	-0.510976018504343	0.117937021976052	-0.183330812004261
"TRINITY_DN12479_c0_g1_i14"	-0.610862103808987	0.0159488432638352	0.363278793903694	-0.0376576183318028	0.526672511066237	0.617653522135751	0.822324165868161	-0.567508232191296	0.176906269948511	-0.34207661741271	-0.0603194085899796
"TRINITY_DN12479_c0_g1_i1"	-0.464062341640441	0.261057304365996	-0.347929310569735	0.173785389178893	-0.258689386917356	0.461055075896521	-0.159324962957383	-0.339590732085263	0.789505245657826	0.321826853175697	0.789509936171804
"TRINITY_DN12400_c5_g1_i1"	-0.0316501750278417	-0.402786354639866	0.245632864214765	-0.0560664625718522	-0.2214520793835	-0.329979050340208	-0.298162808055212	0.633858560047216	-0.0819675790505289	-0.118069266955532	-0.347110011011431
"TRINITY_DN12487_c0_g1_i1"	-0.449187507521934	0.336896725143759	-0.300150967768961	0.488388363944117	0.457722949043599	0.918967671582082	0.240608185235301	-0.73326986173376	0.447374697820049	0.081647454356897	0.414741258720824
"TRINITY_DN12419_c2_g1_i1"	-0.12697388452171	-0.167755006423978	0.252139460643566	-0.234815028064638	0.306790641481653	0.488777956666089	0.741103702683473	-0.52127255172643	0.305239293385295	-0.383465488842392	0.0172834746951424
"TRINITY_DN12416_c0_g1_i2"	-0.318460165851911	0.337860937846043	-0.142193996714632	0.474132214146771	0.688169495173333	0.941973866717346	0.48628123103033	-0.82173505864276	0.236086809007411	-0.0815332904766799	0.259633647236823
"TRINITY_DN12416_c0_g1_i4"	-0.351594500758183	0.348698187514768	-0.25965019891974	0.464243501527114	0.66371149843072	0.944499660175309	0.487362873075858	-0.854544673120528	0.275592381671872	-0.00318508092584403	0.331067847281441
"TRINITY_DN96666_c3_g1_i2"	-0.146442780624214	-0.103940601766569	0.961937635470098	-0.322126787549216	0.215622382182025	-0.149965772070784	0.59167813459978	0.0390298313139235	-0.361283435923829	-0.231307258303493	-0.395383738162846
"TRINITY_DN96656_c1_g2_i2"	-0.419977293327301	0.534837588035195	-0.0451717939357563	0.419430089664425	0.644777670766506	0.909851624491701	0.491648872105609	-0.854751649573818	0.238301178283339	-0.00427170640907781	0.384776692581881
"TRINITY_DN96656_c1_g3_i1"	-0.265253195209409	0.407061755714129	0.140827344099452	0.25383966908853	0.718968207274542	0.773582034344255	0.684686325416158	-0.910091668651906	0.0246397096510535	-0.0477909122244818	0.17016995696943
"TRINITY_DN96678_c2_g1_i1"	-0.445120305653699	-0.0400789557753446	-0.178700973902156	0.423760846043651	0.142514833384566	0.707122923292666	0.155170363587329	-0.583309414926892	0.771000630095951	-0.265294939946206	0.447210816148997
"TRINITY_DN96677_c6_g1_i1"	0.0706024828157034	-0.413114933535248	0.22458602483375	-0.167059580145812	-0.493392977618583	-0.578518866935724	-0.437506253543586	0.739327717481013	-0.0568504166237607	0.0793652057125215	-0.201220807781148
"TRINITY_DN4795_c0_g1_i22"	-0.169762789441817	-0.0355244635553323	0.593755876245897	-0.348082909051551	0.507858717187497	0.297171283465525	0.977657462609881	-0.445458141416238	-0.226860107708131	-0.210354260346747	-0.290003463039403
"TRINITY_DN4715_c0_g1_i19"	-0.431065856146501	0.426502491156284	-0.269760657159981	0.319538846335925	0.58959324698427	0.938674343041355	0.507564612856973	-0.831163322777695	0.349506605275969	0.0539987667404539	0.380037070099686
"TRINITY_DN4775_c4_g1_i1"	-0.392399396829521	-0.0535399704577496	0.149888638924928	-0.289831055743423	-0.120839972783293	0.390050250834069	0.462969955471981	-0.432475963657771	0.59089741986654	0.124013127119623	0.507800518641775
"TRINITY_DN4775_c2_g3_i2"	-0.365189953151925	-0.132729665966019	-0.194027228277689	0.3372141410026	0.431745138144932	0.793609157388739	0.359849536580187	-0.479328465272111	0.503232190652897	-0.420130831652211	0.00256423262468791
"TRINITY_DN4791_c0_g1_i1"	-0.305053765315381	0.0758978010301727	-0.222065573246278	0.395475490819243	0.638513917372547	0.777662652823894	0.358289014112403	-0.450085328253446	0.152211891196212	-0.356531944730557	-0.167376777156408
"TRINITY_DN4718_c7_g1_i2"	-0.270296628435232	-0.0165012424740923	0.58972842075766	-0.355767896201201	0.536768626244936	0.316687812000002	0.994751065646687	-0.428861831142445	-0.235852775887597	-0.218644973554015	-0.302187190839421
"TRINITY_DN4727_c0_g1_i6"	-0.0755102524493168	0.0501331982133335	-0.433635643684246	0.543883535592672	0.312249337958288	0.530387281878466	-0.164413856024185	-0.238340602985125	0.195347921948646	-0.174102115507056	-0.0434607281563077
