"kMEblack"	"kMEcyan"	"kMEdarkgreen"	"kMEdarkgrey"	"kMEdarkorange"	"kMEdarkred"	"kMEgrey60"	"kMElightcyan"	"kMEroyalblue"	"kMEsaddlebrown"	"kMEskyblue"
"TRINITY_DN41774_c4_g1_i9"	-0.399688761578824	0.589504727937078	-0.156796489399165	0.403341548117085	0.518598316608956	0.870566607879351	0.382579369512931	-0.855961507075552	0.338070120618917	0.164544777038242	0.517933974367501
"TRINITY_DN41776_c0_g1_i3"	0.96253417847292	-0.148148624813685	-0.20720882427161	-0.135864985195642	-0.24887022541314	-0.453980320465056	-0.380008741309251	0.294636943008636	-0.232564344336896	-0.00262931985333026	-0.188317044397038
"TRINITY_DN92451_c0_g1_i1"	0.136427446411852	-0.490121525363803	0.196282646095722	-0.215201939028245	-0.530801349101198	-0.772861995035507	-0.513013604268498	0.903769047120611	-0.224862170829838	0.00386813842305611	-0.354450735333804
"TRINITY_DN92490_c0_g1_i1"	0.347157871585029	-0.366335455196223	0.347214269828204	-0.168361569114315	-0.244733187783561	-0.574345073543781	-0.291039211256336	0.809932236523483	-0.368266512378121	-0.0229787470574976	-0.404673984666339
"TRINITY_DN92437_c1_g1_i9"	-0.168956926442249	0.936529809261412	-0.169635921615214	0.275702342996669	0.45809608303858	0.373406170800316	0.108596210679267	-0.440338520243441	-0.198220576334374	0.207950717164957	0.203888033324097
"TRINITY_DN92414_c0_g2_i1"	-0.336188352317361	-0.0727459640737008	0.573934471854887	-0.228466364322655	0.620638278175571	0.368443314289845	0.972422991397495	-0.45075836481179	-0.266052161362058	-0.247083719718677	-0.337026053348225
"TRINITY_DN92454_c0_g1_i2"	-0.326282845709798	0.138928382034765	-0.382825807480889	0.0323056505870799	-0.467918009772771	0.268807674156423	-0.302653053685213	-0.197671759136328	0.76765655877626	0.487724013323178	0.854156012458994
"TRINITY_DN15427_c2_g1_i2"	-0.00824803020557791	-0.547000348139164	0.319849882232485	-0.286359634722985	-0.273843271375466	-0.743157766836682	-0.158345743510412	0.697112430296959	-0.464400701108653	-0.05895991853071	-0.521767879954264
"TRINITY_DN15427_c3_g1_i5"	0.0649699515985569	-0.0212140877719801	-0.143597080000409	-0.588535176632869	-0.188088181920471	0.199894439687148	0.401820828431234	-0.216677889293353	0.380234183166372	0.177381893055072	0.262793516891948
"TRINITY_DN15484_c0_g2_i3"	-0.0188778101448713	-0.0240074175314526	-0.358074803604164	0.00572405587908914	-0.279084476269054	0.328614068009658	-0.176583771379227	-0.152277486410135	0.748662992464996	-0.246173204400537	0.225240243689181
"TRINITY_DN15484_c0_g2_i1"	-0.412125394515662	0.0731825981360135	0.24877421759282	-0.00487644491542565	0.708820964665822	0.396332907623062	0.713010928728321	-0.286759618714013	-0.340358200873721	-0.220230075877838	-0.355507754008731
"TRINITY_DN15484_c0_g2_i5"	0.118946681858829	-0.110907588394657	-0.492428400810004	-0.0368926388600637	-0.478417330624178	0.167961495058964	-0.394161330933352	0.067138758338065	0.682677051117751	0.106499837301609	0.372793155111228
"TRINITY_DN15497_c1_g1_i8"	-0.283914020214351	0.322285680995207	0.26929113393697	0.345898611932693	0.924293143447149	0.58642425080082	0.706974988141944	-0.621078069310565	-0.431601195292204	-0.090312508206471	-0.232560837480234
"TRINITY_DN15467_c0_g1_i1"	-0.569737237101688	-0.0773425171401649	-0.134307779227606	0.630062798525577	0.199869551674327	0.633462825474339	0.00620026306433438	-0.440270494805395	0.599558006594493	-0.284177985869438	0.318672853380564
"TRINITY_DN15467_c0_g1_i19"	-0.0892208332041326	0.797906678693543	-0.289748286565594	0.173206363583215	0.482714206437577	0.608506176249614	0.255160547585654	-0.542022711776054	-0.0715705625745712	0.488994002341138	0.392839077244582
"TRINITY_DN15451_c0_g1_i1"	-0.132369597430136	-0.0527293733418615	-0.497559394004062	0.270446095649134	-0.440566498306238	0.197092753259445	-0.418388669425397	-0.290788761489183	0.801529275982048	0.142100349320875	0.726129317721191
"TRINITY_DN15451_c0_g1_i2"	-0.0789346836939447	0.477284338940448	-0.473538643981303	0.593277745979044	0.153423518298067	0.419765337096131	-0.233228578872942	-0.493566019722204	0.22054962395904	0.486968175831398	0.695093605968604
"TRINITY_DN15451_c0_g1_i3"	-0.250099658933623	0.169964711166943	-0.536406497577811	0.298889062433739	-0.166678389303199	0.4960002909019	-0.260118640925706	-0.306908255506221	0.730995087253355	0.370819848179339	0.824678880018417
"TRINITY_DN15451_c1_g1_i14"	-0.0729309510066386	0.161159955893223	-0.162267195230676	-0.0981101376217382	-0.345034003201945	0.145337213615081	-0.0787188758592511	-0.268110200836513	0.447995745749814	0.719326357396569	0.862487145365111
"TRINITY_DN15451_c1_g1_i6"	-0.348438113412872	0.0568792304126534	-0.283946310891722	0.617624948408826	0.590237741812511	0.740841417493837	0.13481832855852	-0.392860091346445	0.240144788037536	-0.520120079255112	-0.163771056291912
"TRINITY_DN15451_c1_g1_i2"	0.657627163049429	-0.0498335738383737	-0.419879289389685	-0.188159197530064	-0.349630741877516	-0.154099005471116	-0.367710488579838	0.272449456373839	0.0863206389485572	0.42816107757006	0.132485961349424
"TRINITY_DN15451_c1_g1_i15"	-0.527484134843255	0.342362268304161	0.104065764058446	0.355838517060042	0.477281017933496	0.732206534110918	0.513523151088543	-0.767633376101126	0.33742369067418	-0.127788300413034	0.387658745899588
"TRINITY_DN15450_c0_g1_i9"	0.0248737778794498	-0.0532079890512067	0.101886012109082	-0.0404348608323155	0.571551200530019	0.30192882090148	0.484955537374219	-0.269301290731558	-0.291155838243457	-0.214100016788597	-0.385903529705015
"TRINITY_DN15450_c0_g1_i24"	-0.272924372592415	0.458474665200037	-0.280430767140958	0.403647038426147	0.680508727491351	0.860310784317573	0.365725254218349	-0.654941600117264	0.0884652752711008	0.0443756370000791	0.125598567922259
"TRINITY_DN15437_c0_g1_i4"	0.0709379256217165	-0.374277978569246	0.310982759295072	-0.352156268470636	-0.613609286817018	-0.819412711035661	-0.400332815254251	0.741045253941049	-0.170218966501392	0.0634323614126646	-0.253030359611306
"TRINITY_DN15452_c0_g1_i5"	-0.427579564860636	0.315406366490945	-0.34995485217058	0.61731166333991	0.628772486286751	0.909618803151772	0.216651892433781	-0.602422523529774	0.299618880888716	-0.193392236636584	0.116312093433879
"TRINITY_DN15453_c5_g1_i10"	0.0910831028929217	-0.23269604160833	0.482054541505947	-0.268286369845015	-0.387625723909209	-0.595903333873621	-0.250398485022691	0.624578650733928	-0.213411641168112	0.208923080352774	-0.131767701569868
"TRINITY_DN15453_c9_g1_i1"	0.331052881224907	-0.365650875609666	0.0654930717587753	-0.326366404275812	-0.405696623616936	-0.603991173029046	-0.37908150602921	0.91228892515795	-0.246258863439325	0.0877652030285232	-0.285885945138358
"TRINITY_DN15420_c3_g1_i1"	-0.623825038609446	0.240115968937513	-0.047387819993115	0.385433843556906	0.587004166308615	0.860992975006301	0.469174339719453	-0.700382061706379	0.343774410136879	-0.276098099374507	0.141096068014593
"TRINITY_DN15420_c3_g1_i2"	-0.314427227873583	0.142745202952286	-0.458033342401177	0.43497799413875	-0.116761370808328	0.498132452290582	-0.262100669712709	-0.259100156246687	0.680748109866996	0.0884297480823327	0.566291842698079
"TRINITY_DN15420_c4_g1_i1"	-0.0938433964136386	0.0816803098395302	0.36250938252503	-0.373441846113196	0.518070141079812	0.286276858205495	0.80437187977919	-0.311772326547679	-0.24959554234081	-0.283733421420806	-0.374317627922034
"TRINITY_DN15445_c0_g1_i9"	-0.169081810882005	0.173864650300984	-0.138196639079147	0.294356562328253	0.615050677331106	0.835339261590796	0.475867376319416	-0.682290291338111	0.253705961145574	-0.345046859414519	0.012943323946805
"TRINITY_DN15445_c0_g1_i5"	-0.0914994880732149	0.0589406122626927	-0.040020500149462	0.475565879114984	0.75729912179125	0.746975283342067	0.457738201155573	-0.576708142517358	0.058228003821491	-0.559222767976321	-0.270825295495943
"TRINITY_DN15445_c0_g1_i15"	-0.664701233286994	0.115615746677339	0.135170074327917	0.537308908703533	0.745421815300823	0.786330976552451	0.559079357470913	-0.646490017030719	0.124888683528808	-0.40199858871712	-0.0772648065986732
"TRINITY_DN6020_c1_g1_i5"	-0.48621621104851	0.329530422325626	-0.281265145563014	0.438553206359258	0.465492596506327	0.814795383672086	0.393923308852014	-0.881181481752975	0.395561897023371	0.0611308061887681	0.476961078617968
"TRINITY_DN6020_c1_g1_i15"	-0.564046475759315	0.399659807687121	0.103433454518335	0.454423213983745	0.610750211685855	0.806933344973735	0.538563973541632	-0.84602915633057	0.194563373578105	0.000884382334093575	0.344363060011014
"TRINITY_DN6088_c0_g1_i1"	-0.320957785528202	0.0649910818910748	0.761326681823044	-0.209815104882535	0.515551459766289	0.213432702322385	0.862847826214114	-0.394240693564563	-0.361427010225799	-0.0933229092320222	-0.241977658762578
"TRINITY_DN6056_c0_g1_i3"	-0.244612698135613	-0.308661212546125	0.858773638905693	-0.263664022244723	0.12694730264823	-0.195119664753405	0.403260126570584	0.155557655110484	-0.305952378419132	-0.256793329419935	-0.395946823111836
"TRINITY_DN6005_c0_g2_i2"	-0.314322656743926	0.301111991716671	-0.436740214734756	0.42152348498189	0.560659358724914	0.751218407800966	0.385884329654562	-0.800857895557822	0.195748336859865	-0.0189922529720663	0.240697194665995
"TRINITY_DN6057_c1_g1_i1"	-0.47956360906167	0.389996757386454	-0.300200791642237	0.611529566192105	0.667883662855994	0.975153648337659	0.30650424711828	-0.720801693315381	0.30294441866498	-0.0814320591068743	0.285415380523752
"TRINITY_DN6012_c0_g1_i1"	-0.410510889403092	0.183908005481319	-0.34980868667777	0.67246494194321	0.623180230773942	0.929693819757251	0.219975904114159	-0.607100416493629	0.358262176807182	-0.152662257949731	0.193760102769053
"TRINITY_DN6007_c0_g1_i2"	-0.357246487305542	0.385935829641371	-0.0927387927909574	0.436670158534084	0.606884245869645	0.8837626643711	0.491233967715283	-0.916751416852386	0.28914050303971	-0.0837914881714868	0.364143425770707
"TRINITY_DN6007_c2_g1_i8"	0.258555629508549	0.497644450856888	-0.361025480498535	0.495648260953538	0.331196031665948	0.469020338967519	-0.0306613780741545	-0.563251765405889	0.0949867096781632	0.191663225279778	0.358190423806871
"TRINITY_DN6007_c2_g1_i17"	0.256545613868104	-0.207483035289439	0.114036897069133	-0.317983032355882	-0.253859136888458	-0.452598156128822	-0.220800735962717	0.734147606252718	-0.222704268168806	-0.246212674558112	-0.384967124878705
"TRINITY_DN6007_c2_g1_i22"	0.45032878148138	-0.533872033024778	-0.150104793342396	-0.227929707433633	-0.495327680654694	-0.681501747321234	-0.548447804846046	0.914201282531072	-0.194480248257534	-0.0917993085210194	-0.422754843517388
"TRINITY_DN6016_c0_g1_i31"	0.879361429816367	-0.0399217369773627	-0.10530321696409	-0.0775149920273838	-0.036209988895976	-0.0543099106220712	-0.0605922207516959	-0.130325911617534	-0.0288100569264778	-0.0969538929929795	-0.115439491439938
"TRINITY_DN6080_c1_g1_i3"	-0.288186668774905	0.343108133932775	-0.382836009703713	0.674441396953872	0.680991209354572	0.914188668385431	0.185544563282352	-0.645311416919234	0.221232297467321	-0.120249175946666	0.184920863298244
"TRINITY_DN6027_c3_g1_i1"	0.179840099988118	-0.432527032226956	0.00194247650748258	-0.178000375655453	-0.393444633803916	-0.689185243297161	-0.495716998494099	0.928563368746401	-0.279688593512357	-0.223830248596155	-0.543446413705695
"TRINITY_DN6047_c1_g1_i2"	0.64357475011099	-0.143902727435562	-0.172916173840844	-0.333834346756473	-0.480841075440912	-0.686629771939113	-0.42462143691145	0.328962620741815	-0.276397403586083	0.306974715531536	-0.0362913835063063
"TRINITY_DN6035_c0_g1_i11"	-0.249194592356499	-0.0096858857087127	0.430217945022535	-0.386513308407108	0.478588069567733	0.355529771889127	0.901380696448762	-0.351349383894779	-0.128711679356761	-0.301041814545478	-0.348591828181023
"TRINITY_DN6035_c0_g1_i15"	-0.4591949282849	0.415309608710268	-0.0641118828839786	0.118113280567458	0.493653772570885	0.866931408686554	0.609294609889977	-0.780619056822476	0.362350386528391	0.118860434216988	0.409864427214436
"TRINITY_DN6043_c1_g1_i16"	-0.174270627903999	-0.0654279282864572	0.581428624080435	-0.379196449394103	0.481932156565352	0.254498268187808	0.960847338817427	-0.37356988890811	-0.254654457587096	-0.105946167825418	-0.279541733856187
"TRINITY_DN6058_c0_g2_i5"	0.334656272894359	-0.429183030614312	0.0614263195027975	-0.395504642892748	-0.531599452347222	-0.816065266951317	-0.449924935911379	0.969841788573213	-0.301799331133598	-0.0733289572838586	-0.412085916418093
"TRINITY_DN6052_c0_g1_i5"	-0.405341727695936	0.290585331959654	-0.413115213277159	0.541898315355531	0.668688699723704	0.955220830589131	0.359419800839273	-0.712680572610492	0.300383044514463	-0.0809697287847834	0.229788360631777
"TRINITY_DN6041_c4_g1_i11"	0.0382607150296938	0.466581047224398	0.00307347073313384	-0.156597393533504	0.279829163297481	0.17816216997733	0.291870791951762	-0.259154859214903	-0.0950851341473881	-0.15043713781369	-0.128352186950017
"TRINITY_DN6061_c5_g1_i4"	-0.440557073682828	0.081041689250467	0.529441028930052	-0.346828618126196	0.55653347419963	0.333064850815746	0.954464127454763	-0.374966015250324	-0.235599335475118	-0.22300706450001	-0.298196618696199
"TRINITY_DN6061_c5_g1_i6"	-0.320468972277594	0.355178185405203	-0.341044371185257	0.602464950938035	0.54530295268759	0.943453782980507	0.267413544506909	-0.803850681894362	0.411633339691714	0.0146910660379894	0.456113176113839
"TRINITY_DN6061_c0_g1_i3"	-0.534456059124259	-0.0257945365648072	0.161654756478741	-0.219304056290265	0.210513064135966	0.487237371517686	0.607201046117589	-0.38813447681852	0.36788332028938	-0.271433853996215	0.00707138432294617
"TRINITY_DN6061_c0_g1_i2"	-0.408235212716963	0.361810984683463	-0.127621255625536	0.194987337025672	0.403743594617627	0.862502576761548	0.50522457514423	-0.78694089078358	0.474911340264118	0.135214519556227	0.563787788263692
"TRINITY_DN6061_c0_g1_i4"	-0.442612180499311	0.127861444413518	0.518882552131222	-0.342461998606396	0.551094857812402	0.330050569774531	0.940524514835033	-0.373792585682517	-0.231324124012728	-0.223655752648838	-0.289638629854297
"TRINITY_DN6061_c0_g1_i8"	-0.331751489427459	0.398276800120466	-0.49307200284775	0.546413768329961	0.480135988353797	0.920544269291978	0.131791554453828	-0.643895517666386	0.418877598625772	0.171362706316	0.476217873170252
"TRINITY_DN6008_c2_g1_i1"	0.197325431534058	-0.516129137444162	0.0118777697782778	-0.287570043499483	-0.599207375044178	-0.830219137042935	-0.542712426698801	0.930478308250653	-0.209269602811918	-0.0739379315228927	-0.403345156907678
"TRINITY_DN6067_c0_g1_i8"	-0.559951025730567	0.0116903598287952	0.0592997241895536	0.488083504617851	0.562175956221388	0.689891950642389	0.486864293857501	-0.617835085086302	0.267227850996185	-0.396015148433302	0.0595510601326206
"TRINITY_DN6067_c0_g1_i52"	-0.103112775325323	0.595633102746502	0.0844187577100833	0.165313242923994	0.750381157282417	0.363125940630741	0.540403378484662	-0.5746041624472	-0.54935198836705	0.195990456364685	-0.11682157211191
"TRINITY_DN6015_c1_g1_i4"	-0.0332471859678259	0.162541908369103	-0.122090275832111	-0.322556767129579	-0.124549357818957	0.429653150800101	0.323519648178247	-0.492923184962203	0.588817109212494	0.26381134354161	0.642824005262264
"TRINITY_DN6069_c2_g1_i1"	-0.46863465437573	0.471982410520594	-0.22715031215032	0.263432291481001	0.231752811123163	0.684865091831068	0.194603660220437	-0.682577133806721	0.420447448540096	0.516832807455643	0.74135874959412
"TRINITY_DN6069_c0_g1_i5"	-0.055632735220348	-0.514622853134481	0.224505056054016	-0.246902669569093	-0.334648712723244	-0.593621011228634	-0.242647140073197	0.799874444993014	-0.230344587484214	-0.215723022775106	-0.526526825932431
"TRINITY_DN6069_c0_g2_i1"	0.0395585606093697	-0.520564108398022	0.403329626046322	-0.299391947076328	-0.476325524901939	-0.652166135082151	-0.308083644392151	0.842064963023657	-0.155655948336175	-0.0421840160924231	-0.361510999727394
"TRINITY_DN6069_c1_g1_i25"	-0.166463915572642	-0.298888858009198	0.876763752914224	-0.38939331137012	0.205067131431152	-0.222514665991781	0.528143825075599	0.252280707602693	-0.432804321902522	-0.292845682441813	-0.540633078472236
"TRINITY_DN6006_c2_g1_i4"	-0.277345983587732	-0.0652832696937095	-0.365589624491243	0.0260687689771016	-0.497624934723568	0.224619586161336	-0.294771465570361	-0.124127046095401	0.835758915801039	0.344610392272339	0.79942511366642
"TRINITY_DN66106_c0_g1_i14"	-0.00520354264877877	0.243783409598515	-0.342092598780934	-0.274835287591489	-0.107881279253157	0.378797516726737	0.117109659572264	-0.287415432772168	0.462757947876255	0.178079803497926	0.389013369437998
"TRINITY_DN66106_c0_g1_i13"	-0.430910225032299	0.142474150000138	-0.0266743115881268	0.834010565301887	0.634958634898472	0.516511471289938	0.0684713742306987	-0.386894144140465	-0.0779257775556756	-0.232992629675012	-0.0244271303162295
"TRINITY_DN66106_c0_g1_i12"	-0.280193107294006	0.176768518572152	-0.247832123878028	0.897234654493849	0.529641130853123	0.297547116832817	-0.228760064791611	-0.17382366594601	-0.231034506019292	-0.114428524864284	-0.117661334822425
"TRINITY_DN66167_c1_g1_i1"	-0.0257178325110633	0.033721122864462	-0.333225569726473	0.511638158102039	0.557363124351304	0.546787135754877	0.0689685473753534	-0.232248136522623	0.0028206388333429	-0.360415133269013	-0.315547395648326
"TRINITY_DN66127_c0_g2_i15"	0.369052129133411	-0.394911625467732	-0.122191129174289	-0.339942924944735	-0.430598144374735	-0.649102541343851	-0.411635737564926	0.902050334119118	-0.257015730763926	-0.0264337206601364	-0.358145473028669
"TRINITY_DN66111_c0_g1_i24"	0.406352667257455	-0.47750484588848	-0.0359992664831545	-0.429189508936009	-0.422434578500569	-0.6140811944098	-0.296039212428001	0.852462231707009	-0.194436618816444	-0.231555187138744	-0.538983658300249
"TRINITY_DN66180_c0_g1_i10"	-0.150915382327049	0.101621526824519	-0.324259593241439	0.60416981406094	0.513862377168896	0.619592784376542	0.0244625560025966	-0.326866581060563	0.147744525781437	-0.427833884088462	-0.22259119575945
"TRINITY_DN66132_c1_g1_i2"	-0.107539625086396	-0.170373751380302	0.237872642319643	-0.179609594055321	-0.194749295012361	-0.146720202163147	-0.176256322327246	0.53136091896612	0.0548800724133977	-0.0408195279953337	-0.150184507176117
"TRINITY_DN66132_c1_g1_i5"	0.0586268769260712	-0.131260650098583	0.200924197686041	-0.344048630581543	-0.544996681154218	-0.817869389706767	-0.366758277669455	0.54481616672581	-0.302903480023386	0.292999643692056	-0.093337951576759
"TRINITY_DN41836_c1_g1_i1"	-0.797713148996221	0.395618452493183	-0.137171683489404	0.528411048742851	0.501418268371978	0.813078576558112	0.287489764722486	-0.67980180030099	0.362685176001047	-0.0687410451531467	0.374732168469944
"TRINITY_DN41812_c1_g1_i7"	-0.409115045938095	0.396942683104533	-0.386525871959002	0.631211876470512	0.560497537878808	0.976858764527465	0.205208382659697	-0.73542885371042	0.429867363437382	0.00810090331816321	0.428241360672249
"TRINITY_DN41809_c6_g1_i2"	-0.34111711017188	0.597720536620767	-0.24908046032834	0.411174170333417	0.49868736924904	0.769965552782975	0.317992294130262	-0.868167112183607	0.226318555987215	0.315048518241278	0.645200457616567
"TRINITY_DN41809_c1_g1_i6"	-0.0706315483743643	-0.445019554885953	0.202402682049532	-0.0455611735017158	-0.508665615273513	-0.690709302610677	-0.465859297180357	0.645937931580082	-0.128094616683631	-0.00460257350604852	-0.139428610476367
"TRINITY_DN41809_c0_g1_i16"	0.957759695483522	-0.287112310093155	-0.043408987077337	-0.262086348546841	-0.405073602778632	-0.437105435438498	-0.306088205082323	0.26199477337934	0.00928282156484197	-0.0995028590464811	-0.116597295442532
"TRINITY_DN41886_c1_g2_i1"	0.191692906315104	-0.320673324543559	0.386065677229702	-0.326267210902095	-0.444494106390097	-0.675486216660499	-0.335659570859413	0.826562811424069	-0.252224924184014	0.14267845859306	-0.231537047912618
"TRINITY_DN41886_c1_g2_i4"	0.207348361618535	-0.393130059048042	0.295344980893051	-0.402267137724598	-0.58397834654568	-0.905887511451645	-0.420062248157937	0.885791038730386	-0.317867409999318	0.0662006515562743	-0.333897689047971
"TRINITY_DN41826_c1_g1_i1"	0.799193290228781	0.103216307033775	-0.372992344062409	-0.123420594939591	-0.570135496049219	-0.417660174695463	-0.6258025898652	0.264365297676535	0.11341694835409	0.265199434428097	0.235386254628407
"TRINITY_DN41826_c1_g1_i2"	0.879900628296497	-0.0023591633013041	-0.0312377772697833	-0.178765302398599	-0.012177162655608	-0.386208560952969	-0.139953280852675	0.257219913108839	-0.512168340817234	0.069814787529944	-0.412219214416492
"TRINITY_DN41819_c0_g1_i7"	-0.35849711407745	0.274025831636731	-0.431526276844442	0.48512232770229	0.59656524140958	0.920902836317454	0.29079258097718	-0.623442523108615	0.341124930961202	-0.160579498518811	0.158108374382392
"TRINITY_DN41819_c0_g1_i5"	-0.174532581583005	0.173389418231899	-0.213365853363677	0.916910788673724	0.583059363134834	0.390301480381826	-0.172618861856718	-0.229524213118264	-0.199894007331747	-0.197379008036725	-0.128854712998025
"TRINITY_DN41819_c0_g1_i6"	0.284715054126045	0.274267516362633	-0.503804619789805	0.721039156081132	0.378599775899071	0.299665833598346	-0.401779010089804	-0.127415831426542	-0.129359040139031	-0.0884006460873765	-0.000301375754715512
"TRINITY_DN41819_c0_g1_i1"	-0.295448319225043	-0.160190346181533	-0.469760503780133	0.525939496426845	-0.201206804177659	0.405306704237241	-0.375769879689035	-0.171650624273347	0.792203040091886	-0.297105973435938	0.348886001395324
"TRINITY_DN41895_c0_g1_i13"	-0.216998396201146	0.171189338595641	-0.408070112306717	0.513961370661481	0.515184016295144	0.854049240167262	0.161465984996544	-0.550323663142208	0.326620262747107	-0.10204207467509	0.152701432100467
"TRINITY_DN41895_c0_g1_i9"	-0.0396458300474887	-0.171295519309393	-0.423096240246828	0.582407150432627	0.199421255931798	0.440381445125313	-0.26074392910267	-0.0731706345151718	0.295035934495973	-0.377231771385023	-0.16036473032136
"TRINITY_DN41895_c0_g1_i12"	-0.231316799708342	0.255526439606942	-0.500390231376537	0.471615996854315	0.441398188510978	0.879123559995911	0.119124793082802	-0.579811964057912	0.433173115725388	0.0155262937840379	0.343336639125826
"TRINITY_DN41895_c0_g1_i2"	-0.0567716701348534	0.105302472337754	0.326947402104622	-0.356347208520214	0.515206091419942	0.293330203483895	0.771638953694792	-0.339861607496829	-0.237682470278962	-0.273519671599055	-0.358951597271883
"TRINITY_DN41895_c0_g1_i3"	0.64115397386081	0.0132463245716912	-0.292914615728806	-0.0896318273292233	-0.0517529483502723	-0.0905256692780018	-0.236043182155039	0.14918316287726	-0.0524263223766072	-0.146844609250855	-0.182138046567258
"TRINITY_DN41868_c1_g1_i6"	0.93084344742079	-0.13495069126203	-0.110673582160469	-0.133099863472995	-0.330215893766839	-0.361205995814655	-0.333192824574454	0.138685138359126	-0.0563843222485526	0.126613887568232	0.0607202325510601
"TRINITY_DN41846_c0_g1_i8"	-0.508678014533043	0.335703088741264	-0.275827116887151	0.697016257374416	0.663160911500035	0.919238032003241	0.234845368389318	-0.646665862021993	0.292878892618125	-0.217475930339406	0.134141944547705
"TRINITY_DN41805_c0_g1_i9"	-0.378253219659352	0.363064426720727	-0.19371663041666	0.641015176340528	0.520478472058	0.869785424152334	0.252329018161158	-0.806859172075763	0.403336403319834	-0.0125630222923426	0.448624546390392
"TRINITY_DN83372_c0_g1_i2"	-0.207864146212918	0.224242993431046	-0.184563751791797	0.0360826610696465	-0.139991239293078	0.51814307911113	0.137140108345158	-0.588626834109892	0.720842157222287	0.27292715663332	0.824732853285045
"TRINITY_DN83360_c0_g1_i1"	0.967562923501907	-0.0944572174912742	-0.175373267126839	-0.177570631911692	-0.211058343319498	-0.430356079252062	-0.317897565765977	0.290224582339875	-0.27232686503219	-0.0180389747101209	-0.231895172210388
"TRINITY_DN83364_c0_g2_i1"	0.399586461857826	-0.416755614409482	0.0279547647578889	-0.36514354827475	-0.536202529334047	-0.687409934362529	-0.476376666715447	0.926938515773729	-0.148432141841481	-0.021638435642937	-0.2522419240787
"TRINITY_DN15579_c2_g2_i1"	-0.211968976140026	0.0587025947739179	0.821991305698639	-0.45330583923628	0.0464724326157912	-0.212405156693746	0.444378425761131	0.0521211029855795	-0.362485236399222	0.198651278179035	-0.0860622369716799
"TRINITY_DN15502_c0_g1_i3"	0.0541341342584883	-0.12269368406056	0.44241020558709	-0.598082736773508	0.199822225867041	-0.194186567137713	0.517831683903972	0.266790220957529	-0.420415937226947	-0.327324533741951	-0.606336249374066
"TRINITY_DN15596_c0_g1_i1"	0.16807801222083	-0.337972712432593	0.257942806135468	-0.363834236997881	-0.545778502329033	-0.852222989688665	-0.371406414481309	0.740407359859812	-0.294741502240888	0.143761486560671	-0.258016925109084
"TRINITY_DN15585_c4_g1_i16"	-0.0817446323208636	0.124103846190255	-0.496001533895905	0.653650058920326	0.259619958579099	0.542653990761129	-0.266573723544677	-0.3472854341194	0.296543135767292	0.119233443732426	0.239354025729025
"TRINITY_DN15568_c0_g1_i1"	-0.307475424403148	0.517316279872344	-0.169519590437009	0.408877434848723	0.620272353985019	0.911832270042943	0.453429409852062	-0.845482656645036	0.293765855229253	0.00777329104205707	0.4074440926771
"TRINITY_DN15593_c1_g1_i10"	0.354756763740961	-0.400323722886885	0.0288626634815469	-0.357709095154759	-0.456457874734018	-0.69015377477504	-0.416540201287006	0.950344995913037	-0.269513903315078	-0.0191018348267012	-0.360400484631173
"TRINITY_DN15524_c0_g3_i1"	-0.053314781052172	-0.353023012837913	0.225829557261864	-0.195343328634454	-0.452471880615631	-0.710872426016464	-0.381474219456476	0.669194932829472	-0.217612734074843	0.0119042544807171	-0.318224155707453
"TRINITY_DN15584_c0_g1_i1"	-0.316721635110858	0.360065835605898	-0.492195219312158	0.574975706923184	0.483080257039937	0.864422586706613	0.0590812104748613	-0.593140524059675	0.370296661497271	-0.0298074916521108	0.355199512788981
"TRINITY_DN15578_c1_g1_i1"	-0.395459768594065	0.00791999950622004	-0.125801668047113	0.179282505840804	0.352738846144245	0.801301373630344	0.467907698974673	-0.598915774281231	0.566835875431308	-0.314299139581035	0.229518471689609
"TRINITY_DN15586_c0_g1_i14"	0.124180157261731	-0.354590446710098	0.297429727689957	-0.371155962911847	-0.564140816354021	-0.881128386025977	-0.379561186104919	0.753658715038442	-0.297639410980737	0.0498035938998478	-0.309572267227445
"TRINITY_DN15581_c1_g2_i1"	-0.780321269429069	0.258377300475323	-0.0426747141152603	0.38598481294989	0.498133003887601	0.835748000527907	0.447342613690784	-0.681992865598461	0.425880221918163	-0.11394165998045	0.318087646706675
"TRINITY_DN15582_c1_g2_i3"	-0.28458822925371	0.308595816133249	-0.355886738504438	0.00842938917687435	-0.402351263889679	0.217965528675894	-0.277739445543369	-0.252842439998806	0.594259777875897	0.654267728247642	0.960738933669715
"TRINITY_DN15582_c1_g2_i6"	-0.236473204493712	0.146359408606933	-0.33503516599224	0.0376441884004362	-0.440519927625586	0.27460732809738	-0.246826740839596	-0.314306774711543	0.776646673776549	0.42120467448286	0.941836509989934
"TRINITY_DN15582_c1_g1_i2"	-0.252491904216891	0.339039592156407	-0.184608911520482	0.584018737964673	0.415128428719947	0.803804206410266	0.204035965024814	-0.86908734118587	0.485560710681851	-0.104395110080669	0.500963250972542
"TRINITY_DN15582_c1_g1_i3"	-0.326767493450028	0.109307634882493	-0.0437348274402876	0.0262124880657658	-0.00173571710406131	0.366376822170994	0.168406797956758	-0.354585858892892	0.3267468364022	0.360254060736847	0.586541480967005
