"kMEblack"	"kMEblue"	"kMEpink"	"kMEred"	"kMEturquoise"	"kMEyellow"
"TRINITY_DN4706_c0_g1_i1"	-0.472500184165344	0.532395899782231	0.0899491514655115	-0.436312635032169	-0.707222923207672	0.820853230707776
"TRINITY_DN4706_c0_g1_i2"	-0.397668339534165	0.432732423153233	-0.152170971185866	-0.00878101078078861	-0.648475389931052	0.769149520783933
"TRINITY_DN4715_c3_g1_i3"	-0.141978711486881	0.602100142874947	0.231458248570327	-0.202318967653259	-0.275778678841779	0.225575547984566
"TRINITY_DN4715_c1_g1_i1"	0.30649599566339	-0.375389870339351	-0.0239563681326614	0.265317876090166	0.823175229298961	-0.632909783688929
"TRINITY_DN4715_c2_g1_i1"	0.384352197052056	-0.458978903078327	-0.162922643700374	0.137622688267733	0.883063545678914	-0.609101252367709
"TRINITY_DN4703_c0_g1_i1"	-0.421308674421454	0.843791910655323	-0.0394814213770563	-0.451512767968963	-0.640625267591048	0.777206596591688
"TRINITY_DN4749_c0_g1_i1"	0.334400804564522	-0.326021067460582	-0.0667699469369065	0.0521721829000266	0.786333889807866	-0.499453895138401
"TRINITY_DN4718_c0_g1_i1"	-0.470414487148139	0.602775316340802	0.0507185827548711	-0.424241439174174	-0.608914459687897	0.802787843124642
"TRINITY_DN4718_c0_g1_i2"	0.321295554400956	-0.532491165763492	-0.142573354365869	0.308198084077875	0.404992341521485	-0.507311639531617
"TRINITY_DN4724_c0_g1_i1"	0.131649341713328	-0.267703259607232	-0.199368320560559	0.188989513837656	0.569882748150213	-0.253082780297423
"TRINITY_DN4758_c0_g1_i2"	0.323704669761048	-0.358759212235894	-0.0884448157960293	0.024687691674012	0.833980668274575	-0.542252478931319
"TRINITY_DN4743_c0_g1_i14"	-0.488665929153207	0.881495242202974	0.285851715159656	-0.144361659935126	-0.633703473454478	0.450705931639831
"TRINITY_DN4707_c0_g1_i2"	0.078000457610901	-0.0996321307014655	0.336029264987904	0.000554011215567099	0.541194163037175	-0.414546307168419
"TRINITY_DN4720_c0_g1_i1"	0.188697763257777	-0.329381602447262	0.0173047612181352	-0.0239194397919382	0.752632429510538	-0.520146688962105
"TRINITY_DN4780_c0_g1_i2"	-0.084150259165089	0.245677129768922	0.0903036295339826	-0.376347489143019	-0.248485648363247	0.424457631425697
"TRINITY_DN4780_c0_g3_i3"	-0.373088277677479	0.512982265241037	-0.0508705017120721	-0.335088227584584	-0.737753215332252	0.891068531025449
"TRINITY_DN4714_c2_g1_i1"	0.35868280526803	-0.629936531603872	-0.238844038349494	0.234269895217863	0.770682480717511	-0.70587846629806
"TRINITY_DN4714_c0_g1_i17"	-0.112527140553147	0.565087663447228	-0.223442658851451	-0.365925996780668	-0.603003229785273	0.7839791209341
"TRINITY_DN4714_c0_g1_i2"	-0.250027468879766	0.518790631865245	0.187140280474429	0.0943807631658333	-0.370097609686908	0.356125802049453
"TRINITY_DN4714_c0_g1_i4"	-0.537626819937307	0.350565380802373	-0.127234478739843	-0.499061530889304	-0.485866745428022	0.650901193729334
"TRINITY_DN4714_c0_g1_i5"	0.363876507072296	-0.64935579393604	-0.0792447663930727	0.344551647941713	0.895832813244325	-0.885552851177074
"TRINITY_DN4714_c0_g1_i6"	0.436928290150487	-0.376038179621207	-0.0964342378250811	0.333456216749896	0.678195467810354	-0.508986481729791
"TRINITY_DN4730_c0_g2_i1"	-0.479083230688453	0.889014099112457	0.100333640000424	-0.437032199473096	-0.78435969684378	0.815652884026264
"TRINITY_DN4735_c0_g1_i1"	0.30407468134239	-0.586193493939244	-0.110230957834664	0.303465132092842	0.889677748887262	-0.827553278229466
"TRINITY_DN4754_c0_g1_i2"	0.0366216302528402	0.590578076128162	0.260678856802087	0.070864858981731	-0.187106284477257	0.10071048985289
"TRINITY_DN4739_c0_g1_i1"	0.455442064541329	-0.798353039326204	-0.297477045579464	0.25454917071649	0.805531871753927	-0.736093074748926
"TRINITY_DN4742_c0_g1_i1"	0.263810058026555	-0.545468126704752	-0.212106994760638	0.250787172285712	0.94785270981031	-0.709616245021732
"TRINITY_DN4744_c0_g1_i12"	-0.0198180862998646	0.286138557341743	-0.162369617129376	-0.33655322443141	-0.733866528511566	0.783003759312416
"TRINITY_DN4744_c0_g1_i5"	-0.144282125349736	-0.410494908813623	-0.0281058647172735	0.0702558621633216	0.218651727274074	-0.083472133142857
"TRINITY_DN4757_c0_g1_i1"	0.436015425075472	-0.660939054111115	-0.0842862720973513	0.177849569724114	0.867927432685064	-0.852716053348559
"TRINITY_DN4701_c0_g1_i2"	0.0215549938915861	-0.167315982561714	0.0550982843158954	0.0566016040937079	0.642684971096214	-0.38730033352274
"TRINITY_DN4711_c2_g1_i2"	-0.132040929417574	0.596114792252908	0.170043095833574	-0.227757433320995	-0.425571086746963	0.428544256274353
"TRINITY_DN4711_c8_g1_i1"	0.430382989767122	-0.372994901608019	-0.0930715106181329	-0.0144259342886442	0.616497617539832	-0.463044919939658
"TRINITY_DN4711_c4_g1_i2"	0.178340548252361	0.00250408378705271	0.164157036757079	-0.149468804669822	0.565342389267038	-0.379419155733408
"TRINITY_DN4704_c4_g1_i1"	0.452068769125638	-0.456903025144932	-0.0650851064993243	0.3095853773717	0.474068917739835	-0.606625259476117
"TRINITY_DN4704_c4_g1_i2"	0.413179131685134	-0.0385129666576087	-0.154315635087592	0.182435210828702	-0.0948600665728048	0.090256060755272
"TRINITY_DN4704_c4_g1_i3"	0.447284784940268	-0.762158537540932	-0.110180499336238	0.323656962122997	0.780255532022201	-0.874971003371037
"TRINITY_DN4704_c0_g1_i10"	0.356995553627802	-0.655289448343284	-0.124861668889029	0.386561987612965	0.871592080407885	-0.861259878352439
"TRINITY_DN4704_c0_g1_i16"	0.351066798669907	-0.643663069407697	-0.123927284727146	0.386160481539793	0.87273983335421	-0.861389745046927
"TRINITY_DN4704_c0_g1_i4"	0.293029663179552	-0.587346034263158	-0.078573549841147	0.325461775221277	0.853682230355526	-0.851553223351473
"TRINITY_DN4704_c14_g1_i1"	0.34481254624183	-0.531184654068656	-0.241526929095162	0.322547182646633	0.88226436746689	-0.659773386609253
"TRINITY_DN4704_c1_g1_i2"	0.065817708530005	-0.542681387842271	-0.24424247574249	0.094454953453107	0.85200935066781	-0.583941324769594
"TRINITY_DN4704_c2_g2_i1"	-0.341456543499151	0.831921724480463	0.242136197837937	-0.0201599717960484	-0.316517305777761	0.321962037897676
"TRINITY_DN4704_c2_g1_i1"	0.0347011921921014	-0.496969759553289	-0.189548388447126	0.17540034550778	0.067120637490622	-0.03977210389668
"TRINITY_DN4704_c2_g1_i4"	0.360504066794676	-0.144255818707444	-0.253099762460332	-0.0449928465903352	0.0905677802622508	0.178763680098284
"TRINITY_DN4704_c2_g1_i5"	0.400523046218675	-0.785067488343905	-0.331323205717384	0.339450720535187	0.906426493003581	-0.71998301614764
"TRINITY_DN4704_c2_g1_i6"	-0.108320455975674	-0.120816118040007	-0.20508528110846	-0.0374379446284964	-0.400133274256096	0.419702817820387
"TRINITY_DN4733_c0_g1_i1"	0.461081796077215	-0.678497194552464	-0.203579121539896	0.222704683414171	0.923130110048339	-0.753461786928737
"TRINITY_DN4790_c0_g1_i1"	-0.227496190988463	0.225911949610679	-0.00794638295702474	-0.219805975389407	-0.759318460673195	0.749009055938969
"TRINITY_DN4708_c0_g1_i1"	0.411347252862939	-0.471835305413172	-0.148527319315058	0.182787250058312	0.889971656635554	-0.64301988545089
"TRINITY_DN4702_c0_g1_i6"	0.147359196912072	-0.188174860862717	0.00770603636671256	0.260669608564309	0.530432635339091	-0.598616175499813
"TRINITY_DN4712_c0_g4_i1"	0.443473051641065	-0.726905339351258	-0.0870441810922767	0.301153196103141	0.786649983299237	-0.879160011800106
"TRINITY_DN4712_c0_g2_i1"	-0.366596182156973	0.888968751711984	0.496017087373309	-0.450939082645781	-0.553041853868519	0.439186791210591
"TRINITY_DN4712_c0_g1_i1"	-0.339457066378436	0.777778881377559	0.281940413378173	-0.082821419860017	-0.465086656659238	0.449458371187177
"TRINITY_DN4712_c0_g1_i2"	-0.126661794457772	0.580022831211063	0.353895452902857	-0.015278733651929	-0.146378552011609	0.139175735584868
"TRINITY_DN4712_c0_g3_i3"	0.00515944736907514	0.171579699948426	-0.431121609902079	0.162000139681884	-0.330842343848896	0.52755579894269
"TRINITY_DN4712_c4_g1_i1"	-0.567419457304483	0.875821089743641	0.289504093775618	-0.126247680409227	-0.555410561801024	0.492520540442139
"TRINITY_DN4741_c2_g2_i1"	0.385695198583779	-0.422345231721189	-0.379849590444116	0.439351977239978	0.768335689378606	-0.55115608983506
"TRINITY_DN4792_c0_g1_i1"	0.445955935754643	-0.744923344250026	-0.249987918078598	0.287461582711489	0.881146757129365	-0.716097162532679
"TRINITY_DN4792_c0_g2_i1"	0.51001905972938	-0.732827785811241	-0.207578140399951	0.270496891916224	0.902178945252199	-0.771003083079907
"TRINITY_DN4740_c0_g2_i8"	0.240497416391699	-0.637021688157557	-0.262040881387496	0.524297342461399	0.708572438936707	-0.757336875823178
"TRINITY_DN4783_c0_g1_i13"	0.0277881995202742	0.400504869194722	-0.222433706076397	-0.526290536562725	-0.178749664410069	0.372152519694266
"TRINITY_DN4783_c0_g1_i22"	0.368951244697932	-0.296199783340258	0.145387394379538	0.326132048123845	0.522227927823112	-0.608930269779053
"TRINITY_DN4783_c0_g1_i24"	-0.0111565370999056	0.234465859780481	-0.392780688750578	-0.0583617359443089	-0.550872627979303	0.642316262581626
"TRINITY_DN4774_c0_g1_i1"	0.432936068592122	-0.676082473096143	-0.167281457820133	0.216027874987936	0.87417381378854	-0.846236485257854
"TRINITY_DN4767_c0_g1_i1"	0.498383030921306	-0.481659220096003	0.0789420701195966	0.337509668287615	0.334664703979057	-0.478380082062727
"TRINITY_DN28940_c0_g1_i1"	0.243998644876206	-0.692943960538736	-0.159575891278636	0.162679667940119	0.892389005339295	-0.744544122343281
"TRINITY_DN28946_c0_g1_i1"	-0.224608113101969	0.28042276358924	0.974907431173851	-0.213457826644005	-0.215316160416772	-0.0891373528418254
"TRINITY_DN19767_c0_g1_i1"	-0.343404464371296	0.520901351080032	-0.141309529941116	-0.311265795555926	-0.762096127898785	0.934249695129589
"TRINITY_DN19730_c2_g1_i1"	-0.397516332681228	0.69708934933958	0.265510510818299	-0.129998494278813	-0.274910099129477	0.152136702977519
"TRINITY_DN19730_c3_g1_i1"	0.472286264761594	-0.799346227857224	-0.269835466341272	0.38430031362369	0.835309884095407	-0.739267183162664
"TRINITY_DN19757_c1_g1_i1"	0.392464096211456	-0.534118383594427	-0.22373337684539	0.286176316560697	0.716207338748394	-0.50261637734889
"TRINITY_DN19786_c0_g2_i1"	-0.475595162932519	0.711674482831713	0.0418001547960199	-0.226062225915879	-0.381122459665425	0.387987885706072
"TRINITY_DN19747_c0_g1_i4"	-0.134914430182814	0.421694283191558	0.116643022379227	0.228427959171554	0.0299477225107606	0.070229437825039
"TRINITY_DN19747_c0_g1_i7"	-0.115652294463994	0.486855396515911	0.115364426104552	-0.200356389115637	-0.287805008991498	0.326292069334568
"TRINITY_DN0_c4_g1_i4"	-0.0397028593502907	0.494157146324525	-0.181365546080634	-0.268072803541026	-0.221412537569312	0.469892503410868
"TRINITY_DN0_c0_g1_i12"	0.101415056883644	-0.124283532406083	0.0323651851589441	0.150331367799931	-0.263972428786035	0.0314821531986708
"TRINITY_DN0_c0_g1_i28"	0.17517118098371	0.0811042884452171	-0.0742799225855954	0.127361132145574	-0.0415527145442705	0.0580972327731951
"TRINITY_DN0_c0_g1_i34"	0.332834538510187	-0.679197372510783	-0.138525246078461	0.315585966717009	0.247182694512702	-0.350829135799873
"TRINITY_DN0_c0_g1_i39"	0.291987115582596	-0.480650713277994	-0.0944399455024749	0.324576573812951	0.765324005576876	-0.738895278712508
"TRINITY_DN0_c0_g1_i4"	-0.107142814787181	0.762228518240292	0.371443832863864	-0.0529863995399788	-0.266709242784748	0.182785976387004
"TRINITY_DN0_c2_g1_i1"	-0.360280606243835	0.92614847018799	0.479978487257117	-0.274204922932349	-0.590014926735421	0.381521808230883
"TRINITY_DN0_c2_g1_i14"	-0.31164037080966	0.757938306167934	0.273241621282863	-0.117198157187998	-0.219763450140907	0.0898767991925471
"TRINITY_DN0_c2_g1_i16"	0.0031929590489276	-0.183055340449934	-0.265876244727653	0.0248621529473023	-0.262233502490368	0.211700671899099
"TRINITY_DN0_c2_g1_i18"	0.182806750070115	0.0286140803139011	-0.189489076570339	0.185106704454369	-0.132344731500849	0.22286744539718
"TRINITY_DN0_c2_g1_i2"	-0.199673554718924	0.668408956890798	0.197638747484782	-0.369838418062293	-0.620788124123438	0.554622210652608
"TRINITY_DN0_c2_g1_i24"	-0.505530117724972	0.551884268069378	0.0656105892751158	-0.0343745189861954	-0.240463781758487	0.377996736936901
"TRINITY_DN0_c2_g1_i28"	-0.110396987506175	0.128191319486956	-0.069675265420847	0.247718178274348	-0.636555419535262	0.413214311128532
"TRINITY_DN0_c2_g1_i29"	-0.290392384403867	0.344078934815043	0.00732768323848457	-0.0727097587178283	-0.194738289321281	0.297733248360706
"TRINITY_DN0_c2_g1_i31"	-0.143787430989572	0.612386265202017	0.377435206237832	-0.267704018978115	-0.185065056241395	0.203102774043418
"TRINITY_DN0_c2_g1_i33"	0.0554777671958879	-0.111579355577268	-0.246053630238657	0.225583672465155	-0.191520135664804	0.0618102011744835
"TRINITY_DN0_c2_g1_i35"	0.0554241864697145	-0.307477627878097	-0.0349170485125709	0.288140828691333	0.23271566556048	-0.308092897242306
"TRINITY_DN0_c2_g1_i37"	-0.302690173841072	0.780680639412838	0.357803018864435	-0.231484360308636	-0.50787788776819	0.31245211142152
"TRINITY_DN0_c2_g1_i39"	-0.379892541478809	0.864949271059056	0.134606994462903	-0.339393907020856	-0.717884542355824	0.716759960794913
"TRINITY_DN0_c2_g1_i4"	-0.332548494137344	0.877724105274659	0.323231712766175	-0.341172805065547	-0.559183262269421	0.57084805640345
"TRINITY_DN0_c2_g1_i40"	-0.108549337089841	-0.0421776287976855	-0.2508333542345	0.256926755879187	0.0259928506656738	-0.0666660936845384
"TRINITY_DN0_c2_g1_i43"	-0.0298939592574785	-0.210888401153296	-0.152270153409371	-0.214000419167853	0.227884687981549	-0.219339238335579
"TRINITY_DN0_c2_g1_i6"	0.351408861411634	-0.589801697645657	-0.353231718027817	0.312076451708573	0.749671357074159	-0.68528825919929
"TRINITY_DN0_c2_g1_i7"	-0.0724833732134662	0.414951428509522	0.0131976095479935	-0.412240876699005	-0.299599775392006	0.347498940594676
"TRINITY_DN0_c2_g1_i9"	-0.539683947187543	0.651671033488947	0.219360145570514	-0.0769508753637126	-0.200561506152381	0.276886292147715
"TRINITY_DN0_c235_g1_i1"	0.423226262688077	-0.762017447291098	-0.198581760648961	0.235223873748522	0.937901367151337	-0.808402442063487
"TRINITY_DN0_c5_g3_i2"	-0.478426117804957	0.594197038656384	0.0148705804474516	-0.249455365391533	-0.821991570755082	0.709638710549286
"TRINITY_DN0_c162_g1_i1"	-0.226320965343339	0.727935187145905	0.346087551081554	-0.524143337282504	-0.480141493389087	0.420508791554509
"TRINITY_DN0_c51_g1_i1"	-0.316024252323198	0.723605574723916	0.222033698112475	-0.108280100057688	-0.410348215333946	0.251546108916695
