"kMEblack"	"kMEblue"	"kMEbrown"	"kMEgrey"	"kMEred"	"kMEyellow"
"TRINITY_DN4263_c0_g1_i1"	-0.139958638772639	-0.679102051193899	-0.0436488362937905	0.529199727913824	-0.458583261629712	0.526014737038193
"TRINITY_DN4279_c0_g1_i1"	-0.17059721587869	0.962402748634592	0.629501932725882	-0.381694661382694	0.318544545728291	-0.352503753280168
"TRINITY_DN4273_c0_g1_i1"	-0.44857897855855	0.739808235424332	0.427185442509469	0.0257529341218831	0.0581935718209943	0.00879788913412273
"TRINITY_DN4533_c0_g1_i1"	-0.446506904239207	0.495870687561215	0.94083593033103	-0.168839880193883	-0.447753468847461	0.377589714424185
"TRINITY_DN4518_c0_g1_i1"	-0.470564732016023	0.762080539620497	0.792614682777282	-0.177524951689183	-0.0348128631092633	0.0763519746536819
"TRINITY_DN4562_c0_g1_i1"	-0.168228154265141	0.941958964577264	0.567721281447546	-0.236202902125673	0.369962988474123	-0.363457269820554
"TRINITY_DN4534_c0_g1_i1"	-0.127033881102774	0.969501649968845	0.622075156955079	-0.366392586568048	0.325062762850166	-0.372084052724789
"TRINITY_DN4541_c0_g1_i1"	-0.232752364525627	0.991282282888925	0.651034064434995	-0.349777540866818	0.288636324058024	-0.303530242690126
"TRINITY_DN4548_c0_g1_i1"	0.90166900706546	0.0302504002806664	-0.390883451295732	-0.480839209796079	0.622583778088169	-0.774038457752763
"TRINITY_DN3634_c0_g1_i1"	-0.406870106778273	0.860040547319817	0.909984243858041	-0.327103410540851	-0.0726687453126952	0.0172431268652561
"TRINITY_DN3614_c0_g1_i1"	-0.136519424332387	0.958589133204967	0.616014190703263	-0.32185993097163	0.30763512265756	-0.378573648048226
"TRINITY_DN3640_c0_g1_i1"	-0.179159908669496	0.964036617774569	0.626124447219564	-0.321342753065086	0.331046555180044	-0.352551820207301
"TRINITY_DN3633_c0_g1_i1"	-0.422821678383654	0.342076888296001	0.845334788508344	-0.0858596102690428	-0.554065323671003	0.418599586010896
"TRINITY_DN3609_c0_g1_i1"	-0.228467303814115	0.973335036728653	0.605512465390391	-0.179263233672891	0.345113876219739	-0.321667336449989
"TRINITY_DN2745_c0_g1_i1"	-0.473426417146606	0.868989604857982	0.547938361166704	-0.116650721714692	0.0439899373988928	-0.0283887905236418
"TRINITY_DN2788_c0_g1_i1"	-0.217519448102128	0.974372963307078	0.652741388465454	-0.393151775447445	0.291996135692088	-0.316520520198421
"TRINITY_DN2735_c0_g1_i1"	-0.366176280251547	0.875226709616419	0.857916366553759	-0.354839022944057	0.0107723343177908	-0.0603210114973145
"TRINITY_DN2791_c0_g1_i1"	-0.665790610739761	0.551602181094981	0.883718100699564	-0.0863234974938285	-0.589684957719006	0.502632538449431
"TRINITY_DN2747_c0_g1_i1"	-0.046722424584814	0.946657260334692	0.584322099907807	-0.355889639795563	0.371471655611055	-0.437043905320534
"TRINITY_DN2720_c0_g1_i1"	-0.197558207130158	0.983845047692644	0.629187527920165	-0.320729677384523	0.30563931551597	-0.308969641767461
"TRINITY_DN2789_c1_g1_i1"	-0.430303462972475	0.781121360510795	0.921506130568915	0.0459246897182558	-0.141998085151318	0.141521768578451
"TRINITY_DN285_c0_g1_i1"	-0.118804732545781	0.905578793226358	0.528783284816428	-0.285784218768311	0.281992795718091	-0.351898388042195
"TRINITY_DN220_c0_g3_i3"	0.389229842649356	0.628122221030861	0.0125616016869713	-0.321041694197103	0.662627055479427	-0.675402668397162
"TRINITY_DN220_c0_g3_i4"	0.587598923007618	0.27952099448903	-0.321941870835558	-0.160527927975726	0.88539690559151	-0.854987650578413
"TRINITY_DN246_c0_g1_i2"	0.390049939026582	0.372046144265033	-0.292585893275612	-0.0494884526077188	0.897149004077809	-0.782882555937719
"TRINITY_DN268_c0_g1_i2"	-0.192745538201277	0.973378432643777	0.615793054322897	-0.31282344892962	0.281445700810419	-0.295925124766838
"TRINITY_DN205_c0_g1_i1"	-0.213791629443061	0.971918224169776	0.605186048969	-0.222113915574744	0.32418989801117	-0.317805083319488
"TRINITY_DN248_c0_g1_i1"	-0.198869791457766	0.963723925705321	0.652027150464748	-0.478471961177941	0.249655963287464	-0.322917180028466
"TRINITY_DN282_c0_g1_i8"	-0.747171691221328	0.116731634207007	0.750478582211535	0.178440434503779	-0.856285899830289	0.81954874446412
"TRINITY_DN263_c0_g1_i1"	-0.565206852889924	0.50663326070079	0.970069956153612	0.00419388795219396	-0.45893692451453	0.441731409414019
"TRINITY_DN273_c0_g1_i1"	-0.206188153983795	0.974187820289722	0.6523532380488	-0.398744538891415	0.28812114346052	-0.317846436617338
"TRINITY_DN211_c0_g1_i2"	-0.184667950303291	0.972419713448863	0.654503658793116	-0.454845648019154	0.257528669129206	-0.326169098900125
"TRINITY_DN226_c0_g1_i1"	-0.464783473663238	0.900575103064501	0.540312045401407	-0.344868223299398	0.174835976466192	-0.154041820360958
"TRINITY_DN244_c0_g1_i1"	-0.361224058059076	0.868956917419777	0.887028344642859	-0.20201684330431	-0.020172548671217	-0.0346957928688762
"TRINITY_DN267_c0_g1_i1"	-0.197277474107947	0.975684713741821	0.654327937160612	-0.418340186306007	0.278197729183765	-0.321486836491514
"TRINITY_DN237_c0_g1_i1"	0.164385918708704	0.0734748828156845	-0.247330877940109	0.256508606134516	0.662041474253335	-0.447392091127737
"TRINITY_DN237_c0_g1_i2"	0.0580462528385354	0.573140370829766	0.0377436082854014	0.0716409223022237	0.69422497868327	-0.533077194548976
"TRINITY_DN227_c0_g1_i2"	-0.358819590369807	0.860632586404036	0.884763693908908	-0.286835203316605	-0.00389400188712347	-0.0392972492633562
