baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TRINITY_DN441346_c0_g1_i1	21.7958937294169	21.3044107779994	3.90892457261677	5.45019746025375	5.03139254691965e-08	1.39765410014343e-06
TRINITY_DN14176_c0_g1_i5	16.4176861857945	20.9081260374688	3.90963456068936	5.34784663704789	8.90068336655117e-08	1.39765410014343e-06
TRINITY_DN22925_c0_g1_i1	16.700749740722	20.933804454328	3.90958581042016	5.35448138739747	8.58021519085503e-08	1.39765410014343e-06
TRINITY_DN26913_c0_g1_i1	15.8515590759396	20.8603195361157	3.90973738530977	5.33547844274532	9.52929506457963e-08	1.39765410014343e-06
TRINITY_DN581289_c0_g1_i1	16.4176861857945	20.9081260374688	3.90963456068936	5.34784663704789	8.90068336655117e-08	1.39765410014343e-06
TRINITY_DN33833_c0_g1_i2	16.9838132956495	19.9765259244672	3.90953775066391	5.10968999367633	3.2268784696071e-07	3.88408746841267e-06
TRINITY_DN9113_c0_g4_i1	19.8144488449244	20.1907321438863	3.9091416601828	5.16500395714544	2.40433836178096e-07	3.02210060309616e-06
TRINITY_DN579708_c0_g1_i1	16.700749740722	20.933804454328	3.90958581042016	5.35448138739747	8.58021519085503e-08	1.39765410014343e-06
TRINITY_DN5408_c0_g1_i10	15.8515590759396	20.8603195361157	3.90973738530977	5.33547844274532	9.52929506457963e-08	1.39765410014343e-06
TRINITY_DN10660_c0_g1_i4	18.965258180142	19.4484207378431	3.90924894475202	4.97497627106907	6.52556329875975e-07	7.59445333803643e-06
TRINITY_DN617678_c0_g1_i1	15.8515590759396	20.8603195361157	3.90973738530977	5.33547844274532	9.52929506457963e-08	1.39765410014343e-06
TRINITY_DN48104_c0_g9_i1	20.6636395097069	20.243498452153	3.90904375487689	5.1786318397939	2.23519084185514e-07	2.88287025873623e-06
TRINITY_DN43730_c0_g1_i1	15.2854319660846	20.8098329577719	3.90984781578461	5.32241507553303	1.02398592833641e-07	1.39765410014343e-06
TRINITY_DN440274_c0_g1_i1	18.6821946252145	21.0899190723082	3.9092857677312	5.39482665769609	6.85897367594243e-08	1.39765410014343e-06
TRINITY_DN20980_c0_g3_i1	15.5684955210121	20.8345036255348	3.9097915802687	5.32880159921541	9.88629196309198e-08	1.39765410014343e-06
TRINITY_DN629229_c0_g1_i1	15.2854319660846	20.8098329577719	3.90984781578461	5.32241507553303	1.02398592833641e-07	1.39765410014343e-06
TRINITY_DN28206_c0_g1_i1	23.4942750589818	21.4061843916707	3.90876796188886	5.47645309222357	4.33935735367574e-08	1.39765410014343e-06
TRINITY_DN230941_c0_g1_i1	16.9838132956495	19.9765259244672	3.90953775066391	5.10968999367633	3.2268784696071e-07	3.88408746841267e-06
TRINITY_DN21545_c0_g4_i1	18.1160675153595	21.0428323690694	3.90936479195787	5.38267301438779	7.33877808475144e-08	1.39765410014343e-06
TRINITY_DN89074_c0_g5_i2	22.9281479491269	21.3351417907162	3.90881800158659	5.45820802658408	4.80963959499293e-08	1.39765410014343e-06
TRINITY_DN78307_c0_g3_i1	23.7773386139093	21.4254510473303	3.90874401295208	5.48141576330775	4.21935611581847e-08	1.39765410014343e-06
TRINITY_DN1913_c1_g1_i1	18.1160675153595	21.0428323690694	3.90936479195787	5.38267301438779	7.33877808475144e-08	1.39765410014343e-06
TRINITY_DN73525_c0_g4_i1	20.3805759547794	21.2107011575364	3.90907506166334	5.42601531639843	5.76260162269278e-08	1.39765410014343e-06
TRINITY_DN158328_c0_g1_i15	18.6821946252145	21.0899190723082	3.9092857677312	5.39482665769609	6.85897367594243e-08	1.39765410014343e-06
TRINITY_DN20352_c0_g1_i11	17.5499404055045	20.9996856229297	3.90944900919397	5.37152053231647	7.80754762821863e-08	1.39765410014343e-06
TRINITY_DN18910_c2_g1_i22	20.0975123998519	21.1912251993383	3.90910770444249	5.42098780631079	5.92706033869163e-08	1.39765410014343e-06
TRINITY_DN23863_c0_g1_i1	15.5684955210121	20.8345036255348	3.9097915802687	5.32880159921541	9.88629196309198e-08	1.39765410014343e-06
TRINITY_DN609791_c0_g1_i1	16.134622630867	20.8857209261556	3.9096850828708	5.34204686143663	9.19028878855041e-08	1.39765410014343e-06
TRINITY_DN113936_c0_g1_i4	20.0975123998519	21.1912251993383	3.90910770444249	5.42098780631079	5.92706033869163e-08	1.39765410014343e-06
TRINITY_DN164786_c0_g3_i1	18.399131070287	21.0683660802145	3.90932467177527	5.38925974409977	7.07484909777826e-08	1.39765410014343e-06
TRINITY_DN26886_c1_g1_i1	17.266876850577	20.9799666106037	3.90949308245536	5.36641609746172	8.0316535842182e-08	1.39765410014343e-06
TRINITY_DN18501_c7_g1_i1	17.266876850577	20.9799666106037	3.90949308245536	5.36641609746172	8.0316535842182e-08	1.39765410014343e-06
TRINITY_DN64859_c1_g2_i4	23.4942750589818	21.4061843916707	3.90876796188886	5.47645309222357	4.33935735367574e-08	1.39765410014343e-06
TRINITY_DN46604_c0_g1_i1	16.9838132956495	19.9765259244672	3.90953775066391	5.10968999367633	3.2268784696071e-07	3.88408746841267e-06
TRINITY_DN28597_c0_g1_i2	17.266876850577	20.9799666106037	3.90949308245536	5.36641609746172	8.0316535842182e-08	1.39765410014343e-06
TRINITY_DN18775_c0_g1_i1	19.531385289997	21.1518255958371	3.9091758308398	5.41081458372086	6.27387056003184e-08	1.39765410014343e-06
TRINITY_DN249669_c0_g2_i1	19.2483217350695	21.1302077529926	3.90921139409772	5.405235384532	6.47233385349563e-08	1.39765410014343e-06
