baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TRINITY_DN5714_c0_g1_i9	402.889146366732	-26.0806085402124	3.57475023694046	-7.2957848273434	2.96923112018235e-13	9.04427799207542e-10
TRINITY_DN7323_c0_g1_i1	17.5957295437165	-20.6271694253446	4.61985936856891	-4.46489119683622	8.01094514578217e-06	0.00175549200820521
TRINITY_DN32425_c0_g1_i1	5.08819021841813	-21.3360227937445	4.76729271449476	-4.47550089149616	7.62323807845613e-06	0.00169401408212894
TRINITY_DN11491_c1_g1_i1	20.8848065238109	-23.4821275937868	4.60324150473685	-5.10121564763072	3.37478766424695e-07	0.000114217813614403
TRINITY_DN33315_c0_g1_i1	35.8857318205841	-25.6284306402996	3.68222965295977	-6.96003048579535	3.40199112350322e-12	6.09556762481813e-09
TRINITY_DN1910_c0_g1_i16	37.5280879703846	-21.6739308031144	4.84412417416354	-4.47427233982022	7.66719680966048e-06	0.00169401408212894
TRINITY_DN18283_c0_g1_i3	32.2920380796836	-20.169269872553	3.19367803197411	-6.31537358200314	2.69509622514123e-10	2.56539471930631e-07
TRINITY_DN1019_c0_g1_i12	45.2065228552208	19.5358153006529	3.46192432987938	5.64305092749775	1.67062902702962e-08	8.77368278677967e-06
TRINITY_DN31364_c0_g1_i1	9.65028491652533	-21.8843729023702	4.73529729537832	-4.62154148668332	3.80899139953953e-06	0.000913558094724205
TRINITY_DN226_c0_g1_i18	11.5288002162244	17.8347802550072	2.79565590465492	6.37946187344133	1.77711319533323e-10	1.74615702999516e-07
TRINITY_DN482_c0_g1_i1	48.3830966457711	-26.5978228174146	3.79103891408465	-7.01597198556761	2.28355809872784e-12	4.9683699776607e-09
TRINITY_DN33754_c0_g1_i1	21.6779183129914	-24.30184919655	3.92633279359052	-6.18945221256362	6.03736519330743e-10	5.1082817718929e-07
TRINITY_DN24178_c0_g1_i1	5.28229106310565	-21.421995241704	4.83093919157039	-4.43433344784875	9.23575865921237e-06	0.00194014626730765
TRINITY_DN4986_c0_g1_i12	35.6431747653322	18.9566641374368	3.49892350379872	5.4178561254214	6.03179222787577e-08	2.783763503956e-05
