"id173_TPM"	"id272_TPM"
"TRINITY_DN11690_c0_g1_i5"	916.856	0
"TRINITY_DN11690_c0_g1_i8"	1076.34	0
"TRINITY_DN2925_c0_g1_i1"	3068.25	0
"TRINITY_DN2038_c0_g1_i1"	1826.64	0
"TRINITY_DN1152_c0_g1_i1"	1138.53	2.65507
"TRINITY_DN33592_c0_g1_i1"	949.653	0
"TRINITY_DN5121_c0_g1_i1"	3719.15	0
"TRINITY_DN4295_c0_g1_i1"	1063.35	0
"TRINITY_DN27691_c0_g1_i1"	3174.92	0
"TRINITY_DN35973_c0_g1_i1"	7995.06	0
"TRINITY_DN35958_c0_g1_i1"	6518.89	0
"TRINITY_DN26819_c0_g1_i1"	1352.24	0
"TRINITY_DN3654_c0_g1_i1"	1947.1	0.215335
"TRINITY_DN3631_c0_g1_i1"	10649.5	0
"TRINITY_DN2711_c0_g1_i1"	2358.43	1.04929
"TRINITY_DN2795_c0_g1_i1"	1150.48	0
"TRINITY_DN298_c0_g1_i1"	1107.2	0
"TRINITY_DN40712_c0_g1_i1"	2402.93	0
"TRINITY_DN13407_c0_g1_i2"	1330.89	0
"TRINITY_DN30795_c0_g1_i1"	1336.01	0.195863
"TRINITY_DN4089_c0_g1_i1"	1943.17	0
"TRINITY_DN12711_c0_g1_i14"	1993.15	0
"TRINITY_DN12711_c0_g1_i7"	6597.22	0.223751
"TRINITY_DN17391_c0_g1_i1"	30574	0
"TRINITY_DN3443_c0_g5_i1"	1563.72	0.878608
"TRINITY_DN3443_c0_g3_i1"	1353.59	0.381907
"TRINITY_DN2557_c0_g1_i1"	8456.75	0
"TRINITY_DN9227_c0_g1_i1"	943.452	0
"TRINITY_DN13019_c0_g1_i1"	4162.47	0
"TRINITY_DN30457_c0_g1_i1"	11458.7	0
"TRINITY_DN2828_c0_g1_i1"	1584.73	0
"TRINITY_DN40979_c0_g1_i1"	2026.32	0
"TRINITY_DN8144_c0_g1_i1"	1002.93	0
"TRINITY_DN27507_c0_g1_i1"	1440.52	0
"TRINITY_DN3561_c0_g1_i1"	930.253	0
"TRINITY_DN2624_c0_g1_i1"	1282.41	0
"TRINITY_DN39625_c0_g1_i1"	2242.13	0
"TRINITY_DN5711_c0_g1_i1"	2968.79	0
"TRINITY_DN172_c0_g1_i26"	1250.93	0.228184
"TRINITY_DN4852_c0_g1_i1"	3135.77	1.39555
"TRINITY_DN1291_c0_g1_i1"	3246.71	0.522025
"TRINITY_DN1282_c0_g1_i1"	937.208	0
"TRINITY_DN22076_c0_g1_i1"	6813.3	4.04853
"TRINITY_DN7378_c0_g1_i2"	4459.81	1.67757
"TRINITY_DN35987_c0_g1_i1"	1102.52	0
"TRINITY_DN9510_c0_g1_i1"	1771.91	0
"TRINITY_DN9863_c0_g1_i1"	5137.96	0
"TRINITY_DN1327_c0_g1_i1"	12431.9	0
"TRINITY_DN27379_c0_g1_i1"	933.147	0
"TRINITY_DN25789_c0_g1_i1"	2196.41	0
"TRINITY_DN8451_c0_g1_i1"	3319.36	0
"TRINITY_DN13237_c0_g1_i1"	993.003	0
"TRINITY_DN30552_c0_g1_i1"	1856.73	0
