"kMEblack"	"kMEgreenyellow"	"kMEgrey"	"kMEmagenta"	"kMEred"	"kMEtan"	"kMEyellow"
"TRINITY_DN4744_c0_g1_i5"	-0.766176589154233	-0.17043910277119	0.296525664881877	0.102649620547058	0.36271599253487	-0.0481159100378593	-0.127314827955157
"TRINITY_DN4757_c0_g1_i1"	-0.664630959661702	-0.0687460618455373	-0.134223894002059	0.241142610601544	0.937194041938465	0.36078767473357	-0.852830381808535
"TRINITY_DN4711_c2_g1_i2"	0.585770591069339	0.0950532770052135	-0.439433454121527	-0.217317113242233	-0.521183583947063	-0.0434158667228669	0.41831263870727
"TRINITY_DN4711_c8_g1_i1"	-0.46938577721176	-0.0943157696682766	0.0562334635512019	0.0718202623367966	0.643588366655218	0.43836004609572	-0.463756213720314
"TRINITY_DN4711_c4_g1_i2"	-0.0546267739935858	0.137269185763111	-0.0238038245051357	-0.0850335516067368	0.553605284919383	0.239979182298392	-0.45037899098269
"TRINITY_DN4704_c4_g1_i1"	-0.515870681402332	-0.021579578047484	-0.0206263166658048	0.498921603688939	0.605526238723345	0.35647144256055	-0.686016446919948
"TRINITY_DN4704_c4_g1_i3"	-0.714798277964157	-0.0259605800758538	-0.0387821081720833	0.446711610180284	0.867074955908737	0.418979194453026	-0.904514701376166
"TRINITY_DN4704_c0_g1_i10"	-0.598279410226705	-0.054448568493385	-0.111574478454907	0.418138407179787	0.879303049662044	0.367445159283912	-0.866432238785416
"TRINITY_DN4704_c0_g1_i16"	-0.598360481432496	-0.0550419904669705	-0.104615116838127	0.419749494543779	0.878939168677106	0.363335160625155	-0.86638203192682
"TRINITY_DN4704_c0_g1_i4"	-0.574731792983699	-0.0270696019016693	-0.0951105513415475	0.380013919645284	0.863868929846958	0.343808197970811	-0.880731315509376
"TRINITY_DN4704_c14_g1_i1"	-0.648804747785606	-0.196889107586054	0.039039283791943	0.399509135267793	0.909462366376394	0.491291754222546	-0.733580432489034
"TRINITY_DN4704_c1_g1_i2"	-0.705060880636363	-0.18969811983472	-0.0740383588951753	0.0671196779967204	0.91140533667104	0.347875448225396	-0.674871148134959
"TRINITY_DN4704_c2_g2_i1"	0.762419107220108	0.202023801206442	0.01997704435373	-0.0766915750100153	-0.269183516173776	-0.0902990886419521	0.0794427238757263
"TRINITY_DN4704_c2_g1_i1"	-0.590138848614115	-0.254989613026949	0.376788240295909	0.320456461452683	0.072265177089978	0.146184484022834	0.0426198278950124
"TRINITY_DN4704_c2_g1_i5"	-0.800052423078532	-0.286093454687822	-0.00177251644597602	0.454202661659969	0.93649895802306	0.461482212979501	-0.722788585304445
"TRINITY_DN4704_c2_g1_i6"	-0.192586414941729	-0.0960007094093589	0.158801652910843	-0.00370155724757124	-0.322229169370004	-0.057465241451779	0.432938184694686
"TRINITY_DN4733_c0_g1_i1"	-0.664791108788509	-0.183235839141873	0.0106434798370413	0.299457753172483	0.968613940944744	0.422402540821299	-0.752074793528901
"TRINITY_DN4790_c0_g1_i1"	0.21834791063993	-0.0243013680384603	-0.0491338362619292	-0.272185296923547	-0.72531088818313	-0.214620881665172	0.794117438622167
"TRINITY_DN4708_c0_g1_i1"	-0.496637056253139	-0.163459107077191	-0.0935294437653933	0.242820487522995	0.870339279899961	0.45544620168158	-0.632555616033746
"TRINITY_DN4702_c0_g1_i6"	-0.284556497618522	0.0480388349180426	0.113907542547746	0.3513420397994	0.58310213990156	0.205430244602546	-0.710848686778495
"TRINITY_DN4712_c0_g2_i1"	0.942892548387409	0.481670317366593	0.0318428803070806	-0.471989577903766	-0.571388746426038	-0.489703989467467	0.323501691029568
"TRINITY_DN4712_c0_g1_i1"	0.742983383094675	0.302466846948173	0.155984817172715	-0.100932716482097	-0.486429157775066	-0.23490359176426	0.312509324341785
"TRINITY_DN4712_c0_g1_i2"	0.521910763303211	0.375795092058895	0.190014894229	0.0137739846470097	-0.116520641887194	-0.101857573840973	-0.0386929439728923
"TRINITY_DN4712_c0_g3_i3"	0.0809060138213601	-0.472162720298048	0.0592352194555038	0.125011160957235	-0.317471331318047	-0.0510062370762868	0.56608355839514
"TRINITY_DN4712_c4_g1_i1"	0.884910052275818	0.258612361276635	0.0575981683237872	-0.173334511194253	-0.615463532668146	-0.57717356455575	0.352393605859195
"TRINITY_DN4741_c2_g2_i1"	-0.433101934592574	-0.395586026323545	0.229164905863974	0.576563431699433	0.745322644173182	0.417943614165098	-0.59084899867943
"TRINITY_DN4792_c0_g1_i1"	-0.752027925456209	-0.195288488061523	-0.0266293182508797	0.389774028684497	0.882286470489208	0.498618670065045	-0.6928185764011
"TRINITY_DN4792_c0_g2_i1"	-0.739184514175802	-0.150597869665209	-0.0784970533406961	0.394886272496173	0.92086598962753	0.561799338328981	-0.75601910618999
"TRINITY_DN4740_c0_g2_i8"	-0.705228125233827	-0.260582511571362	0.325275024487659	0.618825479867481	0.79929916677094	0.22699383148511	-0.754415252288061
"TRINITY_DN4783_c0_g1_i13"	0.424224649280752	-0.236520649425333	-0.172864078817654	-0.522118906456955	-0.219887152992583	-0.0693594697802268	0.371988653145543
"TRINITY_DN4783_c0_g1_i24"	0.280477727956476	-0.430592404427566	0.0751501759361839	-0.0123894135986384	-0.695133233286135	-0.214216557442674	0.785308207984797
"TRINITY_DN4774_c0_g1_i1"	-0.697607811446595	-0.143837369221406	-0.068099125852238	0.314266084097298	0.897444765053234	0.470888164739705	-0.835998746282899
"TRINITY_DN28940_c0_g1_i1"	-0.683426665365932	-0.0876853705110863	-0.108764632481175	0.156411490420979	0.877619972646395	0.237480967865692	-0.72412042005407
"TRINITY_DN28946_c0_g1_i1"	0.235237728522074	0.971862660637844	-0.00391173238261571	-0.202278713250552	-0.205288328534607	-0.379094411766263	-0.109423691135632
"TRINITY_DN19730_c2_g1_i1"	0.624296038960778	0.189219520834989	0.166868804950592	-0.042237352887587	-0.286985204084607	-0.368578856370696	-0.021769429285158
"TRINITY_DN19730_c3_g1_i1"	-0.843501562651192	-0.294914708616037	-0.0839928096386889	0.480719536158663	0.867947740273678	0.548949821991512	-0.694170426337933
"TRINITY_DN19757_c1_g1_i1"	-0.681371951940092	-0.168088349832563	0.077758187374738	0.434316846595084	0.743590881958957	0.46377160782429	-0.588687107917903
"TRINITY_DN19786_c0_g2_i1"	0.709327753359401	-0.0202036558458631	0.297064057616331	-0.213664645238123	-0.493275154178577	-0.340415797479079	0.327759789312349
"TRINITY_DN0_c0_g1_i12"	-0.116081851855458	0.113783417306695	-0.0347875507546797	0.223024978409644	-0.212613092323837	0.0555017364388792	0.074715212235725
"TRINITY_DN0_c0_g1_i28"	-0.014168070751814	-0.168065518063281	-0.163067992153967	0.232381355933746	-0.0239385219063212	0.184294568232349	0.0424894355532931
"TRINITY_DN0_c0_g1_i39"	-0.544050926379487	-0.0744197377886691	0.10150420371463	0.441457352537216	0.803389252745325	0.313039380503391	-0.788948135725265
"TRINITY_DN0_c0_g1_i4"	0.704677162397583	0.32274581158468	-0.0845564812196183	-0.0380114716753264	-0.229053797833327	-0.0196180225434781	0.0128892260172888
"TRINITY_DN0_c2_g1_i1"	0.933696618002629	0.469641824836055	-0.0538695184885193	-0.291287503217669	-0.607730099797584	-0.399100861527382	0.264976271013651
"TRINITY_DN0_c2_g1_i14"	0.749675071398463	0.355100253281478	-0.138306944209261	-0.112562523059989	-0.208755264177863	-0.251065807712458	-0.153476561353514
"TRINITY_DN0_c2_g1_i16"	-0.280338832119903	-0.212856059418835	-0.483197107920122	0.0633704426952328	-0.131193262459673	0.173981828931987	0.208903769393072
"TRINITY_DN0_c2_g1_i18"	-0.197912326478802	-0.252669971166559	0.187875774051234	0.290846040883664	0.0636420882786292	0.38887671927769	0.146292830908239
"TRINITY_DN0_c2_g1_i2"	0.841993823990568	0.315384369426729	0.0874702441157059	-0.391114362494614	-0.701835407375375	-0.263526067792755	0.563374456151658
"TRINITY_DN0_c2_g1_i24"	0.478944685585353	-0.0752144511363909	0.452069219401821	-0.0638915638529884	-0.348736609276792	-0.177431661014748	0.356507950166071
"TRINITY_DN0_c2_g1_i28"	0.0574502496825065	-0.0192338475576045	-0.148926672042662	0.278479141138844	-0.597579215578935	-0.0492345027534764	0.433353288942436
"TRINITY_DN0_c2_g1_i33"	-0.292214959722774	-0.209730505815675	-0.394939474775476	0.221371336498392	0.00282101619400895	0.369877809848937	-0.0403878495205729
"TRINITY_DN0_c2_g1_i35"	-0.293142092208617	0.00123327651291084	0.244959367310736	0.412471001200718	0.197005243072641	-0.0569912637200945	-0.232336105640879
"TRINITY_DN0_c2_g1_i37"	0.763865612793975	0.374648292465175	-0.333037079608773	-0.319589832982036	-0.47338860115172	-0.233375106075373	0.165319389878135
"TRINITY_DN0_c2_g1_i4"	0.867815079778396	0.309100129212465	-0.0570468956348151	-0.426500908897161	-0.630226507406801	-0.131646529227916	0.486662722179902
"TRINITY_DN0_c2_g1_i40"	-0.122352699959475	-0.195038161655203	-0.212870673713418	0.408852137610753	0.0815244870224043	0.116633052971827	-0.14161022762757
"TRINITY_DN0_c2_g1_i6"	-0.618307526190097	-0.345968507066979	-0.114951987299859	0.411633269766403	0.770806433178795	0.426365172433453	-0.682955713717635
"TRINITY_DN0_c2_g1_i7"	0.441948403570964	-0.06492427032115	0.0285420782945588	-0.361006789392352	-0.337908917107167	-0.21667315748087	0.369530258704845
"TRINITY_DN0_c2_g1_i9"	0.684415419721135	0.31259611860553	-0.00662902875566607	-0.218415739296808	-0.196408405613192	-0.172249383822021	0.012836003170283
"TRINITY_DN0_c235_g1_i1"	-0.781613444437222	-0.120475139309533	-0.0782230859505179	0.315673007027536	0.966063251827757	0.436396113460907	-0.807613358734175
"TRINITY_DN0_c5_g3_i2"	0.483194003407807	-0.0643575759641522	-0.158193277746055	-0.344385851548119	-0.814809014208524	-0.456121133177254	0.726768737984107
"TRINITY_DN0_c162_g1_i1"	0.858027077268879	0.377548877149763	-0.0334890522663487	-0.539117306750348	-0.532036192593238	-0.394390959638002	0.387574435171034
"TRINITY_DN0_c51_g1_i1"	0.771721665466563	0.166866198274338	0.177730338794603	-0.204682139894201	-0.395279420499856	-0.385051854153404	0.16296426291774
"TRINITY_DN0_c138_g1_i1"	0.958777522341012	0.212713809166974	-0.0599561737941626	-0.502949726299439	-0.746199053797258	-0.405703980834704	0.548661992398297
"TRINITY_DN0_c2_g3_i1"	-0.627455308283021	-0.318907790296343	0.0610075688526006	0.27305970794729	0.867543914574177	0.553148898420245	-0.665786056972537
"TRINITY_DN0_c10_g1_i1"	-0.503964312587769	-0.122329822764847	-0.151782243900115	-0.0181550412345848	0.881497298114128	0.343495080250764	-0.645069409113753
"TRINITY_DN0_c13_g1_i4"	0.469347804280736	-0.0100160317074839	-0.115374814857496	-0.484305798235741	-0.575508838284259	-0.216539568029864	0.704312291258378
"TRINITY_DN0_c2_g2_i1"	0.685819385423138	0.0281453593543301	-0.0441825183504957	-0.746385752697328	-0.638368534165286	-0.253591254592898	0.764326331402788
"TRINITY_DN0_c152_g1_i1"	0.116466949872278	-0.229578150785831	0.300317310720169	-0.103531887207589	-0.311141240284609	-0.192073618072314	0.51548335493725
"TRINITY_DN0_c60_g3_i1"	0.841879459021214	0.0442970592301169	0.288266774939546	-0.43698222951057	-0.742186938885705	-0.602814262097129	0.654996010112739
