"kMEblack"	"kMEbrown"	"kMEgreenyellow"	"kMEgrey"	"kMEmagenta"	"kMEpurple"	"kMEred"
"TRINITY_DN5696_c0_g1_i1"	0.700641636770707	-0.42620413064315	0.197337908936481	-0.0689844283083725	-0.122318075227204	0.0648017710162324	-0.313965018144753
"TRINITY_DN5624_c0_g1_i1"	0.887274860754704	-0.658628888402507	0.398811828794009	-0.28152397388376	0.0248285954302344	-0.148715211393176	-0.563431449178839
"TRINITY_DN5660_c1_g1_i2"	0.859696582353467	-0.588608725596235	0.404785434346121	0.0682501557037694	0.27608926640626	-0.37065452429446	-0.691161831422855
"TRINITY_DN5660_c2_g1_i1"	0.710461957017233	-0.406269019766071	0.384371244907207	0.321049343079504	0.289697097397217	-0.442474436947503	-0.709168670665006
"TRINITY_DN5660_c2_g1_i2"	0.455565240219161	-0.329336729664661	0.222236763942551	0.353652676566725	0.21823291848156	0.148107950950479	-0.194659122542739
"TRINITY_DN5671_c0_g1_i1"	-0.290485334237154	0.222074104008897	-0.316913012430941	-0.0387798306130571	-0.385458616270446	0.297497503983498	0.714647237806705
"TRINITY_DN5671_c0_g1_i12"	-0.202140764167844	0.116768478015602	-0.203320050317372	0.044898008224232	-0.378702614668802	0.312932403535865	0.707517008174554
"TRINITY_DN5671_c0_g1_i8"	-0.617382018264704	0.473816125128772	-0.441524081787336	0.0593142065077038	-0.348768022484916	0.209084685264044	0.928501342359545
"TRINITY_DN5683_c0_g1_i1"	0.929260106098032	-0.709493368782134	0.423896917445777	-0.192747618020584	0.12792888536808	-0.264567194101086	-0.718160638937565
"TRINITY_DN5658_c1_g1_i2"	0.174861656826941	-0.468328070981548	-0.185976617032224	-0.0700437766291589	0.0802497775096928	0.84119563493644	0.202568937213263
"TRINITY_DN5642_c0_g1_i1"	-0.63486609621275	0.865577340166761	-0.450525057548257	0.122171607454783	-0.576645517316825	-0.0626361347161649	0.243360310209149
"TRINITY_DN5681_c0_g1_i1"	0.0687420492870248	0.228581362338045	0.0149061614388071	0.138641811722628	-0.266908887633977	-0.354908774622211	-0.24179050164026
"TRINITY_DN5622_c0_g1_i1"	0.874377964913803	-0.753609121142633	0.423887426923793	-0.262809258876558	0.142439209151134	-0.19782553463963	-0.570714153779531
"TRINITY_DN5635_c0_g1_i1"	0.975876962217286	-0.851313040745095	0.372436608379085	-0.104870300764492	0.319968863556168	-0.16742928570645	-0.633979866140957
"TRINITY_DN5611_c0_g2_i2"	0.806692010684479	-0.750240656763147	0.459938345359177	-0.0243007193317048	0.376810829469134	-0.0092700312946189	-0.372221583519149
"TRINITY_DN37977_c0_g1_i1"	-0.413496804295774	0.0514856751933666	-0.34947815704237	-0.360864357232488	-0.270292290502953	0.453926842887689	0.859952519917152
"TRINITY_DN37897_c0_g1_i1"	0.266671483557824	-0.344823860374899	-0.0948997345164235	-0.0916908367262532	-0.269800646216821	0.29136293348962	0.013065751250644
"TRINITY_DN37941_c0_g1_i1"	0.341252950185279	-0.485288060014592	0.290990585885167	0.1336297639153	0.98309920143843	-0.190251988998101	-0.472932352887956
"TRINITY_DN28830_c0_g1_i1"	0.963806499148846	-0.863479303481915	0.339171164419468	-0.0335408275859458	0.342246873661688	-0.0621852720046509	-0.595086702290842
"TRINITY_DN28802_c0_g1_i1"	0.884726469120848	-0.734339287390875	0.470454723017899	-0.00566944334420966	0.472052366606004	-0.0754926168471436	-0.593998918846744
"TRINITY_DN28816_c0_g1_i1"	0.847344464402308	-0.687460310158938	0.28103758956543	-0.0206059309982274	0.286840490519249	0.0126581008751992	-0.47152120308351
"TRINITY_DN12423_c0_g2_i1"	0.356863254610875	-0.370118969181518	0.217966672742539	-0.0884357515905992	0.206583655196068	0.033077615623928	0.0949545246848313
"TRINITY_DN12428_c0_g1_i1"	0.735685713384537	-0.62987161438766	0.320847527892129	-0.180474934560507	0.0793525854966001	0.229098651907728	-0.265132395047659
"TRINITY_DN12499_c0_g1_i1"	0.899420761844654	-0.79865072458403	0.516749666604585	-0.158007117487601	0.25186209358144	-0.139464548347219	-0.677164658813949
"TRINITY_DN12451_c0_g1_i1"	0.917084031189625	-0.657511616953126	0.383327274602225	-0.00404574552263207	0.199344882140919	-0.244243028504776	-0.659125303194817
"TRINITY_DN12437_c0_g2_i1"	-0.678398347013469	0.868567887897196	-0.393783471981305	0.169928085830688	-0.345346579181696	-0.060152868191653	0.28634808189392
"TRINITY_DN12415_c1_g1_i1"	0.920388082533649	-0.675942800891884	0.29460928401911	-0.10007132581277	0.124234789014192	-0.144532699636128	-0.53034732013953
"TRINITY_DN12415_c2_g1_i3"	0.847291127412113	-0.604695163181781	0.261555881183259	-0.264417501716448	-0.0808980966680474	-0.0232276703874396	-0.497299367260836
"TRINITY_DN12415_c2_g1_i4"	0.356041407926436	-0.232426469282845	0.373279994044462	0.0436967002777297	0.469382225815043	-0.59581092905884	-0.30195601314123
"TRINITY_DN12415_c0_g1_i13"	-0.573417033560578	0.609714656509612	0.0794633445880674	0.373814108966103	-0.235673345843278	-0.180760257989839	0.363402869328226
"TRINITY_DN12416_c0_g1_i1"	0.178927672378146	-0.160590235111515	0.145063166267194	0.583643014817457	0.358135032869405	-0.267029925385177	-0.15444760160082
"TRINITY_DN12405_c0_g2_i3"	-0.841606328271132	0.911469962728642	-0.367540507149289	-0.0276358736513165	-0.55902298529574	-0.0976400183783168	0.752795399983906
"TRINITY_DN4725_c0_g1_i4"	0.89867503971386	-0.837221567956461	0.409291217400567	-0.0608389541799986	0.347411555291292	-0.0287917642121523	-0.690878825160824
"TRINITY_DN4706_c0_g4_i1"	-0.0189722088326535	-0.323097010307634	-0.304367834243452	-0.112609855817079	-0.0764870739476427	0.978268862537843	0.188088751652734
"TRINITY_DN4706_c1_g1_i3"	-0.318624597669918	0.103319808642403	-0.460620239210783	-0.184181807798459	-0.527701870509879	0.860610476177891	0.361565570585245
"TRINITY_DN4706_c0_g1_i2"	-0.784177027595697	0.870702244199605	-0.222613942502139	0.23456344898741	-0.123514398671991	-0.274147427610178	0.25835469343107
"TRINITY_DN4715_c3_g1_i3"	-0.265571557321982	0.0959756649488149	-0.260483140013778	0.141007396101631	-0.217683184889267	0.203366430669041	0.577813743205355
"TRINITY_DN4715_c1_g1_i1"	0.815299300384345	-0.68404478049578	0.359801575020237	0.0194073880686316	0.334767480173525	-0.0292577277307113	-0.478874399164585
"TRINITY_DN4715_c2_g1_i1"	0.856931935596695	-0.612865074006469	0.421205661700469	-0.103409542150907	0.173312103197949	-0.147373881524477	-0.484060772729105
"TRINITY_DN4703_c0_g1_i1"	-0.650282404315339	0.698091455154827	-0.347533726263541	-0.0581420508588009	-0.537793577272621	-0.0738191772011022	0.786538891202873
"TRINITY_DN4749_c0_g1_i1"	0.765922632359154	-0.538880709419917	0.366011447320926	-0.128035128678459	0.0944591042024027	-0.0540291589577488	-0.351068016911153
"TRINITY_DN4718_c0_g1_i1"	-0.696301598890078	0.837548002215515	-0.272484407227242	-0.119182735268612	-0.555459095046824	0.00379049488711811	0.521409067231269
"TRINITY_DN4718_c0_g1_i2"	0.462844258537578	-0.491246206363964	0.214176411341581	0.0255497044914853	0.384284020850613	-0.167404288380335	-0.535472211633313
"TRINITY_DN4724_c0_g1_i1"	0.636433722832672	-0.373834203485787	0.495610281338189	-0.114190707528304	0.231182152312936	-0.228537239080773	-0.457824270958008
"TRINITY_DN4758_c0_g1_i2"	0.809087228885892	-0.561963448909777	0.42465749992211	-0.245843282909565	0.0728681478558473	-0.0738706230767491	-0.376844128102665
"TRINITY_DN4743_c0_g1_i14"	-0.64916692882691	0.32688213515213	-0.472133791721655	-0.100901652274289	-0.189681681040512	0.218245230189595	0.834994234688904
"TRINITY_DN4720_c0_g1_i1"	0.832818459551221	-0.652076535841901	0.341816680646455	-0.258546764254554	-0.0372216885061275	-0.0222571164840092	-0.570563661389237
"TRINITY_DN4780_c0_g1_i2"	-0.265486876717264	0.492951506141185	-0.266833603362232	-0.0730484750085998	-0.507262406623317	-0.0452119188501374	0.175681862241965
"TRINITY_DN4714_c2_g1_i1"	0.841715416007991	-0.735944034082274	0.327637030436238	0.149129911305001	0.356152790584057	-0.177747436020315	-0.651287530924674
"TRINITY_DN4714_c0_g1_i17"	-0.662939233542547	0.809934614782255	-0.201174512529097	0.342709183588029	-0.370762809645319	-0.311096800065337	0.560540529008747
"TRINITY_DN4714_c0_g1_i2"	-0.288609931974102	0.233768466358251	-0.0168420058547061	-0.029345927619821	0.0451469160047556	0.185330187093185	0.400297761264804
"TRINITY_DN4714_c0_g1_i4"	-0.540123828865416	0.670889118989827	-0.445805827073389	-0.00917384913095301	-0.551061230795161	-0.0697243766624804	0.318799631771992
"TRINITY_DN4714_c0_g1_i5"	0.909236484707065	-0.894352676884516	0.340597639968	-0.00325205346637783	0.416555138228729	-0.0277642700202068	-0.643206428747017
"TRINITY_DN4714_c0_g1_i6"	0.77532238892189	-0.626917394403006	0.367112874112632	0.045425754774277	0.403504315387395	-0.0702376400589495	-0.507384264251398
"TRINITY_DN4730_c0_g2_i1"	-0.843565569051291	0.76044674144723	-0.43198983218847	-0.123482156050581	-0.510562357863193	0.114389606533376	0.88024042079942
"TRINITY_DN4735_c0_g1_i1"	0.909139435502304	-0.866695531452516	0.368505084902589	-0.086242528101628	0.371303380471563	-0.0732195540815093	-0.63153195769898
"TRINITY_DN4754_c0_g1_i2"	-0.11954639384001	-0.0530529540909875	0.0358289606787276	-0.321407413030563	0.089679516534907	0.18915150464974	0.540450595266109
"TRINITY_DN4739_c0_g1_i1"	0.900159941393126	-0.743666535404428	0.465070358603751	-0.0754727839593645	0.368166482149342	-0.251251919377631	-0.804950747140371
"TRINITY_DN4742_c0_g1_i1"	0.987280245807664	-0.779091388103821	0.389853082381498	-0.0879486093750249	0.282800556630375	-0.232419584645384	-0.713890924279883
"TRINITY_DN4744_c0_g1_i12"	-0.759960155372382	0.913108501640607	-0.18894848383263	0.212989850775207	-0.376643921372417	-0.198879589472823	0.307250763165214
"TRINITY_DN4744_c0_g1_i5"	0.358319682327181	-0.125292922466581	-0.0487982057551709	0.281470822921243	0.100725769926432	-0.175029774106336	-0.764148183937343
"TRINITY_DN4757_c0_g1_i1"	0.936635941016902	-0.854504020641537	0.356987801511824	-0.167516579576791	0.243112666758685	-0.0612558580561723	-0.659921253215953
"TRINITY_DN4711_c2_g1_i2"	-0.50671103824442	0.402263017802335	-0.0343564223824542	-0.440150630040714	-0.209194610761513	0.094266872444865	0.581063240287467
"TRINITY_DN4711_c8_g1_i1"	0.642010362062073	-0.465144269157577	0.427956429837247	0.355276293437962	0.0774902940175815	-0.0922454816713364	-0.45745925216077
"TRINITY_DN4711_c4_g1_i2"	0.547836568447041	-0.441862279729009	0.245267799240181	-0.0822517071100848	-0.0857987660478886	0.141785139327549	-0.0425201661101106
"TRINITY_DN4704_c4_g1_i1"	0.60416262882417	-0.682132426502214	0.350265268046958	0.283735870396602	0.489855304015458	-0.0216136242329801	-0.508685843782808
"TRINITY_DN4704_c4_g1_i3"	0.86561524730644	-0.903528904617597	0.41851585692976	-0.0355565537866661	0.444674423284225	-0.0262144527980855	-0.721494670411648
"TRINITY_DN4704_c0_g1_i10"	0.880017720202612	-0.862961165885597	0.366572012454617	-0.147207272182966	0.416974711740255	-0.053724405855609	-0.60699858250244
"TRINITY_DN4704_c0_g1_i16"	0.879662697093297	-0.862906984934904	0.362432972723995	-0.14345841032251	0.418595381423329	-0.0543298416466492	-0.607064021213056
"TRINITY_DN4704_c0_g1_i4"	0.864275356228822	-0.877798360094379	0.33963908399068	-0.169534362940768	0.37650764670774	-0.0230542197798587	-0.576446557473139
"TRINITY_DN4704_c14_g1_i1"	0.904430757991159	-0.727259248733173	0.485631492654548	0.173007014822561	0.394412025003657	-0.193924706489045	-0.640450882707014
"TRINITY_DN4704_c1_g1_i2"	0.91477233319348	-0.675118076158501	0.345949085223182	-0.0992048401401704	0.0780752253667709	-0.19220113252253	-0.705959404646099
"TRINITY_DN4704_c2_g2_i1"	-0.259560413559978	0.0817728015401021	-0.0838023625822714	0.0573758621030224	-0.068691702653732	0.204524018987804	0.756059133168977
"TRINITY_DN4704_c2_g1_i1"	0.0689474675996993	0.041257676199208	0.145626695940745	0.401332299609978	0.318693978535043	-0.258462891030208	-0.588397302770386
"TRINITY_DN4704_c2_g1_i5"	0.935240138207679	-0.719785559413588	0.46245137698922	0.0571156960397815	0.451984416553566	-0.286822069769908	-0.802399293984679
"TRINITY_DN4704_c2_g1_i6"	-0.325246658076445	0.432541800109215	-0.060918646234525	0.497133527812051	-0.00265576697034273	-0.0971665020310186	-0.187853635638264
"TRINITY_DN4733_c0_g1_i1"	0.966817385871676	-0.745231923110224	0.416035379031228	-0.0297244693306848	0.299102774539825	-0.184058401944817	-0.664486032174657
"TRINITY_DN4790_c0_g1_i1"	-0.734637501574325	0.795481166234033	-0.215841442535531	-0.0150299480103578	-0.273129428165986	-0.0275376555970965	0.228978381247988
"TRINITY_DN4708_c0_g1_i1"	0.872914299949387	-0.63357782933197	0.453523149456712	-0.136395069069252	0.250331728900752	-0.159598934526641	-0.493232582415353
"TRINITY_DN4702_c0_g1_i6"	0.586557919017263	-0.707637661241857	0.20562826327021	0.20428129773559	0.346718646569725	0.0473389044104005	-0.286809486253369
"TRINITY_DN4712_c0_g2_i1"	-0.571370782574708	0.339438078449575	-0.502572093625541	-0.151024908108072	-0.478615691437384	0.488413714400075	0.939164702459798
"TRINITY_DN4712_c0_g1_i1"	-0.467832403457876	0.303829316228685	-0.216078342309506	-0.0106169088538079	-0.0880947329584636	0.296902479490677	0.731481830139478
"TRINITY_DN4712_c0_g1_i2"	-0.114142361787198	-0.0310384437694779	-0.089484647758501	-0.0498022730568371	0.0203899701550821	0.36902510442746	0.520083761923599
"TRINITY_DN4712_c0_g3_i3"	-0.303447734478625	0.557898845083805	-0.037724093480204	0.30020658860508	0.138326895503124	-0.476392656837736	0.0828517734687652
"TRINITY_DN4712_c4_g1_i1"	-0.610031344291975	0.357898385882283	-0.588347691613487	-0.160472491740522	-0.162894957838865	0.257252672437019	0.874344115317858
"TRINITY_DN4741_c2_g2_i1"	0.750889439429986	-0.58737761689327	0.418451272148607	0.139058673400208	0.567538578813633	-0.385639075776201	-0.430376642273014
"TRINITY_DN4792_c0_g1_i1"	0.887192181390927	-0.694135133128117	0.491696185864933	0.0367819956397215	0.388621211920085	-0.196195106339668	-0.753034531797752
"TRINITY_DN4792_c0_g2_i1"	0.92807572744135	-0.761949427970826	0.552989933392139	-0.012524913680784	0.39512471686842	-0.150779051957167	-0.741053925894211
"TRINITY_DN4740_c0_g2_i8"	0.799372188191823	-0.753126899281487	0.228381623745671	0.292430755600249	0.616932371307702	-0.26127492728869	-0.70929367801404
"TRINITY_DN4783_c0_g1_i13"	-0.199260407332823	0.361126911091728	-0.0589458897622493	0.0274059001768076	-0.521512579409291	-0.234201395976816	0.415359506063824
"TRINITY_DN4783_c0_g1_i24"	-0.683309614124394	0.772028138849004	-0.217338277655366	0.164489748293795	-0.00128834924855709	-0.440596435837162	0.280404671147095
"TRINITY_DN4774_c0_g1_i1"	0.899510536240094	-0.842471721314851	0.462624667721226	-0.112533565352074	0.315238072453341	-0.134237005333869	-0.69188853917729
"TRINITY_DN28940_c0_g1_i1"	0.885495583160979	-0.728751666924377	0.241158994442567	-0.0188554238482123	0.165472714036563	-0.0907989548708485	-0.687699039301303
"TRINITY_DN28946_c0_g1_i1"	-0.203496117225476	-0.113306123642655	-0.379348724552396	-0.00378540228084927	-0.202302394301667	0.971440429864861	0.233251937477081
"TRINITY_DN19730_c2_g1_i1"	-0.280795121118342	-0.020232586389761	-0.369787058401286	-0.197650745746325	-0.0446891193696096	0.191906363926517	0.61901603846316
"TRINITY_DN19730_c3_g1_i1"	0.863175972450505	-0.689831024861277	0.540275340688441	0.00702245416559018	0.476559429894219	-0.29270165126632	-0.843124806793438
"TRINITY_DN19757_c1_g1_i1"	0.7407566684453	-0.576482289964447	0.456182537202373	0.363229454344505	0.426850442647747	-0.178826037521585	-0.678876908203671
"TRINITY_DN19786_c0_g2_i1"	-0.484281444634781	0.330549655582112	-0.343589815534346	0.0932353839387069	-0.220525771985088	-0.0304748510430566	0.698891478859027
"TRINITY_DN0_c0_g1_i12"	-0.215543251531226	0.071693193210568	0.0555168714555831	0.545498565371538	0.223917385660109	0.115930410768502	-0.111214551246512
"TRINITY_DN0_c0_g1_i28"	-0.00984565173777635	0.024849270549547	0.182667870505193	0.357719659265197	0.231560380514277	-0.152753064316457	-0.0159915498642795
"TRINITY_DN0_c0_g1_i39"	0.796198805107385	-0.777877965896577	0.308373747468802	0.255430121327713	0.433381146092492	-0.0727796086194147	-0.537019600134953
"TRINITY_DN0_c0_g1_i4"	-0.222235094938405	0.0165658475613218	-0.0126889267215797	-0.0894859836171287	-0.0299833563620422	0.320762655282579	0.696959528015457
"TRINITY_DN0_c2_g1_i1"	-0.601303566857286	0.262976804581059	-0.397864460367783	-0.168755402078824	-0.290212438680086	0.470945049487741	0.930361763805824
"TRINITY_DN0_c2_g1_i14"	-0.197838977217874	-0.153892262984543	-0.250986180508314	-0.316921609210151	-0.105676470870942	0.349890566456181	0.737378310263828
"TRINITY_DN0_c2_g1_i16"	-0.135651560197129	0.20544090091458	0.172071341873141	-0.249175456551459	0.0678112075232759	-0.211414478329941	-0.282913405492056
"TRINITY_DN0_c2_g1_i18"	0.0626945569581301	0.1441204724711	0.391239507224443	0.477606519021107	0.292692797946481	-0.252633444451381	-0.188919670781109
"TRINITY_DN0_c2_g1_i2"	-0.689141212276134	0.566119999743112	-0.256490482738116	-0.120442371343606	-0.390493215692757	0.308086730883227	0.83715594413459
"TRINITY_DN0_c2_g1_i24"	-0.346174916925907	0.357031320224359	-0.17411888529214	0.065850982447449	-0.0663783380969751	-0.0749873435414304	0.485772137263111
"TRINITY_DN0_c2_g1_i28"	-0.591806704913238	0.414700241327777	-0.0473963719546211	0.284743852526104	0.286540257299707	-0.0155486728299837	0.0531803892626962
"TRINITY_DN0_c2_g1_i33"	-0.000714696334424912	-0.0438649458532205	0.368675498545052	-0.151528372295116	0.224427699452679	-0.209170640118665	-0.2970727127844
"TRINITY_DN0_c2_g1_i35"	0.204663108050518	-0.246203799764682	-0.0467706586551088	0.018551329591098	0.403630575132045	0.0025726568354982	-0.28734541161282
"TRINITY_DN0_c2_g1_i37"	-0.468489575719167	0.166969843093331	-0.23026490113441	-0.515746953645424	-0.31894931149354	0.368445356727464	0.754714551177406
"TRINITY_DN0_c2_g1_i4"	-0.617393917032507	0.484278774799233	-0.124997730536228	-0.102658902609279	-0.422215112780042	0.311806492332383	0.862013511413676
"TRINITY_DN0_c2_g1_i40"	0.0843064568450594	-0.143744549337667	0.116792228786066	0.208575316737579	0.413809489033215	-0.194943411412207	-0.128420761980049
"TRINITY_DN0_c2_g1_i6"	0.771262711054047	-0.684879437490931	0.421254786854218	-0.0285752595643635	0.410324037047744	-0.335851937818898	-0.613847322553897
"TRINITY_DN0_c2_g1_i7"	-0.324305786911392	0.361478682351491	-0.215258535016244	0.0442633744452575	-0.360191238755912	-0.0607351942085947	0.438214053561693
"TRINITY_DN0_c2_g1_i9"	-0.192584310510372	0.0117559881469442	-0.168639535734774	-0.258770754910713	-0.221227841733885	0.314777040850782	0.684896248329063
"TRINITY_DN0_c235_g1_i1"	0.968004068609324	-0.806686394199246	0.430730554117647	-0.0559493424554494	0.31791656230711	-0.122509990560475	-0.779082571514673
"TRINITY_DN0_c5_g3_i2"	-0.814097476002016	0.720886453073557	-0.462946991764712	-0.231662133178217	-0.344822957860126	-0.0670729675036457	0.493970244960636
"TRINITY_DN0_c162_g1_i1"	-0.523193356788373	0.39102144784312	-0.393449683586588	-0.0416743070386528	-0.538686057278048	0.381821994464375	0.850421397830092
"TRINITY_DN0_c51_g1_i1"	-0.376333858697701	0.159503668708366	-0.383744181037417	0.00626300993603618	-0.189750197884481	0.154839005491977	0.751440226512081
"TRINITY_DN0_c138_g1_i1"	-0.740889818822775	0.548957547319308	-0.406042342112492	-0.161276905862384	-0.50126142349591	0.212763075749867	0.95809224371937
"TRINITY_DN0_c2_g3_i1"	0.865829062934273	-0.661824377611126	0.55490973190094	-0.00515313386123664	0.269310935050872	-0.31854451993686	-0.628613338711824
"TRINITY_DN0_c10_g1_i1"	0.882387287522526	-0.640947918343513	0.343664813606547	-0.261924423155301	-0.0156784702817393	-0.118802047979827	-0.504014474479738
"TRINITY_DN0_c13_g1_i4"	-0.563150093316069	0.692754503034145	-0.205909861691785	-0.222328712928412	-0.492442355935237	-0.00146463879761206	0.472253561314483
"TRINITY_DN0_c2_g2_i1"	-0.626163276179755	0.755993237226577	-0.246832203088996	-0.0955122774891874	-0.753243915088961	0.0353438070920284	0.690131819327917
"TRINITY_DN0_c152_g1_i1"	-0.311377514257533	0.513208163707966	-0.187103545767733	0.229094232690771	-0.102609747777323	-0.230716974222025	0.123006072648861
"TRINITY_DN0_c60_g3_i1"	-0.739085152963879	0.656019564584166	-0.600060236356729	0.057942765442117	-0.436490858792344	0.0444640922345964	0.845563592202107
"TRINITY_DN0_c5_g1_i15"	-0.745184140592471	0.703581874173021	-0.414712023311228	0.38434603938606	-0.381682599688521	-0.0348363040060663	0.76510333578115
