"kMEblack"	"kMEbrown"	"kMEgreenyellow"	"kMEgrey"	"kMEmagenta"	"kMEpurple"	"kMEred"
"TRINITY_DN496_c0_g1_i1"	0.938105068484005	-0.745442206461487	0.36483098475864	-0.160718303839351	0.197681704829808	-0.200822439718412	-0.739535575866004
"TRINITY_DN470_c0_g1_i1"	0.905686760033115	-0.748969333203275	0.368945294773511	-0.0906736941622248	0.336730661093194	-0.149291964706374	-0.748204387947103
"TRINITY_DN411_c0_g1_i1"	0.973694234005795	-0.764574400063199	0.46021640014094	-0.205974926786264	0.223646070367612	-0.224033252259786	-0.671597430298996
"TRINITY_DN435_c0_g1_i1"	0.951313547409803	-0.853462222560899	0.484669938239345	-0.259819980253342	0.281208768642219	-0.142767887812862	-0.595640582478274
"TRINITY_DN408_c0_g1_i1"	0.926161858813328	-0.825178335164645	0.323350733215894	-0.244608227027163	0.141245847774005	-0.121812313456153	-0.537317983464516
"TRINITY_DN408_c0_g1_i2"	0.969153579655124	-0.781225570032077	0.326469575725917	-0.124832609149976	0.23980432078008	-0.150968948725438	-0.646022987342616
"TRINITY_DN485_c0_g1_i1"	-0.365052092148658	0.474777039414493	0.160886161089419	-0.161175475889756	-0.254257800785759	0.0542595708239267	0.358571864156833
"TRINITY_DN485_c0_g1_i2"	0.874729203670428	-0.605822551058437	0.413882096991932	-0.300753311586289	-0.0779735920163837	-0.129128548373215	-0.579091911351098
"TRINITY_DN422_c0_g1_i1"	-0.599754134276115	0.769625688369547	-0.247213812681635	0.107491168049116	-0.383197469561675	-0.170099678657615	0.582475103050755
"TRINITY_DN422_c0_g1_i12"	-0.947646605737826	0.912487302687987	-0.391949022349885	-0.00615297028057812	-0.471170491591225	0.0293710854943702	0.737099709372808
"TRINITY_DN422_c0_g1_i16"	-0.867231862118631	0.9586212501198	-0.315332823614352	0.0651822559045539	-0.492630488510479	-0.125854898983	0.648458328579818
"TRINITY_DN422_c0_g1_i8"	-0.727181571432035	0.959694406997422	-0.28728994849554	0.194159361874638	-0.48315610258264	-0.289392434969574	0.5248142053182
"TRINITY_DN437_c0_g1_i1"	0.873988448545074	-0.608095998919575	0.387699431885341	-0.270327785916053	-0.0629551834133542	-0.0761765275697195	-0.475476406513601
"TRINITY_DN463_c2_g1_i7"	0.486128601594437	-0.301331911158176	0.181681072190953	0.140212152682463	0.253950815623984	-0.116514631451742	-0.75450324484958
"TRINITY_DN463_c2_g1_i8"	0.62613991957089	-0.625948629116761	0.217064857447919	0.297218237055749	0.354673196064408	-0.0603823923026785	-0.471171482051791
"TRINITY_DN420_c0_g1_i2"	0.264348217835241	-0.397292898677518	0.174901827513478	0.147583499383431	0.881032798573076	-0.387689228359345	-0.352269636195166
"TRINITY_DN492_c0_g1_i13"	-0.416228291110286	0.409316130725397	-0.162985805445785	0.351456922199055	-0.463932501545933	0.191647960995824	0.663387569724294
"TRINITY_DN492_c0_g1_i4"	0.832156408606488	-0.782689790979183	0.361299458706565	0.0174761967450126	0.426574709389885	0.0832888407255584	-0.415489384530481
"TRINITY_DN444_c0_g1_i1"	0.880774487055281	-0.686397166314183	0.516710199834626	-0.064723525573231	0.385822845349462	-0.217700528226003	-0.547391012974185
"TRINITY_DN444_c0_g1_i2"	0.875457453451661	-0.711236486118492	0.462740121448536	-0.00411523450839996	0.479377763865287	-0.190969329894731	-0.549126535541426
"TRINITY_DN460_c0_g1_i1"	0.91683934390888	-0.879492723508033	0.4015985706598	-0.154905430567052	0.372167230470762	-0.0642443582764991	-0.701310358818755
"TRINITY_DN425_c0_g1_i5"	0.946354972006641	-0.72923781491331	0.304861561517588	-0.186382329183229	0.142771169140691	-0.209055752853173	-0.674959315318232
"TRINITY_DN451_c0_g1_i1"	0.966156784711945	-0.870237629623725	0.394274936160291	-0.163993996054268	0.364343097707069	-0.162164391561873	-0.649840771574432
"TRINITY_DN451_c0_g1_i2"	0.850036603231706	-0.801244228460354	0.372787815113991	-0.232185342618964	0.360186295377904	-0.0560913650434796	-0.674282997715213
"TRINITY_DN499_c0_g1_i1"	0.962168858317977	-0.776567216857024	0.290150064653047	-0.0210339302653711	0.239464144707685	-0.122340828650859	-0.676329456486321
"TRINITY_DN473_c9_g1_i1"	-0.809848010332383	0.789261689856702	-0.272124888709838	0.136225345944981	-0.132982190329963	-0.317906559047896	0.612953489327188
"TRINITY_DN473_c1_g1_i2"	0.896058268041142	-0.810655525990628	0.389972576560877	-0.0628333039258764	0.313670418507676	-0.114267645954608	-0.646337892919864
"TRINITY_DN473_c13_g1_i1"	-0.48513911566885	0.787999887614265	-0.119639160093846	-0.131425094083939	-0.522084867335846	-0.132665868685696	0.335159499043397
"TRINITY_DN473_c0_g1_i3"	-0.741430829401706	0.728718183669494	-0.26921047626693	-0.214657822093579	-0.595508041129751	-0.0484975054419908	0.81633697171643
"TRINITY_DN430_c0_g1_i1"	0.770749792888089	-0.611522310884953	0.289970260829758	-0.0503577834092851	0.188415680007343	0.104988606319511	-0.398207242791397
"TRINITY_DN462_c2_g1_i1"	0.938519751461475	-0.807295381158123	0.35539783615451	-0.197425439793243	0.231958469691418	-0.12915256845806	-0.614295443485963
"TRINITY_DN462_c2_g1_i10"	0.925357369486046	-0.724263902331958	0.547516501294813	0.0247340924504567	0.437942533008398	-0.277133306429043	-0.827622390110349
"TRINITY_DN462_c2_g1_i18"	0.76550205859495	-0.549413587068114	0.671674474199075	-0.0900615247147365	0.223361321123254	-0.148128988164364	-0.519229164177908
"TRINITY_DN462_c4_g1_i3"	0.983662208213835	-0.783675893209067	0.408519167706026	-0.113357897294586	0.278294136374307	-0.171072891808913	-0.664078844006699
"TRINITY_DN462_c1_g1_i1"	0.509143678385579	-0.358356912526594	0.505153888729339	-0.0252175725994902	-0.0447462853702756	-0.0628321486753547	-0.50644496974703
"TRINITY_DN462_c0_g2_i5"	0.983464222924314	-0.786089086305377	0.330840924395365	-0.11482162202213	0.250646615959678	-0.171057757177657	-0.67172229045761
"TRINITY_DN462_c0_g2_i6"	0.69950975835719	-0.505559055461429	0.132059278287937	-0.0510584636150415	-0.0777048102003337	0.168636961709257	-0.31299046468526
"TRINITY_DN462_c0_g1_i4"	0.985447326414755	-0.78559901931556	0.379368687241692	-0.160330397552043	0.264561647498407	-0.153607783816759	-0.649962590312801
"TRINITY_DN474_c0_g2_i1"	-0.466943975434093	0.469683445591109	-0.491360493897885	0.171067968779225	-0.512210039534075	-0.0105909686668989	0.639921675632221
"TRINITY_DN474_c0_g1_i13"	0.153904859974217	-0.155698900050049	-0.126611613167075	0.128847937406367	0.0551577937510219	-0.0803685694589673	-0.128193289862547
"TRINITY_DN474_c0_g1_i17"	-0.784355027667653	0.766998088924877	-0.330321894874037	0.0231228979161696	-0.498684234977733	-0.185868339242774	0.760352920559007
"TRINITY_DN474_c0_g1_i7"	-0.881547312535319	0.874653926921455	-0.409133204423123	-0.0479238397628345	-0.487631568603763	0.00415625124677256	0.789164645198224
"TRINITY_DN474_c0_g1_i9"	-0.772390384888213	0.886159749655119	-0.353058005013986	0.0154497251552141	-0.52732910351586	-0.231859844801449	0.641814321482568
"TRINITY_DN447_c0_g1_i12"	-0.645317221846969	0.4632085869812	-0.447251717127042	0.0584717375741663	-0.254304214937573	0.04336798599491	0.447102401440506
"TRINITY_DN447_c0_g1_i2"	-0.225955397729473	0.251209345532886	-0.0739726196317317	0.300956215169131	-0.0507415074300671	0.319834593086677	0.241904754374025
"TRINITY_DN447_c1_g1_i14"	-0.398051944296977	0.548307035865306	-0.0475074649534299	0.513338750263661	-0.36947348530859	-0.161158551032672	0.324586763420601
"TRINITY_DN447_c1_g1_i34"	-0.723087612759255	0.720464423243443	-0.366115450448844	0.311090328614778	-0.510045767213905	0.0998303540863165	0.659451209810554
"TRINITY_DN447_c1_g1_i37"	-0.234639188233601	0.402842849124297	-0.0482242805395613	0.210096018549562	0.252590794903732	-0.341622434887602	-0.238081513993016
"TRINITY_DN482_c0_g1_i1"	-0.687552365368327	0.740964615750857	-0.202333511428974	-0.0675797478375313	-0.257572575344329	-0.00944979732263213	0.201478053021115
"TRINITY_DN403_c0_g1_i10"	-0.656096142172829	0.672229007543105	-0.396667115398683	-0.185754332562812	-0.472402037853926	-0.0266549147111447	0.739906054681065
"TRINITY_DN441_c2_g1_i2"	0.861141907605003	-0.820491211854804	0.38821702930942	-0.169268176242636	0.460863911723773	-0.151881048403524	-0.716834083182924
"TRINITY_DN441_c0_g1_i19"	-0.365953478039504	0.303348850298887	-0.216146012036012	0.488425930352125	-0.130620426923945	0.369962875565191	0.0442008813774816
"TRINITY_DN441_c0_g1_i24"	-0.678746667746955	0.692486369129941	-0.377186103465019	0.392403976203858	-0.457571135441815	-0.0966707625714572	0.525010114033891
"TRINITY_DN441_c60_g2_i2"	0.35568843729056	-0.395328107315519	-0.044328725570892	0.399882041057	0.17143687360382	0.0695394674993375	-0.509726492670702
"TRINITY_DN441_c4_g1_i1"	-0.692904572527421	0.739648570842778	0.0626881372196694	0.0450844445300229	-0.181183986301681	-0.0829739414690211	0.493232667271086
"TRINITY_DN441_c7_g1_i1"	0.960773716432574	-0.760230973859282	0.409086997608123	-0.145819465768688	0.288592446168954	-0.319383161894217	-0.674413720052511
"TRINITY_DN402_c0_g1_i4"	0.811002295875047	-0.582213354567603	0.363159561758251	-0.17636836917766	0.0683169261651635	0.0255102664232454	-0.439095763800691
"TRINITY_DN402_c0_g1_i5"	0.747820505860315	-0.461463849582078	0.480058737557905	-0.296388643061751	-0.070689691268384	-0.226096545336778	-0.351851472755933
"TRINITY_DN456_c1_g1_i1"	0.682028278551923	-0.624956509124373	0.379455601176246	-0.203122778657913	0.332493722942704	0.016691784647598	-0.60937886956062
"TRINITY_DN456_c0_g3_i1"	0.877159400085882	-0.825403552252184	0.463512451405335	0.0493747259876134	0.564450099689655	-0.112344185750328	-0.802922797629272
"TRINITY_DN456_c0_g1_i1"	0.858196277509403	-0.64957229725551	0.435160899935628	-0.0189096082958307	0.378568057733193	-0.171973741986332	-0.546904153838784
"TRINITY_DN443_c0_g1_i1"	0.64129481721307	-0.36784153354576	0.289149725614823	0.213200971736153	0.0462584644984147	-0.26073251817184	-0.638174363142612
"TRINITY_DN404_c1_g2_i1"	-0.564347118940749	0.827160071531724	-0.317208787060296	0.20253420046579	-0.51562324417915	-0.123474040313778	0.216191750994857
"TRINITY_DN404_c0_g1_i14"	0.767818052879218	-0.690365651111182	0.393400985510918	-0.129424662132859	0.379972263039097	-0.285723324847058	-0.654622985928983
"TRINITY_DN404_c0_g1_i9"	0.854779744054673	-0.724663058049122	0.394521177669287	-0.244167924906717	0.129916583233297	0.113114139832716	-0.423237442203869
"TRINITY_DN404_c1_g1_i1"	0.896817037998038	-0.885332201889182	0.34707236756338	0.0287414054473997	0.383287171631008	-0.0284391357803022	-0.583358416658995
"TRINITY_DN495_c55_g1_i2"	0.757991614184544	-0.687113297504353	0.350920764893686	-0.0942219379667433	0.324533045337924	-0.0232377530211923	-0.613165462524597
"TRINITY_DN495_c16_g2_i1"	0.701070299626295	-0.653529044517762	0.454378849255254	0.123799845316972	0.491228169415369	0.0370107890268768	-0.336659145792779
"TRINITY_DN495_c0_g1_i1"	-0.590095879029299	0.724472206248859	-0.313513973436548	0.217783731406642	-0.364670741207171	-0.137558000251	0.634345797021932
"TRINITY_DN495_c0_g1_i10"	-0.694975238814279	0.924010033314054	-0.364093173543824	0.0737449698426551	-0.465943422110066	-0.23251691165383	0.352100675845961
"TRINITY_DN495_c0_g1_i3"	-0.771934591784554	0.829689075829534	-0.300262116184193	0.00780834410607012	-0.584136801457176	-0.164697335976138	0.622825182781457
"TRINITY_DN495_c0_g1_i4"	-0.754764336050008	0.818705122948983	-0.503275323492219	0.260999590307228	-0.467202306788155	0.00618894871964022	0.439163290496873
"TRINITY_DN495_c0_g1_i6"	-0.837447117150473	0.942082844361402	-0.392038321927354	0.0042630087174291	-0.593551403086318	-0.172558806591714	0.587265234855656
"TRINITY_DN495_c0_g1_i7"	-0.490732671623359	0.670670138956236	-0.175028460965381	0.0960430131273305	-0.607997543641315	-0.20147652228948	0.504128148074226
"TRINITY_DN495_c0_g1_i8"	-0.417948407861222	0.353293882438219	-0.336604985577589	-0.0811320229848213	-0.560167925426414	0.0649558219776668	0.820913007562289
"TRINITY_DN495_c0_g1_i9"	-0.633663124924438	0.843381496080708	-0.303195929972598	0.0265293377884659	-0.396280521482502	-0.216193556705705	0.269158978147982
"TRINITY_DN495_c2_g1_i4"	0.885279610404091	-0.727543493939982	0.445629322369101	-0.0707085055054499	0.367067682412538	-0.340817334520184	-0.812431287268362
"TRINITY_DN495_c1_g1_i12"	-0.452788535627059	0.410688999838251	-0.109975882061135	-0.215715695824847	-0.702601867426085	0.251599287234577	0.42560229090474
"TRINITY_DN495_c1_g1_i15"	0.210011726071381	-0.122101554853554	0.32763459713546	0.0812523973726606	0.393519182705254	-0.0153645860655665	-0.0423468462617067
"TRINITY_DN406_c0_g1_i10"	-0.559916752767717	0.4656100161025	-0.21455021613918	0.233905191557764	-0.355206646810405	0.156927013942664	0.657090485466489
"TRINITY_DN406_c0_g1_i12"	-0.894363252072698	0.784252016344626	-0.47338310436212	0.101650019644668	-0.377638992698145	0.0909291646808941	0.800963497420996
"TRINITY_DN406_c0_g1_i13"	-0.807086867208885	0.739813931360756	-0.345502609209496	0.0156051936481847	-0.608842068119972	0.0725320614364733	0.736095376487042
"TRINITY_DN406_c0_g1_i14"	-0.379460643671085	0.558575228495028	-0.305258715507491	0.116181939855172	-0.355885533823121	-0.211440019305263	0.56629055872883
"TRINITY_DN406_c0_g1_i15"	-0.735840546154295	0.85569951643784	-0.155435898042969	-0.185106497122814	-0.620632264643349	-0.0263419006079826	0.583251297513431
"TRINITY_DN406_c0_g1_i16"	-0.858933521472429	0.75919786624611	-0.367351400956994	0.101939363760335	-0.535871456969385	0.167366433151666	0.858248210160611
"TRINITY_DN483_c0_g1_i1"	0.962296203758936	-0.738536715502302	0.337766079431182	-0.158496993828418	0.149558302830183	-0.180297850141089	-0.616064880425764
"TRINITY_DN424_c0_g1_i1"	0.977914805620114	-0.781963767262283	0.404809504801306	-0.0796588549468983	0.303342452730289	-0.162837583515822	-0.746152636566721
"TRINITY_DN465_c1_g1_i1"	0.85756548989787	-0.61098258688333	0.40563708858535	-0.353607062692276	-0.0874310250201148	-0.158840646916737	-0.54328064547727
"TRINITY_DN465_c3_g1_i1"	0.387128739633901	-0.162822447465402	0.542791522679135	-0.0173042793570157	0.174764243266032	-0.328867180599217	-0.590833322235608
"TRINITY_DN465_c3_g1_i2"	0.89386800743018	-0.850599392774867	0.380359035650357	-0.0230757926449602	0.423361006124732	-0.0956293646025782	-0.669571848917785
"TRINITY_DN428_c0_g1_i1"	0.946791847395043	-0.774136395633452	0.294990269825758	-0.0455765733986795	0.23398847800329	-0.0804152320237424	-0.578081288980274
"TRINITY_DN428_c0_g1_i2"	0.920460286182962	-0.895081569029894	0.48328991131119	-0.12237379536641	0.500174110117689	-0.0215585957569541	-0.605510787770355
"TRINITY_DN417_c0_g1_i1"	0.969287049930869	-0.765273830127168	0.438158201720576	-0.162315459314109	0.233846150730256	-0.233223922946597	-0.711234589128318
"TRINITY_DN484_c0_g1_i1"	0.853488188662105	-0.573822573483848	0.285131423951606	-0.225625104455031	-0.101582654250533	-0.0918254487484417	-0.460342656461422
"TRINITY_DN484_c0_g1_i3"	0.916832844457931	-0.697750668000633	0.215152888456524	-0.0556898799138263	0.0896685353400728	-0.101285081547247	-0.565382016450926
"TRINITY_DN484_c0_g1_i4"	0.842060251829007	-0.826899452176342	0.311400650743505	-0.13246065024254	0.182433836215574	0.077416834559606	-0.329200293181819
"TRINITY_DN484_c0_g1_i5"	0.853947042101393	-0.59993126907862	0.367478815583568	-0.214103590991151	-0.13798493101255	-0.00552502481803945	-0.517181032157014
"TRINITY_DN479_c0_g3_i1"	0.735910837518718	-0.752058762420564	0.285323354789945	-0.065195771314092	0.607151490387008	-0.0433416802387193	-0.635494912874333
"TRINITY_DN479_c0_g3_i2"	0.588512446031076	-0.7331955324049	0.219846609608729	0.0282017444407864	0.758978265883631	0.0996905827172877	-0.301903541270394
"TRINITY_DN479_c0_g3_i3"	0.895167331474594	-0.903575931279986	0.336384769590166	-0.169433107845022	0.449082030270035	-0.0195775829429782	-0.587434230417229
"TRINITY_DN479_c0_g3_i4"	0.481843493574852	-0.410239344432275	0.176902741307338	-0.199198969840039	0.0758289312611002	0.120974638795254	-0.292669089462117
"TRINITY_DN479_c0_g1_i7"	-0.595574036773858	0.49729822227698	-0.0897259414108834	-0.249103803761933	-0.339718114166865	0.263353790808434	0.760488211735197
"TRINITY_DN479_c0_g2_i3"	-0.735758784724685	0.794460854169016	-0.199921261619597	0.117792116686176	-0.536634852459044	0.00743456723169699	0.710421393773927
"TRINITY_DN479_c3_g1_i1"	0.522756847359318	-0.147225335400196	0.507623567453508	0.224498755308602	0.194386726092327	-0.249138392010549	-0.744429195137811
"TRINITY_DN479_c1_g1_i1"	-0.691396646644022	0.804941284284981	-0.0597951698807565	-0.00747252902431111	-0.591086967777464	-0.0625231928622746	0.577062451662612
"TRINITY_DN479_c12_g1_i1"	-0.610927240322925	0.697628722172945	-0.216494266053824	0.0706449325824318	-0.462602885114634	-0.0180161525865617	0.216410228784268
"TRINITY_DN479_c12_g1_i2"	-0.705518590896458	0.888370473404557	-0.390519048085399	-0.0382747073147816	-0.480483793988617	-0.0997890176704209	0.497615042946748
"TRINITY_DN486_c0_g1_i17"	0.932172355217511	-0.701149764278542	0.465643937299538	-0.072516299676391	0.206071297089602	-0.288682442779139	-0.727010131732752
"TRINITY_DN486_c1_g1_i1"	0.695576449283431	-0.441319291971302	0.278805613229928	-0.27422777222873	-0.243274221561805	-0.201553634011215	-0.434115788376614
"TRINITY_DN455_c41_g1_i1"	-0.584602904597512	0.392225674211323	-0.221498196145536	-0.163703022204152	-0.417052028503745	0.311467145325842	0.930939085751824
"TRINITY_DN455_c0_g1_i1"	-0.857598721774077	0.965067194516981	-0.334059268443966	0.0972881415956583	-0.520163194477397	-0.147567251597604	0.641720977312102
"TRINITY_DN455_c0_g1_i10"	-0.917312384416346	0.857488567774961	-0.577337716411714	0.177348484086235	-0.372002426049942	0.086451639423691	0.598532880462021
"TRINITY_DN455_c0_g1_i2"	-0.74601592319144	0.884955912083953	0.0374466378632784	-0.00372140873876897	-0.479549775124192	-0.253653352134803	0.589053658190732
"TRINITY_DN455_c0_g1_i20"	-0.894961080651503	0.910515172904438	-0.397068877114663	0.0671336064123364	-0.480420266409171	0.0517599221160542	0.640276209955563
"TRINITY_DN455_c0_g1_i5"	-0.797259986102516	0.967685479059899	-0.358438006579118	0.157145902925896	-0.432444381120045	-0.201564603138704	0.50774988655678
"TRINITY_DN455_c0_g1_i6"	-0.763223645670363	0.954770783082206	-0.223663998999585	0.185378589146224	-0.417903130336765	-0.26463421382184	0.35896242569199
"TRINITY_DN478_c0_g1_i3"	0.963312004641049	-0.77700797427934	0.370950106798861	-0.170401277381195	0.220930806136288	-0.19940363679743	-0.690986651316858
"TRINITY_DN493_c0_g1_i3"	0.651241983201447	-0.558425532008343	0.207371414826134	0.170267119578126	0.277377914782259	-0.0687164768763794	-0.396918494069316
"TRINITY_DN493_c2_g2_i2"	0.853419987727081	-0.757057310434855	0.449939562916893	0.0679524127400827	0.533243889688066	-0.0476198843982878	-0.562130231075926
"TRINITY_DN414_c1_g1_i7"	-0.479890816863272	0.603809238961451	-0.167812822130708	0.474163586563624	-0.370334778414264	-0.28869987492851	0.567379433342032
"TRINITY_DN7815_c0_g1_i1"	0.970651635021141	-0.74004779314982	0.41387290224749	-0.194681923354716	0.157571154465456	-0.19067614651081	-0.608993454928673
"TRINITY_DN7810_c0_g1_i1"	0.947467188729117	-0.726489282402814	0.406973459665418	-0.115048568924317	0.196999083885214	-0.244725617144811	-0.711898531579053
"TRINITY_DN7814_c0_g1_i1"	0.924755660734819	-0.740241328824657	0.463109697219973	-0.185948695341824	0.303525833619983	-0.366642185540299	-0.731340362938399
"TRINITY_DN7802_c0_g1_i1"	0.52292952625943	-0.379274896247361	0.92354084526826	0.103920072453563	0.325253899997431	-0.426386523658678	-0.470530798127412
"TRINITY_DN7875_c1_g2_i1"	-0.600578424393437	0.452466894724406	-0.293805782746022	-0.247791329478378	-0.514105856543434	0.325689920487973	0.945930529338953
"TRINITY_DN7894_c0_g1_i4"	-0.299153308691093	0.342645071263817	0.320746622866213	0.237558206186639	0.16009721052775	-0.16376359457774	0.0526863501571276
"TRINITY_DN7833_c0_g1_i1"	0.808366645214966	-0.761776194952126	0.311393743419923	0.0425146693147475	0.507261742895201	0.062075257203723	-0.471149131847879
"TRINITY_DN7832_c0_g1_i1"	0.969527744768693	-0.875255175084702	0.385621537441535	-0.180354056650315	0.258287548504441	-0.0831838602301107	-0.637297180288316
"TRINITY_DN7877_c0_g1_i1"	0.961003064529466	-0.841138162524051	0.349058215131603	-0.0285762616084365	0.419017562247137	-0.181789261136645	-0.670527635934513
"TRINITY_DN7846_c0_g1_i1"	0.364979828921173	-0.244356539853313	0.98936902562549	-0.0852387781449717	0.218398781074013	-0.332946639970728	-0.351790930410902
"TRINITY_DN7842_c0_g1_i1"	0.780318089870484	-0.724520413554458	0.461713132387713	0.12532109667598	0.589218794342577	-0.0887267869074809	-0.5183627483663
"TRINITY_DN7881_c0_g1_i10"	0.556772477213863	-0.58586833683365	0.43742671611365	0.0389255169479551	0.237184378624218	0.0330172877919435	-0.27241320601914
"TRINITY_DN7881_c0_g1_i7"	0.108108119413161	0.0796080537774813	-0.350168366331475	0.181395885136862	-0.0318225026340292	-0.21700753834925	-0.316721983692219
"TRINITY_DN7881_c0_g2_i1"	0.639496836992362	-0.611534572915778	0.378812922127396	0.129670450369176	0.157100872256201	0.04725726322972	-0.52961074000919
"TRINITY_DN7881_c0_g2_i2"	0.600686219717961	-0.494730246800734	-0.25937100201729	0.194704647047624	0.212209629116017	-0.152322073623603	-0.512373646240183
"TRINITY_DN7825_c0_g1_i1"	0.528411187552154	-0.570798422809483	0.295072475437288	0.498792135741225	0.587896204612252	-0.0118117500121909	-0.618722594998454
"TRINITY_DN7858_c0_g1_i1"	0.970194775856215	-0.847166732175439	0.392549689206992	-0.167588656866176	0.270319035726508	-0.132976176846602	-0.586441435970691
"TRINITY_DN7866_c0_g1_i1"	0.773974656963914	-0.580554128392152	0.307295755818166	-0.139604899278827	0.0328167370310598	0.108016070934378	-0.369258527809808
"TRINITY_DN7865_c0_g1_i2"	-0.505545797399056	0.790553597889029	0.0816668009648621	0.00840275643940613	-0.379383759768077	-0.476436567999791	0.150400693039213
"TRINITY_DN7865_c0_g2_i1"	-0.218090087987364	0.506896930038037	-0.0103822689737742	-0.216322742287456	-0.347565882140918	-0.344776683427587	-0.136715312420962
"TRINITY_DN7840_c0_g1_i1"	0.980852981962735	-0.800982937285944	0.375508492533292	-0.12020121503845	0.280816536791304	-0.119320020867889	-0.637936688849915
"TRINITY_DN7862_c1_g1_i2"	0.499817165422389	-0.492307173573836	0.20461203429324	-0.103535010164679	0.269712207727641	0.0117601555361279	-0.697715137824847
"TRINITY_DN7813_c0_g1_i1"	0.882834053671542	-0.681689870658143	0.50119415628734	-0.0815780513034731	0.293023733466925	-0.141111879909264	-0.511227156197015
"TRINITY_DN7868_c0_g1_i1"	0.899665692037396	-0.87085407920699	0.391600328201482	-0.224912132175688	0.373691215197864	-0.0602863052756229	-0.504845487642216
"TRINITY_DN7868_c0_g1_i12"	0.974874334835936	-0.760295551754526	0.38876796827922	-0.169496103520289	0.23697465845696	-0.215528494343573	-0.638978727335955
"TRINITY_DN7868_c0_g1_i19"	0.846388857011919	-0.740589850190447	0.36478694269308	-0.0865339581366367	0.317598979233437	0.0228581335152237	-0.355547530353023
"TRINITY_DN7868_c0_g1_i21"	0.72322092547924	-0.543083810543756	0.390407370339958	-0.231550969369185	0.0999491279201898	-0.12341778635353	-0.319921125856059
"TRINITY_DN7893_c0_g1_i1"	-0.860170777918559	0.946473589505168	-0.272390276071074	0.168861712671668	-0.330822550621056	-0.109175276256585	0.390168694361056
"TRINITY_DN1186_c0_g1_i1"	0.975148763171031	-0.767691030028906	0.416999719613528	-0.135172364722928	0.209584244593494	-0.134945197064355	-0.626920654380589
"TRINITY_DN1154_c0_g1_i5"	0.522771728169917	-0.502610114419361	0.350807004220397	-0.154828934333159	0.169715898655964	0.0794921825630446	-0.015659675050808
"TRINITY_DN1137_c0_g1_i4"	-0.223603438655931	0.371117952689789	0.163038897049631	0.344122015953171	0.373575480534147	-0.52204980572917	-0.149199126928933
"TRINITY_DN1127_c0_g1_i1"	0.847341769059414	-0.678557563853994	0.369290712837163	0.00577665411764189	0.260332467909214	0.0440599091134667	-0.534894114427188
"TRINITY_DN1183_c0_g1_i1"	0.679647932005639	-0.504148967109656	0.164502535909673	0.320762740782711	0.630116347923933	-0.373302194247822	-0.696705445039392
"TRINITY_DN1183_c0_g1_i4"	-0.129172492237286	0.00257586241370953	-0.0520266111894913	0.0625139009125634	-0.0202413202790116	0.380040878653417	0.44124561450515
"TRINITY_DN1183_c0_g1_i6"	0.948814018308952	-0.906377280230765	0.427144954676255	-0.147517127324655	0.41438429478261	-0.129512805234296	-0.602047470664815
"TRINITY_DN1135_c0_g1_i1"	0.968066350297015	-0.7663103153943	0.47471851716931	-0.0972233753696082	0.346688785546104	-0.18612687028881	-0.610699426387403
"TRINITY_DN1108_c0_g1_i15"	0.952819772438173	-0.738750118868279	0.288785790105737	-0.169523718890304	0.162586568607188	-0.109361937564394	-0.58302348209072
"TRINITY_DN1138_c0_g1_i1"	0.908480790037369	-0.772923476990575	0.382090757882762	-0.0747030166258206	0.427157837333044	-0.237877261934685	-0.808275616580896
"TRINITY_DN1198_c0_g1_i2"	0.923571968269725	-0.694430916014419	0.41517521236395	-0.171980330281623	0.19990144052191	-0.317958583965401	-0.700111819326643
"TRINITY_DN1100_c0_g1_i2"	0.796476172085603	-0.592403895954366	0.319062570998989	-0.151821157474778	0.0869236553529537	0.0940034220020928	-0.373253821932905
"TRINITY_DN1100_c0_g1_i4"	0.844765323877291	-0.684233752382178	0.285783414590776	-0.0513811309749461	0.269110564176023	0.0871504387784429	-0.459651966741427
"TRINITY_DN1133_c0_g1_i1"	0.960159090450119	-0.740648649815384	0.368818540596903	-0.164734649444207	0.11098527962162	-0.129074954473689	-0.661157030858718
"TRINITY_DN1162_c0_g1_i1"	0.791598722842511	-0.708382380082145	0.505141223480832	-0.153847699467263	0.398530315937052	-0.0210243348694446	-0.443401331989348
"TRINITY_DN1105_c0_g1_i1"	-0.345593820309099	0.284684557671286	-0.498279733442902	-0.126909272025242	-0.489367815502953	0.253495294445119	0.506125804895814
"TRINITY_DN1195_c1_g1_i5"	-0.348779102078143	0.289219186246155	-0.0387357257500321	0.289422297643108	-0.156794730883614	0.238828468741335	0.516369565337578
"TRINITY_DN1195_c1_g2_i1"	-0.675700032278534	0.494586762343171	-0.223343211886944	-0.0244588330366688	-0.307641633691772	0.11225227201936	0.714854838569599
"TRINITY_DN1193_c0_g1_i2"	0.814348508875906	-0.897178350581198	0.154716789629755	-0.0415253694510622	0.367378511467466	0.114116580678214	-0.599096432374437
"TRINITY_DN1193_c0_g1_i4"	-0.500926200002786	0.551327274799048	-0.265405341369096	0.264105067205027	-0.28004837019614	-0.217963865774298	0.653969782385197
"TRINITY_DN1172_c0_g1_i1"	0.845010966398879	-0.709957181589383	0.502409237905814	0.0436651156505246	0.590155585297781	-0.201883232860428	-0.620706618556931
"TRINITY_DN1124_c1_g3_i1"	0.859741947793165	-0.648988239704479	0.441873339224282	-0.0114008553912581	0.279389304771263	-0.0809360760567593	-0.489325369227767
