"kMEblack"	"kMEblue"	"kMEbrown"	"kMEpink"	"kMEred"	"kMEturquoise"
"TRINITY_DN9606_c0_g1_i2"	-0.545681395472686	0.526721610243831	0.905223844016299	0.263185223463479	-0.35033057402029	-0.574500183585911
"TRINITY_DN9684_c0_g1_i1"	0.150600056066587	0.38669347092479	0.497752766628989	0.159324350243485	-0.305297374426175	-0.279483921930745
"TRINITY_DN9613_c2_g1_i1"	0.530672209460496	-0.659684780773761	-0.522603668145693	-0.139574616860912	0.206912463018988	0.85424439471775
"TRINITY_DN9613_c0_g1_i2"	0.378977393591169	-0.559930482438457	-0.623354280126184	-0.390465722673037	0.105111857908116	0.754147584998525
"TRINITY_DN9610_c0_g1_i1"	0.304568465001344	-0.880266635454666	-0.595701729284411	-0.172058914699696	0.295800550639536	0.941570619519188
"TRINITY_DN9655_c0_g1_i6"	0.339465344514228	-0.297885244721159	-0.353265822499978	0.283382990705093	-0.0807965867806898	0.283368886107911
"TRINITY_DN9655_c0_g1_i8"	0.184358902093815	-0.74171539178035	-0.630470396226358	-0.223376083250314	0.384081026504853	0.861412843106503
"TRINITY_DN9655_c1_g1_i1"	-0.426348364843413	0.462258177228467	0.700983587957915	0.13845635294305	0.0440144462257474	-0.356956721878629
"TRINITY_DN9634_c0_g1_i1"	0.116916462522806	-0.513720715413606	-0.415907264147621	-0.180833070447589	0.229872768793958	0.757894571720674
"TRINITY_DN9634_c0_g1_i2"	0.139259991996458	-0.522428628014269	-0.437712807186692	-0.177522142124136	0.189631931420919	0.735526551464153
"TRINITY_DN9603_c0_g1_i1"	-0.675663223013193	0.824045084743352	0.719050348199639	0.0617088753986632	-0.385794805906628	-0.677784704805678
"TRINITY_DN9616_c0_g1_i8"	0.0679355858023545	-0.611348744891716	-0.547934754516134	-0.284866740881366	0.360965989588615	0.813052631565967
"TRINITY_DN9659_c0_g1_i4"	-0.216189457511368	0.235827508399254	0.484953941772906	0.180593763142677	-0.00562360245523635	-0.126414527280228
"TRINITY_DN9659_c1_g1_i1"	0.185059509877795	-0.527477755021041	-0.403867058055932	-0.242080337347105	0.429035004154142	0.785714006110147
"TRINITY_DN9673_c2_g1_i1"	-0.235541676968118	0.886204801672251	0.534460014256827	-0.158738322010199	-0.217934180579822	-0.763431776174381
"TRINITY_DN9621_c0_g5_i1"	0.05643851022028	0.329993983969459	-0.0931247720266261	-0.380631924690402	0.0370254765467539	0.090867005222319
"TRINITY_DN10889_c7_g1_i1"	-0.117629812738897	0.612763458003532	0.568210026904606	0.0267624333446315	-0.597602217732045	-0.381232499667785
"TRINITY_DN10889_c0_g1_i10"	0.22392658552982	-0.821190560722565	-0.552384564482393	-0.0842324570622847	0.16243766975792	0.917361484706432
"TRINITY_DN10889_c0_g1_i14"	0.37172973467837	-0.769399274309675	-0.683168014488452	-0.341213822800809	0.368827961909378	0.95760340687833
"TRINITY_DN10889_c0_g1_i15"	0.26949342267581	-0.766508652760641	-0.489795380506878	-0.0942178452542477	0.15807878090369	0.899803541561513
"TRINITY_DN10819_c0_g1_i1"	0.391026438596664	-0.814326649779341	-0.777906123411095	-0.295483265003677	0.420430453757161	0.89542967941412
"TRINITY_DN10810_c0_g1_i1"	0.986933401891623	-0.39149471142533	-0.409967977130602	-0.184322709495684	0.146030552595431	0.381732009644395
"TRINITY_DN10839_c0_g1_i3"	0.362610514574312	-0.652545178427841	-0.394793372013963	-0.0552766975687806	0.41172159777986	0.729481396346912
"TRINITY_DN10839_c0_g1_i4"	-0.113372560492175	0.0117352014852674	0.0825439676406948	-0.0483610873902449	0.0339666862050271	0.0102684653814343
"TRINITY_DN10839_c0_g1_i5"	0.354941449510164	-0.671599762877016	-0.539994035918102	-0.214336668607547	0.238787072664114	0.747944236135279
"TRINITY_DN10890_c1_g1_i1"	-0.423520648920835	0.326036692895856	0.83927670338871	0.515913076700038	-0.450907848380495	-0.389221883574338
"TRINITY_DN10890_c1_g1_i2"	-0.344898019293827	0.516585892307692	0.908525265991442	0.34426561965551	-0.317667365271251	-0.667965563191585
"TRINITY_DN10890_c1_g1_i3"	-0.357111860103148	0.338317489514926	0.77640125605639	0.548549785954531	-0.372627592932237	-0.370148928408683
"TRINITY_DN10890_c2_g1_i1"	-0.558576311885714	0.278509098187159	0.647170494402734	0.339511214136099	-0.181504093443044	-0.300717013811389
"TRINITY_DN10890_c1_g2_i3"	0.237588950353384	-0.773858393422623	-0.642824133007692	-0.232555293176344	0.312505026852711	0.876451484896324
"TRINITY_DN10837_c0_g1_i1"	-0.395639961308982	0.784614531755231	0.507145335519193	-0.221714144370199	-0.356699236217103	-0.531114811711888
"TRINITY_DN10882_c1_g3_i2"	0.0998552368429645	-0.489141049403676	-0.382557317563997	-0.000944117132449337	0.0891194345174669	0.71625945436641
"TRINITY_DN10824_c0_g2_i1"	0.248646611248739	-0.839417206437434	-0.649288888243855	-0.147435991636243	0.397818065828117	0.844790896709622
"TRINITY_DN10825_c0_g1_i4"	0.44198658225595	-0.685700546920482	-0.54422713968963	0.0316371773466422	0.0263517814304928	0.791631612939603
"TRINITY_DN10825_c0_g2_i1"	-0.387264938074992	0.529927465888572	0.939727652486121	0.247479810567397	-0.305014150708379	-0.618652332778276
"TRINITY_DN10825_c0_g3_i1"	0.229149562704605	-0.60976474196622	-0.398079523185699	-0.152562157326848	0.321894943841381	0.84901587168004
"TRINITY_DN10831_c0_g2_i1"	-0.152709788706533	0.494184801738209	0.481578878441299	0.104712443180822	-0.393004262932924	-0.47822593854515
"TRINITY_DN10831_c0_g3_i1"	-0.294535993049069	0.030052932203141	0.513826147312024	0.217791243587981	-0.0706664249000959	0.046472015251917
"TRINITY_DN10830_c0_g1_i3"	-0.448134526146368	0.421675644455312	0.826823427473018	0.229696736172984	-0.072905206973484	-0.452986134440469
"TRINITY_DN10850_c0_g1_i10"	0.143732963905784	-0.0875631561141067	0.0934430579993043	0.207547918945688	-0.0075563291485614	0.242387941545821
"TRINITY_DN10862_c4_g1_i4"	0.42604963005786	-0.0510383489261081	-0.08648116202364	-0.0248313086908169	-0.100967084183618	0.141928936401805
"TRINITY_DN10898_c0_g1_i1"	-0.476729845865424	0.820491075782171	0.650171598491051	0.144701602771101	-0.660415469365628	-0.622025784679004
"TRINITY_DN10817_c0_g1_i2"	-0.0878222055338132	0.662795215336954	0.682991522025992	-0.0170880063196487	-0.530299302735699	-0.495052147292982
"TRINITY_DN10816_c0_g1_i3"	-0.15441573891127	0.717529148943816	0.483469492831097	-0.0445526815109233	-0.260702521019934	-0.635681306290991
"TRINITY_DN10816_c0_g1_i5"	0.218146941342093	-0.454418429077196	-0.588401554440063	-0.257910584347774	0.125485377390005	0.526596858391165
"TRINITY_DN10870_c0_g1_i1"	-0.115506289015717	-0.364145523439046	-0.00712597443048066	0.181282387953263	0.50109505882775	0.14443696465921
"TRINITY_DN10870_c0_g1_i2"	0.143625876778946	-0.205373040965368	-0.126361915685165	0.0251670555685949	-0.296940584254724	0.418224197546279
"TRINITY_DN10870_c0_g1_i3"	0.0290334367489349	-0.361724261701488	-0.227714869478493	-0.144836178590072	0.567308450541576	0.378885626076201
"TRINITY_DN10870_c0_g1_i4"	0.27058592720557	-0.30733037364451	-0.217308406767139	-0.0570274961566121	-0.255755159289628	0.502112878455204
"TRINITY_DN10802_c1_g3_i1"	-0.217347159950786	-0.0812527053247705	-0.253821850769865	-0.245253171845829	0.0251296715629669	0.239773936144231
"TRINITY_DN10802_c0_g1_i4"	0.362669336355008	-0.89144207083544	-0.629165171951181	-0.117454617929994	0.349589004907355	0.919856376150609
"TRINITY_DN10802_c1_g1_i1"	0.195293996590568	0.162870719261019	0.00368543106383826	-0.107459371025415	-0.108183431853311	-0.0608869818637694
"TRINITY_DN10802_c1_g1_i3"	0.360713302150089	-0.603247885739251	-0.558711458824956	-0.37059265709262	0.0940616197769329	0.873819833785624
"TRINITY_DN10804_c0_g2_i2"	-0.484681983026586	0.544093963568141	0.84772440607763	0.397082991816858	-0.139500373739703	-0.704853017368428
"TRINITY_DN10804_c2_g1_i1"	0.453678890194829	-0.544387788442397	-0.444753629335323	-0.122333517621635	0.1028833589753	0.632578900287973
"TRINITY_DN26155_c0_g1_i1"	0.118216682575093	0.603515241660514	0.107455515876492	-0.291392247109604	-0.531329022885455	-0.410903317204527
"TRINITY_DN8767_c0_g2_i1"	0.0911917403937778	0.407777796371777	0.174923717358935	0.0452200070097037	-0.0852679493075674	-0.442184930373892
"TRINITY_DN8705_c0_g1_i1"	0.194643599537003	-0.797951230930878	-0.214180861626163	0.382088533797033	0.451984896341317	0.642020590624743
"TRINITY_DN8769_c0_g2_i2"	-0.285234548220267	0.829829685420288	0.356010734754969	-0.430656580627679	-0.412086580250206	-0.533896166111517
"TRINITY_DN8769_c0_g1_i6"	0.239783356071559	-0.79893060013464	-0.612467139386785	-0.112024247518898	0.23365740898174	0.94026543419184
"TRINITY_DN8785_c0_g1_i1"	-0.365695479422804	0.951013617410449	0.564614464725153	-0.105243822136517	-0.338978308869286	-0.810497138359426
"TRINITY_DN8785_c0_g1_i11"	-0.33948786748964	0.921656468777159	0.56604480066287	-0.0166617413561607	-0.311870578558892	-0.859637986080182
"TRINITY_DN8785_c0_g1_i3"	-0.36598326604387	0.954347070397907	0.571149109576488	-0.0959927800702618	-0.336736309539334	-0.820696952639909
"TRINITY_DN8723_c0_g1_i1"	-0.327337337630441	0.841236282850359	0.57592261233848	-0.136174839429266	-0.293386524913964	-0.636856343154834
"TRINITY_DN8778_c0_g1_i1"	0.416871194327053	-0.651603888003323	-0.609928621666105	-0.203172121634577	0.132963919626723	0.85856550444017
"TRINITY_DN8752_c0_g1_i1"	-0.482067582232567	0.915232321222159	0.738747185048304	-0.088987402336835	-0.436964405014019	-0.756169132148364
"TRINITY_DN8742_c0_g2_i1"	-0.0470617950907711	-0.359178966446491	-0.39812500500034	-0.178740259480848	0.0843232410844056	0.608674505333583
"TRINITY_DN8709_c0_g1_i1"	0.134175374421416	-0.0776502686549742	-0.146205471063055	0.17371518207478	0.178710679075888	0.048987018248187
"TRINITY_DN8709_c0_g1_i6"	0.172148099010175	-0.000927550218780646	0.0273171375927676	0.125609517430879	-0.233397448767347	-0.0484161957783634
"TRINITY_DN8741_c0_g1_i1"	0.449257091758927	-0.617408318307787	-0.187904927404388	0.161539492047645	-0.0648817959326024	0.691030254582825
"TRINITY_DN8741_c0_g1_i2"	-0.22795785932046	0.423653869620363	0.110196359790045	0.122211773143212	-0.198495064585652	-0.679761363612142
"TRINITY_DN8748_c0_g1_i1"	0.283623302207625	-0.572894724534794	-0.535101429554951	-0.13463526482166	0.0676763181851132	0.772576977166088
"TRINITY_DN8771_c0_g1_i2"	-0.437426478407682	0.475051564869831	0.939038504000288	0.408394164638495	-0.340983159082644	-0.577265083205715
"TRINITY_DN8795_c0_g1_i1"	-0.369045700771804	0.785521392758601	0.734345646530617	0.0694389678101991	-0.451479560922523	-0.635960398986997
"TRINITY_DN8758_c0_g1_i10"	-0.3517302673729	0.924515063818786	0.447395807619575	-0.146270481293429	-0.317882116034045	-0.792098761463437
"TRINITY_DN8758_c0_g1_i15"	-0.432325971882959	0.854020156212893	0.330290683230243	-0.106908066499969	-0.266365762091216	-0.726686184285131
"TRINITY_DN8758_c0_g1_i3"	-0.386399991074763	0.850200483323374	0.575435183866911	-0.244528367523051	-0.337985826255489	-0.54751457356331
"TRINITY_DN8758_c0_g1_i9"	-0.404083803533156	0.966774376102073	0.58208052896304	-0.157019913510395	-0.376285444202275	-0.765050712325641
"TRINITY_DN8701_c0_g1_i2"	0.25245966889149	-0.610371023725801	-0.579046537811484	-0.282998792544889	0.308688897028557	0.54470137973437
"TRINITY_DN8701_c0_g1_i4"	0.42448777862384	-0.71365395875216	-0.782408285762112	-0.30816280245571	0.321323926758627	0.833461080951541
"TRINITY_DN8781_c1_g1_i12"	-0.284002563215179	0.805879869971385	0.431344599138549	-0.178306388342326	-0.246669355362301	-0.594383370337679
"TRINITY_DN8781_c1_g1_i2"	-0.188485464781807	0.839119471728701	0.376825069026424	-0.172255709230031	-0.159815674151208	-0.76440840086823
"TRINITY_DN8781_c1_g1_i7"	-0.461613282253546	0.856024220393749	0.421439988398135	-0.290317931094321	-0.332570507154028	-0.62906869879306
"TRINITY_DN8781_c1_g1_i9"	-0.24511903197683	0.786183655957824	0.336085721789676	-0.155793712325102	-0.220024606219681	-0.642278862688516
"TRINITY_DN8781_c0_g1_i1"	-0.424173005752234	0.717336792139292	0.267806005217237	-0.143105769266148	-0.546140639486105	-0.423955380179507
"TRINITY_DN8792_c0_g1_i1"	-0.331058809994537	0.462785153292887	0.938600118241752	0.34677890592937	-0.349703259369606	-0.574102393320529
"TRINITY_DN8792_c0_g1_i10"	-0.262739564624774	0.421561616736112	0.935766677410011	0.27163788881654	-0.263747687265501	-0.475794427542115
"TRINITY_DN8792_c0_g1_i15"	-0.348297795977064	0.195982449805673	0.818029195463755	0.688634203580762	-0.27441922537543	-0.475398775804731
"TRINITY_DN8792_c0_g1_i4"	-0.038267876577972	0.315826111171405	0.565018960102284	0.0509433236997789	-0.30157916326638	-0.13438718557972
"TRINITY_DN8792_c0_g1_i9"	0.371363543518393	-0.781453575631719	-0.798879751575225	-0.195285841801177	0.343927178144552	0.777778611429453
"TRINITY_DN8775_c0_g1_i2"	0.3854441882701	-0.845899959662196	-0.640160791629313	-0.181675986144758	0.421727418830712	0.899365282721257
"TRINITY_DN8708_c1_g1_i1"	0.47497772537937	-0.59652295500452	-0.459143116660755	-0.155246136342138	0.145942566756599	0.754242414383421
"TRINITY_DN8762_c0_g1_i2"	-0.611382878686423	0.828914851690484	0.514113545627154	-0.0335312743100283	-0.288674766722053	-0.735690967961347
"TRINITY_DN8774_c0_g1_i3"	-0.0690099046525844	-0.037867792682924	0.0662694802366333	0.194169908902286	-0.201754972166783	0.156483875491026
"TRINITY_DN8774_c0_g2_i1"	0.0988083775677001	0.327283413240252	0.0607113099583762	0.0863492318906266	0.0853005048356955	-0.245566915568446
"TRINITY_DN8774_c0_g2_i2"	0.486610634642762	-0.371866572512275	-0.60737974550822	-0.344561895709136	0.28481124004382	0.584987534609117
"TRINITY_DN8782_c0_g1_i1"	0.0882399404197827	-0.538209872726987	-0.385341326885687	-0.0814109680649721	-0.0345770751582133	0.813373794655796
"TRINITY_DN8743_c0_g1_i2"	-0.2221529468257	0.4163088349273	0.204524606131548	-0.124419622493263	0.0183417123652555	-0.221371199456679
"TRINITY_DN8743_c0_g1_i6"	-0.382195208647529	0.749237388275595	0.253227940682307	-0.277932419316254	-0.130267483531786	-0.650580016280284
"TRINITY_DN8727_c0_g1_i1"	0.335938220943338	-0.676487784998198	-0.729911033339508	-0.278526649819612	0.0935612078565711	0.795945180106444
"TRINITY_DN8779_c0_g1_i8"	0.314938542535917	-0.551128430818529	-0.364012383846319	-0.049438711963019	0.530463444244174	0.629362399435393
"TRINITY_DN8779_c0_g2_i6"	0.313608130514884	-0.738902068722346	-0.539366846879543	-0.0802495674710165	0.227514648376231	0.946599534063145
"TRINITY_DN2041_c0_g1_i10"	0.037032959432706	-0.655431788095024	-0.480062327686424	-0.0704696322408946	0.306967131538738	0.697273854537721
"TRINITY_DN2041_c0_g1_i12"	-0.205829654981951	0.0822562181691776	0.316149949301016	0.466732033266299	-0.176129360031456	-0.100243311967201
"TRINITY_DN2041_c0_g1_i8"	0.313711427478751	-0.887993965599876	-0.59805476538771	-0.142269807841594	0.403652069962461	0.939937795013614
"TRINITY_DN2029_c1_g1_i2"	0.100701973495003	-0.377155630384801	-0.126404102212499	-0.185866554473178	0.222034754747342	0.395539294625919
"TRINITY_DN2029_c2_g1_i1"	-0.26258423871931	0.568796594800198	0.902460477003747	0.218034964698457	-0.315612546243697	-0.569940299135478
"TRINITY_DN2029_c5_g1_i1"	-0.102745186929381	0.46506557276884	0.840392801831342	0.050235209502741	-0.149141021731715	-0.522676668504074
"TRINITY_DN2029_c3_g1_i2"	-0.368075817847775	0.645669890041297	0.627730450126914	-0.000133533589393872	-0.145788882144869	-0.652780408613964
"TRINITY_DN2029_c3_g1_i4"	-0.458271622767013	0.697982994962634	0.885003289548702	0.151253038410032	-0.24043660654919	-0.776269207047002
"TRINITY_DN2001_c0_g1_i2"	-0.250013180353642	-0.0854488150324071	0.617909581023649	0.485347131519639	-0.236315082183787	0.0524558235949005
"TRINITY_DN2071_c2_g1_i1"	-0.491281851541448	0.439544229733454	0.864696321567095	0.191726371106706	-0.259320726435078	-0.458708309720644
"TRINITY_DN2071_c0_g2_i1"	-0.342510215731607	0.309500398244502	0.877181184945686	0.413772422068269	-0.219333681985175	-0.416844388593216
"TRINITY_DN2071_c0_g2_i2"	-0.422195357676518	0.442288513796	0.837193987062223	0.368587746245012	-0.122861477092749	-0.554995365801646
"TRINITY_DN2051_c1_g1_i1"	0.0627241984316832	0.749982113852419	0.446989634642046	-0.178375985407141	-0.412838471695301	-0.520139218278355
"TRINITY_DN2051_c1_g1_i2"	-0.192428646930694	0.53474883416365	0.349496907171729	0.0415251842665675	-0.272877181632363	-0.351721933079437
"TRINITY_DN2051_c1_g1_i7"	-0.0255393887416872	0.0713348534808389	-0.346054039966771	-0.116620276619185	0.271756865084807	-0.0474614464298139
"TRINITY_DN2051_c1_g1_i8"	-0.347141435782681	0.908669428716518	0.608139845799697	-0.242118975013694	-0.415118447773562	-0.630684809323312
"TRINITY_DN2051_c1_g1_i9"	0.3446492735489	-0.714276587965222	-0.432226767082652	0.21366164973484	0.402937756668749	0.468863140526555
"TRINITY_DN2049_c0_g1_i6"	0.0358639680608396	0.716311591987077	0.23166003449184	-0.165919574595135	-0.150720410091566	-0.670641615967827
"TRINITY_DN2015_c0_g1_i1"	0.478792494145165	-0.725696237009338	-0.73805447739882	-0.325592552853183	0.233035080987669	0.862734860646925
"TRINITY_DN2064_c0_g1_i7"	-0.339964679423771	0.796893119049547	0.693962946732857	0.0439089798105735	-0.519523679326038	-0.730169524656109
"TRINITY_DN2052_c0_g1_i1"	0.484117254446275	-0.802576152698627	-0.685378664340864	-0.226916542662267	0.364862694638924	0.951055015633313
"TRINITY_DN2058_c1_g1_i1"	0.304654010756351	-0.758003139743616	-0.669451306349207	-0.122866802967735	0.141307788704465	0.800784732390647
"TRINITY_DN2058_c0_g3_i1"	0.166461025414467	-0.0671869689309093	-0.0733593079500522	-0.263638052242205	-0.0842467741972288	0.3283611252864
"TRINITY_DN2058_c0_g3_i2"	0.151341824471499	-0.487837166845137	-0.17858773553674	0.18625859684297	0.156664739149039	0.674649758469938
"TRINITY_DN2005_c0_g1_i1"	0.352455514429384	-0.790739363144788	-0.749663403753038	-0.254431143182676	0.268996216926043	0.893210851335391
"TRINITY_DN2005_c0_g1_i2"	0.267274147241901	-0.77193586949521	-0.737724530299162	-0.272958166280597	0.266807713169621	0.905242599182158
"TRINITY_DN2018_c0_g1_i13"	0.066677065170379	-0.424742967618322	-0.46236073555768	-0.390350833185597	0.318369889383228	0.668994412180274
"TRINITY_DN2018_c0_g1_i16"	-0.162989499642893	0.507870321338947	0.346194522659584	0.155175513819083	-0.539117712948622	-0.642512833435672
"TRINITY_DN2039_c0_g1_i1"	0.296403269476231	-0.762290355562805	-0.576846884035327	-0.18607202689175	0.232700461698165	0.983997318127297
"TRINITY_DN2069_c0_g1_i1"	0.376498726814784	-0.551528863055489	-0.338082080688584	-0.0396192758215291	-0.00660365416744	0.825268888200954
"TRINITY_DN2078_c0_g1_i1"	0.149022665844712	-0.626773216791456	-0.512416751952692	-0.2964767417659	0.22363295729353	0.882271408533692
"TRINITY_DN2021_c0_g1_i3"	0.32509205339143	-0.738334318956989	-0.728205269387987	-0.154762244283863	0.466158368451363	0.687607421946028
"TRINITY_DN2027_c0_g1_i1"	-0.16668718832121	0.541222834779815	0.909625099187809	0.380710380660641	-0.481921895736197	-0.553036565204011
"TRINITY_DN2063_c0_g1_i1"	0.410253232089366	-0.849841911489067	-0.672367069567304	-0.127487780873768	0.248000740237944	0.818790247808176
"TRINITY_DN2020_c0_g1_i2"	0.38841147376826	-0.639521688670738	-0.408098688360465	-0.137967060694549	0.220582478103286	0.884271042685196
"TRINITY_DN2096_c0_g1_i1"	0.259702769421282	-0.565699179952754	-0.422172686329582	-0.178091144542918	-0.0587129416954874	0.875208929777844
"TRINITY_DN2066_c0_g1_i1"	0.289007697212577	-0.710990474103991	-0.53862526598719	-0.184236649649437	0.122310629261404	0.957322820993075
"TRINITY_DN2043_c0_g1_i1"	-0.357963469019551	0.799698886547333	0.511720250200116	-0.314574936583898	-0.398484896648539	-0.498803914434886
"TRINITY_DN2043_c0_g1_i2"	-0.407755542463105	0.914425787705914	0.595778319850202	-0.190601501667941	-0.401035505057145	-0.71664687859864
"TRINITY_DN2060_c0_g2_i1"	-0.074080048659721	0.450605666701415	0.854244740545676	0.330231971069046	-0.409205323576277	-0.430723389370508
"TRINITY_DN2060_c1_g2_i1"	-0.190356887810008	0.264867786057276	0.565416327041564	0.255855542166056	-0.412872608089291	-0.225796929121723
"TRINITY_DN2060_c0_g1_i6"	-0.152064826515804	0.290357462201251	0.771292455340909	0.547299139351614	-0.366029225926313	-0.464971813129757
"TRINITY_DN2060_c1_g1_i1"	-0.209045319341704	0.461476007883577	0.669671609308831	0.0859867372666073	-0.30224258456779	-0.386691872816538
"TRINITY_DN2060_c1_g1_i13"	-0.394570671816861	0.599019924675032	0.897178944785915	0.0948854861010035	-0.361598469519607	-0.521034318870738
"TRINITY_DN2036_c0_g1_i1"	0.0271069237618782	-0.394628419005116	-0.315269230598923	-0.208880422239368	0.967600327292878	0.264036141710021
"TRINITY_DN2004_c5_g1_i1"	0.381610353792355	-0.905090461828249	-0.619507035316482	-0.0802013950907852	0.409504389825082	0.892949879706506
"TRINITY_DN2004_c0_g2_i1"	0.54009786006799	-0.611553220793834	-0.590914617870746	-0.0647480482906446	0.277429933698211	0.660264572010804
"TRINITY_DN2004_c0_g2_i2"	0.403778096848079	-0.904350382863189	-0.573878972086154	0.01003586141331	0.496184198967379	0.78008159238553
"TRINITY_DN2004_c8_g1_i1"	0.462294119725345	-0.959442188259208	-0.562281365593118	0.0441306843096068	0.450953366758936	0.836745593219147
"TRINITY_DN2004_c3_g3_i1"	0.382382851768944	-0.666318858415341	-0.432131213215033	-0.191774128323791	0.203535962763158	0.890240080140042
"TRINITY_DN2004_c2_g1_i3"	0.495933311966254	-0.681481983729107	-0.700704624488303	-0.358886170930565	0.258548695309397	0.88904159468193
"TRINITY_DN2004_c2_g1_i4"	-0.447070177450542	0.344435354403882	0.66319508763811	0.818804396084524	-0.269632161717378	-0.573339696435474
"TRINITY_DN2004_c1_g1_i2"	0.250837870761829	-0.247052494645498	-0.0664116274206996	0.019322187714343	0.203994760226184	0.0658165537808008
"TRINITY_DN2004_c1_g1_i3"	-0.0269442689122455	0.454656216382785	0.815653851931605	0.140453331347405	-0.0460998029126555	-0.527688793286074
"TRINITY_DN2004_c1_g1_i5"	-0.249600356329549	0.47319714765963	0.662580559757902	0.00792412537098674	-0.212584468740418	-0.345727429063725
"TRINITY_DN2004_c1_g1_i6"	0.0734962886473084	-0.061659049013772	0.294202959823615	0.262993103050166	-0.357605616383516	-0.0392232607527015
"TRINITY_DN2073_c0_g1_i1"	-0.350404746013972	0.681900226419426	0.823281233913549	0.0954735481259493	-0.399582327690097	-0.690597715381587
"TRINITY_DN2099_c0_g1_i2"	0.259822821007296	-0.678388322877176	-0.387733326201999	-0.00220336309742545	0.22713362773524	0.901771883364924
"TRINITY_DN2090_c0_g1_i1"	0.303823724257646	-0.783033658607281	-0.625958235807196	-0.211190188374319	0.235553861102569	0.982637313699408
"TRINITY_DN2091_c3_g1_i1"	0.443721413185954	-0.791117884645363	-0.85537051366902	-0.265395311500546	0.535116799365727	0.67043353215482
"TRINITY_DN2091_c0_g2_i3"	0.393422780566344	-0.526016036115365	-0.369226140250067	-0.21161028179043	0.12616219421843	0.8387525413384
"TRINITY_DN2091_c0_g2_i7"	0.394113482359515	-0.620350517128786	-0.514834508703021	-0.27186651206215	0.195083471079316	0.906174304827069
"TRINITY_DN2047_c0_g1_i2"	0.144817552906412	-0.490883258307939	-0.200313587365738	0.0653798939640829	0.0582320083865184	0.759968391954998
"TRINITY_DN2061_c1_g2_i1"	-0.39442366681424	0.837042463078059	0.295048847281622	-0.213038180766738	-0.384619669600699	-0.659298672244841
"TRINITY_DN2076_c1_g1_i1"	-0.292666235769995	0.886115320248843	0.616248558199184	-0.163753040426748	-0.442499199810466	-0.721088984123646
"TRINITY_DN2080_c0_g1_i1"	0.18063985654601	-0.598663604703428	-0.411777357622414	-0.159484445882742	0.362863266797219	0.836056245745215
"TRINITY_DN2097_c0_g1_i1"	0.353441890855479	-0.783126370242299	-0.598367523183934	-0.0163015274334526	0.286080563505815	0.936628563061507
"TRINITY_DN2033_c0_g1_i1"	-0.318993249271578	0.817697853835854	0.607221867067892	-0.164895790305334	-0.518374464521486	-0.670364870482326
"TRINITY_DN2050_c0_g1_i4"	0.35533235451477	-0.717811826832361	-0.571596401348226	-0.258858512554784	0.241854109708796	0.955119977562282
"TRINITY_DN2014_c3_g1_i3"	0.761558304828828	-0.509289021406788	-0.477766104836076	-0.109570096108615	0.176884141542968	0.580537987656021
"TRINITY_DN2053_c0_g1_i1"	0.413108791338741	-0.80546672076121	-0.676207721124775	-0.256128808368709	0.268079793668262	0.959515767075239
"TRINITY_DN2088_c12_g1_i1"	0.246043501926059	-0.730465739510576	-0.700436870788413	-0.441137575033863	0.685923022111541	0.768086861810573
"TRINITY_DN2088_c1_g1_i1"	-0.160596396313734	-0.137255675899646	-0.06164584164563	-0.429024498385453	0.116451772883418	0.464246167048393
"TRINITY_DN2088_c1_g1_i11"	0.0653370283717085	-0.708857979203946	-0.425221794754207	-0.131365594315835	0.412355692692034	0.743883507724655
"TRINITY_DN2088_c1_g1_i2"	0.446494115807221	-0.561814086789794	-0.482228179087566	-0.25941475702226	0.520763995217466	0.593740774880666
"TRINITY_DN2002_c0_g1_i2"	-0.0874719401945858	0.466546629201846	0.285042816180895	0.0527266016939935	-0.468926356118068	-0.221779165640844
"TRINITY_DN2089_c0_g1_i2"	-0.200149669397387	-0.320355750141281	0.215081920111775	0.956709620419152	-0.0873211793451767	0.0166933612910498
"TRINITY_DN2023_c0_g1_i1"	0.388784069352328	-0.678728446115549	-0.589779710047252	-0.257233631959858	0.36565884989129	0.916374472976841
"TRINITY_DN2030_c0_g1_i1"	0.251062018179572	-0.541543538288657	-0.259310192105138	0.0606534875500139	0.0509473843854369	0.771908586168465
"TRINITY_DN2057_c0_g1_i3"	0.427519254519408	-0.687986463297336	-0.534448454180935	-0.235210026093957	0.414539473211196	0.880189536811398
"TRINITY_DN2057_c0_g1_i4"	0.525687429717874	-0.777011121350635	-0.723232933411131	-0.333149599967251	0.29512726671869	0.919214050149868
"TRINITY_DN26239_c0_g1_i1"	-0.287600163619206	0.329426440692141	0.623213487263524	-0.0225785004180714	-0.0256639379037694	-0.478601771092847
"TRINITY_DN26210_c0_g1_i1"	-0.352224422491381	0.451271136592955	0.559666186193705	0.277608142176151	-0.389577314830199	-0.457148822184303
"TRINITY_DN17046_c0_g1_i1"	-0.44372193065841	0.496101363258412	0.926374450458531	0.255937234917022	-0.0996235511057357	-0.553744882337571
"TRINITY_DN17102_c0_g1_i1"	0.329344351292391	-0.791385730060465	-0.697626192881559	-0.157787477432391	0.37746229820958	0.835132502834715
"TRINITY_DN17086_c0_g1_i1"	-0.0344014870735278	0.0204411719427013	0.3989947178825	0.127750567049529	-0.0720394372425759	0.185145108907847
"TRINITY_DN17086_c0_g1_i9"	0.30324760835301	-0.818289351695482	-0.614331706218542	-0.121703483187889	0.393288235648563	0.811569756066651
