"kMEblack"	"kMEblue"	"kMEbrown"	"kMEpink"	"kMEred"	"kMEturquoise"
"TRINITY_DN5696_c0_g1_i1"	0.262997225007159	-0.423563736908019	-0.277960433180374	0.093500219106657	-0.0229656814368292	0.614437041630609
"TRINITY_DN5696_c0_g1_i2"	0.38714456373927	-0.618360600436184	-0.414356182926134	-0.090310288296285	0.19493089209162	0.819497595631229
"TRINITY_DN5624_c0_g1_i1"	0.1718665440205	-0.565906875368471	-0.386189100485883	-0.128784140925614	0.0382677228361084	0.83995446926061
"TRINITY_DN5660_c1_g1_i2"	0.27578067742983	-0.540439668867928	-0.591552414266858	-0.415199281991951	0.229879234103559	0.842234684142115
"TRINITY_DN5660_c2_g1_i1"	0.171651248851789	-0.331320995265355	-0.501620132827207	-0.438584047343293	0.246236865252487	0.664318984937244
"TRINITY_DN5660_c2_g1_i2"	0.285691814134826	-0.282759355947936	-0.102294447619226	0.133114011528524	0.142369574987031	0.41508717549389
"TRINITY_DN5671_c0_g1_i1"	-0.404498661204698	0.397090521421234	0.772492367044841	0.228139724704991	-0.318297337151335	-0.280864522314492
"TRINITY_DN5671_c0_g1_i12"	-0.151944731919142	0.243454564535998	0.705908106137681	0.341494000643012	-0.397625521340704	-0.178583637559878
"TRINITY_DN5671_c0_g1_i8"	-0.367318290434	0.57794672950424	0.908333516416099	0.230593833171346	-0.265053988746091	-0.567978794168095
"TRINITY_DN5683_c0_g1_i1"	0.30534476625379	-0.705224638104541	-0.659729544053362	-0.328773637324303	0.117032963634045	0.930411251232406
"TRINITY_DN5658_c1_g1_i2"	-0.0299398247460436	-0.379646645326875	0.232843393367497	0.859106162086963	0.0381514843274003	0.13036028174482
"TRINITY_DN5642_c0_g1_i1"	-0.576156646572241	0.804511605435689	0.277947183405293	-0.115268752610813	-0.495204685646716	-0.559370865775434
"TRINITY_DN5642_c0_g1_i2"	-0.33098451421493	0.854937048536276	0.49712987096381	-0.212510246735872	-0.298754875273395	-0.607032188214449
"TRINITY_DN5642_c0_g1_i3"	-0.326694411444771	0.907389820922839	0.39177417776965	-0.175225783677668	-0.28779254987572	-0.75681652428896
"TRINITY_DN5681_c0_g1_i1"	0.0973183100336341	0.218023065298158	-0.0652381646275676	-0.171090263545085	-0.153570208504561	-0.0291015191950067
"TRINITY_DN5622_c0_g1_i1"	0.380383225878244	-0.772290138589245	-0.524839250935091	-0.170759796182427	0.158127265630756	0.844845050241056
"TRINITY_DN5699_c0_g1_i3"	-0.101985890609795	0.326419554168411	0.312301380207363	-0.307191821493862	-0.0227397463492957	-0.255597206984139
"TRINITY_DN5635_c0_g1_i1"	0.334655584160394	-0.834777456098351	-0.585621302717297	-0.198274530915929	0.268291344917641	0.964823053565881
"TRINITY_DN5611_c0_g2_i2"	0.354970244185429	-0.667630117434382	-0.273525511176416	0.015984011198031	0.304767824262699	0.786069672410257
"TRINITY_DN37977_c0_g1_i1"	-0.423743626073375	0.294261871277645	0.88292149037175	0.396277892459352	-0.169696474313685	-0.408844659669617
"TRINITY_DN37897_c0_g1_i1"	-0.168701509804052	-0.142750068206208	0.286572615936371	0.356327524125251	-0.177079154368446	0.101081462448498
"TRINITY_DN37941_c0_g1_i1"	0.126361515390798	-0.385539318064509	-0.36378146850988	-0.264164778844543	0.952167545050826	0.289062614919507
"TRINITY_DN28830_c0_g1_i1"	0.34699351093298	-0.848327941201257	-0.585406052762414	-0.10437896535148	0.263936668789577	0.962829988008718
"TRINITY_DN28802_c0_g1_i1"	0.513069337096416	-0.714998791429463	-0.560845865766476	-0.0881471105837961	0.347500632932984	0.859699838973203
"TRINITY_DN28816_c0_g1_i1"	0.139512529270832	-0.546773525424988	-0.251801068459962	0.0309701334245851	0.253554963982287	0.774758588530783
"TRINITY_DN12423_c0_g2_i1"	0.0560599762333618	-0.212463044852097	0.192312194119582	0.0433307666142129	0.108199816062504	0.351425728567526
"TRINITY_DN12473_c0_g1_i2"	-0.409198061554003	0.659888375444915	0.9231128996532	0.274383711264877	-0.373726240830249	-0.757190420140138
"TRINITY_DN12428_c0_g1_i1"	0.143375523826985	-0.46669155142252	-0.038840462873487	0.244297790274816	0.0662159744258869	0.640925242963872
"TRINITY_DN12499_c0_g1_i1"	0.361282004636247	-0.803512340327933	-0.628382780685696	-0.169820374681609	0.202584953440696	0.885856163693752
"TRINITY_DN12451_c0_g1_i1"	0.352698037528903	-0.623882445211699	-0.591477600827236	-0.297426150337899	0.131221011616288	0.896227094145249
"TRINITY_DN12437_c0_g2_i1"	-0.453237880043875	0.851853061548516	0.352967079342499	-0.0892733901186613	-0.275857373498615	-0.63205250602919
"TRINITY_DN12462_c0_g1_i1"	-0.376249319157488	0.768404303983811	0.529450692403132	-0.0680710891181588	-0.360875356448528	-0.75278569364745
"TRINITY_DN12415_c1_g1_i1"	0.243705775078419	-0.593471751115642	-0.396853340703412	-0.15580149826332	0.0972051420076338	0.897997281839453
"TRINITY_DN12415_c2_g1_i3"	0.205014380014658	-0.558920682527043	-0.391859518829335	-0.0250792662284257	-0.100067483859408	0.835859539472135
"TRINITY_DN12415_c2_g1_i4"	0.123851864531468	-0.138258755979695	-0.219622048426622	-0.607093134156723	0.4050573595901	0.337259038885748
"TRINITY_DN12415_c0_g1_i13"	0.122372460357249	0.364021822969852	0.275201656761156	0.0670971587137061	-0.124187283037284	-0.532312955650904
"TRINITY_DN12416_c0_g1_i1"	-0.216529015085236	0.0412280986796496	0.0851642452923081	-0.313860121454334	0.22849570129164	0.0957731902345795
"TRINITY_DN12405_c0_g2_i3"	-0.39336041168624	0.923360782904219	0.776008094637223	-0.0284737015181415	-0.49926614891725	-0.765040457377917
"TRINITY_DN4725_c0_g1_i1"	0.167253630045402	-0.0762160366508643	-0.435196191395419	-0.406449602486159	-0.121691012389391	0.0887909445290942
"TRINITY_DN4725_c0_g1_i4"	0.404516636766974	-0.823568569327851	-0.651820829991988	-0.0631279680073381	0.26300306663198	0.84497487106773
"TRINITY_DN4706_c0_g4_i1"	-0.16881495061862	-0.26698240867889	0.229121875233692	0.973937526181466	-0.10705979595569	-0.0233881565001025
"TRINITY_DN4706_c1_g1_i3"	-0.393386099754035	0.165613393115137	0.44948163684484	0.873334020846055	-0.451216454468297	-0.360030897787511
"TRINITY_DN4706_c0_g1_i1"	-0.473189708512642	0.820343465281296	0.521863749250762	0.0909978902975383	-0.438069677111361	-0.705422469090077
"TRINITY_DN4706_c0_g1_i2"	-0.397966489438149	0.764812284183795	0.423350654601519	-0.151125608763211	-0.00747592312278707	-0.646311409825743
"TRINITY_DN4715_c3_g1_i3"	-0.141336720711762	0.236248163250803	0.603829027411814	0.230789243241694	-0.203515375672505	-0.272722653053543
"TRINITY_DN4715_c1_g1_i1"	0.307545657363108	-0.632838770161571	-0.364693968427264	-0.0251241632629132	0.265743964783865	0.823876180753852
"TRINITY_DN4715_c2_g1_i1"	0.384528778325351	-0.61103630855487	-0.450648747924341	-0.162688445383245	0.139333570184596	0.883488983885227
"TRINITY_DN4703_c0_g1_i1"	-0.421340522771926	0.788417078974537	0.837116655004701	-0.039873401600742	-0.452618496490099	-0.639818698904589
"TRINITY_DN4749_c0_g1_i1"	0.335400480781367	-0.499641576935141	-0.317223207393015	-0.0669332081784744	0.0521532452918105	0.786519726653037
"TRINITY_DN4718_c0_g1_i1"	-0.469919239063338	0.803197157562105	0.593395047020831	0.0519557230134547	-0.423732726372176	-0.606308618068579
"TRINITY_DN4718_c0_g1_i2"	0.318957096113211	-0.512136667461191	-0.527341698511422	-0.14135343497712	0.308368732903827	0.404481053254181
"TRINITY_DN4724_c0_g1_i1"	0.130579669879023	-0.254011485175495	-0.262345084166119	-0.199279672478028	0.190015178683362	0.568425006408936
"TRINITY_DN4758_c0_g1_i2"	0.324558478798164	-0.542140839396314	-0.350066392379279	-0.087951549521994	0.0255283829512857	0.834073882909425
"TRINITY_DN4743_c0_g1_i14"	-0.488943469378724	0.466727988200682	0.88242073948212	0.285719523410755	-0.144555300653986	-0.632684610767571
"TRINITY_DN4707_c0_g1_i2"	0.0786074331345134	-0.410514238270949	-0.0892448996812416	0.335844229845113	4.92215405382412e-05	0.541175655365609
"TRINITY_DN4720_c0_g1_i1"	0.188865803574302	-0.519496980372926	-0.320301472611465	0.0167639942248584	-0.0214568206712715	0.752828799243037
"TRINITY_DN4780_c0_g1_i2"	-0.0852034053236837	0.423579300504824	0.24087770032309	0.0915432243762916	-0.377105575688322	-0.249041920550379
"TRINITY_DN4780_c0_g3_i3"	-0.373501188439299	0.889321155117699	0.50132043057494	-0.0502635475986195	-0.33659254572288	-0.736896158113146
"TRINITY_DN4714_c2_g1_i1"	0.357827300665957	-0.708644875937244	-0.621822524928355	-0.238381121827218	0.234816914511581	0.770714045882664
"TRINITY_DN4714_c0_g1_i17"	-0.111567064218568	0.784778390158213	0.55608092153575	-0.222644897981821	-0.366812029980917	-0.601556844577044
"TRINITY_DN4714_c0_g1_i2"	-0.250664692654994	0.361535005097736	0.518425550301342	0.187715601957153	0.0934750073749359	-0.367806002036345
"TRINITY_DN4714_c0_g1_i4"	-0.537989371716516	0.651277407097124	0.339655766146137	-0.12659051081765	-0.498011039909038	-0.48543446861558
"TRINITY_DN4714_c0_g1_i5"	0.363440902473504	-0.886815803657359	-0.637051603574388	-0.0791178680713255	0.344808456286409	0.895458279640719
"TRINITY_DN4714_c0_g1_i6"	0.436520850782969	-0.510017684060732	-0.365987562991672	-0.0971138526183389	0.332281436316336	0.677874794665335
"TRINITY_DN4730_c0_g2_i1"	-0.479716588839624	0.826578413839436	0.882167032701798	0.0995437955753662	-0.437785594801868	-0.783135068189331
"TRINITY_DN4735_c0_g1_i1"	0.303803765949975	-0.828037274217391	-0.574408715090619	-0.109521775030303	0.304260084420907	0.889255315023552
"TRINITY_DN4754_c0_g1_i2"	0.0374722339395981	0.113368643755579	0.597118749464838	0.260333468562146	0.0696423834653036	-0.186053906269766
"TRINITY_DN4739_c0_g1_i1"	0.454783062915997	-0.743888197270353	-0.793515085533774	-0.29768277085563	0.256391132480721	0.807124771277492
"TRINITY_DN4742_c0_g1_i1"	0.264404572044175	-0.711451484496069	-0.536820541684708	-0.212203650503338	0.252209206848273	0.948288352476303
"TRINITY_DN4744_c0_g1_i12"	-0.019811221548789	0.777177013412351	0.273656670292446	-0.162715256566853	-0.338150807492311	-0.733458953760475
"TRINITY_DN4744_c0_g1_i5"	-0.143745149194339	-0.0928059922568806	-0.412998956375196	-0.028499883767094	0.0708513844732129	0.217860319030888
"TRINITY_DN4757_c0_g1_i1"	0.434972084785221	-0.854977621832613	-0.650339668521234	-0.0835477848423015	0.17927417010541	0.868367590279834
"TRINITY_DN4701_c0_g1_i2"	0.022124783614199	-0.385743218897612	-0.157465184236967	0.0551702751353192	0.0569937333029183	0.642888336463237
"TRINITY_DN4711_c2_g1_i2"	-0.131468865112376	0.434948511899763	0.594257290783713	0.169544645599032	-0.226537572584179	-0.423324207466094
"TRINITY_DN4711_c8_g1_i1"	0.428852335123753	-0.464007264575994	-0.365954708808271	-0.0929911937148463	-0.0137820799793117	0.616273049059646
"TRINITY_DN4711_c4_g1_i2"	0.179579456851606	-0.372059642452393	0.0133133001318018	0.164278483778491	-0.149568920702863	0.564658029162847
"TRINITY_DN4704_c4_g1_i1"	0.450184942730278	-0.608043581856339	-0.448301894262017	-0.0649988422149624	0.308682515852845	0.47498215281229
"TRINITY_DN4704_c4_g1_i2"	0.411626852948858	0.0871337729887413	-0.037417746508676	-0.152497719073558	0.181513153074139	-0.0952902848849277
"TRINITY_DN4704_c4_g1_i3"	0.447032726443051	-0.880110948508946	-0.753797254747024	-0.110287155303999	0.324657427330067	0.780272099398327
"TRINITY_DN4704_c0_g1_i10"	0.356939726742985	-0.86339221840944	-0.645629138369534	-0.124928504837857	0.387890649244029	0.87153630617545
"TRINITY_DN4704_c0_g1_i16"	0.351018298003678	-0.863175008844117	-0.633865101078922	-0.123990885811591	0.387461345657173	0.872724959095502
"TRINITY_DN4704_c0_g1_i4"	0.292891719910666	-0.851891880232646	-0.57564890746077	-0.0780766282057384	0.326465574644485	0.853720351173313
"TRINITY_DN4704_c14_g1_i1"	0.344417455756098	-0.661457124754686	-0.521362287434908	-0.241120262507749	0.322607152859931	0.881327461985679
"TRINITY_DN4704_c1_g1_i2"	0.0658651245334545	-0.586398291601596	-0.536895592996487	-0.24432313066677	0.0979623999985975	0.852147124268098
"TRINITY_DN4704_c2_g2_i1"	-0.341361408451441	0.338306674279055	0.835184403940737	0.241788726515149	-0.0200319298555638	-0.314323546254461
"TRINITY_DN4704_c2_g1_i1"	0.03511276592882	-0.0524069755980648	-0.501927396225513	-0.189761588189107	0.176627314897895	0.0664212038334186
"TRINITY_DN4704_c2_g1_i4"	0.359689646342436	0.171520575990465	-0.148370813300658	-0.252044845659582	-0.0462075829335688	0.0923400785239563
"TRINITY_DN4704_c2_g1_i5"	0.400657135848694	-0.72797956058825	-0.779392257286299	-0.331618043826543	0.340442256722085	0.905891387109734
"TRINITY_DN4704_c2_g1_i6"	-0.108872546059854	0.409112257375531	-0.13169697754472	-0.205112256667873	-0.0373250672310766	-0.400174046421614
"TRINITY_DN4733_c0_g1_i1"	0.459866769041878	-0.757592151431999	-0.670142409319607	-0.203949626293618	0.223374018191839	0.92320295995653
"TRINITY_DN4790_c0_g1_i1"	-0.228047558450386	0.742752795835066	0.214050684097391	-0.00805034684119325	-0.220238790761827	-0.761027647592902
"TRINITY_DN4708_c0_g1_i1"	0.411423434296683	-0.644882874055708	-0.462871917224547	-0.148288846751094	0.184100760889876	0.890202207256633
"TRINITY_DN4702_c0_g1_i6"	0.147798388814182	-0.59201698592545	-0.178144817905183	0.00741880658966186	0.260171543619767	0.531558327032509
"TRINITY_DN4712_c0_g4_i1"	0.442766381167478	-0.884446893310446	-0.716768967211742	-0.0862479099778135	0.302883153838568	0.787998234735157
"TRINITY_DN4712_c0_g2_i1"	-0.367321145854499	0.4570502190406	0.89000531522166	0.496579071729451	-0.453805165300245	-0.552401576628173
"TRINITY_DN4712_c0_g1_i1"	-0.336927091573218	0.460151306539761	0.777312292372228	0.281261322977832	-0.0829361218179402	-0.462128316528782
"TRINITY_DN4712_c0_g1_i2"	-0.124800825605937	0.151086966244681	0.585341930766407	0.352533697786472	-0.0157886443567465	-0.145381926108237
"TRINITY_DN4712_c0_g3_i3"	0.00526435290621325	0.522458703818024	0.162820221020007	-0.431451237931675	0.161654429593772	-0.328966355390134
"TRINITY_DN4712_c4_g1_i1"	-0.568342004221369	0.507685659600773	0.875489725504061	0.28908083123547	-0.125946584882634	-0.553980170638463
"TRINITY_DN4741_c2_g2_i1"	0.385624951111233	-0.551923716764909	-0.413909726584947	-0.378739737288955	0.438052190804038	0.768736180875947
"TRINITY_DN4792_c0_g1_i1"	0.445212345558486	-0.722778044927868	-0.738595204887743	-0.250123120728538	0.288354127757488	0.881648297805864
"TRINITY_DN4792_c0_g2_i1"	0.5089051759902	-0.776954985505107	-0.72527525367513	-0.2076750830184	0.271667132994777	0.903256569338155
"TRINITY_DN4740_c0_g2_i8"	0.240589143199942	-0.760887396587327	-0.629525871489038	-0.262278072602497	0.523677082918023	0.708767137846212
"TRINITY_DN4783_c0_g1_i13"	0.0286074289097195	0.376282933736325	0.395122942775685	-0.221982325871778	-0.526523349424825	-0.175749790459109
"TRINITY_DN4783_c0_g1_i22"	0.368661735911339	-0.606436811355338	-0.28360960168664	0.145883481801209	0.32420709361994	0.521548773036523
"TRINITY_DN4783_c0_g1_i24"	-0.0121606757535101	0.636577302725516	0.224127473212366	-0.393137496071102	-0.0573380341005617	-0.549629997482829
"TRINITY_DN4774_c0_g1_i1"	0.432160043868617	-0.849300604867136	-0.665442335843338	-0.16632978971291	0.217871738791795	0.87450018870415
"TRINITY_DN4767_c0_g1_i1"	0.497400880473168	-0.483510521103341	-0.473722593946097	0.0794562188851499	0.33643838562533	0.333838827652747
"TRINITY_DN28940_c0_g1_i1"	0.244938578215501	-0.749855296577524	-0.686910586880618	-0.15998794459498	0.165123318764567	0.892806985698441
"TRINITY_DN28946_c0_g1_i1"	-0.224609374274678	-0.0829369579789022	0.287933651442048	0.974907936134531	-0.215147036363794	-0.215095207518534
"TRINITY_DN19767_c0_g1_i1"	-0.34367973704279	0.932461546178019	0.508532010848928	-0.141012173450408	-0.312162411274693	-0.761729303746639
"TRINITY_DN19730_c2_g1_i1"	-0.397418901579072	0.167853256700593	0.703060706441976	0.265251267878756	-0.129670682495747	-0.273886072481781
"TRINITY_DN19730_c3_g1_i1"	0.471485835550864	-0.746751277056089	-0.793225950465814	-0.269877002790619	0.384445798953538	0.834311426973616
"TRINITY_DN19757_c1_g1_i1"	0.391641097940887	-0.506752674143651	-0.528334875287217	-0.225123678302432	0.285961042360447	0.715817126257285
"TRINITY_DN19786_c0_g2_i1"	-0.476282405785476	0.401158927565743	0.710865611813486	0.040568990227589	-0.226480537043716	-0.379823882838139
"TRINITY_DN19747_c0_g1_i4"	-0.134143094417173	0.0786575320421258	0.427436722991107	0.116928477096184	0.227915631593919	0.0310788439749311
"TRINITY_DN19747_c0_g1_i7"	-0.114903806458094	0.333571423158164	0.485866780075373	0.115649853198715	-0.201665551720353	-0.286969464824218
"TRINITY_DN0_c4_g1_i4"	-0.039070475620136	0.476493051225731	0.489221271337168	-0.181270872331883	-0.268308591079984	-0.220226094472851
"TRINITY_DN0_c0_g1_i12"	0.100450763884035	0.0283759463872735	-0.126365045603919	0.0330682926100887	0.149736681371992	-0.264463917481892
"TRINITY_DN0_c0_g1_i28"	0.175163772153451	0.0560077147690074	0.0812271284776425	-0.0728732668837399	0.126839510117391	-0.0388620284367273
"TRINITY_DN0_c0_g1_i34"	0.332653293478577	-0.363566843953171	-0.680796678155172	-0.139039948760597	0.3154594555079	0.247540222933153
"TRINITY_DN0_c0_g1_i39"	0.291329624333378	-0.736748980487293	-0.468456563952504	-0.0943918852664053	0.323673883011744	0.764164726282127
"TRINITY_DN0_c0_g1_i4"	-0.105768107085177	0.199044143848258	0.767621696356117	0.370640183200729	-0.0533863672083509	-0.264930460609788
"TRINITY_DN0_c2_g1_i1"	-0.360432597863866	0.399200298074753	0.92969305542452	0.480130122328819	-0.27529541579002	-0.58894768474885
"TRINITY_DN0_c2_g1_i14"	-0.312060266567939	0.10901198924623	0.764508389956144	0.27182997905861	-0.116449803254016	-0.217694362324326
"TRINITY_DN0_c2_g1_i16"	0.0026391308808981	0.205047216417199	-0.192761740803027	-0.265880430247827	0.0271298522506497	-0.2630084648742
"TRINITY_DN0_c2_g1_i18"	0.18293555676438	0.220012990141658	0.0244641844266711	-0.189105754407827	0.183766035469101	-0.131963779221587
"TRINITY_DN0_c2_g1_i2"	-0.199638587484668	0.563422044293055	0.663474642708086	0.196493871952204	-0.370686045846649	-0.618728399683319
"TRINITY_DN0_c2_g1_i24"	-0.505553308971789	0.385054707141573	0.551083362675035	0.0656156774854979	-0.033454966006581	-0.238932467249103
"TRINITY_DN0_c2_g1_i28"	-0.110718722797651	0.406804586772357	0.119444868805011	-0.0695592419377622	0.248384877314583	-0.634975628929109
"TRINITY_DN0_c2_g1_i29"	-0.29019486013926	0.302266808047954	0.342522694267767	0.00798221525518125	-0.0739594484745279	-0.193307673684029
"TRINITY_DN0_c2_g1_i31"	-0.143757525617502	0.215515497266222	0.615067630264652	0.377946013715776	-0.268427675745364	-0.183500876070778
"TRINITY_DN0_c2_g1_i33"	0.0550831877209889	0.0592532878236418	-0.117008212713448	-0.246137205228228	0.227522955514404	-0.192121427269494
"TRINITY_DN0_c2_g1_i35"	0.0558367902143878	-0.312387721789767	-0.303300215711395	-0.0346423064369322	0.286437736789206	0.233835785388199
"TRINITY_DN0_c2_g1_i37"	-0.30306349149008	0.328673437012473	0.782522526524793	0.356624712333091	-0.231577993126512	-0.507099017107152
"TRINITY_DN0_c2_g1_i39"	-0.380238354118944	0.727885158978805	0.860868096364216	0.134721941918003	-0.340665241574855	-0.716613723326295
"TRINITY_DN0_c2_g1_i4"	-0.331930950153617	0.583958310877583	0.875623632173797	0.323227244741731	-0.341253203828291	-0.556655444238116
"TRINITY_DN0_c2_g1_i40"	-0.108702920821181	-0.0643315454863737	-0.0439237894462614	-0.251009453573277	0.258546392690443	0.0263773193714955
"TRINITY_DN0_c2_g1_i43"	-0.0302150219193199	-0.218485718532656	-0.21114061819403	-0.152080320985069	-0.211423729835996	0.227108749731186
"TRINITY_DN0_c2_g1_i6"	0.351124371928579	-0.687252944903023	-0.582497763410251	-0.352015932082579	0.313572455211398	0.749754146014344
"TRINITY_DN0_c2_g1_i7"	-0.0721512148882184	0.35104448624028	0.412145021013418	0.0135295660973061	-0.412759055339947	-0.297107172629066
"TRINITY_DN0_c2_g1_i9"	-0.539485501278408	0.289107275599511	0.653070530303214	0.21836278309543	-0.0755690206451013	-0.199158826773518
"TRINITY_DN0_c235_g1_i1"	0.422478150600697	-0.813655778779293	-0.753711696146136	-0.198765002296357	0.236852552736023	0.938384835606003
"TRINITY_DN0_c5_g3_i2"	-0.479236674788013	0.713386535712047	0.586804427422122	0.0147710431621186	-0.249565471889952	-0.821489148251895
"TRINITY_DN0_c162_g1_i1"	-0.226689729219954	0.434041566511015	0.725783490751842	0.346598524880165	-0.526546627513449	-0.478482563115128
"TRINITY_DN0_c51_g1_i1"	-0.314932778877667	0.265455784130237	0.72424812005359	0.220512786172219	-0.107749050630769	-0.407550968230996
