"173"	"272"
"TRINITY_DN28777_c0_g2_i1"	0	475.042
"TRINITY_DN0_c693_g1_i2"	0.258097	1266.11
"TRINITY_DN10_c0_g2_i15"	5.13778	548.902
"TRINITY_DN3_c1_g1_i21"	0.732727	4346.52
"TRINITY_DN69544_c0_g1_i5"	0	426.027
"TRINITY_DN42618_c0_g1_i1"	1.08084	730.219
"TRINITY_DN92356_c1_g1_i5"	0	472.656
"TRINITY_DN4294_c3_g1_i7"	0	2508.81
"TRINITY_DN90889_c3_g1_i20"	1.90506	550.599
"TRINITY_DN36624_c6_g1_i11"	0	392.571
"TRINITY_DN49545_c0_g1_i3"	0	518.326
"TRINITY_DN39619_c4_g1_i2"	0	1958.07
"TRINITY_DN271_c3_g1_i2"	1.61771	543.051
"TRINITY_DN38820_c0_g1_i4"	1.04637	858.856
"TRINITY_DN64145_c0_g1_i2"	0	372.811
"TRINITY_DN46086_c0_g3_i1"	0	3761.74
"TRINITY_DN36244_c0_g1_i23"	0	664.586
"TRINITY_DN69810_c0_g2_i2"	0	720.128
"TRINITY_DN8030_c1_g1_i1"	0	652.015
"TRINITY_DN5230_c8_g1_i17"	1.37699	525.491
"TRINITY_DN46706_c0_g1_i1"	0	390.324
"TRINITY_DN86667_c1_g1_i22"	4.8316	1140.43
"TRINITY_DN44091_c0_g2_i5"	2.92557	1134.29
"TRINITY_DN2866_c1_g2_i12"	0	611.198
"TRINITY_DN7705_c0_g1_i5"	2.44977	315.29
"TRINITY_DN39977_c1_g3_i1"	0	405.343
"TRINITY_DN64332_c2_g1_i1"	2.34472	220.949
"TRINITY_DN2325_c3_g1_i12"	1.71435	2903.51
"TRINITY_DN2325_c3_g1_i9"	0.546011	3119.48
"TRINITY_DN2325_c7_g1_i5"	2.92831	264.747
"TRINITY_DN1439_c67_g1_i6"	1.29144	483.399
"TRINITY_DN9036_c0_g1_i36"	0	576.792
"TRINITY_DN9036_c0_g1_i29"	0	365.348
"TRINITY_DN9036_c0_g1_i5"	2.76351	783.716
"TRINITY_DN9036_c0_g1_i28"	0.174426	385.768
"TRINITY_DN34986_c2_g1_i13"	0	1856.54
"TRINITY_DN50286_c1_g1_i1"	0.471001	948.574
"TRINITY_DN24002_c4_g1_i16"	6.05894	1362.17
"TRINITY_DN7560_c0_g2_i4"	0	882.407
"TRINITY_DN5771_c2_g1_i4"	0.172452	456.551
"TRINITY_DN191_c28_g1_i1"	0	2298.68
"TRINITY_DN4834_c1_g1_i12"	0	1086.85
"TRINITY_DN4806_c9_g1_i1"	3.06394	346.239
"TRINITY_DN2167_c10_g2_i12"	0.028933	764.889
"TRINITY_DN2167_c10_g2_i2"	0.686448	2204.97
"TRINITY_DN68900_c0_g1_i4"	0	979.287
"TRINITY_DN52555_c0_g1_i4"	0	461.979
"TRINITY_DN52591_c1_g1_i4"	1.21604	418.071
"TRINITY_DN75293_c0_g1_i11"	0	3713.74
"TRINITY_DN56434_c0_g1_i7"	0	1265.86
