"kMEblack"	"kMEbrown"	"kMEgreen"	"kMEgrey"	"kMEpink"	"kMEyellow"
"TRINITY_DN214_c0_g1_i1"	0.386778672953266	0.953419466470274	0.358548181423332	-0.174686167108071	-0.159703120013618	-0.377396572569805
"TRINITY_DN272_c0_g1_i2"	0.350131001716301	0.928891408741699	0.360727983136938	-0.0551289355076339	-0.236136116261589	-0.286514176753546
"TRINITY_DN3913_c0_g1_i1"	0.0236483210497796	0.932884298515749	0.685417714636061	-0.168431507940679	-0.331314872271462	-0.0541877080678069
"TRINITY_DN3920_c0_g1_i1"	0.97222713851393	0.381310706764502	-0.455691120469251	-0.290536171467381	0.546865599602139	-0.920457830645944
"TRINITY_DN3993_c0_g1_i1"	0.355142338822838	0.946637792301282	0.346490860727394	-0.380231259868231	-0.157154332672906	-0.397779093558576
"TRINITY_DN3983_c0_g1_i1"	0.361359692629282	0.882093704399185	0.327122330437103	0.0231480789665163	-0.214586743346	-0.26875582639674
"TRINITY_DN3949_c0_g1_i1"	0.218489445765338	0.734236151515306	0.271229138402717	-0.62596298854267	-0.191838701075116	-0.263263463047189
"TRINITY_DN3990_c0_g1_i1"	-0.411302520259136	0.736189291645444	0.831431251592773	-0.150631872896497	-0.620857904009701	0.354089739999879
"TRINITY_DN3937_c0_g1_i1"	-0.181018214828951	0.831464745058945	0.824375462121788	-0.156852907102718	-0.435911211213771	0.147727583945622
"TRINITY_DN3905_c0_g1_i1"	-0.042063160774906	0.899698258229073	0.731904098197784	-0.339533391118743	-0.338224880976574	-0.014965924865809
"TRINITY_DN3974_c0_g1_i1"	0.107318017165284	0.941730747075392	0.634908056617124	-0.200663408115327	-0.353468682176995	-0.0670168642128428
"TRINITY_DN3964_c0_g1_i1"	0.341115471818641	0.936339143258481	0.34077001011486	-0.154820227677353	-0.127769017997486	-0.319821125616313
"TRINITY_DN4095_c0_g1_i1"	0.319493473137246	0.965063233191133	0.381746720942775	-0.319218582077066	-0.151081682567334	-0.367194640810273
"TRINITY_DN4012_c0_g1_i1"	0.259964613895352	0.943393449202432	0.376467165152588	-0.454698755035687	-0.133062796542675	-0.359691712901273
"TRINITY_DN4091_c0_g1_i1"	0.314285341488218	0.956823441012645	0.39447755634957	-0.427719632504875	-0.13903531311867	-0.371931103541605
"TRINITY_DN4055_c0_g1_i1"	0.281005666633713	0.961204014140369	0.385836111611621	-0.390212196267909	-0.183731490334116	-0.302183516646001
"TRINITY_DN4075_c0_g1_i1"	0.298232297928638	0.948170437083115	0.368139746956223	-0.362569918737233	-0.123100407007202	-0.383781248742993
"TRINITY_DN4090_c0_g1_i1"	-0.790763930590514	0.173126621731951	0.921657567361174	0.343627692402844	-0.738197129147767	0.799008325662092
"TRINITY_DN4029_c0_g1_i1"	0.296835790204277	0.976847423531762	0.399371369072943	-0.320084932101657	-0.189907519830709	-0.297950643928082
"TRINITY_DN4099_c0_g1_i1"	0.671290212383118	-0.243274923466167	-0.725372192736038	-0.370849093016387	0.916213576336014	-0.738039464860284
"TRINITY_DN660_c0_g1_i1"	0.202992082208405	0.915985012055631	0.341936421328608	-0.155053555738113	-0.235556563835477	-0.236578701791455
"TRINITY_DN642_c0_g1_i1"	0.271257540323277	0.952272924319947	0.384449866637416	-0.444031953145307	-0.109731196109376	-0.342297771617995
"TRINITY_DN605_c0_g2_i1"	0.409722417156167	0.944573596556736	0.324938166617872	-0.240534836892844	-0.0487293323459797	-0.423679810911643
"TRINITY_DN665_c0_g1_i1"	0.268607665741352	0.750289469080774	0.262527282367794	-0.589790337857744	-0.164978752997999	-0.271788250368157
"TRINITY_DN602_c0_g1_i1"	0.724084257253098	0.266284972780028	-0.367844586931959	-0.0818442558352701	0.569546552820402	-0.680266885596136
"TRINITY_DN685_c1_g1_i1"	0.281533364124351	0.970245296342312	0.410803752384168	-0.378780023916096	-0.192281307773066	-0.324673188100558
"TRINITY_DN637_c0_g1_i2"	0.345481954117485	0.956888188909428	0.331014829755452	-0.214398157683532	-0.10758106491404	-0.375127023688121
"TRINITY_DN648_c0_g1_i1"	0.373503231266572	-0.0981374627436921	-0.455833254110922	-0.178601071596431	0.818447478288756	-0.481662835986354
"TRINITY_DN629_c0_g1_i2"	0.487789693786884	0.745157553807027	0.11871099429688	-0.373732614554251	-0.193102876690616	-0.406543571152133
"TRINITY_DN629_c0_g1_i1"	0.282390340784746	0.938747751689633	0.391028187739578	-0.165393744628326	-0.257292412585687	-0.248929823193396
"TRINITY_DN618_c0_g1_i2"	-0.849411887476857	0.212073712739671	0.839229118164264	0.223326653180356	-0.801609671789263	0.833990094095882
"TRINITY_DN661_c0_g2_i1"	0.36901055265517	0.77781815209919	0.324486580841736	-0.199729644445161	-0.195931765130378	-0.294686532721277
"TRINITY_DN3128_c0_g1_i1"	0.0862316375495337	0.920975741690441	0.413086913886474	-0.240351272727544	-0.389451342402249	-0.109775943117965
"TRINITY_DN3130_c0_g1_i1"	-0.409278743445191	0.218307512394574	0.64393354069467	-0.207106245343448	-0.358605914338844	0.32344032082114
"TRINITY_DN5225_c0_g1_i1"	0.38303712095455	0.915167400312987	0.318443443532089	-0.339870516325362	-0.172748082965595	-0.403958741005661
"TRINITY_DN5288_c0_g1_i1"	0.513759811168092	-0.0373444366241943	-0.425293096188622	0.0831174030546089	0.506114301637176	-0.455195371798117
"TRINITY_DN5267_c0_g1_i1"	-0.30240760810335	0.73128793712807	0.890577647431317	-0.171508419536264	-0.466954880107707	0.231936685695471
"TRINITY_DN5282_c0_g1_i1"	0.273528328095341	0.960487882785448	0.391626702149343	-0.366381601905593	-0.173853570535288	-0.306236860774955
"TRINITY_DN5217_c0_g1_i1"	0.306484454516505	0.883298207398227	0.329408387481591	-0.378516713258504	-0.233693388548203	-0.255788533179352
"TRINITY_DN5245_c0_g1_i1"	0.371800762814236	0.958215328834699	0.351948975866299	-0.199637684532488	-0.127467967432651	-0.391855361706266
"TRINITY_DN4362_c0_g1_i2"	-0.870320665967568	-0.193903570519248	0.578998372205827	0.269442213926296	-0.692819683075925	0.960466999095972
"TRINITY_DN4315_c0_g1_i1"	-0.0431645610355052	0.89887790210111	0.74853967768871	-0.272772503763822	-0.397950196035634	0.00533848658612811
"TRINITY_DN4307_c0_g1_i1"	0.681677924930058	-0.411928762041629	-0.724742959552551	-0.005709947534044	0.802929330870369	-0.67948200177734
"TRINITY_DN4396_c0_g1_i2"	0.335527438988749	0.92797952931952	0.343553001747784	-0.247061798019035	-0.140494365018715	-0.309192911307418
"TRINITY_DN4343_c0_g1_i1"	0.366844191776904	0.928458971877251	0.316995390136349	-0.170246553785016	-0.0723207358798475	-0.388126927351713
"TRINITY_DN3427_c0_g1_i1"	0.334909805208882	0.916921852496299	0.330573881234143	-0.11010822715651	-0.145177841350564	-0.30719565420409
"TRINITY_DN3485_c0_g1_i1"	0.327321014053029	0.947576086515832	0.365846081005035	-0.13024390555749	-0.215550346033543	-0.31231069685338
"TRINITY_DN3425_c0_g1_i1"	0.344508799634286	0.943691791212448	0.385370203450073	-0.244255525232953	-0.208031249881526	-0.313009899778397
"TRINITY_DN3412_c0_g1_i1"	0.325600361459441	0.944243961230307	0.364991042041548	-0.125659320673247	-0.215889017627958	-0.306274253233347
"TRINITY_DN3447_c0_g1_i1"	0.0438430538913684	0.911367931519724	0.6879549202071	-0.23634873444645	-0.312563723899731	-0.0636735016793592
"TRINITY_DN3458_c0_g1_i1"	0.425227331083934	-0.138001441575421	-0.15243789934272	0.369401794145881	0.133776800039165	-0.197341897085657
"TRINITY_DN3484_c0_g1_i1"	-0.66012302447662	0.475868017857816	0.950148910099738	0.149058192123	-0.80767514849152	0.663326671532826
"TRINITY_DN3480_c0_g1_i1"	0.373246015715686	0.907693143818361	0.313461808387924	-0.0715332363810484	-0.235708367630228	-0.317692811772024
"TRINITY_DN2569_c0_g1_i2"	-0.458493739011609	0.517891012405986	0.966681558540989	0.113860720023855	-0.585562937438261	0.474191897059586
"TRINITY_DN2581_c0_g1_i1"	-0.754585946773673	-0.0496557585174788	0.667140813891557	0.200539598349095	-0.835754263406698	0.851137701805594
"TRINITY_DN2556_c1_g1_i1"	-0.505281350366104	-0.742337877108567	0.0877247775825012	0.548843987873736	-0.0512804477482056	0.552856101799367
"TRINITY_DN2523_c0_g1_i2"	-0.920526112160389	-0.201164664046851	0.549833202771737	0.383368660201863	-0.627132372999807	0.877735422814075
"TRINITY_DN2578_c0_g2_i1"	0.532638322708308	-0.194615231665906	-0.619744631395758	-0.35056730398958	0.884118918484707	-0.64683658479134
"TRINITY_DN3780_c0_g1_i2"	0.303059463861653	0.960611153935681	0.376757404474264	-0.354376769514082	-0.13421765106153	-0.378446698981998
"TRINITY_DN3747_c0_g1_i1"	-0.471293029691526	0.548252363854923	0.932144408002804	-0.0897973400630922	-0.487270074331979	0.388810455802748
"TRINITY_DN3785_c0_g1_i1"	0.289955637859145	0.98467820032953	0.417737438315899	-0.320227524566844	-0.231707971218265	-0.293772762964853
"TRINITY_DN3751_c0_g1_i1"	0.0826888120677231	0.817790390158988	0.308383368151951	-0.305499759790185	-0.19326929004146	-0.204670690851104
"TRINITY_DN3720_c0_g1_i1"	0.333357640299456	0.86658367187792	0.323235910290199	-0.467771654251807	-0.21276091460655	-0.308296616834855
"TRINITY_DN3787_c0_g1_i1"	0.296549987355377	0.977626016319624	0.401823186250535	-0.364561383203944	-0.181948214298785	-0.305853656073682
"TRINITY_DN3761_c0_g1_i1"	0.388394154176445	0.921264203889082	0.300345865586741	-0.266349609880661	-0.134282625136011	-0.376581932500021
"TRINITY_DN3795_c0_g1_i1"	0.28497154350943	0.967316530659865	0.401787721908105	-0.464273019055237	-0.145400042101855	-0.335411892476757
"TRINITY_DN3739_c0_g1_i1"	0.302093527289783	0.940436316103852	0.381842217698351	-0.247242018370606	-0.281516082762178	-0.257046778994241
"TRINITY_DN3762_c0_g1_i1"	0.311420973935211	0.950629542144068	0.362850614825668	-0.312086342702486	-0.11507098533778	-0.385719713043524
"TRINITY_DN2826_c0_g1_i1"	0.307016205080841	0.922841853279199	0.358289390572155	-0.50423968021171	-0.167360271915326	-0.357819565883087
"TRINITY_DN2870_c0_g1_i1"	-0.087359110513227	0.812200609771639	0.797580651392475	-0.0328545683021901	-0.45977576327434	0.11536761229084
"TRINITY_DN2834_c0_g1_i1"	0.269579351489164	0.957721368066063	0.394006452334451	-0.472338896273631	-0.131046060545647	-0.340306857647654
"TRINITY_DN2802_c0_g1_i1"	0.462874821730761	-0.143305044437826	-0.624962404154057	-0.118731299945593	0.840364800389451	-0.590528530148462
"TRINITY_DN2817_c0_g1_i1"	-0.15012006057643	0.188036899193803	0.269534195461289	-0.43779875131851	-0.0133380130707775	0.073512960815249
"TRINITY_DN1976_c0_g1_i1"	0.778198525014595	-0.218653777426345	-0.745638466070232	-0.226889487557894	0.935347564427806	-0.824206585338374
"TRINITY_DN1987_c0_g2_i2"	0.682097250876853	-0.108643424587492	-0.803680978895329	-0.128616769011736	0.335308921467636	-0.589217482335536
"TRINITY_DN1987_c0_g2_i1"	0.397392886111812	-0.312242821226332	-0.770685939277643	0.0200760189865662	0.145516290290458	-0.285763973932704
"TRINITY_DN1912_c0_g1_i1"	0.299560645310905	0.985428100108756	0.404471410642566	-0.314057846298094	-0.195427423917119	-0.307810412120436
"TRINITY_DN1922_c0_g1_i1"	0.323728970441777	0.956800189294647	0.362530981926316	-0.378473313081464	-0.0886885114827494	-0.386601351214319
"TRINITY_DN1911_c0_g1_i1"	0.233271694961576	0.953511286777166	0.40760920190426	-0.478918544666097	-0.171164157782038	-0.330069073920775
"TRINITY_DN1909_c0_g1_i1"	-0.518605454822934	0.207859197599873	0.728571612544965	-0.0435443049226431	-0.355348475284696	0.507597786202055
"TRINITY_DN1915_c0_g1_i1"	-0.235247550861493	0.830913827238545	0.748561635397999	-0.0878436736127424	-0.437335915719018	0.157597585720791
"TRINITY_DN1941_c0_g3_i1"	0.913504624743823	0.369839483568946	-0.423327709258192	-0.418024229458858	0.582557242137572	-0.907713389159072
"TRINITY_DN1989_c0_g1_i1"	-0.0460336338212591	0.877299689199976	0.738440847976229	-0.181849900901614	-0.361220381944135	-0.0181357428923478
"TRINITY_DN1920_c0_g1_i1"	0.312379484783345	0.940343863204955	0.380466990995131	-0.188222769861433	-0.217448394344757	-0.259417759827632
"TRINITY_DN4153_c0_g1_i1"	0.0321960961604824	0.932068255268819	0.692142746425454	-0.0746908068999383	-0.387208645171841	-0.0415096803728734
"TRINITY_DN4145_c0_g1_i1"	-0.725111530792741	-0.194261202126968	0.567099399748338	0.11002853197169	-0.523976959699832	0.68085120749973
"TRINITY_DN4197_c0_g1_i1"	0.376266758249507	0.94204604167176	0.347552318019262	-0.388646674998133	-0.050327473264485	-0.421762140898168
"TRINITY_DN4123_c0_g1_i1"	-0.19099573296673	0.818092329344723	0.835538140536013	-0.204526172779724	-0.444257598908454	0.127783423821028
"TRINITY_DN4121_c0_g1_i1"	-0.244007079247333	0.724392278984255	0.871920891029167	-0.241297359076528	-0.387205385875047	0.172883744590046
"TRINITY_DN4133_c0_g1_i1"	0.304300532436844	0.966241497780903	0.392723597937077	-0.317992726203761	-0.165345282072469	-0.301613851955608
"TRINITY_DN4174_c0_g1_i1"	0.267276725222327	0.946538924696804	0.384916700915767	-0.481483663142611	-0.108998185275356	-0.340613164866406
"TRINITY_DN3270_c0_g1_i1"	0.0740121953718146	0.944971828975948	0.665812267389534	-0.14041068248768	-0.355648548926881	-0.0859117716007795
"TRINITY_DN3215_c0_g1_i1"	0.100416978709143	-0.184357173311418	-0.049430144734479	-0.233412120589978	0.631378019616573	-0.199207204556796
"TRINITY_DN3250_c0_g1_i1"	0.224449002190752	0.929461132733371	0.551767147226451	-0.120074125343986	-0.320710847031932	-0.218515147544294
"TRINITY_DN3246_c0_g1_i1"	-0.0535197636713307	0.893746763915195	0.742215880861944	-0.312665241668193	-0.346173358838933	-0.00166425117107137
"TRINITY_DN3254_c0_g1_i1"	0.356060947210446	0.925864588799286	0.335298229457812	-0.328689336980357	-0.190773214918567	-0.399684080321123
"TRINITY_DN3211_c0_g1_i1"	0.331861187169541	0.900523267328953	0.302073223532907	-0.464699900539574	-0.0173194610286986	-0.385678261514078
"TRINITY_DN2308_c0_g1_i1"	0.292582170476953	0.967111368772238	0.400354101104694	-0.434878352953931	-0.152012307930116	-0.33447188389449
"TRINITY_DN2302_c0_g1_i1"	-0.111305240727568	0.774140236141666	0.712371494393255	-0.258797237951115	-0.490414995512209	0.122921789891943
"TRINITY_DN1474_c1_g2_i1"	0.455468668534147	0.547844541237455	-0.127305024619368	-0.620673166809107	0.0399621398420258	-0.503637727892343
"TRINITY_DN3551_c0_g1_i1"	0.285961178267065	0.939702301653711	0.390625080832216	-0.529480248351422	-0.220240163467523	-0.313161498420004
"TRINITY_DN3511_c0_g1_i1"	0.356562021564151	0.948151586442133	0.350360740390803	-0.291673745086094	-0.0993745878048167	-0.409888131886796
"TRINITY_DN3557_c0_g1_i1"	0.351268363535225	0.955879387932413	0.355377722361246	-0.256528896409664	-0.236383711145416	-0.359000058242965
"TRINITY_DN3550_c0_g1_i1"	-0.0891913146899408	0.871298300113426	0.793836890878139	-0.103708819727657	-0.492149280873423	0.113723226186404
"TRINITY_DN3507_c0_g1_i1"	0.326163598565676	0.880570427587909	0.334261552226663	0.0130187145885671	-0.239167262600449	-0.260776632350867
"TRINITY_DN3546_c0_g1_i1"	0.290734770964016	0.966709627431913	0.419218394949751	-0.441944346020961	-0.202786932500396	-0.313387217082304
"TRINITY_DN3592_c0_g1_i1"	0.309044732398746	0.96087436895858	0.356592676870859	-0.260816385823599	-0.120906070456785	-0.353493193793942
"TRINITY_DN3544_c0_g1_i1"	0.251986846349706	0.948981014824172	0.394999674192307	-0.513154877284392	-0.12952394190499	-0.337425288416842
"TRINITY_DN2689_c0_g1_i2"	0.373808620981425	0.810391021709591	0.225859875495311	-0.459406746568058	-0.138226884623527	-0.3951459532273
"TRINITY_DN2679_c0_g1_i2"	0.136440553203514	0.919740511649289	0.367266024173206	-0.245242205611007	-0.281572725437583	-0.18922722515405
"TRINITY_DN2625_c0_g1_i1"	-0.87208660915818	-0.250659106139072	0.674276507604002	0.315354696541307	-0.646302922035485	0.937754491428945
"TRINITY_DN2682_c0_g1_i1"	0.293348977126464	0.97882606925458	0.415835163698248	-0.283736562685831	-0.252322096769344	-0.282051322931297
"TRINITY_DN2618_c0_g1_i1"	0.314789250065567	0.959355315355869	0.368232756779823	-0.400652092905164	-0.091969545104021	-0.379916502836597
"TRINITY_DN2695_c0_g1_i1"	0.298731382839427	0.94695640703234	0.38217025818516	-0.200686150337044	-0.213147242110337	-0.266594979407479
"TRINITY_DN2638_c0_g1_i1"	0.0191380302317773	0.897667571516869	0.715492486913726	-0.203093677864576	-0.487112705550987	-0.00222232619656926
"TRINITY_DN2621_c0_g1_i1"	0.125794269425234	0.899521614780831	0.389492045827025	-0.244257666382657	-0.340813988350835	-0.152197740929166
"TRINITY_DN1752_c0_g1_i1"	0.376966806301055	0.972533726041014	0.358440642283303	-0.319206787377047	-0.0905614434143219	-0.409655593323009
"TRINITY_DN1746_c0_g1_i1"	-0.0550692029679023	0.754754119781272	0.71087197666925	-0.281837545758221	-0.321673727067538	-0.00655736208306575
"TRINITY_DN1700_c0_g1_i1"	-0.2108847587588	0.775939952566156	0.836462993972586	-0.234470244363586	-0.445196744809825	0.164000975091404
"TRINITY_DN1765_c0_g1_i2"	-0.529575735317787	0.447564880745635	0.95271556740076	-0.0189220112889471	-0.489518383638891	0.479235399968669
"TRINITY_DN1707_c0_g1_i1"	0.492780261130052	-0.391996065965868	-0.705096929701061	-0.190111250001182	0.818674559923658	-0.574415019163503
"TRINITY_DN1719_c0_g1_i1"	-0.262517887400813	0.830096360337931	0.748855604654459	0.0390131945649273	-0.607301945481002	0.266164952602848
"TRINITY_DN1728_c0_g1_i1"	0.820647637706568	0.142526575247362	-0.516178583258637	-0.205483680579445	0.626370002883759	-0.753743235938312
"TRINITY_DN1787_c0_g1_i1"	0.282466506776789	0.966626185693434	0.409807432298697	-0.265188929934524	-0.256535955691719	-0.271688858880916
"TRINITY_DN1744_c0_g2_i1"	0.715327960142136	-0.232587542724152	-0.755817505166463	-0.386314297028667	0.822420140111027	-0.776639318544877
"TRINITY_DN1770_c0_g1_i1"	0.272742040149406	0.953986914140309	0.393479035260913	-0.502945372463118	-0.157349297628454	-0.327538830796719
"TRINITY_DN1710_c0_g1_i1"	0.832285488273042	0.334034394523731	-0.557442323995749	-0.473545396907557	0.4189532644618	-0.840351646030724
"TRINITY_DN1721_c0_g9_i1"	-0.27394331826492	-0.300899003137611	0.0868255783267718	1	-0.213329602128045	0.368085557890191
"TRINITY_DN151_c0_g1_i1"	-0.692278711443303	-0.061175476899052	0.570287795605346	0.203961164498221	-0.862945617292959	0.808982984052232
"TRINITY_DN120_c0_g1_i2"	-0.177323286761087	0.828402347809605	0.831668540174754	-0.228414883014788	-0.440490976887898	0.118103830340257
"TRINITY_DN104_c0_g1_i1"	0.095610197702857	0.895103904826705	0.398691365292071	-0.361045835803126	-0.3279153479066	-0.135354759363731
"TRINITY_DN158_c1_g1_i1"	-0.841869459575748	0.00703918576001641	0.734936636100345	0.170212124498543	-0.563789629404005	0.844870037993122
"TRINITY_DN115_c0_g1_i1"	0.264131917355408	0.962382334583246	0.397164376830134	-0.475473504355934	-0.131921900919711	-0.341165400761029
"TRINITY_DN173_c0_g1_i3"	0.327517438833138	0.959087859647942	0.363045541850588	-0.347488345200084	-0.0993656220726481	-0.385772649679555
"TRINITY_DN140_c0_g1_i4"	0.335430513931593	0.943169601887887	0.361389019309793	-0.306515938915512	-0.240723953947899	-0.312183731126047
"TRINITY_DN110_c0_g1_i1"	0.0482064374705941	0.950869408990199	0.676757541679728	-0.231118333364086	-0.346266546308686	-0.0594821040460802
"TRINITY_DN191_c1_g1_i1"	0.282476477950915	0.975183691323578	0.417264661797398	-0.417402480804503	-0.196115485503913	-0.323486687862417
"TRINITY_DN118_c0_g2_i1"	0.130023198210553	0.919430871325572	0.387942122285882	-0.292361451404821	-0.297261327255143	-0.205358251624416
"TRINITY_DN106_c0_g1_i3"	0.138311011812016	0.910267321424517	0.620014620030301	-0.0795658513076526	-0.348251463946728	-0.119782080128705
"TRINITY_DN106_c0_g1_i5"	0.165114257105885	0.738258464581745	0.209343047185655	-0.439321730942821	-0.247878748401282	-0.270704326904434
"TRINITY_DN146_c0_g1_i1"	0.332085361018292	0.958344977318073	0.367119250256119	-0.372874554954845	-0.101974270351809	-0.37945667829432
"TRINITY_DN166_c0_g2_i2"	-0.954872499700994	-0.43246799832186	0.419820516849611	0.357209695146387	-0.512254942409555	0.906864952736556
"TRINITY_DN117_c0_g1_i1"	0.347750029924623	0.94619988280872	0.368656716266159	-0.316039324990551	-0.170518358820291	-0.329671939361244
"TRINITY_DN195_c0_g1_i1"	0.28845949003956	0.980808504176974	0.416053520647185	-0.297356804021379	-0.243924708636781	-0.285889509052498
"TRINITY_DN156_c0_g1_i1"	0.552366764350455	-0.150726720825942	-0.396241283446097	-0.145418273267711	0.89802678356375	-0.631305984942033
"TRINITY_DN184_c0_g1_i2"	-0.126146057624939	0.837785994922481	0.825752171588809	0.0195908158109486	-0.449949354006277	0.141133594553635
"TRINITY_DN150_c0_g2_i1"	0.329604255603824	0.888224474193281	0.342733272050441	-0.0199319659288732	-0.244044553720951	-0.258594067333114
"TRINITY_DN4873_c0_g1_i1"	-0.486481468676816	-0.00757594777351097	0.503003906296458	0.0826711443717012	-0.0867614843030399	0.339234412544238
"TRINITY_DN4853_c0_g1_i1"	0.390068095370154	0.91731769444363	0.32440313487396	-0.126850688134617	-0.10930143141674	-0.391020655045557
"TRINITY_DN4899_c0_g1_i1"	0.593083062145133	0.594018640744101	-0.187739189675448	-0.508420164992474	0.185798564313249	-0.582459383828906
"TRINITY_DN4847_c0_g1_i1"	0.298048667042138	0.9662857988423	0.406085470697362	-0.211622143492021	-0.25980879604575	-0.270660028445668
"TRINITY_DN4842_c0_g1_i1"	-0.193307836850781	0.816286490528866	0.844072533409503	-0.23350253186316	-0.45097213776387	0.136265654123698
"TRINITY_DN4862_c0_g1_i1"	0.295926453130471	0.959529353826199	0.355027185287325	-0.259556760818999	-0.109596686191514	-0.35608079151784
"TRINITY_DN4821_c0_g1_i1"	-0.019656240477182	0.906285629380606	0.725479561381638	-0.32557515814815	-0.34965541184675	-0.022695069012317
"TRINITY_DN4859_c0_g1_i1"	-0.126876452412791	0.771646282852165	0.751569502335302	0.0572203524545211	-0.452789034051333	0.128154423112342
"TRINITY_DN4898_c0_g1_i1"	-0.658349784983608	-0.0770476000652882	0.518282874238336	0.202025414384794	-0.848633403904479	0.772979929885809
"TRINITY_DN4826_c0_g1_i1"	0.33858208404442	0.93605013978934	0.359615865100873	-0.065990833742114	-0.225618630788972	-0.297040570883694
"TRINITY_DN3078_c0_g1_i1"	0.0227031603570658	0.874706058466171	0.405969414113284	-0.357779368729574	-0.380622108721688	-0.0962999669732418
"TRINITY_DN3014_c0_g1_i1"	-0.0900683144789513	0.853438945112908	0.791321998566513	0.0198123552346906	-0.415736730701766	0.100386795387657
"TRINITY_DN582_c0_g1_i1"	0.567370332747751	-0.269012435379251	-0.665805823975081	0.0312937573144805	0.778249402002384	-0.624427604393981
"TRINITY_DN582_c1_g2_i1"	-0.252132608036716	-0.269614348105107	0.282658128098913	0.598617923425896	-0.0987190615094784	0.304469513244372
"TRINITY_DN577_c0_g1_i1"	0.331420054055364	0.971622437943996	0.362086665765513	-0.190481123969309	-0.147430690022625	-0.343324459693092
"TRINITY_DN590_c0_g1_i1"	-0.812753473567352	-0.287547003482267	0.450082771382484	0.281790880631666	-0.494886725594385	0.86622311817537
"TRINITY_DN599_c0_g2_i1"	0.387712230341788	0.948893255307382	0.333429115519771	-0.18072518886833	-0.0885974445851752	-0.388659272649815
"TRINITY_DN538_c0_g1_i3"	0.266141373460143	0.938462942611684	0.380571426379993	-0.498196664835108	-0.0921626397157091	-0.337232451969429
"TRINITY_DN567_c0_g1_i1"	0.26847865117674	0.960686248701784	0.397451647662214	-0.480363012578772	-0.135497533891738	-0.339477644542937
"TRINITY_DN561_c0_g1_i1"	0.334400882097648	0.910357444505913	0.323833219182537	-0.367092695286359	-0.270475342680226	-0.3036379518466
"TRINITY_DN520_c0_g1_i1"	0.0706956200662477	0.914799175111729	0.415281400074151	-0.25464029825561	-0.408247689361551	-0.0988914590365886
"TRINITY_DN586_c0_g1_i1"	0.275203966789076	0.964662167345872	0.397650235589589	-0.469759223477869	-0.130501726790735	-0.338954243109488
"TRINITY_DN527_c0_g1_i1"	0.281967025124695	0.968382964590257	0.402007387199699	-0.464949493356213	-0.140208300568729	-0.335250103752141
"TRINITY_DN2172_c0_g1_i1"	0.273090695314922	0.853348963250491	0.357075374145539	-0.056942116293104	-0.288553020628526	-0.189512622630368
"TRINITY_DN2140_c0_g1_i1"	-0.270654832704186	0.738933184501922	0.884585526408763	0.0629000931571684	-0.465990014604426	0.25463950877089
"TRINITY_DN2179_c1_g1_i1"	-0.79237108201593	-0.0970186336764699	0.701025855684323	0.246269430659107	-0.816259969588284	0.886623137882478
"TRINITY_DN2150_c0_g1_i1"	0.337018655719886	0.93151407973527	0.33821896800504	-0.450086706015473	-0.215639062877326	-0.339006789967189
"TRINITY_DN2168_c0_g2_i1"	0.275993156747706	0.739851341995213	0.265668274706169	-0.425019698229131	-0.265672675885743	-0.213919796514981
"TRINITY_DN1263_c0_g1_i1"	0.253691113104945	0.950850222089089	0.406317053553759	-0.33970063076307	-0.236058805015794	-0.274910548910567
"TRINITY_DN1220_c0_g1_i1"	0.28683001720223	0.974129152908479	0.419284591051738	-0.426011271697293	-0.202267486878692	-0.320337938598255
"TRINITY_DN1215_c0_g1_i1"	-0.0758478709669874	0.868671127091185	0.772690510331235	-0.247552098795441	-0.380659729958482	0.0464724653603777
"TRINITY_DN1285_c0_g1_i1"	0.286902159393356	0.974500286842371	0.419004681764735	-0.421579926117865	-0.202811173915075	-0.320891386757731
"TRINITY_DN1276_c0_g1_i1"	0.338521539791798	0.916258978294852	0.339607945608389	-0.387223641074889	-0.174269075563529	-0.354405120926805
"TRINITY_DN1235_c0_g1_i1"	0.325883030047062	0.964608912272697	0.384766267213593	-0.32589142599204	-0.162439448851825	-0.363645205559136
"TRINITY_DN1288_c0_g1_i2"	-0.0779589995297999	0.859127638459297	0.765435421773575	-0.154913415461597	-0.377136900536389	0.0200520948314186
"TRINITY_DN1255_c0_g1_i2"	-0.40400266254874	0.684555916473681	0.8944477988077	-0.194782483306521	-0.653773899235165	0.373396190875869
"TRINITY_DN1255_c0_g1_i3"	-0.618898518667685	0.315824406637778	0.929444141880088	0.181343951605969	-0.719582821517717	0.692257716611859
"TRINITY_DN1255_c0_g1_i1"	-0.512911918537067	0.255189638960221	0.905341264288119	0.273489849838442	-0.5620487679342	0.595542606795291
"TRINITY_DN941_c0_g1_i1"	0.312655762727393	0.97477512499007	0.378087154727943	-0.245608549551405	-0.173130191587034	-0.351501727907553
"TRINITY_DN999_c0_g1_i1"	0.380474647531289	0.959218532895461	0.354656452988356	-0.225257715256743	-0.126513649131465	-0.36756456079583
"TRINITY_DN937_c0_g1_i1"	-0.268684621149436	0.267422185654915	0.36369317391759	-0.150847024209927	-0.0668596734765168	0.193038974183086
"TRINITY_DN957_c0_g2_i1"	0.926186779923173	0.199379823771859	-0.446663782513491	-0.17862347216657	0.432386524488951	-0.800451982977414
"TRINITY_DN3345_c0_g1_i1"	-0.317276808979675	0.709643720030017	0.916379717628204	0.017296898589772	-0.515302475458785	0.317257533103395
