"kMEblack"	"kMEbrown"	"kMEgreen"	"kMEgrey"	"kMEpink"	"kMEyellow"
"TRINITY_DN429_c0_g3_i1"	-0.846303446818243	-0.142638359732595	0.58615691840922	0.44726506651571	-0.778659565816721	0.8933059408691
"TRINITY_DN438_c0_g1_i1"	-0.0407913086683496	0.795146524235589	0.710195411766481	-0.00699411016236037	-0.449095315149825	0.0976634539534214
"TRINITY_DN404_c0_g1_i7"	-0.193894313967234	0.619013581984414	0.45774660852776	-0.0722624285002537	-0.551333864152238	0.119993761808321
"TRINITY_DN404_c0_g1_i5"	-0.00302336178256957	0.910885385212708	0.586607842331805	-0.0741099729096511	-0.374698116254728	-0.012827254967894
"TRINITY_DN404_c0_g1_i3"	0.205655646787205	0.956360394537826	0.395823319207361	-0.345243290338432	-0.233476785098838	-0.286183012915766
"TRINITY_DN465_c0_g1_i1"	-0.496658230507077	0.502741064050598	0.972729385801028	0.0484306266154589	-0.541864662262262	0.483744388818707
"TRINITY_DN457_c0_g1_i1"	0.290960699592722	0.969537874094984	0.415811003698153	-0.410693951908857	-0.196484779290869	-0.317178437211954
"TRINITY_DN479_c0_g1_i2"	-0.290780858032852	0.808659305829413	0.809065881846961	0.0746365641907146	-0.546701356123838	0.257864225140255
"TRINITY_DN1188_c0_g1_i1"	0.0304850587671281	0.923011860091551	0.709504142320645	-0.0661805484515696	-0.402519172715947	-0.0223274934793491
"TRINITY_DN1127_c1_g1_i1"	-0.707068577785676	-0.241294020335314	0.409926364636449	0.210522966015225	-0.320654821446217	0.772274833736432
"TRINITY_DN1167_c0_g1_i1"	0.251724835694665	0.91760164090675	0.356660557411534	-0.510311592441746	-0.0954253978923531	-0.343041650460125
"TRINITY_DN1178_c0_g1_i2"	0.334570008036097	0.943261775414652	0.356800312928999	-0.267057199225772	-0.125641886269966	-0.38463796997924
"TRINITY_DN1179_c0_g1_i1"	0.380397457012444	0.911910912425162	0.304111635051506	-0.385241975549293	0.00320161217191356	-0.436667948945568
"TRINITY_DN845_c0_g1_i1"	0.313502165929392	0.97217912943632	0.376705206874057	-0.241384727326767	-0.176537006554194	-0.351242586736032
"TRINITY_DN861_c0_g1_i1"	0.276870348622502	0.958731380044435	0.389681675217547	-0.429717886547909	-0.118384228531834	-0.338539605999465
"TRINITY_DN804_c0_g1_i1"	0.371602693055384	0.944217778477136	0.314483065129259	-0.189544159167978	-0.13824070372665	-0.357442166828491
"TRINITY_DN825_c1_g1_i1"	-0.461944484318559	0.423671056267595	0.951685542075597	0.0895773373891073	-0.593740308784519	0.484803536881101
"TRINITY_DN805_c0_g2_i1"	-0.889337264475672	-0.448221509444481	0.367366132071803	0.426993650008768	-0.316380317222599	0.778074954949058
"TRINITY_DN836_c0_g1_i2"	0.48496004626963	0.0402693006174585	-0.18126609616052	-0.542890507286177	0.530658266698947	-0.561086371558617
"TRINITY_DN836_c0_g1_i1"	0.613680698095838	-0.0207154214569279	-0.451457546377578	-0.49778388414579	0.61902009640633	-0.67494906460398
"TRINITY_DN868_c0_g1_i1"	-0.36609892521144	0.432790388740198	0.907057176710227	0.172386016725801	-0.543290813598072	0.406728679535604
"TRINITY_DN5114_c0_g1_i1"	0.285290471781611	0.969122290509487	0.402014047296925	-0.455729944302378	-0.145924899020972	-0.335940164548746
"TRINITY_DN5198_c0_g1_i1"	-0.164871330001377	0.794856677507178	0.822326499476338	-0.1775855631724	-0.368269327750493	0.112843893896891
"TRINITY_DN5180_c0_g1_i1"	-0.392051733982295	0.61017211689882	0.906772027947138	-0.206904238991105	-0.442710892618196	0.322830358184449
"TRINITY_DN5162_c0_g1_i1"	0.94191216172424	0.345674013527672	-0.420848209486719	-0.356115790746759	0.563950892145167	-0.895099288701309
"TRINITY_DN5174_c0_g1_i1"	-0.419881601487321	0.493249619652718	0.947605551505635	0.0664700244911274	-0.52943569833262	0.464292925505414
"TRINITY_DN5195_c0_g1_i1"	0.0426250617772638	0.848666899881348	0.368263889089143	-0.24650823167557	-0.361604536052139	-0.110734618660942
"TRINITY_DN5161_c0_g1_i1"	0.32997013889354	0.932641154129751	0.341464509707883	-0.148599477232843	-0.153676243873267	-0.319797168238193
"TRINITY_DN5118_c0_g1_i1"	0.203127094415945	0.778155712310933	0.31950735595905	-0.0804165496861023	-0.230533770980049	-0.171476504084211
"TRINITY_DN4288_c0_g1_i1"	0.970675703763775	0.243939138785018	-0.660806125246665	-0.33236263463164	0.613339857600217	-0.922443288059449
"TRINITY_DN4200_c0_g1_i1"	0.393825277622293	0.949855909126208	0.335285623245942	-0.149007892224385	-0.11165605162219	-0.384570974510177
"TRINITY_DN4264_c0_g1_i1"	0.891330692608344	0.322266797518993	-0.489718432990856	-0.390075084253697	0.732936324381813	-0.93542937345598
"TRINITY_DN4233_c0_g1_i1"	0.33812954794477	0.938875765925438	0.352822642312019	-0.12006466945884	-0.188312325688701	-0.303028226317042
"TRINITY_DN4238_c0_g1_i1"	-0.315981387915207	0.654607218810247	0.846978341445237	-0.137287026762394	-0.40205807822681	0.287207349300586
"TRINITY_DN4254_c0_g1_i1"	0.340409559798854	0.95564901365938	0.363262821499254	-0.334842967885766	-0.107798398806447	-0.379450837031737
"TRINITY_DN4243_c0_g1_i1"	0.297044406259062	0.954159952369799	0.362505399929043	-0.407406600252142	-0.0763198305581076	-0.387995983685597
"TRINITY_DN4263_c0_g1_i1"	-0.460780410989292	-0.644042977498798	0.174635347814746	0.52923012300896	-0.146140345754218	0.523230154285186
"TRINITY_DN4279_c0_g1_i1"	0.321864529953837	0.958335898363388	0.384264995754526	-0.367012949420313	-0.154738802350218	-0.362938724199726
"TRINITY_DN4273_c0_g1_i1"	0.0568838416200618	0.733641829670766	0.325828172584495	0.0151650059275406	-0.439896374079146	0.0051597632460115
"TRINITY_DN4533_c0_g1_i1"	-0.418746186798895	0.583198347930593	0.91109021520692	-0.185996107845176	-0.435387401784749	0.345448012745091
"TRINITY_DN4518_c0_g1_i1"	-0.038873859121792	0.778892878553704	0.677753808669198	-0.156887394106048	-0.463280561810091	0.0787581454388242
"TRINITY_DN4562_c0_g1_i1"	0.377935955205689	0.928245442169591	0.346651825167177	-0.211505233163681	-0.148474198315308	-0.372562020121282
"TRINITY_DN4534_c0_g1_i1"	0.328349314488041	0.963400964077005	0.368608356560976	-0.355646005760755	-0.105373726649438	-0.380698921279724
"TRINITY_DN4541_c0_g1_i1"	0.289147101120541	0.987721666592596	0.418984519375158	-0.33494750895119	-0.226102283530638	-0.302546644875575
"TRINITY_DN4548_c0_g1_i1"	0.624993053231878	0.00202785991401618	-0.544922040198202	-0.481169638041033	0.902846744813378	-0.774939609787631
"TRINITY_DN3634_c0_g1_i1"	-0.0808125418432969	0.883985605793245	0.764257144230803	-0.313520344221989	-0.404567863877377	0.0219297197517629
"TRINITY_DN3614_c0_g1_i1"	0.312069021285534	0.952332559854839	0.3640451973915	-0.306784256746251	-0.121601905078122	-0.386298853106269
"TRINITY_DN3640_c0_g1_i1"	0.33233759996624	0.960064541789721	0.381419602325033	-0.311778192497971	-0.162013176309273	-0.36276013968146
"TRINITY_DN3633_c0_g1_i1"	-0.532840201018586	0.428596984772998	0.851355555327557	-0.100362907466442	-0.419214412577566	0.389716135004161
"TRINITY_DN3609_c0_g1_i1"	0.346375708706169	0.965041624880152	0.376413652127829	-0.15824490300522	-0.213842516486733	-0.32545809873279
"TRINITY_DN2745_c0_g1_i1"	0.0371301337876208	0.853267749711367	0.390825687429855	-0.105391757246675	-0.46991256887693	-0.0207577607063595
"TRINITY_DN2788_c0_g1_i1"	0.290583780533507	0.972618002648318	0.416091356185295	-0.392253032245056	-0.205931373926248	-0.320826166429104
"TRINITY_DN2735_c0_g1_i1"	0.000989871297622585	0.886522309315459	0.691265526796611	-0.341762869237985	-0.364801410774678	-0.0519642503964848
"TRINITY_DN2791_c0_g1_i1"	-0.570318496108704	0.611842425658116	0.856011167796699	-0.0912733663759202	-0.664278091064077	0.480271634080553
"TRINITY_DN2747_c0_g1_i1"	0.37904587732534	0.934752015433895	0.328029629061811	-0.346127754321168	-0.0188831419122168	-0.450970627328427
"TRINITY_DN2720_c0_g1_i1"	0.305347701838163	0.977812870122189	0.397474890038061	-0.310563639784454	-0.184354905351463	-0.306634406072796
"TRINITY_DN2789_c1_g1_i1"	-0.130536816062278	0.817865520504138	0.805908035825718	0.0628827964337871	-0.411246649081308	0.129719232502684
"TRINITY_DN285_c0_g1_i1"	0.295979154318013	0.898288890983581	0.30015188362231	-0.260814248055508	-0.108545034323458	-0.353285396245774
"TRINITY_DN220_c0_g3_i3"	0.664057619790086	0.595958770265788	-0.211060765215086	-0.321060886098581	0.395949743704256	-0.672042280525024
"TRINITY_DN220_c0_g3_i4"	0.885473677286748	0.237497200823203	-0.51417058143405	-0.16053443608397	0.593135544999913	-0.855535999877755
"TRINITY_DN246_c0_g1_i2"	0.898351498545271	0.327222111558892	-0.474285903227582	-0.0517011128304636	0.399802442087681	-0.780365089354772
"TRINITY_DN268_c0_g1_i2"	0.283725012833728	0.965490348946367	0.390778290042983	-0.295758819925582	-0.182477940477683	-0.29122416017782
"TRINITY_DN205_c0_g1_i1"	0.327547070717557	0.96217593682087	0.376522216440915	-0.195058201397295	-0.201690838997521	-0.320222265246879
"TRINITY_DN248_c0_g1_i1"	0.253651016486297	0.964992389789371	0.415396775640306	-0.469664048368301	-0.189921114341888	-0.327487649133983
"TRINITY_DN282_c0_g1_i8"	-0.837171264687509	0.22024311991966	0.878207428973662	0.154080418736783	-0.758317651541479	0.790997023540621
"TRINITY_DN263_c0_g1_i1"	-0.426390087233827	0.603109903951145	0.960013160916441	-0.00439692303965184	-0.560456397024713	0.407723677782931
"TRINITY_DN273_c0_g1_i1"	0.286956780421556	0.972515635692969	0.414714327955675	-0.397290964569487	-0.195834389992105	-0.321728867125445
"TRINITY_DN211_c0_g1_i2"	0.260383124209089	0.971670147058893	0.41396280621505	-0.44672173070937	-0.177139442349167	-0.329138368749304
"TRINITY_DN226_c0_g1_i1"	0.165775395236869	0.871045223341455	0.344165994033092	-0.328181072059564	-0.473842195710793	-0.139973908619926
"TRINITY_DN244_c0_g1_i1"	-0.0268973569306392	0.888621845141304	0.72547933477985	-0.184625271423453	-0.353135655000003	-0.0342109926249714
"TRINITY_DN267_c0_g1_i1"	0.278232360626258	0.973819237181536	0.414824121789894	-0.414480904308967	-0.187967073280789	-0.324809959391382
"TRINITY_DN237_c0_g1_i1"	0.660120627553434	0.0471453223489302	-0.305713121143719	0.256495522088716	0.169444431730058	-0.44557557839294
"TRINITY_DN237_c0_g1_i2"	0.693870766686532	0.544413140176889	-0.125692571342312	0.0715601549472568	0.065630418643418	-0.529852453169428
"TRINITY_DN227_c0_g1_i2"	-0.0118565469825315	0.877758294042443	0.735478891534793	-0.281519086214922	-0.349226032625699	-0.0386873494464625
"TRINITY_DN207_c0_g2_i1"	0.310282868038975	0.958852403181336	0.396457965710222	-0.438605769868143	-0.138858421078449	-0.370305118837487
