Accession_ID,kME_vals
Q9VCP0,0.95990194216643
Q9DDJ0,0.959442255108001
Q05319,0.850880979871871
Q05319,0.856573867611473
Q27081,0.82387023910268
Q27081,0.875675959964734
Q9VNA4,0.778768388240498
A7RRJ0,0.831152830995589
Q8UWA5,0.861155987708146
Q9VZS5,0.970803584975537
Q9VZS5,0.929608387214401
P17030,0.916690992821166
Q9VPW8,0.836436928578832
P45883,0.963727366432491
O17389,0.974369398859702
O17389,0.976774981918589
O17389,0.956036842320566
O17389,0.983107851967073
Q6PHF0,0.86770099780125
Q6PHF0,0.974053818752106
Q9Y5M8,0.82723373704167
O76756,0.916273919564771
A3FM55,0.930872305556861
Q6IRP0,0.842014773151768
P27615,0.961301337570283
P07764,0.947711136960217
P82927,0.970483672889939
Q5RBM1,0.97085214396865
P90850,0.929446572118038
C3Y3G4,0.974629257866698
P21262,0.962217071708726
P21262,0.962217071708726
Q5ZJN2,0.867718469510556
Q5E987,0.827723621187657
P31696,0.930231579365835
Q176V0,0.982045997957392
Q3T138,0.980766422927649
Q9UH92,0.865493152551019
Q7QH62,0.767818561959944
Q9CR63,0.975519359132066
P31696,0.929958439462379
Q6DFW4,0.973977777310104
P21329,0
P21329,0
P21329,0
Q3T0W7,0.65076657569466
Q3T0W7,0.98439623024717
P04394,0.671182397993277
P04394,0.665572142812781
P17057,0.785455924973102
P49803,0.630470210767446
P49803,0.565650925982426
Q641G7,0.928493207256786
Q26250,0.831106956564486
Q26250,0.979215654154773
A1Z7A6,0.863497055744602
A1Z7A6,0.923669546214682
A1Z7A6,0.98219687297446
Q9NQP4,0.955703911730188
Q2HJ58,0.957911031165883
Q2HJ58,0.95435173803395
Q6NYP0,0.678011307632896
B0W6M9,0.949488948293956
B0W6M9,0.731385414891747
Q9JKK1,0.974327576286599
P08537,0.986578991064239
D3ZAT9,0.838436069759723
P57784,0.985367527976149
Q3SX11,0.811632978928075
Q15149,0.873689774903441
Q24117,0.895281402755
P48809,0.965487674945112
Q9D753,0.888607621812034
P46776,0.817687373511164
P46776,0.817687373511164
P46776,0.906878497043341
Q9VIM5,0.540947453400912
Q9VIM5,0.394874441696916
Q25009,0.455197540594317
Q25009,0.926048307198361
Q9R0P6,0.788988110801772
Q9R0P6,0.802651435437574
O00217,0.982613788488263
P38040,0.962072353511055
P38040,0.962072353511055
P35687,0
P21460,0.134538046986329
P55935,0.880044985421885
P55935,0.880044985421885
Q28GF4,0.923186911991644
P23026,0.872509295070545
Q7Q5R5,0.9868978501929
Q61471,0.947104746672531
C4NZN9,0.857158204400706
P22589,0.949484541391017
O42395,0.803063792105496
Q5R7W2,0.921091714079299
Q5R7W2,0.970823941434171
Q3SZN5,0.952623798134514
Q24319,0.958945461844566
P52485,0.971568056068608
P31230,0.964289357760332
P16940,0
Q9DCM2,0.960071600680873
Q9DCM2,0.840533351275355
Q9DCM2,0.940819030763441
P49154,0.856788934414257
P49154,0.533003939047232
P83111,0.97452010393879
P04069,0
Q24509,0.984171953734765
Q24509,0.730723498088021
P41340,0.953543965639367
Q5E988,0
Q17QE5,0.814718127190705
Q17QE5,0.973529201536461
A7S6Y0,0
A7S6Y0,0.858287154195262
O61661,0.962175582995524
O42248,0.989526552536325
O42248,0.987675400365188
O42248,0.214537939619555
Q9GRW0,0.866488782473854
Q9GRW0,0.939925151070148
Q9GRW0,0.951097519658593
Q9GRW0,0.774932900848891
Q9GRW0,0.931911424642426
P29742,0.956191096044323
Q5RA23,0.844108435354326
P23004,0.956537321483033
P14562,0.761128444740071
P14562,0.421470569185182
Q2KIH4,0.960792712802825
O55029,0.957831811062238
O55029,0.721482255721572
Q3SWW9,0
Q3SWW9,0.770537356849392
P49023,0.965845483217283
Q9VU68,0.754539454366039
Q9VU68,0.880794984232993
Q9VAS7,0.975236127180118
P49407,0.96550091562934
Q9W704,0.64987163984783
P06708,0.705431996120482
O54715,0.833543049876869
Q7TSX5,0.971762760731889
P54629,0.970961720312776
Q27081,0.933052874975001
Q0VFE3,0.96309658889146
Q801P7,0.666682420338059
Q8BL97,0.662210624692682
Q8BL97,0.945950788994858
Q8BL97,0.980672965361063
Q9VL00,0.966911453413605
Q86SX6,0.978401443184162
Q7PR68,0.973923403584555
Q32NT4,0.955860431863837
Q9W3Y0,0.985808521764924
