Accession_ID,kME_vals
Q9LXG1,0
Q9FLF0,0
P55935,0
B4PEU8,0
P52810,0
A6QLG5,0
P46781,0
Q6ZWN5,0
A9L913,0
P29314,0
Q20228,0
P05755,0
P14132,0
O13516,0
O59675,0
Q09757,0
Q3SZF8,0
P62316,0
P62317,0
Q9VI10,0
Q18786,0
Q54NC5,0
P90519,0
Q32PH8,0
Q05639,0
Q71V39,0
A2BN41,0
P62631,0
P62632,0
P0CY35,0
Q59QD6,0
Q92005,0
Q9YIC0,0
P28295,0
P13549,0
A2Q0Z0,0
P62629,0
P10126,0
P62630,0
P41752,0
Q90835,0
P68103,0
Q66RN5,0
P68104,0
Q5R1X2,0
Q5R4R8,0
P68105,0
Q04634,0
P53013,0
Q5VTE0,0
P41203,0
Q96WZ1,0
O42820,0
P08736,0
P02993,0
Q9HDF6,0
Q00080,0
P06805,0
P14864,0
Q9YAV0,0
P29520,0
P27592,0
A5DPE3,0
P17508,0
A8ABM5,0
P05303,0
O59949,0
P02994,0
P86934,0
P86939,0
P17507,0
P0CN31,0
P0CN30,0
P14865,0
P40911,0
Q08046,0
Q9Y713,0
P84321,0
P84322,0
P19039,0
P84319,0
P84317,0
P84320,0
P84318,0
P84315,0
P84316,0
Q26487,0
P17506,0
P50256,0
Q05746,0
P11144,0
P41753,0
P09446,0
P36415,0
P16019,0
Q6S4N2,0
Q27031,0
P09189,0
Q27975,0
P46587,0
Q27965,0
Q10265,0
Q9S9N1,0
Q7YQC6,0
P0DMV8,0
P0DMV9,0
Q557E0,0
Q5R7D3,0
O59855,0
P0DMW0,0
Q4U0F3,0
P0DMW1,0
P11145,0
Q9LHA8,0
A5A8V7,0
P05456,0
O65719,0
Q9U639,0
P22953,0
P0CB32,0
P37899,0
P34931,0
Q24789,0
P27541,0
P34930,0
Q4R888,0
Q07437,0
P26413,0
P27322,0
P17066,0
Q04967,0
Q5B2V1,0
P14834,0
Q01877,0
P18694,0
Q96W30,0
P24629,0
P16627,0
P55063,0
P53623,0
P22954,0
Q61696,0
P17879,0
P09435,0
Q9N1U2,0
Q9I8F9,0
P22202,0
P11147,0
Q01233,0
P17804,0
P02827,0
P19120,0
A2Q0Z1,0
P11142,0
P63017,0
Q5NVM9,0
P63018,0
Q71U34,0
Q9C7X7,0
Q3T025,0
Q9CPR4,0
P24049,0
Q5MGD1,0
A8CAG3,0
Q4KTG9,0
Q5UAS2,0
Q6XJ13,0
Q5XTY7,0
P18621,0
Q9W3W8,0
Q29IM3,0
P35267,0
Q5MIR6,0
Q1HR65,0
O48557,0
A0NGY0,0
P51413,0
Q93VI3,0
P35266,0
Q9BL19,0
Q0PXV9,0
A2I3Y6,0
Q4N4B9,0
Q4UF75,0
P37380,0
Q5I5J1,0
Q09JW2,0
P0DJ16,0
Q7RBT0,0.878425066574887
Q8IJD4,0.878425066574887
Q4XZN2,0.878425066574887
Q4Z694,0.878425066574887
Q8MPF7,0.878425066574887
B3L230,0.878425066574887
A5KE24,0.878425066574887
Q4U8U5,0.878425066574887
Q4N1J1,0.878425066574887
Q24154,0
Q58DW3,0
Q95281,0
Q8HXB8,0
P47914,0
Q9M7X7,0
P25886,0
Q84WM0,0
P47915,0
Q92366,0
P46793,0
Q76I82,0
P62244,0
P62245,0
P62246,0
Q6Q420,0
Q5R938,0
Q9AT34,0
P42798,0
Q00332,0
P48149,0
Q6XIM8,0
Q7RV75,0
Q9LX88,0
Q90YQ8,0
Q7KR04,0
P33095,0
Q752J5,0
Q6CW21,0
P33953,0
P0C0W1,0
P46793,0
Q76I82,0
P62244,0
P62245,0
P62246,0
Q6Q420,0
Q5R938,0
Q9AT34,0
P42798,0
Q00332,0
P48149,0
Q6XIM8,0
Q7RV75,0
Q9LX88,0
Q90YQ8,0
Q7KR04,0
P33095,0
Q752J5,0
Q6CW21,0
P33953,0
P0C0W1,0
P18101,0.685863965307243
P46575,0.685863965307243
P0CH06,0.685863965307243
P0CH07,0.685863965307243
B9DHA6,0.685863965307243
Q42202,0.685863965307243
P49633,0.685863965307243
P63048,0.685863965307243
P63050,0.685863965307243
P63052,0.685863965307243
P62987,0.685863965307243
P0C273,0.685863965307243
P62984,0.685863965307243
P0C224,0.685863965307243
P68205,0.685863965307243
P63053,0.685863965307243
P0C275,0.685863965307243
P62986,0.685863965307243
P0C276,0.685863965307243
P0CH34,0.685863965307243
P0CH08,0.685863965307243
P0CH35,0.685863965307243
P0CH09,0.685863965307243
P49632,0.685863965307243
P49636,0.685863965307243
P51423,0.685863965307243
P14794,0.685863965307243
P40909,0.685863965307243
P0CH11,0.685863965307243
P0CH10,0.685863965307243
P33190,0.685863965307243
P0DJ25,0.685863965307243
P18101,0
P0CH06,0
P0CH07,0
B9DHA6,0
Q42202,0
P49633,0
P63048,0
P63050,0
P63052,0
P62987,0
P0C273,0
P62984,0
P0C224,0
P68205,0
P63053,0
P0C275,0
P62986,0
P0C276,0
P0CH34,0
P0CH08,0
P0CH35,0
P0CH09,0
P49632,0
P49636,0
P14794,0
P46575,0
P51423,0
P40909,0
P0CH11,0
P0CH10,0
P33190,0
P0DJ25,0
Q8MPF7,0
Q8IJD4,0
Q7RBT0,0
Q4Z694,0
B3L230,0
Q4XZN2,0
A5KE24,0
Q4U8U5,0
Q4N1J1,0
Q5CPC9,0
O80377,0
B6K180,0
Q8H173,0
O22518,0
Q90YR8,0
Q9U761,0
P47838,0
Q9BMX5,0
Q5E995,0
P05752,0
Q9C0Z7,0
P62753,0
Q4R4K6,0
P62754,0
P62755,0
P39017,0
Q9U762,0
P29327,0
O48549,0
P51430,0
O01727,0
Q95V32,0
Q9M3V8,0
Q2PQM1,0
Q94624,0
Q6BXH8,0
Q9YGF2,0
Q74ZK3,0
P0CX37,0
P0CX38,0
Q6CM04,0
P41798,0
O44001,0
P24724,0
Q4UDU8,0
Q69QQ6,0
Q07078,0
P36181,0
P51818,0
P27323,0
A2YWQ1,0
Q0J4P2,0
P55737,0
P51819,0
O44001,0
P27323,0
P55737,0
P51818,0
A2YWQ1,0
Q0J4P2,0
Q69QQ6,0
Q07078,0
O03986,0
P42644,0
P29305,0
O49997,0
Q6ZKC0,0
Q96453,0
P42645,0
Q96300,0
Q96450,0
P93259,0
Q06967,0
Q9SP07,0
Q6EUP4,0
P42656,0
P48347,0
Q7XTE8,0
P93784,0
P93211,0
P92177,0
O49995,0
P48348,0
P49106,0
P93212,0
Q43470,0
Q9S9Z8,0
Q41418,0
P42652,0
P42654,0
Q01526,0
P29307,0
P34730,0
Q25538,0
P93208,0
P46266,0
P42657,0
Q96452,0
P93343,0
P52908,0
P29311,0
Q9C5W6,0
O49998,0
P46077,0
P54632,0
B8NLM9,0
O65352,0
Q99002,0
P62261,0
Q5ZMT0,0
P62258,0
P62259,0
P62260,0
P62262,0
O42766,0
P42653,0
P42643,0
Q01525,0
P93214,0
P93207,0
P93209,0
P48349,0
O96436,0
P93213,0
P93342,0
P93210,0
Q41246,0
P42650,0
Q2F637,0
P93206,0
Q96299,0
Q96451,0
O49996,0
Q43643,0
Q2R2W2,0
P42648,0
Q5PRD0,0
Q9N9V4,0
Q56JX5,0
P62851,0
P62852,0
P62853,0
Q6Q311,0
Q6PBI5,0
Q03409,0
Q90YP9,0
Q8ISN9,0
P48588,0
Q9T029,0
Q8GYL5,0
P35687,0
Q41852,0
Q9SMI2,0
P05764,0
Q4WI01,0
Q6CXT6,0
Q3E754,0
P0C0V8,0
Q3E902,0
Q75BL6,0
Q6FMF8,0
Q54BN4,0
P27085,0
Q9UTG4,0
Q56JV1,0
P62854,0
P61251,0
P62855,0
P49171,0
P62856,0
O93931,0
P30742,0
Q6Q312,0
Q9GT45,0
P21772,0
Q9UT56,0
O45499,0
P13008,0
P39938,0
P39939,0
P49216,0
P59271,0
P15357,0
P59271,0
P15357,0
P31674,0
Q945U1,0
O65059,0
Q08112,0
P20342,0
Q9FY64,0
Q9FY65,0
Q56K10,0
P62846,0
P62841,0
P62842,0
P62843,0
P62844,0
Q5RDI7,0
P62845,0
P70066,0
Q9FY66,0
Q9FIX6,0
P34737,0
Q3T0U2,0
A1XQU3,0
P50914,0
Q3T0U2,0
A1XQU3,0
P50914,0
Q71G51,0
P10873,0
Q08114,0
P28287,0
P41351,0
P10872,0
Q9ZRJ4,0
P09204,0
P11481,0
P09243,0
P14642,0
P33629,0
Q40832,0
Q6VAF9,0
P28268,0
P09205,0
Q6VAG0,0
P46259,0
P12543,0
P33623,0
Q6VAG1,0
P11237,0
P33625,0
Q9FT36,0
B9DGT7,0
Q9ZRR5,0
Q0WV25,0
Q25563,0
P29511,0
P04106,0
P14640,0
P14641,0
Q96460,0
Q9ZRB7,0
Q40831,0
Q27352,0
P50258,0
O22347,0
Q53M52,0
Q56WH1,0
B9DHQ0,0
P33627,0
O22349,0
Q43473,0
P07304,0
P28752,0
Q02245,0
P68362,0
Q71U36,0
P68369,0
A5A6J1,0
P68370,0
P41383,0
P81947,0
P68361,0
P68363,0
Q4R538,0
P68360,0
P05213,0
Q2XVP4,0
Q6P9V9,0
P11480,0
Q2HJ86,0
P36220,0
Q5R1W4,0
P02550,0
P18288,0
P18258,0
P06603,0
P0DPH7,0
P0DPH8,0
P05214,0
Q68FR8,0
Q3ZCJ7,0
P68365,0
P68373,0
Q9BQE3,0
Q6AYZ1,0
Q32KN8,0
P52273,0
Q8T6A5,0
P06605,0
P22275,0
P04105,0
Q38771,0
P08537,0
P11139,0
Q94572,0
Q91060,0
Q6PEY2,0
Q28IX8,0
O22348,0
P06604,0
Q940B0,0
P42791,0
O65729,0
O22254,0
P12001,0
Q8QGH2,0
P55857,0
Q5E9D1,0
P63165,0
Q2EF74,0
P63166,0
A7WLH8,0
Q5R6J4,0
Q5I0H3,0
Q9MZD5,0
P55852,0
Q9PT08,0
Q5EAX4,0
Q6DEP7,0
Q9FLP6,0
O57686,0
Q8TGM7,0.347425206295754
Q8TGM7,-0.0108516232407561
Q8TGM7,0.275275270469379
Q8TGM7,0
Q8TGM7,0
P62784,0
P62776,0
P62782,0
P62780,0
P62777,0
P62778,0
P62781,0
P62779,0
P27996,0
P62783,0
Q27443,0
P08436,0
Q9HDF5,0
P50566,0
Q8I0Y4,0
Q27765,0
P84048,0
P84047,0
P62803,0
P62800,0
Q7KQD1,0
P62801,0
P84046,0
P84041,0
P84042,0
Q76FE7,0
P84040,0
Q76FF1,0
Q76FD9,0
P84043,0
Q76FF5,0
P84044,0
P62805,0
Q4R362,0
P62806,0
P84049,0
Q6WV73,0
Q7K8C0,0
Q6WV90,0
Q6WV72,0
P62797,0
P62796,0
P62802,0
P62795,0
Q5RCS7,0
P62804,0
P84050,0
P84045,0
P62794,0
P62798,0
P62799,0
Q28DR4,0
P35059,0
Q6LAF1,0
Q43083,0
P02309,0
Q8NIG3,0
Q71V09,0
Q6WV74,0
Q6V9I2,0
P35057,0
P62785,0
P62786,0
P62793,0
P59259,0
Q6PMI5,0
Q6WZ83,0
Q6LAF3,0
P62887,0
P62787,0
P62788,0
P62792,0
Q76H85,0
P0CG89,0
Q757K0,0
Q75AX1,0
P82888,0
Q8J1L3,0
Q6ZXX3,0
P70081,0
Q8MTV8,0
P23751,0
Q8NIQ8,0
P91882,0
P09322,0
P23750,0
Q711M0,0
Q7LKT3,0
Q76MU7,0
P04914,0
P04915,0
P91849,0
Q8T7J8,0
P83865,0
Q41811,0
Q9U7D0,0
P91890,0
Q7XWK5,0
A2XQE8,0
Q9LT78,0
P25250,0
Q9FMH8,0
P25249,0
O65493,0
Q9LM66,0
P25776,0
P43297,0
Q9FJ47,0
P14080,0
P25777,0
Q94B08,0
P25803,0
Q9LT78,0
Q9FJ47,0
P25777,0
O65039,0
A2XQE8,0
Q7XWK5,0
Q9FMH8,0
Q9FGR9,0
O65493,0
P43156,0
Q9STL4,0
P25803,0
Q7XR52,0
P12412,0
P43297,0
P60994,0
P25776,0
Q94B08,0
P25251,0
P20721,0
Q9LT77,0
Q9STL5,0
P0CY35,0
Q59QD6,0
A5DPE3,0
O42820,0
P29520,0
Q9YIC0,0
Q96WZ1,0
P40911,0
P19039,0
Q07051,0
O59949,0
P0CN31,0
P0CN30,0
Q9HDF6,0
P05303,0
Q01372,0
P06805,0
P14864,0
Q00251,0
P02994,0
Q09069,0
P41745,0
P86934,0
P86939,0
P86933,0
P08736,0
Q32PH8,0
Q05639,0
P62631,0
Q71V39,0
P62632,0
P41752,0
Q92005,0
Q01520,0
P0CT53,0
P0CT54,0
P0CT55,0
P28295,0
P02993,0
P13549,0
Q01765,0
P27592,0
P68103,0
P62629,0
Q66RN5,0
A2Q0Z0,0
P68104,0
P10126,0
Q5R1X2,0
Q5R4R8,0
P68105,0
P62630,0
Q5VTE0,0
Q9Y713,0
P34825,0
P50256,0
Q8LPC4,0
Q6EV23,0
Q962Q7,0
Q8T3U2,0
Q9GRJ3,0
Q86FP7,0
Q9HE74,0
Q873W8,0
P46297,0
P90707,0
Q9M5Z9,0
P49201,0
Q8I7D5,0
P0CT75,0
P0CT76,0
Q3T199,0
P62298,0
P62266,0
Q90YQ1,0
P62267,0
P62268,0
Q9SF35,0
P0CY39,0
P0CX29,0
P0CY40,0
P0CX30,0
Q19877,0
Q6FLA8,0
Q6SA96,0
Q6YIA3,0
Q6EV23,0
Q962Q7,0
Q8T3U2,0
Q9GRJ3,0
Q86FP7,0
Q9HE74,0
Q873W8,0
P46297,0
P90707,0
Q9M5Z9,0
P49201,0
Q8I7D5,0
P0CT75,0
P0CT76,0
Q3T199,0
P62298,0
P62266,0
Q90YQ1,0
P62267,0
P62268,0
Q9SF35,0
P0CY39,0
P0CX29,0
P0CY40,0
P0CX30,0
Q19877,0
Q6FLA8,0
Q6SA96,0
Q6YIA3,0
P07926,0
Q5RAP9,0
Q06056,0
Q9U505,0
Q3T4E5,0
A1XQS5,0
Q06055,0
P32876,0
P05496,0
Q9CR84,0
Q06645,0
P17605,0
P56383,0
Q06646,0
Q3ZC75,0
P48201,0
P56384,0
Q5RFL2,0
Q71S46,0
Q85Q98,0
Q0H8W9,0
Q01554,0
A8XDX2,0
Q9BKS0,0
Q37695,0
P48880,0
P07926,0
Q5RAP9,0
Q06056,0
Q9U505,0
Q3T4E5,0
A1XQS5,0
Q06055,0
P32876,0
P05496,0
Q9CR84,0
Q06645,0
P17605,0
P56383,0
Q06646,0
Q3ZC75,0
P48201,0
P56384,0
Q5RFL2,0
Q71S46,0
Q85Q98,0
Q0H8W9,0
Q01554,0
A8XDX2,0
Q9BKS0,0
Q37695,0
P48880,0
O82528,0.901044403516521
Q8VYF1,0.901044403516521
O65082,0.901044403516521
O23515,0.901044403516521
O65050,0.901044403516521
Q22A30,0.901044403516521
Q8X034,0.901044403516521
Q86K01,0.901044403516521
Q5EAD6,0.901044403516521
E2QXF3,0.901044403516521
P61313,0.901044403516521
Q4R5B2,0.901044403516521
Q9CZM2,0.901044403516521
Q5NVE0,0.901044403516521
P61314,0.901044403516521
P30736,0.901044403516521
Q7T3N8,0.901044403516521
Q7T3N1,0.901044403516521
Q9US22,0.901044403516521
O74895,0.901044403516521
P61369,0.901044403516521
Q7T3N2,0.901044403516521
Q7T3N7,0.901044403516521
Q90YV2,0.901044403516521
Q7T3M9,0.901044403516521
Q7T3P1,0.901044403516521
Q7T3P0,0.901044403516521
P52818,0.901044403516521
Q7T3N9,0.901044403516521
P61368,0.901044403516521
Q7T3N4,0.901044403516521
Q7T2N4,0.901044403516521
Q7T3N6,0.901044403516521
P61367,0.901044403516521
P54780,0.901044403516521
O17445,0.901044403516521
Q7T3N3,0.901044403516521
P05748,0.901044403516521
Q7T2N5,0.901044403516521
P34843,0.9450716734531
O99255,0.9450716734531
O99252,0.9450716734531
P14575,0.9450716734531
Q02766,0.9450716734531
Q36675,0.9450716734531
Q9B6D8,0.9450716734531
O99818,0.9450716734531
P68540,0.9450716734531
P60620,0.9450716734531
P24794,0.9450716734531
P08742,0.9450716734531
P26856,0.9450716734531
P14578,0.9450716734531
P60621,0.9450716734531
P05502,0.9450716734531
P68539,0.9450716734531
P50668,0.9450716734531
P50669,0.9450716734531
P67793,0.9450716734531
P67794,0.9450716734531
Q35101,0.9450716734531
O99256,0.936737766968265
O99253,0.936737766968265
Q02768,0.936737766968265
O63696,0.936737766968265
Q02766,0.936737766968265
Q02766,0.936737766968265
O99252,0.936737766968265
O99252,0.936737766968265
O99255,0.936737766968265
O99255,0.936737766968265
Q9B6D8,0.936737766968265
Q02654,0.936737766968265
P00421,0.936737766968265
O99252,0.664321178064501
Q02766,0.664321178064501
O99255,0.664321178064501
O99256,0.664321178064501
O99253,0.664321178064501
O63696,0.664321178064501
Q02768,0.664321178064501
Q35522,0.664321178064501
P48876,0.664321178064501
P48875,0.664321178064501
O99252,0.959135875342415
O99252,0.959135875342415
Q02766,0.959135875342415
Q02766,0.959135875342415
O99255,0.959135875342415
O99255,0.959135875342415
O99252,0.900571140910083
O99252,0.900571140910083
O99255,0.900571140910083
O99255,0.900571140910083
Q02766,0.900571140910083
Q02766,0.900571140910083
P80440,0.900571140910083
P80440,0.900571140910083
Q02766,0
O99252,0
O99255,0
O99256,0
O99253,0
Q02768,0
O63696,0
Q9B6D8,0
Q02654,0
P00421,0
Q02766,0.94709375726126
O99252,0.94709375726126
O99255,0.94709375726126
O99256,0.94709375726126
O99253,0.94709375726126
O63696,0.94709375726126
Q02768,0.94709375726126
Q35522,0.94709375726126
P48876,0.94709375726126
P48875,0.94709375726126
Q6P6R2,0
Q60HG3,0
Q8CIZ7,0
P09622,0
P09623,0
P49819,0
O08749,0
Q5R4B1,0
Q811C4,0
O17953,0
O18480,0
P34788,0
Q962R1,0
