Accession_ID,kME_vals
Q9JLC3,0.911573246304186
Q9VCP0,0.913101804685029
Q9DDJ0,0.954414089446667
Q05319,0.769529300495673
Q05319,0.800070627264243
Q27081,0.669459923175476
Q27081,0.822846316881913
Q9VNA4,0.586920373613272
A7RRJ0,0.837265502545985
Q8UWA5,0.811194694485496
Q9VZS5,0.947502457236448
Q9VZS5,0.898817818316709
P31696,0.648574628296082
P17030,0.812968361232288
Q9VPW8,0.779982327575902
P45883,0.896224313406728
O17389,0.96768395591271
O17389,0.968286044269221
O17389,0.940204727964704
O17389,0.97813758101906
Q9HAU4,0.822091217468057
Q6PHF0,0.82103490882527
Q6PHF0,0.936347417748878
Q9Y5M8,0.791675915800742
O76756,0.895499973960507
A3FM55,0.858612285405079
Q6IRP0,0.794762304904185
P27615,0.91315274978812
P17032,0.54902538807093
P07764,0.918982696330335
Q9D4H8,0.866202304988717
P82927,0.949903247028454
Q5RBM1,0.894991691059528
Q09103,0.382018721039872
P11845,0.756979593349593
P90850,0.902388670905028
C3Y3G4,0.890751926526075
P21262,0.942254615841743
P21262,0.942254615841743
Q9UJW7,0.678700822894594
Q8BHN3,0.899870944404463
Q5ZJN2,0.81386548345325
A2AJ15,0.931366438343166
Q5E987,0.778392090742062
Q5E987,0.686458606602779
P31696,0.889187897984781
Q176V0,0.962575090196004
Q3T138,0.96788398167733
Q9UH92,0.855322561190716
Q7QH62,0.700901384897034
Q9CR63,0.946396601314397
P31696,0.87791448827062
Q6DFW4,0.953741493404685
P21329,0
P21329,0
P21329,0
Q3T0W7,0.535816470512296
Q3T0W7,0.946934788196249
P04394,0.492585364285788
P04394,0.649882158808358
P04394,0.443101317404077
P17057,0.752989579616981
P49803,0.48692627040004
P49803,0.557080835712398
Q641G7,0.899110040056932
Q26250,0.700086591990149
Q26250,0.960193118126517
A1Z7A6,0.82899031491786
A1Z7A6,0.818767162494494
A1Z7A6,0.317206864350799
A1Z7A6,0.317206864350799
A1Z7A6,0.930944848757632
Q9NQP4,0.939512619534142
Q2HJ58,0.903599327816961
Q2HJ58,0.920430689703921
Q6NYP0,0.559867557439272
B0W6M9,0.873440080231145
B0W6M9,0.667395700230193
Q9JKK1,0.883481987926064
Q9VEN1,0.442690003690141
P08537,0.977965526425794
D3ZAT9,0.821514558788754
Q9DAC7,0.896490019954932
P57784,0.981162283700393
Q3SX11,0.660835759836724
Q15149,0.805903443855957
Q24117,0.780150898921364
P48809,0.944030129323385
Q9D753,0.823228520950036
P46776,0.746571831420149
P46776,0.746571831420149
P46776,0.836613541614221
Q9VIM5,0.504279997503152
Q9VIM5,0.319855988416571
Q25009,0.32937973259138
Q25009,0.880513297977067
Q9R0P6,0.578652189906681
Q9R0P6,0.681323506774642
Q9R0P6,0.776103696444499
O00217,0.965449990437389
P38040,0.947715044815307
P38040,0.948609979138407
P35687,0
P21460,0
P55935,0.819010466290334
P55935,0.819010466290334
Q28GF4,0.856074161635072
P23026,0.845901827575024
Q7Q5R5,0.976510308575481
Q61471,0.889859002184874
C4NZN9,0.683358241669272
C4NZN9,0.818239304971865
P22589,0.924693940207847
O82390,0.794892987437514
O42395,0.767439322647898
Q5R7W2,0.918250158466411
Q5R7W2,0.958592027432139
Q3SZN5,0.871036286232015
Q24319,0.937156764215188
P52485,0.880253816853821
P31230,0.891847810019631
P16940,0
Q9DCM2,0.946848266312524
Q9DCM2,0.84159393197442
Q9DCM2,0.891256315882083
P49154,0.805578189426378
P49154,0.391429420308837
P83111,0.929284824894924
P04069,0
P04069,0
Q24509,0.963499105801964
Q24509,0.677531364603116
P41340,0.886000287734114
Q5E988,0
Q17QE5,0.755831153033031
Q17QE5,0.948530034044763
A7S6Y0,0.629307436898886
A7S6Y0,0
A7S6Y0,0.840352185624034
O61661,0.930129613989333
O42248,0.973722927258776
O42248,0.968097774909893
O42248,0.118400159075161
Q9GRW0,0.781649177231773
Q9GRW0,0.914767740083113
Q9GRW0,0.917228885193489
Q9GRW0,0.690615972751491
Q9GRW0,0.878959126627255
P29742,0.923407395254906
Q5RA23,0.753347634826854
P23004,0.906475051920084
P23004,0.424975226372399
P14562,0.746860306797943
P14562,0.315805156267971
Q2KIH4,0.913448497412435
O55029,0.84877462272552
O55029,0.683795810243195
Q3SWW9,0
Q3SWW9,0.77244977599496
P49023,0.778553634378728
Q9VU68,0.738272148102135
Q9VU68,0.69263978717432
Q9VAS7,0.960086381724652
Q4R562,0.637505779852501
Q4R562,0.934688330541714
P49407,0.93091016946113
Q05481,0.524496355134237
Q96RE9,0.908231715049052
Q9W704,0.543205768955631
P06708,0.573658383682867
O54715,0.785730235398723
Q7TSX5,0.952532178183207
P54629,0.934767496560792
Q27081,0.871414746043756
Q0VFE3,0.913242098517195
Q801P7,0.592186825559702
Q8BL97,0.628601644663957
Q8BL97,0.901457671202653
Q8BL97,0.94838520317822
Q9VL00,0.959395441081256
Q86SX6,0.971422316047517
Q7PR68,0.958258135121734
Q32NT4,0.909234965892936
Q9W3Y0,0.973043581690598
Q0VD32,0.956493216025003
Q5U580,0.736622655417017
Q90Z10,0.852098587970104
Q90Z10,0.607783120389728
Q90Z10,0.958841531181116
Q6UXY8,0.559750525313244
Q9VJ38,0.951959133579332
O46629,0.892061690064739
A2VDZ9,0.959808793305108
Q0V882,0.707711976432928
P21328,0
P21329,0
P21328,0
P08155,0.735547640360098
P08155,0.654530099702919
Q95NR9,0.823918529743551
P11144,0
P28227,0.543918022090592
B4LZ88,0.667075893843669
