Accession_ID,kME_vals
Q6GNG3,0
Q9VSL3,0.978084068093262
Q6DN90,0.792973270024486
Q9VWH4,0.871900678176684
Q64322,0.973002835238902
Q5E9X4,0.982838813094047
O14653,0.698338992087731
Q12907,0.887290096112838
Q9GV27,0.976859290575267
P18173,0
Q9Y333,0
O35819,0.842365299762888
Q5R8S4,0.917017980599887
Q9NU19,0.852460710156788
Q96IW7,0.807959055404375
O46102,0
Q9QXQ1,0.827345630254179
Q172G3,0
P98073,0.911266399172158
Q99KQ4,0
Q7TNE3,0.894738572913624
P80314,0.987165784938466
Q8UVK2,0.937194041938465
P21329,0.643588366655218
A3KP59,0.968613940944744
B2U6V1,0
Q568N4,0.870339279899961
Q66L33,0.882286470489208
Q6P7N1,0.92086598962753
P49356,0.881497298114128
Q9ERL7,0.793639123433173
P10987,0.962510892254673
Q502K2,0.96332396084903
Q95SX7,0.3114934383522
Q24332,0
P43378,0.90945272940269
Q9VGR2,0.443035628444192
P40792,0.875991371603959
Q95RI5,0.891837548981445
Q95RI5,0.828775866789161
Q99653,0.884946194530746
O57429,0.947867135061849
O57429,0.947867135061849
O57429,0.848016133676347
O97594,0.982566626412722
Q9BU89,0.967599526955039
Q9Z1G4,0.804872167418472
Q5RDX1,0.558863801369997
Q9W747,0.770876326349052
Q7TSI0,0.95381778553558
P04069,0
Q1RMP0,0.979190981669841
Q32NQ8,0.782365982147737
Q58DS9,0.974013797564107
P61020,0.966159688861185
Q5ZJN2,0.851977138595653
P0CB83,0.950435803379996
P30629,0.913803161453024
Q9CQZ1,0.979699680497733
P17193,0
P50882,0.879529189371912
Q3SYV4,0.960293882101759
Q9VU02,0.924117194590456
Q14739,0.752051055107521
Q08E20,0.966017183348057
Q9V3P6,0.73964576604548
Q99471,0.962583741092833
Q91XC9,0.95020364959052
Q8I6K0,0.897726422239544
Q28007,0.969688286920876
Q6P9Z4,0.808827163687734
P80317,0.97444791482299
Q9V3K3,0.866996202240081
Q9DE26,0.877242893706026
Q90596,0.871655126230044
Q3T0E8,0.968922955626526
O73817,0.908911736740449
Q7ZXH7,0.826313380853949
P00765,0
P00765,0
P62866,0
P62866,0
P56571,0.9316705976454
Q9DGD1,0.970125985639804
Q1LUA8,0.971384710728085
Q8WYH8,0.859700394374772
Q5ZKY4,0.937396698669588
Q9DA39,0.863311944778048
P82927,0.956004484513912
Q5ZMP6,0.936753973334097
Q53S33,0.819794109724546
Q9W704,0.965630780056733
O17389,0.908191543678841
P10987,0.975370674057773
P10987,0.987669072456634
O01802,0.909580120913545
P36241,0.886771401553254
P42577,0.976374733172528
P61085,0.853961414165786
Q28BZ2,0.953595531875892
Q8JHJ1,0.898237274377684
P49338,0
P49338,0
P53767,0.92758457415181
Q9V464,0.880909064772477
Q8TC92,0
Q32PD0,0.913011706061756
Q08473,0.965415211597338
Q6UWH6,0.897648676249708
Q6UWH6,0.90999845974231
Q4V7N8,0.920539940800259
O95807,0.867996812467724
Q5ZME8,0.877082841129634
Q3ZC15,0.957443654643761
Q08046,0
P0DM41,0.868203022100202
Q9VHR8,0.982145681153594
O00329,0.766576036398576
P49023,0.953482900416205
Q99MN1,0.972290051278706
P42678,0.97927500507242
Q6NSJ0,0
O13035,0.852206591968218
A7RP64,0.858097429302456
A8DYP0,0
P12787,0.847759174129797
O96571,0
Q7ZUS1,0.974936667189217
Q5ZJR8,0.89271800081515
Q9DAT2,0.935787242492321
Q9W352,0.898662209048154
O82390,0.971850391189076
P40320,0.950535694149325
Q2HJ58,0.924637524564335
Q2HJ58,0.96797120733918
Q8IUF1,0
Q8VEH6,0.871990210511005
Q54HW1,0.87086321650115
Q39613,0
Q9VFS5,0.834346074885382
Q5U593,0.878817031456372
Q5U593,0.878817031456372
Q5U593,0.873680758977223
Q9VXB0,0.91512859863229
Q5VTL8,0.943791268481783
A6QR31,0.966428674288976
A6QR31,0.857219789836089
Q9VNA4,0.766476647746616
P06603,0.93953849161927
Q8WQ47,0.926075052243481
Q8WQ47,0.760590623230879
Q94572,0.982529803265179
Q8T6A5,0.51230736005172
Q8WQ47,0.983241833116281
Q8WQ47,0.696434562929644
Q94572,0.984945980349389
P22700,0
P22700,0
Q05118,0
Q8XZ83,0
Q95KE5,0.959336197743348
P42283,0.809572366899848
P42283,0.747081183466785
Q9BXW7,0.640648548430337
O44386,0.760325940526547
O44386,0.854202912701593
P18602,0.759412346169595
Q4V348,0.709136091852177
A7SJ66,0.878403371359875
Q3ZBT6,0.958925289294682
Q99P31,0.854445571953211
P13607,0.943658696366422
P13607,0.917065513228766
Q4QRJ7,0.968201979828071
P25417,0.727090407780976
Q8WNR9,0.576817217225567
P56567,0.894703010479154
P25417,0.483267861919998
P50897,0.96194708233447
Q8JGT5,0.948117829197784
Q24537,0.921613652653262
P24495,0.961611155749934
P54814,0.971502945642388
P23434,0
Q3SYT6,0.979667827821472
B5XGE7,0.97289962075694
Q6RG77,0.53657032228179
Q9V4Z9,0
O00764,0.842053823815987
Q16698,0.964879579799458
Q66HV9,0.949819584792555
Q9VUJ0,0.919701892506495
Q26499,0.95729751164303
P54399,0.865439508212904
P54399,0.980461298491047
Q5ZJJ2,0.96963855643398
Q9Y221,0.940977534972413
Q94527,0.808666180930963
A0A0P6JG37,0.841982145314514
Q9VLJ9,0.977917290734112
Q7Q068,0.952578399287353
Q6PKX4,0.921723356838576
Q6PKX4,0.959798950615333
O23078,0.882852873375438
Q6PBF7,0.882514062832727
Q17QE5,0.975271053026497
Q9VVS4,0.862562016160258
A2VDL9,0.937379163118051
Q03168,0
Q8TDW5,0.818948944388014
P09132,0.82413874947943
P09132,0.491501395853614
Q5TC12,0.798805835186484
O54890,0.956134607334532
Q6PDG5,0.936337888728976
