"kMEblack"	"kMEbrown"	"kMEmagenta"	"kMEred"	"kMEsalmon"	"kMEtan"	"kMEyellow"
"TRINITY_DN28789_c1_g1_i1"	-0.530773297949726	0.648642512169503	-0.337265740727302	0.146959132165466	-0.0663608224711773	-0.312589652956947	0.740216456603301
"TRINITY_DN79407_c0_g1_i7"	-0.60993950355643	0.278529442340132	-0.273942829455565	0.392225474565136	-0.107073207397046	-0.397557979926547	0.92103146593267
"TRINITY_DN79422_c1_g1_i1"	-0.706283921604444	0.933468155185117	-0.355734483808254	0.0235833059016517	0.126244035205756	-0.36848200441861	0.54049379030219
"TRINITY_DN79491_c0_g1_i17"	-0.552296171093417	0.12173088967812	-0.314261667912334	0.462687523623316	-0.141693611921439	-0.278351090623824	0.879663093111117
"TRINITY_DN79478_c0_g1_i2"	0.593474174783226	-0.261896120656726	0.206494060689921	-0.581284488466485	-0.24129257021782	0.364352692749358	-0.706719446349834
"TRINITY_DN79478_c1_g1_i1"	0.893301416541881	-0.750297997500969	0.376688328140571	-0.409507004611717	-0.117230473723654	0.306762050028715	-0.677151089790524
"TRINITY_DN12483_c0_g1_i3"	0.83711297297087	-0.49096594727376	-0.137668703640437	-0.424382162091257	-0.367445049033394	0.261840774942337	-0.446865163691586
"TRINITY_DN12483_c2_g1_i1"	-0.766858965276671	0.839552463663357	-0.436475701240902	0.14979768123379	-0.000829610144470125	-0.438249705425639	0.799947616340695
"TRINITY_DN12440_c0_g2_i1"	0.81083775997506	-0.658835210273405	0.253010578064049	-0.279863042796482	-0.0556128566847839	0.416931067143712	-0.529846313300494
"TRINITY_DN12479_c0_g1_i17"	0.598686102793508	-0.425857051684858	0.568104636283382	-0.452416972279635	0.260628831146321	0.4876292008177	-0.449080023221503
"TRINITY_DN12479_c0_g1_i14"	0.559872229230861	-0.405602483505179	0.810568154732709	-0.566500265258883	0.455434967998937	0.0905852552119501	-0.500648038330403
"TRINITY_DN12479_c0_g1_i1"	0.376825043833594	-0.162335205515112	0.0323563929421159	-0.426946059934013	-0.0813204200876586	0.340984993771342	-0.314079964051197
"TRINITY_DN12400_c5_g1_i1"	-0.329768074110542	0.699683644898499	-0.24461231602994	-0.148694015995936	0.0990575743458588	-0.26692676861702	0.473756444272502
"TRINITY_DN12487_c0_g1_i1"	0.915666621476216	-0.608490170654966	0.148160326509784	-0.548852341607586	-0.16232141857812	0.309789876035429	-0.649237741201082
"TRINITY_DN12487_c0_g1_i5"	0.811297681561387	-0.500847444986097	0.183473518137583	-0.676695591508805	-0.0313231000053946	0.429749464229155	-0.660697060683196
"TRINITY_DN12416_c0_g1_i2"	0.947406150317764	-0.840444370470497	0.429649688654885	-0.44189523120272	-0.00672024138405928	0.369307229949467	-0.671408772075028
"TRINITY_DN12416_c0_g1_i4"	0.899085126803818	-0.764529782473232	0.409985431027976	-0.475318733326994	-0.148680454618791	0.353547752687723	-0.686058084463284
"TRINITY_DN96656_c1_g2_i2"	0.743326612817825	-0.8759931829274	0.424346530059231	-0.246926182339088	0.0714970332691274	0.447855827048291	-0.54201518047084
"TRINITY_DN96656_c1_g3_i1"	0.76422683614434	-0.804418353640271	0.498397753980364	-0.225908101087351	0.117682496631179	0.35938585576364	-0.747178225861577
"TRINITY_DN96701_c0_g1_i1"	-0.76518481219643	0.928919565848748	-0.345851862435342	0.105414365059204	0.0878100669612548	-0.342213604574274	0.606333832053599
"TRINITY_DN96678_c2_g1_i1"	0.648223440388023	-0.399054950556001	0.231808240513925	-0.512194144519702	0.0163745449804452	0.0937551995545172	-0.563863339570864
"TRINITY_DN96677_c6_g1_i1"	-0.548548631338125	0.820786785630657	-0.431003773649945	0.0423018690669694	0.0161799598079606	-0.348488396895968	0.544057745262578
"TRINITY_DN4795_c0_g1_i22"	0.215491446651284	-0.306257583153401	0.978016605573636	-0.264614946643585	0.698390097093719	0.0531834911396896	-0.351762532900209
"TRINITY_DN4715_c0_g1_i19"	0.945513978405002	-0.659381837837907	0.41545145354244	-0.577024369272354	-0.0806394947018849	0.431553051770385	-0.774203820065693
"TRINITY_DN4775_c4_g1_i1"	0.518653715011054	-0.315216661963273	0.413190481555191	-0.540074149408937	0.212765838573867	0.0758879161219884	-0.556772161590215
"TRINITY_DN4775_c2_g3_i2"	0.812880372047072	-0.437201625967027	0.267473909069672	-0.46759222984887	-0.104804998260554	0.0572966131253317	-0.481292851240247
"TRINITY_DN4791_c0_g1_i1"	0.779465202348491	-0.571203981479466	0.299964959080614	-0.321686394667997	-0.0743056300608828	0.206342574612568	-0.375345301359488
"TRINITY_DN4727_c0_g1_i10"	0.758031526925448	-0.51578817287389	-0.0060815683200602	-0.216009306683207	-0.299249605749221	0.319326057503027	-0.416659082967646
"TRINITY_DN4727_c0_g1_i6"	0.652058779071758	-0.435577353664106	-0.105160923623777	-0.158763899389753	-0.322554890779479	0.157765410557067	-0.264565800216585
"TRINITY_DN4778_c1_g1_i2"	-0.577831936070463	0.0857367158191528	-0.251787760496641	0.941496861895395	-0.128933194186589	-0.408684298320101	0.366175991046434
"TRINITY_DN4766_c0_g2_i1"	0.765230560923183	-0.55838745482699	0.262033992073101	-0.445138611986424	-0.0267703581214665	0.44265045682375	-0.621605171435915
"TRINITY_DN4776_c5_g1_i2"	0.719014676812565	-0.36080569378795	-0.19009779446117	-0.444965696864635	-0.311801376124339	0.480472416243685	-0.471221185289366
"TRINITY_DN4776_c5_g1_i7"	0.212571488736941	-0.0365174075135844	0.299537125898033	-0.356456172682761	0.210442086957409	-0.211656013232018	-0.305502504972628
"TRINITY_DN4796_c0_g1_i5"	0.710233566612653	-0.459940067941581	0.336197394197794	-0.367451964778476	0.00614456183893052	0.0219068743658896	-0.412097178376335
"TRINITY_DN4789_c16_g1_i4"	0.399257168181436	-0.304361338892803	0.287333923547865	-0.306609767690689	-0.0264457434870374	0.456765325662808	-0.442576416989321
"TRINITY_DN4789_c3_g3_i1"	0.94026268448598	-0.652430093994424	0.292245392391362	-0.519918412903503	-0.143182326914224	0.410947190728251	-0.673715659128613
"TRINITY_DN4789_c0_g1_i2"	0.840092569693539	-0.719793547991481	0.438563127432082	-0.42539695360959	-0.0204365950423314	0.255442378368661	-0.633775911773011
"TRINITY_DN4789_c16_g2_i1"	0.309547707733057	-0.14161058195298	0.376103407485562	-0.194733446409211	0.361251886440376	0.209174841038026	-0.321608573839415
"TRINITY_DN4789_c6_g1_i1"	0.942333115460895	-0.755814442916633	0.323742526572209	-0.431810618588207	-0.13389730490481	0.43103670197977	-0.649566870169725
"TRINITY_DN4714_c2_g1_i1"	0.896368256029521	-0.665741783879489	0.299874811790133	-0.582583345814374	-0.0830236170309243	0.456613730628284	-0.705838021183409
"TRINITY_DN4739_c0_g2_i8"	0.96780840828781	-0.776152640849648	0.21705838134782	-0.472970132524791	-0.1730579637	0.402253277632909	-0.638752344785022
"TRINITY_DN4739_c0_g3_i7"	0.937047464140213	-0.683880362040495	0.19682919321267	-0.523785150924573	-0.275949104087323	0.405813960911482	-0.632939986045152
"TRINITY_DN4739_c0_g1_i5"	0.968268234500065	-0.702856989797485	0.170772979850194	-0.495339820814941	-0.192607224692199	0.417925456059234	-0.616910471736241
"TRINITY_DN4739_c0_g1_i13"	0.939996770143984	-0.572793051696077	0.101095331492453	-0.577810657860155	-0.221855743567437	0.393720500286284	-0.671459737275818
"TRINITY_DN4739_c0_g1_i35"	0.978123331839429	-0.683833458483309	0.185774718694254	-0.544597310926674	-0.196312506236312	0.385126409129515	-0.644091259434827
"TRINITY_DN4739_c0_g1_i17"	0.814504466504084	-0.644547665511837	0.247122523458178	-0.274282578051184	-0.0982746339252391	0.0247388503120831	-0.368514779541105
"TRINITY_DN4739_c0_g1_i10"	0.936205628621719	-0.64750413049787	0.170892866623491	-0.519553116361697	-0.26572249069758	0.349815364590301	-0.557757633753992
"TRINITY_DN4739_c3_g3_i3"	0.922772232449044	-0.586814456521074	0.0256262853155065	-0.574312853638971	-0.246352490615005	0.430690283322438	-0.601504596328102
"TRINITY_DN4701_c1_g1_i23"	0.821944371239848	-0.652667426514371	0.429667561626507	-0.449661676238911	0.0560050620379339	0.46785145631085	-0.623942920915049
"TRINITY_DN4738_c0_g1_i52"	-0.654927565237684	0.874495769924639	-0.272272922579039	0.10522077864933	0.144546491158951	-0.275149619436261	0.54845011401397
"TRINITY_DN4738_c2_g1_i5"	0.174454740265339	-0.0675933138773949	0.125375874081546	-0.303933828750291	-0.0436486689366763	0.806428861433427	-0.262802251579068
"TRINITY_DN4797_c0_g1_i5"	0.417311451094463	-0.105614938484541	0.335067148672245	-0.443814511646041	0.059790550544982	-0.182318970900242	-0.494379906807938
"TRINITY_DN4702_c1_g1_i13"	0.672684444914028	-0.59943970335787	0.21082080039036	-0.286349434614038	0.0993898142888271	0.443387086239974	-0.684155646315753
"TRINITY_DN4712_c0_g1_i4"	0.821178142597823	-0.526134137592653	0.0537657454636457	-0.319766547585278	-0.272623484941219	0.182894932031966	-0.397628618681899
"TRINITY_DN4712_c0_g1_i12"	0.936065302592548	-0.689321165148583	0.2503992075295	-0.581784878915628	-0.131239809517233	0.481460453344715	-0.651515528896207
"TRINITY_DN4740_c0_g1_i4"	0.645126025357085	-0.438716435004367	0.00782125868825491	-0.0898839753577246	-0.271668652451244	0.149286018942166	-0.270231796750183
"TRINITY_DN4740_c0_g1_i3"	0.721621542303806	-0.533373549722977	0.440865075243315	-0.48736449137061	0.0474690731783951	0.446862733890185	-0.658892075395441
"TRINITY_DN4750_c0_g1_i5"	0.561485127633476	-0.531707780428125	0.568920611404074	-0.432036920559043	0.276661785554751	0.414543501787705	-0.576330991968872
"TRINITY_DN4750_c0_g1_i8"	0.737197254561772	-0.557008209784847	-0.121670413839276	-0.256924036428514	-0.335631293671512	0.309033913819251	-0.474221410876524
"TRINITY_DN80318_c0_g1_i10"	-0.674931300141181	0.353553599968474	-0.353677955180309	0.451960173877258	-0.00853082208380462	-0.311349760403543	0.922409313510242
"TRINITY_DN28878_c0_g1_i1"	0.711685584339178	-0.71768467395154	0.492096097003551	-0.253442171060707	0.0284536746847745	0.223907517407414	-0.624872759943223
"TRINITY_DN28871_c4_g1_i2"	0.791996549083754	-0.457093481368346	-0.0835613897180152	-0.358132287849764	-0.342869736517929	0.127872368318594	-0.421447771825863
"TRINITY_DN28802_c1_g1_i2"	-0.484343875283096	0.000683713960610944	-0.360237835957171	0.95222412042895	-0.24011349502031	-0.480884928952241	0.41418771105079
"TRINITY_DN28829_c0_g1_i7"	0.609985690447995	-0.263634296007903	-0.0119360249553336	-0.333383995968164	-0.0528642715716742	-0.0507435689728054	-0.234445446199709
"TRINITY_DN28844_c0_g1_i4"	0.551351218515797	-0.373842000018124	0.110720019284432	-0.192326156828073	-0.172318792176815	0.411728238641811	-0.464813113351312
"TRINITY_DN28844_c0_g2_i1"	0.667483018518785	-0.458584243094678	0.0290989690413673	-0.14368864027494	-0.300164842581946	0.344912811883343	-0.4004479120437
"TRINITY_DN28872_c0_g1_i12"	-0.216769668809008	-0.202812032412954	-0.332770126465095	0.818226867475797	-0.360493830441458	-0.0102632716256352	0.260514996230772
"TRINITY_DN28872_c0_g1_i14"	0.887028500715558	-0.705363232073291	0.414979496676579	-0.490960064621178	-0.0383307407664711	0.31874233343577	-0.630887737633635
"TRINITY_DN28872_c3_g1_i4"	0.844822412486781	-0.643638569317489	0.668157768423926	-0.603674600515938	0.29875751908941	0.34619942331308	-0.763093509413106
"TRINITY_DN28877_c0_g1_i5"	-0.774439654400536	0.784648320883926	-0.346964265353866	0.186388746606754	-0.0670453989548478	-0.206538292886526	0.659181446706382
"TRINITY_DN28800_c2_g1_i1"	0.522912027751182	-0.604433201683931	0.579751561859068	-0.222829029823539	0.241530609222798	0.385055718021828	-0.5453731432095
"TRINITY_DN54014_c0_g1_i2"	-0.490813404307414	0.544200151405782	-0.367505207298016	0.0976329940500195	0.0446618394190043	-0.255831690208104	0.768975099563746
"TRINITY_DN54093_c2_g1_i4"	0.895961893838708	-0.732523221038735	0.412229138886904	-0.483308939901912	-0.195598461067841	0.318391842920908	-0.694373810655848
"TRINITY_DN54071_c1_g1_i6"	-0.433923624915323	0.766261749064047	-0.209255352146419	-0.245514696145535	0.182698129388652	-0.069410640876839	0.350761415272651
"TRINITY_DN54005_c0_g1_i1"	-0.925353500817275	0.768678277912476	-0.508509054355096	0.462349322401925	-0.130692087440798	-0.302910162313816	0.709696508680053
"TRINITY_DN54047_c0_g1_i1"	-0.617818887613297	0.317009896139954	-0.361133407952801	0.394960443810857	-0.186006116532835	-0.366421331459981	0.972382119833256
"TRINITY_DN54098_c0_g1_i3"	0.925545879233494	-0.782224696570764	0.370967525050681	-0.425697953836428	-0.100545001781324	0.330579382302213	-0.67440618211741
"TRINITY_DN54027_c3_g1_i12"	-0.414358651630259	0.0585685912182266	-0.312168148468244	0.823939385669714	-0.201394362931462	-0.101894849581243	0.286994920246775
"TRINITY_DN54027_c3_g1_i2"	-0.261845629341925	-0.280823508869581	-0.057998191002871	0.836119456279628	0.0249365142183526	-0.172400369165438	0.237218913503281
